rank,batter,player_name,team,primary_position,pa_to,pa_last21,prior_fp_per_pa,recency_form_gap,xfp_rh3_per_pa,xfp_rh3_per_game,xfp_rh3_sigma,xfp_rh3_sigma_raw,xfp_rh3_sigma_global,xfp_rh3_sigma_hetero,batter_sigma_factor,sigma_calibration_method,xfp_rh3_p25,xfp_rh3_p75,expected_pa_remaining,expected_total_fp_remaining,replacement_xfp_per_pa,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior
388,665750,Leody Taveras,BAL,OF,343,53.0,0.425380320114252,0.0057,0.3925353989488213,1.37,0.1026235743252752,0.1075864795068277,0.1075864795068277,0.1026235743252752,0.9538705494937444,hetero_v1,0.3233157980664231,0.4617549998312194,75.0,29.4,0.5071578343016413,-0.1146,drop,88.2,434.0,59.9,0.1741,0.0336,33.0,-10.0,False
389,595879,Javier Báez,DET,SS,105,23.0,0.3935317141022124,-0.0021,0.3922713700223431,1.37,0.0986411504576559,0.1075864795068277,0.1075864795068277,0.0986411504576559,0.916854524005462,hetero_v1,0.3257379140386542,0.458804826006032,23.0,9.0,0.5522482949622523,-0.16,drop,58.0,722.0,77.7,0.1912,0.0783,41.0,-0.0,False
390,666023,Freddy Fermin,SD,C,193,31.0,0.4186559918654852,0.0173,0.3921520380011286,1.37,0.1028990282188207,0.1075864795068277,0.1075864795068277,0.1028990282188207,0.956430851632156,hetero_v1,0.322746643467534,0.4615574325347232,42.0,16.5,0.5266768880291347,-0.1345,drop,20.7,52.0,98.0,0.2239,0.177,43.0,-7.5,False
391,606115,Orlando Arcia,MIN,SS,50,0.0,0.3825910866421275,0.008,0.3913037055658289,1.37,0.103755372382941,0.1075864795068277,0.1075864795068277,0.103755372382941,0.9643904406813164,hetero_v1,0.3213207068935352,0.4612867042381226,11.0,4.3,0.5522482949622523,-0.1609,drop,,,,,,36.0,-8.0,False
392,665561,Rafael Marchán,PHI,C,92,3.0,0.4831023969358827,0.0194,0.3911392323250554,1.37,0.0984306044619488,0.1075864795068277,0.1075864795068277,0.0984306044619488,0.9148975309272216,hetero_v1,0.3247477896154709,0.4575306750346399,20.0,7.8,0.5266768880291347,-0.1355,drop,0.0,0.0,,,,41.0,0.0,True
393,695508,Cam Cauley,TEX,OF,57,34.0,0.5014067123883225,-0.0075,0.3903873494542473,1.37,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.317820269026892,0.4629544298816027,12.0,4.7,0.5071578343016413,-0.1168,drop,,,,,,,0.0,False
394,644433,Chadwick Tromp,ATL,C,51,21.0,0.3359113392742905,-0.004,0.39009311957591,1.37,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3175260391485547,0.4626602000032653,11.0,4.3,0.5266768880291347,-0.1366,drop,,,,,,,0.0,False
395,666397,Edouard Julien,COL,2B,274,27.0,0.337851874483999,-0.0081,0.389606552654559,1.36,0.1068241851630811,0.1075864795068277,0.1075864795068277,0.1068241851630811,0.9929145897584812,hetero_v1,0.3175536397620608,0.4616594655470572,60.0,23.4,0.5178999715490752,-0.1283,drop,70.0,163.0,85.3,0.133,0.0689,48.0,-2.5,False
396,677595,Ronny Mauricio,NYM,SS,50,0.0,0.345762702546859,0.0139,0.3887363657220293,1.36,0.1188091121693486,0.1075864795068277,0.1075864795068277,0.1188091121693486,1.104312667483545,hetero_v1,0.3085996195638036,0.468873111880255,11.0,4.3,0.5522482949622523,-0.1635,drop,,,,,,41.0,1.0,False
397,680474,Max Schuemann,NYY,OF,89,19.0,0.3693264567809302,-0.0119,0.3885419062535586,1.36,0.0977305046855566,0.1075864795068277,0.1075864795068277,0.0977305046855566,0.9083902097507932,hetero_v1,0.3226226808431506,0.4544611316639665,19.0,7.4,0.5071578343016413,-0.1186,drop,,,,,,46.0,4.0,False
398,672016,Denzel Clarke,ATH,OF,60,0.0,0.2766646658066979,0.0143,0.3883464765724224,1.36,0.1122970877742624,0.1075864795068277,0.1075864795068277,0.1122970877742624,1.0437843889773883,hetero_v1,0.3126020908686824,0.4640908622761625,13.0,5.0,0.5071578343016413,-0.1188,drop,3.8,1.0,100.0,0.0408,0.2214,34.0,0.0,True
399,668670,Jake Rogers,BOS,C,117,16.0,0.3823666297496029,0.0139,0.3882396976741548,1.36,0.1123540645719955,0.1075864795068277,0.1075864795068277,0.1123540645719955,1.0443139796656815,hetero_v1,0.3124568811203437,0.4640225142279658,26.0,10.1,0.5266768880291347,-0.1384,drop,,,,,,39.0,-7.0,False
400,623168,Tyler Heineman,LAA,C,130,23.0,0.5423190116613686,0.0112,0.3880561801239749,1.36,0.0924266394599273,0.1075864795068277,0.1075864795068277,0.0924266394599273,0.859091587377963,hetero_v1,0.3257144118082539,0.4503979484396959,28.0,10.9,0.5266768880291347,-0.1386,drop,0.0,0.0,,,,45.0,-0.33,True
401,700337,Edgar Quero,CWS,C,193,21.0,0.4109622313668913,0.0178,0.3876584905085909,1.36,0.101445172464908,0.1075864795068277,0.1075864795068277,0.101445172464908,0.9429174830325222,hetero_v1,0.3192337216810104,0.4560832593361714,42.0,16.3,0.5266768880291347,-0.139,drop,0.0,0.0,,,,47.0,0.0,True
402,676914,Davis Schneider,TOR,OF,133,15.0,0.4464772033717656,0.0076,0.3871575927884353,1.36,0.118499927891635,0.1075864795068277,0.1075864795068277,0.118499927891635,1.101438846543117,hetero_v1,0.3072293914255275,0.4670857941513432,29.0,11.2,0.5071578343016413,-0.12,drop,38.6,86.0,83.7,0.2195,0.2171,51.0,-5.0,False
403,669397,Nick Allen,HOU,SS,116,19.0,0.2567158109695567,0.0149,0.3870943024776927,1.35,0.0978834910666753,0.1075864795068277,0.1075864795068277,0.0978834910666753,0.909812194946516,hetero_v1,0.3210718877532202,0.4531167172021652,25.0,9.7,0.5522482949622523,-0.1652,drop,,,,,,31.0,-5.0,False
404,667472,Dane Myers,CIN,OF,195,58.0,0.4125323815595798,-0.0241,0.3866911232476732,1.35,0.102291380458018,0.1075864795068277,0.1075864795068277,0.102291380458018,0.9507828579103784,hetero_v1,0.3176955871287401,0.4556866593666064,43.0,16.6,0.5071578343016413,-0.1205,drop,88.7,126.0,60.0,0.1825,0.0547,46.0,-1.0,True
405,687749,Jase Bowen,SD,OF,75,31.0,0.5014067123883225,0.0059,0.3849635154760056,1.35,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3123964350486503,0.4575305959033609,16.0,6.2,0.5071578343016413,-0.1222,drop,,,,,,,0.0,False
406,543309,Kyle Higashioka,TEX,C,186,9.0,0.4640221340075278,0.0094,0.3846008051449449,1.35,0.1138899992753185,0.1075864795068277,0.1075864795068277,0.1138899992753185,1.058590259644017,hetero_v1,0.3077820006337425,0.4614196096561472,41.0,15.8,0.5266768880291347,-0.1421,drop,28.1,125.0,100.0,0.2114,0.1784,49.0,0.0,True
407,641555,J.C. Escarra,NYY,C,92,0.0,0.4548772753529805,0.0125,0.3844334780493954,1.35,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3118663976220401,0.4570005584767507,20.0,7.7,0.5266768880291347,-0.1422,drop,,,,,,,0.0,False
408,516782,Starling Marte,KC,OF,151,26.0,0.4774217519587949,-0.0051,0.383971822560759,1.34,0.1076765092215286,0.1075864795068277,0.1075864795068277,0.1076765092215286,1.0008368125354932,hetero_v1,0.311344017090838,0.45659962803068,33.0,12.7,0.5071578343016413,-0.1232,drop,,,,,,53.0,2.5,False
409,643376,Danny Jansen,TEX,C,142,0.0,0.4792098908215819,0.0177,0.3838880354712092,1.34,0.1090424771035543,0.1075864795068277,0.1075864795068277,0.1090424771035543,1.0135332767035492,hetero_v1,0.3103388846648618,0.4574371862775566,31.0,11.9,0.5266768880291347,-0.1428,drop,15.2,84.0,100.0,0.2709,0.2134,48.0,-5.0,False
410,696135,Kahlil Watson,CLE,OF,91,11.0,0.3964702503249788,0.0102,0.3822071160654779,1.34,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.3096400356381226,0.4547741964928333,20.0,7.6,0.5071578343016413,-0.125,drop,,,,,,,0.0,False
411,673490,Ha-Seong Kim,ATL,SS,82,0.0,0.5307369879904914,0.0209,0.3810062495603332,1.33,0.1007439571023054,0.1075864795068277,0.1075864795068277,0.1007439571023054,0.936399792651566,hetero_v1,0.3130544504948281,0.4489580486258382,18.0,6.9,0.5522482949622523,-0.1712,drop,,,,,,50.0,0.5,False
412,666181,Will Benson,CIN,OF,114,0.0,0.4331371984209951,0.0017,0.3800726643740517,1.33,0.1195499588972597,0.1075864795068277,0.1075864795068277,0.1195499588972597,1.1111987253907014,hetero_v1,0.29943621709785,0.4607091116502534,25.0,9.5,0.5071578343016413,-0.1271,drop,61.3,192.0,82.4,0.1386,0.0998,58.0,4.5,False
413,683011,Anthony Volpe,NYY,SS,194,36.0,0.4314088419088834,-0.0006,0.3798511263857864,1.33,0.1017014834066963,0.1075864795068277,0.1075864795068277,0.1017014834066963,0.9452998543394302,hetero_v1,0.3112534758279697,0.4484487769436031,42.0,16.0,0.5522482949622523,-0.1724,drop,,,,,,51.0,1.5,False
414,672820,Lenyn Sosa,TOR,2B,117,0.0,0.4138924399751097,0.0176,0.3793416644906289,1.33,0.1025441977171053,0.1075864795068277,0.1075864795068277,0.1025441977171053,0.9531327559667724,hetero_v1,0.3101756031304413,0.4485077258508165,26.0,9.9,0.5178999715490752,-0.1386,drop,28.9,80.0,100.0,0.2069,0.1441,56.0,4.0,False
415,668942,Josh Rojas,KC,3B,65,30.0,0.3530776060876397,0.0073,0.3790350056410091,1.33,0.1020858238016791,0.1075864795068277,0.1075864795068277,0.1020858238016791,0.9488722399843976,hetero_v1,0.3101781174867766,0.4478918937952416,14.0,5.3,0.5235834022778508,-0.1445,drop,,,,,,39.0,0.0,True
416,686452,Drew Millas,WSH,C,152,0.0,0.4704909544533485,0.0124,0.3787993482949655,1.33,0.0992632110651913,0.1075864795068277,0.1075864795068277,0.0992632110651913,0.922636482950368,hetero_v1,0.3118463124314939,0.4457523841584371,33.0,12.5,0.5266768880291347,-0.1479,drop,0.0,0.0,,,,,0.0,False
417,656555,Rhys Hoskins,CLE,1B,296,32.0,0.4568715088133089,0.0164,0.3783151361840377,1.32,0.1242166783320307,0.1075864795068277,0.1075864795068277,0.1242166783320307,1.1545751743289228,hetero_v1,0.294530986649083,0.4620992857189924,65.0,24.6,0.5728714641460441,-0.1946,drop,21.9,189.0,95.1,0.27,0.1445,50.0,-3.57,False
418,814439,Ryan Waldschmidt,AZ,OF,175,47.0,0.5014067123883225,0.0067,0.3780169679398641,1.32,0.1068320974581446,0.1075864795068277,0.1075864795068277,0.1068320974581446,0.9929881333403496,hetero_v1,0.3059587182043456,0.4500752176753827,38.0,14.4,0.5071578343016413,-0.1291,drop,,,,,,,0.0,False
419,695490,Edwin Arroyo,CIN,2B,142,34.0,0.4446174994167536,-0.0004,0.3757847426562213,1.32,0.0948397073844287,0.1075864795068277,0.1075864795068277,0.0948397073844287,0.8815206875359277,hetero_v1,0.3118153600254241,0.4397541252870185,31.0,11.6,0.5178999715490752,-0.1421,drop,,,,,,,0.0,False
420,553993,Eugenio Suárez,CIN,DH,327,60.0,0.5185030485308214,0.0068,0.3753526140196354,1.31,0.1223864343655045,0.1075864795068277,0.1075864795068277,0.1223864343655045,1.1375633344126437,hetero_v1,0.2928029640401026,0.4579022639991681,71.0,26.7,0.4780723282736954,-0.1027,drop,15.8,239.0,97.5,0.2,0.1455,59.0,5.5,False
421,669326,Bryce Teodosio,LAA,OF,51,0.0,0.2987160807992349,0.0139,0.3752603078446638,1.31,0.105549651632333,0.1075864795068277,0.1075864795068277,0.105549651632333,0.9810679940097357,hetero_v1,0.3040670678186551,0.4464535478706724,11.0,4.1,0.5071578343016413,-0.1319,drop,,,,,,25.0,0.0,True
422,686668,Brenton Doyle,CWS,OF,132,10.0,0.4311268146289104,0.0142,0.3750470566135387,1.31,0.1096412706682638,0.1075864795068277,0.1075864795068277,0.1096412706682638,1.0190989720163277,hetero_v1,0.3010940195477948,0.4490000936792827,29.0,10.9,0.5071578343016413,-0.1321,drop,14.9,56.0,82.1,0.1067,0.1863,47.0,7.0,False
423,642215,Weston Wilson,SEA,3B,99,34.0,0.4637848832740904,-0.0046,0.3748916276263344,1.31,0.1113433208020583,0.1075864795068277,0.1075864795068277,0.1113433208020583,1.0349192697116945,hetero_v1,0.2997905577453461,0.4499926975073228,22.0,8.2,0.5235834022778508,-0.1487,drop,,,,,,51.0,0.0,True
424,664774,LaMonte Wade Jr.,HOU,OF,84,50.0,0.4327896176936479,0.0048,0.3746540738392403,1.31,0.1038524345306888,0.1075864795068277,0.1075864795068277,0.1038524345306888,0.9652926186147592,hetero_v1,0.3046056067482907,0.4447025409301899,18.0,6.7,0.5071578343016413,-0.1325,drop,,,,,,39.0,-10.0,False
425,687231,Darell Hernaiz,ATH,SS,134,0.0,0.3769746912913996,0.0149,0.3742323886507529,1.31,0.0974835774062666,0.1075864795068277,0.1075864795068277,0.0974835774062666,0.906095058162769,hetero_v1,0.3084797156902261,0.4399850616112797,29.0,10.9,0.5522482949622523,-0.178,drop,65.3,49.0,78.9,0.2369,0.0633,49.0,10.0,False
426,645305,Ali Sánchez,NYY,C,60,25.0,0.3162994592711904,-0.0024,0.37140780074078,1.3,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.2988407203134247,0.4439748811681354,13.0,4.8,0.5266768880291347,-0.1553,drop,,,,,,,0.0,False
427,656577,Alex Jackson,MIN,C,68,12.0,0.2993061499076015,0.0113,0.3709305814474909,1.3,0.1309302208424328,0.1075864795068277,0.1075864795068277,0.1309302208424328,1.2169765331351294,hetero_v1,0.2826181474892699,0.4592430154057119,15.0,5.6,0.5266768880291347,-0.1557,drop,,,,,,44.0,2.85,False
428,687282,Gabriel Rincones Jr.,PHI,OF,89,18.0,0.4084084048060814,0.0105,0.369512373419808,1.29,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.2969452929924527,0.4420794538471633,19.0,7.0,0.5071578343016413,-0.1376,drop,,,,,,,0.0,False
429,683146,Brett Baty,NYM,3B,363,35.0,0.4056711808306019,0.0004,0.3688290105639821,1.29,0.1117648454964013,0.1075864795068277,0.1075864795068277,0.1117648454964013,1.0388372777762322,hetero_v1,0.2934436222766594,0.4442143988513048,79.0,29.1,0.5235834022778508,-0.1548,drop,28.4,75.0,93.3,0.1188,0.1032,56.0,6.5,False
430,666969,Adolis García,PHI,OF,259,0.0,0.4880608123531824,0.0114,0.3686354816920809,1.29,0.1184001432128829,0.1075864795068277,0.1075864795068277,0.1184001432128829,1.1005113630971537,hetero_v1,0.2887745850949913,0.4484963782891704,56.0,20.6,0.5071578343016413,-0.1385,drop,43.6,315.0,80.0,0.18,0.0653,51.0,-7.0,False
431,660162,Yoán Moncada,LAA,3B,130,0.0,0.4615287812188334,0.0136,0.3683993429963044,1.29,0.1185478042076188,0.1075864795068277,0.1075864795068277,0.1185478042076188,1.101883849634614,hetero_v1,0.2884388490582655,0.4483598369343433,28.0,10.3,0.5235834022778508,-0.1552,drop,14.7,117.0,100.0,0.2,0.1792,54.0,2.43,False
432,641857,Ryan McMahon,NYY,3B,273,48.0,0.378010427451395,-0.0012,0.3682000390300188,1.29,0.114772625433144,0.1075864795068277,0.1075864795068277,0.114772625433144,1.066794135836188,hetero_v1,0.2907859031753631,0.4456141748846745,60.0,22.1,0.5235834022778508,-0.1554,drop,8.7,88.0,94.0,0.2143,0.1869,49.0,-1.5,False
433,678662,Ezequiel Tovar,COL,SS,391,48.0,0.418868789404488,0.011,0.3680033987072255,1.29,0.1079899847613404,0.1075864795068277,0.1075864795068277,0.1079899847613404,1.0037505201058938,hetero_v1,0.2951641539857014,0.4408426434287497,85.0,31.3,0.5522482949622523,-0.1842,drop,1.8,7.0,100.0,0.0828,0.0525,50.0,2.5,False
434,678011,Anthony Seigler,BOS,2B,135,50.0,0.3456306946507336,-0.0125,0.3679134170416253,1.29,0.100461902800681,0.1075864795068277,0.1075864795068277,0.100461902800681,0.9337781407217198,hetero_v1,0.3001518636025659,0.4356749704806846,29.0,10.7,0.5178999715490752,-0.15,drop,,,,,,,0.0,False
435,678489,Jorge Barrosa,AZ,OF,150,20.0,0.2739852008165205,0.0304,0.3676955975298169,1.29,0.1030357337308914,0.1075864795068277,0.1075864795068277,0.1030357337308914,0.9577015086208164,hetero_v1,0.2981979951283306,0.4371931999313032,33.0,12.1,0.5071578343016413,-0.1395,drop,100.0,14.0,100.0,0.1112,0.1422,,0.0,False
436,668952,Ryan Kreidler,MIN,SS,195,53.0,0.3281925484432424,0.0045,0.3672838193061321,1.29,0.107928975717185,0.1075864795068277,0.1075864795068277,0.107928975717185,1.0031834502990271,hetero_v1,0.2944857251848908,0.4400819134273733,43.0,15.8,0.5522482949622523,-0.185,drop,,,,,,,0.0,False
437,608701,Rob Refsnyder,SEA,DH,129,10.0,0.5269590998687992,0.0199,0.3671533707900383,1.29,0.1103561813207214,0.1075864795068277,0.1075864795068277,0.1103561813207214,1.0257439580381285,hetero_v1,0.2927181264892116,0.4415886150908649,28.0,10.3,0.4780723282736954,-0.1109,drop,,,,,,58.0,4.0,False
438,687597,Jordan Beck,COL,OF,95,7.0,0.3533319614732452,0.0041,0.3660219894341687,1.28,0.1107957940585694,0.1075864795068277,0.1075864795068277,0.1107957940585694,1.0298300917220558,hetero_v1,0.2912902263416636,0.4407537525266738,21.0,7.7,0.5071578343016413,-0.1411,drop,31.6,56.0,79.6,0.1569,0.167,46.0,12.0,False
439,672284,Jarred Kelenic,CWS,OF,69,0.0,0.3668482326919766,-0.0071,0.36588091762883,1.28,0.1133338323944147,0.1075864795068277,0.1075864795068277,0.1133338323944147,1.0534207728883096,hetero_v1,0.2894372476787973,0.4423245875788627,15.0,5.5,0.5071578343016413,-0.1413,drop,,,,,,,0.0,False
440,665861,Sebastián Rivero,LAA,C,57,0.0,0.4226154232174496,0.0054,0.3650848168964897,1.28,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.2925177364691344,0.4376518973238451,12.0,4.4,0.5266768880291347,-0.1616,drop,,,,,,,0.0,False
441,676694,Jake Meyers,HOU,OF,148,0.0,0.44901412605502,0.02,0.3645658120147,1.28,0.1005720093156208,0.1075864795068277,0.1075864795068277,0.1005720093156208,0.9348015640686366,hetero_v1,0.2967299917313137,0.4324016322980863,32.0,11.7,0.5071578343016413,-0.1426,drop,,,,,,51.0,4.0,False
442,681393,Connor Norby,COL,1B,233,0.0,0.4219862654468582,0.016,0.3643716829998848,1.28,0.1109054618183434,0.1075864795068277,0.1075864795068277,0.1109054618183434,1.03084943690629,hetero_v1,0.2895659490034122,0.4391774169963575,51.0,18.6,0.5728714641460441,-0.2085,drop,62.7,64.0,95.3,0.1796,0.0822,48.0,-5.0,False
443,691777,Max Muncy,ATH,3B,182,6.0,0.3232933403674342,0.0029,0.3630856789303591,1.27,0.1195549314711787,0.1075864795068277,0.1075864795068277,0.1195549314711787,1.111244944710654,hetero_v1,0.2824458776530491,0.4437254802076691,40.0,14.5,0.5235834022778508,-0.1605,drop,31.4,11.0,100.0,0.1455,0.0621,41.0,0.0,True
444,686780,Pedro Pagés,STL,C,173,11.0,0.351301338125675,0.0086,0.36250004207924,1.27,0.1075322897416672,0.1075864795068277,0.1075864795068277,0.1075322897416672,0.9994963143565172,hetero_v1,0.2899695126484855,0.4350305715099946,38.0,13.8,0.5266768880291347,-0.1642,drop,82.2,125.0,37.7,0.125,-0.0177,40.0,-5.0,False
445,663698,Joey Bart,CWS,C,124,28.0,0.3949745489740385,0.0033,0.3616310494634571,1.27,0.1148844045321035,0.1075864795068277,0.1075864795068277,0.1148844045321035,1.067833105597741,hetero_v1,0.2841415186065533,0.439120580320361,27.0,9.8,0.5266768880291347,-0.165,drop,,,,,,45.0,1.5,False
446,669701,Josh Smith,TOR,2B,158,19.0,0.4641500480495588,-0.0013,0.3601571551405061,1.26,0.1015739523093327,0.1075864795068277,0.1075864795068277,0.1015739523093327,0.9441144721431892,hetero_v1,0.2916455243078611,0.428668785973151,34.0,12.2,0.5178999715490752,-0.1577,drop,28.0,115.0,91.3,0.194,0.0879,50.0,0.0,False
447,670242,Matt Wallner,MIN,OF,135,0.0,0.5035936946345406,0.0106,0.3598928278115675,1.26,0.124941840338507,0.1075864795068277,0.1075864795068277,0.124941840338507,1.1613154451306114,hetero_v1,0.2756195565032445,0.4441660991198905,29.0,10.4,0.5071578343016413,-0.1473,drop,0.0,0.0,,,,55.0,-5.0,False
448,675961,Alika Williams,ATH,SS,126,38.0,0.2679104468880439,0.0109,0.3598828196680751,1.26,0.1002080638691518,0.1075864795068277,0.1075864795068277,0.1002080638691518,0.931418746375025,hetero_v1,0.2922924805883322,0.427473158747818,27.0,9.7,0.5522482949622523,-0.1924,drop,,,,,,,0.0,False
449,694362,Blake Dunn,CIN,OF,155,0.0,0.3657066825698513,0.0102,0.3591688962962745,1.26,0.1016326350976135,0.1075864795068277,0.1075864795068277,0.1016326350976135,0.944659919754728,hetero_v1,0.2906176839229342,0.4277201086696148,34.0,12.2,0.5071578343016413,-0.148,drop,,,,,,,0.0,False
450,806068,Colt Emerson,SEA,SS,222,62.0,0.5014067123883225,0.0131,0.3590405504842151,1.26,0.1116847538971001,0.1075864795068277,0.1075864795068277,0.1116847538971001,1.0380928385152,hetero_v1,0.283709183980621,0.4343719169878092,48.0,17.2,0.5522482949622523,-0.1932,drop,,,,,,,0.0,False
451,696030,Alejandro Osuna,TEX,OF,222,30.0,0.3827477810854051,-0.0117,0.358230887516243,1.25,0.0939745594336492,0.1075864795068277,0.1075864795068277,0.0939745594336492,0.8734792686258066,hetero_v1,0.2948450471782466,0.4216167278542393,48.0,17.2,0.5071578343016413,-0.1489,drop,,,,,,52.0,0.0,True
452,690924,Braxton Fulford,COL,DH,71,5.0,0.3850713804282434,0.0124,0.3541511813764195,1.24,0.1074484442617076,0.1075864795068277,0.1075864795068277,0.1074484442617076,0.998716983344442,hetero_v1,0.2816772057218977,0.4266251570309413,15.0,5.3,0.4780723282736954,-0.1239,drop,,,,,,36.0,0.0,True
453,606992,Eric Haase,SF,C,85,0.0,0.3030352542975082,0.007,0.3539355635079265,1.24,0.106066288848345,0.1075864795068277,0.1075864795068277,0.106066288848345,0.9858700585291834,hetero_v1,0.2823938516797177,0.4254772753361352,19.0,6.7,0.5266768880291347,-0.1727,drop,,,,,,,0.0,False
454,641598,Mitch Garver,SEA,C,149,19.0,0.4066820812506039,-0.003,0.3531757568016598,1.24,0.1198749881939006,0.1075864795068277,0.1075864795068277,0.1198749881939006,1.1142198233774634,hetero_v1,0.2723200772648738,0.4340314363384458,32.0,11.3,0.5266768880291347,-0.1735,drop,,,,,,45.0,-8.5,False
455,596103,Austin Slater,MIA,OF,74,0.0,0.3480280852481427,0.011,0.3527826635866412,1.23,0.111370670960283,0.1075864795068277,0.1075864795068277,0.111370670960283,1.0351734852818113,hetero_v1,0.2776631460239303,0.4279021811493521,16.0,5.6,0.5071578343016413,-0.1544,drop,,,,,,53.0,1.5,False
456,620443,Luis Torrens,NYM,C,207,29.0,0.4019224411105344,0.0199,0.3525815120403752,1.23,0.0990928295774227,0.1075864795068277,0.1075864795068277,0.0990928295774227,0.9210528128781652,hetero_v1,0.2857433984904036,0.4194196255903469,45.0,15.9,0.5266768880291347,-0.1741,drop,,,,,,56.0,5.0,False
457,677592,Everson Pereira,CWS,OF,88,11.0,0.2274070630343511,-0.0018,0.3500709956825487,1.23,0.1177660884720665,0.1075864795068277,0.1075864795068277,0.1177660884720665,1.094617920503596,hetero_v1,0.2706377690081398,0.4295042223569576,19.0,6.7,0.5071578343016413,-0.1571,drop,100.0,31.0,100.0,0.0889,0.1924,,0.0,False
458,682997,Tyler Callihan,PIT,OF,107,18.0,0.3832873385552462,-0.0118,0.3491676838559759,1.22,0.1152296419960015,0.1075864795068277,0.1075864795068277,0.1152296419960015,1.071042035432424,hetero_v1,0.2714452903296729,0.426890077382279,23.0,8.0,0.5071578343016413,-0.158,drop,,,,,,,0.0,False
459,543877,Christian Vázquez,HOU,C,217,26.0,0.3310073072060095,0.0134,0.348206320298103,1.22,0.0996616572005197,0.1075864795068277,0.1075864795068277,0.0996616572005197,0.9263399793112008,hetero_v1,0.2809845325163524,0.4154281080798536,47.0,16.4,0.5266768880291347,-0.1785,drop,89.5,794.0,62.5,0.2315,0.0385,44.0,3.0,False
460,665966,Carlos Narváez,BAL,C,203,29.0,0.4507330627480101,0.0069,0.3475703587730611,1.22,0.113701094480787,0.1075864795068277,0.1075864795068277,0.113701094480787,1.0568344182464977,hetero_v1,0.2708789705457702,0.4242617470003519,44.0,15.3,0.5266768880291347,-0.1791,drop,4.9,5.0,100.0,0.2574,0.1774,48.0,0.0,True
461,691781,Brady House,WSH,3B,209,32.0,0.2995422563552002,0.0091,0.3463589148162445,1.21,0.1133813756900296,0.1075864795068277,0.1075864795068277,0.1133813756900296,1.0538626806060152,hetero_v1,0.2698831769133195,0.4228346527191694,46.0,15.9,0.5235834022778508,-0.1772,drop,90.7,39.0,64.1,0.0714,0.0728,40.0,0.0,True
462,682877,Juan Brito,CIN,2B,56,0.0,0.4567391285425191,0.0076,0.3462794468514503,1.21,0.1075864795068277,0.1075864795068277,0.1075864795068277,0.1075864795068277,1.0,hetero_v1,0.2737123664240949,0.4188465272788056,12.0,4.2,0.5178999715490752,-0.1716,drop,,0.0,,,,,0.0,False
463,682177,Daniel Schneemann,CLE,OF,276,15.0,0.3607643526855555,0.0069,0.3442911169016819,1.21,0.1103862586206369,0.1075864795068277,0.1075864795068277,0.1103862586206369,1.0260235219763976,hetero_v1,0.2698355854620623,0.4187466483413015,60.0,20.7,0.5071578343016413,-0.1629,drop,84.4,146.0,59.7,0.145,0.0411,45.0,5.0,False
464,660844,Leo Rivas,SEA,3B,124,4.0,0.4706836601252633,0.0203,0.3438939510094199,1.2,0.098774228382163,0.1075864795068277,0.1075864795068277,0.098774228382163,0.9180914631182308,hetero_v1,0.2772707339656509,0.4105171680531888,27.0,9.3,0.5235834022778508,-0.1797,drop,0.0,0.0,,,,38.0,0.0,True
465,680779,Henry Davis,PIT,C,226,38.0,0.253928044038184,0.0024,0.3397405231380592,1.19,0.1150076007663849,0.1075864795068277,0.1075864795068277,0.1150076007663849,1.0689781958994784,hetero_v1,0.2621678964211326,0.4173131498549858,49.0,16.6,0.5266768880291347,-0.1869,drop,78.7,122.0,63.2,0.0542,0.0445,45.0,1.5,False
466,701305,Zach Dezenzo,HOU,OF,82,19.0,0.3564988482364821,-0.0029,0.3383008487917676,1.18,0.1146805591538742,0.1075864795068277,0.1075864795068277,0.1146805591538742,1.0659383937420903,hetero_v1,0.2609488116424794,0.4156528859410558,18.0,6.1,0.5071578343016413,-0.1689,drop,,,,,,46.0,0.0,True
467,687363,Victor Scott II,STL,OF,184,0.0,0.3709083601394279,0.009,0.3379225369660862,1.18,0.0949904845494943,0.1075864795068277,0.1075864795068277,0.0949904845494943,0.8829221384037013,hetero_v1,0.2738514551374523,0.4019936187947201,40.0,13.5,0.5071578343016413,-0.1692,drop,3.3,5.0,100.0,0.16,0.189,41.0,6.0,False
