pitcher,player_name,pitches,plv,plv_raw,swing_rate,whiff_rate,contact_rate_given_swing,called_strike_rate,e_xwoba_in_play,plv_std,pl_plv,pl_pla,plv_pctile
678692,"Henriquez, Ronny",1158,5.514803161854395,-0.03693862968114997,0.4806701488701058,0.44965166726797257,0.5503483327320261,0.4606550497940403,0.3227018173367103,1.3582352182482278,5.144220695733448,2.7897901503706013,97.7
686973,"Varland, Louis",1343,5.511869010078915,-0.03704506775814841,0.5113776406302645,0.40387159068079126,0.5961284093192082,0.5171500069382156,0.33391486284372385,1.5208855426748176,5.235398511704704,2.362166331835244,97.5
650556,"Abreu, Bryan",1205,5.511116817286593,-0.037072353992970236,0.4620961071731336,0.42116102174849895,0.5788389782515005,0.44085272577274515,0.3288893891368975,1.3696233993736233,4.985454893419131,3.53829834493523,97.4
594798,"deGrom, Jacob",2684,5.494501500260187,-0.03767508436560896,0.5104103018329468,0.40456203813769753,0.5954379618623037,0.49179974204166277,0.3292604642408501,1.3186602448225997,5.241108937728522,2.393871271273949,97.3
571946,"Miller, Shelby",712,5.493774960655213,-0.03770144001600973,0.498031044479814,0.36533961543312476,0.6346603845668762,0.492815524720564,0.34431801205892515,1.2248050681395188,5.232940974577847,2.50654649094032,97.1
671922,"Smith, Cade",1257,5.479704472613921,-0.03821185522427049,0.538298823446231,0.370533171858397,0.6294668281416019,0.49398966054546933,0.34174446856324203,1.3146448790852143,5.216312414144417,2.5914501605770592,97.0
668881,"Greene, Hunter",1897,5.47490393238306,-0.038385997637419025,0.5505123277564041,0.3807369844890557,0.6192630155109436,0.521861508012565,0.3324672728322216,1.3578670928818,5.262965714261033,2.2835059955170847,96.8
681870,"Sabrowski, Erik",534,5.470513245376421,-0.038545272384416004,0.47155103922734914,0.3517447490225967,0.6482552509774034,0.47758840225345967,0.3353268807522735,1.459521855557935,5.012281545658434,3.415697001862463,96.7
554340,"García, Yimi",379,5.45635437827277,-0.03905889359501176,0.49236857752306734,0.36089648636001775,0.6391035136399823,0.5233643444417567,0.33587903959150867,1.30828715136736,,,96.6
689254,"Fluharty, Mason",1009,5.453312468751579,-0.03916924064745258,0.4534139612809286,0.39888727327223367,0.6011127267277666,0.44942464797342546,0.315861577396626,1.2511622520265313,4.994209579408691,3.433754387652537,96.4
801139,"Tolle, Payton",311,5.4401385037536105,-0.03964713395636444,0.5040759023233932,0.3300732490966927,0.6699267509033068,0.5398622934676925,0.35511066388905116,1.4454784591722258,,,96.3
681911,"Vesia, Alex",1109,5.436021218118938,-0.039796490908199963,0.525297653659482,0.36147828570182405,0.6385217142981761,0.5034425949281679,0.3312707739549985,1.3355437775925896,5.206635414539933,2.552232052089244,96.2
687209,"Maxwell, Zach",165,5.42777512309036,-0.040095622842998065,0.46706761339557806,0.3985255456206163,0.6014744543793834,0.5093507072322163,0.3314597204278933,1.3945349002700238,,,96.0
681799,"Roberts, Ethan",144,5.419884051337232,-0.04038187610020222,0.44157265650544253,0.3637845634976047,0.636215436502395,0.48209548372242345,0.325956152374769,1.3263608355842436,,,95.9
694361,"Klein, Will",391,5.419703559114861,-0.04038842356145603,0.48226884477893617,0.36147435058269617,0.6385256494173044,0.46056701778233367,0.3253040535662808,1.375972731480154,,,95.7
696149,"Chandler, Bubba",461,5.414349972159301,-0.040582628068992696,0.5049024652948569,0.34521745698173467,0.6547825430182659,0.4808111696875008,0.32862783374181304,1.2805063181148961,5.195653422858999,2.6507607927173016,95.6
621345,"Minter, A.J.",215,5.412736541712515,-0.04064115620498155,0.4645631530656667,0.4003431965717878,0.5996568034282121,0.4587036991497967,0.32906714332105924,1.3414612763060958,,,95.5
621237,"Alvarado, José",477,5.4124799362073155,-0.04065046472022217,0.4528336382773487,0.3616476419969752,0.6383523580030248,0.478234128891122,0.316944718374915,1.4300380082785675,4.956766276481485,3.533063597065989,95.3
691799,"Taylor, Grant",609,5.4110679564537545,-0.04070168511413156,0.4976790156679687,0.35991587779752704,0.640084122202474,0.5295043639631192,0.33254433188901344,1.413412258264103,5.192574499490126,2.498716089881478,95.2
687863,"Hodge, Porter",609,5.409340034910754,-0.04076436648180237,0.45623766911518865,0.3916178812220711,0.6083821187779292,0.47740125950673135,0.33019491753396785,1.3765854943369127,4.988085369368118,3.4108450036267897,95.1
683175,"Phillips, Connor",400,5.407635043381107,-0.04082621604978732,0.4332986245652903,0.4008036390846256,0.5991963609153745,0.4586063765655642,0.32712634963443776,1.4031251828887863,4.872855498038005,3.89825668534168,94.9
656302,"Cease, Dylan",3187,5.397985499804514,-0.041176258904008826,0.4912432553112737,0.40085628461566164,0.5991437153843389,0.4487518551342702,0.3204744800310804,1.3583089748188413,5.077517077976297,3.120331304694072,94.8
673929,"Leasure, Jordan",1144,5.397959386638627,-0.04117720617442085,0.4772467944889707,0.4111790531657087,0.5888209468342908,0.46199107676735385,0.32825266822475363,1.3974496132145595,5.0002663843118125,3.393856282866204,94.7
800311,"Fuentes, Didier",293,5.3960010776711,-0.04124824498107531,0.4860253110632815,0.3921913639141312,0.607808636085869,0.47771158192236723,0.34260960606852825,1.3937432761702688,,,94.5
656848,"Petersen, Michael",327,5.384532586081048,-0.04166427124158508,0.544349620174215,0.38295852884985904,0.617041471150141,0.4691832520783257,0.3335192343659327,1.3034997709690253,,,94.4
554430,"Wheeler, Zack",2465,5.380136133838265,-0.0418237551259058,0.5149440262271566,0.34984630145273116,0.6501536985472713,0.47084985804025864,0.3277120101002994,1.314348945983924,5.15840004584976,2.8225020426324114,94.2
592155,"Booser, Cam",597,5.374042102433958,-0.04204481969020802,0.48351537808814,0.347786269217476,0.6522137307825253,0.49238180798842096,0.3383300051408547,1.3841216087925685,5.085203551079291,3.058411410229908,94.1
805123,"Blubaugh, AJ",507,5.373409624484455,-0.042067763198874425,0.46548100128451386,0.36634347732275285,0.6336565226772478,0.47706650971906434,0.335736208425806,1.286097592583435,5.070401564198667,3.1169403098729456,94.0
666374,"Brash, Matt",980,5.36243351247891,-0.04246592810109781,0.4282803706566737,0.4173597073068267,0.5826402926931734,0.4266248745285343,0.3038574874001527,1.465243501148719,4.943515733068731,3.592324279013184,93.8
521230,"Hendriks, Liam",238,5.360744025779067,-0.04252721522228524,0.445506753834139,0.4228387255328375,0.5771612744671625,0.40768162787811385,0.32070179762230505,1.2298250607227208,,,93.7
691587,"Pérez, Eury",1673,5.353807081504403,-0.042778856945461546,0.490293604088588,0.3652987262075913,0.6347012737924081,0.49401376757198856,0.3355755152230273,1.3611207647283134,5.0936760006974735,2.986945202768183,93.6
820862,"Fermin, José",656,5.3537860602839675,-0.042779619502564946,0.5008657032913567,0.3743195166473378,0.6256804833526625,0.4821431555800672,0.3330875202092587,1.37366409532511,5.084751968706343,3.051688477530954,93.4
640451,"Harvey, Hunter",202,5.353310441092924,-0.04279687286774584,0.5165933751543342,0.3846934405614506,0.615306559438549,0.45258075289463096,0.3326716142208865,1.4375426559899285,,,93.3
672391,"Ort, Kaleb",788,5.346636932985906,-0.043038958289394,0.4687285761400571,0.3843208685280164,0.6156791314719846,0.46012688231588333,0.3335026625250651,1.409137783330741,4.936075928451367,3.6847277013834976,93.1
518886,"Kimbrel, Craig",230,5.346200959232442,-0.04305477349306832,0.4461991497605344,0.4148141022483003,0.5851858977516999,0.42127050038409336,0.3374396061811168,1.314267291451652,,,93.0
694037,"Palencia, Daniel",940,5.341644679253398,-0.043220055222285884,0.5191434946265424,0.3414974455762496,0.6585025544237514,0.5045016273928964,0.33906134204094335,1.4073951053067706,5.1107537119851365,2.9488798538010474,92.9
592773,"Stanek, Ryne",1087,5.340396614841019,-0.04326532949103151,0.5289030388372723,0.37631138082714766,0.6236886191728511,0.48721012180101403,0.33060387798492635,1.4404670125234207,5.151391811064718,2.7746125858049755,92.7
664849,"Young, Danny",198,5.338881936619962,-0.043320275332098215,0.36579202465464533,0.3939195336186282,0.606080466381372,0.4412200721320123,0.29173651842906884,1.407829928815412,,,92.6
656641,"Latz, Jacob",1388,5.337823843874237,-0.04335865826718757,0.49940201407603424,0.3515347661946312,0.6484652338053675,0.4839873719163995,0.33805525764152955,1.3837300808883524,5.174761779145492,2.711799950680173,92.5
656546,"Hoffman, Jeff",1341,5.333500656261207,-0.04351548443408219,0.4751867939623563,0.3791112853389789,0.6208887146610204,0.46708702235570776,0.32204044445654484,1.3885763920680259,5.005796780016493,3.350028997673107,92.3
445276,"Jansen, Kenley",916,5.331072417765693,-0.0436035702100527,0.4961405973960966,0.28598570243715027,0.7140142975628508,0.5633325787553911,0.3401433972309605,1.231030287206498,5.180055557951757,2.529718852253846,92.2
663432,"Rainey, Tanner",209,5.330542098546218,-0.04362280785085484,0.4571711978138986,0.41087892607108734,0.5891210739289124,0.4431211511419482,0.3273841464356972,1.3808902675917507,,,92.0
656629,"Kopech, Michael",231,5.326903484977147,-0.04375480069269411,0.47616170063389324,0.3708901898371214,0.6291098101628787,0.46068785725663414,0.3389313917751627,1.5655643486500928,,,91.9
621242,"Díaz, Edwin",1067,5.326031633122423,-0.04378642763020283,0.4857372439387111,0.3839281802350193,0.61607181976498,0.4707053145839191,0.3289683593193714,1.3834149006155736,4.950579759946711,3.5882738869871007,91.8
668933,"Ashcraft, Graham",1095,5.322366997323266,-0.043919364443704756,0.5039502541867389,0.40902822473656836,0.5909717752634308,0.4679074680372485,0.3002832479374839,1.4306991986210686,5.068681933151704,3.009901541939592,91.6
806960,"Morales, Luis",821,5.3197338029147145,-0.04401488511565933,0.45748770999376626,0.36683032240417923,0.6331696775958205,0.5018888976765326,0.3380534121524949,1.3886416894902347,5.010063971872993,3.266304194431859,91.5
686218,"Sheehan, Emmet",1299,5.315214408910233,-0.044178828784509794,0.49751307422872887,0.38719985594807466,0.6128001440519243,0.4612047290626458,0.32868949906095013,1.3847667962908727,5.051256023901092,3.2058018775916164,91.4
641941,"Pagán, Emilio",1092,5.313742302295266,-0.04423223031559089,0.517501100316124,0.35183119967119536,0.6481688003288034,0.4774239653261467,0.3366916506860945,1.443550191293675,5.106614902225753,3.016270329315967,91.2
683618,"Henriquez, Edgardo",342,5.313253794496431,-0.04424995122258017,0.4846465870775172,0.3690109656862587,0.6309890343137411,0.4897329625014274,0.3152369969136414,1.4376833456169333,,,91.1
670280,"Bednar, David",1126,5.31110864852563,-0.04432776765113778,0.4967577084305045,0.35798916386405816,0.6420108361359415,0.5064850726294547,0.33556614508133426,1.3699744587967855,5.1663561379233895,2.648603929292637,90.9
669199,"Bachar, Lake",1177,5.310267968738853,-0.04435826380359448,0.4822469939018759,0.38999832958666475,0.6100016704133334,0.47609427135058696,0.33119711646860567,1.31017897074219,5.037568366763188,3.20332154141947,90.8
670950,"Richards, Trevor",116,5.308283590934385,-0.04443024827260244,0.5194649687234192,0.37160824471881126,0.6283917552811886,0.4439945002655051,0.330455657375502,1.161837801755102,,,90.7
605483,"Snell, Blake",1564,5.3047165405550185,-0.044559645117752116,0.4953360089367144,0.40898816129267695,0.5910118387073221,0.4368080732020837,0.32450697846409826,1.3360083189704852,5.157140520555569,2.798806940755595,90.5
595345,"Okert, Steven",1066,5.304027479615803,-0.04458464120756499,0.499551531947635,0.3428543772408874,0.6571456227591117,0.5276674570431882,0.34567881984141974,1.2905158091017388,5.148326695415292,2.707218536612497,90.4
672578,"Hernández, Carlos",759,5.303706484354575,-0.04459628549898043,0.5117861864038504,0.3517211955682099,0.6482788044317918,0.5106811916867032,0.33976895718156136,1.401778573094762,5.130614776617645,2.815262266346052,90.3
664875,"Lawrence, Justin",285,5.302770658529455,-0.04463023312979638,0.4119611289092821,0.35379023172130863,0.6462097682786914,0.45896299785820643,0.3042436954530062,1.3304316643171017,,,90.1
643377,"Jax, Griffin",1124,5.302393297587117,-0.04464392211936122,0.5197086020026616,0.38795963036002346,0.6120403696399763,0.47186751973444946,0.31575499069256735,1.4809061053945187,5.202406892679317,2.5285715256621684,90.0
669194,"Nelson, Ryne",2518,5.299193547194187,-0.04475999494202408,0.5236494148413975,0.31590002070556195,0.684099979294439,0.5088265229811252,0.33326071392887513,1.3397091007127089,5.183780161464428,2.637997864423671,89.8
689147,"Kerkering, Orion",1139,5.299102319465699,-0.04476330428139394,0.49666960372439906,0.3249449451258294,0.6750550548741707,0.528556629686772,0.3289288506880326,1.4163952928474082,5.172437656699524,2.5728871492339493,89.7
663158,"Suarez, Robert",1140,5.298815380934779,-0.044773713144938006,0.5493536114668639,0.3129828620680637,0.6870171379319358,0.53493648076434,0.34051824804224223,1.317087050146945,5.279599833810882,2.214547816518918,89.6
685801,"Bigge, Hunter",242,5.294263519207875,-0.04493883459946675,0.5188943066056948,0.40189858525898375,0.5981014147410162,0.4803201829193489,0.3286560929221252,1.3977653637654754,,,89.4
680755,"Fisher, Braydon",964,5.294007737998482,-0.044948113212893645,0.4465963196451683,0.36254882326796,0.6374511767320393,0.4830880046151128,0.32535929398905283,1.4173249323445845,5.064104050464779,3.0481614755351547,89.3
573204,"Thielbar, Caleb",879,5.29374991322432,-0.044957465957831094,0.49872643605427436,0.32379301738530614,0.6762069826146947,0.5197964145660784,0.33201672676869254,1.2543730488098228,5.231126041922758,2.3690459993612576,89.2
676684,"Vest, Will",1268,5.292836299755045,-0.0449906078224074,0.5128720411192734,0.3460561240516476,0.6539438759483513,0.49519889195583244,0.3313881640391019,1.3785531312158823,5.134403649589799,2.8260135681553846,89.0
673513,"Matsui, Yuki",1083,5.288526709505041,-0.04514694073698155,0.4738570153100836,0.3806269243191853,0.6193730756808141,0.44888315123906974,0.32315806883954146,1.315825807761369,5.04817504432257,3.214081310789881,88.9
621051,"Wilson, Steven",997,5.287410808732534,-0.04518742069215592,0.4771217397905588,0.3781930756091288,0.6218069243908718,0.49699710903154826,0.3309823531912294,1.286560386297369,5.148187061243826,2.6844131915859317,88.8
669947,"Scholtens, Jesse",154,5.286660917526202,-0.04521462343559554,0.4791098231209789,0.36812233103755215,0.6318776689624478,0.4574966230064285,0.32555136062574974,1.329008832107525,,,88.6
660271,"Ohtani, Shohei",1086,5.2861357241008395,-0.04523367513520913,0.5133696157033215,0.3654538631355782,0.6345461368644206,0.5130978094923726,0.33067662463418357,1.442667269437733,5.142703840268583,2.7081611237362404,88.5
605463,"Scott, Tayler",550,5.285979889542752,-0.04523932812522571,0.4664468961404013,0.3648795185668679,0.6351204814331306,0.42968101420851657,0.32882691795725394,1.438306140540735,4.981613257709318,3.575357939541698,88.3
674384,"Núñez, Eduarniel",249,5.285044403258165,-0.04527326343900929,0.43937390422128614,0.40546363501071736,0.5945363649892823,0.4422734859857824,0.3249559499971938,1.4002667072128132,,,88.2
674444,"Cruz, Steven",642,5.281706305026933,-0.0453943549106688,0.49865737890606243,0.35255628976706904,0.6474437102329329,0.5533077065013967,0.3412030199367661,1.4649006188903624,4.978184105392622,3.293008708380415,88.1
690997,"McLean, Nolan",738,5.279834424544074,-0.0454622584733378,0.4565650553079036,0.3175599896759267,0.6824400103240738,0.5239852560906836,0.32197989662533993,1.4962428466972126,5.106069057580066,2.801064429265248,87.9
666142,"Ragans, Cole",1079,5.278207743323548,-0.045521267288918,0.4903753972422738,0.33799561345797846,0.6620043865420222,0.499421425573001,0.34017025368357034,1.4511249874939463,5.107563133654106,2.931960079785723,87.8
657746,"Ryan, Joe",2794,5.277216581408044,-0.04555722226887539,0.4941592210872085,0.32283241066386487,0.6771675893361354,0.5285542223709794,0.342309181769166,1.3660986960864567,5.123846283400856,2.8045155420309484,87.7
668820,"Kranick, Max",539,5.27591722451236,-0.04560435720254456,0.5404651558592108,0.32889810930132557,0.6711018906986752,0.5544019807018096,0.3411417693948569,1.2624033877154603,5.191150196316725,2.482581698592617,87.5
813349,"Early, Connelly",401,5.275467636949477,-0.04562066625514219,0.48890464775568687,0.32407585387481275,0.6759241461251879,0.47665808168462437,0.328480882043274,1.3497066463876546,5.165607621206775,2.743052151704883,87.4
676604,"Zuber, Tyler",245,5.274678699441503,-0.04564928542608022,0.497443985710948,0.3297445081543463,0.6702554918456535,0.5296525419284613,0.3328282082763069,1.5176706193499268,,,87.2
608371,"Sims, Lucas",279,5.271403478988265,-0.045768095969455344,0.4124714478198012,0.4215812497402711,0.5784187502597296,0.43065266141512276,0.32433589673073443,1.5327779902766006,,,87.1
676263,"Dreyer, Jack",1213,5.269902964591095,-0.045822528009501054,0.4929477018730344,0.370044769156011,0.6299552308439883,0.517347065520221,0.3451789142813583,1.4180526012401553,5.069683877669008,3.0065767693817405,87.0
681751,"Estrada, Lazaro",119,5.265961230004359,-0.04596551674408475,0.4652734175781251,0.3446203438165791,0.6553796561834208,0.5165978082345749,0.33600046777239356,1.244743456188919,,,86.8
664854,"Helsley, Ryan",995,5.265640633249867,-0.04597714657943457,0.5266721765672318,0.3975194811655335,0.6024805188344672,0.504397468950691,0.3295636697821717,1.5169068395945724,5.139136445349378,2.710830513953148,86.7
606160,"Montero, Rafael",1098,5.2642291773221945,-0.04602834797125242,0.5145470232296246,0.3697848880055278,0.6302151119944717,0.43023800543710616,0.32286658236758736,1.387975451645906,5.12439669015191,3.0014304959109044,86.6
686580,"Slaten, Justin",540,5.263936899742367,-0.0460389505119278,0.5012381297931889,0.35663582914522135,0.6433641708547789,0.5138832718135313,0.3315068516178066,1.3989436544944216,5.109296276191536,2.836064135707323,86.4
657277,"Webb, Logan",3282,5.261831345462323,-0.046115330728676775,0.45474993612036335,0.3297340311708554,0.6702659688291464,0.4802081428407039,0.3213728915308479,1.491076141641038,5.096129804751494,2.950240235150421,86.3
622554,"Domínguez, Seranthony",1300,5.259615201386717,-0.04619572265513742,0.43771299140965025,0.39449817642561846,0.6055018235743794,0.4380567305433599,0.3190360364027081,1.3787194125523878,4.82415532995359,4.0916617803993,86.1
677865,"Bruihl, Justin",231,5.259163344393641,-0.04621211403264653,0.445882782816102,0.2510598331722876,0.7489401668277118,0.5729853543372371,0.30852711077575445,1.468689830828783,,,86.0
596133,"Weaver, Luke",1091,5.2576509500999355,-0.04626697702290862,0.47633757679796257,0.34935071086186725,0.6506492891381316,0.48161138748004556,0.3373394330634928,1.3628070353317314,5.040031415696132,3.219566823678054,85.9
592426,"Jackson, Luke",827,5.256693188295237,-0.04630172039425245,0.48178933534809104,0.3479670931373424,0.6520329068626589,0.49718530053360194,0.33537307216026163,1.454810774161913,5.116344071521322,2.858762512002791,85.7
669022,"Gore, MacKenzie",2892,5.2566742186710975,-0.04630240852849692,0.48531150021530095,0.36781817808412937,0.6321818219158717,0.4584313756489447,0.33994716577778233,1.4658580878625824,4.977451278790901,3.541111717960293,85.6
678606,"Ferrer, Jose A.",1208,5.25180947099471,-0.04647888010440018,0.46908758866564143,0.30085298626087353,0.6991470137391252,0.5372316872590223,0.29946008529391127,1.3879766711521486,5.1866221583397785,2.3840315120288658,85.5
693312,"Nicolas, Kyle",652,5.251329224033404,-0.04649630134466232,0.46376726980607574,0.40046912364742093,0.5995308763525787,0.4679922756243603,0.3280165926846128,1.3886322849341102,4.8597399250070215,3.895410920053352,85.3
669684,"Murphy, Chris",569,5.249756138311609,-0.0465533659520836,0.4396256273028067,0.3520514486216872,0.6479485513783124,0.448225690679013,0.326653815601205,1.4256249113156971,4.89838681088471,3.829658701441706,85.2
690925,"Beeter, Clayton",465,5.249472165396397,-0.046563667236178045,0.4544163954595698,0.3689110863568518,0.6310889136431482,0.4582104895362853,0.3310824193424512,1.4823848726998157,4.8701434193420265,3.921721234903935,85.0
691441,"Mena, Cristian",100,5.248359999545787,-0.04660401170486958,0.4603521822537831,0.41693050301531387,0.583069496984686,0.434256061883346,0.3142632047409915,1.4819768480394788,,,84.9
670329,"Garcia, Rico",586,5.248185038706318,-0.04661035851196346,0.5030339259898168,0.37250111764391963,0.6274988823560812,0.5161808515442453,0.33661703831373,1.4115243218502427,5.153590227483972,2.6377229463590943,84.8
663893,"Little, Brendon",1370,5.247982149158822,-0.046617718449325815,0.42304811847517043,0.47440709589281427,0.5255929041071853,0.36722514792718824,0.2878510603198378,1.5857797907222604,4.738179724625434,4.449012985048165,84.6
693433,"Woo, Bryan",2858,5.247835982834859,-0.04662302071847684,0.5027565028286584,0.31068963946546774,0.6893103605345328,0.5208354817805416,0.3361800740658274,1.368880642481521,5.115360204287457,2.8570592254323675,84.5
666171,"Zeferjahn, Ryan",1073,5.246891495732421,-0.046657282542208744,0.4693053300496839,0.3691548771880333,0.6308451228119663,0.49989456806493354,0.32598174186208323,1.4153984370000106,4.964002380867406,3.405867105135042,84.4
663474,"McKenzie, Triston",144,5.246805680002268,-0.04666039555816443,0.34662474006066646,0.4155627132849723,0.5844372867150274,0.418358929554944,0.32074392696493753,1.6194788008829297,,,84.2
808967,"Yamamoto, Yoshinobu",3243,5.24660898248919,-0.04666753087584538,0.5152698179371944,0.3433653285670617,0.6566346714329405,0.49276063209773185,0.32983106200091505,1.4419819757673829,5.217274537049318,2.475620121833364,84.1
683004,"Leiter, Jack",2667,5.2460558651751965,-0.04668759553090097,0.4756407276509962,0.3697828607654782,0.6302171392345217,0.49806241739081236,0.33234888644997124,1.4534292564246836,4.967829380683456,3.4200185472426146,84.0
681982,"Anderson, Grant",1190,5.2448852278941445,-0.04673006108503506,0.4451634791271488,0.3438271584503202,0.6561728415496787,0.4894194636722382,0.32670730895754374,1.333689141447563,4.998697787172631,3.304773954706711,83.8
605400,"Nola, Aaron",1670,5.244861956592334,-0.04673090526516038,0.47420906393665274,0.3045721555667566,0.6954278444332415,0.48143818723708987,0.3288878799279506,1.3725878331855936,5.186870041606712,2.6402261044098205,83.7
676272,"Miller, Bobby",116,5.243464388123454,-0.04678160288126361,0.47389326710141505,0.33960425867711147,0.6603957413228888,0.49468619757492255,0.3295099770464933,1.1922576856645566,,,83.5
701656,"Henderson, Logan",410,5.242868162413173,-0.04680323131868454,0.533836075396553,0.2925491679895358,0.7074508320104645,0.4975443671319148,0.3351448760967042,1.1936296536911561,5.2365665827971055,2.4786826767624763,83.4
686993,"Sterner, Justin",1104,5.2426669361636415,-0.04681053091893724,0.4993372820092117,0.3815046912585207,0.6184953087414777,0.45475884927251087,0.33334530623718656,1.3430398839407363,4.972084983792278,3.5457581639843943,83.3
601713,"Pivetta, Nick",3011,5.241434130386586,-0.04685525167173462,0.4932071056132295,0.2952107488073902,0.7047892511926112,0.5175029852737004,0.33186486179316327,1.2732772750292036,5.163411049457381,2.6642800501588617,83.1
668970,"Hollowell, Gavin",172,5.23905208077882,-0.04694166191870491,0.46627944254673587,0.305762554190461,0.6942374458095384,0.5016212319554856,0.3263754682920014,1.3327087748706306,,,83.0
690916,"Fitts, Richard",735,5.237349908012648,-0.04700340923439105,0.5124261831466547,0.3601041379067364,0.6398958620932638,0.49165126468273707,0.32999305004768087,1.4716852372024616,5.117410892141758,2.862660789796593,82.9
606303,"Payamps, Joel",449,5.23717489997337,-0.04700975775368544,0.46164782778114966,0.3477864357595655,0.6522135642404349,0.5015800857816544,0.33502035764336735,1.4179785108217213,5.055209460047446,3.0682789969046267,82.7
607455,"Banda, Anthony",1148,5.233371471172866,-0.047147729364735304,0.46127936889566573,0.3991971499547337,0.6008028500452651,0.46412977536707056,0.320816482914613,1.4578224083000968,4.883463493172679,3.780178101964907,82.6
669923,"Kirby, George",2385,5.232813725543819,-0.047167961914634876,0.46625243548271883,0.32967770506123073,0.6703222949387692,0.4672957014752132,0.3257948587606899,1.5204494324659912,5.00191371854638,3.390758077417658,82.4
642100,"Speier, Gabe",1034,5.231687577046196,-0.047208813612049996,0.5211015828421282,0.2989890522023895,0.7010109477976108,0.5208483725527394,0.33459339194393894,1.4197954058141016,5.213197983815937,2.4764787077305765,82.3
656686,"Martin, Corbin",332,5.231354772327176,-0.047220886298474894,0.4637559450723374,0.40007523500947617,0.5999247649905236,0.476553775848006,0.3293470150078194,1.5118035610988876,,,82.2
554431,"Matzek, Tyler",127,5.231233335631786,-0.047225291485841876,0.499036683239125,0.30106304088291075,0.6989369591170893,0.4980834491600243,0.3504472037673639,1.4538491139136158,,,82.0
