mlbam_id,player_name,player_type,live_blend_xfp,ci_lower,ci_upper,fitted_split_day,live_split_day,n_features_used,confidence_tier
519242,"Sale, Chris",SP,12.4034,2.8802,16.8984,93,95,19,HIGH
543135,"Eovaldi, Nathan",SP,8.8835,1.181,14.8665,93,95,19,HIGH
547179,"Lorenzen, Michael",SP,7.1102,-0.4761,13.6161,93,95,19,HIGH
571927,"Matz, Steven",SP,8.6678,1.0223,14.6673,93,95,19,MED
579328,"Kikuchi, Yusei",SP,10.6018,3.2936,16.1284,93,95,19,MED
592332,"Gausman, Kevin",SP,11.1995,3.1415,15.8263,93,95,19,HIGH
592662,"Ray, Robbie",SP,10.7718,3.1888,15.68,93,95,19,HIGH
592791,"Taillon, Jameson",SP,8.7516,1.5351,14.44,93,95,19,HIGH
593958,"Rodriguez, Eduardo",SP,6.2992,-0.5788,10.82,93,95,19,HIGH
594798,"deGrom, Jacob",SP,14.4245,8.4487,20.1936,93,95,19,HIGH
605135,"Bassitt, Chris",SP,5.4836,-0.6842,10.3422,93,95,19,MED
605280,"Holmes, Clay",SP,10.2581,5.3374,16.1995,93,95,19,MED
605288,"Houser, Adrian",SP,4.1249,-2.0418,9.9704,93,95,19,HIGH
605400,"Nola, Aaron",SP,8.5133,-1.6085,13.3193,93,95,19,HIGH
605488,"Springs, Jeffrey",SP,12.8981,6.0398,18.6627,93,95,19,HIGH
605540,"Woodruff, Brandon",SP,11.6617,4.0144,17.6446,93,95,19,MED
607192,"Glasnow, Tyler",SP,14.9105,5.4055,19.7533,93,95,19,MED
607259,"Martinez, Nick",SP,11.9944,5.7703,17.9846,93,95,19,HIGH
607625,"Lugo, Seth",SP,12.0812,4.8287,17.9016,93,95,19,HIGH
608331,"Fried, Max",SP,11.7023,4.8928,16.7147,93,95,19,MED
608372,"Sugano, Tomoyuki",SP,7.3403,-2.0237,13.0286,93,95,19,HIGH
608379,"Wacha, Michael",SP,9.3984,2.083,15.2423,93,95,19,HIGH
608566,"Márquez, Germán",SP,4.4407,-3.1438,10.262,93,95,19,MED
621111,"Buehler, Walker",SP,8.4749,-0.2795,14.5497,93,95,19,HIGH
621121,"McCullers Jr., Lance",SP,8.9554,-2.2976,15.4613,93,95,19,MED
622491,"Castillo, Luis",SP,4.3244,-3.8992,9.5893,93,95,19,HIGH
622663,"Severino, Luis",SP,7.1915,-0.4553,12.1044,93,95,19,HIGH
624133,"Suarez, Ranger",SP,6.7864,-0.2956,12.3976,93,95,19,HIGH
641816,"Mahle, Tyler",SP,7.9217,0.7083,13.7998,93,95,19,HIGH
641927,"Ober, Bailey",SP,9.4618,3.2037,13.7108,93,95,19,HIGH
