mlbam,xwoba_window,woba_window,luck_gap,pa_window,pa_current_in_window,pa_prior_in_window,window_from,window_to,xwoba_current,woba_current,pa_current,xwoba_prior,woba_prior,days_since_last_pa,window_full,k,name,pos,tm,own,inj,owner,is_mine,asof_date,window_pa_target,rank_full_window
575929,0.37577959111111114,0.4315555555555556,0.05577596444444444,225,225,0,2026-06-09,2026-08-22,0.38500961825726143,0.41275933609958504,482,0.35886998657302205,0.35286225402504473,0,True,"('contreraswillson', 'BOS')",Willson Contreras,1B,Bos,,ACTIVE,Late Night Bettsing,False,2026-08-22,225,14.0
677800,0.3753128222222222,0.36644444444444446,-0.008868377777777714,225,225,0,2026-06-23,2026-08-22,0.3560318880733945,0.35238532110091747,545,0.3353504950090554,0.3344282238442822,0,True,"('abreuwilyer', 'BOS')",Wilyer Abreu,RF,Bos,,ACTIVE,Treasure Island Mashers,False,2026-08-22,225,15.0
695491,0.3723484054054054,0.31621621621621626,-0.05613218918918916,37,37,0,2026-08-15,2026-08-22,0.3723484054054054,0.31621621621621626,37,,,0,False,"('baezjoshua', 'STL')",Joshua Baez,RF,StL,,ACTIVE,New York Ligers,True,2026-08-22,225,
804668,0.36953648622981955,0.39382716049382716,0.024290674264007606,81,64,17,2025-09-17,2026-08-22,0.37167134375,0.4234375,64,0.36149937556561085,0.2823529411764706,0,False,"('floresjrrafael', 'PIT')",Rafael Flores Jr.,1B,Pit,6.47,ACTIVE,FA,False,2026-08-22,225,
669003,0.3691475066666667,0.36,-0.009147506666666694,225,225,0,2026-06-08,2026-08-22,0.3496161509433962,0.34646226415094333,424,0.2878820343980343,0.2636363636363636,0,True,"('garrettmitchell', 'MIL')",Garrett Mitchell,CF,Mil,4.62,DAY_TO_DAY,FA,False,2026-08-22,225,16.0
691406,0.3691400755555556,0.40844444444444444,0.03930436888888883,225,225,0,2026-06-23,2026-08-22,0.3626831123188406,0.3838768115942029,552,0.34550212424391324,0.3723502304147466,0,True,"('caminerojunior', 'TB')",Junior Caminero,3B,TB,,ACTIVE,Boone's Bad Bullpen,False,2026-08-22,225,17.0
671277,0.36879420888888886,0.41511111111111115,0.04631690222222229,225,225,0,2026-06-09,2026-08-22,0.3509699425287356,0.3727586206896552,435,0.3392668530672898,0.31087786259541983,0,True,"('garciajrluis', 'NYY')",Luis Garcia Jr.,2B,NYY,,ACTIVE,New York Ligers,True,2026-08-22,225,18.0
665052,0.3673568133333333,0.37222222222222223,0.004865408888888922,225,206,19,2025-04-18,2026-08-22,0.3818533155339806,0.3864077669902913,206,0.2988186231520185,0.33081395348837206,0,True,"('coninegriffin', 'MIA')",Griffin Conine,LF,Mia,7.13,ACTIVE,FA,False,2026-08-22,225,19.0
677951,0.36675116,0.36844444444444446,0.0016932844444444428,225,225,0,2026-06-02,2026-08-22,0.383532685300207,0.3703933747412008,483,0.3651820712705632,0.3716715976331361,0,True,"('bobbyjrwitt', 'KC')",Bobby Witt Jr.,SS,KC,,ACTIVE,2015 Draft First Round,False,2026-08-22,225,20.0
695506,0.3653477333333333,0.37600000000000006,0.010652266666666743,225,225,0,2026-06-14,2026-08-22,0.36025807922912206,0.36092077087794433,467,0.3214546417370683,0.23965517241379314,0,True,"('caglianonejac', 'KC')",Jac Caglianone,RF,KC,,DAY_TO_DAY,Boone's Bad Bullpen,False,2026-08-22,225,21.0
519317,0.3650651389598431,0.37444444444444447,0.009379305484601363,225,96,129,2025-08-11,2026-04-24,0.32618462499999995,0.325,96,0.35567934066560425,0.40215827338129495,120,True,"('giancarlostanton', 'NYY')",Giancarlo Stanton,DH,NYY,15.08,TEN_DAY_DL,FA,False,2026-08-22,225,22.0
592518,0.36496144888888893,0.3646666666666667,-0.00029478222222223405,225,225,0,2026-06-22,2026-08-22,0.3323647509363296,0.3219101123595505,534,0.35482234863276957,0.3482937685459941,0,True,"('machadomanny', 'SD')",Manny Machado,3B,SD,,ACTIVE,Team Solomon,False,2026-08-22,225,23.0
682985,0.36374228000000003,0.3293333333333333,-0.03440894666666672,225,225,0,2026-06-05,2026-08-11,0.36394959221311474,0.3598360655737705,488,0.33458289050968537,0.3467125382262997,11,True,"('greeneriley', 'DET')",Riley Greene,LF,Det,,TEN_DAY_DL,2015 Draft First Round,False,2026-08-22,225,24.0
682829,0.3627582755555555,0.3575555555555555,-0.005202719999999994,225,225,0,2026-06-27,2026-08-22,0.3618512224489796,0.363469387755102,490,0.321530062019666,0.3383551673944687,0,True,"('cruzdeellyla', 'CIN')",Elly De La Cruz,SS,Cin,,ACTIVE,New York Ligers,True,2026-08-22,225,25.0
621566,0.36252035111111114,0.3764444444444444,0.013924093333333276,225,225,0,2026-06-23,2026-08-22,0.36303701071428573,0.37419642857142854,560,0.3601102730677116,0.36983356449375865,0,True,"('mattolson', 'ATL')",Matt Olson,1B,Atl,,ACTIVE,Team Solomon,False,2026-08-22,225,26.0
518692,0.36247076000000006,0.35888888888888887,-0.00358187111111119,225,225,0,2026-06-17,2026-08-22,0.3742589608938548,0.3655493482309125,537,0.3499275554102995,0.37907915993537966,0,True,"('freddiefreeman', 'LAD')",Freddie Freeman,1B,LAD,,ACTIVE,Boone's Bad Bullpen,False,2026-08-22,225,27.0
686948,0.36246601777777776,0.3373333333333334,-0.025132684444444386,225,225,0,2026-06-24,2026-08-22,0.37312819915254236,0.3538135593220339,472,0.35326216499148066,0.3585201793721973,0,True,"('baldwindrake', 'ATL')",Drake Baldwin,C,Atl,,ACTIVE,Frendy's Fantastic Team,False,2026-08-22,225,28.0
547180,0.36230356,0.37,0.007696439999999971,225,225,0,2026-06-24,2026-08-22,0.3892219836956522,0.379981884057971,552,0.36761485377763153,0.36515679442508714,0,True,"('bryceharper', 'PHI')",Bryce Harper,1B,Phi,,ACTIVE,Team Solomon,False,2026-08-22,225,29.0
621043,0.36228150650307167,0.36644444444444446,0.004162937941372791,225,140,85,2025-09-05,2026-05-04,0.3652551285714286,0.3535714285714286,140,0.3382442928764657,0.3314113597246128,110,True,"('carloscorrea', 'HOU')",Carlos Correa,SS,Hou,7.6,SIXTY_DAY_DL,FA,False,2026-08-22,225,30.0
677942,0.3621602088888889,0.3617777777777778,-0.0003824311111110812,225,225,0,2026-04-04,2026-07-12,0.36307102916666667,0.36166666666666664,240,0.30454865216289023,0.32251908396946566,41,True,"('alexanderblaze', 'BAL')",Blaze Alexander,3B,Bal,3.37,TEN_DAY_DL,FA,False,2026-08-22,225,31.0
677594,0.36153100444444447,0.30088888888888893,-0.06064211555555554,225,225,0,2026-06-07,2026-08-22,0.3482339435797665,0.3233463035019455,514,0.3444981369457865,0.355547652916074,0,True,"('juliorodriguez', 'SEA')",Julio Rodriguez,CF,Sea,,ACTIVE,Frendy's Fantastic Team,False,2026-08-22,225,32.0
690993,0.35934518666666665,0.35333333333333333,-0.006011853333333317,225,225,0,2026-05-20,2026-08-22,0.3380094809782609,0.3342391304347826,368,0.34134304824486034,0.33361884368308353,0,True,"('coltkeith', 'DET')",Colt Keith,DH,Det,5.32,ACTIVE,FA,False,2026-08-22,225,33.0
605137,0.35758494222222226,0.36355555555555563,0.005970613333333374,225,225,0,2026-06-16,2026-08-22,0.3301986003937008,0.3320866141732284,508,0.3591893103980398,0.3329545454545455,0,True,"('belljosh', 'MIN')",Josh Bell,DH,Min,19.2,ACTIVE,FA,False,2026-08-22,225,34.0
621439,0.3569229688888889,0.35644444444444445,-0.0004785244444444614,225,225,0,2026-05-09,2026-08-22,0.3446212385786802,0.357741116751269,394,0.35019980489828606,0.37751865671641793,0,True,"('buxtonbyron', 'MIN')",Byron Buxton,CF,Min,,ACTIVE,U Just Lost To Edwin Diaz,False,2026-08-22,225,35.0
694384,0.3562404088888889,0.35466666666666674,-0.0015737422222221742,225,225,0,2026-06-13,2026-08-20,0.33630967873303175,0.33280542986425343,442,0.32701138941143526,0.33761220825852784,2,True,"('nolanschanuel', 'LAA')",Nolan Schanuel,1B,LAA,4.57,TEN_DAY_DL,FA,False,2026-08-22,225,36.0
808959,0.35594185333333334,0.36866666666666664,0.012724813333333307,225,225,0,2026-05-13,2026-08-22,0.3679676009975062,0.3718204488778055,401,,,0,True,"('munetakamurakami', 'CWS')",Munetaka Murakami,3B,ChW,,ACTIVE,Frendy's Fantastic Team,False,2026-08-22,225,37.0
676369,0.35502078409090915,0.2931818181818182,-0.06183896590909094,88,88,0,2026-05-29,2026-08-16,0.35502078409090915,0.2931818181818182,88,,,6,False,"('nelsonvelazquez', 'HOU')",Nelson Velazquez,RF,Hou,0.09,ACTIVE,FA,False,2026-08-22,225,
681047,0.35477553124999994,0.3046875,-0.05008803124999994,32,32,0,2026-08-04,2026-08-22,0.35477553124999994,0.3046875,32,,,0,False,"('christianfranklin', 'BAL')",Christian Franklin,CF,Bal,0.04,ACTIVE,FA,False,2026-08-22,225,
701762,0.3545767688888889,0.37533333333333335,0.02075656444444446,225,225,0,2026-05-17,2026-07-31,0.3749914622641509,0.38384433962264153,424,0.3730013667278248,0.4243298969072165,22,True,"('kurtznick', 'ATH')",Nick Kurtz,1B,Oak,,SIXTY_DAY_DL,Treasure Island Mashers,False,2026-08-22,225,38.0
664761,0.35349876444444445,0.32933333333333337,-0.02416543111111108,225,225,0,2026-06-20,2026-08-22,0.321557641025641,0.3173570019723866,507,0.323672274774445,0.34063745019920316,0,True,"('alecbohm', 'PHI')",Alec Bohm,3B,Phi,30.88,DAY_TO_DAY,FA,False,2026-08-22,225,39.0
663886,0.35339945777777776,0.35977777777777775,0.006378319999999993,225,225,0,2026-05-18,2026-08-22,0.3406343033707865,0.32514044943820225,356,0.31319074563643157,0.32941176470588235,0,True,"('stephensontyler', 'CIN')",Tyler Stephenson,C,Cin,5.91,ACTIVE,FA,False,2026-08-22,225,40.0
678554,0.3533284666666666,0.3835555555555556,0.030227088888888975,225,225,0,2026-05-13,2026-07-27,0.35928666769230766,0.37215384615384617,325,0.2887266856043626,0.2824427480916031,26,True,"('curtismead', 'BOS')",Curtis Mead,1B,Bos,7.45,TEN_DAY_DL,FA,False,2026-08-22,225,41.0
694673,0.35287201666666673,0.34833333333333333,-0.004538683333333404,60,60,0,2026-07-12,2026-08-22,0.35287201666666673,0.34833333333333333,60,,,0,False,"('abimelecortiz', 'WSH')",Abimelec Ortiz,1B,Wsh,5.62,ACTIVE,FA,False,2026-08-22,225,
802139,0.3526735822222222,0.32133333333333336,-0.031340248888888866,225,225,0,2026-06-26,2026-08-22,0.35182207130124776,0.3306595365418895,561,,,0,True,"('jjwetherholt', 'STL')",JJ Wetherholt,SS,StL,,ACTIVE,Team Solomon,False,2026-08-22,225,42.0
680777,0.3522345511111111,0.3837777777777778,0.031543226666666646,225,225,0,2026-04-11,2026-08-22,0.35583250187265913,0.3889513108614232,267,0.32489833382364175,0.33636363636363636,0,True,"('jeffersryan', 'MIN')",Ryan Jeffers,C,Min,42.78,ACTIVE,FA,False,2026-08-22,225,43.0
680757,0.3520829466666666,0.38600000000000007,0.03391705333333345,225,225,0,2026-06-16,2026-08-22,0.32587746028513237,0.3292260692464359,491,0.30990177056670415,0.3153343023255814,0,True,"('kwansteven', 'CLE')",Steven Kwan,LF,Cle,,ACTIVE,Boone's Bad Bullpen,False,2026-08-22,225,44.0
663330,0.35193792061169504,0.35777777777777775,0.005839857166082707,225,131,94,2025-07-20,2026-08-22,0.3183304427480916,0.30305343511450383,131,0.3994919029701999,0.41174496644295305,0,True,"('jahmaijones', 'BOS')",Jahmai Jones,RF,Bos,0.1,ACTIVE,FA,False,2026-08-22,225,45.0
669065,0.35189375111111115,0.37711111111111123,0.025217360000000077,225,225,0,2026-06-06,2026-08-09,0.33110110858585856,0.34381313131313135,396,0.37542991499625156,0.39214601769911506,13,True,"('kylestowers', 'MIA')",Kyle Stowers,LF,Mia,,TEN_DAY_DL,Frendy's Fantastic Team,False,2026-08-22,225,46.0
681082,0.35158075555555557,0.3702222222222223,0.018641466666666717,225,225,0,2026-06-20,2026-08-22,0.3316037246376811,0.3350931677018634,483,0.3127035975762115,0.3211849192100538,0,True,"('brysonstott', 'PHI')",Bryson Stott,2B,Phi,,DAY_TO_DAY,New York Ligers,True,2026-08-22,225,47.0
608369,0.3512650622222222,0.32599999999999996,-0.025265062222222245,225,225,0,2026-04-13,2026-08-22,0.3440644417808219,0.32123287671232875,292,0.3998089650229946,0.37505747126436784,0,True,"('coreyseager', 'TEX')",Corey Seager,SS,Tex,,ACTIVE,Team Solomon,False,2026-08-22,225,48.0
691720,0.35122003999999996,0.40555555555555556,0.0543355155555556,225,225,0,2026-05-26,2026-08-22,0.33731917249999993,0.35324999999999995,400,0.25766108966087675,0.2787096774193549,0,True,"('karroskyle', 'COL')",Kyle Karros,3B,Col,3.02,SEVEN_DAY_DL,FA,False,2026-08-22,225,49.0
646240,0.3508308888888889,0.3688888888888889,0.018057999999999963,225,225,0,2026-06-20,2026-08-22,0.3236632994454714,0.3424214417744917,541,0.3673307365758073,0.3717966573816156,0,True,"('deversrafael', 'SF')",Rafael Devers,DH,SF,,ACTIVE,Treasure Island Mashers,False,2026-08-22,225,50.0
696100,0.3506351422222222,0.3826666666666667,0.032031524444444515,225,225,0,2026-06-02,2026-08-12,0.32934636784140964,0.36563876651982385,454,0.3240932325012627,0.3725694444444445,10,True,"('goodmanhunter', 'COL')",Hunter Goodman,C,Col,,TEN_DAY_DL,New York Ligers,True,2026-08-22,225,51.0
656941,0.3503507777777778,0.35511111111111116,0.004760333333333366,225,225,0,2026-06-20,2026-08-22,0.368072200729927,0.3816605839416058,548,0.4010255521077085,0.3933844011142062,0,True,"('kyleschwarber', 'PHI')",Kyle Schwarber,DH,Phi,,ACTIVE,2015 Draft First Round,False,2026-08-22,225,52.0
807712,0.3497381288888889,0.40422222222222226,0.05448409333333337,225,225,0,2026-06-10,2026-08-22,0.3154877232704402,0.3474842767295597,477,0.32428984435071884,0.3772946859903382,0,True,"('keaschallluke', 'MIN')",Luke Keaschall,2B,Min,,ACTIVE,Treasure Island Mashers,False,2026-08-22,225,53.0
596142,0.3494062577777778,0.34377777777777774,-0.005628480000000047,225,225,0,2026-03-29,2026-08-21,0.3530281052631579,0.3519736842105263,228,0.31549257717891993,0.32299999999999995,1,True,"('garysanchez', 'MIL')",Gary Sanchez,C,Mil,2.16,ACTIVE,FA,False,2026-08-22,225,54.0
701538,0.34915575111111113,0.35400000000000004,0.004844248888888902,225,225,0,2026-06-21,2026-08-22,0.33150915428571426,0.31409523809523804,525,0.3469079963639817,0.3366943866943867,0,True,"('jacksonmerrill', 'SD')",Jackson Merrill,CF,SD,,ACTIVE,New York Ligers,True,2026-08-22,225,55.0
668227,0.34837900000000005,0.38666666666666666,0.03828766666666661,225,225,0,2026-06-12,2026-08-22,0.35060746857142855,0.37638095238095237,525,0.3269619095263341,0.3396600566572238,0,True,"('arozarenarandy', 'SEA')",Randy Arozarena,LF,Sea,,ACTIVE,Treasure Island Mashers,False,2026-08-22,225,56.0
669477,0.3477077555555555,0.30088888888888893,-0.04681886666666657,225,225,0,2026-05-25,2026-07-27,0.35489133004926116,0.3375615763546798,406,0.3279613813240805,0.3111271676300578,26,True,"('caseyschmitt', 'SF')",Casey Schmitt,2B,SF,26.24,TEN_DAY_DL,FA,False,2026-08-22,225,57.0
665833,0.34522952000000007,0.3606666666666667,0.015437146666666623,225,225,0,2026-04-14,2026-08-22,0.36413655102040815,0.38231292517006804,294,0.3239034866989546,0.3070631970260223,0,True,"('cruzoneil', 'PIT')",Oneil Cruz,CF,Pit,,ACTIVE,Frendy's Fantastic Team,False,2026-08-22,225,58.0
596019,0.3449488577777778,0.3446666666666667,-0.0002821911111111075,225,225,0,2026-04-18,2026-08-22,0.3419931009463722,0.3301261829652997,317,0.34546048865978035,0.35618982118294357,0,True,"('franciscolindor', 'NYM')",Francisco Lindor,SS,NYM,,ACTIVE,Treasure Island Mashers,False,2026-08-22,225,59.0
660670,0.3442063688888889,0.34155555555555556,-0.002650813333333335,225,225,0,2026-04-23,2026-08-22,0.3593552170087977,0.33401759530791786,341,0.39690828666588734,0.4049019607843137,0,True,"('acunajrronald', 'ATL')",Ronald Acuna Jr.,RF,Atl,,ACTIVE,U Just Lost To Edwin Diaz,False,2026-08-22,225,60.0
592626,0.34383411555555554,0.3524444444444445,0.008610328888888963,225,225,0,2026-05-29,2026-08-22,0.34852728385416665,0.3540364583333333,384,0.3161607744259348,0.28355263157894744,0,True,"('jocpederson', 'TEX')",Joc Pederson,DH,Tex,2.72,ACTIVE,FA,False,2026-08-22,225,61.0
691718,0.34337033777777776,0.4117777777777778,0.06840744000000004,225,225,0,2026-06-25,2026-08-22,0.35763944755244753,0.39650349650349653,572,0.32265591990570763,0.3311111111111111,0,True,"('armstrongcrowpete', 'CHC')",Pete Crow-Armstrong,CF,ChC,,ACTIVE,Boone's Bad Bullpen,False,2026-08-22,225,62.0
664034,0.3422451511111111,0.40800000000000003,0.06575484888888894,225,225,0,2026-06-16,2026-08-22,0.33196535309973046,0.3818059299191375,371,0.32774331826506076,0.313422131147541,0,True,"('francety', 'SD')",Ty France,1B,SD,,ACTIVE,2015 Draft First Round,False,2026-08-22,225,63.0
607043,0.3421072622222222,0.3415555555555556,-0.000551706666666596,225,225,0,2026-06-15,2026-08-22,0.3583446319845857,0.33208092485549134,519,0.3208324986847787,0.3345384615384615,0,True,"('brandonnimmo', 'TEX')",Brandon Nimmo,LF,Tex,,ACTIVE,Team Solomon,False,2026-08-22,225,64.0
699013,0.3418566044444445,0.3908888888888889,0.04903228444444441,225,225,0,2026-05-27,2026-08-22,0.3380055397489539,0.3905857740585774,239,,,0,True,"('esmerlynvaldez', 'PIT')",Esmerlyn Valdez,RF,Pit,,ACTIVE,Team Solomon,False,2026-08-22,225,65.0
800050,0.34096356444444437,0.366,0.025036435555555625,225,225,0,2026-06-02,2026-08-22,0.3448876470588235,0.3555555555555555,459,,,0,True,"('chasedelauter', 'CLE')",Chase DeLauter,RF,Cle,,ACTIVE,U Just Lost To Edwin Diaz,False,2026-08-22,225,66.0
663757,0.3405885155555556,0.33111111111111113,-0.009477404444444448,225,225,0,2026-05-29,2026-08-22,0.34193197940503434,0.32643020594965677,437,0.36994749882858075,0.37134251290877796,0,True,"('grishamtrent', 'NYY')",Trent Grisham,CF,NYY,,ACTIVE,Frendy's Fantastic Team,False,2026-08-22,225,67.0
663457,0.34056928000000003,0.3075555555555556,-0.03301372444444445,225,225,0,2026-06-05,2026-08-22,0.3370221217391304,0.3047826086956522,230,0.31739130059859255,0.3094991364421416,0,True,"('larsnootbaar', 'AZ')",Lars Nootbaar,LF,Ari,2.48,ACTIVE,FA,False,2026-08-22,225,68.0
686469,0.34055065333333334,0.342,0.0014493466666666843,225,225,0,2026-05-02,2026-08-22,0.3253593848314607,0.32443820224719105,356,0.3335446681848385,0.3498518518518518,0,True,"('pasquantinovinnie', 'KC')",Vinnie Pasquantino,1B,KC,44.85,ACTIVE,FA,False,2026-08-22,225,69.0
680664,0.34024131746031744,0.47460317460317464,0.1343618571428572,63,63,0,2026-07-09,2026-08-21,0.34024131746031744,0.47460317460317464,63,,,1,False,"('eduardovalencia', 'DET')",Eduardo Valencia,1B,Det,6.4,ACTIVE,FA,False,2026-08-22,225,
691023,0.33993116444444443,0.368,0.02806883555555556,225,225,0,2026-06-22,2026-08-22,0.35564011970534076,0.37872928176795584,543,0.2775394141988059,0.27632911392405063,0,True,"('jordanwalker', 'STL')",Jordan Walker,RF,StL,,ACTIVE,New York Ligers,True,2026-08-22,225,70.0
694212,0.3399178666666667,0.3335555555555556,-0.006362311111111074,225,225,0,2026-05-02,2026-08-22,0.33646439375000003,0.32984375000000005,320,0.2862501174163581,0.2457627118644068,0,True,"('basallosamuel', 'BAL')",Samuel Basallo,C,Bal,25.85,ACTIVE,FA,False,2026-08-22,225,71.0
673962,0.33983233333333335,0.34222222222222226,0.0023898888888889136,225,225,0,2026-05-16,2026-07-21,0.3466951424936387,0.35737913486005085,393,0.30394314164557995,0.30856299212598426,32,True,"('joshjung', 'TEX')",Josh Jung,3B,Tex,,TEN_DAY_DL,2015 Draft First Round,False,2026-08-22,225,72.0
694192,0.33967611999999997,0.3320000000000001,-0.0076761199999998975,225,225,0,2026-06-24,2026-08-22,0.33774263294117646,0.35058823529411764,425,0.3066600120445865,0.3408006814310051,0,True,"('chouriojackson', 'MIL')",Jackson Chourio,CF,Mil,,ACTIVE,Frendy's Fantastic Team,False,2026-08-22,225,73.0
661388,0.3394810755555555,0.3211111111111111,-0.018369964444444387,225,225,0,2026-06-16,2026-08-22,0.3348650253411306,0.3336257309941521,513,0.3278699419415519,0.3470948012232416,0,True,"('contreraswilliam', 'MIL')",William Contreras,C,Mil,,ACTIVE,Boone's Bad Bullpen,False,2026-08-22,225,74.0
545341,0.3388315378037686,0.36666666666666664,0.027835128862898018,225,203,22,2025-09-12,2026-08-22,0.3390410197044335,0.3699507389162561,203,0.32640476893016523,0.29897260273972603,0,True,"('grichukrandal', 'CWS')",Randal Grichuk,RF,ChW,0.47,ACTIVE,FA,False,2026-08-22,225,75.0
701807,0.33848137777777776,0.3802222222222223,0.041740844444444536,225,225,0,2026-06-18,2026-08-22,0.3416816850393701,0.3482283464566929,508,,,0,True,"('bengecarson', 'NYM')",Carson Benge,CF,NYM,,ACTIVE,Treasure Island Mashers,False,2026-08-22,225,76.0
691016,0.3377354977777778,0.40511111111111114,0.06737561333333336,225,225,0,2026-05-29,2026-08-14,0.328186869955157,0.3561659192825112,446,0.341264408663459,0.357741935483871,8,True,"('soderstromtyler', 'ATH')",Tyler Soderstrom,LF,Oak,56.37,SIXTY_DAY_DL,FA,False,2026-08-22,225,77.0
700250,0.3375926,0.30733333333333335,-0.030259266666666673,225,225,0,2026-06-21,2026-08-22,0.37000855028463,0.37609108159392785,527,0.39250335450332635,0.36275992438563326,0,True,"('benrice', 'NYY')",Ben Rice,1B,NYY,,ACTIVE,Late Night Bettsing,False,2026-08-22,225,78.0
573262,0.33736531555555554,0.34488888888888886,0.007523573333333311,225,225,0,2026-05-02,2026-08-22,0.31306913761467886,0.32079510703363917,327,0.3293465235194149,0.332,0,True,"('mikeyastrzemski', 'ATL')",Mike Yastrzemski,RF,Atl,1.24,ACTIVE,FA,False,2026-08-22,225,79.0
681715,0.3366144666666667,0.3562222222222223,0.01960775555555555,225,225,0,2026-06-12,2026-08-22,0.34280299720670393,0.3420391061452514,358,0.3338821270033878,0.3517123287671233,0,True,"('heribertohernandez', 'MIA')",Heriberto Hernandez,LF,Mia,2.81,ACTIVE,FA,False,2026-08-22,225,80.0
668939,0.3361398488888888,0.3011111111111111,-0.03502873777777771,225,225,0,2026-05-10,2026-08-22,0.3405124767801858,0.33467492260061915,323,0.3252493545323676,0.3049315068493151,0,True,"('adleyrutschman', 'BOS')",Adley Rutschman,C,Bos,,ACTIVE,Treasure Island Mashers,False,2026-08-22,225,81.0
545361,0.33556130222222225,0.32800000000000007,-0.007561302222222177,225,225,0,2026-06-01,2026-08-22,0.38183974636174633,0.3645530145530146,481,0.3590961426917646,0.3440366972477064,0,True,"('miketrout', 'LAA')",Mike Trout,DH,LAA,,ACTIVE,Team Solomon,False,2026-08-22,225,82.0
