pid,year,n,sup_z,split,p,abs_i,abs_gap,sig
434671,2018,24,0.824448491587559,9,0.9451371571072319,,0,False
434671,2019,30,1.953927758121436,11,0.5361596009975063,,0,False
435221,2017,16,2.4878559926939805,9,0.06982543640897755,,0,False
435221,2018,15,1.3548476338779023,8,0.5411471321695761,,0,False
444857,2017,21,0.8566515417897299,8,0.9451371571072319,,0,False
445060,2017,33,1.9040338201797435,28,0.2942643391521197,,0,False
445926,2017,21,0.8562881256554234,8,0.6334164588528678,,0,False
446372,2017,29,2.4229415644591135,6,0.09725685785536159,6,30,False
446372,2018,33,2.5614463729546513,27,0.14463840399002495,,0,False
446372,2021,16,1.4674043434719797,5,0.314214463840399,10,97,False
446372,2022,31,1.674848597172645,23,0.6159600997506235,,0,False
448179,2017,25,2.4556912054787405,8,0.04738154613466334,,0,False
448179,2018,24,1.9863770840358521,16,0.059850374064837904,6,31,False
448179,2021,31,2.1826351903065815,10,0.41895261845386533,,0,False
448179,2022,26,2.1846712980966845,17,0.38154613466334164,15,33,False
448179,2023,27,1.7140874815060758,17,0.6783042394014963,,0,False
448306,2017,21,2.057157411079696,10,0.1371571072319202,,0,False
448306,2018,33,2.063485344473481,5,0.27680798004987534,,0,False
448802,2017,27,2.2913850330780705,11,0.18952618453865336,,0,False
448855,2018,26,1.7956271361152356,16,0.2718204488778055,,0,False
450172,2017,17,1.8960363767949966,12,0.3541147132169576,,0,False
450203,2017,25,0.8763488048968596,17,0.9551122194513716,10,44,False
450203,2018,30,2.0473982015908043,18,0.5586034912718204,,0,False
450203,2019,33,0.8267175295337243,19,0.9750623441396509,,0,False
450203,2021,33,1.2141999467783728,14,0.6483790523690773,,0,False
450203,2022,31,3.197441175734701,5,0.06234413965087282,,0,False
450203,2023,30,2.2766689702835077,4,0.20947630922693267,,0,False
450203,2024,30,0.7268397230713167,21,0.9376558603491272,,0,False
450203,2025,27,1.2886263266510924,7,0.8802992518703242,,0,False
450306,2017,32,2.2587833074561874,9,0.30174563591022446,,0,False
450306,2018,20,2.4974220246198087,14,0.18952618453865336,9,38,False
450306,2019,29,1.6534386258684257,24,0.6758104738154613,,0,False
450729,2017,15,1.1320051877524853,5,0.5087281795511222,,0,False
451596,2017,22,0.8408527146911934,15,0.9102244389027432,14,36,False
451596,2018,18,0.5107465597555215,12,0.9975062344139651,,0,False
452657,2017,32,2.451256816573552,25,0.22194513715710723,,0,False
452657,2018,32,1.576059165445984,27,0.743142144638404,,0,False
452657,2019,31,1.4795587841504656,23,0.5885286783042394,,0,False
452657,2021,28,1.1394875009984247,6,0.8653366583541147,,0,False
453178,2017,30,1.084180582898731,18,0.8453865336658354,,0,False
453178,2018,22,0.7353797787360267,18,0.9226932668329177,18,61,False
453281,2018,27,1.1877777445029043,14,0.7531172069825436,,0,False
453286,2017,31,1.7974920491365103,25,0.20698254364089774,,0,False
453286,2018,33,2.5112276432808547,10,0.20448877805486285,,0,False
453286,2019,27,1.6856456824305681,12,0.314214463840399,20,28,False
453286,2021,30,1.0690916394543828,11,0.8628428927680798,,0,False
453286,2022,23,1.6807229742750622,12,0.6458852867830424,8,48,False
453286,2023,27,1.5917072341716718,7,0.4538653366583541,,0,False
453286,2025,17,1.8482835974640255,7,0.38154613466334164,,0,False
453329,2018,16,0.7556564238470337,10,0.9077306733167082,7,30,False
453385,2017,32,1.9457670133484384,20,0.11471321695760599,,0,False
453385,2018,27,3.283944079746929,16,0.004987531172069825,,0,False
453562,2017,30,1.6955003192402398,11,0.36658354114713215,,0,False
453562,2018,31,1.9503793673565137,19,0.4837905236907731,,0,False
453562,2019,24,1.1514291537590386,19,0.800498753117207,,0,False
453562,2021,24,1.4803560392462194,5,0.5311720698254364,,0,False
456034,2018,30,1.4570528785717365,7,0.6134663341645885,,0,False
456034,2019,22,1.0269915967219008,5,0.7680798004987531,,0,False
456068,2017,27,2.174134268374938,19,0.20448877805486285,13,34,False
456167,2017,15,1.8147729133045787,5,0.256857855361596,8,69,False
456501,2017,25,1.9797189906166208,12,0.486284289276808,19,49,False
456501,2021,21,1.090270414815728,16,0.7531172069825436,,0,False
456501,2022,24,2.4164828168929775,11,0.16957605985037408,,0,False
456701,2017,18,2.0840274818289912,9,0.34413965087281795,,0,False
456701,2018,20,1.614825003269985,12,0.4114713216957606,12,57,False
456701,2019,31,1.6135372006346649,23,0.6583541147132169,,0,False
457918,2017,25,1.5278870182264892,7,0.7605985037406484,,0,False
457918,2018,31,2.3656302233743167,6,0.23690773067331672,,0,False
457918,2019,30,2.06553927936677,23,0.3541147132169576,,0,False
457918,2021,30,1.7076199677864476,7,0.600997506234414,,0,False
458681,2017,33,2.2261301597139584,17,0.12967581047381546,,0,False
458681,2018,29,1.2548746731263005,20,0.8104738154613467,,0,False
458681,2019,33,3.0269488981786625,9,0.0773067331670823,,0,False
458681,2021,28,1.1292628667102755,6,0.885286783042394,,0,False
458681,2022,21,2.4021406276207067,16,0.08977556109725686,,0,False
458681,2023,32,4.388365248285514,24,0.017456359102244388,,0,False
458681,2024,23,0.7279550524925027,17,0.970074812967581,,0,False
458708,2017,26,1.697494047811844,12,0.3566084788029925,20,35,False
460059,2017,21,2.1482984620679,5,0.20199501246882792,,0,False
461829,2017,32,1.5249479113751823,9,0.683291770573566,,0,False
