mlbam_id,player_name,team,proj_ros_gs_per_teamgame,naive_pace,proj_ros_starts,team_games_remaining_implied,volume_percentile,gs_to,team_games_to,gs_per_teamgame_to,gs_last21,fp_per_start_to,prior1_gs_per_g,career_stage,is_on_il_at_split,days_since_il_return_imp,il_stints_to,split_day
641793,"Littell, Zack",WSH,0.1143,0.1163,3.8,33.0,44.4,15,129.0,0.1163,1.0,4.0467,0.1975,3.0,0.0,170.0,0.0,148
676974,"Meyer, Max",MIA,0.1136,0.1562,3.9,34.0,44.1,20,128.0,0.1562,0.0,13.48,0.0741,2.0,1.0,0.0,1.0,148
669194,"Nelson, Ryne",AZ,0.1134,0.1094,3.9,34.0,43.7,14,128.0,0.1094,0.0,10.8429,0.142,3.0,1.0,0.0,1.0,148
622663,"Severino, Luis",ATH,0.113,0.0938,3.8,34.0,43.4,12,128.0,0.0938,0.0,9.1917,0.179,11.0,1.0,0.0,1.0,148
665795,"Cabrera, Edward",CHC,0.1128,0.1172,3.8,34.0,43.0,15,128.0,0.1172,1.0,6.6733,0.1605,4.0,1.0,0.0,3.0,148
656427,"Flaherty, Jack",DET,0.1127,0.1496,3.9,35.0,42.7,19,127.0,0.1496,0.0,8.8263,0.1914,8.0,1.0,0.0,2.0,148
666142,"Ragans, Cole",KC,0.1103,0.0543,3.6,33.0,42.3,7,129.0,0.0543,0.0,10.7286,0.0802,3.0,1.0,0.0,1.0,148
687075,"Sproat, Brandon",MIL,0.1099,0.1484,3.7,34.0,42.0,19,128.0,0.1484,1.0,8.2474,0.0,0.0,0.0,170.0,0.0,148
677944,"Cecconi, Slade",CLE,0.1094,0.1641,3.7,34.0,41.6,21,128.0,0.1641,0.0,7.2095,0.142,2.0,0.0,170.0,0.0,148
687273,,,0.1093,0.0157,3.8,35.0,41.3,2,127.0,0.0157,2.0,9.85,0.0,0.0,0.0,170.0,0.0,148
605540,"Woodruff, Brandon",MIL,0.109,0.0703,3.7,34.0,40.9,9,128.0,0.0703,0.0,13.7,0.0741,7.0,1.0,0.0,2.0,148
702056,"Yesavage, Trey",TOR,0.109,0.1395,3.6,33.0,40.6,18,129.0,0.1395,1.0,12.1111,0.0,0.0,1.0,0.0,1.0,148
669854,"Blanco, Ronel",,0.1085,0.0315,3.8,35.0,40.2,4,127.0,0.0315,2.0,5.675,0.0,2.0,0.0,170.0,0.0,148
676962,"Brown, Ben",CHC,0.1084,0.0625,3.7,34.0,39.9,8,128.0,0.0625,0.0,15.425,0.0926,1.0,1.0,0.0,1.0,148
605288,"Houser, Adrian",SF,0.1075,0.1181,3.8,35.0,39.5,15,127.0,0.1181,1.0,6.0867,0.1296,7.0,0.0,170.0,0.0,148
676979,"Crochet, Garrett",BOS,0.1071,0.0472,3.7,35.0,39.2,6,127.0,0.0472,0.0,7.3333,0.1975,2.0,1.0,0.0,1.0,148
663460,"Bubic, Kris",KC,0.1071,0.0698,3.5,33.0,38.8,9,129.0,0.0698,0.0,12.0889,0.1235,6.0,1.0,0.0,1.0,148
650644,"Civale, Aaron",ATH,0.107,0.1172,3.6,34.0,38.5,15,128.0,0.1172,0.0,5.9267,0.1111,7.0,0.0,65.0,1.0,148
579328,"Kikuchi, Yusei",LAA,0.1061,0.0547,3.6,34.0,38.1,7,128.0,0.0547,0.0,6.6,0.2037,7.0,1.0,0.0,1.0,148
690953,"Abel, Mick",MIN,0.1053,0.0234,3.6,34.0,37.8,3,128.0,0.0234,0.0,14.7,0.0,0.0,1.0,0.0,1.0,148
656794,"Newcomb, Sean",CWS,0.105,0.0236,3.7,35.0,37.4,3,127.0,0.0236,2.0,7.9667,0.0,9.0,0.0,170.0,0.0,148
643377,"Jax, Griffin",TB,0.1049,0.1417,3.7,35.0,37.1,18,127.0,0.1417,1.0,10.8056,0.0,5.0,1.0,0.0,1.0,148
571927,"Matz, Steven",TB,0.1045,0.0866,3.7,35.0,36.7,11,127.0,0.0866,1.0,6.9091,0.0,10.0,0.0,27.0,2.0,148
676664,"Sears, JP",,0.1035,0.0472,3.6,35.0,36.4,6,127.0,0.0472,0.0,7.9167,0.1667,4.0,0.0,170.0,0.0,148
661563,"Gil, Luis",NYY,0.103,0.0315,3.6,35.0,36.0,4,127.0,0.0315,0.0,5.175,0.0679,2.0,0.0,3.0,1.0,148
668881,"Greene, Hunter",,0.1022,0.0394,3.6,35.0,35.7,5,127.0,0.0394,1.0,9.04,0.1173,4.0,1.0,0.0,1.0,148
668678,"Gallen, Zac",AZ,0.1017,0.1484,3.5,34.0,35.3,19,128.0,0.1484,0.0,5.0579,0.2037,7.0,1.0,0.0,1.0,148
683004,"Leiter, Jack",TEX,0.101,0.1172,3.4,34.0,35.0,15,128.0,0.1172,0.0,8.5933,0.179,1.0,1.0,0.0,1.0,148
813349,"Early, Connelly",BOS,0.1009,0.1339,3.5,35.0,34.6,17,127.0,0.1339,0.0,11.9706,0.0,0.0,1.0,0.0,1.0,148
663738,"Lynch IV, Daniel",KC,0.1009,0.0233,3.3,33.0,34.3,3,129.0,0.0233,3.0,2.4333,0.0,5.0,0.0,170.0,0.0,148
837227,"Imai, Tatsuya",HOU,0.1001,0.0938,3.4,34.0,33.9,12,128.0,0.0938,0.0,10.075,0.0,0.0,0.0,101.0,1.0,148
686799,"Kochanowicz, Jack",LAA,0.0988,0.0938,3.4,34.0,33.6,12,128.0,0.0938,0.0,7.675,0.142,2.0,1.0,0.0,1.0,148
689818,"Sandlin, David",,0.0985,0.0394,3.4,35.0,33.2,5,127.0,0.0394,1.0,7.46,0.0,0.0,0.0,111.0,1.0,148
690990,"Horton, Cade",CHC,0.0984,0.0156,3.3,34.0,32.9,2,128.0,0.0156,0.0,9.1,0.1358,1.0,1.0,0.0,1.0,148
695418,"Lord, Brad",WSH,0.0982,0.0155,3.2,33.0,32.5,2,129.0,0.0155,1.0,6.25,0.1173,1.0,0.0,16.0,1.0,148
608566,"Márquez, Germán",SD,0.0981,0.0781,3.3,34.0,32.2,10,128.0,0.0781,0.0,5.17,0.1543,9.0,0.0,50.0,1.0,148
656288,"Canning, Griffin",SD,0.0977,0.0859,3.3,34.0,31.8,11,128.0,0.0859,0.0,5.5909,0.0988,7.0,0.0,170.0,0.0,148
571578,"Corbin, Patrick",TOR,0.0975,0.1163,3.2,33.0,31.5,15,129.0,0.1163,0.0,5.4733,0.1852,11.0,1.0,0.0,1.0,148
500779,"Quintana, Jose",COL,0.0971,0.0709,3.4,35.0,31.1,9,127.0,0.0709,0.0,4.6778,0.1481,11.0,1.0,0.0,2.0,148
681293,"Arrighetti, Spencer",HOU,0.0969,0.1328,3.3,34.0,30.8,17,128.0,0.1328,0.0,8.9353,0.0,2.0,1.0,0.0,1.0,148
694477,"Patrick, Chad",MIL,0.0967,0.0469,3.3,34.0,30.4,6,128.0,0.0469,0.0,9.5667,0.142,1.0,0.0,170.0,0.0,148
684442,"Drake, Kohl",,0.0965,0.0315,3.4,35.0,30.1,4,127.0,0.0315,2.0,4.75,0.0,0.0,0.0,170.0,0.0,148
673540,"Senga, Kodai",NYM,0.0958,0.0625,3.3,34.0,29.7,8,128.0,0.0625,1.0,1.9,0.1358,3.0,0.0,66.0,1.0,148
675911,"Strider, Spencer",ATL,0.0957,0.0625,3.3,34.0,29.4,8,128.0,0.0625,0.0,9.5375,0.142,4.0,1.0,0.0,1.0,148
702275,"Ritchie, JR",ATL,0.0956,0.0703,3.3,34.0,29.0,9,128.0,0.0703,1.0,6.8889,0.0,0.0,0.0,170.0,0.0,148
801403,"Dollander, Chase",COL,0.0943,0.0394,3.3,35.0,28.7,5,127.0,0.0394,0.0,8.82,0.1296,1.0,1.0,0.0,1.0,148
669199,"Bachar, Lake",MIA,0.094,0.0391,3.2,34.0,28.3,5,128.0,0.0391,1.0,7.72,0.0,0.0,0.0,170.0,0.0,148
671212,"Boyle, Joe",TB,0.0929,0.0236,3.3,35.0,28.0,3,127.0,0.0236,0.0,9.2,0.0,2.0,0.0,95.0,1.0,148
702273,"Schultz, Noah",CWS,0.0927,0.1024,3.2,35.0,27.6,13,127.0,0.1024,0.0,6.6615,0.0,0.0,0.0,51.0,1.0,148
696070,"Rojas, Kendry",MIN,0.0909,0.0312,3.1,34.0,27.3,4,128.0,0.0312,0.0,9.425,0.0,0.0,0.0,61.0,2.0,148
669920,"Alexander, Jason",HOU,0.0909,0.0156,3.1,34.0,26.9,2,128.0,0.0156,0.0,7.8,0.0802,4.0,0.0,22.0,1.0,148
606996,"Hart, Kyle",SD,0.0905,0.0312,3.1,34.0,26.6,4,128.0,0.0312,1.0,6.9,0.0,0.0,0.0,170.0,0.0,148
621121,"McCullers Jr., Lance",HOU,0.0905,0.0625,3.1,34.0,26.2,8,128.0,0.0625,0.0,7.7125,0.0741,11.0,1.0,0.0,1.0,148
681347,"Burrows, Mike",HOU,0.0904,0.1328,3.1,34.0,25.9,17,128.0,0.1328,0.0,6.2882,0.1173,1.0,1.0,0.0,1.0,148
669620,,ATH,0.0893,0.0156,3.0,34.0,25.5,2,128.0,0.0156,1.0,7.2,0.0,0.0,0.0,170.0,0.0,148
686930,"Barnett, Mason",ATH,0.0885,0.0312,3.0,34.0,25.2,4,128.0,0.0312,3.0,-2.175,0.0,0.0,0.0,170.0,0.0,148
663568,"Kolek, Stephen",KC,0.0877,0.0775,2.9,33.0,24.8,10,129.0,0.0775,0.0,8.5,0.1173,1.0,1.0,0.0,1.0,148
679883,"Avila, Luinder",KC,0.0875,0.093,2.9,33.0,24.5,12,129.0,0.093,1.0,6.7167,0.0,0.0,1.0,0.0,1.0,148
669947,"Scholtens, Jesse",TB,0.0874,0.0157,3.1,35.0,24.1,2,127.0,0.0157,0.0,7.55,0.0,3.0,0.0,29.0,1.0,148
625643,"López, Reynaldo",ATL,0.0866,0.0859,2.9,34.0,23.8,11,128.0,0.0859,0.0,8.1364,0.0,8.0,1.0,0.0,1.0,148
700363,,,0.0866,0.0157,3.0,35.0,23.4,2,127.0,0.0157,1.0,6.25,0.0,0.0,0.0,170.0,0.0,148
800600,,,0.0865,0.0157,3.0,35.0,23.1,2,127.0,0.0157,2.0,1.65,0.0,0.0,0.0,131.0,1.0,148
663978,"Paddack, Chris",MIA,0.0859,0.0703,2.9,34.0,22.7,9,128.0,0.0703,0.0,2.3444,0.1728,7.0,0.0,170.0,0.0,148
608337,"Giolito, Lucas",SD,0.0852,0.0391,2.9,34.0,22.4,5,128.0,0.0391,0.0,5.62,0.1605,8.0,0.0,170.0,0.0,148
688642,,COL,0.0844,0.0157,3.0,35.0,22.0,2,127.0,0.0157,0.0,9.7,0.0,0.0,0.0,170.0,0.0,148
680755,"Fisher, Braydon",TOR,0.0842,0.062,2.8,33.0,21.7,8,129.0,0.062,1.0,3.325,0.0,0.0,0.0,170.0,0.0,148
686790,"McDonald, Trevor",SF,0.0838,0.1102,2.9,35.0,21.3,14,127.0,0.1102,0.0,8.2214,0.0,0.0,1.0,0.0,1.0,148
678394,"Bello, Brayan",BOS,0.0823,0.0709,2.9,35.0,21.0,9,127.0,0.0709,0.0,-0.3222,0.1728,4.0,0.0,170.0,0.0,148
699134,"Rodriguez, Bradgley",SD,0.0822,0.0312,2.8,34.0,20.6,4,128.0,0.0312,1.0,4.05,0.0,0.0,0.0,170.0,0.0,148
663542,"Hudson, Bryan",CWS,0.0816,0.0551,2.9,35.0,20.3,7,127.0,0.0551,1.0,2.7571,0.0,0.0,0.0,170.0,0.0,148
668984,"Legumina, Casey",SEA,0.0816,0.0391,2.8,34.0,19.9,5,128.0,0.0391,1.0,3.48,0.0,0.0,0.0,170.0,0.0,148
670990,,PIT,0.0813,0.0155,2.7,33.0,19.6,2,129.0,0.0155,0.0,8.65,0.0,0.0,0.0,170.0,0.0,148
685299,"Gordon, Tanner",COL,0.0806,0.0472,2.8,35.0,19.2,6,127.0,0.0472,0.0,3.6167,0.0926,1.0,0.0,52.0,1.0,148
680573,"Woods Richardson, Simeon",MIN,0.0797,0.0781,2.7,34.0,18.9,10,128.0,0.0781,0.0,-0.59,0.1358,2.0,0.0,170.0,0.0,148
678906,"Teng, Kai-Wei",HOU,0.0783,0.0781,2.7,34.0,18.5,10,128.0,0.0781,0.0,4.79,0.0,0.0,0.0,170.0,0.0,148
669438,"Englert, Mason",TB,0.078,0.0236,2.7,35.0,18.2,3,127.0,0.0236,0.0,6.0667,0.0,0.0,0.0,105.0,1.0,148
663947,"Holton, Tyler",DET,0.0775,0.0236,2.7,35.0,17.8,3,127.0,0.0236,1.0,2.7667,0.0,0.0,0.0,170.0,0.0,148
593974,"Peralta, Wandy",SD,0.0774,0.0391,2.6,34.0,17.5,5,128.0,0.0391,1.0,2.06,0.0,0.0,0.0,170.0,0.0,148
680744,,DET,0.0774,0.0157,2.7,35.0,17.1,2,127.0,0.0157,0.0,6.5,0.0,0.0,0.0,81.0,1.0,148
695534,"Petty, Chase",CIN,0.0765,0.0234,2.6,34.0,16.8,3,128.0,0.0234,1.0,2.2333,0.0,0.0,0.0,120.0,1.0,148
689441,"Crow, Coleman",MIL,0.0761,0.0312,2.6,34.0,16.4,4,128.0,0.0312,0.0,4.475,0.0,0.0,0.0,40.0,1.0,148
608718,"Suter, Brent",LAA,0.0759,0.0312,2.6,34.0,16.1,4,128.0,0.0312,1.0,1.85,0.0,9.0,0.0,170.0,0.0,148
682227,"Williamson, Brandon",CIN,0.0759,0.0469,2.6,34.0,15.7,6,128.0,0.0469,0.0,4.0667,0.0,3.0,1.0,0.0,1.0,148
623474,"Herget, Jimmy",COL,0.0739,0.0315,2.6,35.0,15.4,4,127.0,0.0315,0.0,3.575,0.0,0.0,0.0,65.0,1.0,148
691799,"Taylor, Grant",CWS,0.0732,0.0315,2.6,35.0,15.0,4,127.0,0.0315,0.0,5.125,0.0,0.0,0.0,170.0,0.0,148
703615,"Cabrera, Jose",,0.0729,0.0315,2.6,35.0,14.7,4,127.0,0.0315,0.0,5.05,0.0,0.0,0.0,170.0,0.0,148
641302,"Alexander, Tyler",TEX,0.0727,0.0312,2.5,34.0,14.3,4,128.0,0.0312,0.0,3.875,0.0,5.0,0.0,170.0,0.0,148
702193,"Morris, Andrew",MIN,0.0727,0.0234,2.5,34.0,14.0,3,128.0,0.0234,0.0,5.3333,0.0,0.0,0.0,170.0,0.0,148
663362,"Waldron, Matt",SD,0.0726,0.0234,2.5,34.0,13.6,3,128.0,0.0234,0.0,-0.6333,0.0,2.0,0.0,41.0,1.0,148
641835,"Mayza, Tim",PHI,0.072,0.0312,2.4,34.0,13.3,4,128.0,0.0312,0.0,4.725,0.0,0.0,0.0,170.0,0.0,148
694346,"Gibson, Trey",BAL,0.0718,0.0547,2.4,34.0,12.9,7,128.0,0.0547,0.0,3.6,0.0,0.0,0.0,170.0,0.0,148
691951,"Aldegheri, Sam",LAA,0.0708,0.0469,2.4,34.0,12.6,6,128.0,0.0469,0.0,3.6167,0.0,0.0,0.0,170.0,0.0,148
681343,"Smith, Shane",CWS,0.0705,0.0236,2.5,35.0,12.2,3,127.0,0.0236,0.0,-2.8667,0.179,1.0,0.0,40.0,1.0,148
682254,"Montgomery, Mason",PIT,0.07,0.0388,2.3,33.0,11.9,5,129.0,0.0388,0.0,3.7,0.0,0.0,0.0,170.0,0.0,148
675989,"Bolton, Cody",HOU,0.0696,0.0234,2.4,34.0,11.5,3,128.0,0.0234,0.0,5.4333,0.0,0.0,1.0,0.0,3.0,148
669020,,CHC,0.0692,0.0156,2.4,34.0,11.2,2,128.0,0.0156,0.0,4.5,0.0,0.0,0.0,170.0,0.0,148
669724,,DET,0.069,0.0157,2.4,35.0,10.8,2,127.0,0.0157,0.0,4.4,0.0,0.0,0.0,170.0,0.0,148
674444,,KC,0.0688,0.0155,2.3,33.0,10.5,2,129.0,0.0155,0.0,4.35,0.0,0.0,0.0,170.0,0.0,148
695684,"Rodríguez, Elmer",NYY,0.0684,0.0315,2.4,35.0,10.1,4,127.0,0.0315,0.0,3.475,0.0,0.0,0.0,170.0,0.0,148
592836,"Walker, Taijuan",PHI,0.0683,0.0312,2.3,34.0,9.8,4,128.0,0.0312,0.0,-0.9,0.1296,11.0,0.0,170.0,0.0,148
685126,"Eisert, Brandon",CWS,0.0681,0.0236,2.4,35.0,9.4,3,127.0,0.0236,0.0,3.7333,0.0,0.0,0.0,170.0,0.0,148
621112,"Blackburn, Paul",NYY,0.0677,0.0157,2.4,35.0,9.1,2,127.0,0.0157,0.0,2.4,0.0,9.0,0.0,170.0,0.0,148
660604,"Rangel, Alan",PHI,0.0673,0.0234,2.3,34.0,8.7,3,128.0,0.0234,0.0,3.4667,0.0,0.0,0.0,170.0,0.0,148
702474,"Paredes, Mike",,0.067,0.0394,2.3,35.0,8.4,5,127.0,0.0394,0.0,5.92,0.0,0.0,1.0,0.0,1.0,148
687223,"Palmquist, Carson",,0.0668,0.0394,2.3,35.0,8.0,5,127.0,0.0394,0.0,2.58,0.0,0.0,0.0,170.0,0.0,148
595345,,HOU,0.0665,0.0156,2.3,34.0,7.7,2,128.0,0.0156,0.0,3.55,0.0,0.0,0.0,170.0,0.0,148
676571,"Poulin, PJ",WSH,0.0664,0.0775,2.2,33.0,7.3,10,129.0,0.0775,0.0,3.62,0.0,0.0,1.0,0.0,1.0,148
689254,"Fluharty, Mason",TOR,0.066,0.0233,2.2,33.0,7.0,3,129.0,0.0233,0.0,3.0333,0.0,0.0,0.0,170.0,0.0,148
623211,"Brazobán, Huascar",NYM,0.0656,0.0469,2.2,34.0,6.6,6,128.0,0.0469,0.0,1.85,0.0,0.0,0.0,170.0,0.0,148
668964,"Myers, Tobias",NYM,0.0646,0.0234,2.2,34.0,6.3,3,128.0,0.0234,0.0,-0.2,0.0,2.0,0.0,170.0,0.0,148
663992,"Lovelady, Richard",WSH,0.0643,0.0388,2.1,33.0,5.9,5,129.0,0.0388,0.0,3.62,0.0,0.0,1.0,0.0,1.0,148
693686,"Miles, Spencer",TOR,0.0627,0.031,2.1,33.0,5.6,4,129.0,0.031,0.0,1.55,0.0,0.0,0.0,170.0,0.0,148
669211,"Akin, Keegan",BAL,0.0618,0.0156,2.1,34.0,5.2,2,128.0,0.0156,0.0,3.8,0.0,5.0,1.0,0.0,1.0,148
700842,,BOS,0.0611,0.0157,2.1,35.0,4.9,2,127.0,0.0157,0.0,5.9,0.0,0.0,1.0,0.0,1.0,148
681810,,NYM,0.0609,0.0156,2.1,34.0,4.5,2,128.0,0.0156,0.0,-0.7,0.0,0.0,0.0,3.0,1.0,148
663559,"Falter, Bailey",KC,0.0603,0.0155,2.0,33.0,4.2,2,129.0,0.0155,0.0,-6.85,0.1481,4.0,0.0,97.0,1.0,148
663558,"Morán, Jovani",BOS,0.0582,0.0236,2.0,35.0,3.8,3,127.0,0.0236,0.0,-1.0333,0.0,0.0,0.0,51.0,1.0,148
672335,,WSH,0.0569,0.0155,1.9,33.0,3.5,2,129.0,0.0155,0.0,3.8,0.0,0.0,1.0,0.0,1.0,148
660761,"Suarez, José",ATL,0.0565,0.0156,1.9,34.0,3.1,2,128.0,0.0156,0.0,4.25,0.0,7.0,1.0,0.0,1.0,148
680802,"Weiss, Ryan",HOU,0.0555,0.0234,1.9,34.0,2.8,3,128.0,0.0234,0.0,-0.5667,0.0,0.0,0.0,170.0,0.0,148
642121,,TB,0.0546,0.0157,1.9,35.0,2.4,2,127.0,0.0157,0.0,2.5,0.0,0.0,1.0,0.0,2.0,148
696136,"Wicks, Jordan",,0.0534,0.0157,1.9,35.0,2.1,2,127.0,0.0157,0.0,-2.05,0.0,2.0,0.0,170.0,0.0,148
694361,"Klein, Will",LAD,0.0527,0.0234,1.8,34.0,1.7,3,128.0,0.0234,0.0,2.0667,0.0,0.0,1.0,0.0,1.0,148
807743,"Sullivan, Sean",,0.0508,0.0394,1.8,35.0,1.4,5,127.0,0.0394,0.0,0.12,0.0,0.0,1.0,0.0,1.0,148
666129,"Garrett, Braxton",MIA,0.0449,0.0156,1.5,34.0,1.0,2,128.0,0.0156,0.0,-3.85,0.0,4.0,0.0,170.0,0.0,148
694462,"Waldrep, Hurston",,0.0449,0.0157,1.6,35.0,0.7,2,127.0,0.0157,0.0,-2.2,0.0617,1.0,1.0,0.0,1.0,148
806960,,ATH,0.0433,0.0156,1.5,34.0,0.3,2,128.0,0.0156,0.0,-4.4,0.0,0.0,0.0,170.0,0.0,148
