batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional,sb_per_pa_raw,hbp_per_pa_raw,est_bb_rate,est_k_rate,est_tb_rate,est_hbp_rate,est_h_rate,est_r_rate,est_rbi_rate,est_sb_rate,core_fp_per_pa,full_fp_per_pa,fp_per_pa,fp_per_game
Kody Clemens,1B,1B|2B|OF,"1B, 2B, OF",True,3.0,665019,344,1356,0.0606435669984296,-0.0012935126192124,0.0390742386412119,0.0377807260219994,94.9,101.2,109.2,96.6,0.496,0.302,0.757,0.175,0.117,0.405,344,0.039,0.405,0.632,1B|2B|CF|LF|RF,71.8025390625,0.12,0.16363636,0.23333333,107.1,90.0,101.4,0.01754,0.01462,0.07276452994980157,0.22521482585022354,0.22687416046007286,0.0123,0.32925,0.1533,0.0793,0.0183,0.105,0.3376,0.3376,1.182
Paul Dejong,,,,,,657557,10,36,0.0750186172249607,0.0643960343820799,,0.0643960343820799,109.0,129.7,,102.1,0.5,0.282,0.779,0.25,0.083,,10,,,0.048,,,,,,,,,,,0.07968213670874813,0.19362235146382695,0.18898925251493404,0.009,,,,0.02,0.104,,,
Will Banfield,,,,,,677943,4,12,0.0591646563597998,0.0344195669398587,,0.0344195669398587,93.5,116.7,,95.9,0.5,0.291,0.783,0.25,0.083,,4,,,0.02,,,,,,,,,,,0.07626828026990562,0.1904006063889599,0.18898925251493404,0.009,,,,0.02,0.1039,,,
Edmundo Sosa,2B,2B|3B|OF,"2B, 3B, OF",True,3.0,624641,173,643,0.0538977219702992,0.0094613845925194,0.051059043247982,0.0605204278405014,88.3,105.9,111.5,101.3,0.616,0.456,0.781,0.196,0.142,0.409,173,0.051,0.409,0.464,2B|3B|DH|LF|SS,72.5658203125,0.14444444,0.17808219,0.24444444,111.6,49.0,114.9,0.01796,0.02395,0.022850807007428024,0.1985812378187486,0.24558323996432652,0.0151,0.33264999999999995,0.1371,0.0812,0.0189,0.1039,0.3222,0.3222,1.128
Carlos Pérez,,,,,,542208,4,13,0.0044856181652108,0.0498617537884481,,0.0498617537884481,40.0,123.4,,99.1,0.538,0.318,0.779,0.231,0.077,,4,,,0.02,,,,,,,,,,,0.06579661441801862,0.17389679918445836,0.1828800265176307,0.009,,,,0.02,0.1038,,,
Kyle Teel,C,C,C,False,1.0,691019,69,291,0.053522715224988,-0.0449740114032248,0.1131187392016634,0.0681447277984386,88.0,82.3,123.8,102.9,0.485,0.287,0.699,0.12,0.162,0.46,69,0.113,0.46,0.257,C,,,,,,,110.7,0.0,0.01449,0.0773783154539534,0.2818736908242536,0.2843457061787584,0.0102,0.376,0.1715,0.0961,0.0137,0.1038,0.3714,0.3714,1.3
Endy Rodríguez,C,C,C,False,1.0,682848,122,473,0.05911960716453,-0.0069444199486008,0.0340906091383418,0.0271461891897409,93.4,98.8,108.2,94.3,0.433,0.249,0.788,0.15,0.099,0.417,122,0.034,0.417,0.379,1B|C,,,,,,,106.3,0.01639,0.0,0.08981865902576057,0.2236716086847402,0.21329215408621272,0.006,0.33945,0.161,0.0773,0.0184,0.1038,0.3421,0.3421,1.197
Joshua Kuroda-Grauer,3B,3B,3B,False,1.0,811965,59,218,0.0532575063017604,0.022328150848344,-0.016223854229562,0.006104296618782,87.7,111.5,98.3,89.9,0.518,0.336,0.825,0.22,0.078,0.34,59,-0.016,0.34,0.228,2B|3B|SS,,,,,,,104.8,0.0,0.01695,0.061555844016446454,0.16859307103137422,0.1858346808616989,0.0105,0.274,0.128,0.0654,0.0144,0.1037,0.2971,0.2971,1.04
Trent Grisham,OF,OF,OF,False,1.0,663757,311,1246,0.0584439868869011,0.0328761991453664,-0.0148830200333784,0.017993179111988,92.8,116.1,98.5,92.4,0.378,0.178,0.826,0.17,0.06,0.372,311,-0.015,0.372,0.609,CF|DH,69.42794552364865,0.22297297,0.25384615,0.42567568,111.6,128.0,104.1,0.02215,0.0,0.11271108587735891,0.2046368797393403,0.17000278966675836,0.004,0.30119999999999997,0.1546,0.0659,0.0215,0.1036,0.3241,0.3241,1.134
Byron Buxton,OF,OF|DH,"OF, DH",True,2.0,621439,339,1248,0.0752061400979145,-0.0102042232046172,0.0727518239574806,0.0625476007528634,109.2,97.4,115.8,101.7,0.525,0.327,0.72,0.181,0.152,0.442,339,0.073,0.442,0.629,CF|DH,73.24693534044715,0.1097561,0.15,0.21138211,109.3,147.0,109.6,0.0209,0.01194,0.06516692605702565,0.25615720385834395,0.2624733595643978,0.0107,0.36069999999999997,0.1615,0.0892,0.0206,0.1028,0.3535,0.3535,1.237
Kai Murphy,,,,,,687625,3,10,0.1200196765759582,0.068739294524439,,0.068739294524439,153.0,131.6,,103.0,0.5,0.289,0.785,0.3,0.1,,3,,,0.015,,,,,,,,,,,0.0788695134799476,0.21049250368198097,0.20506616303415343,0.009,,,,0.02,0.1024,,,
D'Angelo Ortiz,,,,,,808571,3,10,0.1088674174834863,-0.0322610789043636,,-0.0322610789043636,142.1,87.8,,81.9,0.6,0.294,0.786,0.3,0.1,,3,,,0.015,,,,,,,,,,,0.07689768865474296,0.20870264530705482,0.20506616303415343,0.009,,,,0.02,0.1023,,,
Adley Rutschman,C,C|DH,"C, DH",True,2.0,668939,291,1195,0.0478622633121718,0.0420744244387958,-0.0152842618368024,0.0267901626019934,82.4,120.0,98.5,94.3,0.413,0.261,0.849,0.182,0.058,0.361,291,-0.015,0.361,0.593,C|DH,71.18668202457265,0.14529915,0.16666667,0.34188034,106.8,76.0,106.3,0.0,0.00704,0.08558460279899077,0.17264570672226595,0.17413742842056534,0.0079,0.29184999999999994,0.1426,0.0649,0.0068,0.1018,0.3093,0.3093,1.083
Corbin Carroll,OF,OF,OF,False,1.0,682998,414,1604,0.0552781017613527,-0.0040175692998149,0.0426817505128279,0.0386641812130129,89.7,100.1,109.9,96.7,0.459,0.32,0.718,0.164,0.123,0.399,414,0.043,0.399,0.674,DH|RF,74.96019613056282,0.09947644,0.14728682,0.19371728,109.5,129.0,106.7,0.02439,0.00976,0.06678488715958429,0.22560990768038952,0.22715746842126844,0.0095,0.32415,0.1482,0.0785,0.0232,0.101,0.3277,0.3277,1.147
Michael Conforto,DH,OF|DH,"OF, DH",True,2.0,624424,173,678,0.05636220202078,-0.0096646793984014,0.0463168727387781,0.0366521933403766,90.7,97.6,110.6,96.3,0.44,0.244,0.767,0.153,0.108,0.431,173,0.046,0.431,0.464,DH|LF|RF,72.80182354266827,0.09615385,0.13888889,0.28846154,108.7,38.0,105.6,0.00606,0.0,0.09134343915369542,0.23571932502951665,0.22648669922706538,0.0053,0.35135,0.1658,0.0812,0.0125,0.0999,0.3469,0.3469,1.214
Jhonny Pereda,C,C,C,False,1.0,640902,71,295,0.0877510922276198,0.0051063046524611,0.0063684990855059,0.011474803737967,121.4,104.0,102.7,91.1,0.498,0.283,0.796,0.18,0.088,0.378,71,0.006,0.378,0.262,C,,,,,,,104.7,0.0,0.01471,0.07976702995592734,0.1989631897720919,0.19508503509349429,0.0103,0.30629999999999996,0.1467,0.0706,0.0136,0.0998,0.3171,0.3171,1.11
Owen Caissie,OF,OF,OF,False,1.0,683357,248,1023,0.0548010376921511,-0.0328194956412122,0.0959953939915468,0.0631758983503346,89.2,87.6,120.4,101.9,0.461,0.275,0.712,0.127,0.155,0.475,248,0.096,0.475,0.554,DH|RF,74.33450370303468,0.10982659,0.16101695,0.17919075,112.6,101.0,109.7,0.01626,0.0122,0.08129023653121993,0.27819101694752607,0.2683961680369259,0.0106,0.38875,0.1778,0.0933,0.0177,0.0998,0.3709,0.3709,1.298
Nolan Schanuel,1B,1B,1B,False,1.0,694384,334,1285,0.0498581839734246,0.035372387691661,-0.0130283586985128,0.0223440289931481,84.4,117.1,98.9,93.3,0.444,0.246,0.821,0.191,0.068,0.344,334,-0.013,0.344,0.625,1B|DH,67.67946729473039,0.08333333,0.09883721,0.31862745,106.6,138.0,100.0,0.0,0.01502,0.09049093961238534,0.1894129018135448,0.17955500174119515,0.0124,0.2774,0.1407,0.0659,0.0062,0.0992,0.3058,0.3058,1.07
Jake Mccarthy,OF,OF,OF,False,1.0,664983,330,1105,0.0769525110344846,0.0212850943377823,-0.0163232162893179,0.0049618780484644,110.9,111.0,98.3,89.7,0.555,0.351,0.784,0.227,0.112,0.347,330,-0.016,0.347,0.623,CF|DH|LF|RF,70.6812267485119,0.08571429,0.11842105,0.23809524,102.4,73.0,102.5,0.05312,0.0125,0.05747785473034595,0.20197540379269693,0.18790969727944778,0.011,0.27995,0.1289,0.066,0.0428,0.0972,0.2921,0.2921,1.022
Esteury Ruiz,OF,OF,OF,False,1.0,665923,122,491,0.0679002255215011,-0.0385250977806727,-0.0088817624506155,-0.0474068602312882,102.0,85.1,99.7,78.7,0.487,0.33,0.728,0.132,0.134,0.361,122,-0.009,0.361,0.379,CF|LF|RF,69.83512184836648,0.13636364,0.2,0.27272727,105.1,14.0,96.1,0.1626,0.04065,0.06396213634571181,0.23456757289368763,0.16435123421113762,0.0194,0.29184999999999994,0.1388,0.062,0.084,0.0971,0.2979,0.2979,1.043
Bo Naylor,C,C,C,False,1.0,666310,99,435,0.0580455430008703,0.0042891204162528,-0.0138413271600841,-0.0095522067438313,92.4,103.7,98.7,86.7,0.441,0.249,0.823,0.159,0.06,0.357,99,-0.014,0.357,0.331,C,71.82239583333333,0.11111111,0.12605042,0.22962963,108.9,80.0,102.5,0.0,0.0,0.08978578809213779,0.1792208908153888,0.16789093147427547,0.0064,0.28845,0.1423,0.0634,0.012,0.0969,0.3026,0.3026,1.059
William Contreras,C,C|DH,"C, DH",True,2.0,661388,403,1400,0.067830233451984,0.0424160597027381,-0.0108071718195744,0.0316088878831637,102.0,120.2,99.3,95.3,0.471,0.283,0.826,0.224,0.08,0.357,403,-0.011,0.357,0.668,C|DH,73.21839096966912,0.15196078,0.17816092,0.30882353,111.6,138.0,106.8,0.00253,0.00758,0.0791293338436454,0.1898450937988916,0.19193627330415647,0.0081,0.28845,0.139,0.0686,0.0073,0.0966,0.3042,0.3042,1.065
Brandon Marsh,OF,OF,OF,False,1.0,669016,380,1416,0.060225055589916,-0.00261293873848,0.043782032122419,0.0411690933839389,94.5,100.7,110.1,97.3,0.531,0.355,0.79,0.18,0.129,0.415,380,0.044,0.415,0.655,CF|LF|RF,71.18122972165301,0.1420765,0.17218543,0.28415301,110.1,114.0,107.0,0.02128,0.00532,0.05564794609995928,0.21991947103580664,0.23294881580870724,0.0068,0.33774999999999994,0.1481,0.0799,0.0209,0.0964,0.3244,0.3244,1.135
Caden Kendle,,,,,,814522,3,21,0.1353998656067436,-0.0792737273676059,,-0.0792737273676059,168.1,67.4,,72.1,0.429,0.289,0.798,0.095,0.048,,3,,,0.015,,,,,,,,,,,0.07936586457765159,0.1512248798561791,0.13915082990535393,0.009,,,,0.02,0.0963,,,
Kole Myers,,,,,,801887,3,7,0.1518008768092713,0.1164282310386577,,0.1164282310386577,184.1,152.3,,113.0,0.571,0.289,0.779,0.429,0.143,,3,,,0.015,,,,,,,,,,,0.07989179951561608,0.25950226953793243,0.24654459217373942,0.009,,,,0.02,0.0959,,,
Maikel García,3B,3B,3B,False,1.0,672580,304,1169,0.0485026597230691,0.0570403656054257,-0.03783666619696,0.0192036994084656,83.1,126.5,94.0,92.7,0.395,0.236,0.836,0.198,0.054,0.339,304,-0.038,0.339,0.603,3B|DH|SS,72.11587456597222,0.16666667,0.19354839,0.32777778,110.2,141.0,106.6,0.01701,0.0,0.09367527069610841,0.1770359506102966,0.1562442140833855,0.0041,0.27315,0.1372,0.0598,0.018,0.095,0.292,0.292,1.022
Colt Keith,3B,3B|DH,"3B, DH",True,2.0,690993,287,1055,0.0546258017308123,0.0399897902649994,-0.0016400981864631,0.0383496920785362,89.0,119.1,101.1,96.7,0.437,0.228,0.769,0.2,0.09,0.383,287,-0.002,0.383,0.589,1B|3B|DH,72.38229305186171,0.21276596,0.26785714,0.41843972,109.6,104.0,109.1,0.01429,0.01071,0.09645085984242896,0.22093115588957973,0.19300264108697757,0.0099,0.31055,0.1543,0.0713,0.0162,0.0946,0.3202,0.3202,1.121
Isiah Kiner-Falefa,2B,2B,2B,False,1.0,643396,144,517,0.0508140432368196,0.0480533127085682,-0.0435082321840355,0.0045450805245326,85.3,122.6,92.9,89.6,0.48,0.336,0.827,0.213,0.075,0.322,144,-0.044,0.322,0.419,2B|3B|SS,67.12712545955883,0.03921569,0.04545455,0.2745098,103.8,38.0,106.6,0.05303,0.0,0.061476953775751776,0.1651737850414241,0.15572762127908202,0.0057,0.2587,0.1206,0.0569,0.0362,0.0939,0.2714,0.2714,0.95
Iván Herrera,DH,C|DH,"C, DH",True,2.0,671056,430,1708,0.0605319216587119,0.006637056779223,-0.0315536280285828,-0.0249165712493597,94.8,104.7,95.3,83.4,0.444,0.267,0.815,0.169,0.081,0.336,430,-0.032,0.336,0.683,C|DH,74.28649529203057,0.1441048,0.17647059,0.27510917,112.3,156.0,97.7,0.01139,0.05467,0.08405596439745365,0.19671240259530537,0.1538098705318685,0.0379,0.2706,0.1452,0.0605,0.0136,0.0927,0.2984,0.2984,1.044
Cavan Biggio,,,,,,624415,8,39,0.0360203651990938,-0.006140836667133,,-0.006140836667133,70.8,99.1,,87.4,0.359,0.292,0.78,0.103,0.051,,8,,,0.038,,,,,,,,,,,0.07519940374692524,0.15357025082117354,0.14172313558842903,0.009,,,,0.02,0.0924,,,
Lane Thomas,OF,OF,OF,False,1.0,657041,286,1163,0.0689207124641592,-0.0041064693166544,-0.0067714212710555,-0.01087789058771,103.0,100.0,100.1,86.4,0.414,0.24,0.806,0.159,0.077,0.38,286,-0.007,0.38,0.588,CF|LF|RF,71.40911291399573,0.07692308,0.09375,0.1965812,107.6,75.0,100.6,0.01773,0.00709,0.09303857695622868,0.20181858983330647,0.17465263275041398,0.008,0.308,0.1513,0.0665,0.0185,0.0924,0.3102,0.3102,1.086
Daylen Lile,OF,OF|DH,"OF, DH",True,2.0,695734,423,1482,0.0744833622845812,0.0094164605448953,0.005422018320276,0.0148384788651714,108.5,105.9,102.5,91.8,0.554,0.356,0.796,0.214,0.113,0.357,423,0.005,0.357,0.679,DH|LF,70.34912109375,0.09920635,0.13157895,0.25,109.5,151.0,103.8,0.02158,0.01199,0.05578543284093494,0.20132530741442087,0.20549613469309042,0.0109,0.28845,0.1314,0.0706,0.0212,0.0921,0.2941,0.2941,1.029
Jackson Merrill,OF,OF,OF,False,1.0,701538,400,1597,0.0753326735120626,-0.0103654563191796,0.0272337337221835,0.0168682774030038,109.3,97.3,106.8,92.2,0.551,0.362,0.757,0.172,0.133,0.383,400,0.027,0.383,0.667,CF,73.55164388020833,0.09166667,0.12790698,0.15833333,108.6,136.0,104.0,0.04914,0.00246,0.053875491609373556,0.2219727172975102,0.213880473667725,0.005,0.31055,0.1367,0.0735,0.0412,0.092,0.3022,0.3022,1.058
Bryan Reynolds,OF,OF|DH,"OF, DH",True,2.0,668804,431,1728,0.0772030297831375,-0.0139620266839362,0.0357918005010551,0.0218297738171189,111.1,95.8,108.5,93.2,0.45,0.239,0.746,0.151,0.118,0.422,431,0.036,0.422,0.683,DH|LF|RF,72.7673204787234,0.10212766,0.14117647,0.20425532,109.5,156.0,104.6,0.01609,0.01839,0.09362753784831647,0.24890680337094317,0.21506083490622935,0.0149,0.34369999999999995,0.1673,0.0787,0.0171,0.0918,0.3378,0.3378,1.182
Caleb Roberts,,,,,,681134,3,18,0.1004342838831527,-0.0615502574186654,,-0.0615502574186654,133.9,75.1,,75.8,0.5,0.295,0.789,0.111,0.056,,3,,,0.015,,,,,,,,,,,0.07630544066929289,0.15819514577946797,0.14429544127150412,0.009,,,,0.02,0.0914,,,
Ryan Vilade,OF,OF,OF,False,1.0,668723,173,687,0.0758148327378414,-0.0052754136054986,-0.006706582471964,-0.0119819960774626,109.8,99.5,100.1,86.2,0.495,0.302,0.815,0.179,0.087,0.35,173,-0.007,0.35,0.464,1B|LF|RF,75.54316653481013,0.07594937,0.0952381,0.12658228,108.4,44.0,100.5,0.01796,0.00599,0.07325430686078101,0.19102196595072243,0.18183661576499532,0.0078,0.2825,0.1345,0.0655,0.0189,0.0908,0.2908,0.2908,1.018
Nolan Schubart,,,,,,702278,3,17,0.1191680178426073,-0.0098852493792333,,-0.0098852493792333,152.2,97.5,,86.6,0.294,0.276,0.781,0.118,0.059,,3,,,0.015,,,,,,,,,,,0.08303839901971184,0.16841589359413747,0.14654620874419483,0.009,,,,0.02,0.0902,,,
J. P. Crawford,SS,3B|SS,"3B, SS",True,2.0,641487,340,1439,0.0501668921902716,0.0085421432010244,-0.0197525097751204,-0.0112103665740959,84.7,105.5,97.6,86.3,0.382,0.21,0.833,0.151,0.059,0.348,340,-0.02,0.348,0.63,3B|SS,71.86022619298987,0.12162162,0.14634146,0.33108108,107.8,115.0,102.9,0.00287,0.01433,0.10211822876322982,0.1920420241431628,0.15977810148262617,0.0121,0.28079999999999994,0.1462,0.062,0.0081,0.0901,0.2983,0.2983,1.044
Alejandro Osuna,OF,OF,OF,False,1.0,696030,197,698,0.0580855602247937,0.0184561935626691,-0.062526610560273,-0.0440704169976039,92.4,109.8,89.1,79.4,0.477,0.304,0.839,0.203,0.06,0.292,197,-0.063,0.292,0.496,CF|LF|RF,71.29090073529412,0.08823529,0.10344828,0.11764706,106.0,22.0,96.5,0.02094,0.04188,0.07203693995625808,0.15953244869120103,0.13334485633445814,0.0235,0.23319999999999996,0.1216,0.0517,0.0205,0.0898,0.2631,0.2631,0.921
Mookie Betts,SS,SS,SS,False,1.0,605141,274,1042,0.0589481374959186,0.052113960355953,-0.0460298433919318,0.0060841169640211,93.3,124.4,92.4,89.9,0.413,0.227,0.843,0.21,0.049,0.342,274,-0.046,0.342,0.578,SS,69.11607530381944,0.13888889,0.14705882,0.55555556,102.0,32.0,105.4,0.00368,0.00368,0.09691491118675019,0.17455888570191352,0.15163972898091993,0.0062,0.2757,0.1402,0.0591,0.0095,0.0897,0.289,0.289,1.011
Joey Wiemer,OF,OF,OF,False,1.0,686894,93,373,0.0484425584064858,-0.0210957161975583,0.0486534624898594,0.027557746292301,83.0,92.7,111.1,94.4,0.41,0.283,0.747,0.126,0.121,0.417,93,0.049,0.417,0.317,CF|RF,71.6658935546875,0.11956522,0.16666667,0.18478261,110.5,66.0,105.3,0.01205,0.01205,0.07850478610481257,0.23657533566154307,0.22077780145231712,0.0098,0.33945,0.1583,0.0787,0.017,0.0895,0.3265,0.3265,1.143
Nelson Velázquez,OF,OF,OF,False,1.0,676369,68,259,0.0830358948369873,-0.0146247651180131,0.0875189362566453,0.0728941711386321,116.8,95.5,118.7,103.9,0.517,0.308,0.748,0.17,0.166,0.492,68,0.088,0.492,0.254,DH|LF,,,,,,,110.9,0.0,0.01471,0.07154816541768086,0.2789153336361639,0.2728836389873434,0.0102,0.40319999999999995,0.1794,0.0946,0.0138,0.0895,0.3635,0.3635,1.272
Kyle Isbel,OF,OF,OF,False,1.0,664728,192,696,0.0486373519346162,0.0201711968969687,-0.041970034992008,-0.0217988380950393,83.2,110.5,93.2,84.1,0.467,0.311,0.82,0.193,0.069,0.321,192,-0.042,0.321,0.49,CF,71.38969216417911,0.08955224,0.11320755,0.26865672,107.5,95.0,99.3,0.02732,0.01639,0.06947558305872563,0.1672845049361547,0.15089464344240533,0.0122,0.25784999999999997,0.1256,0.0566,0.0241,0.0894,0.2716,0.2716,0.951
Jacob Young,OF,OF,OF,False,1.0,696285,304,1134,0.0472113207255707,0.0344812202925019,-0.0335981434938393,0.0008830767986625,81.8,116.8,94.8,88.8,0.429,0.266,0.802,0.198,0.084,0.34,304,-0.034,0.34,0.603,CF,69.81041475183824,0.10588235,0.13533835,0.34705882,107.8,119.0,102.0,0.03691,0.01678,0.08395134859010076,0.20048966026024073,0.16041291766301674,0.0133,0.274,0.1374,0.0608,0.0313,0.0885,0.2867,0.2867,1.003
Nathan Martorella,,,,,,687210,4,16,0.0811573352976187,-0.0183537612962015,,-0.0183537612962015,115.0,93.8,,84.8,0.312,0.291,0.777,0.125,0.062,,4,,,0.02,,,,,,,,,,,0.0769750053427954,0.16646560445930914,0.14879697621688553,0.009,,,,0.02,0.0883,,,
Seiya Suzuki,OF,OF|DH,"OF, DH",True,2.0,673548,344,1486,0.0609740747578548,-0.0067979163398962,0.0229813127962572,0.0161833964563609,95.3,98.9,106.0,92.0,0.409,0.241,0.755,0.146,0.095,0.399,344,0.023,0.399,0.632,DH|RF,73.05561342592593,0.11111111,0.14563107,0.22222222,110.0,92.0,103.9,0.00281,0.00843,0.09246276443759001,0.2219763340980219,0.2009249526275267,0.0087,0.32415,0.1574,0.0737,0.008,0.0881,0.3192,0.3192,1.117
Mauricio Dubón,OF,SS|OF,"SS, OF",True,2.0,643289,392,1444,0.0692503265317354,0.023591466720071,-0.02605639471319,-0.0024649279931189,103.3,112.0,96.3,88.1,0.52,0.34,0.838,0.213,0.075,0.338,392,-0.026,0.338,0.662,3B|CF|LF|SS,69.16123093600478,0.0861244,0.10169492,0.28229665,106.3,131.0,101.6,0.00777,0.00518,0.06077780526198875,0.16374189834148317,0.1731496007931484,0.0067,0.2723,0.1257,0.0619,0.0112,0.0881,0.2757,0.2757,0.965
Vinnie Pasquantino,1B,1B,1B,False,1.0,686469,316,1264,0.0568700435636614,0.0258726517594334,-0.027623409321743,-0.0017507575623096,91.2,113.0,96.0,88.3,0.457,0.296,0.841,0.178,0.065,0.333,316,-0.028,0.333,0.612,1B|DH,69.68617852393616,0.09787234,0.1185567,0.24255319,108.1,138.0,97.8,0.01299,0.00325,0.0745791454738569,0.16809503207433307,0.16044862082006256,0.0058,0.26805,0.1289,0.0594,0.0152,0.0879,0.2762,0.2762,0.967
Samuel Basallo,C,C|DH,"C, DH",True,2.0,694212,317,1185,0.0509303954068661,0.003057964663688,0.0768705033543235,0.0799284680180115,85.4,103.1,116.6,105.4,0.526,0.345,0.733,0.173,0.15,0.428,317,0.077,0.428,0.613,1B|C|DH,75.19393784832802,0.15286624,0.23300971,0.25477707,111.4,100.0,111.9,0.0,0.00322,0.05857588390142466,0.24743418971530973,0.26444636686440076,0.0058,0.34879999999999994,0.1529,0.0883,0.0064,0.0878,0.329,0.329,1.152
Jj Bleday,OF,OF,OF,False,1.0,668709,290,1171,0.0810517961196964,-0.0112395275720036,0.0312004643009901,0.0199609367289865,114.9,96.9,107.6,92.8,0.457,0.245,0.75,0.162,0.116,0.407,290,0.031,0.407,0.592,DH|LF|RF,74.66922433035714,0.17142857,0.24,0.28571429,112.0,20.0,104.4,0.01684,0.00673,0.09181620941762343,0.24447944932773172,0.21425632739156064,0.0078,0.33094999999999997,0.1593,0.0773,0.0179,0.0873,0.3239,0.3239,1.134
Rafael Devers,1B,1B|DH,"1B, DH",True,2.0,646240,423,1712,0.0637755468862113,-0.0231384566104584,0.0647058184268455,0.0415673618163871,98.0,91.8,114.2,97.4,0.488,0.318,0.726,0.156,0.133,0.413,423,0.065,0.413,0.679,1B|DH,71.22538774215867,0.099631,0.14361702,0.2103321,110.3,140.0,101.7,0.0,0.00238,0.0677031285681399,0.2377234709968604,0.24677539407172977,0.0048,0.33604999999999996,0.1512,0.0837,0.0052,0.0868,0.3217,0.3217,1.126
Luis Urías,2B,2B,2B,False,1.0,649966,31,117,0.0773820844145853,0.038581939391728,-0.0705977802299616,-0.0320158408382336,111.3,118.5,87.6,82.0,0.496,0.317,0.814,0.214,0.043,0.296,31,-0.071,0.296,0.134,2B,,,,,,,101.3,0.0,0.0,0.06846301831506617,0.1355028629733424,0.12891795208719437,0.008,0.23659999999999998,0.1158,0.0497,0.0166,0.0865,0.252,0.252,0.882
Steven Kwan,OF,OF,OF,False,1.0,680757,366,1454,0.0378105753531859,0.0698299902823748,-0.0815934586496356,-0.0117634683672608,72.6,132.1,85.4,86.2,0.359,0.218,0.899,0.188,0.023,0.29,366,-0.082,0.29,0.647,CF|LF,62.82240674674856,0.01734104,0.01818182,0.38150289,100.8,145.0,100.5,0.01644,0.00822,0.09913883982844804,0.1481468188638797,0.1091756224772944,0.0085,0.23149999999999998,0.1255,0.0466,0.0175,0.0862,0.2583,0.2583,0.904
Drew Cavanaugh,C,C,C,False,1.0,701852,43,164,0.0791205276381085,-0.0270749880962524,-0.0107432880604748,-0.0378182761567272,113.0,90.1,99.4,80.7,0.47,0.304,0.808,0.159,0.079,0.376,43,-0.011,0.376,0.177,C,,,,,,,99.5,0.0,0.0,0.07271408118888736,0.18118792662755168,0.1710834774106214,0.0077,0.3046,0.1425,0.0642,0.0155,0.0858,0.2925,0.2925,1.024
Daniel Vellojin,,,,,,678962,3,15,0.0899952004366242,-0.0692944197349893,,-0.0692944197349893,123.6,71.8,,74.2,0.533,0.294,0.786,0.133,0.067,,3,,,0.015,,,,,,,,,,,0.07628957638272152,0.1710904994176036,0.15136928189996068,0.009,,,,0.02,0.0856,,,
Matt Mclain,2B,2B|SS,"2B, SS",True,2.0,680574,318,1267,0.0639714075654079,-0.0092754268236271,0.006631938055845,-0.002643488767782,98.2,97.8,102.8,88.1,0.426,0.229,0.783,0.152,0.105,0.376,318,0.007,0.376,0.614,2B|CF|SS,71.68361217570755,0.0754717,0.09756098,0.23584906,110.5,143.0,105.6,0.0356,0.00971,0.09643056610201527,0.237669614164345,0.18665640614900697,0.0094,0.3046,0.1519,0.0694,0.0306,0.0854,0.3067,0.3067,1.073
Xavier Edwards,2B,2B,2B,False,1.0,669364,415,1618,0.0634611127027366,0.0416059762273332,-0.0555460443334148,-0.0139400681060816,97.7,119.8,90.5,85.7,0.428,0.238,0.851,0.198,0.057,0.323,415,-0.056,0.323,0.675,2B|DH,67.39676339285714,0.08994709,0.10429448,0.40740741,105.7,145.0,103.9,0.03325,0.0,0.09350977366751448,0.17973929325027627,0.1382980082101698,0.0034,0.25955,0.1319,0.0546,0.0297,0.0852,0.2717,0.2717,0.951
Jim Jarvis,SS,SS,SS,False,1.0,805347,41,171,0.0582479005931377,0.0056369449885006,-0.0368939202361656,-0.031256975247665,92.6,104.2,94.2,82.1,0.456,0.315,0.808,0.175,0.064,0.333,41,-0.037,0.333,0.17,SS,,,,,,,100.0,0.0,0.02222,0.0684937445158067,0.16015380825296366,0.15004793172422193,0.0109,0.26805,0.1286,0.0569,0.0157,0.085,0.2705,0.2705,0.947
Gary Sánchez,C,C|DH,"C, DH",True,2.0,596142,179,750,0.0513410638932071,0.025838856129759,0.0006251454100492,0.0264640015398082,85.8,113.0,101.6,94.2,0.347,0.232,0.751,0.151,0.081,0.373,179,0.001,0.373,0.472,1B|C|DH,71.93651543288935,0.13114754,0.17391304,0.24590164,109.1,88.0,106.3,0.0,0.01105,0.09505484753586299,0.2092414112197885,0.18011947350952034,0.0099,0.30205,0.1506,0.0676,0.0091,0.0849,0.3031,0.3031,1.061
Ty France,1B,1B,1B,False,1.0,664034,243,962,0.0842059510587171,-0.017936783794769,0.0328380810821007,0.0149012972873316,118.0,94.0,107.9,91.8,0.534,0.334,0.762,0.172,0.13,0.398,243,0.033,0.398,0.549,1B|DH,71.49540301067073,0.19512195,0.24242424,0.29268293,107.7,56.0,99.3,0.00412,0.03292,0.06319724596470323,0.22857663820714658,0.21927035421492064,0.0208,0.3233,0.1507,0.0771,0.0102,0.0849,0.3127,0.3127,1.094
