batter_name,primary_position,fantasy_positions,fantasy_positions_display,is_multi_position,position_count,batter,pa,pitches,decision_raw,contact_raw,power_raw,process_raw,decision_plus,k_avoidance_plus,power_plus,process_plus,swing_pct,chase_pct,contact_pct,in_play_pct,whiff_pct,xwoba_actual,pa_pitches,xwoba_vs_expected,xwoba_on_contact,blend_weight,all_positions_seen,avg_swing_speed,blast_rate,blast_contact_rate,squared_up_rate,max_ev,swing_count,proc_plus_positional,sb_per_pa_raw,hbp_per_pa_raw,est_bb_rate,est_k_rate,est_tb_rate,est_hbp_rate,est_h_rate,est_r_rate,est_rbi_rate,est_sb_rate,core_fp_per_pa,full_fp_per_pa,fp_per_pa,fp_per_game
José Fermín,OF,3B|OF,"3B, OF",True,2.0,665877,188,770,0.0602313849206611,0.0382330115015888,-0.0863393611879547,-0.0481063496863658,94.5,118.4,84.5,78.6,0.409,0.265,0.843,0.192,0.049,0.286,188,-0.086,0.286,0.485,1B|2B|3B|CF|DH|LF|SS,67.78068801591981,0.11320755,0.13333333,0.33962264,105.1,38.0,96.0,0.01613,0.0,0.08469151577685334,0.16095596205247467,0.10584416726074064,0.0051,0.22809999999999997,0.1176,0.0445,0.0178,0.0525,0.2146,0.2146,0.751
Donovan Walton,3B,3B,3B,False,1.0,622268,111,422,0.0796511262912098,0.0018313540736646,-0.0207614449030069,-0.0189300908293422,113.5,102.6,97.4,84.7,0.509,0.304,0.776,0.192,0.107,0.36,111,-0.021,0.36,0.357,2B|3B|DH,,,,,,,101.5,0.0,0.00935,0.07273051665569875,0.21310126253375272,0.17161142786733002,0.0091,0.291,0.1379,0.0636,0.0115,0.0518,0.2533,0.2533,0.887
Luke Maile,C,C,C,False,1.0,571912,7,20,0.0576669938108259,-0.0263125475821446,-0.2034653478128395,-0.2297778953949842,92.0,90.4,61.4,40.6,0.55,0.304,0.795,0.2,0.05,0.213,7,-0.203,0.213,0.034,C,,,,,,,79.4,0.0,0.0,0.07202379158280897,0.14813482872470068,0.1,0.0088,0.16604999999999998,0.0913,0.0122,0.0191,0.0518,0.1553,0.1553,0.544
Brayan Rocchio,SS,2B|SS,"2B, SS",True,2.0,677587,376,1428,0.0670117122392632,0.02411700844326,-0.0564696718466674,-0.0323526634034073,101.2,112.3,90.3,81.9,0.494,0.294,0.801,0.202,0.103,0.318,376,-0.056,0.318,0.653,2B|SS,69.8438559478184,0.07075472,0.09036145,0.25943396,108.1,127.0,99.9,0.04043,0.01887,0.07555326746957124,0.21212193129700488,0.13866124480122433,0.0149,0.25529999999999997,0.1279,0.054,0.0346,0.0516,0.2335,0.2335,0.817
Blake Dunn,OF,OF,OF,False,1.0,694362,153,542,0.0588115097321281,0.0154495543097776,-0.0522778980036922,-0.0368283436939146,93.1,108.5,91.2,81.0,0.469,0.304,0.755,0.199,0.098,0.323,153,-0.052,0.323,0.433,CF|LF|RF,,,,,,,97.4,0.03871,0.0129,0.07205994960979403,0.20284340456390237,0.14228913093459933,0.0105,0.25955,0.1266,0.0547,0.0294,0.0514,0.2327,0.2327,0.814
Nathan Church,OF,OF,OF,False,1.0,701675,265,1018,0.0556820172086806,0.0041220738783841,-0.0207894290326421,-0.0166673551542579,90.1,103.6,97.4,85.2,0.572,0.411,0.785,0.192,0.117,0.331,265,-0.021,0.331,0.57,CF|LF|RF,70.73947924236919,0.0872093,0.11363636,0.21511628,110.1,104.0,99.9,0.01887,0.00755,0.037431759526396075,0.1861959132768332,0.17233953938066054,0.0083,0.26635,0.1155,0.0601,0.0193,0.0512,0.2268,0.2268,0.794
Masyn Winn,SS,SS,SS,False,1.0,691026,368,1447,0.0560831742725339,0.015743870368824,-0.0527732611820911,-0.0370293908132671,90.5,108.6,91.1,80.9,0.428,0.251,0.792,0.178,0.087,0.324,368,-0.053,0.324,0.648,SS,69.83761088053386,0.08854167,0.11111111,0.25,108.0,125.0,99.2,0.02162,0.01892,0.08907792065876798,0.20927852137496927,0.13498749486381467,0.0149,0.26039999999999996,0.1348,0.0543,0.0212,0.0509,0.24,0.24,0.84
Zach Cole,OF,OF,OF,False,1.0,805904,59,248,0.0379190452512813,-0.0249991340642362,0.087587768793059,0.0625886347288227,72.7,91.0,118.7,101.8,0.444,0.3,0.669,0.133,0.19,0.462,59,0.088,0.462,0.228,CF|LF|RF,,,,,,,109.6,0.0,0.01887,0.07268020788286238,0.30913339495564657,0.2617399440100147,0.0109,0.3777,0.1707,0.0905,0.0144,0.0506,0.3118,0.3118,1.091
Jonny Deluca,OF,OF,OF,False,1.0,676356,194,706,0.0634138860869672,0.0173053716994355,-0.0262299228633347,-0.0089245511638991,97.6,109.3,96.3,86.8,0.525,0.335,0.778,0.204,0.125,0.343,194,-0.026,0.343,0.492,CF|RF,73.84651973329741,0.14655172,0.1827957,0.19827586,109.0,72.0,100.8,0.04762,0.0,0.062203972589055245,0.2225198565489111,0.1701302204318733,0.0051,0.27655,0.1272,0.0615,0.0356,0.0505,0.2392,0.2392,0.837
José Azócar,OF,OF,OF,False,1.0,640492,22,77,0.0557193144932896,0.0145488296937329,0.0103914274300868,0.0249402571238198,90.1,108.1,103.5,93.9,0.597,0.352,0.774,0.221,0.156,0.359,22,0.01,0.359,0.099,LF|RF,,,,,,,105.0,0.05556,0.0,0.05647143298124885,0.2517669599703133,0.21293895117014794,0.0083,0.29014999999999996,0.1313,0.0724,0.0245,0.0504,0.2541,0.2541,0.889
Max Kepler,OF,OF,OF,False,1.0,596146,46,169,0.0582451278365399,0.0001909757744454,0.0210346848149232,0.0212256605893686,92.6,101.9,105.6,93.1,0.58,0.373,0.765,0.189,0.148,0.392,46,0.021,0.392,0.187,DH|LF,,,,,,,104.5,0.0,0.0,0.04977677739069718,0.2351314588224231,0.21282994129239985,0.0076,0.3182,0.139,0.0736,0.0153,0.0504,0.263,0.263,0.921
Conner Capel,,,,,,668843,5,19,0.0737911562624124,0.0066765250511755,,0.0066765250511755,107.8,104.7,,90.1,0.474,0.289,0.787,0.158,0.105,,5,,,0.024,,,,,,,,,,,0.07738374728019792,0.2161913136652311,0.15940773715957035,0.009,,,,0.02,0.0496,,,
Mike Yastrzemski,OF,OF,OF,False,1.0,573262,270,1137,0.0475900176481207,0.0072740965368718,-0.0331721019871323,-0.0258980054502605,82.2,105.0,94.9,83.2,0.411,0.278,0.778,0.152,0.086,0.342,270,-0.033,0.342,0.574,LF|RF,70.70107246444611,0.07784431,0.1,0.26946108,105.1,109.0,98.7,0.00382,0.01527,0.08009202100663067,0.198473524153718,0.14609617175735806,0.0123,0.2757,0.1362,0.0571,0.0096,0.0496,0.2429,0.2429,0.85
Kyle Karros,3B,3B,3B,False,1.0,691720,335,1362,0.0688287763957089,0.0005915159960968,-0.0101969141834665,-0.0096053981873696,102.9,102.1,99.5,86.6,0.446,0.26,0.758,0.162,0.109,0.371,335,-0.01,0.371,0.626,3B,69.78462563222543,0.05202312,0.06818182,0.24277457,111.8,115.0,102.7,0.00906,0.00906,0.08658116326800104,0.23113154022640298,0.17269785486873945,0.009,0.30034999999999995,0.1465,0.0652,0.0124,0.0495,0.2612,0.2612,0.914
Yanquiel Fernández,,,,,,692585,2,7,0.1035247195073496,-0.0106500700093807,,-0.0106500700093807,136.9,97.2,,86.4,0.857,0.31,0.789,0.286,0.143,,2,,,0.01,,,,,,,,,,,0.0715634585240122,0.2519848643632425,0.20056462808877196,0.009,,,,0.02,0.0491,,,
Jeff Mcneil,2B,2B,2B,False,1.0,643446,304,1114,0.0881601066947775,0.0087503087785641,-0.066349906459388,-0.0575995976808238,121.8,105.6,88.4,76.6,0.565,0.311,0.84,0.219,0.077,0.305,304,-0.066,0.305,0.603,1B|2B,68.0905372509058,0.0531401,0.06145251,0.30917874,105.0,117.0,97.5,0.00333,0.01333,0.07074440109656496,0.176402600909355,0.13449348837024272,0.0114,0.24424999999999997,0.1208,0.0519,0.0088,0.049,0.2217,0.2217,0.776
Ruben Ibarra,,,,,,702140,3,12,0.0147382915408759,-0.0276020971628235,,-0.0276020971628235,50.0,89.8,,82.9,0.25,0.295,0.774,0.083,0.083,,3,,,0.015,,,,,,,,,,,0.0735475693383416,0.18896871968901896,0.1352923713807413,0.009,,,,0.02,0.0489,,,
Cristian Pache,,,,,,665506,5,24,0.0102608648014367,-0.0315377738188386,,-0.0315377738188386,45.7,88.1,,82.1,0.375,0.294,0.789,0.083,0.083,,5,,,0.024,,,,,,,,,,,0.07372893065350691,0.18932669136400418,0.1352923713807413,0.009,,,,0.02,0.0487,,,
Mike Tauchman,,,,,,643565,4,19,0.0288729935558868,-0.0064679500985241,,-0.0064679500985241,63.9,99.0,,87.3,0.579,0.3,0.784,0.158,0.105,,4,,,0.02,,,,,,,,,,,0.0723909436669819,0.21225362524039354,0.15940773715957035,0.009,,,,0.02,0.0485,,,
Brett Baty,3B,2B|3B|OF,"2B, 3B, OF",True,3.0,683146,338,1353,0.0662949553887594,-0.0099570156504806,0.0047795184465336,-0.0051774972039469,100.5,97.5,102.4,87.6,0.477,0.287,0.743,0.157,0.126,0.375,338,0.005,0.375,0.628,1B|2B|3B|DH|RF,74.97604387358757,0.10734463,0.14615385,0.23728814,110.6,108.0,103.3,0.01484,0.0089,0.07778920212423816,0.24084225894485234,0.18619229905789486,0.0089,0.30374999999999996,0.1445,0.0681,0.0164,0.0484,0.261,0.261,0.914
Yainer Diaz,C,C,C,False,1.0,673237,184,586,0.0671425447172295,0.037816867047392,-0.0348778549182967,0.0029390121290953,101.3,118.2,94.6,89.3,0.561,0.369,0.777,0.251,0.113,0.325,184,-0.035,0.325,0.479,C|DH,72.26155783913352,0.08522727,0.10791367,0.31818182,109.6,106.0,103.8,0.0,0.00546,0.051353579832188447,0.19667167563961285,0.17678259949853753,0.0075,0.26125,0.1184,0.0616,0.009,0.048,0.228,0.228,0.798
Romeo Sanabria,,,,,,703804,3,7,0.0762543873755433,0.0062238874174629,,0.0062238874174629,110.2,104.5,,90.0,0.571,0.301,0.777,0.286,0.143,,3,,,0.015,,,,,,,,,,,0.07359016156397338,0.25520660943810963,0.20056462808877196,0.009,,,,0.02,0.0479,,,
Dylan Crews,OF,OF,OF,False,1.0,686611,198,703,0.0697034260547943,0.0019699824454884,0.0003629593111613,0.0023329417566498,103.8,102.7,101.5,89.1,0.532,0.351,0.764,0.198,0.152,0.373,198,0.0,0.373,0.497,CF|LF|RF,,,,,,,102.2,0.02941,0.02941,0.05724447110162421,0.2475658836586984,0.1947075430384373,0.018,0.30205,0.1396,0.0694,0.0254,0.0478,0.2568,0.2568,0.899
Alex Call,OF,OF,OF,False,1.0,669743,142,626,0.0699558379377803,-0.0026484080079067,-0.1326291887845554,-0.1352775967924621,104.0,100.7,75.3,60.4,0.419,0.216,0.866,0.157,0.051,0.243,142,-0.133,0.243,0.415,CF|LF|RF,68.50301387392241,0.01724138,0.01818182,0.27586207,104.0,39.0,85.3,0.00741,0.02222,0.10081639980368988,0.1807760981200512,0.1,0.0138,0.19155,0.1133,0.0298,0.0139,0.0477,0.1908,0.1908,0.668
Carlos Jorge,,,,,,699115,2,7,0.060006725947133,-0.0091470910284549,,-0.0091470910284549,94.3,97.8,,86.7,0.714,0.301,0.784,0.286,0.143,,2,,,0.01,,,,,,,,,,,0.07306751371937117,0.25520660943810963,0.20056462808877196,0.009,,,,0.02,0.0474,,,
Tony Bullard,,,,,,669233,2,7,0.0626286246946885,0.0718576738606462,,0.0718576738606462,96.9,133.0,,103.7,0.571,0.296,0.772,0.286,0.143,,2,,,0.01,,,,,,,,,,,0.07476650979550674,0.2569964678130358,0.20056462808877196,0.009,,,,0.02,0.0473,,,
Andy Weber,,,,,,681581,2,7,0.04434045257673,0.0749451924796421,,0.0749451924796421,79.0,134.3,,104.3,0.714,0.303,0.78,0.286,0.143,,2,,,0.01,,,,,,,,,,,0.07191917577545609,0.2544906660881392,0.20056462808877196,0.009,,,,0.02,0.047,,,
Alex Bregman,3B,3B,3B,False,1.0,608324,442,1749,0.0629403681190134,0.0227187372050691,-0.0684191721230976,-0.0457004349180284,97.2,111.7,88.0,79.1,0.408,0.213,0.827,0.181,0.064,0.305,442,-0.068,0.305,0.688,3B|DH,69.99607071786556,0.12735849,0.15083799,0.37264151,108.3,156.0,98.0,0.0045,0.01577,0.10156099644428478,0.19666691910145734,0.12017813093903873,0.0133,0.24424999999999997,0.1329,0.0504,0.0084,0.0468,0.2301,0.2301,0.805
Starling Marte,OF,OF|DH,"OF, DH",True,2.0,516782,130,490,0.0748327366683352,-0.0202898420899982,0.0041661579563359,-0.0161236841336622,108.8,93.0,102.3,85.3,0.518,0.325,0.749,0.171,0.135,0.386,130,0.004,0.386,0.394,DH|LF|RF,71.87420839251894,0.09090909,0.12,0.24242424,109.2,35.0,100.0,0.008,0.024,0.06579919034306307,0.23749719326526383,0.1898934274149326,0.0141,0.3131,0.1454,0.0692,0.0144,0.0467,0.2613,0.2613,0.915
Jake Fox,,,,,,695780,2,11,0.1569231601707713,-0.0863451772202256,,-0.0863451772202256,189.1,64.4,,70.6,0.364,0.284,0.772,0.091,0.091,,2,,,0.01,,,,,,,,,,,0.08166968583244633,0.2020245040870568,0.1378646770638164,0.009,,,,0.02,0.0465,,,
Gavin Lux,,,,,,666158,6,34,0.0647806236896138,-0.0697112080579717,,-0.0697112080579717,99.0,71.6,,74.1,0.412,0.287,0.782,0.088,0.088,,6,,,0.029,,,,,,,,,,,0.07773989572380399,0.197531303072151,0.13690006243266323,0.009,,,,0.02,0.0461,,,
Brandon Valenzuela,C,C,C,False,1.0,678218,189,761,0.0697085055722762,-0.0135612181354366,0.0033912932423534,-0.0101699248930832,103.8,95.9,102.1,86.5,0.497,0.32,0.746,0.156,0.12,0.39,189,0.003,0.39,0.486,C|DH,72.56335302146084,0.09638554,0.14814815,0.1686747,111.4,47.0,102.4,0.00524,0.0,0.0672483673236655,0.22219062169043946,0.1839214723666157,0.0051,0.3165,0.1439,0.0675,0.0118,0.0459,0.2573,0.2573,0.901
Hyeseong Kim,SS,2B|SS,"2B, SS",True,2.0,808975,133,532,0.0702019794551535,-0.0196038914165427,-0.0187018496250951,-0.0383057410416379,104.3,93.3,97.8,80.6,0.477,0.29,0.777,0.165,0.118,0.365,133,-0.019,0.365,0.399,2B|SS,66.44231499565973,0.0462963,0.05617978,0.28703704,103.0,68.0,99.0,0.03817,0.0,0.07694599268277492,0.23065024794669634,0.16490126515573306,0.0059,0.29524999999999996,0.1399,0.0623,0.0285,0.0456,0.2478,0.2478,0.867
Lawrence Butler,OF,OF,OF,False,1.0,671732,290,1206,0.0696197220694999,-0.0259333308762601,-0.0079028800747207,-0.0338362109509808,103.7,90.6,99.9,81.6,0.458,0.273,0.744,0.145,0.115,0.362,290,-0.008,0.362,0.592,CF|RF,73.7328125,0.10810811,0.15151515,0.18918919,112.7,112.0,97.8,0.02113,0.00352,0.0824122777282368,0.23331648043149517,0.16955457637087018,0.0061,0.29269999999999996,0.141,0.0636,0.0207,0.0455,0.2501,0.2501,0.875
Ben Cowles,,,,,,701496,4,18,0.063233882654277,-0.0359638822885488,,-0.0359638822885488,97.5,86.2,,81.1,0.444,0.291,0.776,0.167,0.111,,4,,,0.02,,,,,,,,,,,0.07639976400439674,0.22231394229516088,0.16230158105302983,0.009,,,,0.02,0.0454,,,
Jackson Holliday,2B,2B,2B,False,1.0,702616,148,590,0.0505872120101452,-0.0083273205550129,0.0028542287499047,-0.0054730918051081,85.1,98.2,102.0,87.5,0.425,0.255,0.725,0.144,0.125,0.38,148,0.003,0.38,0.425,2B,,,,,,,105.2,0.02649,0.0,0.08760959229823188,0.2511575905477297,0.179789860418485,0.0057,0.308,0.1485,0.0672,0.0232,0.0451,0.2608,0.2608,0.913
Matt O'Neill,,,,,,690841,3,7,-0.0145928112325665,0.112961356632121,,0.112961356632121,21.3,150.8,,112.3,0.429,0.3,0.785,0.286,0.143,,3,,,0.015,,,,,,,,,,,0.07099064189465144,0.2555645811130949,0.20056462808877196,0.009,,,,0.02,0.045,,,
José Miranda,,,,,,669304,7,24,0.0834854783694593,0.0109630935804979,,0.0109630935804979,117.3,106.6,,91.0,0.542,0.331,0.773,0.208,0.125,,7,,,0.034,,,,,,,,,,,0.0641423553003971,0.22395174324885203,0.17548464767878974,0.009,,,,0.02,0.0447,,,
Nick Fortes,C,C,C,False,1.0,663743,233,797,0.0588867064580626,0.046291660010715,-0.090147536306321,-0.0438558762956059,93.2,121.9,83.7,79.5,0.524,0.355,0.847,0.237,0.074,0.275,233,-0.09,0.275,0.538,C,72.18171460700758,0.15151515,0.17699115,0.27272727,108.9,89.0,98.9,0.0,0.03478,0.05560521388624967,0.15723256122005472,0.11639575608403802,0.0214,0.21875,0.1094,0.0457,0.0078,0.044,0.1991,0.1991,0.697
Nicky Lopez,2B,2B,2B,False,1.0,670032,138,492,0.0651953673704931,0.02970460479911,-0.0807611692755043,-0.0510565644763943,99.4,114.7,85.6,78.0,0.52,0.336,0.809,0.226,0.085,0.276,138,-0.081,0.276,0.408,2B|SS,,,,,,,98.5,0.02899,0.01449,0.061940433939832985,0.17657140500792445,0.12279402930008332,0.011,0.21960000000000002,0.1082,0.047,0.0243,0.0435,0.1987,0.1987,0.695
Johnathan Rodríguez,OF,OF,OF,False,1.0,671286,11,55,0.0844213614680378,-0.0757336863081669,-0.014723450741991,-0.090457137050158,118.2,69.0,98.6,69.7,0.473,0.283,0.79,0.073,0.091,0.383,11,-0.015,0.383,0.052,RF,74.84548950195312,0.08333333,0.1,0.08333333,100.5,11.0,90.8,0.0,0.0,0.07966184296833445,0.20238247576204202,0.13906162938942768,0.0086,0.31055,0.1476,0.0573,0.0186,0.0435,0.2484,0.2484,0.869
Brandon Lockridge,OF,OF,OF,False,1.0,663604,103,431,0.0614188193134191,-0.0209292645274569,-0.039128794174712,-0.060058058702169,95.7,92.7,93.8,76.1,0.45,0.312,0.78,0.153,0.104,0.322,103,-0.039,0.322,0.34,CF|LF,72.82858455882354,0.10457516,0.14285714,0.15686275,110.4,93.0,94.6,0.05208,0.0,0.06956376339926712,0.20681820314392074,0.14115336588836247,0.0064,0.2587,0.1238,0.054,0.0331,0.0434,0.2212,0.2212,0.774
Carson Kelly,C,C,C,False,1.0,608348,264,1035,0.0689625283452615,0.0164589624468336,-0.0424814592650793,-0.0260224968182456,103.1,108.9,93.1,83.2,0.451,0.274,0.789,0.18,0.088,0.341,264,-0.042,0.341,0.569,1B|C|DH,71.14757020323427,0.17482517,0.21929825,0.32167832,108.4,96.0,100.8,0.0,0.01158,0.08206984883831986,0.20218493484695899,0.14568827447699645,0.0103,0.27485,0.1359,0.057,0.0072,0.0431,0.236,0.236,0.826
David Hamilton,3B,3B|SS,"3B, SS",True,2.0,666152,245,980,0.0561351812064818,0.006340262673196,-0.0848119962757367,-0.0784717336025407,90.5,104.6,84.8,72.2,0.459,0.313,0.821,0.169,0.087,0.288,245,-0.085,0.288,0.551,2B|3B|SS,68.76264784071181,0.07638889,0.09016393,0.20138889,109.9,99.0,93.6,0.07563,0.0042,0.06907012821468539,0.18708427752588486,0.1,0.0066,0.22979999999999995,0.113,0.0423,0.0545,0.0431,0.1984,0.1984,0.694
Jarren Duran,OF,OF,OF,False,1.0,680776,397,1471,0.0525260070619349,-0.0062923970719819,0.0181627087625679,0.0118703116905859,87.0,99.1,105.1,91.1,0.496,0.332,0.698,0.164,0.16,0.38,397,0.018,0.38,0.665,CF|DH|LF,74.4603766025641,0.13846154,0.20610687,0.22564103,114.7,122.0,103.4,0.03581,0.01023,0.06282365968188357,0.26348544145661806,0.20247164175980104,0.0098,0.308,0.1408,0.0714,0.0315,0.0431,0.2553,0.2553,0.894
Dom Nuñez,,,,,,624513,5,26,0.1054317739843394,-0.1672665471495812,,-0.1672665471495812,138.7,29.3,,53.7,0.231,0.263,0.77,0.038,0.077,,5,,,0.024,,,,,,,,,,,0.0867898237024668,0.19358524130864613,0.12082315191344384,0.009,,,,0.02,0.043,,,
Nick Loftin,3B,2B|3B,"2B, 3B",True,2.0,679845,222,797,0.0511698924613939,0.0583970774449395,-0.0850390107335189,-0.0266419332885793,85.7,127.1,84.7,83.1,0.412,0.238,0.832,0.203,0.063,0.302,222,-0.085,0.302,0.526,2B|3B|DH|LF,68.98935953776042,0.08333333,0.08888889,0.33333333,110.8,37.0,100.5,0.00461,0.02304,0.09311532246404111,0.1865778652301765,0.11002782359625757,0.0156,0.24169999999999997,0.1297,0.0474,0.0108,0.043,0.2201,0.2201,0.77
Coby Mayo,3B,3B|DH,"3B, DH",True,2.0,691723,259,1058,0.0543415902561727,-0.0202130901337594,0.0217843033216155,0.001571213187856,88.8,93.0,105.8,89.0,0.465,0.306,0.717,0.14,0.139,0.4,259,0.022,0.4,0.564,1B|3B|DH,74.556523143797,0.09022556,0.13636364,0.16541353,114.2,94.0,104.2,0.00784,0.01176,0.07127319193572955,0.24885770307658342,0.19792216335335855,0.0104,0.325,0.1505,0.0719,0.0123,0.043,0.2654,0.2654,0.929
Kyle Stowers,OF,1B|OF,"1B, OF",True,2.0,669065,309,1181,0.0708255322039527,-0.0264035904924224,0.0599424061520711,0.0335388156596487,104.9,90.4,113.3,95.7,0.523,0.331,0.701,0.149,0.177,0.438,309,0.06,0.438,0.607,1B|DH|LF|RF,74.47646197150735,0.1372549,0.18421053,0.20588235,105.4,53.0,106.1,0.00315,0.01893,0.0637347557234746,0.2832193670746539,0.2391789070276173,0.0145,0.35729999999999995,0.1611,0.0835,0.0087,0.0429,0.2875,0.2875,1.006
Ceddanne Rafaela,OF,OF,OF,False,1.0,678882,390,1450,0.0681499260721436,0.0038787594039403,-0.0346260073060635,-0.0307472479021232,102.3,103.5,94.6,82.2,0.55,0.37,0.761,0.199,0.126,0.325,390,-0.035,0.325,0.661,CF,69.66891447368421,0.07894737,0.10714286,0.26315789,108.6,117.0,98.1,0.03377,0.01558,0.05106374443606796,0.21113060992107804,0.16006261255854937,0.013,0.26125,0.1204,0.0579,0.0299,0.0429,0.2212,0.2212,0.774
Jason Schiavone,,,,,,828395,2,11,0.0247905894944584,-0.0545078998524963,,-0.0545078998524963,59.9,78.2,,77.3,0.364,0.296,0.782,0.091,0.091,,2,,,0.01,,,,,,,,,,,0.07355028525146386,0.197728843987234,0.1378646770638164,0.009,,,,0.02,0.0427,,,
Ryan Waldschmidt,OF,OF,OF,False,1.0,814439,137,526,0.0572655378773952,-0.0189778465842965,0.0012958477745155,-0.017681998809781,91.6,93.6,101.7,85.0,0.435,0.233,0.751,0.15,0.137,0.391,137,0.001,0.391,0.407,CF|LF,,,,,,,99.8,0.04444,0.00741,0.09492279262113185,0.27271011135720524,0.17987023037414906,0.0084,0.31734999999999997,0.1556,0.0684,0.0317,0.0422,0.2662,0.2662,0.932
Eliezer Alfonzo,C,C,C,False,1.0,672613,15,52,0.0790335191610304,0.0224694541336068,-0.2641526762656817,-0.2416832221320748,112.9,111.5,49.4,38.1,0.596,0.3,0.801,0.269,0.058,0.097,15,-0.264,0.097,0.07,C,,,,,,,78.1,0.0,0.0,0.07400161941449815,0.1586848113978419,0.1,0.0085,0.1,0.0675,-0.0007,0.0182,0.042,0.1088,0.1088,0.381
Victor Bericoto,OF,OF,OF,False,1.0,682674,63,248,0.065438290187408,-0.0068548709880352,0.0056143372702986,-0.0012405337177366,99.6,98.8,102.6,88.4,0.544,0.353,0.743,0.177,0.141,0.388,63,0.006,0.388,0.24,LF|RF,,,,,,,101.8,0.01695,0.0,0.056461000520922,0.23431255834557752,0.19334512116756059,0.0072,0.31479999999999997,0.14,0.0691,0.0191,0.0418,0.2509,0.2509,0.878
Manny Machado,3B,3B,3B,False,1.0,592518,401,1599,0.0663104817068573,-0.0002901791123124,0.0011540833313055,0.000863904218993,100.5,101.7,101.7,88.8,0.478,0.275,0.765,0.166,0.12,0.364,401,0.001,0.364,0.667,3B|DH,73.6793851126269,0.11167513,0.14012739,0.20812183,108.5,130.0,104.1,0.00495,0.0,0.08166167808115735,0.2382993470647749,0.1856927386665035,0.0035,0.2944,0.1404,0.0673,0.009,0.0416,0.2493,0.2493,0.873
Jake Cronenworth,2B,2B,2B,False,1.0,630105,177,710,0.0592311422785022,0.0046599396618436,-0.0496522703548296,-0.044992330692986,93.5,103.8,91.7,79.2,0.459,0.273,0.787,0.168,0.092,0.319,177,-0.05,0.319,0.469,1B|2B|3B|DH|SS,72.16744003781847,0.10828025,0.14285714,0.19745223,108.6,111.0,99.3,0.01765,0.01765,0.08207699420528443,0.20710195450854435,0.13504300738268227,0.0126,0.25615,0.1298,0.0535,0.0187,0.0413,0.2246,0.2246,0.786
Everson Pereira,OF,OF,OF,False,1.0,677592,80,273,0.0847598445264463,-0.0331021822909642,0.0492137048225107,0.0161115225315464,118.5,87.5,111.2,92.0,0.586,0.358,0.738,0.183,0.187,0.407,80,0.049,0.407,0.286,CF|DH|RF,74.6188228546627,0.11904762,0.17647059,0.1984127,108.4,71.0,103.9,0.01299,0.02597,0.055468729517676216,0.28495175181655297,0.23988077873900782,0.0131,0.33094999999999997,0.1478,0.0815,0.0176,0.0411,0.2704,0.2704,0.946
Adolis García,OF,OF,OF,False,1.0,666969,267,1115,0.0582954708966474,-0.0188263427762388,0.0190923779603053,0.0002660351840665,92.6,93.6,105.2,88.7,0.452,0.293,0.732,0.138,0.141,0.39,267,0.019,0.39,0.572,CF|RF,71.74357316300676,0.11711712,0.15853659,0.26576577,109.5,133.0,102.0,0.01158,0.01544,0.07559328377015859,0.25579085884469144,0.19438480171332517,0.0123,0.3165,0.1496,0.0709,0.0146,0.0411,0.2616,0.2616,0.916
Sung Mun Song,2B,2B,2B,False,1.0,823550,101,420,0.0657923298568343,0.0060657181202134,-0.1080749110789232,-0.1020091929587097,100.0,104.4,80.2,67.3,0.438,0.261,0.774,0.167,0.088,0.263,101,-0.108,0.263,0.336,2B|3B|SS,,,,,,,91.0,0.10784,0.0,0.08616313123075171,0.206838566621767,0.1,0.0064,0.20855,0.1114,0.0363,0.0553,0.041,0.1887,0.1887,0.66
Max Schuemann,SS,SS,SS,False,1.0,680474,79,320,0.0536197769084023,-0.0153419668192196,-0.0390129768550052,-0.0543549436742248,88.1,95.2,93.8,77.3,0.378,0.225,0.746,0.128,0.1,0.355,79,-0.039,0.355,0.283,2B|CF|LF|RF|SS,,,,,,,96.7,0.04225,0.04225,0.09738939499139826,0.23340269088103582,0.13228636994116982,0.017,0.28674999999999995,0.1484,0.0558,0.0277,0.041,0.2452,0.2452,0.858
Joey Bart,C,C,C,False,1.0,663698,105,404,0.0520316232942895,-0.007281927049759,-0.0135254821213082,-0.0208074091710673,86.5,98.6,98.8,84.3,0.478,0.333,0.742,0.161,0.126,0.361,105,-0.014,0.361,0.344,C,74.8970703125,0.12,0.16981132,0.16,107.2,47.0,101.3,0.0,0.05,0.06248451788532891,0.22437556189553162,0.16895780507994107,0.0211,0.29184999999999994,0.1389,0.0631,0.0118,0.04,0.242,0.242,0.847
Clark Elliott,,,,,,686499,4,15,-0.0042382512758354,-0.1612313169452931,,-0.1612313169452931,31.5,31.9,,54.9,0.133,0.284,0.781,0.0,0.067,,4,,,0.02,,,,,,,,,,,0.0764892266934961,0.17467021616745593,0.10860469991883709,0.009,,,,0.02,0.0394,,,
Christian Yelich,DH,DH,DH,False,1.0,592885,293,1258,0.069503972502794,-0.0322515125980649,-0.0028132141024321,-0.035064726700497,103.6,87.8,100.9,81.3,0.446,0.258,0.726,0.14,0.13,0.37,293,-0.003,0.37,0.594,DH|LF,72.37881498247664,0.10280374,0.14285714,0.20560748,111.1,56.0,96.4,0.02759,0.01034,0.08724958558102353,0.2557824855060242,0.17298829056193632,0.0097,0.2995,0.1467,0.0653,0.025,0.0392,0.2512,0.2512,0.879
