rank,pitcher,player_name,gs_to,fp_per_start_to,prior_fp_per_start,is_on_il_at_split,xfp_rp2_per_start,k_pct_to_sh,bb_pct_to_sh,swstr_pct_to_sh,c_plus_swstr_to_sh,xwoba_per_pa_to_sh,zone_pct_to_sh,z_swing_pct_to_sh,o_swing_pct_to_sh,avg_velo_to,fp_per_start_to,gs_to,prior_fp_per_start,prior_gs_eff,is_on_il_at_split,days_since_il_return_imp,il_stints_to,split_day
88,696149,"Chandler, Bubba",5,7.439999999999998,10.354950255469117,0,9.407899611003504,0.20502157954635014,0.10425902518781202,0.11353602930036787,0.2711339915921585,0.3322748811073507,0.476469748081431,0.6649703515865738,0.2918550325454869,95.08959810874704,7.439999999999998,5,10.354950255469117,0.0,0,106.0,0,30
89,571927,"Matz, Steven",5,9.84,10.09597770138117,0,9.283535090221918,0.23542930906540885,0.0845000330963667,0.12022327086954862,0.2821492467401991,0.3302267450044753,0.49484136596890266,0.6764697058551423,0.2659472898337364,86.93093525179856,9.84,5,10.09597770138117,4.25,0,106.0,0,30
90,624133,"Suarez, Ranger",5,10.36,12.44134223714351,0,9.280430758943519,0.19488045852683802,0.07575454513433842,0.09443664081806899,0.26291156906237195,0.3301576203729707,0.4664178416020182,0.6579140583325731,0.2864878015079521,86.1889724310777,10.36,5,12.44134223714351,25.333333333333332,0,106.0,0,30
91,607536,"Freeland, Kyle",3,11.9,7.2462415683354156,1,9.247462218429725,0.20798424203832358,0.07166248524139976,0.1240001549335752,0.29509274529585955,0.3209976879885533,0.4851491617840288,0.6603849071345091,0.3122375419146422,87.41839999999999,11.9,3,7.2462415683354156,26.75,1,0.0,1,30
92,656427,"Flaherty, Jack",6,5.733333333333332,11.843837822315425,0,9.234717473778263,0.22132208937109543,0.11980825000757446,0.10498763742327476,0.2734426557515246,0.3349584019181188,0.4477451891777962,0.6498153131803917,0.23876211693792576,87.35498007968127,5.733333333333332,6,11.843837822315425,29.0,0,106.0,0,30
93,656849,"Peterson, David",4,5.224999999999999,10.17839321615015,0,9.198193932594936,0.20149918958801186,0.08102705743990453,0.11279899467435495,0.283123783280904,0.3338074825290442,0.4686041289735072,0.655472088358358,0.2955990279712339,88.23073170731708,5.224999999999999,4,10.17839321615015,24.75,0,106.0,0,30
94,663978,"Paddack, Chris",4,4.949999999999998,8.464200710222277,0,9.158190607537282,0.22372287933287474,0.06755875089755067,0.12241622176304211,0.2822832347821782,0.3201703531098849,0.4625071671361441,0.6658079257076074,0.3214345816445661,86.92629213483146,4.949999999999998,4,8.464200710222277,17.333333333333332,0,106.0,0,30
95,694477,"Patrick, Chad",3,12.9,10.785622927311211,0,9.106391849917816,0.16056873429848684,0.07918493963098767,0.11058134905136563,0.2612533679772321,0.32176774145513365,0.47165870893662515,0.6855071975284176,0.28009597207957987,90.4188679245283,12.9,3,10.785622927311211,9.583333333333334,0,106.0,0,30
96,607259,"Martinez, Nick",5,14.579999999999998,10.028447050627316,0,9.105275965000773,0.1848637560377621,0.07186304452812238,0.09621633136954914,0.27878514853070646,0.3277633921606613,0.5239330043793953,0.6483367741030731,0.2804922799797318,87.07198177676537,14.579999999999998,5,10.028447050627316,16.5,0,106.0,0,30
97,808963,"Sasaki, Roki",5,4.359999999999999,10.354950255469117,0,9.101770305192517,0.21063955707444004,0.09346765828133717,0.13017602870563785,0.28322193492925946,0.3379162362475376,0.46684995743789187,0.6658079257076074,0.2848254870884554,90.9369020501139,4.359999999999999,5,10.354950255469117,0.0,0,106.0,0,30
98,518876,"Kelly, Merrill",2,-0.6000000000000014,12.772230460186794,0,9.043334503002816,0.19578200966041942,0.09083640455550794,0.11950736183463322,0.2778254823669872,0.35113320251301194,0.43751194522690684,0.6617091154355828,0.27227338237921495,89.1379679144385,-0.6000000000000014,2,12.772230460186794,25.166666666666668,0,106.0,0,30
99,650644,"Civale, Aaron",5,10.1,9.885676219713005,0,9.035650028865764,0.19502110527060618,0.06731918085890687,0.10269553263270399,0.27803370608183664,0.3249727065422395,0.48647526916326006,0.6457081407802969,0.2687812823173643,86.11392694063927,10.1,5,9.885676219713005,23.583333333333332,0,106.0,0,30
100,675989,"Bolton, Cody",2,5.299999999999999,10.354950255469117,1,9.019824028058448,0.2430627629289021,0.09561726795316623,0.10813205541421178,0.2819802415664236,0.32365174326101265,0.48821724733186744,0.6411751646656106,0.26799424582797116,91.0116129032258,5.299999999999999,2,10.354950255469117,0.0,1,0.0,1,30
101,691725,"Painter, Andrew",4,6.424999999999999,10.354950255469117,0,8.987603421298306,0.20502157954635014,0.06828780216622928,0.10653962563142552,0.2647152723606577,0.3213238778088349,0.4594907299728911,0.65731086586016,0.3288852354463309,90.77396313364056,6.424999999999999,4,10.354950255469117,0.0,0,106.0,0,30
102,687075,"Sproat, Brandon",3,7.166666666666665,10.354950255469117,0,8.924243170913037,0.21511418884394135,0.0980528641592896,0.11025272691451168,0.2679064040307916,0.3322571958278839,0.4822288356070034,0.6754581224419125,0.2659199717261568,92.23629032258064,7.166666666666665,3,10.354950255469117,0.0,0,106.0,0,30
103,695076,"Lowder, Rhett",5,12.139999999999995,10.354950255469117,0,8.838834146097764,0.17815872957048043,0.07633336459101298,0.09933077003141415,0.27751139211877207,0.32228106417495794,0.4904437755839458,0.6332295233485512,0.28747287110241104,89.34237668161434,12.139999999999995,5,10.354950255469117,0.0,0,106.0,0,30
104,678394,"Bello, Brayan",5,-0.7000000000000007,10.168409029447979,0,8.80851337876631,0.16483157383378552,0.09117196141126925,0.13657231472802478,0.28650608625198754,0.3531453026857978,0.4809939513304413,0.6885930982513242,0.2715507861527423,89.98367346938777,-0.7000000000000007,5,10.168409029447979,28.666666666666668,0,106.0,0,30
105,813349,"Early, Connelly",5,11.299999999999995,10.354950255469117,0,8.762482472769724,0.22312904609745945,0.09380508665058389,0.10468552237411828,0.2855435206328283,0.3350424425879816,0.45180389923155007,0.6226476403122917,0.29147547203494906,88.02729306487696,11.299999999999995,5,10.354950255469117,0.0,0,106.0,0,30
106,656492,"Griffin, Foster",5,11.4,10.354950255469117,0,8.74150806319395,0.20714829369751564,0.0746761886199706,0.11137896280249844,0.27751139211877207,0.32623394523552085,0.47189663493479583,0.6543566837421203,0.3000872473450725,85.7804932735426,11.4,5,10.354950255469117,0.0,0,106.0,0,30
107,663903,"Singer, Brady",6,5.249999999999999,10.21440724020354,0,8.729574290143354,0.16826263980122108,0.06552134099085814,0.10433715639834738,0.27670509282865274,0.33423634018470955,0.49125477058389383,0.6621896888263763,0.27519298871579023,86.81597633136094,5.249999999999999,6,10.21440724020354,31.25,0,106.0,0,30
108,676917,"Cavalli, Cade",6,4.816666666666666,7.0595409323153735,0,8.696394099029261,0.23383785569489424,0.08735667483290817,0.10680370374000814,0.29306933236549776,0.31984651800913244,0.46733007776555663,0.6332295233485512,0.2783443235474607,91.17594142259414,4.816666666666666,6,7.0595409323153735,4.166666666666667,0,106.0,0,30
109,676083,"Junk, Janson",5,9.579999999999998,9.426761779733477,0,8.670028728590363,0.1795239843052504,0.07111746975876063,0.10812336864631143,0.2707297057601159,0.31740578774823924,0.5216891250860146,0.687969597827116,0.2551999715097753,87.6427536231884,9.579999999999998,5,9.426761779733477,6.666666666666667,0,106.0,0,30
110,671096,"Abbott, Andrew",6,3.549999999999999,12.11653275168481,0,8.632648408276953,0.16992039979926268,0.08575580528782753,0.1040294080750505,0.26654579964923414,0.34061223280438585,0.48027416245175647,0.6673896426913712,0.26279319667761003,87.42639691714837,3.549999999999999,6,12.11653275168481,25.666666666666668,0,106.0,0,30
111,677958,"Rocker, Kumar",4,10.8,6.963663350364607,0,8.563033173682717,0.21558650724531456,0.0807077269315836,0.12049319755541811,0.26240525410280857,0.31981833715845914,0.47234448597962286,0.69895615036854,0.2861814145150307,90.0405172413793,10.8,4,6.963663350364607,5.833333333333333,0,106.0,0,30
112,669467,"Pallante, Andre",5,7.919999999999999,8.059894796988939,0,8.510344471584101,0.1929013106480996,0.09501411620497091,0.10989316205008869,0.2851617779581855,0.33165737075313784,0.4850572882759458,0.6377960824111609,0.261662937110722,89.03727678571428,7.919999999999999,5,8.059894796988939,19.583333333333332,0,106.0,0,30
113,593958,"Rodriguez, Eduardo",5,11.079999999999998,9.627144594318453,0,8.507585135037711,0.17628337452237017,0.08615175518004049,0.0890340538034809,0.2797663314787503,0.33042655117095016,0.4959716558600795,0.6303777089885253,0.26045711712403663,87.93010752688173,11.079999999999998,5,9.627144594318453,21.916666666666668,0,106.0,0,30
114,571578,"Corbin, Patrick",3,9.4,8.042941296246296,0,8.47571612667098,0.21149108584038714,0.0738435174009206,0.10812870550749783,0.2765614554115742,0.332631359507871,0.47393268718604414,0.6764694107640751,0.2686370025673825,85.29432314410481,9.4,3,8.042941296246296,31.166666666666668,0,106.0,0,30
115,669160,"May, Dustin",5,5.139999999999999,8.714789593977878,0,8.441523934214908,0.19940360201826024,0.064690679864071,0.08847807284988102,0.2650085489512415,0.32695324245188845,0.5079885950295405,0.6552038487329483,0.2760465540046378,92.41315136476427,5.139999999999999,5,8.714789593977878,9.583333333333334,0,106.0,0,30
116,680736,"Wrobleski, Justin",3,18.03333333333333,10.354950255469117,0,8.396699310664996,0.15119655036574278,0.0686412557336326,0.08817904986176735,0.24968212446121846,0.3220233456423446,0.5253177239597204,0.6807491277329178,0.28459307135583883,89.63476923076922,18.03333333333333,3,10.354950255469117,0.0,0,106.0,0,30
117,547179,"Lorenzen, Michael",6,1.216666666666665,10.462168050587238,0,8.33284147202947,0.16347792018602053,0.06104182958910528,0.10265070507646548,0.27626627700328044,0.3369844705029457,0.4908453737024835,0.6637460223544411,0.2681667847485786,87.7588679245283,1.216666666666665,6,10.462168050587238,24.75,0,106.0,0,30
118,669387,"Mlodzinski, Carmen",4,8.899999999999999,6.596534635036085,0,8.287161937827776,0.23311146718679962,0.08267629137486236,0.09972387460423532,0.2794212844098381,0.3180910575779389,0.4716620557737386,0.6346544704117246,0.28980931970054186,89.48490566037735,8.899999999999999,4,6.596534635036085,5.0,0,106.0,0,30
119,641778,"Lauer, Eric",4,4.299999999999999,10.890934390966818,0,8.100019586223757,0.19824046643247312,0.09118251460661217,0.10562782859086056,0.2659466232506822,0.3273648611856028,0.46090577201148886,0.6915284540881145,0.282388490028306,86.20076335877863,4.299999999999999,4,10.890934390966818,6.25,0,106.0,0,30
120,527048,"Pérez, Martín",3,10.933333333333332,8.373400690764134,0,8.02213182786707,0.18319155999534367,0.07273566667514078,0.09816526791049901,0.27568961760355165,0.32674537181761626,0.4662763949509259,0.6370088063417859,0.2995898193701318,85.98531073446327,10.933333333333332,3,8.373400690764134,17.833333333333332,0,106.0,0,30
121,607200,"Fedde, Erick",3,8.433333333333332,9.313151611555604,0,8.017297546939744,0.17693169190590072,0.08627341367702064,0.09511866835908837,0.25704464422973883,0.31976262620538987,0.452701981852209,0.670139554548669,0.27073024961429343,87.54076738609113,8.433333333333332,3,9.313151611555604,20.333333333333332,0,106.0,0,30
122,621111,"Buehler, Walker",5,5.999999999999998,6.06759127659971,0,7.933799242596991,0.21909778493364396,0.08390843130615169,0.10909103608564283,0.28956931432596533,0.3291253864586711,0.45764820105571447,0.6317442707521843,0.29666271772507824,87.88167115902965,5.999999999999998,5,6.06759127659971,15.333333333333334,0,106.0,0,30
123,687064,"Young, Brandon",2,10.5,5.950380788882238,0,7.897013504210031,0.19021098371017992,0.07504229578503166,0.11154702660885918,0.2751655989383938,0.31885758452419555,0.5022761080858299,0.6749048591597266,0.2853371437972272,88.9440251572327,10.5,2,5.950380788882238,5.0,0,106.0,0,30
124,608372,"Sugano, Tomoyuki",5,11.179999999999998,8.05983710501513,0,7.7759088900073134,0.19270302323603536,0.06804304301868008,0.10510356581167775,0.2528289791899624,0.3390346002244476,0.4853073964845007,0.6995633834149209,0.2643771162662665,88.54633569739953,11.179999999999998,5,8.05983710501513,12.5,0,106.0,0,30
125,686799,"Kochanowicz, Jack",5,11.94,4.7230167760813755,0,7.77410259234684,0.1796554227044288,0.10268496233634156,0.10801588070100705,0.27897635993787484,0.33243432958535407,0.49064617670622224,0.6486459396315561,0.2759503191536366,92.94260869565215,11.94,5,4.7230167760813755,13.25,0,106.0,0,30
126,682052,"Lopez, Jacob",5,4.38,10.997497236414947,0,7.748274450052649,0.17659696282201262,0.1126197500077878,0.10026678028462178,0.25906801321696366,0.3181259697869543,0.4804878812350967,0.6553699765290892,0.24550089181612827,85.49799999999999,4.38,5,10.997497236414947,7.083333333333333,0,106.0,0,30
127,677944,"Cecconi, Slade",5,4.679999999999998,10.084736926031077,0,7.739827291012876,0.19185860086081255,0.0876631894814447,0.10496655733351186,0.264833570352648,0.3404895216669857,0.4671583299268417,0.6732584870546972,0.273842508669303,86.39256756756757,4.679999999999998,5,10.084736926031077,13.916666666666666,0,106.0,0,30
128,571945,"Mikolas, Miles",4,-0.2750000000000012,8.315063464813706,0,7.668023219662441,0.1730430832925842,0.08150357802202743,0.10028583601923767,0.2761442998753182,0.3371264254165427,0.5005285380046882,0.6500576375200073,0.27396580108500485,87.15100000000001,-0.2750000000000012,4,8.315063464813706,32.083333333333336,0,106.0,0,30
129,669461,"Liberatore, Matthew",6,6.133333333333333,8.815970840429696,0,7.630611911394896,0.1674458308701472,0.07837911438631286,0.09811804920133795,0.2601016435542318,0.3390038734064952,0.4968681819265608,0.6725963622389352,0.27625476354528267,89.42615694164991,6.133333333333333,6,8.815970840429696,14.583333333333334,0,106.0,0,30
130,605288,"Houser, Adrian",5,0.6799999999999983,10.173264458250552,0,7.608920855511179,0.1468754698930429,0.07137418027963176,0.10467044672179442,0.2531607279020917,0.3382231483642293,0.4686578388579823,0.7078867936440478,0.2894407148884998,90.47616822429907,0.6799999999999983,5,10.173264458250552,14.0,0,106.0,0,30
131,680573,"Woods Richardson, Simeon",5,4.12,9.776540754525751,0,7.599247549554443,0.1540207630229747,0.08064564562179559,0.09093418298553069,0.2545343542757181,0.32810046099953716,0.49254318917645373,0.6674529690584986,0.2470944576302924,88.7237089201878,4.12,5,9.776540754525751,18.5,0,106.0,0,30
132,641793,"Littell, Zack",4,1.2249999999999996,11.205184988474754,0,7.561165548001439,0.1630686693008039,0.07311501394498862,0.09027588565089455,0.2544281711360272,0.35147278535203613,0.5183652339606332,0.6887547181401547,0.2775874053189317,87.06323907455013,1.2249999999999996,4,11.205184988474754,26.5,0,106.0,0,30
133,680732,"Burke, Sean",4,6.774999999999999,6.889345663281265,0,7.538688088936238,0.1982896154148063,0.07162727240936106,0.0948752762332015,0.26452169502328876,0.32753668299181155,0.5012361918348154,0.6612544348338174,0.2968186654949344,88.93383947939263,6.774999999999999,4,6.889345663281265,9.166666666666666,0,106.0,0,30
134,621121,"McCullers Jr., Lance",5,6.899999999999997,6.265765404266853,0,7.514035804722085,0.2194102286625018,0.0928000321507562,0.10881965429235599,0.28127681127913534,0.3296740548804229,0.4698855930970376,0.6317286041971145,0.2821981395225503,87.61189931350114,6.899999999999997,5,6.265765404266853,5.0,0,106.0,0,30
135,641743,"Kay, Anthony",3,5.733333333333332,10.354950255469117,0,7.502673832067506,0.16761083034853136,0.0925333666748583,0.09876892642061058,0.27127361137171374,0.3466374241840431,0.4474122389901948,0.6206332559454242,0.2976250309436956,90.79164733178654,5.733333333333332,3,10.354950255469117,0.0,0,106.0,0,30
136,681517,"Leahy, Kyle",5,4.4,10.354950255469117,0,7.48371714652715,0.16847426054834436,0.08535234520360051,0.10041736469188646,0.2563296382652611,0.33643102552749166,0.48516498029533595,0.6674705728433904,0.2614829468389255,89.49713603818617,4.4,5,10.354950255469117,0.0,0,106.0,0,30
137,663362,"Waldron, Matt",2,-2.6999999999999997,10.3979334979573,0,7.45544729834549,0.19225505264316523,0.07826732259083752,0.10194402853880426,0.2576695678460535,0.3260434136463324,0.49398656419507697,0.6879828123951706,0.2838240738717444,85.60122699386503,-2.6999999999999997,2,10.3979334979573,8.666666666666666,0,106.0,0,30
138,608566,"Márquez, Germán",5,7.419999999999999,4.4751903944411175,0,7.182044253316702,0.18567909233857333,0.07266912364440631,0.11076499322020728,0.27096460327581123,0.33033617652296066,0.5071239650211434,0.685386724408418,0.2696181078887454,89.81773399014779,7.419999999999999,5,4.4751903944411175,10.416666666666666,0,106.0,0,30
139,605135,"Bassitt, Chris",5,0.0599999999999983,10.766513710906906,0,7.173967573587803,0.14322382673736136,0.09346765828133717,0.10040606930103703,0.25751151544346784,0.3390003713034291,0.4778045740263113,0.6887547181401547,0.24314441859220354,84.47858769931662,0.0599999999999983,5,10.766513710906906,31.5,0,106.0,0,30
140,676571,"Poulin, PJ",3,3.033333333333333,10.354950255469117,0,7.0736131524718715,0.1841642192424837,0.09006012447301176,0.09432639222245807,0.27535640055447297,0.33351832366886797,0.4920627646612348,0.6464338493425543,0.2725700264426105,84.33295454545456,3.033333333333333,3,10.354950255469117,0.0,0,106.0,0,30
141,682227,"Williamson, Brandon",5,5.299999999999999,9.723983125369534,0,6.904417217879322,0.16754857779807875,0.10278017376670828,0.1042106384387715,0.2596065919904247,0.34411201818397835,0.4671471557618377,0.6617638299586414,0.25786308629295984,86.9686956521739,5.299999999999999,5,9.723983125369534,5.75,0,106.0,0,30
142,500779,"Quintana, Jose",3,1.2666666666666664,10.178384553046337,0,6.779108885545886,0.1476806148428055,0.094758659492292,0.10330898017181318,0.25055332704544625,0.339579487410549,0.43314667297930837,0.6677658853164725,0.2829668252338055,86.6888888888889,1.2666666666666664,3,10.178384553046337,23.583333333333332,0,10.0,1,30
143,700241,"McGreevy, Michael",5,11.999999999999996,8.062055897380535,0,6.577103942584069,0.17425052091000184,0.06539639637167906,0.08395073417485098,0.2541851987828844,0.3416827577195419,0.46632292973420175,0.6615776462861847,0.26276126458947446,86.48624708624708,11.999999999999996,5,8.062055897380535,6.666666666666667,0,106.0,0,30
