rank,pitcher,player_name,gs_to,fp_per_start_to,prior_fp_per_start,is_on_il_at_split,xfp_rp2_per_start,k_pct_to_sh,bb_pct_to_sh,swstr_pct_to_sh,c_plus_swstr_to_sh,xwoba_per_pa_to_sh,zone_pct_to_sh,z_swing_pct_to_sh,o_swing_pct_to_sh,avg_velo_to,fp_per_start_to,gs_to,prior_fp_per_start,prior_gs_eff,is_on_il_at_split,days_since_il_return_imp,il_stints_to,split_day
31,669022,"Gore, MacKenzie",6,12.55,10.4518537123004,0,11.551281698551506,0.2832208924101001,0.09235646535383411,0.1259695478419111,0.28472504102552615,0.3279019874889334,0.4771200037321078,0.6680938484413977,0.2933572073968064,90.20872727272727,12.55,6,10.4518537123004,29.916666666666668,0,106.0,0,30
32,663460,"Bubic, Kris",5,12.859999999999996,14.09309286930805,0,11.472963939717301,0.2431357440396193,0.09181628622689661,0.1298246764014391,0.2919041969132561,0.32839032702960685,0.48255401373293744,0.6650198790341677,0.2884613693763533,88.26439909297052,12.859999999999996,5,14.09309286930805,8.333333333333334,0,106.0,0,30
33,608379,"Wacha, Michael",5,17.54,12.20251365309582,0,11.415167522016239,0.22535668994430222,0.07844371673109807,0.12328053599664861,0.2927262035882576,0.3273975212572082,0.47609317500428805,0.6553699765290892,0.3077791602530134,87.03486842105264,17.54,5,12.20251365309582,28.583333333333332,0,106.0,0,30
34,663567,"Lambert, Peter",2,12.55,8.97301977045646,0,11.3510913024258,0.25842238270551127,0.07790829817528322,0.15267507245569212,0.3154341767751497,0.31623606750516975,0.47750549948915266,0.6724586373532969,0.30679462943943975,90.39784946236558,12.55,2,8.97301977045646,2.75,0,106.0,0,30
35,607625,"Lugo, Seth",5,18.44,12.416158699354623,0,11.338558705154798,0.23383785569489424,0.08036366783990119,0.11122864625292783,0.28441348733516875,0.32096190262451696,0.5164644182691217,0.6651319054037255,0.2765345885380575,85.99562363238512,18.44,5,12.416158699354623,28.333333333333332,0,106.0,0,30
36,683004,"Leiter, Jack",5,8.7,11.385165008515635,0,11.319862641686795,0.24447165472115565,0.0850496773128076,0.1372860147740005,0.29815679830398256,0.3305780376014541,0.48758288740942785,0.665066596413813,0.29825318539410994,91.9917211328976,8.7,5,11.385165008515635,12.083333333333334,0,106.0,0,30
37,691587,"Pérez, Eury",6,8.883333333333333,13.226459423878865,0,11.293623035215775,0.2354069959186909,0.08818303595494033,0.13567120340201494,0.2712225029174398,0.3325026410362364,0.48324225970125567,0.7225677048190794,0.27645229711356945,92.33250950570344,8.883333333333333,6,13.226459423878865,12.416666666666666,0,106.0,0,30
38,686218,"Sheehan, Emmet",5,11.339999999999998,12.250240303663547,0,11.252000745001952,0.24163245088472404,0.07851431786504194,0.13867040056101268,0.2934884802072222,0.3210028085165831,0.45418700596987893,0.6657881592916699,0.31398741890545273,88.49633027522935,11.339999999999998,5,12.250240303663547,8.166666666666666,0,106.0,0,30
39,645261,"Alcantara, Sandy",6,14.183333333333332,10.274896521628465,0,11.234082556082843,0.18005864897987425,0.07733336012563019,0.12378762726728218,0.2924953925089177,0.3081870203686675,0.5108578626668576,0.6679983170041439,0.29183591719203367,92.3655477031802,14.183333333333332,6,10.274896521628465,19.916666666666668,0,106.0,0,30
40,672282,"Detmers, Reid",5,14.099999999999998,9.146972938072265,0,11.231706794449995,0.2447044271539491,0.0723586517317646,0.1372600322835677,0.3012817028331917,0.3064058628956401,0.4894524563917958,0.6628118857081446,0.32519818123729133,87.929375,14.099999999999998,5,9.146972938072265,12.666666666666666,0,106.0,0,30
41,663554,"Mize, Casey",5,14.66,9.488776672343759,0,11.127112370086039,0.25262681467686343,0.07980558681323521,0.12205694886801946,0.2954005546856871,0.3126769460708398,0.4840643549339796,0.6504213388881823,0.28747287110241104,89.62482915717541,14.66,5,9.488776672343759,18.333333333333332,0,106.0,0,30
42,650633,"King, Michael",5,14.419999999999998,12.821873756386726,0,11.004666994786735,0.22674230141666846,0.09534985513149026,0.11925145082014216,0.2824879811667416,0.3239832879427857,0.4804276586463162,0.647271598748288,0.2851457214524872,88.69241071428571,14.419999999999998,5,12.821873756386726,16.25,0,106.0,0,30
43,622491,"Castillo, Luis",5,4.1,12.94889258145142,0,10.997721984062345,0.20829911755139072,0.07851431786504194,0.12608136987348142,0.2703814022447218,0.3326705140269715,0.49218268899368467,0.7040260987921564,0.2966399743260504,91.49157667386608,4.1,5,12.94889258145142,31.583333333333332,0,106.0,0,30
44,592662,"Ray, Robbie",6,14.316666666666665,12.29257425016573,0,10.992123922695813,0.24511573378276852,0.08818303595494033,0.13006843418390246,0.278247163909707,0.3261721243776174,0.4477083840653122,0.6873848228512065,0.299315130363318,88.49186851211073,14.316666666666665,6,12.29257425016573,13.333333333333334,0,106.0,0,30
45,671737,"Bradley, Taj",6,13.866666666666664,10.428959575172756,0,10.925316597993632,0.24190710211636093,0.08196848265681936,0.11208063222982816,0.2766230535936496,0.32373802699584237,0.4764699279632405,0.6610899380896728,0.2763392778829415,91.84343434343434,13.866666666666664,6,10.428959575172756,24.833333333333332,0,106.0,0,30
46,664285,"Valdez, Framber",6,11.216666666666663,14.391985619937932,0,10.92413389850216,0.1811644089873868,0.08485537422079165,0.09844321582451061,0.28299522145236256,0.32219031491258965,0.48614574530994953,0.6434055997451916,0.3068033378819998,88.22205607476636,11.216666666666663,6,14.391985619937932,30.0,0,106.0,0,30
47,657277,"Webb, Logan",5,11.719999999999995,13.817425495757009,0,10.923048957587099,0.19753093248414788,0.08191478361380895,0.10139075248225836,0.27092415918169754,0.32432616743697157,0.46645025007642965,0.6493470997241578,0.3105747084193403,89.04582484725051,11.719999999999995,5,13.817425495757009,33.416666666666664,0,106.0,0,30
48,579328,"Kikuchi, Yusei",6,6.933333333333333,11.402981602226767,0,10.906770324840425,0.2339598086662577,0.08575580528782753,0.12644241011233934,0.280409867683561,0.33060081175935124,0.4977009874355368,0.6873887774314226,0.2854901047893389,89.43402255639099,6.933333333333333,6,11.402981602226767,32.416666666666664,0,106.0,0,30
49,680694,"Bradish, Kyle",5,6.859999999999999,14.136576329235215,0,10.841889063837863,0.23510184410405585,0.09117196141126925,0.11590024338169033,0.2776622994910942,0.31824908624107157,0.4407218196714265,0.6522218073359871,0.30563758297399984,89.67527114967463,6.859999999999999,5,14.136576329235215,7.5,0,106.0,0,30
50,663556,"McClanahan, Shane",5,9.579999999999998,13.127569871725669,0,10.804414628748331,0.23680608865058672,0.09588195203768171,0.11909488714776002,0.2875544694663688,0.3253968865132147,0.4947563802352767,0.6575203240871715,0.28651454032551094,89.57960687960689,9.579999999999998,5,13.127569871725669,5.25,0,106.0,0,30
51,701542,"Warren, Will",6,13.016666666666666,9.304557360454973,0,10.7860879923986,0.26378814652889615,0.06683615050906935,0.10486628371467924,0.2911204500154778,0.31546189158927523,0.5059793944637299,0.6345249898994495,0.2770074479820482,90.8795019157088,13.016666666666666,6,9.304557360454973,13.75,0,106.0,0,30
52,605400,"Nola, Aaron",5,9.38,12.0445746895514,0,10.744372709053364,0.2405072495094612,0.08064564562179559,0.1197316580046528,0.2970483354533191,0.3280895216669857,0.46560794232994246,0.6450825131418979,0.2890257084239998,86.32696629213483,9.38,5,12.0445746895514,26.083333333333332,0,106.0,0,30
53,800048,"Messick, Parker",5,17.96,10.354950255469117,0,10.732905730241121,0.2431357440396193,0.07414844170392841,0.12326214600730794,0.2851617779581855,0.3124119890842592,0.46190914012779777,0.6566662600574636,0.3378934873195345,88.67991071428571,17.96,5,10.354950255469117,0.0,0,106.0,0,30
54,676440,"Bibee, Tanner",6,9.35,12.255639975702913,0,10.682198545231417,0.20643702069278771,0.07968109303060378,0.1253950002593759,0.28712151872748815,0.3293274976607867,0.4886820509029225,0.6842267478748196,0.26931279664921354,87.32026768642447,9.35,6,12.255639975702913,29.5,0,106.0,0,30
55,673540,"Senga, Kodai",4,2.7749999999999986,12.51720173899676,0,10.676656683647462,0.2466700076266469,0.09120638492941167,0.12815547769169314,0.2820404691144381,0.3215082499785316,0.47165467722550763,0.674344422783361,0.2716085721285804,89.06750788643534,2.7749999999999986,4,12.51720173899676,16.416666666666668,0,106.0,0,30
56,677960,"Weathers, Ryan",6,14.133333333333333,8.553092869308053,0,10.673502625332397,0.2680861891751224,0.06835182085410992,0.12390022023004324,0.31189180726839805,0.32816266662546556,0.47681123185264906,0.631479495127567,0.31283619101199983,89.62518518518519,14.133333333333333,6,8.553092869308053,8.333333333333334,0,106.0,0,30
57,647336,"Soroka, Michael",5,14.419999999999998,10.49749723641495,0,10.556396736142377,0.26609592021102324,0.06987415735039071,0.11614594428836762,0.28685027332385776,0.3274539319767437,0.495983716770678,0.6658733724781593,0.3035365260501883,88.39850427350427,14.419999999999998,5,10.49749723641495,7.083333333333333,0,106.0,0,30
58,676282,"Cantillo, Joey",6,11.316666666666665,12.796782161104936,0,10.523638615677656,0.24868636491923246,0.0880813864481754,0.11717428162419775,0.29147504252463186,0.31961917998070366,0.4803288804477295,0.6391142193817922,0.2685801032385453,85.62725527831094,11.316666666666665,6,12.796782161104936,5.416666666666667,0,106.0,0,30
59,681190,"Vásquez, Randy",5,15.26,7.7533709361737,0,10.5005279105879,0.24724913673505614,0.07388735564159064,0.1322450138958726,0.28612382301050715,0.3243530229270509,0.4760899571697842,0.6839682432748587,0.3040333847606309,90.7183908045977,15.26,5,7.7533709361737,17.5,0,106.0,0,30
60,669194,"Nelson, Ryne",4,10.775,10.239724114166167,0,10.434183049578415,0.21381832023644778,0.08264665038425467,0.1254844787085937,0.2716855587372917,0.3315660391207047,0.4944257842431049,0.701362422612091,0.2843369220460773,91.87304582210244,10.775,4,10.239724114166167,25.333333333333332,0,106.0,0,30
61,676974,"Meyer, Max",5,11.5,8.353896800709592,0,10.378125337020087,0.24029746496823381,0.08535234520360051,0.1372603907033786,0.294932890291401,0.3249162721543441,0.49732876635367135,0.6778871573085372,0.30370696104055883,90.80372093023256,11.5,5,8.353896800709592,8.666666666666666,0,106.0,0,30
62,702273,"Schultz, Noah",3,12.533333333333331,10.354950255469117,0,10.327453636669796,0.2518333921748145,0.094351969966574,0.1114755650518513,0.29927324209967715,0.31973898030979286,0.46841230022898206,0.6228306739841118,0.27311094608852204,91.240562248996,12.533333333333331,3,10.354950255469117,0.0,0,106.0,0,30
63,665795,"Cabrera, Edward",5,11.499999999999998,10.513362731917619,0,10.296689616711237,0.19308910666270016,0.08298965052668421,0.11642200963079617,0.2754352602306045,0.31889037409555215,0.4427074311291417,0.6614991523985679,0.30877910615615634,91.76726057906458,11.499999999999998,5,10.513362731917619,22.5,0,106.0,0,30
64,656550,"Holmes, Grant",6,11.116666666666664,11.188861375248594,0,10.277704530722945,0.19753093248414788,0.08847216066298932,0.13316466482717257,0.28772279735787687,0.32273368159034266,0.4555320620330622,0.6666422362573148,0.301768752809772,89.58650306748467,11.116666666666664,6,11.188861375248594,8.75,0,106.0,0,30
65,656605,"Keller, Mitch",6,11.633333333333333,10.792142211109987,0,10.270093225601352,0.1907915031847842,0.07812380782479394,0.10862079459786499,0.2786958250156684,0.3191445114228812,0.4807824758466474,0.6606377709077543,0.2864068137432306,88.8384765625,11.633333333333333,6,10.792142211109987,31.666666666666668,0,106.0,0,30
66,681347,"Burrows, Mike",6,6.733333333333332,9.997747512773454,0,10.237615420606362,0.22767061577112827,0.0798211150230407,0.12731601569295292,0.2948943110602408,0.31892584986862094,0.4748209202194244,0.6593021371873192,0.3095048951471966,89.89354243542437,6.733333333333332,6,9.997747512773454,7.916666666666667,0,106.0,0,30
67,663623,"Irvin, Jake",6,10.483333333333333,8.408756019458142,0,10.208416943977547,0.24871276964447397,0.08021407693047403,0.1211234251690676,0.29584982895326345,0.3284222645496482,0.5053089329663601,0.6609100436194472,0.2644017375150483,87.46396917148363,10.483333333333333,6,8.408756019458142,30.75,0,106.0,0,30
68,672456,"Montero, Keider",4,13.874999999999996,8.862408282570831,0,10.156587983488238,0.21608929780161504,0.06268238824396762,0.10130307038023838,0.28550653080248006,0.302210783095582,0.5317453751027489,0.654195120754781,0.2567504095334275,89.88312101910827,13.874999999999996,4,8.862408282570831,11.166666666666666,0,106.0,0,30
69,605488,"Springs, Jeffrey",6,13.766666666666666,9.388869363079646,0,10.110488511405192,0.21931057150589775,0.07687182372503762,0.11384625469049271,0.30331480463044114,0.3070546413841608,0.5172041916816281,0.6269469615668233,0.2620925520345675,85.42256880733946,13.766666666666666,6,9.388869363079646,12.5,0,106.0,0,30
70,592791,"Taillon, Jameson",5,9.62,11.444121477358449,0,10.105841273828183,0.21654460512968088,0.08356797561746251,0.12015821503750508,0.2889341369074081,0.32798424401119575,0.46178622580093004,0.6411900745887755,0.28706046099742144,85.9389010989011,9.62,5,11.444121477358449,26.166666666666668,0,106.0,0,30
71,669358,"Baz, Shane",5,7.26,11.385068292950674,0,10.094918837879975,0.19639714877168535,0.07764867906152613,0.11410101580008586,0.27593921075384575,0.32460129458168796,0.4848694246698558,0.6666429212220629,0.28997390748726276,91.25572033898304,7.26,5,11.385068292950674,17.583333333333332,0,106.0,0,30
72,693821,"Elder, Bryce",6,15.333333333333334,8.956024285170304,0,10.023614679526942,0.2152492646261589,0.07273420570320172,0.1055080602368009,0.2757662300033326,0.3057088598470831,0.474640338637117,0.6591021952105044,0.28008081859333045,87.96208897485494,15.333333333333334,6,8.956024285170304,22.75,0,106.0,0,30
73,663436,"Martin, Davis",5,16.04,8.85043971339615,0,9.980161854004725,0.22071192105984214,0.06938892014656853,0.10899340297109579,0.28899464417815135,0.32771806576985424,0.5214218958183147,0.6400072380891392,0.28756360892342,89.83213483146068,16.04,5,8.85043971339615,13.75,0,106.0,0,30
74,694738,"Roupp, Landen",5,15.659999999999997,9.211084793716049,0,9.975094037433728,0.25829911755139073,0.08922860357932763,0.11079334878214092,0.28127569559521814,0.30533080135614454,0.44292544514620763,0.649053191665937,0.2739668552692822,86.89168443496801,15.659999999999997,5,9.211084793716049,9.166666666666666,0,106.0,0,30
75,676106,"Hancock, Emerson",5,14.639999999999995,8.079490244354261,0,9.936418864286397,0.2414422793139223,0.06153626450076716,0.12426678028462182,0.2657346798836303,0.320270233001466,0.5281801889274045,0.7243217309731302,0.2815762687205727,89.34022222222222,14.639999999999995,5,8.079490244354261,10.25,0,106.0,0,30
76,641816,"Mahle, Tyler",5,7.5,12.985585309145241,0,9.784453311325413,0.22551000630027349,0.09501411620497091,0.1022819935751226,0.2930214898157352,0.33641867165030825,0.4609567795392448,0.6248701009600073,0.28035513190993705,89.24449438202248,7.5,5,12.985585309145241,6.666666666666667,0,106.0,0,30
77,690986,"Harrison, Kyle",4,9.25,9.328462883934115,0,9.760494404630135,0.22784925958673694,0.08090691903729451,0.12192013634154616,0.2804816158603564,0.3244141949384591,0.4901278529577389,0.6722093879750499,0.29791909516893966,90.47169230769232,9.25,4,9.328462883934115,8.0,0,106.0,0,30
78,607067,"Rea, Colin",3,8.5,9.784632965851419,0,9.726279374316727,0.2111970115467932,0.07659933450247994,0.108411328722919,0.2781054871998969,0.3242856316267405,0.47044240801666093,0.6494426788281153,0.3145664905697555,89.5097995545657,8.5,3,9.784632965851419,25.75,0,106.0,0,30
79,641927,"Ober, Bailey",6,10.416666666666666,11.649341378003934,0,9.723702066199685,0.20830314293750163,0.07889476645464387,0.10306007982064423,0.27943820062756763,0.3197072372476573,0.470456238218707,0.6476609801436057,0.28669119002475296,84.12282398452611,10.416666666666666,6,11.649341378003934,28.083333333333332,0,106.0,0,30
80,681293,"Arrighetti, Spencer",2,12.15,10.847564170595977,0,9.676632907441236,0.23355607507582238,0.09452256307302587,0.1294356556723112,0.30302622966274745,0.32706008946533827,0.4553462697040731,0.6358977669611451,0.29311588799946475,83.51683673469387,12.15,2,10.847564170595977,9.0,0,106.0,0,30
81,669372,"Ginn, J.T.",3,12.133333333333333,8.456173544439357,0,9.62230782731367,0.20829385358493796,0.08196878516488959,0.1153967110629337,0.2850715550742189,0.3134563510150235,0.4683556589370403,0.6582111524804577,0.2895048807024081,91.56461988304092,12.133333333333333,3,8.456173544439357,6.666666666666667,0,106.0,0,30
82,605280,"Holmes, Clay",5,14.4,9.620467195483409,0,9.585456559617374,0.181546532417107,0.07925520345590256,0.11289021060171825,0.2853473675884976,0.32340512259952164,0.48244446279876446,0.6511568955575622,0.3085009084855886,89.4741418764302,14.4,5,9.620467195483409,12.916666666666666,0,106.0,0,30
83,702070,"Cameron, Noah",5,8.16,13.698198010218764,0,9.555360779376898,0.20584941796390546,0.07659933450247994,0.11264056912003699,0.2771081599897791,0.34548717384124483,0.5070541222268186,0.6731144909782596,0.2650959720795798,86.60728155339805,8.16,5,13.698198010218764,10.0,0,106.0,0,30
84,700712,"Ureña, Walbert",2,7.399999999999999,10.354950255469117,0,9.516760742678823,0.2191833935326948,0.09558264783570322,0.11539904492294316,0.26586458239837246,0.3195111081928505,0.41985677176039393,0.658472623367283,0.30322489754060034,94.32297872340426,7.399999999999999,2,10.354950255469117,0.0,0,106.0,0,30
85,622663,"Severino, Luis",6,8.549999999999999,9.06882546121142,0,9.500287051515368,0.22943884617995328,0.11069709772707408,0.10915421229833878,0.26917845876329405,0.33458944008084324,0.46961615046240224,0.6593981962674846,0.2764182680553319,92.06909413854352,8.549999999999999,6,9.06882546121142,26.916666666666668,0,106.0,0,30
86,661563,"Gil, Luis",3,8.533333333333333,11.813492904984917,0,9.46595576756501,0.18143586043889134,0.0892936553285606,0.10144419713622088,0.2803267326944454,0.32891000408712073,0.45664564494011656,0.6418225575503007,0.25518373574444037,91.84448818897638,8.533333333333333,3,11.813492904984917,14.25,0,106.0,0,30
87,668678,"Gallen, Zac",6,8.399999999999999,12.319670398098278,0,9.437385395034493,0.17102021662763328,0.06891037586969564,0.09512831437623893,0.25807821783682405,0.3307059829436592,0.4401722394159014,0.6566662600574636,0.3174079098785635,89.28354166666666,8.399999999999999,6,12.319670398098278,31.25,0,106.0,0,30
