mlbam_id,player_name,player_type,live_blend_xfp,ci_lower,ci_upper,fitted_split_day,live_split_day,n_features_used,confidence_tier
543135,"Eovaldi, Nathan",SP,9.8104,2.6475,14.9666,58,65,18,MED
571927,"Matz, Steven",SP,7.5175,-0.0277,13.4473,58,65,18,MED
592332,"Gausman, Kevin",SP,12.6145,4.8477,16.8848,58,65,18,HIGH
592662,"Ray, Robbie",SP,9.2016,1.7998,14.1469,58,65,18,MED
592791,"Taillon, Jameson",SP,9.1781,2.9109,14.3276,58,65,18,MED
593958,"Rodriguez, Eduardo",SP,6.0514,-1.3119,11.0869,58,65,18,MED
594798,"deGrom, Jacob",SP,15.6877,8.2918,20.5241,58,65,18,MED
605400,"Nola, Aaron",SP,8.938,2.4056,13.8107,58,65,18,MED
608372,"Sugano, Tomoyuki",SP,8.1466,1.3581,14.6511,58,65,18,MED
608379,"Wacha, Michael",SP,9.9984,4.001,14.8394,58,65,18,MED
624133,"Suarez, Ranger",SP,8.6398,1.5267,14.1056,58,65,18,MED
645261,"Alcantara, Sandy",SP,11.6603,3.1829,16.4116,58,65,18,HIGH
647336,"Soroka, Michael",SP,9.4995,2.3365,14.3264,58,65,18,MED
656427,"Flaherty, Jack",SP,4.5467,-3.5847,10.4709,58,65,18,HIGH
657746,"Ryan, Joe",SP,12.1764,4.4976,16.9038,58,65,18,MED
663436,"Martin, Davis",SP,10.3756,2.4796,15.3379,58,65,18,MED
663556,"McClanahan, Shane",SP,10.9585,4.1911,17.127,58,65,18,MED
667755,"Soriano, José",SP,15.2245,8.7282,19.9113,58,65,18,HIGH
669160,"May, Dustin",SP,8.2885,0.8945,12.7185,58,65,18,MED
669302,"Gilbert, Logan",SP,14.2156,5.3446,21.8437,58,65,18,HIGH
669358,"Baz, Shane",SP,11.5555,4.9034,16.4114,58,65,18,MED
669461,"Liberatore, Matthew",SP,4.5572,-1.8777,10.4126,58,65,18,MED
671096,"Abbott, Andrew",SP,6.3827,-0.281,11.8545,58,65,18,HIGH
672456,"Montero, Keider",SP,10.5138,2.831,16.6817,58,65,18,MED
676106,"Hancock, Emerson",SP,11.505,5.2424,16.9388,58,65,18,MED
676282,"Cantillo, Joey",SP,7.8368,-3.1667,12.5271,58,65,18,HIGH
676440,"Bibee, Tanner",SP,9.3291,1.954,13.2284,58,65,18,HIGH
676917,"Cavalli, Cade",SP,13.5584,7.139,19.2566,58,65,18,HIGH
677952,"Ashcraft, Braxton",SP,14.9619,7.44,22.7295,58,65,18,MED
680694,"Bradish, Kyle",SP,6.3363,-1.0571,12.0164,58,65,18,MED
681190,"Vásquez, Randy",SP,10.8252,2.2265,15.5087,58,65,18,MED
681347,"Burrows, Mike",SP,10.651,1.8983,15.6036,58,65,18,MED
682052,"Lopez, Jacob",SP,4.1579,-2.2954,8.2244,58,65,18,MED
683004,"Leiter, Jack",SP,11.083,3.3746,16.9331,58,65,18,MED
686218,"Sheehan, Emmet",SP,11.7262,5.1376,17.5583,58,65,18,MED
686799,"Kochanowicz, Jack",SP,8.4128,-1.6107,12.8721,58,65,18,MED
690986,"Harrison, Kyle",SP,14.5861,6.5645,20.4474,58,65,18,MED
690997,"McLean, Nolan",SP,16.4228,4.973,22.0402,58,65,18,MED
693645,"Schlittler, Cam",SP,18.231,10.3773,25.5872,58,65,18,HIGH
693821,"Elder, Bryce",SP,9.3008,2.188,14.032,58,65,18,HIGH
694738,"Roupp, Landen",SP,12.3916,5.1989,18.5715,58,65,18,MED
694819,"Misiorowski, Jacob",SP,17.4793,9.9574,22.2479,58,65,18,MED
696149,"Chandler, Bubba",SP,6.6006,-2.7071,12.3458,58,65,18,MED
700241,"McGreevy, Michael",SP,6.1166,-1.7182,10.5602,58,65,18,MED
701542,"Warren, Will",SP,12.9619,6.9492,18.4337,58,65,18,MED
702070,"Cameron, Noah",SP,6.7829,-0.615,12.5255,58,65,18,MED
808967,"Yamamoto, Yoshinobu",SP,11.5382,3.6422,16.0927,58,65,18,MED
813349,"Early, Connelly",SP,7.3384,-4.5904,13.1774,58,65,18,MED
500743,Miguel Rojas,H,0.4433,0.2859,0.6525,58,65,18,LOW
502671,Paul Goldschmidt,H,0.666,0.4762,0.8997,58,65,18,MED
518692,Freddie Freeman,H,0.5942,0.4228,0.7929,58,65,18,HIGH
521692,Salvador Perez,H,0.4584,0.323,0.6425,58,65,18,HIGH
543309,Kyle Higashioka,H,0.3216,0.1904,0.5499,58,65,18,LOW
543760,Marcus Semien,H,0.4193,0.247,0.6169,58,65,18,HIGH
543807,George Springer,H,0.3897,0.243,0.6366,58,65,18,MED
543877,Christian Vázquez,H,0.4235,0.2765,0.6456,58,65,18,MED
