rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,data_quality_tag,marcel_baseline,data_driven_estimate,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,sigma_calibration_method,xfp_rp3_p25,xfp_rp3_p75,xfp_rp3_decision_p25,xfp_rp3_decision_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior,shadow_velo_pct_prior,shadow_bb_pct_prior,high_k_z_year_prior
288,687562,"Bennett, Jake",11,3.0,14.518181818181818,12.799999999999995,-1.718,10.46702014020545,rp3_model,data_driven_full,10.467,7.279341528580199,0,7.279341528580199,9.185340363560243,3.8113445491951214,global_alpha_v1,1.0838294533588133,13.474853603801584,4.708589630148088,9.85009342701231,LAD,1.0859,1.0859,0.9677218182636548,7.04,12.555,-5.276,drop,,,,,,,0.0,False,,,
289,605135,"Bassitt, Chris",10,0.0,2.929999999999999,2.929999999999999,0.0,10.767976764232444,rp3_model,marcel_il,10.768,7.27143688931606,1,7.27143688931606,9.185340363560243,3.8113445491951214,global_alpha_v1,1.0759248140946749,13.466948964537446,4.70068499088395,9.84218878774817,,,,1.0,7.27,12.555,-5.284,il,0.5,1.0,100.0,0.6222,0.4524,52.0,-0.5,False,17.17557251908397,56.10687022900763,0.41080385022710364
290,695684,"Rodríguez, Elmer",4,0.0,3.474999999999999,3.474999999999999,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,7.232790525349753,0,7.232790525349753,9.185340363560243,3.8113445491951214,global_alpha_v1,1.0372784501283672,13.428302600571138,4.662038626917642,9.803542423781863,,,,1.0,7.23,12.555,-5.323,drop,,,,,,,0.0,False,,,
291,661563,"Gil, Luis",4,0.0,5.174999999999999,5.174999999999999,0.0,11.816676708528565,rp3_model,marcel_il,11.817,7.229228816310764,1,7.229228816310764,9.185340363560243,3.8113445491951214,global_alpha_v1,1.0337167410893784,13.42474089153215,4.658476917878653,9.799980714742874,,,,1.0,7.23,12.555,-5.326,il,6.8,3.0,100.0,0.7349,0.6349,37.0,-14.0,False,81.67938931297711,4.580152671755725,-0.8734886277834549
292,500779,"Quintana, Jose",9,0.0,4.677777777777776,4.677777777777776,0.0,10.180330210767456,rp3_model,marcel_il,10.18,7.2161560780857235,1,7.2161560780857235,9.185340363560243,3.8113445491951214,global_alpha_v1,1.020644002864338,13.411668153307108,4.645404179653614,9.786907976517831,,,,1.0,7.22,12.555,-5.339,il,19.9,53.0,96.1,0.6672,0.3465,37.0,-7.5,False,11.450381679389313,13.358778625954198,-0.7353214001444845
293,615698,"Quantrill, Cal",6,2.0,8.649999999999999,6.899999999999999,-1.75,6.186477599678659,rp3_model,data_driven_thin,6.186,7.198491470488577,0,7.198491470488577,9.185340363560243,3.8113445491951214,global_alpha_v1,1.0029793952671913,13.394003545709962,4.627739572056466,9.769243368920687,,,,1.0,7.2,12.555,-5.357,drop,,,,,,35.0,-1.0,True,30.916030534351147,33.587786259541986,-0.4009818158338293
294,676272,"Miller, Bobby",0,0.0,8.45313090000835,8.45313090000835,0.0,8.45313090000835,marcel_il,marcel_il,8.453,,1,7.19,9.185340363560243,3.8113445491951214,global_alpha_v1,0.9944879247786148,13.385512075221383,4.619248101567891,9.76075189843211,,,,1.0,7.19,12.555,-5.365,il,,,,,,,0.0,False,,,
295,608718,"Suter, Brent",4,1.0,1.85,4.6,2.75,10.46702014020545,rp3_model,data_driven_thin,10.467,7.174973226185369,0,7.174973226185369,9.185340363560243,3.8113445491951214,global_alpha_v1,0.9794611509639832,13.370485301406754,4.604221327753258,9.74572512461748,MIL,1.0245,1.0245,0.9900482741478795,7.1,12.555,-5.38,drop,,,,,,,0.0,False,,,
296,696270,"Johnson, Ryan",9,3.0,4.466666666666665,3.2666666666666657,-1.2,10.46702014020545,rp3_model,data_driven_full,10.467,7.158256163533944,0,7.158256163533944,9.185340363560243,3.8113445491951214,global_alpha_v1,0.962744088312558,13.353768238755327,4.587504265101833,9.729008061966054,,,,1.0,7.16,12.555,-5.397,drop,,,,,,,0.0,False,,,
297,680570,"Rodriguez, Grayson",10,3.0,2.7,1.2666666666666664,-1.433,12.15412403052615,rp3_model,data_driven_full,12.154,7.146841460809279,0,7.146841460809279,9.185340363560243,3.8113445491951214,global_alpha_v1,0.9513293855878936,13.342353536030664,4.5760895623771685,9.71759335924139,,,,1.0,7.15,12.555,-5.409,drop,,,,,,,0.0,False,,,
298,688138,"Evans, Logan",0,0.0,8.34793875876284,8.34793875876284,0.0,8.34793875876284,marcel_il,marcel_il,8.348,,1,7.1,9.185340363560243,3.8113445491951214,global_alpha_v1,0.9044879247786142,13.295512075221383,4.529248101567889,9.67075189843211,,,,1.0,7.1,12.555,-5.455,il,,,,,,38.0,0.0,True,8.778625954198473,38.54961832061068,-0.659449428638046
299,608344,"Irvin, Cole",0,0.0,8.341286673343115,8.341286673343115,0.0,8.341286673343115,marcel_il,marcel_il,8.341,,1,7.09,9.185340363560243,3.8113445491951214,global_alpha_v1,0.8944879247786144,13.285512075221384,4.519248101567889,9.66075189843211,,,,1.0,7.09,12.555,-5.465,il,,,,,,,0.0,False,,,
300,696136,"Wicks, Jordan",2,0.0,-2.0500000000000016,-2.0500000000000016,0.0,5.669668904467272,rp3_model,data_driven_thin,5.67,,0,7.043272123465731,9.185340363560243,3.8113445491951214,global_alpha_v1,0.8477600482443455,13.238784198687116,4.472520225033621,9.61402402189784,,,,1.0,7.04,12.555,-5.512,drop,,,,,,,0.0,False,,,
301,608566,"Márquez, Germán",10,3.0,5.169999999999999,3.2666666666666657,-1.903,4.479500774623285,rp3_model,data_driven_full,4.48,7.009066924103237,0,7.009066924103237,9.185340363560243,3.8113445491951214,global_alpha_v1,0.8135548488818518,13.204578999324625,4.438315025671127,9.579818822535348,,,,1.0,7.01,12.555,-5.546,drop,15.9,31.0,92.3,0.4917,0.2939,31.0,-5.62,False,67.93893129770993,40.0763358778626,-1.2424527902429185
302,695534,Chase Petty,2,0.0,4.6,4.6,0.0,8.37782835509706,rp3_model,data_driven_thin,8.378,,0,6.941290740608436,9.185340363560243,3.8113445491951214,global_alpha_v1,0.7457786653870508,13.13680281582982,4.370538842176327,9.512042639040546,,,,1.0,6.94,12.555,-5.614,drop,,,,,,,0.0,False,,,
303,671106,"Allen, Logan",0,0.0,8.145149340069628,8.145149340069628,0.0,8.145149340069628,marcel_il,marcel_il,8.145,,1,6.92,9.185340363560243,3.8113445491951214,global_alpha_v1,0.7244879247786145,13.115512075221384,4.349248101567889,9.49075189843211,,,,1.0,6.92,12.555,-5.635,il,,,,,,44.0,-3.0,False,7.633587786259542,56.87022900763359,-0.519601239091339
304,663978,"Paddack, Chris",9,0.0,2.344444444444443,2.344444444444443,0.0,8.466831458690267,rp3_model,data_driven_full,8.467,6.905854199101468,0,6.905854199101468,9.185340363560243,3.8113445491951214,global_alpha_v1,0.710342123880082,13.101366274322851,4.335102300669357,9.476606097533578,,,,1.0,6.91,12.555,-5.65,drop,1.9,2.0,100.0,0.4976,0.4024,38.0,-2.81,True,35.11450381679389,68.32061068702289,-0.5708374014285035
305,543294,"Hendricks, Kyle",0,0.0,8.121753355795812,8.121753355795812,0.0,8.121753355795812,marcel_il,marcel_il,8.122,,1,6.9,9.185340363560243,3.8113445491951214,global_alpha_v1,0.7044879247786149,13.095512075221386,4.32924810156789,9.47075189843211,,,,1.0,6.9,12.555,-5.655,il,,,,,,47.0,-4.5,False,0.38167938931297707,77.86259541984732,-0.7423141525596721
306,641793,"Littell, Zack",14,2.0,3.764285714285714,0.9999999999999982,-2.764,11.206919816411848,rp3_model,data_driven_full,11.207,6.8765844899514565,0,6.8765844899514565,9.185340363560243,3.8113445491951214,global_alpha_v1,0.6810724147300711,13.072096565172842,4.305832591519346,9.447336388383569,,,,1.0,6.88,12.555,-5.679,drop,1.3,1.0,100.0,0.7384,0.8453,45.0,-3.0,False,27.480916030534353,97.32824427480917,-0.26880860078703445
307,691946,George Klassen,2,0.0,-4.800000000000001,-4.800000000000001,0.0,8.560173897399773,rp3_model,data_driven_thin,8.56,,0,6.866809487998422,9.185340363560243,3.8113445491951214,global_alpha_v1,0.6712974127770366,13.062321563219808,4.296057589566312,9.437561386430533,,,,1.0,6.87,12.555,-5.689,drop,,,,,,,0.0,False,,,
308,660761,"Suarez, José",2,0.0,4.25,4.25,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,,0,6.858162380910668,9.185340363560243,3.8113445491951214,global_alpha_v1,0.6626503056892821,13.053674456132054,4.287410482478558,9.428914279342775,,,,1.0,6.86,12.555,-5.697,drop,,,,,,,0.0,False,,,
309,702474,"Paredes, Mike",5,0.0,5.919999999999999,5.919999999999999,0.0,10.46702014020545,rp3_model,marcel_il,10.467,6.832615599263802,1,6.832615599263802,9.185340363560243,3.8113445491951214,global_alpha_v1,0.6371035240424163,13.028127674485187,4.261863700831691,9.403367497695912,,,,1.0,6.83,12.555,-5.723,il,,,,,,,0.0,False,,,
310,453286,"Scherzer, Max",7,1.0,0.442857142857142,3.799999999999999,3.357,12.08213916084956,rp3_model,data_driven_thin,12.082,6.7952922859532245,0,6.7952922859532245,9.185340363560243,3.8113445491951214,global_alpha_v1,0.5997802107318391,12.990804361174613,4.224540387521115,9.366044184385334,STL,1.0187,1.0187,0.998946664862792,6.79,12.555,-5.76,drop,0.3676470588235294,1.0,,,,45.0,-7.64,False,48.091603053435115,93.12977099236642,-0.48669726254409823
311,663855,"Hicks, Jordan",0,0.0,7.963963708896497,7.963963708896497,0.0,7.963963708896497,marcel_il,marcel_il,7.964,,1,6.77,9.185340363560243,3.8113445491951214,global_alpha_v1,0.5744879247786141,12.965512075221383,4.199248101567889,9.34075189843211,TB,0.9756,0.9756,1.0001000029498008,6.77,12.555,-5.785,il,,,,,,49.0,5.0,False,92.36641221374046,67.17557251908397,-0.20307409751397526
312,543475,"Lyles, Jordan",0,0.0,7.966684701030889,7.966684701030889,0.0,7.966684701030889,marcel_il,marcel_il,7.967,,1,6.77,9.185340363560243,3.8113445491951214,global_alpha_v1,0.5744879247786141,12.965512075221383,4.199248101567889,9.34075189843211,,,,1.0,6.77,12.555,-5.785,il,,,,,,,0.0,False,,,
313,668933,"Ashcraft, Graham",0,0.0,7.948497207699488,7.948497207699488,0.0,7.948497207699488,marcel_il,marcel_il,7.948,,1,6.76,9.185340363560243,3.8113445491951214,global_alpha_v1,0.5644879247786143,12.955512075221383,4.189248101567889,9.33075189843211,,,,1.0,6.76,12.555,-5.795,il,,,,,,,0.0,False,,,
314,663558,"Morán, Jovani",3,0.0,-1.0333333333333334,-1.0333333333333334,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,6.734559664819431,0,6.734559664819431,9.185340363560243,3.8113445491951214,global_alpha_v1,0.5390475895980451,12.930071740040816,4.16380776638732,9.30531156325154,,,,1.0,6.73,12.555,-5.821,drop,,,,,,,0.0,False,,,
315,663992,"Lovelady, Richard",5,0.0,3.62,3.62,0.0,10.46702014020545,rp3_model,marcel_il,10.467,6.709510812979477,1,6.709510812979477,9.185340363560243,3.8113445491951214,global_alpha_v1,0.5139987377580919,12.905022888200865,4.138758914547367,9.280262711411588,,,,1.0,6.71,12.555,-5.846,il,,,,,,,0.0,False,,,
316,656629,"Kopech, Michael",0,0.0,7.783555430132856,7.783555430132856,0.0,7.783555430132856,marcel_il,marcel_il,7.784,,1,6.62,9.185340363560243,3.8113445491951214,global_alpha_v1,0.4244879247786146,12.815512075221385,4.0492481015678905,9.19075189843211,,,,1.0,6.62,12.555,-5.935,il,,,,,,,0.0,False,,,
317,592866,"Williams, Trevor",0,0.0,7.772565089228565,7.772565089228565,0.0,7.772565089228565,marcel_il,marcel_il,7.773,,1,6.61,9.185340363560243,3.8113445491951214,global_alpha_v1,0.4144879247786148,12.805512075221388,4.039248101567891,9.18075189843211,,,,1.0,6.61,12.555,-5.945,il,,,,,,45.0,6.0,False,0.7633587786259541,80.1526717557252,-0.21349340283132096
318,813349,"Early, Connelly",17,0.0,11.970588235294116,11.970588235294116,0.0,10.46702014020545,rp3_model,marcel_il,10.467,6.596368664597762,1,6.596368664597762,9.185340363560243,3.8113445491951214,global_alpha_v1,0.4008565893763762,12.791880739819147,4.025616766165651,9.167120563029872,,,,1.0,6.6,12.555,-5.959,il,,0.0,,,,,0.0,False,58.01526717557252,96.56488549618321,
319,676467,"Gordon, Colton",0,0.0,7.751134676013695,7.751134676013695,0.0,7.751134676013695,marcel_il,marcel_il,7.751,,1,6.59,9.185340363560243,3.8113445491951214,global_alpha_v1,0.3944879247786144,12.785512075221384,4.019248101567889,9.16075189843211,,,,1.0,6.59,12.555,-5.965,il,,,,,,40.0,0.0,True,20.610687022900763,97.70992366412213,-0.27719420622092045
320,592767,"Smyly, Drew",0,0.0,7.736960820284151,7.736960820284151,0.0,7.736960820284151,marcel_il,marcel_il,7.737,,1,6.58,9.185340363560243,3.8113445491951214,global_alpha_v1,0.3844879247786146,12.775512075221386,4.00924810156789,9.15075189843211,,,,1.0,6.58,12.555,-5.975,il,,,,,,,0.0,False,,,
321,425844,"Greinke, Zack",0,0.0,7.728315124430548,7.728315124430548,0.0,7.728315124430548,marcel_il,marcel_il,7.728,,1,6.57,9.185340363560243,3.8113445491951214,global_alpha_v1,0.3744879247786148,12.765512075221386,3.99924810156789,9.14075189843211,,,,1.0,6.57,12.555,-5.985,il,,,,,,,0.0,False,,,
322,695418,"Lord, Brad",0,0.0,7.713351007010272,7.713351007010272,0.0,7.713351007010272,marcel_il,marcel_il,7.713,,1,6.56,9.185340363560243,3.8113445491951214,global_alpha_v1,0.3644879247786141,12.755512075221386,3.9892481015678896,9.13075189843211,,,,1.0,6.56,12.555,-5.995,il,,,,,,47.0,0.0,True,64.12213740458014,74.80916030534351,-0.42338159542065074
323,680730,"Parker, Mitchell",0,0.0,7.642453560678003,7.642453560678003,0.0,7.642453560678003,marcel_il,marcel_il,7.642,,1,6.5,9.185340363560243,3.8113445491951214,global_alpha_v1,0.3044879247786145,12.695512075221384,3.92924810156789,9.07075189843211,,,,1.0,6.5,12.555,-6.055,il,,,,,,34.0,-14.0,False,40.839694656488554,53.81679389312977,-0.7049484207005378
324,663474,"McKenzie, Triston",0,0.0,7.633842039145322,7.633842039145322,0.0,7.633842039145322,marcel_il,marcel_il,7.634,,1,6.49,9.185340363560243,3.8113445491951214,global_alpha_v1,0.2944879247786147,12.685512075221386,3.91924810156789,9.06075189843211,,,,1.0,6.49,12.555,-6.065,il,,,,,,,0.0,False,,,
325,527048,"Pérez, Martín",17,3.0,10.66470588235294,14.266666666666666,3.602,8.37595936393163,rp3_model,data_driven_full,8.376,6.442577667419259,0,6.442577667419259,9.185340363560243,3.8113445491951214,global_alpha_v1,0.2470655921978739,12.638089742640645,3.871825768987149,9.01332956585137,WSH,1.0502,1.0502,0.958752652841212,6.18,12.555,-6.113,drop,87.2,211.0,55.8,0.4847,0.0374,39.0,-1.0,True,1.5267175572519083,20.229007633587788,0.8767805115998375
326,806960,Luis Morales,2,0.0,-4.400000000000002,-4.400000000000002,0.0,8.816784380668306,rp3_model,data_driven_thin,8.817,,0,6.39228731963914,9.185340363560243,3.8113445491951214,global_alpha_v1,0.1967752444177541,12.587799394860523,3.8215354212070296,8.96303921807125,,,,1.0,6.39,12.555,-6.163,drop,,,,,,,0.0,False,95.0381679389313,43.12977099236641,-0.48976011085606297
327,702275,"Ritchie, JR",8,1.0,7.099999999999999,13.299999999999995,6.2,10.46702014020545,rp3_model,data_driven_full,10.467,6.387191495425339,0,6.387191495425339,9.185340363560243,3.8113445491951214,global_alpha_v1,0.1916794202039531,12.582703570646723,3.816439596993229,8.957943393857448,,,,1.0,6.39,12.555,-6.168,drop,,,,,,,0.0,False,,,
328,686563,"Cannon, Jonathan",0,0.0,7.477849724586743,7.477849724586743,0.0,7.477849724586743,marcel_il,marcel_il,7.478,,1,6.36,9.185340363560243,3.8113445491951214,global_alpha_v1,0.1644879247786148,12.555512075221388,3.7892481015678894,8.93075189843211,,,,1.0,6.36,12.555,-6.195,il,,,,,,37.0,-7.0,False,23.66412213740458,16.412213740458014,0.14788400027009893
329,683352,"Bratt, Mitch",5,4.0,3.1999999999999984,2.2749999999999986,-0.925,10.46702014020545,rp3_model,data_driven_thin,10.467,6.294569835481632,0,6.294569835481632,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0990577602602469,12.49008191070302,3.7238179370495215,8.865321733913742,,,,1.0,6.29,12.555,-6.261,drop,,,,,,,0.0,False,,,
330,608372,"Sugano, Tomoyuki",19,3.0,8.7,14.166666666666666,5.467,8.06345226258727,rp3_model,data_driven_full,8.063,6.243754923831252,0,6.243754923831252,9.185340363560243,3.8113445491951214,global_alpha_v1,0.048242848609866,12.439266999052638,3.6730030253991415,8.814506822263361,,,,1.0,6.24,12.555,-6.312,drop,72.0,18.0,61.5,0.5434,0.0623,36.0,0.0,True,27.86259541984733,77.48091603053436,-0.8365237685695093
331,691951,"Aldegheri, Sam",6,0.0,3.616666666666666,3.616666666666666,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,6.191058300895973,0,6.191058300895973,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.386570376117358,3.620306402463863,8.761810199328083,,,,1.0,6.19,12.555,-6.364,drop,,,,,,,0.0,False,29.00763358778626,16.793893129770993,
332,686799,"Kochanowicz, Jack",12,0.0,7.674999999999998,7.674999999999998,0.0,4.726433540859922,rp3_model,marcel_il,4.726,6.1644002893689605,1,6.1644002893689605,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.359912364590349,3.5936483909368504,8.73515218780107,,,,1.0,6.16,12.555,-6.391,il,100.0,28.0,24.0,0.3048,-0.0868,31.0,-7.0,False,83.96946564885496,18.702290076335878,-1.088191166527412
333,807743,"Sullivan, Sean",5,0.0,0.1199999999999988,0.1199999999999988,0.0,10.46702014020545,rp3_model,marcel_il,10.467,6.1513082740202405,1,6.1513082740202405,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.346820349241623,3.5805563755881304,8.72206017245235,,,,1.0,6.15,12.555,-6.404,il,,,,,,,0.0,False,,,
334,700842,Eduardo Rivera,2,1.0,5.9,-0.3000000000000007,-6.2,10.307764521720914,rp3_model,data_driven_thin,10.308,,0,6.142355814116268,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.337867889337652,3.571603915684158,8.713107712548378,,,,1.0,6.14,12.555,-6.413,drop,,,,,,,0.0,False,,,
335,669947,"Scholtens, Jesse",2,0.0,7.549999999999999,7.549999999999999,0.0,5.3956605447638735,rp3_model,data_driven_thin,5.396,,0,6.130615023968657,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.326127099190042,3.559863125536547,8.701366922400767,,,,1.0,6.13,12.555,-6.425,drop,,,,,,,0.0,False,,,
336,628317,"Maeda, Kenta",0,0.0,7.215775974426568,7.215775974426568,0.0,7.215775974426568,marcel_il,marcel_il,7.216,,1,6.13,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.325512075221386,3.55924810156789,8.70075189843211,,,,1.0,6.13,12.555,-6.425,il,,,,,,,0.0,False,,,
337,678394,"Bello, Brayan",9,1.0,-0.3222222222222228,15.599999999999998,15.922,10.170014615189189,rp3_model,data_driven_full,10.17,6.109419255815409,0,6.109419255815409,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.304931331036794,3.5386673573832987,8.68017115424752,,,,1.0,6.11,12.555,-6.446,drop,0.0,0.0,,,,45.0,-2.0,True,59.16030534351145,36.6412213740458,-0.5851213456812346
338,571578,"Corbin, Patrick",15,0.0,5.473333333333333,5.473333333333333,0.0,8.044419790767883,rp3_model,marcel_il,8.044,6.103887208034122,1,6.103887208034122,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.299399283255507,3.533135309602012,8.674639106466232,,,,1.0,6.1,12.555,-6.452,il,53.8,162.0,67.3,0.4485,0.117,50.0,6.5,False,6.488549618320611,61.45038167938931,-0.009169471853467706
339,571945,"Mikolas, Miles",11,2.0,3.145454545454544,2.95,-0.195,8.31650025820776,rp3_model,data_driven_full,8.317,6.06451104355741,0,6.06451104355741,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.260023118778795,3.4937591451253,8.63526294198952,ATL,1.0085,1.0085,0.9983956727950828,6.05,12.555,-6.491,drop,0.0,0.0,,,,37.0,-2.0,True,42.74809160305343,73.66412213740458,-0.9055336584338658
340,682227,"Williamson, Brandon",6,0.0,4.0666666666666655,4.0666666666666655,0.0,9.731555414878748,rp3_model,marcel_il,9.732,6.064289502015665,1,6.064289502015665,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.25980157723705,3.493537603583555,8.635041400447776,,,,1.0,6.06,12.555,-6.491,il,0.0,0.0,,,,,0.0,False,,,
341,686610,"Waldichuk, Ken",0,0.0,6.965283108465172,6.965283108465172,0.0,6.965283108465172,marcel_il,marcel_il,6.965,,1,5.92,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.115512075221384,3.34924810156789,8.49075189843211,,,,1.0,5.92,12.555,-6.635,il,,,,,,,0.0,False,,,
342,680573,"Woods Richardson, Simeon",10,0.0,-0.5900000000000007,-0.5900000000000007,0.0,9.779009254189546,rp3_model,data_driven_full,9.779,5.85745187517368,0,5.85745187517368,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,12.052963950395064,3.286699976741569,8.428203773605789,,,,1.0,5.86,12.555,-6.698,drop,0.0,0.0,,,,44.0,-3.0,False,48.473282442748086,36.25954198473282,0.23703105132859947
343,676571,"Poulin, PJ",10,0.0,3.62,3.62,0.0,10.46702014020545,rp3_model,marcel_il,10.467,5.771645702833052,1,5.771645702833052,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,11.967157778054435,3.2008938044009416,8.342397601265162,,,,1.0,5.77,12.555,-6.784,il,,0.0,,,,,0.0,False,,,
344,448179,"Hill, Rich",0,0.0,6.622501170942177,6.622501170942177,0.0,6.622501170942177,marcel_il,marcel_il,6.623,,1,5.63,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,11.825512075221386,3.05924810156789,8.20075189843211,,,,1.0,5.63,12.555,-6.925,il,,,,,,,0.0,False,,,
345,596295,"Gomber, Austin",0,0.0,6.557650754515138,6.557650754515138,0.0,6.557650754515138,marcel_il,marcel_il,6.558,,1,5.57,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,11.765512075221386,2.9992481015678902,8.14075189843211,,,,1.0,5.57,12.555,-6.985,il,,,,,,29.0,-3.5,False,4.198473282442748,91.22137404580153,-1.377178376141095
346,548389,"Stripling, Ross",0,0.0,6.3599478797981615,6.3599478797981615,0.0,6.3599478797981615,marcel_il,marcel_il,6.36,,1,5.41,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,11.605512075221386,2.83924810156789,7.980751898432111,,,,1.0,5.41,12.555,-7.145,il,,,,,,,0.0,False,,,
347,623167,"Flexen, Chris",0,0.0,5.892853676276989,5.892853676276989,0.0,5.892853676276989,marcel_il,marcel_il,5.893,,1,5.01,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,11.205512075221383,2.4392481015678897,7.58075189843211,,,,1.0,5.01,12.555,-7.545,il,,,,,,,0.0,False,,,
348,592836,"Walker, Taijuan",4,0.0,-0.9000000000000012,-0.9000000000000012,0.0,7.12244269500395,rp3_model,data_driven_thin,7.122,4.941934558719376,0,4.941934558719376,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,11.137446633940762,2.371182660287265,7.512686457151485,,,,1.0,4.94,12.555,-7.614,drop,3.2,7.0,100.0,0.5857,0.7448,41.0,-1.0,False,6.870229007633588,44.656488549618324,-0.5765294135657004
349,596133,"Weaver, Luke",0,0.0,5.67543875876284,5.67543875876284,0.0,5.67543875876284,marcel_il,marcel_il,5.675,,1,4.82,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,11.015512075221386,2.2492481015678902,7.390751898432111,,,,1.0,4.82,12.555,-7.735,il,,,,,,,0.0,False,,,
350,471911,"Carrasco, Carlos",0,0.0,5.635806044973337,5.635806044973337,0.0,5.635806044973337,marcel_il,marcel_il,5.636,,1,4.79,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,10.985512075221386,2.21924810156789,7.36075189843211,,,,1.0,4.79,12.555,-7.765,il,,,,,,,0.0,False,11.83206106870229,27.099236641221374,-0.7592764320515935
351,666214,"Wentz, Joey",0,0.0,5.457962313084824,5.457962313084824,0.0,5.457962313084824,marcel_il,marcel_il,5.458,,1,4.64,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,10.835512075221384,2.0692481015678896,7.210751898432109,,,,1.0,4.64,12.555,-7.915,il,,,,,,44.0,2.5,False,45.80152671755725,57.63358778625955,-0.9035780378402313
352,570632,"Ureña, José",0,0.0,5.393801342680363,5.393801342680363,0.0,5.393801342680363,marcel_il,marcel_il,5.394,,1,4.58,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,10.775512075221386,2.00924810156789,7.150751898432111,,,,1.0,4.58,12.555,-7.975,il,,,,,,,0.0,False,88.54961832061069,0.38167938931297707,-1.2560803089079975
353,641712,"Hudson, Dakota",0,0.0,4.7944126109330005,4.7944126109330005,0.0,4.7944126109330005,marcel_il,marcel_il,4.794,,1,4.08,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,10.275512075221386,1.50924810156789,6.650751898432111,,,,1.0,4.08,12.555,-8.475,il,,,,,,,0.0,False,,,
354,682610,"Muñoz, Roddery",0,0.0,4.333357543849688,4.333357543849688,0.0,4.333357543849688,marcel_il,marcel_il,4.333,,1,3.68,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,9.875512075221383,1.10924810156789,6.25075189843211,,,,1.0,3.68,12.555,-8.875,il,,,,,,,0.0,False,,,
355,621389,"Blach, Ty",0,0.0,3.867772833706818,3.867772833706818,0.0,3.867772833706818,marcel_il,marcel_il,3.868,,1,3.29,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,9.485512075221386,0.71924810156789,5.86075189843211,,,,1.0,3.29,12.555,-9.265,il,,,,,,,0.0,False,,,
356,622608,"Senzatela, Antonio",0,0.0,2.73195917250856,2.73195917250856,0.0,2.73195917250856,marcel_il,marcel_il,2.732,,1,2.32,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,8.515512075221386,0.0,4.89075189843211,,,,1.0,2.32,12.555,-10.235,il,,,,,,31.0,-3.96,False,71.37404580152672,84.7328244274809,-1.038810196129994
357,425794,"Wainwright, Adam",0,0.0,1.9652220691327529,1.9652220691327529,0.0,1.9652220691327529,marcel_il,marcel_il,1.965,,1,1.67,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,7.865512075221385,0.0,4.24075189843211,,,,1.0,1.67,12.555,-10.885,il,,,,,,,0.0,False,,,
358,687134,"Blalock, Bradley",0,0.0,0.5974630877081107,0.5974630877081107,0.0,0.5974630877081107,marcel_il,marcel_il,0.597,,1,0.51,9.185340363560243,3.8113445491951214,global_alpha_v1,0.0,6.705512075221385,0.0,3.0807518984321103,,,,1.0,0.51,12.555,-12.045,il,,,,,,20.0,0.0,True,52.67175572519084,17.557251908396946,-1.878774959620633
