rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,data_quality_tag,marcel_baseline,data_driven_estimate,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,sigma_calibration_method,xfp_rp3_p25,xfp_rp3_p75,xfp_rp3_decision_p25,xfp_rp3_decision_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,arche_overall_prior,slope_3yr_prior,traj_career_low_prior,shadow_velo_pct_prior,shadow_bb_pct_prior,high_k_z_year_prior
1,694819,"Misiorowski, Jacob",20,2.0,21.6,18.35,-3.25,10.877801342680364,rp3_model,data_driven_full,10.878,20.5315941060152,0,20.5315941060152,9.056225394807583,3.757769873364142,global_alpha_v1,14.423170077217485,26.640018134812912,17.996978326431083,23.066209885599317,LAA,0.9767,0.9767,1.0385015428120228,21.32,12.555,7.976,add,100.0,8.0,60.0,0.8965,0.0746,61.0,0.0,True,99.23664122137404,45.80152671755725,1.680112420976408
2,669373,"Skubal, Tarik",16,4.0,17.86875,22.45,4.581,18.36363252492713,rp3_model,data_driven_full,18.364,17.51798342152258,0,17.51798342152258,9.056225394807583,3.757769873364142,global_alpha_v1,11.409559392724866,23.626407450320293,14.983367641938466,20.05259920110669,,,,1.0,17.52,12.555,4.963,add,50.8,65.0,73.8,0.8176,0.127,78.0,-1.0,False,95.80152671755725,87.02290076335878,1.4136018888158661
3,694973,"Skenes, Paul",22,4.0,14.2,10.749999999999998,-3.45,17.49780194825302,rp3_model,data_driven_full,17.498,15.69531650243634,0,15.69531650243634,9.056225394807583,3.757769873364142,global_alpha_v1,9.586892473638628,21.80374053123405,13.160700722852228,18.229932282020457,,,,1.0,15.7,12.555,3.14,add,14.3,7.0,100.0,1.0316,0.1609,70.0,-3.0,False,97.70992366412213,83.20610687022901,0.6753001830395088
4,669302,"Gilbert, Logan",22,3.0,15.559090909090909,14.833333333333334,-0.726,15.300656705868787,rp3_model,data_driven_full,15.301,15.572040474893338,0,15.572040474893338,9.056225394807583,3.757769873364142,global_alpha_v1,9.463616446095624,21.68046450369105,13.037424695309223,18.106656254477453,MIN,0.9735,0.9735,1.1174538095639452,17.4,12.555,3.017,add,18.6,26.0,100.0,0.8504,0.2833,68.0,6.0,False,82.44274809160305,82.06106870229007,1.7071606681936105
5,668909,"Williams, Gavin",22,3.0,15.55,25.0,9.45,11.526250375750102,rp3_model,data_driven_full,11.526,15.343225336124789,0,15.343225336124789,9.056225394807583,3.757769873364142,global_alpha_v1,9.234801307327077,21.451649364922503,12.808609556540675,17.877841115708904,AZ,0.9936,0.9936,1.033731340192809,15.86,12.555,2.788,add,96.5,55.0,70.4,0.7266,0.0753,48.0,-3.5,False,80.1526717557252,19.46564885496183,0.7595393754399822
6,808967,"Yamamoto, Yoshinobu",20,3.0,18.03,20.633333333333333,2.603,16.304390144136278,rp3_model,data_driven_full,16.304,15.192737359612476,0,15.192737359612476,9.056225394807583,3.757769873364142,global_alpha_v1,9.084313330814762,21.30116138841019,12.658121580028364,17.72735313919659,BOS,0.9728,0.9728,1.0802314169947604,16.41,12.555,2.637,add,22.0,9.0,100.0,0.9907,0.2267,66.0,1.0,False,69.08396946564885,25.954198473282442,0.6659179295753811
7,554430,"Wheeler, Zack",17,3.0,18.088235294117645,16.23333333333333,-1.855,16.94967077564764,rp3_model,data_driven_full,16.95,15.085795095852406,0,15.085795095852406,9.056225394807583,3.757769873364142,global_alpha_v1,8.97737106705469,21.19421912465012,12.551179316268293,17.62041087543652,BAL,1.0233,1.0233,0.9508210741690928,14.34,12.555,2.53,hold,,,,,,70.0,1.5,False,83.20610687022901,95.41984732824427,1.5383810286060728
8,693645,"Schlittler, Cam",23,3.0,17.726086956521737,21.46666666666667,3.741,12.864468009347028,rp3_model,data_driven_full,12.864,15.05806655220722,0,15.05806655220722,9.056225394807583,3.757769873364142,global_alpha_v1,8.949642523409505,21.166490581004933,12.523450772623104,17.592682331791334,,,,1.0,15.06,12.555,2.503,hold,100.0,8.0,100.0,1.0435,0.1896,55.0,0.0,True,91.98473282442748,54.961832061068705,0.411122998970977
9,656302,"Cease, Dylan",20,3.0,18.009999999999998,21.03333333333333,3.023,12.474583587628851,rp3_model,data_driven_full,12.475,15.005164918686503,0,15.005164918686503,9.056225394807583,3.757769873364142,global_alpha_v1,8.89674088988879,21.11358894748422,12.470549139102392,17.53978069827062,,,,1.0,15.01,12.555,2.45,hold,59.9,109.0,88.7,0.8023,0.1552,61.0,1.5,False,92.74809160305344,35.11450381679389,1.221097971902449
10,660271,"Ohtani, Shohei",14,0.0,17.971428571428568,17.971428571428568,0.0,12.556493754868242,rp3_model,data_driven_full,12.556,14.904405053676838,0,14.904405053676838,9.056225394807583,3.757769873364142,global_alpha_v1,8.795981024879122,21.012829082474557,12.369789274092724,17.43902083326095,,,,1.0,14.9,12.555,2.349,hold,82.3,79.0,68.9,0.9663,0.0673,80.0,3.64,False,96.18320610687023,67.93893129770993,1.8863717488880134
11,594798,"deGrom, Jacob",21,3.0,13.557142857142852,2.9666666666666663,-10.59,15.79248452065179,rp3_model,data_driven_full,15.792,14.902669643238417,0,14.902669643238417,9.056225394807583,3.757769873364142,global_alpha_v1,8.794245614440701,21.01109367203613,12.368053863654303,17.43728542282253,HOU,1.0091,1.0091,1.0257006582189527,15.29,12.555,2.347,hold,65.2,144.0,67.9,0.9533,0.0771,61.0,-4.88,False,94.65648854961832,79.00763358778626,0.37939534547481973
12,650911,"Sánchez, Cristopher",23,3.0,16.382608695652173,16.73333333333333,0.351,14.680568806708532,rp3_model,data_driven_full,14.681,14.83643141155332,0,14.83643141155332,9.056225394807583,3.757769873364142,global_alpha_v1,8.728007382755607,20.944855440351034,12.301815631969207,17.371047191137436,BAL,1.0233,1.0233,0.9508210741690928,14.11,12.555,2.281,hold,26.6,21.0,90.5,0.784,0.0993,72.0,4.5,False,85.1145038167939,88.54961832061069,0.9645020011432834
13,607192,"Glasnow, Tyler",7,0.0,17.385714285714283,17.385714285714283,0.0,15.617500416119944,rp3_model,marcel_il,15.618,14.708481441904524,1,14.708481441904524,9.056225394807583,3.757769873364142,global_alpha_v1,8.60005741310681,20.81690547070224,12.173865662320411,17.24309722148864,,,,1.0,14.71,12.555,2.153,il,72.1,88.0,76.5,0.9622,0.12,56.0,-6.5,False,88.93129770992367,23.282442748091604,1.1232596171848066
14,519242,"Sale, Chris",20,3.0,16.639999999999997,23.899999999999995,7.26,16.185178294309704,rp3_model,data_driven_full,16.185,14.558550734536558,0,14.558550734536558,9.056225394807583,3.757769873364142,global_alpha_v1,8.450126705738843,20.666974763334277,12.023934954952445,17.09316651412067,,,,1.0,14.56,12.555,2.003,hold,65.2,144.0,75.0,0.9385,0.1217,72.0,4.0,False,75.57251908396947,70.99236641221374,1.0084014169201072
15,693433,"Woo, Bryan",21,3.0,12.328571428571427,6.933333333333333,-5.395,15.016616500676855,rp3_model,data_driven_full,15.017,14.515477034572248,0,14.515477034572248,9.056225394807583,3.757769873364142,global_alpha_v1,8.407053005774532,20.623901063369964,11.980861254988136,17.05009281415636,,,,1.0,14.52,12.555,1.96,hold,1.6,1.0,100.0,0.9381,0.4702,60.0,-1.0,True,85.49618320610686,88.16793893129771,0.9022965612684678
16,691799,"Taylor, Grant",4,0.0,5.125,5.125,0.0,10.46702014020545,rp3_model,data_driven_thin,10.467,14.03952462265838,0,14.03952462265838,9.056225394807583,3.757769873364142,global_alpha_v1,7.931100593860665,20.14794865145609,11.504908843074269,16.574140402242495,,,,1.0,14.04,12.555,1.484,hold,,0.0,,,,,0.0,False,,,
17,682243,"Miller, Bryce",12,3.0,16.041666666666668,8.933333333333332,-7.108,11.583792859527302,rp3_model,data_driven_full,11.584,13.88408139923549,0,13.88408139923549,9.056225394807583,3.757769873364142,global_alpha_v1,7.7756573704377745,19.992505428033205,11.349465619651376,16.418697178819603,,,,1.0,13.88,12.555,1.329,hold,,,,,,40.0,-4.5,False,72.13740458015268,41.221374045801525,-0.1114237170215087
18,605540,"Woodruff, Brandon",9,0.0,13.699999999999998,13.699999999999998,0.0,16.119745925520682,rp3_model,marcel_il,16.12,13.724257926241066,1,13.724257926241066,9.056225394807583,3.757769873364142,global_alpha_v1,7.615833897443351,19.83268195503878,11.189642146656952,16.25887370582518,,,,1.0,13.72,12.555,1.169,il,17.2,21.0,100.0,0.8668,0.3105,71.0,2.14,False,31.297709923664126,69.8473282442748,1.2265519336048603
19,666200,"Luzardo, Jesús",22,3.0,14.077272727272726,15.4,1.323,12.77260550388682,rp3_model,data_driven_full,12.773,13.66113933737213,0,13.66113933737213,9.056225394807583,3.757769873364142,global_alpha_v1,7.552715308574416,19.769563366169844,11.126523557788015,16.195755116956246,,,,1.0,13.66,12.555,1.106,hold,52.2,60.0,75.0,0.7936,0.1792,67.0,3.0,False,91.6030534351145,76.33587786259542,0.9666885200960698
20,656876,"Rasmussen, Drew",21,3.0,14.94285714285714,21.433333333333334,6.49,11.673969379381418,rp3_model,data_driven_full,11.674,13.44169689386776,0,13.44169689386776,9.056225394807583,3.757769873364142,global_alpha_v1,7.333272865070044,19.550120922665474,10.907081114283644,15.976312673451872,CWS,1.0193,1.0193,0.95722315596765,12.87,12.555,0.886,hold,65.8,50.0,65.2,0.855,0.0909,54.0,-0.23,True,59.541984732824424,65.64885496183206,-0.2103662994874188
21,701656,"Henderson, Logan",9,3.0,14.766666666666664,17.900000000000002,3.133,10.46702014020545,rp3_model,data_driven_full,10.467,13.3644272913786,0,13.3644272913786,9.056225394807583,3.757769873364142,global_alpha_v1,7.256003262580886,19.472851320176314,10.829811511794489,15.899043070962714,,,,1.0,13.36,12.555,0.809,hold,,,,,,,0.0,False,33.587786259541986,54.19847328244275,
22,690986,"Harrison, Kyle",17,0.0,13.4,13.4,0.0,9.334010898029971,rp3_model,marcel_il,9.334,13.311003194357276,1,13.311003194357276,9.056225394807583,3.757769873364142,global_alpha_v1,7.202579165559562,19.41942722315499,10.776387414773165,15.84561897394139,,,,1.0,13.31,12.555,0.756,il,100.0,32.0,51.9,0.6591,0.0158,,0.0,False,61.45038167938931,22.519083969465647,
23,669923,"Kirby, George",20,2.0,11.419999999999998,7.999999999999998,-3.42,13.029377103481236,rp3_model,data_driven_full,13.029,13.284115205154755,0,13.284115205154755,9.056225394807583,3.757769873364142,global_alpha_v1,7.175691176357041,19.39253923395247,10.749499425570642,15.818730984738869,MIN,0.9735,0.9735,1.1174538095639452,14.84,12.555,0.729,hold,41.5,44.0,100.0,0.7897,0.1827,59.0,-0.5,False,90.45801526717557,73.2824427480916,0.5467849370379066
24,683003,"Jones, Jared",11,3.0,11.772727272727272,17.366666666666664,5.594,12.222958072054054,rp3_model,data_driven_full,12.223,13.173150812365272,0,13.173150812365272,9.056225394807583,3.757769873364142,global_alpha_v1,7.064726783567557,19.281574841162985,10.638535032781158,15.707766591949383,,,,1.0,13.17,12.555,0.618,hold,,,,,,,0.0,False,,,
25,686218,"Sheehan, Emmet",19,3.0,10.389473684210524,11.566666666666665,1.177,12.25568058933036,rp3_model,data_driven_full,12.256,13.129494438808186,0,13.129494438808186,9.056225394807583,3.757769873364142,global_alpha_v1,7.021070410010471,19.2379184676059,10.594878659224072,15.6641102183923,BOS,0.9728,0.9728,1.0802314169947604,14.18,12.555,0.574,hold,50.0,9.0,100.0,0.8641,0.4376,64.0,7.5,False,87.02290076335878,95.0381679389313,0.9775694460971143
26,601713,"Pivetta, Nick",4,0.0,10.7,10.7,0.0,14.078638143272522,rp3_model,marcel_il,14.079,13.087979184535168,1,13.087979184535168,9.056225394807583,3.757769873364142,global_alpha_v1,6.9795551557374536,19.19640321333288,10.553363404951057,15.622594964119282,,,,1.0,13.09,12.555,0.533,il,75.2,155.0,68.0,0.7111,0.126,52.0,-1.5,False,49.61832061068702,62.213740458015266,0.7422588002467615
27,543135,"Eovaldi, Nathan",21,3.0,12.595238095238091,6.9,-5.695,14.757304250656947,rp3_model,data_driven_full,14.757,13.084084809678975,0,13.084084809678975,9.056225394807583,3.757769873364142,global_alpha_v1,6.975660780881262,19.19250883847669,10.549469030094864,15.61870058926309,,,,1.0,13.08,12.555,0.529,hold,24.1,51.0,100.0,0.7083,0.2341,67.0,7.0,False,38.93129770992366,86.25954198473282,0.786237288527772
28,605483,"Snell, Blake",0,0.0,15.31964025720774,15.31964025720774,0.0,15.31964025720774,marcel_il,marcel_il,15.32,,1,13.02,9.056225394807583,3.757769873364142,global_alpha_v1,6.911575971202285,19.128424028797717,10.485384220415886,15.554615779584111,,,,1.0,13.02,12.555,0.465,il,,,,,,70.0,2.5,False,82.82442748091603,9.541984732824428,0.7711224527756921
29,657746,"Ryan, Joe",21,2.0,12.98095238095238,-1.0000000000000018,-13.981,13.695015271559958,rp3_model,data_driven_full,13.695,12.975565918021353,0,12.975565918021353,9.056225394807583,3.757769873364142,global_alpha_v1,6.867141889223636,19.083989946819067,10.440950138437238,15.510181697605464,,,,1.0,12.98,12.555,0.42,hold,22.4,24.0,100.0,0.8443,0.2255,56.0,-1.0,False,54.58015267175572,75.95419847328245,0.9527844343125735
30,666142,"Ragans, Cole",7,0.0,10.728571428571428,10.728571428571428,0.0,14.832628635474476,rp3_model,marcel_il,14.833,12.8994702125877,1,12.8994702125877,9.056225394807583,3.757769873364142,global_alpha_v1,6.7910461837899865,19.00789424138541,10.364854433003588,15.434085992171816,,,,1.0,12.9,12.555,0.344,il,10.0,6.0,100.0,0.9404,0.4279,71.0,3.0,False,68.32061068702289,55.343511450381676,1.8104113113381601
31,691587,"Pérez, Eury",19,3.0,12.778947368421052,16.53333333333333,3.754,13.230098056500175,rp3_model,data_driven_full,13.23,12.879962721224883,0,12.879962721224883,9.056225394807583,3.757769873364142,global_alpha_v1,6.77153869242717,18.9883867500226,10.345346941640772,15.414578500808998,,,,1.0,12.88,12.555,0.325,hold,15.2,5.0,100.0,0.8143,0.2807,53.0,-2.5,True,96.56488549618321,24.80916030534351,0.8708754026816327
32,686613,"Brown, Hunter",10,3.0,11.22,13.999999999999998,2.78,13.667038844906408,rp3_model,data_driven_full,13.667,12.800923949438346,0,12.800923949438346,9.056225394807583,3.757769873364142,global_alpha_v1,6.692499920640631,18.90934797823606,10.266308169854232,15.33553972902246,,,,1.0,12.8,12.555,0.245,hold,,,,,,63.0,7.0,False,90.07633587786259,29.770992366412212,0.9323292159432448
33,669160,"May, Dustin",20,4.0,11.284999999999998,11.0,-0.285,8.719459172508557,rp3_model,data_driven_full,8.719,12.789079362834702,0,12.789079362834702,9.056225394807583,3.757769873364142,global_alpha_v1,6.680655334036987,18.897503391632416,10.254463583250589,15.323695142418815,,,,1.0,12.79,12.555,0.234,hold,3.9,2.0,100.0,0.3874,0.0016,42.0,0.0,True,63.74045801526718,52.67175572519084,0.17330999296007543
34,680885,"Schwellenbach, Spencer",0,0.0,15.009030004123687,15.009030004123687,0.0,15.009030004123687,marcel_il,marcel_il,15.009,,1,12.76,9.056225394807583,3.757769873364142,global_alpha_v1,6.651575971202285,18.868424028797715,10.225384220415886,15.294615779584111,,,,1.0,12.76,12.555,0.205,il,,,,,,66.0,1.0,False,89.31297709923665,94.65648854961832,0.9671886034557382
35,808963,"Sasaki, Roki",19,3.0,10.184210526315788,18.466666666666665,8.282,10.46702014020545,rp3_model,data_driven_full,10.467,12.715127014425256,0,12.715127014425256,9.056225394807583,3.757769873364142,global_alpha_v1,6.606702985627542,18.82355104322297,10.180511234841145,15.24974279400937,,,,1.0,12.72,12.555,0.16,hold,0.0,0.0,,,,,0.0,False,89.69465648854961,3.435114503816794,
36,690997,"McLean, Nolan",22,3.0,13.68181818181818,17.13333333333333,3.452,10.46702014020545,rp3_model,data_driven_full,10.467,12.704120929096616,0,12.704120929096616,9.056225394807583,3.757769873364142,global_alpha_v1,6.595696900298901,18.81254495789433,10.169505149512505,15.23873670868073,CLE,0.9543,0.9543,1.0763024830929215,13.67,12.555,0.149,hold,100.0,2.0,,,,,0.0,False,64.8854961832061,37.02290076335878,0.6819328877412651
37,695505,"Burns, Chase",20,2.0,15.105,9.95,-5.155,10.46702014020545,rp3_model,data_driven_full,10.467,12.704081878306154,0,12.704081878306154,9.056225394807583,3.757769873364142,global_alpha_v1,6.595657849508439,18.81250590710387,10.16946609872204,15.238697657890269,PIT,1.0034,1.0034,0.9883311421627692,12.56,12.555,0.149,hold,100.0,2.0,,,,,0.0,False,98.47328244274809,81.67938931297711,2.0041151341358816
38,543037,"Cole, Gerrit",12,3.0,14.016666666666666,21.23333333333333,7.217,15.426366864540856,rp3_model,data_driven_full,15.426,12.699304471583533,0,12.699304471583533,9.056225394807583,3.757769873364142,global_alpha_v1,6.590880442785818,18.80772850038125,10.16468869199942,15.233920251167646,CHC,1.0123,1.0123,1.0104173667072611,12.83,12.555,0.144,hold,,,,,,,0.0,False,,,
39,677952,"Ashcraft, Braxton",22,3.0,13.227272727272725,3.066666666666665,-10.161,10.46702014020545,rp3_model,data_driven_full,10.467,12.6923971582359,0,12.6923971582359,9.056225394807583,3.757769873364142,global_alpha_v1,6.583973129438184,18.800821187033613,10.157781378651784,15.227012937820012,CIN,1.0163,1.0163,0.9757861537401582,12.39,12.555,0.137,hold,0.0,0.0,,,,,0.0,False,93.89312977099237,6.870229007633588,0.7545729581010202
40,800048,"Messick, Parker",22,3.0,15.563636363636364,17.099999999999998,1.536,10.46702014020545,rp3_model,data_driven_full,10.467,12.689780163319416,0,12.689780163319416,9.056225394807583,3.757769873364142,global_alpha_v1,6.581356134521701,18.79820419211713,10.155164383735302,15.224395942903527,AZ,0.9936,0.9936,1.033731340192809,13.12,12.555,0.134,hold,100.0,1.0,,,,,0.0,False,38.16793893129771,96.18320610687023,0.09899046843007497
41,674444,Steven Cruz,2,0.0,4.35,4.35,0.0,8.857696984532021,rp3_model,data_driven_thin,8.858,,0,12.680221207715997,9.056225394807583,3.757769873364142,global_alpha_v1,6.57179717891828,18.78864523651371,10.145605428131882,15.214836987300108,,,,1.0,12.68,12.555,0.125,hold,,,,,,,0.0,False,,,
42,682254,"Montgomery, Mason",5,1.0,3.7,3.3,-0.4,10.46702014020545,rp3_model,data_driven_thin,10.467,12.65056819419144,0,12.65056819419144,9.056225394807583,3.757769873364142,global_alpha_v1,6.542144165393725,18.758992222989157,10.115952414607326,15.185183973775551,,,,1.0,12.65,12.555,0.095,hold,,,,,,,0.0,False,,,
43,699134,"Rodriguez, Bradgley",4,1.0,4.05,5.3,1.25,10.46702014020545,rp3_model,data_driven_thin,10.467,12.577122913386514,0,12.577122913386514,9.056225394807583,3.757769873364142,global_alpha_v1,6.468698884588799,18.685546942184228,10.0425071338024,15.111738692970627,,,,1.0,12.58,12.555,0.022,hold,,,,,,,0.0,False,,,
44,680732,"Burke, Sean",18,3.0,13.138888888888888,21.83333333333333,8.694,6.894218266965454,rp3_model,data_driven_full,6.894,12.559033194105872,0,12.559033194105872,9.056225394807583,3.757769873364142,global_alpha_v1,6.450609165308157,18.667457222903582,10.02441741452176,15.093648973689984,,,,1.0,12.56,12.555,0.004,hold,76.2,16.0,91.7,0.5685,0.1388,43.0,0.0,True,65.2671755725191,17.938931297709924,-0.3757396964222117
45,642547,"Peralta, Freddy",22,2.0,8.804545454545453,2.3499999999999988,-6.455,13.936688403868628,rp3_model,data_driven_full,13.937,12.555445201885728,0,12.555445201885728,9.056225394807583,3.757769873364142,global_alpha_v1,6.447021173088012,18.66386923068344,10.020829422301611,15.09006098146984,,,,1.0,12.56,12.555,0.0,hold,50.0,78.0,85.9,0.8877,0.195,58.0,-3.5,False,75.95419847328245,39.69465648854962,0.8179037129231383
46,668881,"Greene, Hunter",5,3.0,9.039999999999996,7.399999999999998,-1.64,14.435315187781582,rp3_model,data_driven_thin,14.435,12.525066170725996,0,12.525066170725996,9.056225394807583,3.757769873364142,global_alpha_v1,6.416642141928281,18.63349019952371,9.990450391141882,15.05968195031011,,,,1.0,12.53,12.555,-0.03,hold,,,,,,64.0,4.0,False,99.61832061068702,68.70229007633588,1.3110015035387625
47,671737,"Bradley, Taj",21,4.0,14.238095238095235,15.624999999999998,1.387,10.430808913204707,rp3_model,data_driven_full,10.431,12.514856335349943,0,12.514856335349943,9.056225394807583,3.757769873364142,global_alpha_v1,6.406432306552229,18.623280364147657,9.98024055576583,15.049472114934057,SEA,1.0027,1.0027,1.0849120211533867,13.58,12.555,-0.041,hold,88.1,59.0,63.2,0.6848,0.0671,47.0,0.5,False,62.97709923664122,30.53435114503817,-0.28655342398097366
48,675660,"Drohan, Shane",12,3.0,10.641666666666666,14.1,3.458,10.46702014020545,rp3_model,data_driven_full,10.467,12.446347215057534,0,12.446347215057534,9.056225394807583,3.757769873364142,global_alpha_v1,6.337923186259819,18.55477124385525,9.91173143547342,14.980962994641647,,,,1.0,12.45,12.555,-0.109,hold,,,,,,,0.0,False,,,
49,663554,"Mize, Casey",16,2.0,14.406249999999998,12.9,-1.506,9.491267114226789,rp3_model,data_driven_full,9.491,12.425586182274175,0,12.425586182274175,9.056225394807583,3.757769873364142,global_alpha_v1,6.317162153476462,18.53401021107189,9.890970402690064,14.96020196185829,,,,1.0,12.43,12.555,-0.13,hold,95.1,78.0,51.4,0.6413,0.0071,53.0,1.54,False,70.99236641221374,74.42748091603053,-0.3149109684346271
50,608331,"Fried, Max",13,3.0,14.46153846153846,14.299999999999995,-0.162,14.381614735739896,rp3_model,data_driven_full,14.382,12.421090214359973,0,12.421090214359973,9.056225394807583,3.757769873364142,global_alpha_v1,6.312666185562256,18.529514243157685,9.886474434775858,14.955705993944084,CHC,1.0123,1.0123,1.0104173667072611,12.55,12.555,-0.134,hold,64.4,114.0,73.7,0.8331,0.0922,62.0,-3.5,False,61.832061068702295,53.05343511450382,0.14353886502729304
51,592332,"Gausman, Kevin",23,4.0,11.260869565217387,8.799999999999997,-2.461,13.771819635343002,rp3_model,data_driven_full,13.772,12.20914705215644,0,12.20914705215644,9.056225394807583,3.757769873364142,global_alpha_v1,6.100723023358726,18.31757108095416,9.674531272572327,14.743762831740554,STL,1.0187,1.0187,0.998946664862792,12.2,12.555,-0.346,hold,74.6,217.0,61.8,0.7299,0.0578,58.0,-1.5,False,70.22900763358778,85.87786259541986,0.32306613512789817
52,669203,"Burnes, Corbin",0,0.0,14.189560213736012,14.189560213736012,0.0,14.189560213736012,marcel_il,marcel_il,14.19,,1,12.06,9.932314987664537,4.121292526001882,global_alpha_v1,5.360653540820272,18.759346459179728,9.280188191211732,14.83981180878827,,,,1.0,12.06,12.555,-0.495,il,,,,,,54.0,-4.5,False,72.90076335877863,38.16793893129771,0.4762604647436997
53,608379,"Wacha, Michael",22,3.0,12.704545454545451,15.533333333333331,2.829,12.204123852589158,rp3_model,data_driven_full,12.204,11.973608893161089,0,11.973608893161089,9.932314987664537,4.121292526001882,global_alpha_v1,5.27426243398136,18.672955352340814,9.19379708437282,14.753420701949358,,,,1.0,11.97,12.555,-0.582,hold,72.2,184.0,63.5,0.6668,0.0741,50.0,-2.0,False,26.717557251908396,66.79389312977099,-0.210755822329042
54,669022,"Gore, MacKenzie",23,4.0,11.165217391304346,11.624999999999998,0.46,10.45339313379403,rp3_model,data_driven_full,10.453,11.889674976302892,0,11.889674976302892,9.932314987664537,4.121292526001882,global_alpha_v1,5.190328517123164,18.58902143548262,9.109863167514623,14.66948678509116,,,,1.0,11.89,12.555,-0.666,hold,65.6,63.0,65.0,0.6724,0.0835,51.0,3.5,False,74.80916030534351,30.916030534351147,0.11509905661213578
55,694477,"Patrick, Chad",6,0.0,9.566666666666665,9.566666666666665,0.0,10.790292505841892,rp3_model,data_driven_thin,10.79,11.878519802421982,0,11.878519802421982,9.932314987664537,4.121292526001882,global_alpha_v1,5.179173343242254,18.57786626160171,9.098707993633711,14.65833161121025,,,,1.0,11.88,12.555,-0.677,hold,75.0,15.0,66.7,0.7429,0.03,50.0,0.0,True,21.374045801526716,51.14503816793893,0.6548350449402315
56,676282,"Cantillo, Joey",23,4.0,9.704347826086956,9.3,-0.404,12.804787152871818,rp3_model,data_driven_full,12.805,11.871377746912536,0,11.871377746912536,9.932314987664537,4.121292526001882,global_alpha_v1,5.172031287732808,18.570724206092265,9.091565938124267,14.651189555700803,NYM,1.01,1.01,1.016945999619381,12.07,12.555,-0.684,hold,6.7,1.0,100.0,0.7881,0.1211,58.0,0.0,True,32.82442748091603,32.06106870229007,0.6809998404825688
57,684007,"Imanaga, Shota",22,3.0,13.63181818181818,19.63333333333333,6.002,14.013423654361109,rp3_model,data_driven_full,14.013,11.814050378754882,0,11.814050378754882,9.932314987664537,4.121292526001882,global_alpha_v1,5.114703919575153,18.51339683793461,9.034238569966613,14.59386218754315,,,,1.0,11.81,12.555,-0.741,hold,97.9,46.0,47.7,0.8229,-0.0127,47.0,-14.0,False,14.50381679389313,94.27480916030534,-0.19575082083873785
58,672282,"Detmers, Reid",22,3.0,14.018181818181818,18.966666666666665,4.948,9.1505420426817,rp3_model,data_driven_full,9.151,11.7470460735126,0,11.7470460735126,9.932314987664537,4.121292526001882,global_alpha_v1,5.047699614332873,18.44639253269233,8.967234264724333,14.52685788230087,,,,1.0,11.75,12.555,-0.808,hold,73.9,51.0,64.6,0.6533,0.0733,,0.0,False,,,
59,622491,"Castillo, Luis",17,2.0,7.047058823529411,5.299999999999999,-1.747,12.950351824742256,rp3_model,data_driven_full,12.95,11.742023185772307,0,11.742023185772307,9.932314987664537,4.121292526001882,global_alpha_v1,5.042676726592579,18.44136964495204,8.962211376984039,14.521834994560576,,,,1.0,11.74,12.555,-0.813,hold,1.7,4.0,100.0,0.8121,0.6534,48.0,-6.0,False,75.19083969465649,54.58015267175572,-0.0019992750226294326
60,669432,"Rogers, Trevor",20,3.0,9.829999999999998,14.6,4.77,11.691974875389882,rp3_model,data_driven_full,11.692,11.729349803374136,0,11.729349803374136,9.932314987664537,4.121292526001882,global_alpha_v1,5.030003344194408,18.428696262553864,8.949537994585867,14.509161612162403,,,,1.0,11.73,12.555,-0.826,hold,28.9,28.0,89.3,0.6183,0.3177,58.0,1.79,False,23.282442748091604,82.82442748091603,0.45384802388055107
61,702070,"Cameron, Noah",20,2.0,8.899999999999999,10.9,2.0,13.702680805608216,rp3_model,data_driven_full,13.703,11.676557736923526,0,11.676557736923526,9.932314987664537,4.121292526001882,global_alpha_v1,4.977211277743797,18.375904196103253,8.896745928135257,14.456369545711794,,,,1.0,11.68,12.555,-0.879,hold,5.3,1.0,100.0,0.6893,0.2419,54.0,0.0,True,10.687022900763358,45.038167938931295,-0.01706962270452429
62,647336,"Soroka, Michael",15,0.0,12.946666666666664,12.946666666666664,0.0,10.503723341122525,rp3_model,marcel_il,10.504,11.675244044433237,1,11.675244044433237,9.932314987664537,4.121292526001882,global_alpha_v1,4.975897585253509,18.374590503612964,8.895432235644968,14.455055853221506,,,,1.0,11.68,12.555,-0.88,il,40.6,26.0,96.0,0.7129,0.2125,55.0,-0.17,True,41.98473282442748,25.190839694656486,0.24715681829902067
63,663460,"Bubic, Kris",9,0.0,12.088888888888889,12.088888888888889,0.0,14.098429530485973,rp3_model,marcel_il,14.098,11.659917932610709,1,11.659917932610709,9.932314987664537,4.121292526001882,global_alpha_v1,4.9605714734309805,18.35926439179044,8.88010612382244,14.439729741398978,,,,1.0,11.66,12.555,-0.896,il,82.4,61.0,70.7,0.5437,0.0691,64.0,6.12,False,30.15267175572519,41.221374045801525,0.3265879569882414
