rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,data_quality_tag,marcel_baseline,data_driven_estimate,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,sigma_calibration_method,xfp_rp3_p25,xfp_rp3_p75,xfp_rp3_decision_p25,xfp_rp3_decision_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,nk,original_is_il,gs_rem_fixed,ros_fixed,signal_fixed
136,605182,"Clevinger, Mike",0,0.0,10.79837339321228,10.79837339321228,0.0,10.79837339321228,marcel_il,marcel_il,10.798,,1,9.18,8.489679613944276,3.5226886364914005,global_alpha_v1,3.453711100394586,14.906288899605414,6.80394651468655,11.556053485313448,,,,1.0,9.18,11.415,-2.235,il,,,,,,clevingermike,1,20,183.6,il
137,489119,"Miley, Wade",0,0.0,10.778037179423588,10.778037179423588,0.0,10.778037179423588,marcel_il,marcel_il,10.778,,1,9.16,8.489679613944276,3.5226886364914005,global_alpha_v1,3.4337111003945866,14.886288899605416,6.783946514686551,11.536053485313449,,,,1.0,9.16,11.415,-2.255,il,,,,,,mileywade,1,20,183.2,il
138,681035,Christian Scott,9,4.0,10.233333333333333,13.3,3.067,11.03995967956132,rp3_model,data_driven_full,11.04,9.15301378107485,0,9.15301378107485,8.489679613944276,3.5226886364914005,global_alpha_v1,3.426724881469437,14.879302680680263,6.776960295761401,11.5290672663883,CIN,1.0289,1.0289,0.9733718081252504,8.91,11.415,-2.262,hold,,,,,,christianscott,0,24,213.84,hold
139,687570,"Prielipp, Connor",10,4.0,8.26,7.224999999999998,-1.035,10.354950255469117,rp3_model,data_driven_full,10.355,9.145706353447988,0,9.145706353447988,8.489679613944276,3.5226886364914005,global_alpha_v1,3.4194174538425743,14.871995253053402,6.769652868134538,11.521759838761437,,,,1.0,9.15,11.415,-2.269,hold,,0.0,,,,connorprielipp,0,24,219.60000000000002,hold
140,622663,"Severino, Luis",12,1.0,9.191666666666665,-6.7,-15.892,9.06882546121142,rp3_model,data_driven_full,9.069,9.143107992204506,1,9.143107992204506,8.489679613944276,3.5226886364914005,global_alpha_v1,3.416819092599092,14.86939689180992,6.767054506891056,11.519161477517954,,,,1.0,9.14,11.415,-2.272,hold,37.4,67.0,83.6,0.671,0.2493,luisseverino,0,20,182.8,hold
141,669467,"Pallante, Andre",13,3.0,9.984615384615385,8.799999999999999,-1.185,8.059894796988939,rp3_model,data_driven_full,8.06,9.12847739735135,0,9.12847739735135,8.489679613944276,3.5226886364914005,global_alpha_v1,3.4021884977459367,14.854766296956765,6.752423912037901,11.5045308826648,SD,0.9786,0.9786,0.992683091759932,9.06,11.415,-2.287,hold,58.9,33.0,51.7,0.3981,0.0509,andrepallante,0,24,217.44,hold
142,676282,"Cantillo, Joey",15,4.0,7.873333333333333,0.6749999999999998,-7.198,12.796782161104936,rp3_model,data_driven_full,12.797,9.1121830707969,0,9.1121830707969,8.489679613944276,3.5226886364914005,global_alpha_v1,3.3858941711914854,14.838471970402312,6.736129585483449,11.488236556110348,,,,1.0,9.11,11.415,-2.303,hold,6.7,1.0,100.0,0.7881,0.1211,cantillojoey,0,24,218.64,hold
143,592662,"Ray, Robbie",14,4.0,9.321428571428571,7.625,-1.696,12.29257425016573,rp3_model,data_driven_full,12.293,9.108769440089644,0,9.108769440089644,8.489679613944276,3.5226886364914005,global_alpha_v1,3.38248054048423,14.835058339695056,6.732715954776194,11.484822925403094,ATL,1.0333,1.0333,0.9874228690671448,8.99,11.415,-2.306,hold,71.1,177.0,67.8,0.7889,0.0861,rayrobbie,0,24,215.76,hold
144,702193,Andrew Morris,3,1.0,5.333333333333333,0.5999999999999996,-4.733,9.02034223365808,rp3_model,data_driven_thin,9.02,9.09148903650319,0,9.09148903650319,8.489679613944276,3.5226886364914005,global_alpha_v1,3.3652001368977773,14.817777936108603,6.715435551189741,11.46754252181664,,,,1.0,9.09,11.415,-2.324,hold,,,,,,andrewmorris,0,24,218.16,hold
145,801403,"Dollander, Chase",5,0.0,8.819999999999999,8.819999999999999,0.0,4.829770466157686,rp3_model,data_driven_thin,4.83,9.085266835931993,1,9.085266835931993,8.489679613944276,3.5226886364914005,global_alpha_v1,3.358977936326577,14.811555735537404,6.709213350618541,11.461320321245442,,,,1.0,9.09,11.415,-2.33,hold,,,,,,chasedollander,0,20,181.8,hold
146,686701,"Bergert, Ryan",0,0.0,10.68468439096682,10.68468439096682,0.0,10.68468439096682,marcel_il,marcel_il,10.685,,1,9.08,8.489679613944276,3.5226886364914005,global_alpha_v1,3.3537111003945865,14.806288899605413,6.703946514686551,11.45605348531345,,,,1.0,9.08,11.415,-2.335,il,,,,,,bergertryan,1,20,181.6,il
147,663567,"Lambert, Peter",10,4.0,12.889999999999995,10.375,-2.515,8.97301977045646,rp3_model,data_driven_full,8.973,9.046471399148905,0,9.046471399148905,8.489679613944276,3.5226886364914005,global_alpha_v1,3.320182499543491,14.772760298754315,6.670417913835455,11.422524884462357,DET,1.0031,1.0031,1.0338168415441942,9.35,11.415,-2.369,hold,93.9,31.0,69.6,0.3617,0.244,lambertpeter,0,24,224.39999999999998,hold
148,663623,"Irvin, Jake",11,0.0,8.299999999999999,8.299999999999999,0.0,8.408756019458142,rp3_model,data_driven_full,8.409,9.036568284067544,1,9.036568284067544,8.489679613944276,3.5226886364914005,global_alpha_v1,3.310279384462132,14.76285718367296,6.660514798754096,11.412621769380994,,,,1.0,9.04,11.415,-2.379,drop,71.4,60.0,70.2,0.5677,0.1273,irvinjake,0,20,180.79999999999998,drop
149,669432,"Rogers, Trevor",12,4.0,5.574999999999998,8.399999999999999,2.825,11.689101288601773,rp3_model,data_driven_full,11.689,9.028268373939412,0,9.028268373939412,8.489679613944276,3.5226886364914005,global_alpha_v1,3.301979474333998,14.754557273544826,6.652214888625962,11.40432185925286,,,,1.0,9.03,11.415,-2.387,drop,28.9,28.0,89.3,0.6183,0.3177,rogerstrevor,0,24,216.71999999999997,drop
150,837227,,7,3.0,9.285714285714286,15.033333333333331,5.748,10.295007611713109,rp3_model,data_driven_thin,10.295,8.977704360211499,0,8.977704360211499,8.489679613944276,3.5226886364914005,global_alpha_v1,3.251415460606085,14.703993259816912,6.601650874898049,11.35375784552495,,,,1.0,8.98,11.415,-2.437,drop,,,,,,nan,0,24,215.52,drop
151,668964,"Myers, Tobias",2,0.0,4.5,4.5,0.0,11.4607119169271,rp3_model,data_driven_thin,11.461,,0,8.976356208860649,8.489679613944276,3.5226886364914005,global_alpha_v1,3.2500673092552352,14.70264510846606,6.600302723547199,11.3524096941741,CIN,1.0289,1.0289,0.9733718081252504,8.74,11.415,-2.439,drop,,,,,,myerstobias,0,24,209.76,drop
152,506433,"Darvish, Yu",0,0.0,10.535729958855402,10.535729958855402,0.0,10.535729958855402,marcel_il,marcel_il,10.536,,1,8.96,8.489679613944276,3.5226886364914005,global_alpha_v1,3.2337111003945878,14.686288899605415,6.583946514686551,11.33605348531345,,,,1.0,8.96,11.415,-2.455,il,,,,,,darvishyu,1,20,179.20000000000002,il
153,502171,"Cobb, Alex",0,0.0,10.522188216599387,10.522188216599387,0.0,10.522188216599387,marcel_il,marcel_il,10.522,,1,8.94,8.489679613944276,3.5226886364914005,global_alpha_v1,3.213711100394586,14.666288899605412,6.56394651468655,11.31605348531345,,,,1.0,8.94,11.415,-2.475,il,,,,,,alexcobb,1,20,178.79999999999998,il
154,671096,"Abbott, Andrew",14,3.0,8.914285714285713,12.1,3.186,12.11653275168481,rp3_model,data_driven_full,12.117,8.878058392530066,0,8.878058392530066,8.489679613944276,3.5226886364914005,global_alpha_v1,3.151769492924653,14.60434729213548,6.502004907216617,11.254111877843515,,,,1.0,8.88,11.415,-2.537,drop,1.4,1.0,100.0,0.7515,0.4265,abbottandrew,0,24,213.12,drop
155,690928,"Dobbins, Hunter",2,1.0,7.799999999999997,6.299999999999997,-1.5,9.079579187955757,rp3_model,data_driven_thin,9.08,,0,8.850530897431765,8.489679613944276,3.5226886364914005,global_alpha_v1,3.124241997826352,14.576819797037178,6.474477412118316,11.226584382745216,,,,1.0,8.85,11.415,-2.565,drop,,,,,,dobbinshunter,0,24,212.39999999999998,drop
156,680755,Braydon Fisher,4,2.0,4.074999999999999,3.3,-0.775,8.877773193800705,rp3_model,data_driven_thin,8.878,8.843475347180425,0,8.843475347180425,8.489679613944276,3.5226886364914005,global_alpha_v1,3.117186447575011,14.569764246785835,6.467421861866975,11.219528832493875,,,,1.0,8.84,11.415,-2.572,drop,,,,,,braydonfisher,0,24,212.16,drop
157,682847,"Ortiz, Luis",0,0.0,10.395656585670238,10.395656585670238,0.0,10.395656585670238,marcel_il,marcel_il,10.396,,1,8.84,8.489679613944276,3.5226886364914005,global_alpha_v1,3.1137111003945863,14.566288899605414,6.46394651468655,11.216053485313449,,,,1.0,8.84,11.415,-2.575,il,,,,,,luisortiz,1,20,176.8,il
158,607625,"Lugo, Seth",14,4.0,10.664285714285713,9.3,-1.364,12.416158699354623,rp3_model,data_driven_full,12.416,8.813213221480416,0,8.813213221480416,8.489679613944276,3.5226886364914005,global_alpha_v1,3.086924321875002,14.539502121085828,6.437159736166966,11.189266706793866,,,,1.0,8.81,11.415,-2.602,drop,67.5,79.0,68.8,0.6927,0.0976,lugoseth,0,24,211.44,drop
159,641585,"France, J.P.",0,0.0,10.36857771996413,10.36857771996413,0.0,10.36857771996413,marcel_il,marcel_il,10.369,,0,8.81,8.489679613944276,3.5226886364914005,global_alpha_v1,3.083711100394587,14.536288899605411,6.433946514686551,11.186053485313453,,,,1.0,8.81,11.415,-2.605,il,,,,,,francejp,1,24,211.44,hold
160,680736,"Wrobleski, Justin",11,3.0,14.527272727272726,16.43333333333333,1.906,10.354950255469117,rp3_model,data_driven_full,10.355,8.792141656749806,1,8.792141656749806,8.489679613944276,3.5226886364914005,global_alpha_v1,3.065852757144392,14.51843055635522,6.416088171436356,11.168195142063254,TB,0.9689,0.9689,1.058670895224072,9.31,11.415,-2.623,drop,100.0,4.0,,,,justinwrobleski,0,20,186.20000000000002,drop
161,805673,"Matthews, Zebby",6,4.0,10.783333333333331,6.1999999999999975,-4.583,9.067938250321712,rp3_model,data_driven_thin,9.068,8.771030591027394,0,8.771030591027394,8.489679613944276,3.5226886364914005,global_alpha_v1,3.0447416914219803,14.497319490632808,6.394977105713944,11.147084076340844,TEX,0.9856,0.9856,1.0135967928175722,8.89,11.415,-2.644,drop,,,,,,matthewszebby,0,24,213.36,drop
162,677944,"Cecconi, Slade",14,3.0,7.949999999999998,9.766666666666666,1.817,10.084736926031075,rp3_model,data_driven_full,10.085,8.745677065103798,0,8.745677065103798,8.489679613944276,3.5226886364914005,global_alpha_v1,3.019388165498385,14.471965964709211,6.369623579790349,11.121730550417247,MIL,1.0032,1.0032,1.029124723659429,9.0,11.415,-2.67,drop,0.0,0.0,,,,cecconislade,0,24,216.0,drop
163,641927,"Ober, Bailey",12,2.0,9.325,-3.0500000000000007,-12.375,11.649341378003934,rp3_model,data_driven_full,11.649,8.725218253924963,1,8.725218253924963,8.489679613944276,3.5226886364914005,global_alpha_v1,2.998929354319549,14.451507153530375,6.349164768611513,11.101271739238411,,,,1.0,8.73,11.415,-2.69,drop,32.1,35.0,81.8,0.6978,0.2172,baileyober,0,20,174.60000000000002,drop
164,688107,Robert Gasser,4,2.0,4.874999999999999,7.5,2.625,10.273589594892131,rp3_model,data_driven_thin,10.274,8.720866598292256,0,8.720866598292256,8.489679613944276,3.5226886364914005,global_alpha_v1,2.994577698686842,14.447155497897668,6.344813112978806,11.096920083605706,CLE,0.9664,0.9664,1.0683132479047384,9.32,11.415,-2.694,drop,,,,,,gasserrobert,0,24,223.68,drop
165,623474,"Herget, Jimmy",4,0.0,3.575,3.575,0.0,10.354950255469117,rp3_model,data_driven_thin,10.355,8.717360973616636,1,8.717360973616636,8.489679613944276,3.5226886364914005,global_alpha_v1,2.991072074011222,14.44364987322205,6.341307488303186,11.093414458930084,,,,1.0,8.72,11.415,-2.698,drop,0.0,0.0,,,,hergetjimmy,0,20,174.4,drop
166,502043,"Gibson, Kyle",0,0.0,10.244083711059575,10.244083711059575,0.0,10.244083711059575,marcel_il,marcel_il,10.244,,1,8.71,8.489679613944276,3.5226886364914005,global_alpha_v1,2.9837111003945878,14.436288899605415,6.333946514686551,11.08605348531345,,,,1.0,8.71,11.415,-2.705,il,,,,,,gibsonkyle,1,20,174.20000000000002,il
167,656605,"Keller, Mitch",14,4.0,8.407142857142855,-0.1000000000000014,-8.507,10.792142211109988,rp3_model,data_driven_full,10.792,8.709549727882411,0,8.709549727882411,8.489679613944276,3.5226886364914005,global_alpha_v1,2.9832608282769977,14.435838627487826,6.333496242568962,11.08560321319586,ATH,1.0136,1.0136,0.9927374504882124,8.65,11.415,-2.706,drop,89.2,140.0,61.3,0.6283,0.0538,kellermitch,0,24,207.60000000000002,drop
168,434378,"Verlander, Justin",0,0.0,10.207273415643296,10.207273415643296,0.0,10.207273415643296,marcel_il,marcel_il,10.207,,1,8.68,8.489679613944276,3.5226886364914005,global_alpha_v1,2.953711100394586,14.406288899605414,6.30394651468655,11.056053485313448,,,,1.0,8.68,11.415,-2.735,il,,,,,,justinverlander,1,20,173.6,il
169,675512,Troy Melton,4,4.0,13.65,13.65,0.0,11.446141890215602,rp3_model,data_driven_thin,11.446,8.660699453263074,0,8.660699453263074,8.489679613944276,3.5226886364914005,global_alpha_v1,2.934410553657661,14.386988352868489,6.284645967949625,11.036752938576525,HOU,1.0097,1.0097,1.02705919951766,8.9,11.415,-2.755,drop,,,,,,meltontroy,0,24,213.60000000000002,drop
170,686790,Trevor McDonald,8,4.0,10.6,9.0,-1.6,8.569184597967437,rp3_model,data_driven_full,8.569,8.61860507644507,0,8.61860507644507,8.489679613944276,3.5226886364914005,global_alpha_v1,2.892316176839656,14.344893976050482,6.24255159113162,10.99465856175852,,,,1.0,8.62,11.415,-2.797,drop,,,,,,mcdonaldtrevor,0,24,206.88,drop
171,680732,"Burke, Sean",11,3.0,8.518181818181818,12.6,4.082,6.889345663281265,rp3_model,data_driven_full,6.889,8.600818107159318,0,8.600818107159318,9.102824899408969,3.777105767389613,global_alpha_v1,2.4609627125079685,14.740673501810669,6.053160267055024,11.148475947263613,NYY,1.0513,1.0513,0.9599387144406664,8.26,11.415,-2.814,drop,76.2,16.0,91.7,0.5685,0.1388,burkesean,0,24,198.24,drop
172,666157,"Lodolo, Nick",7,4.0,6.742857142857141,9.175,2.432,12.216920311254784,rp3_model,data_driven_thin,12.217,8.593453647843873,0,8.593453647843873,9.102824899408969,3.777105767389613,global_alpha_v1,2.453598253192524,14.733309042495222,6.045795807739578,11.141111487948168,NYM,0.9983,0.9983,1.003207706481088,8.62,11.415,-2.822,drop,,,,,,lodolonick,0,24,206.88,drop
173,693686,,2,1.0,0.8999999999999986,-8.100000000000001,-9.0,10.295007611713109,rp3_model,data_driven_thin,10.295,,0,8.592237432441832,9.102824899408969,3.777105767389613,global_alpha_v1,2.452382037790483,14.732092827093185,6.044579592337538,11.139895272546129,,,,1.0,8.59,11.415,-2.823,drop,,,,,,nan,0,24,206.16,drop
174,681343,"Smith, Shane",3,0.0,-2.866666666666667,-2.866666666666667,0.0,10.558498341848969,rp3_model,data_driven_thin,10.558,8.546246494674245,1,8.546246494674245,9.102824899408969,3.777105767389613,global_alpha_v1,2.406391100022895,14.686101889325595,5.99858865456995,11.09390433477854,,,,1.0,8.55,11.415,-2.869,drop,3.7,1.0,100.0,0.7054,1.1205,shanesmith,0,20,171.0,drop
175,672456,"Montero, Keider",13,4.0,12.115384615384611,12.45,0.335,8.862408282570831,rp3_model,data_driven_full,8.862,8.535978342707615,0,8.535978342707615,9.102824899408969,3.777105767389613,global_alpha_v1,2.3961229480562656,14.675833737358964,5.988320502603321,11.08363618281191,,,,1.0,8.54,11.415,-2.879,drop,100.0,23.0,88.9,0.6901,0.1088,keidermontero,0,24,204.95999999999998,drop
176,656288,"Canning, Griffin",8,4.0,5.349999999999999,7.549999999999999,2.2,9.285726368281257,rp3_model,data_driven_full,9.286,8.521304888126615,0,8.521304888126615,9.102824899408969,3.777105767389613,global_alpha_v1,2.381449493475265,14.661160282777963,5.97364704802232,11.06896272823091,,,,1.0,8.52,11.415,-2.894,drop,,,,,,canninggriffin,0,24,204.48,drop
177,670912,"Oviedo, Johan",0,0.0,10.011631200765798,10.011631200765798,0.0,10.011631200765798,marcel_il,marcel_il,10.012,,1,8.51,9.102824899408969,3.777105767389613,global_alpha_v1,2.37014460534865,14.64985539465135,5.962342159895705,11.057657840104294,,,,1.0,8.51,11.415,-2.905,il,,,,,,johanoviedo,1,20,170.2,il
178,663969,Tyler Phillips,3,3.0,11.7,11.7,0.0,8.27765793367373,rp3_model,data_driven_thin,8.278,8.494369944274109,0,8.494369944274109,9.102824899408969,3.777105767389613,global_alpha_v1,2.354514549622759,14.634225338925456,5.946712104169814,11.042027784378403,PHI,0.9773,0.9773,1.057162164246486,8.98,11.415,-2.921,drop,,,,,,phillipstyler,0,24,215.52,drop
179,668678,"Gallen, Zac",14,3.0,5.685714285714284,-0.1666666666666678,-5.852,12.319670398098278,rp3_model,data_driven_full,12.32,8.489854001133889,0,8.489854001133889,9.102824899408969,3.777105767389613,global_alpha_v1,2.349998606482539,14.629709395785238,5.942196161029594,11.037511841238183,,,,1.0,8.49,11.415,-2.925,drop,7.1,12.0,100.0,0.715,0.2959,gallenzac,0,24,203.76,drop
180,687075,"Sproat, Brandon",11,4.0,7.963636363636363,8.7,0.736,10.354950255469117,rp3_model,data_driven_full,10.355,8.476399512499714,0,8.476399512499714,9.102824899408969,3.777105767389613,global_alpha_v1,2.336544117848365,14.616254907151063,5.92874167239542,11.024057352604007,CLE,0.9664,0.9664,1.0683132479047384,9.06,11.415,-2.939,drop,0.0,0.0,,,,brandonsproat,0,24,217.44,drop
181,544150,"Suárez, Albert",0,0.0,9.946284666112334,9.946284666112334,0.0,9.946284666112334,marcel_il,marcel_il,9.946,,0,8.45,9.102824899408969,3.777105767389613,global_alpha_v1,2.3101446053486496,14.589855394651348,5.902342159895705,10.997657840104294,,,,1.0,8.45,11.415,-2.965,il,,,,,,albertsuarez,1,24,202.79999999999998,hold
182,656849,"Peterson, David",7,1.0,3.385714285714285,-7.700000000000003,-11.086,10.17839321615015,rp3_model,data_driven_thin,10.178,8.44596113021903,0,8.44596113021903,9.102824899408969,3.777105767389613,global_alpha_v1,2.306105735567681,14.58581652487038,5.898303290114736,10.993618970323324,,,,1.0,8.45,11.415,-2.969,drop,6.3,7.0,100.0,0.5757,0.3437,davidpeterson,0,24,202.79999999999998,drop
183,681347,"Burrows, Mike",14,4.0,6.814285714285712,5.4,-1.414,9.997747512773454,rp3_model,data_driven_full,9.998,8.443283584444664,0,8.443283584444664,9.102824899408969,3.777105767389613,global_alpha_v1,2.3034281897933147,14.583138979096011,5.89562574434037,10.99094142454896,,,,1.0,8.44,11.415,-2.972,drop,0.0,0.0,,,,burrowsmike,0,24,202.56,drop
184,701581,"Festa, David",0,0.0,9.914186948444552,9.914186948444552,0.0,9.914186948444552,marcel_il,marcel_il,9.914,,1,8.43,9.102824899408969,3.777105767389613,global_alpha_v1,2.29014460534865,14.569855394651348,5.882342159895705,10.977657840104294,,,,1.0,8.43,11.415,-2.985,il,,,,,,davidfesta,1,20,168.6,il
185,663542,Bryan Hudson,3,0.0,3.633333333333333,3.633333333333333,0.0,9.455843135857808,rp3_model,data_driven_thin,9.456,8.379023253141533,0,8.379023253141533,9.102824899408969,3.777105767389613,global_alpha_v1,2.239167858490183,14.518878647792882,5.831365413037238,10.926681093245827,,,,1.0,8.38,11.415,-3.036,drop,,,,,,bryanhudson,0,24,201.12,drop
186,671212,"Boyle, Joe",3,0.0,9.199999999999998,9.199999999999998,0.0,5.834994472829901,rp3_model,data_driven_thin,5.835,8.353298036060124,0,8.353298036060124,9.102824899408969,3.777105767389613,global_alpha_v1,2.2134426414087747,14.493153430711471,5.80564019595583,10.90095587616442,,,,1.0,8.35,11.415,-3.062,drop,65.0,13.0,88.9,0.5395,0.1089,boylejoe,0,24,200.39999999999998,drop
187,594902,"Lively, Ben",0,0.0,9.771176759728316,9.771176759728316,0.0,9.771176759728316,marcel_il,marcel_il,9.771,,1,8.31,9.102824899408969,3.777105767389613,global_alpha_v1,2.170144605348651,14.449855394651353,5.762342159895706,10.857657840104295,,,,1.0,8.31,11.415,-3.105,il,,,,,,benlively,1,20,166.20000000000002,il
188,806185,"Birdsong, Hayden",0,0.0,9.759054366338342,9.759054366338342,0.0,9.759054366338342,marcel_il,marcel_il,9.759,,1,8.3,9.102824899408969,3.777105767389613,global_alpha_v1,2.160144605348651,14.43985539465135,5.752342159895706,10.847657840104295,,,,1.0,8.3,11.415,-3.115,il,,,,,,birdsonghayden,1,20,166.0,il
189,669461,"Liberatore, Matthew",14,4.0,7.749999999999998,8.124999999999996,0.375,8.815970840429696,rp3_model,data_driven_full,8.816,8.296667532551922,0,8.296667532551922,9.102824899408969,3.777105767389613,global_alpha_v1,2.156812137900572,14.43652292720327,5.749009692447627,10.844325372656217,KC,0.9798,0.9798,0.9660354494436456,8.01,11.415,-3.119,drop,44.7,21.0,100.0,0.6016,0.2819,liberatorematthew,0,24,192.24,drop
190,678906,Kai-Wei Teng,7,3.0,5.428571428571428,1.0666666666666664,-4.362,8.847408229483763,rp3_model,data_driven_thin,8.847,8.275611148858816,0,8.275611148858816,9.102824899408969,3.777105767389613,global_alpha_v1,2.1357557542074668,14.415466543510169,5.727953308754522,10.823268988963113,DET,1.0031,1.0031,1.0338168415441942,8.56,11.415,-3.14,drop,,,,,,kaitengwei,0,24,205.44,drop
191,607259,"Martinez, Nick",13,3.0,12.52307692307692,6.766666666666666,-5.756,10.028447050627316,rp3_model,data_driven_full,10.028,8.273067399914977,0,8.273067399914977,9.102824899408969,3.777105767389613,global_alpha_v1,2.133212005263627,14.412922794566327,5.725409559810682,10.820725240019271,LAD,1.1016,1.1016,0.9311421844431766,7.7,11.415,-3.142,drop,92.0,92.0,71.9,0.6111,0.1074,martineznick,0,24,184.8,drop
192,670102,"Francis, Bowden",0,0.0,9.636021663601149,9.636021663601149,0.0,9.636021663601149,marcel_il,marcel_il,9.636,,1,8.19,9.102824899408969,3.777105767389613,global_alpha_v1,2.05014460534865,14.32985539465135,5.642342159895705,10.737657840104294,,,,1.0,8.19,11.415,-3.225,il,,,,,,bowdenfrancis,1,20,163.79999999999998,il
193,593958,"Rodriguez, Eduardo",14,4.0,12.95,10.574999999999998,-2.375,9.627144594318452,rp3_model,data_driven_full,9.627,8.14232101909311,0,8.14232101909311,9.102824899408969,3.777105767389613,global_alpha_v1,2.0024656244417605,14.28217641374446,5.594663178988816,10.689978859197405,LAA,0.9943,0.9943,0.9907720187712064,8.07,11.415,-3.273,drop,42.2,97.0,81.2,0.6484,0.1433,eduardorodriguez,0,24,193.68,drop
194,681293,"Arrighetti, Spencer",10,3.0,12.779999999999998,8.566666666666665,-4.213,10.847564170595977,rp3_model,data_driven_full,10.848,8.109544689480032,0,8.109544689480032,9.102824899408969,3.777105767389613,global_alpha_v1,1.9696892948286824,14.24940008413138,5.561886849375737,10.657202529584326,,,,1.0,8.11,11.415,-3.306,drop,71.9,23.0,88.2,0.7233,0.1611,arrighettispencer,0,24,194.64,drop
195,694297,"Pfaadt, Brandon",3,0.0,6.666666666666664,6.666666666666664,0.0,9.697045392730102,rp3_model,data_driven_thin,9.697,8.101721078678775,0,8.101721078678775,9.102824899408969,3.777105767389613,global_alpha_v1,1.9618656840274251,14.241576473330124,5.55406323857448,10.64937891878307,,,,1.0,8.1,11.415,-3.313,drop,27.2,22.0,100.0,0.5642,0.4024,brandonpfaadt,0,24,194.39999999999998,drop
196,689818,David Sandlin,3,3.0,6.633333333333333,6.633333333333333,0.0,7.940837994823639,rp3_model,data_driven_thin,7.941,8.101463648127478,0,8.101463648127478,9.102824899408969,3.777105767389613,global_alpha_v1,1.961608253476128,14.241319042778828,5.553805808023183,10.649121488231772,,,,1.0,8.1,11.415,-3.314,drop,,,,,,davidsandlin,0,24,194.39999999999998,drop
197,680570,"Rodriguez, Grayson",5,3.0,2.58,4.366666666666666,1.787,12.15048539790484,rp3_model,data_driven_thin,12.15,8.09451202151006,1,8.09451202151006,9.102824899408969,3.777105767389613,global_alpha_v1,1.9546566268587096,14.234367416161408,5.546854181405765,10.642169861614354,,,,1.0,8.09,11.415,-3.321,drop,,,,,,graysonrodriguez,0,20,161.8,drop
198,607067,"Rea, Colin",11,3.0,6.49090909090909,3.433333333333332,-3.058,9.78463296585142,rp3_model,data_driven_full,9.785,8.094027966440446,0,8.094027966440446,9.102824899408969,3.777105767389613,global_alpha_v1,1.9541725717890968,14.233883361091795,5.546370126336152,10.64168580654474,,,,1.0,8.09,11.415,-3.321,drop,64.0,64.0,81.7,0.612,0.1446,colinrea,0,24,194.16,drop
199,681810,Austin Warren,2,2.0,-0.7000000000000002,-0.7000000000000002,0.0,8.77888375097689,rp3_model,data_driven_thin,8.779,,0,8.093626760752743,9.102824899408969,3.777105767389613,global_alpha_v1,1.9537713661013931,14.233482155404094,5.545968920648448,10.641284600857038,,,,1.0,8.09,11.415,-3.322,drop,,,,,,austinwarren,0,24,194.16,drop
200,605488,"Springs, Jeffrey",14,3.0,8.792857142857141,1.3333333333333333,-7.46,9.388869363079646,rp3_model,data_driven_full,9.389,8.087423461343054,0,8.087423461343054,9.102824899408969,3.777105767389613,global_alpha_v1,1.947568066691704,14.227278855994404,5.539765621238759,10.635081301447348,,,,1.0,8.09,11.415,-3.328,drop,47.5,29.0,73.1,0.6819,0.0653,jeffreysprings,0,24,194.16,drop
201,674841,Andrew Alvarez,2,2.0,9.749999999999998,9.749999999999998,0.0,8.689742443727564,rp3_model,data_driven_thin,8.69,,0,8.02079176267581,9.102824899408969,3.777105767389613,global_alpha_v1,1.88093636802446,14.160647157327158,5.473133922571515,10.568449602780104,KC,0.9798,0.9798,0.9847707953851906,7.9,11.415,-3.394,drop,,,,,,alvarezandrew,0,24,189.60000000000002,drop
202,680686,"Gray, Josiah",0,0.0,9.440786855551003,9.440786855551003,0.0,9.440786855551003,marcel_il,marcel_il,9.441,,1,8.02,9.102824899408969,3.777105767389613,global_alpha_v1,1.88014460534865,14.159855394651348,5.472342159895705,10.567657840104294,,,,1.0,8.02,11.415,-3.395,il,,,,,,grayjosiah,1,20,160.39999999999998,il
203,685126,Brandon Eisert,2,2.0,5.4,5.4,0.0,8.901569422235195,rp3_model,data_driven_thin,8.902,,0,8.015263644009089,9.102824899408969,3.777105767389613,global_alpha_v1,1.875408249357739,14.155119038660438,5.467605803904794,10.562921484113383,,,,1.0,8.02,11.415,-3.4,drop,,,,,,brandoneisert,0,24,192.48,drop
204,663947,,2,0.0,3.4,3.4,0.0,10.295007611713109,rp3_model,data_driven_thin,10.295,,0,8.014503463003148,9.102824899408969,3.777105767389613,global_alpha_v1,1.8746480683517983,14.154358857654495,5.466845622898854,10.562161303107445,,,,1.0,8.01,11.415,-3.401,drop,,,,,,nan,0,24,192.24,drop
205,702273,"Schultz, Noah",8,1.0,7.299999999999998,-3.9,-11.2,10.354950255469117,rp3_model,data_driven_full,10.355,7.9959952177508145,1,7.9959952177508145,9.102824899408969,3.777105767389613,global_alpha_v1,1.8561398230994648,14.135850612402164,5.448337377646521,10.543653057855108,,,,1.0,8.0,11.415,-3.419,drop,,0.0,,,,noahschultz,0,20,160.0,drop
