rank,pitcher,player_name,gs_to,gs_last21,fp_per_start_to,fp_per_start_last21,recency_form_gap,prior_fp_per_start,prior_source,data_quality_tag,marcel_baseline,data_driven_estimate,is_on_il_at_split,xfp_rp3_per_start,xfp_rp3_sigma,xfp_rp3_sigma_raw,sigma_calibration_method,xfp_rp3_p25,xfp_rp3_p75,xfp_rp3_decision_p25,xfp_rp3_decision_p75,next_opp_team,next_opp_bat_index,next2_avg_bat_index,schedule_factor,xfp_rp3_per_start_sched,replacement_xfp_per_start,replacement_delta,signal,slump_pct_rank,slump_n_comparable,slump_bounce_pct,slump_next_rate,slump_delta,nk,original_is_il,gs_rem_fixed,ros_fixed,signal_fixed
206,458681,"Lynn, Lance",0,0.0,9.386397675012152,9.386397675012152,0.0,9.386397675012152,marcel_il,marcel_il,9.386,,1,7.98,9.102824899408969,3.777105767389613,global_alpha_v1,1.8401446053486508,14.11985539465135,5.432342159895706,10.527657840104297,,,,1.0,7.98,11.415,-3.435,il,,,,,,lancelynn,1,20,159.60000000000002,il
207,678394,"Bello, Brayan",8,1.0,-2.3125000000000004,-6.5,-4.188,10.16840902944798,rp3_model,data_driven_full,10.168,7.962933037719559,0,7.962933037719559,9.102824899408969,3.777105767389613,global_alpha_v1,1.823077643068209,14.102788432370907,5.415275197615264,10.510590877823851,,,,1.0,7.96,11.415,-3.452,drop,0.0,0.0,,,,bellobrayan,0,24,191.04,drop
208,527048,"Pérez, Martín",10,4.0,11.98,11.575,-0.405,8.373400690764134,rp3_model,data_driven_full,8.373,7.944963733615484,0,7.944963733615484,9.102824899408969,3.777105767389613,global_alpha_v1,1.8051083389641347,14.084819128266831,5.39730589351119,10.49262157371978,SF,0.962,0.962,1.0606071212131818,8.43,11.415,-3.47,drop,87.2,211.0,55.8,0.4847,0.0374,martinperez,0,24,202.32,drop
209,695076,"Lowder, Rhett",10,2.0,8.51,10.8,2.29,10.354950255469117,rp3_model,data_driven_full,10.355,7.93833587861806,0,7.93833587861806,9.102824899408969,3.777105767389613,global_alpha_v1,1.79848048396671,14.07819127326941,5.390678038513766,10.485993718722352,,,,1.0,7.94,11.415,-3.477,drop,,0.0,,,,lowderrhett,0,24,190.56,drop
210,592351,"Gray, Jon",0,0.0,9.32425447188896,9.32425447188896,0.0,9.32425447188896,marcel_il,marcel_il,9.324,,1,7.93,9.102824899408969,3.777105767389613,global_alpha_v1,1.79014460534865,14.069855394651348,5.382342159895705,10.477657840104294,,,,1.0,7.93,11.415,-3.485,il,,,,,,grayjon,1,20,158.6,il
211,691725,"Painter, Andrew",11,3.0,4.972727272727272,1.366666666666666,-3.606,10.354950255469117,rp3_model,data_driven_full,10.355,7.9274133570067615,0,7.9274133570067615,9.102824899408969,3.777105767389613,global_alpha_v1,1.787557962355412,14.067268751658112,5.379755516902467,10.475071197111056,MIA,0.9554,0.9554,1.0813947907871997,8.57,11.415,-3.488,drop,,0.0,,,,andrewpainter,0,24,205.68,drop
212,547179,"Lorenzen, Michael",14,3.0,2.0214285714285705,3.533333333333333,1.512,10.462168050587238,rp3_model,data_driven_full,10.462,7.895503674181237,0,7.895503674181237,9.102824899408969,3.777105767389613,global_alpha_v1,1.7556482795298871,14.035359068832587,5.347845834076942,10.443161514285531,CHC,1.0196,1.0196,0.9997724517899724,7.89,11.415,-3.52,drop,5.3,6.0,100.0,0.6172,0.6126,lorenzenmichael,0,24,189.35999999999999,drop
213,665871,"Assad, Javier",4,1.0,10.624999999999998,20.8,10.175,9.90115729322745,rp3_model,data_driven_thin,9.901,7.813615016314795,0,7.813615016314795,9.102824899408969,3.777105767389613,global_alpha_v1,1.6737596216634456,13.953470410966144,5.265957176210501,10.36127285641909,COL,0.9657,0.9657,1.0555741864399462,8.25,11.415,-3.602,drop,15.4,8.0,100.0,0.5419,0.4944,assadjavier,0,24,198.0,drop
214,676664,"Sears, JP",0,0.0,9.172732833179522,9.172732833179522,0.0,9.172732833179522,marcel_il,marcel_il,9.173,,0,7.8,9.102824899408969,3.777105767389613,global_alpha_v1,1.6601446053486502,13.93985539465135,5.252342159895706,10.347657840104294,,,,1.0,7.8,11.415,-3.615,il,,,,,,jpsears,1,24,187.2,hold
215,663903,"Singer, Brady",13,3.0,4.838461538461538,8.1,3.262,10.21440724020354,rp3_model,data_driven_full,10.214,7.796335686468249,0,7.796335686468249,9.102824899408969,3.777105767389613,global_alpha_v1,1.6564802918168997,13.9361910811196,5.248677846363956,10.343993526572543,NYM,0.9983,0.9983,1.003207706481088,7.82,11.415,-3.619,drop,4.7,7.0,100.0,0.6941,0.4541,bradysinger,0,24,187.68,drop
216,679525,"Marsh, Alec",0,0.0,9.15975953597472,9.15975953597472,0.0,9.15975953597472,marcel_il,marcel_il,9.16,,1,7.79,9.102824899408969,3.777105767389613,global_alpha_v1,1.6501446053486504,13.92985539465135,5.242342159895706,10.337657840104294,,,,1.0,7.79,11.415,-3.625,il,,,,,,alecmarsh,1,20,155.8,il
217,542881,"Anderson, Tyler",0,0.0,9.168187878075884,9.168187878075884,0.0,9.168187878075884,marcel_il,marcel_il,9.168,,0,7.79,9.102824899408969,3.777105767389613,global_alpha_v1,1.6501446053486504,13.92985539465135,5.242342159895706,10.337657840104294,,,,1.0,7.79,11.415,-3.625,il,,,,,,andersontyler,1,24,186.96,hold
218,676083,"Junk, Janson",11,1.0,8.327272727272726,9.5,1.173,9.426761779733477,rp3_model,data_driven_full,9.427,7.7855801212764515,1,7.7855801212764515,9.102824899408969,3.777105767389613,global_alpha_v1,1.6457247266251018,13.925435515927802,5.237922281172157,10.333237961380746,,,,1.0,7.79,11.415,-3.63,drop,100.0,18.0,86.7,0.6128,0.1837,jansonjunk,0,20,155.8,drop
219,518876,"Kelly, Merrill",11,4.0,6.89090909090909,6.974999999999999,0.084,12.772230460186794,rp3_model,data_driven_full,12.772,7.784582620102366,0,7.784582620102366,9.102824899408969,3.777105767389613,global_alpha_v1,1.6447272254510166,13.924438014753717,5.236924779998072,10.33224046020666,LAA,0.9943,0.9943,0.9907720187712064,7.71,11.415,-3.631,drop,0.0,0.0,,,,kellymerrill,0,24,185.04,drop
220,656756,"Montgomery, Jordan",0,0.0,9.15553919609376,9.15553919609376,0.0,9.15553919609376,marcel_il,marcel_il,9.156,,1,7.78,9.102824899408969,3.777105767389613,global_alpha_v1,1.6401446053486506,13.91985539465135,5.2323421598957065,10.327657840104294,,,,1.0,7.78,11.415,-3.635,il,,,,,,jordanmontgomery,1,20,155.6,il
221,684320,"Rodríguez, Yariel",0,0.0,9.150291191498184,9.150291191498184,0.0,9.150291191498184,marcel_il,marcel_il,9.15,,0,7.78,9.102824899408969,3.777105767389613,global_alpha_v1,1.6401446053486506,13.91985539465135,5.2323421598957065,10.327657840104294,,,,1.0,7.78,11.415,-3.635,il,,,,,,rodriguezyariel,1,24,186.72,hold
222,571760,"Heaney, Andrew",0,0.0,9.156020583162638,9.156020583162638,0.0,9.156020583162638,marcel_il,marcel_il,9.156,,0,7.78,9.102824899408969,3.777105767389613,global_alpha_v1,1.6401446053486506,13.91985539465135,5.2323421598957065,10.327657840104294,,,,1.0,7.78,11.415,-3.635,il,,,,,,andrewheaney,1,24,186.72,hold
223,656731,"Megill, Tylor",0,0.0,9.103275491637598,9.103275491637598,0.0,9.103275491637598,marcel_il,marcel_il,9.103,,1,7.74,9.102824899408969,3.777105767389613,global_alpha_v1,1.6001446053486506,13.87985539465135,5.192342159895706,10.287657840104297,,,,1.0,7.74,11.415,-3.675,il,,,,,,megilltylor,1,20,154.8,il
224,661563,"Gil, Luis",4,0.0,5.174999999999999,5.174999999999999,0.0,11.813492904984916,rp3_model,data_driven_thin,11.813,7.723782664686781,1,7.723782664686781,9.102824899408969,3.777105767389613,global_alpha_v1,1.5839272700354314,13.86363805933813,5.176124824582487,10.271440504791077,,,,1.0,7.72,11.415,-3.691,drop,6.8,3.0,100.0,0.7349,0.6349,gilluis,0,20,154.4,drop
225,681867,"Criswell, Cooper",0,0.0,9.04123053606942,9.04123053606942,0.0,9.04123053606942,marcel_il,marcel_il,9.041,,1,7.69,9.102824899408969,3.777105767389613,global_alpha_v1,1.5501446053486507,13.82985539465135,5.142342159895707,10.237657840104294,,,,1.0,7.69,11.415,-3.725,il,,,,,,coopercriswell,1,20,153.8,il
226,675989,"Bolton, Cody",3,0.0,5.433333333333333,5.433333333333333,0.0,10.354950255469117,rp3_model,data_driven_thin,10.355,7.667865503885981,0,7.667865503885981,9.102824899408969,3.777105767389613,global_alpha_v1,1.5280101092346312,13.80772089853733,5.120207663781686,10.215523343990276,,,,1.0,7.67,11.415,-3.747,drop,,0.0,,,,boltoncody,0,24,184.07999999999998,drop
227,687473,"Gusto, Ryan",2,2.0,5.4,5.4,0.0,6.703052791970505,rp3_model,data_driven_thin,6.703,,0,7.656185561198882,9.102824899408969,3.777105767389613,global_alpha_v1,1.5163301665475322,13.79604095585023,5.108527721094587,10.203843401303176,PHI,0.9773,0.9773,1.057162164246486,8.09,11.415,-3.759,drop,,,,,,gustoryan,0,24,194.16,drop
228,605288,"Houser, Adrian",13,3.0,5.553846153846152,4.5666666666666655,-0.987,10.173264458250552,rp3_model,data_driven_full,10.173,7.64254657413006,0,7.64254657413006,9.102824899408969,3.777105767389613,global_alpha_v1,1.5026911794787106,13.78240196878141,5.094888734025766,10.190204414234357,ATL,1.0333,1.0333,0.9874228690671448,7.55,11.415,-3.773,drop,4.2,5.0,100.0,0.6097,0.5087,adrianhouser,0,24,181.2,drop
229,681190,"Vásquez, Randy",14,4.0,10.207142857142856,5.699999999999999,-4.507,7.7533709361737,rp3_model,data_driven_full,7.753,7.636537637420687,0,7.636537637420687,9.102824899408969,3.777105767389613,global_alpha_v1,1.4966822427693378,13.776393032072036,5.088879797316393,10.184195477524982,,,,1.0,7.64,11.415,-3.779,drop,100.0,46.0,73.8,0.567,0.0941,randyvasquez,0,24,183.35999999999999,drop
230,621121,"McCullers Jr., Lance",8,0.0,7.712499999999999,7.712499999999999,0.0,6.265765404266853,rp3_model,data_driven_full,6.266,7.613628491449758,1,7.613628491449758,9.102824899408969,3.777105767389613,global_alpha_v1,1.473773096798408,13.753483886101108,5.065970651345463,10.161286331554052,,,,1.0,7.61,11.415,-3.802,drop,11.9,16.0,100.0,0.8075,0.4652,jrlancemccullers,0,20,152.20000000000002,drop
231,641743,"Kay, Anthony",12,4.0,7.608333333333332,8.2,0.592,10.354950255469117,rp3_model,data_driven_full,10.355,7.6132078944630095,0,7.6132078944630095,9.102824899408969,3.777105767389613,global_alpha_v1,1.4733524998116598,13.753063289114358,5.065550054358715,10.160865734567304,NYY,1.0513,1.0513,0.9599387144406664,7.31,11.415,-3.802,drop,0.0,0.0,,,,anthonykay,0,24,175.44,drop
232,669920,"Alexander, Jason",2,1.0,7.799999999999997,-3.200000000000003,-11.0,9.953925018247793,rp3_model,data_driven_thin,9.954,,0,7.602915062542745,9.102824899408969,3.777105767389613,global_alpha_v1,1.463059667891395,13.742770457194094,5.055257222438451,10.150572902647038,,,,1.0,7.6,11.415,-3.812,drop,,,,,,alexanderjason,0,24,182.39999999999998,drop
233,572020,"Paxton, James",0,0.0,8.911089797727785,8.911089797727785,0.0,8.911089797727785,marcel_il,marcel_il,8.911,,1,7.57,9.102824899408969,3.777105767389613,global_alpha_v1,1.4301446053486506,13.709855394651347,5.022342159895706,10.117657840104297,,,,1.0,7.57,11.415,-3.845,il,,,,,,jamespaxton,1,20,151.4,il
234,595345,Steven Okert,2,1.0,3.55,-0.4000000000000003,-3.95,9.931840042727917,rp3_model,data_driven_thin,9.932,,0,7.542364524529873,9.102824899408969,3.777105767389613,global_alpha_v1,1.4025091298785233,13.682219919181222,4.994706684425578,10.090022364634168,,,,1.0,7.54,11.415,-3.873,drop,,,,,,okertsteven,0,24,180.96,drop
235,621112,"Blackburn, Paul",0,0.0,8.854336787416079,8.854336787416079,0.0,8.854336787416079,marcel_il,marcel_il,8.854,,0,7.53,9.102824899408969,3.777105767389613,global_alpha_v1,1.3901446053486506,13.66985539465135,4.9823421598957065,10.077657840104294,,,,1.0,7.53,11.415,-3.885,il,,,,,,blackburnpaul,1,24,180.72,hold
236,450203,"Morton, Charlie",0,0.0,8.859928876837591,8.859928876837591,0.0,8.859928876837591,marcel_il,marcel_il,8.86,,0,7.53,9.102824899408969,3.777105767389613,global_alpha_v1,1.3901446053486506,13.66985539465135,4.9823421598957065,10.077657840104294,,,,1.0,7.53,11.415,-3.885,il,,,,,,charliemorton,1,24,180.72,hold
237,663362,"Waldron, Matt",3,0.0,-0.6333333333333329,-0.6333333333333329,0.0,10.3979334979573,rp3_model,data_driven_thin,10.398,7.499719434722822,1,7.499719434722822,9.102824899408969,3.777105767389613,global_alpha_v1,1.3598640400714723,13.639574829374173,4.952061594618527,10.047377274827117,,,,1.0,7.5,11.415,-3.915,drop,6.451612903225806,2.0,,,,mattwaldron,0,20,150.0,drop
238,669211,"Akin, Keegan",2,0.0,3.8,3.8,0.0,10.354950255469117,rp3_model,data_driven_thin,10.355,,0,7.49359350016687,9.102824899408969,3.777105767389613,global_alpha_v1,1.3537381055155209,13.63344889481822,4.945935660062576,10.041251340271163,,,,1.0,7.49,11.415,-3.922,drop,,,,,,akinkeegan,0,24,179.76,drop
239,621111,"Buehler, Walker",13,3.0,8.784615384615382,12.866666666666664,4.082,6.06759127659971,rp3_model,data_driven_full,6.068,7.413085278354295,0,7.413085278354295,9.102824899408969,3.777105767389613,global_alpha_v1,1.2732298837029452,13.552940673005644,4.86542743825,9.96074311845859,,,,1.0,7.41,11.415,-4.002,drop,19.9,28.0,83.3,0.4437,0.2533,buehlerwalker,0,24,177.84,drop
240,641778,"Lauer, Eric",9,3.0,7.51111111111111,12.933333333333332,5.422,10.890934390966818,rp3_model,data_driven_full,10.891,7.409770131153726,0,7.409770131153726,9.102824899408969,3.777105767389613,global_alpha_v1,1.2699147365023764,13.549625525805077,4.862112291049431,9.95742797125802,TB,0.9689,0.9689,1.058670895224072,7.84,11.415,-4.005,drop,18.7,23.0,100.0,0.6701,0.4563,ericlauer,0,24,188.16,drop
241,663372,"Feltner, Ryan",8,3.0,7.587499999999999,12.633333333333333,5.046,8.356611298563518,rp3_model,data_driven_full,8.357,7.381648872236296,0,7.381648872236296,9.102824899408969,3.777105767389613,global_alpha_v1,1.2417934775849462,13.521504266887646,4.833991032132001,9.92930671234059,CHC,1.0196,1.0196,0.9997724517899724,7.38,11.415,-4.034,drop,20.6,13.0,100.0,0.5401,0.349,feltnerryan,0,24,177.12,drop
242,683155,"Estes, Joey",0,0.0,8.674997537399461,8.674997537399461,0.0,8.674997537399461,marcel_il,marcel_il,8.675,,0,7.37,9.102824899408969,3.777105767389613,global_alpha_v1,1.2301446053486504,13.50985539465135,4.822342159895706,9.917657840104294,,,,1.0,7.37,11.415,-4.045,il,,,,,,estesjoey,1,24,176.88,hold
243,593423,"Montas, Frankie",0,0.0,8.659295465102028,8.659295465102028,0.0,8.659295465102028,marcel_il,marcel_il,8.659,,1,7.36,9.102824899408969,3.777105767389613,global_alpha_v1,1.2201446053486509,13.49985539465135,4.812342159895707,9.907657840104294,,,,1.0,7.36,11.415,-4.055,il,,,,,,frankiemontas,1,20,147.20000000000002,il
244,608718,"Suter, Brent",3,1.0,0.933333333333333,-1.200000000000001,-2.133,10.354950255469117,rp3_model,data_driven_thin,10.355,7.355444849018411,0,7.355444849018411,9.102824899408969,3.777105767389613,global_alpha_v1,1.215589454367061,13.49530024366976,4.807787008914117,9.903102689122704,,,,1.0,7.36,11.415,-4.06,drop,,,,,,brentsuter,0,24,176.64000000000001,drop
245,680802,,3,0.0,-0.5666666666666677,-0.5666666666666677,0.0,10.295007611713109,rp3_model,data_driven_thin,10.295,7.35172340879966,0,7.35172340879966,9.102824899408969,3.777105767389613,global_alpha_v1,1.21186801414831,13.49157880345101,4.804065568695366,9.899381248903952,,,,1.0,7.35,11.415,-4.063,drop,,,,,,nan,0,24,176.39999999999998,drop
246,571927,"Matz, Steven",10,2.0,7.169999999999999,-8.8,-15.97,10.09597770138117,rp3_model,data_driven_full,10.096,7.335174807869873,0,7.335174807869873,9.102824899408969,3.777105767389613,global_alpha_v1,1.195319413218523,13.47503020252122,4.787516967765578,9.882832647974167,,,,1.0,7.34,11.415,-4.08,drop,70.3,116.0,77.9,0.6377,0.0775,matzsteven,0,24,176.16,drop
247,679883,Luinder Avila,4,2.0,4.125,13.0,8.875,9.132315620787333,rp3_model,data_driven_thin,9.132,7.331952107618175,0,7.331952107618175,9.102824899408969,3.777105767389613,global_alpha_v1,1.1920967129668254,13.471807502269524,4.78429426751388,9.87960994772247,WSH,1.0363,1.0363,0.9310802135659652,6.83,11.415,-4.083,drop,,,,,,avilaluinder,0,24,163.92000000000002,drop
248,664062,"Gonsolin, Tony",0,0.0,8.619611558113007,8.619611558113007,0.0,8.619611558113007,marcel_il,marcel_il,8.62,,1,7.33,9.102824899408969,3.777105767389613,global_alpha_v1,1.1901446053486504,13.46985539465135,4.782342159895705,9.877657840104296,,,,1.0,7.33,11.415,-4.085,il,,,,,,gonsolintony,1,20,146.6,il
249,573186,"Stroman, Marcus",0,0.0,8.628442608557883,8.628442608557883,0.0,8.628442608557883,marcel_il,marcel_il,8.628,,0,7.33,9.102824899408969,3.777105767389613,global_alpha_v1,1.1901446053486504,13.46985539465135,4.782342159895705,9.877657840104296,,,,1.0,7.33,11.415,-4.085,il,,,,,,marcusstroman,1,24,175.92000000000002,hold
250,571945,"Mikolas, Miles",7,0.0,3.685714285714284,3.685714285714284,0.0,8.315063464813706,rp3_model,data_driven_thin,8.315,7.302018642061576,0,7.302018642061576,9.102824899408969,3.777105767389613,global_alpha_v1,1.162163247410226,13.441874036712925,4.754360801957281,9.84967648216587,,,,1.0,7.3,11.415,-4.113,drop,0.0,0.0,,,,mikolasmiles,0,24,175.2,drop
251,605135,"Bassitt, Chris",10,2.0,2.929999999999999,4.249999999999999,1.32,10.766513710906906,rp3_model,data_driven_full,10.767,7.295430272378457,1,7.295430272378457,9.102824899408969,3.777105767389613,global_alpha_v1,1.1555748777271075,13.435285667029806,4.747772432274163,9.843088112482752,,,,1.0,7.3,11.415,-4.12,drop,0.5,1.0,100.0,0.6222,0.4524,bassittchris,0,20,146.0,drop
252,687562,Jake Bennett,3,1.0,6.866666666666666,5.5,-1.367,9.401951214528006,rp3_model,data_driven_thin,9.402,7.290532245028173,0,7.290532245028173,9.102824899408969,3.777105767389613,global_alpha_v1,1.150676850376823,13.430387639679523,4.742874404923878,9.838190085132467,TOR,0.9538,0.9538,1.0369279276400167,7.56,11.415,-4.125,drop,,,,,,bennettjake,0,24,181.44,drop
253,700249,"Povich, Cade",3,0.0,5.699999999999999,5.699999999999999,0.0,7.974406812291985,rp3_model,data_driven_thin,7.974,7.29038674468929,1,7.29038674468929,9.102824899408969,3.777105767389613,global_alpha_v1,1.15053135003794,13.430242139340638,4.742728904584995,9.838044584793584,,,,1.0,7.29,11.415,-4.125,drop,,,,,,cadepovich,0,20,145.8,drop
254,687765,"Spence, Mitch",0,0.0,8.568066844330152,8.568066844330152,0.0,8.568066844330152,marcel_il,marcel_il,8.568,,0,7.28,9.102824899408969,3.777105767389613,global_alpha_v1,1.1401446053486506,13.41985539465135,4.7323421598957065,9.827657840104294,WSH,1.0363,1.0363,0.9310802135659652,6.78,11.415,-4.135,il,,,,,,mitchspence,1,24,162.72,hold
255,650644,"Civale, Aaron",11,1.0,7.836363636363635,-8.8,-16.636,9.885676219713003,rp3_model,data_driven_full,9.886,7.249140101485313,1,7.249140101485313,9.102824899408969,3.777105767389613,global_alpha_v1,1.1092847068339635,13.388995496136662,4.7014822613810185,9.796797941589608,PIT,1.0073,1.0073,0.9989463713043304,7.24,11.415,-4.166,drop,54.3,70.0,73.1,0.6561,0.0716,aaroncivale,0,20,144.8,drop
256,666129,"Garrett, Braxton",2,0.0,-3.8500000000000014,-3.8500000000000014,0.0,11.86605001344574,rp3_model,data_driven_thin,11.866,,0,7.24594440323853,9.102824899408969,3.777105767389613,global_alpha_v1,1.1060890085871806,13.38579979788988,4.698286563134236,9.793602243342823,,,,1.0,7.25,11.415,-4.169,drop,,,,,,braxtongarrett,0,24,174.0,drop
257,700241,"McGreevy, Michael",13,3.0,12.8,9.599999999999998,-3.2,8.062055897380535,rp3_model,data_driven_full,8.062,7.245161788297627,0,7.245161788297627,9.102824899408969,3.777105767389613,global_alpha_v1,1.105306393646277,13.385017182948976,4.697503948193333,9.79281962840192,,,,1.0,7.25,11.415,-4.17,drop,100.0,13.0,90.0,0.6635,0.2175,mcgreevymichael,0,24,174.0,drop
258,453286,"Scherzer, Max",6,1.0,-0.1166666666666671,-1.0,-0.883,12.07876356191172,rp3_model,data_driven_thin,12.079,7.229464797570417,0,7.229464797570417,9.102824899408969,3.777105767389613,global_alpha_v1,1.0896094029190673,13.369320192221767,4.681806957466122,9.777122637674712,,,,1.0,7.23,11.415,-4.186,drop,0.3676470588235294,1.0,,,,maxscherzer,0,24,173.52,drop
259,681517,"Leahy, Kyle",13,3.0,7.138461538461537,5.299999999999998,-1.838,10.354950255469117,rp3_model,data_driven_full,10.355,7.213237656339202,0,7.213237656339202,9.102824899408969,3.777105767389613,global_alpha_v1,1.0733822616878523,13.353093050990552,4.665579816234908,9.760895496443496,SD,0.9786,0.9786,0.992683091759932,7.16,11.415,-4.202,drop,,0.0,,,,kyleleahy,0,24,171.84,drop
260,702275,JR Ritchie,5,0.0,7.519999999999999,7.519999999999999,0.0,10.214763284804189,rp3_model,data_driven_thin,10.215,7.212205665988455,0,7.212205665988455,9.102824899408969,3.777105767389613,global_alpha_v1,1.0723502713371058,13.352061060639803,4.664547825884162,9.75986350609275,SF,0.962,0.962,1.0606071212131818,7.65,11.415,-4.203,drop,,,,,,jrritchie,0,24,183.60000000000002,drop
261,669387,"Mlodzinski, Carmen",9,1.0,8.222222222222221,7.399999999999999,-0.822,6.596534635036085,rp3_model,data_driven_full,6.597,7.203212185642134,0,7.203212185642134,9.102824899408969,3.777105767389613,global_alpha_v1,1.0633567909907846,13.343067580293484,4.6555543455378405,9.750870025746428,,,,1.0,7.2,11.415,-4.212,drop,58.3,7.0,100.0,0.6101,0.2287,carmenmlodzinski,0,24,172.8,drop
262,691951,Sam Aldegheri,2,1.0,6.85,10.5,3.65,8.579317103647202,rp3_model,data_driven_thin,8.579,,0,7.199675712460306,9.102824899408969,3.777105767389613,global_alpha_v1,1.0598203178089562,13.339531107111656,4.652017872356012,9.7473335525646,AZ,0.9765,0.9765,1.0088321743617106,7.26,11.415,-4.216,drop,,,,,,aldegherisam,0,24,174.24,drop
263,676272,"Miller, Bobby",0,0.0,8.448575213636955,8.448575213636955,0.0,8.448575213636955,marcel_il,marcel_il,8.449,,1,7.18,9.102824899408969,3.777105767389613,global_alpha_v1,1.04014460534865,13.319855394651348,4.632342159895705,9.727657840104294,,,,1.0,7.18,11.415,-4.235,il,,,,,,bobbymiller,1,20,143.6,il
264,695534,Chase Petty,2,0.0,4.6,4.6,0.0,8.37782835509706,rp3_model,data_driven_thin,8.378,,0,7.166952665668158,9.102824899408969,3.777105767389613,global_alpha_v1,1.0270972710168085,13.306808060319508,4.619294825563864,9.714610505772452,,,,1.0,7.17,11.415,-4.248,drop,,,,,,chasepetty,0,24,172.07999999999998,drop
265,688138,"Evans, Logan",0,0.0,8.340934390966819,8.340934390966819,0.0,8.340934390966819,marcel_il,marcel_il,8.341,,1,7.09,9.102824899408969,3.777105767389613,global_alpha_v1,0.9501446053486502,13.229855394651349,4.542342159895705,9.637657840104294,,,,1.0,7.09,11.415,-4.325,il,,,,,,evanslogan,1,20,141.8,il
266,608344,"Irvin, Cole",0,0.0,8.335950012165194,8.335950012165194,0.0,8.335950012165194,marcel_il,marcel_il,8.336,,0,7.09,9.102824899408969,3.777105767389613,global_alpha_v1,0.9501446053486502,13.229855394651349,4.542342159895705,9.637657840104294,,,,1.0,7.09,11.415,-4.325,il,,,,,,coleirvin,1,24,170.16,hold
267,607536,"Freeland, Kyle",12,4.0,3.2833333333333328,1.7749999999999997,-1.508,7.246241568335415,rp3_model,data_driven_full,7.246,7.0824137837687005,0,7.0824137837687005,9.102824899408969,3.777105767389613,global_alpha_v1,0.9425583891173508,13.22226917842005,4.534755943664406,9.630071623872997,,,,1.0,7.08,11.415,-4.333,drop,59.0,134.0,76.9,0.5249,0.1253,freelandkyle,0,24,169.92000000000002,drop
268,608337,"Giolito, Lucas",5,3.0,5.619999999999999,1.366666666666666,-4.253,10.771259620843356,rp3_model,data_driven_thin,10.771,7.066656555605542,0,7.066656555605542,9.102824899408969,3.777105767389613,global_alpha_v1,0.9268011609541924,13.206511950256893,4.518998715501247,9.614314395709837,,,,1.0,7.07,11.415,-4.349,drop,,,,,,giolitolucas,0,24,169.68,drop
269,685299,"Gordon, Tanner",3,2.0,2.733333333333332,5.199999999999999,2.467,5.784684390966818,rp3_model,data_driven_thin,5.785,7.0334709342853685,1,7.0334709342853685,9.102824899408969,3.777105767389613,global_alpha_v1,0.8936155396340189,13.173326328936716,4.485813094181074,9.581128774389663,,,,1.0,7.03,11.415,-4.382,drop,,,,,,gordontanner,0,20,140.6,drop
270,695684,Elmer Rodríguez,3,0.0,2.899999999999999,2.899999999999999,0.0,9.675000233986346,rp3_model,data_driven_thin,9.675,7.013389179925583,0,7.013389179925583,9.102824899408969,3.777105767389613,global_alpha_v1,0.8735337852742333,13.153244574576933,4.465731339821289,9.561047020029877,,,,1.0,7.01,11.415,-4.402,drop,,,,,,elmerrodriguez,0,24,168.24,drop
271,663978,"Paddack, Chris",9,1.0,2.344444444444443,-3.700000000000001,-6.044,8.464200710222277,rp3_model,data_driven_full,8.464,7.0003705242059375,0,7.0003705242059375,9.102824899408969,3.777105767389613,global_alpha_v1,0.8605151295545879,13.140225918857286,4.452712684101643,9.548028364310232,,,,1.0,7.0,11.415,-4.415,drop,1.9,2.0,100.0,0.4976,0.4024,chrispaddack,0,24,168.0,drop
272,641793,"Littell, Zack",10,3.0,3.87,6.566666666666666,2.697,11.205184988474754,rp3_model,data_driven_full,11.205,6.990147683362104,0,6.990147683362104,9.102824899408969,3.777105767389613,global_alpha_v1,0.8502922887107545,13.130003078013454,4.44248984325781,9.537805523466398,KC,0.9798,0.9798,0.9847707953851906,6.88,11.415,-4.425,drop,1.3,1.0,100.0,0.7384,0.8453,littellzack,0,24,165.12,drop
273,688642,Zach Agnos,2,1.0,9.7,0.8999999999999986,-8.8,9.375276202644836,rp3_model,data_driven_thin,9.375,,0,6.962919805986779,9.102824899408969,3.777105767389613,global_alpha_v1,0.8230644113354293,13.102775200638128,4.415261965882484,9.510577646091074,,,,1.0,6.96,11.415,-4.452,drop,,,,,,agnoszach,0,24,167.04,drop
274,687064,"Young, Brandon",10,4.0,9.54,15.925,6.385,5.950380788882238,rp3_model,data_driven_full,5.95,6.959864248527702,0,6.959864248527702,9.102824899408969,3.777105767389613,global_alpha_v1,0.8200088538763524,13.099719643179052,4.412206408423408,9.507522088631996,SEA,1.0177,1.0177,1.0454387075333256,7.28,11.415,-4.455,drop,0.0,0.0,,,,brandonyoung,0,24,174.72,drop
275,691946,George Klassen,2,0.0,-4.800000000000001,-4.800000000000001,0.0,8.560173897399773,rp3_model,data_driven_thin,8.56,,0,6.953730872071477,9.102824899408969,3.777105767389613,global_alpha_v1,0.8138754774201278,13.093586266722829,4.406073031967184,9.501388712175771,,,,1.0,6.95,11.415,-4.461,drop,,,,,,georgeklassen,0,24,166.8,drop
