pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position,pitcher_role,avg_pitches_per_game,rolling_plv_30d,plv_blended,est_k_per_ip,est_bb_per_ip,est_h_per_ip,est_er_per_ip,est_hb_per_ip,fp_per_ip,fp_per_start,fp_per_app,sv_upside,hd_upside,est_sv_per_162,est_hd_per_162,sv_hd_fp_per_162,pl_plv,pl_pla,signal,profile_flag,sample_tier
666142,Cole Ragans,724,5.203,1.456,-0.048,0.45,0.354,0.468,0.34,0.646,78.9,P,SP,80.44444444444444,5.307,5.2342,0.9798708763345856,0.3548347943825772,0.7861356972875377,0.4254244243271759,0.033,2.2551,12.4,,,,0,0,0.0,4.927454176148702,3.678935513930081,Strong Add,Bat-Miss Elite,Strong
805123,Aj Blubaugh,1110,5.158,1.394,-0.05,0.47,0.366,0.463,0.334,0.634,72.8,P,RP,29.210526315789476,5.35,5.215599999999999,0.9757015441996398,0.366283671723048,0.7739836722954927,0.423758469205493,0.033,2.2549,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.869416537666294,3.827747409200743,Strong Add,Bat-Miss Elite,Strong
689147,Orion Kerkering,681,5.258,1.413,-0.046,0.47,0.33,0.49,0.323,0.67,86.0,P,RP,16.609756097560975,5.035,5.1911,0.9451441609937976,0.3145894628762926,0.8067965863563114,0.4186080033489091,0.033,2.2535,,2.25,+5/save (role-dependent),+2/hold (role-dependent),28,0,140.0,5.130062479862732,2.7582734025251447,Top Target,"Bat-Miss Solid, Closer Value",Strong
694918,Blade Tidwell,182,5.29,1.289,-0.045,0.466,0.333,0.482,0.33,0.667,89.1,P,RP,22.75,5.037,5.2141,0.958930691549542,0.3286300574402019,0.8037751885937308,0.4202677552366835,0.033,2.253,,2.25,+5/save (role-dependent),+2/hold (role-dependent),28,0,140.0,,,Top Target,"Bat-Miss Elite, Closer Value",Small
820862,José Fermin,518,5.131,1.512,-0.051,0.503,0.392,0.464,0.315,0.608,67.2,P,RP,19.923076923076923,5.171,5.143,0.9493453042988116,0.3701816735991912,0.750908888613455,0.4214744178578981,0.033,2.2523,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Strong
605130,Scott Barlow,613,5.079,1.464,-0.053,0.395,0.409,0.408,0.314,0.591,56.6,P,RP,16.56756756756757,5.503,5.206199999999999,0.991464961451386,0.4763951414200682,0.71705937428366,0.406719775207313,0.033,2.2516,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.709579227721124,4.4634864876643405,Watchlist,Bat-Miss Elite,Strong
689296,Anthony Nunez,657,5.153,1.44,-0.05,0.443,0.414,0.43,0.315,0.586,71.4,P,RP,18.77142857142857,5.207,5.169199999999999,0.974040786383382,0.4356552417560284,0.7223865738525959,0.4157534982991153,0.033,2.2515,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.85170225950497,3.833782835808475,Strong Add,Bat-Miss Solid,Strong
695239,Robby Ahlstrom,259,5.211,1.294,-0.048,0.495,0.356,0.466,0.324,0.644,80.2,P,RP,14.38888888888889,5.17,5.1987,0.9617996700939208,0.3616893588444377,0.7798917941077335,0.4179030618482789,0.033,2.2514,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Okay
676534,Calvin Faucher,739,5.157,1.492,-0.05,0.448,0.373,0.469,0.315,0.627,72.5,P,RP,17.595238095238095,5.154,5.1561,0.9471781421554648,0.3591787183681718,0.7664122592642644,0.4186139580785066,0.033,2.2514,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.722456278688443,4.378387512062732,Strong Add,Bat-Miss Solid,Strong
680730,Mitchell Parker,738,5.102,1.419,-0.052,0.49,0.34,0.503,0.342,0.66,61.3,P,RP,32.08695652173913,5.414,5.1956,0.9523958394933844,0.2883784079220737,0.8115558106502687,0.4357620784351727,0.033,2.2479,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.095054156752102,2.997852374857299,Watchlist,Bat-Miss Solid,Strong
621237,José Alvarado,723,5.24,1.43,-0.047,0.469,0.353,0.435,0.302,0.647,84.1,P,RP,17.634146341463413,5.107,5.2001,0.9610990083115344,0.4232091204253311,0.7641802876081805,0.3965970024342462,0.033,2.2475,,2.25,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.889656223771735,3.896944688743864,Strong Add,Bat-Miss Elite,Strong
519242,Chris Sale,1760,5.244,1.401,-0.047,0.489,0.315,0.5,0.331,0.685,84.7,P,SP,92.63157894736842,5.112,5.2044,0.9450195804946556,0.2936294424527845,0.8249457779057237,0.4233403674905173,0.033,2.2468,12.36,,,,0,0,0.0,5.137336970769297,2.811398416422427,Strong Add,Bat-Miss Elite,Strong
666200,Jesús Luzardo,2014,5.128,1.474,-0.051,0.481,0.357,0.474,0.323,0.643,66.0,P,SP,95.9047619047619,5.291,5.1769,0.9505920272796508,0.3475514721839212,0.783637095773447,0.421708654407486,0.033,2.243,12.34,,,,0,0,0.0,4.949185828327947,3.505150072628884,Strong Add,Bat-Miss Solid,Strong
664126,Pete Fairbanks,558,5.219,1.423,-0.048,0.494,0.322,0.487,0.329,0.678,81.8,P,RP,17.4375,5.176,5.206099999999999,0.9493181116033264,0.3193378215745311,0.8158999304786683,0.421060039020654,0.033,2.239,,2.24,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Elite,Strong
677960,Ryan Weathers,1697,5.176,1.49,-0.049,0.481,0.342,0.486,0.336,0.658,75.1,P,SP,89.3157894736842,5.255,5.1997,0.9555623547045616,0.3218448827250487,0.8035246702521675,0.429139448733933,0.033,2.2389,12.31,,,,0,0,0.0,5.190808355139178,2.603196655250972,Strong Add,Bat-Miss Solid,Strong
679358,Eric Orze,701,5.117,1.391,-0.051,0.495,0.384,0.495,0.331,0.616,64.2,P,RP,18.44736842105263,5.154,5.1281,0.937483702600006,0.3097564481051326,0.7759846175488478,0.44000090803766,0.033,2.2387,,2.24,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.157942716771882,2.635852564787121,Watchlist,Bat-Miss Solid,Strong
680736,Justin Wrobleski,1484,5.137,1.467,-0.051,0.525,0.308,0.548,0.355,0.692,68.8,P,SP,87.29411764705883,5.277,5.178999999999999,0.9280105948807158,0.2002566333376576,0.858377995733279,0.4517960876706293,0.033,2.2328,12.28,,,,0,0,0.0,5.080689111698434,2.979534178847804,Strong Add,Bat-Miss Solid,Strong
622663,Luis Severino,1165,5.063,1.506,-0.053,0.509,0.321,0.494,0.327,0.679,54.3,P,SP,89.61538461538461,5.475,5.186599999999999,0.9383763126003988,0.3070016283641276,0.8202086140814909,0.4234088515678212,0.033,2.2313,12.27,,,,0,0,0.0,4.923082767821489,3.612980172475547,Watchlist,Bat-Miss Solid,Strong
686580,Justin Slaten,404,5.066,1.395,-0.053,0.5,0.347,0.527,0.33,0.653,54.8,P,RP,14.428571428571429,5.22,5.1122,0.9110547217244872,0.2474241293896359,0.8159240033541086,0.4425182019175994,0.033,2.2297,,2.23,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Strong
663878,Nate Pearson,346,5.205,1.389,-0.048,0.472,0.367,0.45,0.329,0.633,79.3,P,RP,21.625,5.203,5.2044,0.970178746016418,0.3930379408833252,0.77168754645272,0.4214312437248499,0.033,2.2296,,2.23,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Elite,Okay
672335,Cionel Pérez,622,5.115,1.473,-0.051,0.449,0.349,0.478,0.314,0.651,63.4,P,RP,18.848484848484848,5.233,5.150399999999999,0.9325092748525274,0.3417473261095604,0.7908472347971931,0.4189040237332708,0.033,2.2291,,2.23,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.891112399736548,3.662857218592469,Watchlist,Bat-Miss Solid,Strong
669373,Tarik Skubal,1321,5.17,1.352,-0.049,0.533,0.316,0.514,0.335,0.684,74.1,P,SP,88.06666666666666,5.189,5.1757,0.930111425609231,0.268121965536096,0.8346202222318799,0.4334254238515114,0.033,2.2275,12.25,,,,0,0,0.0,5.193382280001373,2.567214050508068,Strong Add,Bat-Miss Solid,Strong
683627,Anthony Molina,123,5.205,1.343,-0.048,0.471,0.384,0.395,0.323,0.616,79.2,P,RP,30.75,5.37,5.2545,1.0052727932947727,0.4983253441235564,0.7370195720614268,0.4047642514394874,0.033,2.2274,,2.23,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Too Small,Bat-Miss Elite,Small
641816,Tyler Mahle,1300,5.196,1.336,-0.049,0.47,0.326,0.499,0.337,0.674,77.9,P,SP,86.66666666666667,5.179,5.190899999999999,0.9431015793495928,0.2967121485082298,0.8224809769784587,0.4320155408502515,0.033,2.2269,12.25,,,,0,0,0.0,5.120431667420731,2.8528465730910773,Strong Add,Bat-Miss Solid,Strong
676617,Riley O'Brien,646,5.155,1.534,-0.05,0.422,0.373,0.459,0.305,0.627,71.9,P,RP,16.15,5.076,5.1313,0.9338777509432008,0.3810711213841685,0.7644175913593416,0.4144835608172617,0.033,2.2264,,2.23,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.004629584118757,3.235286747087361,Strong Add,Bat-Miss Solid,Strong
676879,Aaron Ashby,1049,5.188,1.567,-0.049,0.43,0.387,0.442,0.305,0.613,77.2,P,RP,21.854166666666668,5.032,5.1412,0.9459608027927894,0.4140673510535403,0.7479976903916192,0.4123218393045917,0.033,2.2263,,2.23,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.901162468863187,3.677149215870876,Strong Add,Bat-Miss Solid,Strong
677952,Braxton Ashcraft,1701,5.097,1.459,-0.052,0.526,0.338,0.515,0.333,0.662,59.7,P,SP,89.52631578947368,5.252,5.1435,0.9234866316133082,0.2687444668264533,0.8193547177944165,0.43854735389473,0.033,2.2253,12.24,,,,0,0,0.0,4.974436421010483,3.364957702275915,Watchlist,Bat-Miss Solid,Strong
676742,Cam Sanders,235,5.255,1.48,-0.046,0.471,0.391,0.404,0.321,0.609,85.5,P,RP,23.5,5.16,5.2265,0.9936430333145624,0.4827019633269009,0.735563088293804,0.408969087507634,0.033,2.2244,,2.22,+5/save (role-dependent),+2/hold (role-dependent),28,0,140.0,,,Top Target,"Bat-Miss Elite, Closer Value",Okay
683000,Riley Cornelio,298,5.176,1.401,-0.049,0.437,0.39,0.45,0.329,0.61,75.3,P,RP,42.57142857142857,5.167,5.173299999999999,0.9646277188336784,0.3955594277204032,0.7568151864034625,0.4282221062545503,0.033,2.2228,,2.22,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Okay
696147,Sam Bachman,681,5.097,1.488,-0.052,0.449,0.365,0.471,0.312,0.635,60.3,P,RP,18.916666666666668,5.214,5.132099999999999,0.9304361549715136,0.3571482203631005,0.7779827115597107,0.4209908094304174,0.033,2.2203,,2.22,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.662572207165806,4.585683268990854,Watchlist,Bat-Miss Solid,Strong
669276,Dylan Lee,667,5.13,1.401,-0.051,0.536,0.388,0.503,0.337,0.612,66.8,P,RP,14.191489361702128,5.055,5.1075,0.9283711174210212,0.295521269348008,0.7822791654848307,0.4502264069266828,0.033,2.2171,,2.22,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.338636947705891,1.9162872224589425,Strong Add,Bat-Miss Solid,Strong
642121,Cole Sulser,763,5.148,1.309,-0.05,0.507,0.395,0.441,0.336,0.605,70.6,P,RP,19.56410256410257,5.29,5.1906,0.9763249648473664,0.4120503297118087,0.7532660313128321,0.4311264856799226,0.033,2.2158,,2.22,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.90764407853852,3.741406304189376,Strong Add,Bat-Miss Solid,Strong
666661,Juan Morillo,642,5.211,1.392,-0.048,0.49,0.347,0.482,0.327,0.653,80.0,P,RP,14.590909090909092,5.051,5.163,0.9382990714657382,0.3327730792207382,0.8004432952545051,0.4285620462848928,0.033,2.215,,2.22,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.138049245349478,2.786474953729813,Strong Add,Bat-Miss Solid,Strong
641329,Bryan Baker,566,5.18,1.424,-0.049,0.546,0.314,0.493,0.33,0.686,76.3,P,RP,14.894736842105264,5.202,5.186599999999999,0.9349895018570846,0.3089897983327383,0.8296532449203975,0.4262725372163224,0.033,2.2108,,2.21,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.252661307671574,2.3258536601514628,Strong Add,Bat-Miss Solid,Strong
683004,Jack Leiter,1360,5.156,1.423,-0.05,0.483,0.343,0.486,0.334,0.657,72.0,P,SP,90.66666666666669,5.212,5.1728,0.9416195507942208,0.3240258472240004,0.8077400045478507,0.4331040935228942,0.033,2.2106,12.16,,,,0,0,0.0,5.039168738322848,3.179145988465033,Strong Add,Bat-Miss Solid,Strong
650911,Cristopher Sánchez,1953,5.133,1.544,-0.051,0.481,0.355,0.482,0.311,0.645,67.6,P,SP,93.0,5.079,5.1168,0.9173923706214248,0.3365188249401272,0.7909807016588881,0.4233770898853463,0.033,2.2101,12.16,,,,0,0,0.0,5.161919228305018,2.5521427392512805,Strong Add,Bat-Miss Solid,Strong
669684,Chris Murphy,411,5.143,1.498,-0.05,0.473,0.343,0.497,0.329,0.657,69.6,P,RP,17.869565217391305,5.15,5.145099999999999,0.926763871899877,0.3044018034659713,0.8106523427835821,0.4343797372300343,0.033,2.21,,2.21,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Strong
686993,Justin Sterner,730,5.165,1.364,-0.05,0.481,0.386,0.475,0.334,0.614,73.3,P,RP,15.53191489361702,5.079,5.1392,0.9444043604920642,0.3486198955837294,0.7736634611359685,0.4404408453234707,0.033,2.2082,,2.21,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.013513345267556,3.1848160707046773,Strong Add,Bat-Miss Solid,Strong
693645,Cam Schlittler,1881,5.139,1.384,-0.051,0.528,0.298,0.522,0.336,0.702,69.1,P,SP,89.57142857142857,5.244,5.1705,0.918613691992054,0.2526382048725086,0.8546409079591102,0.4355154354177677,0.033,2.2073,12.14,,,,0,0,0.0,5.1415562123251775,2.72635585352592,Strong Add,Bat-Miss Solid,Strong
650556,Bryan Abreu,617,5.155,1.451,-0.05,0.432,0.384,0.444,0.333,0.616,71.7,P,RP,17.13888888888889,5.248,5.1829,0.9668732767303322,0.4067101107592078,0.7636477300932625,0.4299441389857203,0.033,2.2036,,2.2,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.590306393749306,5.087512576591171,Strong Add,Bat-Miss Solid,Strong
621242,Edwin Díaz,157,5.217,1.478,-0.048,0.484,0.39,0.47,0.334,0.61,81.0,P,RP,17.444444444444443,4.956,5.1387,0.9460715278681808,0.3586012838003699,0.7698226244634436,0.440550023177646,0.033,2.2035,,2.2,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Small
676083,Janson Junk,1084,5.137,1.412,-0.051,0.52,0.319,0.545,0.34,0.681,68.6,P,SP,83.38461538461539,5.068,5.116299999999999,0.8997063337500315,0.2113046552912325,0.8509884539114289,0.4511685623416997,0.033,2.2021,12.11,,,,0,0,0.0,5.2006458410518,2.360853458837571,Strong Add,Bat-Miss Solid,Strong
689546,Nick Davila,319,5.145,1.6,-0.05,0.471,0.311,0.518,0.324,0.689,70.1,P,RP,17.72222222222222,5.104,5.132699999999999,0.9046311128957368,0.2636555857900884,0.841403838731109,0.4323145385994119,0.033,2.2019,,2.2,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Okay
680802,Ryan Weiss,530,5.174,1.478,-0.049,0.446,0.355,0.463,0.331,0.645,74.6,P,SP,58.888888888888886,5.194,5.18,0.951286915968808,0.3691700039224039,0.7914947733014508,0.4286682467742694,0.033,2.2003,12.1,,,,0,0,0.0,4.8936444578899705,3.806329053487972,Strong Add,Bat-Miss Solid,Strong
681916,Dylan Smith,231,5.125,1.458,-0.051,0.474,0.361,0.515,0.334,0.639,65.4,P,RP,15.4,5.035,5.098,0.9102127966298996,0.2724334588228212,0.8089952406491601,0.4494371005075113,0.033,2.1969,,2.2,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Okay
642397,Gregory Soto,682,5.167,1.384,-0.05,0.458,0.345,0.468,0.322,0.655,73.7,P,RP,16.634146341463413,5.149,5.1616,0.9365805827171866,0.3607209662273315,0.7986193877413738,0.4240949348624148,0.033,2.1961,,2.2,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.934164728855721,3.567711929245194,Strong Add,Bat-Miss Solid,Strong
700249,Cade Povich,304,5.128,1.34,-0.051,0.47,0.353,0.498,0.338,0.647,66.3,P,SP,76.0,5.169,5.1403,0.9290279036948644,0.3028028018837905,0.8094561201584349,0.4440189015756202,0.033,2.1957,12.08,,,,0,0,0.0,4.960612148369683,3.451795512812008,Strong Add,Bat-Miss Solid,Okay
671737,Taj Bradley,1902,5.171,1.424,-0.049,0.473,0.348,0.492,0.338,0.652,74.3,P,SP,95.1,5.117,5.1548,0.934385191574322,0.3135562088614481,0.810711629946073,0.440852743804538,0.033,2.1954,12.07,,,,0,0,0.0,4.976485155431255,3.399422277543035,Strong Add,Bat-Miss Solid,Strong
670059,Colin Holderman,544,5.157,1.394,-0.05,0.44,0.351,0.45,0.304,0.649,72.4,P,RP,15.11111111111111,5.111,5.143199999999999,0.929615531164568,0.3979998378103081,0.7823708643364501,0.410930566005057,0.033,2.1944,,2.19,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Strong
667297,Tommy Nance,532,5.116,1.634,-0.051,0.459,0.372,0.498,0.318,0.628,63.7,P,RP,16.12121212121212,4.981,5.0755,0.9034680406094182,0.3080565751005959,0.7905000353706697,0.4390771138200577,0.033,2.1938,,2.19,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Strong
676395,Robert Garcia,169,5.086,1.554,-0.052,0.493,0.343,0.52,0.347,0.657,57.2,P,RP,16.9,5.25,5.1352,0.921454441536917,0.2594765539849342,0.8281795764597644,0.4537235726337111,0.033,2.1934,,2.19,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Small
668970,Gavin Hollowell,195,5.152,1.363,-0.05,0.505,0.299,0.511,0.326,0.701,71.2,P,RP,21.666666666666668,5.154,5.1526,0.909497642957132,0.2759593483016229,0.8498909036231772,0.4298783837689043,0.033,2.1909,,2.19,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Small
676477,Garrett Whitlock,513,5.128,1.566,-0.051,0.512,0.359,0.502,0.327,0.641,65.9,P,RP,13.864864864864863,5.035,5.100099999999999,0.910371379221788,0.2981094072456987,0.8046105808156906,0.4422966203401391,0.033,2.1901,,2.19,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.03229235047212,3.050089385118897,Strong Add,Bat-Miss Solid,Strong
672782,Yoendrys Gómez,717,5.135,1.422,-0.051,0.454,0.356,0.485,0.336,0.644,67.8,P,RP,17.925,5.173,5.1464,0.9337508612067672,0.3281544433179761,0.8032545262971102,0.4407778079890145,0.033,2.1878,,2.19,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.790292616692486,4.098090842978571,Strong Add,Bat-Miss Solid,Strong
682995,Hunter Barco,280,5.103,1.507,-0.052,0.424,0.345,0.459,0.335,0.655,61.5,P,RP,46.66666666666666,5.411,5.195399999999999,0.9547077288048692,0.375874101890384,0.8008138227750556,0.4291238163970068,0.033,2.1868,,2.19,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.797875237940342,4.1709675793169145,Watchlist,Bat-Miss Solid,Okay
669211,Keegan Akin,443,5.144,1.381,-0.05,0.508,0.323,0.529,0.345,0.677,69.9,P,RP,18.45833333333333,5.109,5.1335,0.9108661190478048,0.241720854737631,0.8467906203026445,0.4521856535722396,0.033,2.185,,2.18,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Strong
669020,Ryan Rolison,552,5.113,1.426,-0.051,0.479,0.353,0.49,0.336,0.647,63.3,P,RP,16.727272727272727,5.198,5.1385000000000005,0.928062552719781,0.3188540997775881,0.8082496987268168,0.4425028180849835,0.033,2.183,,2.18,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Strong
684007,Shota Imanaga,1782,5.205,1.288,-0.048,0.486,0.341,0.473,0.338,0.659,79.5,P,SP,89.1,5.126,5.1813,0.9452104924086294,0.3491829044649709,0.8108850320430939,0.4350663175332497,0.033,2.182,12.0,,,,0,0,0.0,5.1429222594250925,2.9269138809709148,Strong Add,Bat-Miss Solid,Strong
691945,Carter Baumler,139,5.145,1.571,-0.05,0.406,0.35,0.449,0.325,0.65,70.2,P,RP,23.166666666666668,5.256,5.178299999999999,0.9479560450725124,0.3971422139531493,0.791890787397666,0.423312080181463,0.033,2.1793,,2.18,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Too Small,Bat-Miss Solid,Small
669160,Dustin May,1496,5.129,1.472,-0.051,0.487,0.321,0.501,0.326,0.679,66.5,P,SP,83.11111111111111,5.139,5.132,0.9090939996895262,0.2975112289794932,0.8333275861438485,0.4343765113609247,0.033,2.1765,11.97,,,,0,0,0.0,4.997265995239728,3.273621601090844,Strong Add,Bat-Miss Solid,Strong
676775,Keaton Winn,473,5.095,1.583,-0.052,0.504,0.349,0.499,0.319,0.651,59.2,P,RP,14.78125,5.063,5.0854,0.8976493785300605,0.3052657453349729,0.81162291040757,0.4378699541902215,0.033,2.172,,2.17,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Strong
694738,Landen Roupp,1833,5.179,1.432,-0.049,0.438,0.344,0.437,0.31,0.656,75.8,P,SP,96.47368421052632,5.136,5.1661,0.938510130048708,0.4219893898919885,0.788463337897849,0.4116575915808328,0.033,2.1717,11.94,,,,0,0,0.0,5.069576078640092,3.108935115523732,Strong Add,Bat-Miss Solid,Strong
690953,Mick Abel,406,5.132,1.472,-0.051,0.539,0.333,0.51,0.34,0.667,67.3,P,SP,81.2,5.126,5.130199999999999,0.9139346099886956,0.2797636374069072,0.8335464164239174,0.4481334179956278,0.033,2.1714,11.94,,,,0,0,0.0,5.179588350758133,2.601397167240272,Strong Add,Bat-Miss Solid,Strong
680702,Joey Gerber,129,5.218,1.359,-0.048,0.44,0.299,0.503,0.342,0.701,81.6,P,RP,18.428571428571427,5.101,5.1829,0.9257477177043744,0.2894080826111698,0.8554792824099583,0.4385351959312239,0.033,2.1708,,2.17,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Too Small,Bat-Miss Solid,Small
681293,Spencer Arrighetti,1471,5.156,1.382,-0.05,0.439,0.351,0.469,0.331,0.649,72.2,P,SP,91.9375,5.145,5.152699999999999,0.9347104390886208,0.3594543793085598,0.8024394587865087,0.4346293576122379,0.033,2.1706,11.94,,,,0,0,0.0,4.914864392736287,3.680891933707128,Strong Add,Bat-Miss Solid,Strong
694973,Paul Skenes,1875,5.184,1.342,-0.049,0.502,0.344,0.475,0.328,0.656,77.1,P,SP,89.28571428571429,5.052,5.1444,0.9268722877379768,0.3481982964984302,0.8090058743074089,0.4335780243430457,0.033,2.1695,11.93,,,,0,0,0.0,5.208755547472687,2.5205488466141626,Strong Add,Bat-Miss Solid,Strong
688883,Peyton Pallette,442,5.166,1.448,-0.05,0.448,0.359,0.48,0.336,0.641,73.5,P,RP,27.625,5.065,5.1357,0.9294638762845548,0.3389628143557804,0.8030122886844215,0.443114214068365,0.033,2.1683,,2.17,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.833057040301249,3.9773380761338304,Strong Add,Bat-Miss Solid,Strong
681517,Kyle Leahy,1474,5.089,1.544,-0.052,0.471,0.367,0.493,0.334,0.633,58.2,P,SP,81.88888888888889,5.13,5.1013,0.9148855873880126,0.3159056448665884,0.8021990724140864,0.4487165266699546,0.033,2.1663,11.91,,,,0,0,0.0,4.931590736306754,3.5349695037975275,Watchlist,Bat-Miss Solid,Strong
663765,Jake Woodford,443,5.051,1.424,-0.054,0.459,0.321,0.507,0.322,0.679,52.5,P,RP,26.058823529411764,5.232,5.1053,0.8947746268924517,0.2877469583173453,0.836817581682394,0.4363883612425479,0.033,2.1644,,2.16,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.147666895040543,2.4835169779392023,Watchlist,Bat-Miss Solid,Strong
690925,Clayton Beeter,485,5.183,1.441,-0.049,0.44,0.378,0.447,0.333,0.622,76.7,P,RP,15.64516129032258,5.09,5.155099999999999,0.9490609865891346,0.4029995344247827,0.7767044845120434,0.4360144276778643,0.033,2.1643,,2.16,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.82115272413214,4.068196896425048,Strong Add,Bat-Miss Solid,Strong
680732,Sean Burke,1782,5.135,1.396,-0.051,0.501,0.29,0.509,0.34,0.71,68.0,P,SP,89.1,5.267,5.1746,0.9169419061413542,0.2781519998010402,0.864863191232369,0.4384384245448656,0.033,2.164,11.9,,,,0,0,0.0,5.058797382412824,3.089609000106572,Strong Add,Bat-Miss Solid,Strong
690990,Cade Horton,160,5.172,1.334,-0.049,0.487,0.343,0.478,0.33,0.657,74.5,P,SP,53.333333333333336,5.066,5.140199999999999,0.9241359720232598,0.3425743089307241,0.8127376514530851,0.4364042420837856,0.033,2.163,11.9,,,,0,0,0.0,,,Strong Add,Bat-Miss Solid,Small
666157,Nick Lodolo,1097,5.14,1.436,-0.051,0.446,0.341,0.478,0.321,0.659,69.3,P,SP,84.38461538461539,5.082,5.122599999999999,0.9137293244989548,0.3440012596809675,0.8117206311140529,0.4316562456052507,0.033,2.1617,11.89,,,,0,0,0.0,,,Strong Add,Bat-Miss Solid,Strong
673513,Yuki Matsui,554,5.128,1.439,-0.051,0.463,0.386,0.462,0.322,0.614,65.7,P,RP,22.16,5.024,5.0968,0.9216649819678704,0.3779037592558019,0.7744998110525944,0.4382443847635272,0.033,2.1598,,2.16,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Strong
686751,Seth Johnson,257,5.128,1.564,-0.051,0.489,0.372,0.478,0.333,0.628,66.2,P,RP,21.416666666666668,5.07,5.1106,0.9222923846235505,0.3449741806470426,0.7940286589009427,0.4457312566994613,0.033,2.1588,,2.16,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Okay
579328,Yusei Kikuchi,567,5.144,1.415,-0.05,0.482,0.356,0.511,0.351,0.644,69.8,P,SP,81.0,5.05,5.1158,0.9173398946303442,0.2789429725975862,0.8235717421649161,0.4617779209070458,0.033,2.1583,11.87,,,,0,0,0.0,5.011336713464331,3.238105527697827,Strong Add,Bat-Miss Solid,Strong
605400,Aaron Nola,1876,5.155,1.513,-0.05,0.456,0.328,0.473,0.329,0.672,71.5,P,SP,89.33333333333333,5.164,5.1577,0.926263877132647,0.3510963156982519,0.8223148767618662,0.4316284553048179,0.033,2.1566,11.86,,,,0,0,0.0,4.906056061776207,3.690393051304453,Strong Add,Bat-Miss Solid,Strong
