pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position,pitcher_role,avg_pitches_per_game,rolling_plv_30d,plv_blended,est_k_per_ip,est_bb_per_ip,est_h_per_ip,est_er_per_ip,est_hb_per_ip,fp_per_ip,fp_per_start,fp_per_app,sv_upside,hd_upside,est_sv_per_162,est_hd_per_162,sv_hd_fp_per_162,pl_plv,pl_pla,signal,profile_flag,sample_tier
667463,John King,541,5.026,1.54,-0.055,0.474,0.345,0.484,0.316,0.655,48.9,P,RP,13.525,5.003,5.0191,0.8601569638563932,0.3404636832017,0.8300338526622859,0.4494832520053584,0.033,2.0577,,2.06,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Watchlist,Bat-Miss Solid,Strong
689266,Dylan Dodd,431,5.105,1.493,-0.052,0.501,0.326,0.475,0.334,0.674,62.1,P,RP,18.73913043478261,5.055,5.09,0.888988294135179,0.3526088715446371,0.8457647963918502,0.4511839461743152,0.033,2.0552,,2.06,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Strong
681676,Ryan Fernandez,213,5.161,1.53,-0.05,0.452,0.419,0.452,0.338,0.581,73.0,P,RP,21.3,4.719,5.0284,0.9009480384188848,0.4033311084485377,0.7725684276308046,0.4684529053400408,0.033,2.0551,,2.06,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Strong Add,Bat-Miss Solid,Okay
593974,Wandy Peralta,761,5.024,1.5,-0.055,0.492,0.362,0.458,0.302,0.638,48.6,P,RP,18.11904761904762,4.964,5.006,0.8613564657873646,0.3932182077735463,0.8048501038215663,0.4389798454250775,0.033,2.0523,,2.05,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.985816615652286,3.36714314839013,Watchlist,Bat-Miss Solid,Strong
687223,Carson Palmquist,179,5.05,1.326,-0.054,0.443,0.311,0.493,0.321,0.689,52.4,P,RP,29.83333333333333,5.05,5.05,0.8602785986516139,0.3200648819965592,0.8600369369794607,0.4475088700314967,0.033,2.0522,,2.05,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Small
695534,Chase Petty,354,5.048,1.517,-0.054,0.485,0.299,0.521,0.328,0.701,51.7,P,RP,32.18181818181818,5.007,5.035699999999999,0.8468034601864178,0.2655555203600295,0.8814292262795316,0.4573132898407449,0.033,2.0522,,2.05,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Okay
641401,Connor Brogdon,288,5.118,1.24,-0.051,0.473,0.365,0.477,0.339,0.635,64.4,P,RP,18.0,4.895,5.0511,0.8869953610927475,0.351786417072442,0.8211771447699938,0.4644507926433182,0.033,2.0521,,2.05,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.061424807008054,3.074512852074641,Watchlist,Bat-Miss Solid,Okay
660825,Eduard Bazardo,693,5.098,1.516,-0.052,0.423,0.26,0.541,0.333,0.74,60.5,P,RP,15.065217391304348,4.968,5.058999999999999,0.8404300181114575,0.2239030327786839,0.9183351246561784,0.4569984112503471,0.033,2.0512,,2.05,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,5.0790177429571495,2.8298388006524213,Watchlist,Bat-Miss Solid,Strong
804636,Jonah Tong,266,5.133,1.332,-0.051,0.471,0.333,0.463,0.332,0.667,67.5,P,SP,66.5,4.998,5.092499999999999,0.8937158701216645,0.3762642193000345,0.836514521660837,0.4487289331377717,0.033,2.0505,11.28,,,,0,0,0.0,,,Strong Add,Bat-Miss Solid,Okay
678020,Seth Halvorsen,396,5.062,1.488,-0.053,0.452,0.358,0.453,0.336,0.642,53.7,P,RP,18.0,5.146,5.0872,0.9029692004608344,0.3965756257461591,0.816397844921237,0.453704465923364,0.033,2.0496,,2.05,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Okay
687941,Alec Gamboa,133,5.069,1.468,-0.053,0.559,0.317,0.521,0.343,0.683,55.3,P,RP,22.166666666666668,4.976,5.0411,0.8584084550230486,0.2651177059252956,0.8746884966504936,0.470452597258158,0.033,2.0447,,2.04,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Too Small,Bat-Miss Solid,Small
445276,Kenley Jansen,385,5.097,1.401,-0.052,0.484,0.302,0.522,0.338,0.698,59.8,P,RP,14.25925925925926,4.925,5.0454,0.853457119648488,0.2627809059438413,0.8843060067435331,0.4647408582980823,0.033,2.0439,,2.04,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Okay
668390,Cole Winn,563,5.039,1.555,-0.054,0.491,0.356,0.484,0.334,0.644,51.1,P,RP,14.81578947368421,5.022,5.033899999999999,0.8734164252640353,0.3392637473435407,0.8303357330506511,0.4634337014127783,0.033,2.0439,,2.04,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.845325542866109,3.977739200988802,Watchlist,Bat-Miss Solid,Strong
669358,Shane Baz,1920,5.048,1.522,-0.054,0.48,0.336,0.503,0.336,0.664,51.9,P,SP,96.0,4.989,5.0303,0.8618091211901131,0.3017803942297576,0.8527650574714765,0.4661289057285074,0.033,2.042,11.23,,,,0,0,0.0,4.922597560719221,3.551512742089748,Watchlist,Bat-Miss Solid,Strong
691008,Max Rajcic,179,5.075,1.427,-0.053,0.438,0.37,0.447,0.329,0.63,56.1,P,RP,25.571428571428573,5.031,5.0618,0.8951529868644613,0.4105639949360162,0.8051502605800713,0.4525687677356306,0.033,2.0413,,2.04,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Small
607074,Carlos Rodón,828,5.062,1.503,-0.053,0.454,0.359,0.459,0.338,0.641,53.5,P,SP,92.0,5.102,5.074,0.8963737900830745,0.3857168189971768,0.8204451273676886,0.458495885039258,0.033,2.0402,11.22,,,,0,0,0.0,,,Watchlist,Bat-Miss Solid,Strong
696070,Kendry Rojas,342,5.032,1.456,-0.054,0.454,0.4,0.425,0.327,0.6,49.6,P,RP,42.75,5.112,5.056,0.9065573146859348,0.454773979379057,0.7752014476370037,0.4519261070783961,0.033,2.0397,,2.04,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Watchlist,Bat-Miss Solid,Okay
676755,Isaac Mattson,581,5.049,1.364,-0.054,0.506,0.293,0.523,0.354,0.707,52.0,P,RP,17.606060606060606,5.161,5.082599999999999,0.8690532355111946,0.2577766809803976,0.89706055844305,0.4718910160727836,0.033,2.0374,,2.04,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.957299919161515,3.538970888226196,Watchlist,Bat-Miss Solid,Strong
681892,Kody Funderburk,436,4.956,1.5,-0.057,0.431,0.317,0.469,0.316,0.683,35.0,P,RP,16.14814814814815,5.294,5.0574,0.8671502444085288,0.3671809933141392,0.8480271216477964,0.4411202283755341,0.033,2.0367,,2.04,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.6738171993027935,4.534214827510395,Pass,Bat-Miss Solid,Strong
676282,Joey Cantillo,1786,4.952,1.492,-0.057,0.46,0.358,0.484,0.345,0.642,34.3,P,SP,85.04761904761905,5.275,5.0489,0.8824286769354419,0.3380475961359468,0.8336835249930685,0.4706585464986917,0.033,2.0364,11.2,,,,0,0,0.0,4.857590908639723,3.785617723815508,Pass,Bat-Miss Solid,Strong
669022,Mackenzie Gore,1928,5.069,1.462,-0.053,0.496,0.334,0.489,0.344,0.666,55.4,P,SP,87.63636363636364,5.056,5.065099999999999,0.879504913162689,0.3267933029886914,0.852522303080153,0.4661666221405801,0.033,2.0349,11.19,,,,0,0,0.0,5.007165251480783,3.343056294398572,Watchlist,Bat-Miss Solid,Strong
689818,David Sandlin,313,5.097,1.38,-0.052,0.464,0.351,0.456,0.334,0.649,60.2,P,SP,78.25,5.02,5.0739,0.892449518623846,0.3916894365777266,0.8250751225246347,0.4546994730787581,0.033,2.0333,11.18,,,,0,0,0.0,,,Watchlist,Bat-Miss Solid,Okay
666277,George Soriano,633,5.031,1.487,-0.054,0.487,0.359,0.482,0.323,0.641,49.4,P,RP,15.071428571428571,4.925,4.999199999999999,0.8562580940073737,0.3460534504076629,0.8270612087963208,0.4605104637813695,0.033,2.0291,,2.03,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.944171948434809,3.471280789970817,Watchlist,,Strong
663485,Cole Sands,189,4.938,1.294,-0.058,0.48,0.305,0.498,0.332,0.695,32.0,P,RP,13.5,5.323,5.0535,0.8592526893549276,0.3098402635384001,0.8742605788912683,0.457244805763441,0.033,2.0277,,2.03,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,Bat-Miss Solid,Small
694360,Beck Way,339,5.002,1.489,-0.056,0.455,0.341,0.488,0.317,0.659,42.9,P,RP,18.83333333333333,4.973,4.9933,0.844384946122109,0.3346027834043182,0.8414284283851845,0.4560713911636349,0.033,2.0232,,2.02,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,,Okay
656457,Tyler Gilbert,101,5.087,1.345,-0.052,0.438,0.34,0.487,0.304,0.66,57.6,P,RP,20.2,4.692,4.9685,0.8306007248036573,0.3386016567028175,0.8379263371163523,0.4490773082538888,0.033,2.0229,,2.02,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Too Small,,Small
669084,Dl Hall,568,5.018,1.532,-0.055,0.447,0.349,0.467,0.319,0.651,47.3,P,RP,21.846153846153847,5.022,5.0192,0.862145914890871,0.3742544649933664,0.8285392698100768,0.4523251020830245,0.033,2.0217,,2.02,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.84716275786845,3.923110162630202,Watchlist,Bat-Miss Solid,Strong
687570,Connor Prielipp,1072,5.047,1.548,-0.054,0.495,0.346,0.495,0.341,0.654,51.5,P,SP,89.33333333333333,4.973,5.0248,0.8636977387170128,0.3181316760880953,0.8484149430062468,0.4721026715386037,0.033,2.0199,11.11,,,,0,0,0.0,,,Watchlist,Bat-Miss Solid,Strong
657571,Caleb Ferguson,331,5.009,1.411,-0.055,0.475,0.306,0.515,0.328,0.694,44.7,P,RP,16.55,5.018,5.011699999999999,0.8373189245952828,0.2794303821038444,0.8806169888576427,0.462553826841157,0.033,2.0192,,2.02,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,Bat-Miss Solid,Okay
686930,Mason Barnett,384,5.057,1.399,-0.054,0.472,0.35,0.469,0.33,0.65,52.8,P,RP,29.53846153846154,4.985,5.0354,0.8713179037728125,0.3689646817519436,0.8325725717309322,0.4592879203189174,0.033,2.0182,,2.02,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Okay
552640,Andrew Kittredge,399,4.991,1.688,-0.056,0.514,0.335,0.516,0.325,0.665,41.1,P,RP,12.870967741935484,4.916,4.9685,0.8281815742727185,0.2809447276131038,0.8603841118762147,0.4691231077933971,0.033,2.0156,,2.02,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,,Okay
660761,José Suarez,960,5.037,1.438,-0.054,0.468,0.35,0.462,0.336,0.65,50.7,P,RP,29.09090909090909,5.101,5.0562,0.8824730705960016,0.3811954751910225,0.8322566104245983,0.4604734928822296,0.033,2.0151,,2.02,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.917041500557782,3.70637618850005,Watchlist,Bat-Miss Solid,Strong
670245,Ryan Watson,836,5.002,1.563,-0.056,0.511,0.344,0.501,0.333,0.656,43.1,P,RP,26.125,4.987,4.9975,0.848088922049201,0.3084160514742513,0.8507097951604643,0.4704272873139026,0.033,2.0151,,2.02,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,5.031684884396496,3.130011602570211,Pass,,Strong
607200,Erick Fedde,1530,5.035,1.524,-0.054,0.435,0.331,0.484,0.322,0.669,50.2,P,SP,80.52631578947368,4.967,5.0146,0.8509699649320556,0.340828528563978,0.8500730179248616,0.456193223989938,0.033,2.0147,11.08,,,,0,0,0.0,4.907224196824127,3.648861158103329,Watchlist,Bat-Miss Solid,Strong
675916,James Karinchak,162,5.088,1.41,-0.052,0.446,0.344,0.468,0.337,0.656,57.7,P,RP,18.0,4.98,5.0556,0.8792483063005142,0.3693151014276613,0.8391960279415756,0.4615590681900735,0.033,2.0146,,2.01,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Small
608371,Lucas Sims,184,4.988,1.382,-0.056,0.461,0.373,0.47,0.33,0.627,40.7,P,RP,18.4,5.041,5.0039,0.8655523541511653,0.3695304293192799,0.8178024253336535,0.4661661251319581,0.033,2.0129,,2.01,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,Bat-Miss Solid,Small
663767,Chase Shugart,555,4.967,1.483,-0.057,0.458,0.337,0.478,0.321,0.663,37.2,P,RP,19.821428571428573,5.117,5.012,0.8524785497162831,0.3529683479182927,0.8439513096237152,0.4558063869488156,0.033,2.0109,,2.01,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,Bat-Miss Solid,Strong
686790,Trevor Mcdonald,1097,5.029,1.544,-0.055,0.421,0.324,0.497,0.314,0.676,49.3,P,SP,78.35714285714286,4.872,4.9819,0.8300459448080539,0.317633528604592,0.8587085090526674,0.4556969605903295,0.033,2.0093,11.05,,,,0,0,0.0,,,Watchlist,,Strong
663559,Bailey Falter,180,5.038,1.397,-0.054,0.412,0.341,0.488,0.342,0.659,50.9,P,RP,36.0,5.028,5.034999999999999,0.8667489103782146,0.3312218830472072,0.8516024409854196,0.4708300051962625,0.033,2.0093,,2.01,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,Bat-Miss Solid,Small
643410,Mark Leiter,579,5.026,1.577,-0.055,0.461,0.347,0.465,0.329,0.653,49.1,P,RP,15.236842105263158,5.043,5.0311,0.8675602972359935,0.3772659916392302,0.8358146298600679,0.459272287981991,0.033,2.0029,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,5.01832435877797,3.281699681310414,Watchlist,Bat-Miss Solid,Strong
663542,Bryan Hudson,693,4.939,1.567,-0.058,0.461,0.297,0.548,0.354,0.703,32.4,P,RP,16.5,5.188,5.0137,0.8340370658341312,0.2136586196453416,0.9106982562589157,0.4869357243781327,0.033,2.0028,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.884851091266347,3.677938011139016,Pass,Bat-Miss Solid,Strong
676571,Pj Poulin,665,4.983,1.414,-0.056,0.452,0.309,0.488,0.324,0.691,39.5,P,RP,17.972972972972972,5.132,5.027699999999999,0.8473513124701454,0.3318137433015696,0.8702192242443174,0.4552418879762139,0.033,2.0018,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,5.006398566269178,3.1944867772203613,Pass,Bat-Miss Solid,Strong
670167,John Schreiber,653,5.02,1.462,-0.055,0.461,0.332,0.5,0.329,0.668,48.1,P,RP,15.186046511627907,4.933,4.993899999999999,0.8403522588247807,0.3106960977326847,0.8602027635097245,0.4673951203326296,0.033,2.0017,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.842583194438183,3.845262212409186,Watchlist,,Strong
682610,Roddery Muñoz,148,5.014,1.67,-0.055,0.402,0.461,0.385,0.305,0.539,46.2,P,RP,29.6,4.876,4.9726,0.8913430226511754,0.5410625788377111,0.7176615755569999,0.4491366117324853,0.033,2.0013,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Too Small,,Small
656492,Foster Griffin,1849,4.995,1.506,-0.056,0.494,0.318,0.502,0.335,0.682,42.1,P,SP,92.45,5.068,5.0169,0.8459136775753333,0.3048549926104857,0.8732147401987511,0.4681003103375702,0.033,1.9986,10.99,,,,0,0,0.0,5.036355607900893,3.148451532412936,Pass,Bat-Miss Solid,Strong
674841,Andrew Alvarez,855,5.009,1.711,-0.055,0.463,0.374,0.465,0.334,0.626,44.9,P,SP,65.76923076923077,5.003,5.0072,0.86780599437834,0.3792037258966632,0.8192997775014985,0.4692637988257364,0.033,1.9978,10.99,,,,0,0,0.0,,,Pass,Bat-Miss Solid,Strong
681751,Lazaro Estrada,131,4.944,1.286,-0.058,0.493,0.355,0.483,0.341,0.645,33.5,P,RP,43.66666666666666,5.183,5.0157,0.8631718241875569,0.3427275141106987,0.8418109451793948,0.4740897084845933,0.033,1.9975,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Too Small,Bat-Miss Solid,Small
664353,José Urquidy,156,5.016,1.388,-0.055,0.527,0.272,0.57,0.34,0.728,47.2,P,RP,26.0,4.879,4.9749,0.801132636605411,0.1730646581262134,0.9337520738015744,0.4820440595024598,0.033,1.9972,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Watchlist,,Small
683232,Nick Mears,365,5.081,1.59,-0.053,0.483,0.337,0.456,0.333,0.663,56.9,P,RP,15.869565217391305,5.01,5.0597,0.878060350556002,0.3928407263875821,0.8417606288183688,0.4568455622545015,0.033,1.9968,,2.0,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.918080522485779,3.7049885429207343,Watchlist,Bat-Miss Solid,Okay
543243,Sonny Gray,1470,4.958,1.66,-0.057,0.478,0.357,0.481,0.327,0.643,35.8,P,SP,81.66666666666667,5.051,4.9859,0.8481575627013247,0.3491199411136733,0.8357768803244136,0.4672328422337658,0.033,1.9958,10.98,,,,0,0,0.0,4.915844171699346,3.5471611050920497,Pass,,Strong
571948,Hoby Milner,584,5.005,1.41,-0.055,0.461,0.282,0.519,0.318,0.718,44.2,P,RP,14.974358974358974,4.966,4.9933,0.8158389698570325,0.2729695143773829,0.9007985249460488,0.4570259530464686,0.033,1.995,,2.0,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,5.246742099654181,2.184909629938068,Pass,,Strong
621107,Zach Eflin,144,4.987,1.553,-0.056,0.517,0.362,0.461,0.324,0.638,40.3,P,SP,72.0,5.039,5.002599999999999,0.8595330250566505,0.3875293588081018,0.8240491313841377,0.4607226162558116,0.033,1.9935,10.96,,,,0,0,0.0,,,Too Small,Bat-Miss Solid,Small
669461,Matthew Liberatore,1627,4.977,1.588,-0.056,0.49,0.342,0.495,0.343,0.658,38.5,P,SP,81.35,5.098,5.0133,0.8555948981736714,0.3190640586805841,0.8569885721036612,0.4765228859503018,0.033,1.9935,10.96,,,,0,0,0.0,5.006033590474136,3.2148742803933468,Pass,Bat-Miss Solid,Strong
675512,Troy Melton,791,4.982,1.471,-0.056,0.477,0.327,0.502,0.333,0.673,39.2,P,SP,87.88888888888889,5.03,4.9964,0.8392738735370143,0.3065170659275305,0.8678574485877748,0.470667478593088,0.033,1.9906,10.95,,,,0,0,0.0,,,Pass,,Strong
663992,Richard Lovelady,539,5.065,1.489,-0.053,0.441,0.345,0.489,0.325,0.655,54.6,P,RP,16.333333333333332,4.769,4.9762,0.8371494322835654,0.3340010258123641,0.8484949897318745,0.4674417688390982,0.033,1.9868,,1.99,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,4.974144968981971,3.3331796793956574,Watchlist,,Strong
680694,Kyle Bradish,1850,4.971,1.674,-0.057,0.462,0.377,0.454,0.326,0.623,37.9,P,SP,92.5,5.046,4.9935,0.8619100911643215,0.4021843469876511,0.8131586108165606,0.4646187769674684,0.033,1.9843,10.91,,,,0,0,0.0,4.758233102745111,4.234899242691452,Pass,,Strong
621111,Walker Buehler,1618,4.983,1.518,-0.056,0.466,0.322,0.504,0.335,0.678,39.8,P,SP,80.9,5.032,4.9977,0.8375519209325248,0.302435326218984,0.8741523917562395,0.4722927399378998,0.033,1.9834,10.91,,,,0,0,0.0,4.834967159891968,3.94818195026437,Pass,,Strong
663903,Brady Singer,1749,4.988,1.582,-0.056,0.431,0.334,0.479,0.327,0.666,40.8,P,SP,87.45,5.045,5.0051,0.8473265473265662,0.351539607505175,0.8536900965200435,0.4630404126334363,0.033,1.983,10.91,,,,0,0,0.0,4.919228920792532,3.4950359046182644,Pass,Bat-Miss Solid,Strong
671096,Andrew Abbott,1900,5.02,1.471,-0.055,0.465,0.336,0.492,0.343,0.664,47.8,P,SP,90.47619047619048,5.008,5.016399999999999,0.8543544664380778,0.3247772306701804,0.8621493219070726,0.4758459832544156,0.033,1.9827,10.9,,,,0,0,0.0,4.937936782051476,3.520132923769278,Watchlist,Bat-Miss Solid,Strong
605154,John Brebbia,111,4.972,1.444,-0.057,0.547,0.265,0.601,0.355,0.735,38.0,P,RP,27.75,4.918,4.9558,0.7875023794042644,0.112979954970281,0.9580757037156098,0.5005330817744602,0.033,1.9824,,1.98,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Too Small,,Small
669456,Shane Bieber,433,5.015,1.527,-0.055,0.456,0.374,0.446,0.33,0.626,47.0,P,SP,86.6,5.015,5.015,0.8719891819370356,0.4163465566723199,0.8139738455568648,0.4637423767692676,0.033,1.9812,10.9,,,,0,0,0.0,,,Watchlist,Bat-Miss Solid,Strong
702566,Owen Murphy,116,4.968,1.365,-0.057,0.553,0.259,0.591,0.351,0.741,37.4,P,RP,38.66666666666666,4.968,4.968,0.7911423331538162,0.1318725183408793,0.957578327205456,0.4940508946012491,0.033,1.9806,,1.98,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Too Small,,Small
606303,Joel Payamps,198,5.111,1.417,-0.052,0.486,0.37,0.475,0.333,0.63,62.9,P,RP,14.142857142857142,4.677,4.9808,0.8517121929856942,0.3614624523359202,0.8291812908368428,0.4740738276433558,0.033,1.9799,,1.98,+5/save (role-dependent),+2/hold (role-dependent),2,18,46.0,,,Watchlist,,Small
669947,Jesse Scholtens,601,5.019,1.43,-0.055,0.5,0.33,0.493,0.332,0.67,47.6,P,SP,66.77777777777777,4.941,4.9956,0.8402963189777622,0.3244754570427663,0.8642522316558474,0.4698876012769348,0.033,1.9788,10.88,,,,0,0,0.0,5.0202934638099865,3.2389056525847435,Watchlist,,Strong
676467,Colton Gordon,202,5.081,1.334,-0.053,0.503,0.334,0.46,0.331,0.666,56.7,P,SP,50.5,4.941,5.039,0.8655073240239758,0.3865663351796183,0.8483602552458778,0.4594564016516895,0.033,1.9787,10.88,,,,0,0,0.0,5.119869034974157,2.915829496126902,Watchlist,Bat-Miss Solid,Okay
669165,Kyle Hurt,483,5.015,1.461,-0.055,0.528,0.346,0.528,0.346,0.654,46.7,P,RP,15.09375,4.81,4.953499999999999,0.8254591139817522,0.2583028391973678,0.8708004836352914,0.4924442429581629,0.033,1.9785,,1.98,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Watchlist,,Strong
675660,Shane Drohan,1183,5.023,1.524,-0.055,0.49,0.309,0.505,0.339,0.691,48.5,P,SP,59.15,4.993,5.013999999999999,0.840003918937564,0.2991256052714548,0.8862179133160153,0.4725517894231217,0.033,1.9766,10.87,,,,0,0,0.0,5.050834071376017,3.114716204856098,Watchlist,Bat-Miss Solid,Strong
676760,Ron Marinaccio,837,4.997,1.435,-0.056,0.481,0.333,0.482,0.332,0.667,42.3,P,RP,23.914285714285715,5.03,5.0069,0.8478080681954621,0.3454291594544312,0.8583882431843199,0.467420181772574,0.033,1.9762,,1.98,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.956165166963629,3.4465188566243983,Pass,Bat-Miss Solid,Strong
681217,Chase Silseth,691,5.024,1.523,-0.055,0.49,0.362,0.45,0.328,0.638,48.8,P,RP,15.704545454545457,4.992,5.0144,0.8658614370044219,0.4084425228461804,0.8243665943818057,0.4619642664286104,0.033,1.9761,,1.98,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.818721398291293,4.198016809476142,Watchlist,Bat-Miss Solid,Strong
641302,Tyler Alexander,678,4.971,1.451,-0.057,0.499,0.303,0.501,0.325,0.697,37.7,P,RP,15.409090909090908,5.057,4.9968,0.827876473427416,0.3084728051972722,0.8849013258986957,0.4629436412470779,0.033,1.9756,,1.98,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,5.021848425309093,3.05373158204673,Pass,,Strong
518876,Merrill Kelly,1616,5.022,1.474,-0.055,0.477,0.336,0.452,0.326,0.664,48.3,P,SP,89.77777777777777,5.068,5.0358,0.8647588047250916,0.4027311405194581,0.8430277054291526,0.4553823305042422,0.033,1.9752,10.86,,,,0,0,0.0,4.8402191197318025,4.067975721424999,Watchlist,Bat-Miss Solid,Strong
621345,A. J. Minter,274,5.009,1.462,-0.055,0.483,0.361,0.459,0.333,0.639,45.2,P,RP,14.421052631578949,5.017,5.0114,0.863768688606428,0.3907922233702018,0.830291304869829,0.4673921429678305,0.033,1.9749,,1.97,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Watchlist,Bat-Miss Solid,Okay
682608,Peyton Gray,558,4.92,1.429,-0.058,0.511,0.317,0.526,0.341,0.683,28.8,P,RP,20.666666666666668,5.1,4.974,0.8224223158963173,0.2606171058175446,0.8901684539044302,0.4831951415228089,0.033,1.9722,,1.97,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,,Strong
701656,Logan Henderson,529,5.004,1.358,-0.055,0.535,0.28,0.58,0.351,0.72,43.6,P,SP,66.125,4.834,4.952999999999999,0.7932581739247276,0.1549585392031922,0.9405761695327972,0.4973262302265068,0.033,1.9701,10.84,,,,0,0,0.0,,,Pass,,Strong
663556,Shane Mcclanahan,1413,4.937,1.533,-0.058,0.5,0.36,0.499,0.342,0.64,31.5,P,SP,78.5,5.036,4.9667,0.8393119759523284,0.3148895552243989,0.8502045543076973,0.4857437000766013,0.033,1.9697,10.83,,,,0,0,0.0,4.918414606900408,3.5160076780100207,Pass,,Strong
688297,Chris Roycroft,294,4.927,1.583,-0.058,0.461,0.32,0.493,0.31,0.68,29.6,P,RP,24.5,5.015,4.953399999999999,0.8128259006111446,0.3278968957734636,0.8666270697626164,0.4581018507469837,0.033,1.9691,,1.97,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,,Okay
663558,Jovani Morán,635,4.912,1.46,-0.059,0.453,0.348,0.481,0.335,0.652,27.5,P,RP,22.678571428571427,5.173,4.9903,0.846162838573617,0.3487632034261126,0.8502474200241088,0.4739085721796936,0.033,1.9663,,1.97,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.944628661796292,3.4448492155446333,Pass,,Strong
670062,Julian Garcia,205,4.941,1.643,-0.058,0.48,0.355,0.521,0.346,0.645,32.8,P,RP,22.77777777777778,4.95,4.9437,0.8245577851842089,0.2730145810999382,0.8643753596994024,0.4945841288999978,0.033,1.965,,1.96,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,,,Pass,,Okay
681343,Shane Smith,298,4.974,1.511,-0.057,0.468,0.366,0.439,0.322,0.634,38.2,P,SP,74.5,5.076,5.0046,0.8625409576759394,0.4311069446231939,0.8179030765212219,0.458376781073443,0.033,1.9638,10.8,,,,0,0,0.0,4.781195356809329,4.228802701813243,Pass,Bat-Miss Solid,Okay
693686,Spencer Miles,1027,4.993,1.561,-0.056,0.459,0.275,0.533,0.328,0.725,41.5,P,RP,36.67857142857143,4.939,4.9768,0.8036031085087847,0.2464729011451847,0.9202918089584144,0.4701744410625891,0.033,1.9635,,1.96,+5/save (role-dependent),+2/hold (role-dependent),0,8,16.0,4.940558383553356,3.5546419073615416,Pass,,Strong
