player_name,pitcher,pitches,confidence,plv,plv_pctile,swing_pct,whiff_pct,cs_pct,xwoba_model,rolling_plv_30d,rolling_pitches_30d,rolling_trend_pitcher,tag
"Clarke, Taylor",664199,1068,Tier A,5.076,66.1,0.5,0.376,0.47,0.326,4.684,20,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Herrin, Tim",682120,509,Tier B,5.075,65.8,0.498,0.375,0.476,0.331,4.931,36,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Gipson-Long, Sawyer",687830,336,Tier C,5.074,65.4,0.476,0.374,0.444,0.32,5.163,92,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Brogdon, Connor",641401,621,Tier B,5.069,64.7,0.504,0.362,0.454,0.327,5.379,26,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Flaherty, Jack",656427,2849,Tier A,5.065,64.4,0.461,0.363,0.468,0.332,5.035,46,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Vespi, Nick",663989,202,Tier C,5.061,63.9,0.486,0.368,0.512,0.336,4.902,28,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Coleman, Dylan",669395,428,Tier B,5.058,63.2,0.394,0.378,0.425,0.321,5.511,23,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Peralta, Wandy",593974,916,Tier B,5.057,63.0,0.489,0.412,0.372,0.293,5.063,26,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Hamilton, Ian",641656,1009,Tier A,5.049,61.8,0.478,0.384,0.447,0.316,5.228,27,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Burnes, Corbin",669203,3171,Tier A,5.045,61.0,0.476,0.378,0.464,0.315,5.13,92,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Guerra, Javy",642770,362,Tier C,5.044,60.4,0.408,0.361,0.467,0.318,4.879,36,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Bolton, Cody",675989,481,Tier B,5.041,59.6,0.441,0.387,0.453,0.331,5.401,30,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Crismatt, Nabil",622503,260,Tier C,5.037,58.9,0.456,0.382,0.424,0.322,5.092,34,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Uribe, Abner",682842,552,Tier B,5.034,58.2,0.432,0.406,0.445,0.294,5.104,34,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Gallegos, Giovanny",606149,920,Tier B,5.034,57.8,0.484,0.369,0.456,0.34,5.26,22,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Devenski, Chris",606965,704,Tier B,5.031,57.0,0.479,0.395,0.469,0.33,4.788,24,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Crowe, Wil",640444,229,Tier C,5.029,56.7,0.448,0.443,0.425,0.312,5.118,28,improving,"PLV-result divergence: whiff rate elite, results may catch up"
"Cruz, Fernando",518585,1154,Tier A,5.026,56.4,0.484,0.383,0.455,0.331,5.0,25,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Padilla, Nicholas",656820,100,Tier C,5.018,54.9,0.432,0.372,0.431,0.312,5.121,63,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Buttó, José",676130,733,Tier B,5.018,54.5,0.442,0.373,0.437,0.333,5.248,99,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Taylor, Josh",657031,341,Tier C,5.013,53.0,0.489,0.378,0.469,0.333,4.903,41,flat,"PLV-result divergence: whiff rate elite, results may catch up"
