player_name,pitcher,pitches,confidence,plv,plv_pctile,swing_pct,whiff_pct,cs_pct,xwoba_model,rolling_plv_30d,rolling_pitches_30d,rolling_trend_pitcher,tag
"Sandlin, Nick",680704,1026,Tier A,5.168,74.9,0.44,0.383,0.433,0.32,5.417,27,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Pressly, Ryan",519151,986,Tier B,5.164,73.8,0.486,0.387,0.483,0.328,4.895,40,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Anderson, Justin",605121,945,Tier B,5.16,73.3,0.446,0.375,0.445,0.323,5.151,40,improving,"PLV-result divergence: whiff rate elite, results may catch up"
"O'Brien, Riley",676617,224,Tier C,5.158,73.2,0.428,0.369,0.447,0.306,5.229,51,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Stewart, Brock",592779,302,Tier C,5.149,72.0,0.513,0.363,0.5,0.321,4.636,24,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Little, Brendon",663893,731,Tier B,5.146,71.1,0.435,0.381,0.46,0.298,5.045,55,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Burdi, Nick",595897,262,Tier C,5.145,70.9,0.426,0.401,0.446,0.315,5.26,35,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Maton, Phil",664208,1246,Tier A,5.144,70.4,0.471,0.367,0.472,0.319,4.676,134,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Festa, David",701581,1099,Tier A,5.144,70.2,0.492,0.368,0.47,0.329,5.132,72,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Contreras, Luis",664351,148,Tier C,5.141,69.9,0.438,0.417,0.438,0.327,5.089,42,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Borucki, Ryan",621366,201,Tier C,5.141,69.8,0.49,0.372,0.469,0.315,4.883,22,improving,"PLV-result divergence: whiff rate elite, results may catch up"
"Cleavinger, Garrett",664076,1108,Tier A,5.14,69.6,0.497,0.362,0.478,0.326,5.011,35,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Barlow, Scott",605130,1022,Tier A,5.133,69.2,0.405,0.403,0.418,0.317,5.022,31,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Leiter Jr., Mark",643410,1103,Tier A,5.13,68.6,0.448,0.384,0.421,0.321,5.163,88,improving,"PLV-result divergence: whiff rate elite, results may catch up"
"Holderman, Colin",670059,869,Tier B,5.124,67.7,0.452,0.375,0.474,0.309,4.674,20,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Cruz, Fernando",518585,1138,Tier A,5.117,66.9,0.482,0.401,0.442,0.324,5.408,28,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Burnes, Corbin",669203,3079,Tier A,5.112,66.2,0.48,0.375,0.469,0.315,5.072,84,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Gómez, Yoendrys",672782,214,Tier C,5.11,65.5,0.459,0.376,0.493,0.331,5.653,27,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Lee, Dylan",669276,877,Tier B,5.107,65.1,0.528,0.375,0.513,0.344,5.2,21,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Hamilton, Ian",641656,661,Tier B,5.107,64.9,0.481,0.369,0.459,0.314,4.928,20,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Spence, Mitch",687765,2508,Tier A,5.107,64.8,0.483,0.376,0.48,0.318,5.111,75,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Staumont, Josh",622251,450,Tier B,5.101,64.0,0.456,0.373,0.466,0.324,5.001,35,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Luzardo, Jesús",666200,1083,Tier A,5.098,63.3,0.469,0.377,0.457,0.336,4.679,77,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Bolton, Cody",675989,313,Tier C,5.096,63.1,0.458,0.384,0.452,0.306,5.16,37,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Varland, Louis",686973,1056,Tier A,5.095,63.0,0.515,0.363,0.527,0.341,5.312,37,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Leone, Dominic",608678,361,Tier C,5.095,62.8,0.445,0.438,0.385,0.307,4.779,25,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Barnes, Jacob",606930,1117,Tier A,5.093,62.3,0.47,0.376,0.465,0.329,4.633,32,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Leclerc, José",600917,1223,Tier A,5.089,61.9,0.46,0.391,0.438,0.321,5.093,91,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Herrin, Tim",682120,1161,Tier A,5.087,61.6,0.48,0.376,0.483,0.326,5.098,121,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Boyle, Joe",671212,966,Tier B,5.076,60.6,0.445,0.36,0.457,0.329,5.363,35,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Long, Sam",669674,771,Tier B,5.075,60.4,0.457,0.364,0.468,0.332,4.893,69,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Holmes, Grant",656550,1024,Tier A,5.068,59.3,0.487,0.38,0.476,0.332,5.448,53,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Blewett, Scott",656240,338,Tier C,5.062,58.3,0.517,0.395,0.476,0.332,5.162,56,improving,"PLV-result divergence: whiff rate elite, results may catch up"
"Burr, Ryan",621114,570,Tier B,5.054,57.5,0.479,0.384,0.449,0.33,5.142,30,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Reid-Foley, Sean",656887,408,Tier B,5.053,57.3,0.467,0.361,0.464,0.339,4.731,33,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Berroa, Prelander",672860,348,Tier C,5.047,56.9,0.455,0.386,0.436,0.327,4.589,31,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Criswell, Jeff",676105,354,Tier C,5.044,56.2,0.45,0.408,0.432,0.323,4.56,38,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Turnbull, Spencer",605513,1009,Tier A,5.039,55.0,0.473,0.369,0.466,0.32,5.027,36,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Thompson, Keegan",624522,538,Tier B,5.035,54.6,0.474,0.367,0.473,0.328,5.011,51,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Vespi, Nick",663989,200,Tier C,5.024,52.8,0.475,0.379,0.493,0.334,4.582,29,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Cabrera, Génesis",650893,1070,Tier A,5.023,52.6,0.473,0.372,0.464,0.327,4.871,70,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Hartwig, Grant",701643,118,Tier C,5.022,52.5,0.402,0.364,0.404,0.308,4.981,39,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Javier, Cristian",664299,651,Tier B,5.021,52.3,0.449,0.373,0.457,0.332,5.235,71,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Buttó, José",676130,1356,Tier A,5.021,52.2,0.415,0.378,0.392,0.316,5.12,134,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Martin, Davis",663436,892,Tier B,5.019,51.8,0.483,0.365,0.471,0.326,4.812,85,flat,"PLV-result divergence: whiff rate elite, results may catch up"
"Holmes, Clay",605280,1302,Tier A,5.018,51.1,0.463,0.371,0.478,0.305,5.172,173,hot,"PLV-result divergence: whiff rate elite, results may catch up"
"Faedo, Alex",656412,1101,Tier A,5.013,50.3,0.479,0.377,0.449,0.327,4.641,35,flat,"PLV-result divergence: whiff rate elite, results may catch up"
