batter,year,sos_opp_sp_fp_per_start,n_pa_with_sos
502188,2018,10.355775897536695,9
502190,2018,13.262973856209149,4
502210,2018,10.791099373026848,191
502226,2018,12.330696391348898,69
502327,2018,10.349627602979176,3
502481,2018,10.721276744632943,103
502517,2018,11.211458315793605,177
502593,2018,8.804615384615383,1
502624,2018,11.140013912544735,42
502671,2018,11.219447655798055,327
502706,2018,11.090696782911333,44
503556,2018,11.189221449799057,231
506433,2018,9.923248281044362,10
506702,2018,11.257429643200076,123
506703,2018,10.48683895956148,31
506747,2018,11.411123879029601,65
514888,2018,11.37391592973048,261
514917,2018,11.552345727682962,337
516416,2018,11.127733373339275,289
516472,2018,11.015500932707187,45
516770,2018,11.879038035277164,317
516782,2018,11.208094482554127,277
517369,2018,10.98449535232789,239
518397,2018,13.763882762407286,3
518452,2018,10.760553627401118,19
518466,2018,10.890093232723224,23
518516,2018,11.357090936298615,39
518542,2018,12.508123923455592,15
518586,2018,12.53375167502454,126
518595,2018,11.364184031507339,7
518614,2018,11.920161835625436,171
518618,2018,12.20428191928866,273
518626,2018,11.14342965465967,111
518633,2018,10.628571428571428,2
518692,2018,11.836367819742113,328
518735,2018,11.185351881403378,197
518774,2018,11.477542744456304,40
518792,2018,10.828806701844098,212
518902,2018,11.411975629494345,30
518934,2018,12.07065222972029,249
518960,2018,11.618562590239407,206
519008,2018,13.33171692444642,3
519023,2018,10.578990288059343,119
519048,2018,11.184459119303524,203
519058,2018,11.40269189796433,290
519068,2018,9.16424969745865,2
519144,2018,13.440822818427543,7
519203,2018,10.853764854034722,320
519222,2018,11.620083697339458,103
519242,2018,9.094999999999999,2
519295,2018,11.444051833773877,24
519299,2018,10.828947487802312,38
519306,2018,11.282457280785962,139
519317,2018,11.559999280766508,290
519333,2018,10.516158759061877,25
519346,2018,10.861799216687057,122
519455,2018,10.401677468547465,2
520471,2018,11.281088414781914,318
520980,2018,15.206863154564152,3
521692,2018,10.94007855782298,249
523253,2018,10.997790190889278,185
527038,2018,10.812481587819903,201
527043,2018,11.15781995129554,77
527048,2018,12.632530120481928,2
527054,2018,11.422356416769077,43
534606,2018,12.05938423483197,75
541640,2018,14.876,2
541645,2018,11.69405062235979,194
541650,2018,11.696426095330574,143
542208,2018,13.559393645157298,33
542255,2018,12.018202673041637,293
542303,2018,11.27529624120078,316
542340,2018,11.578443050914283,231
542364,2018,12.112277403534044,75
542454,2018,13.711431208142171,7
542513,2018,12.406943563620736,13
542583,2018,11.502815166787865,271
542881,2018,12.29724365120648,23
542908,2018,11.443260521926504,27
542921,2018,11.54175509686619,195
542932,2018,6.027656529516994,5
542979,2018,12.293802747879239,39
543022,2018,10.350140403538953,24
543031,2018,12.791615667074662,2
543037,2018,10.54705882352941,2
543063,2018,11.181189239547388,304
543068,2018,11.83112500853278,276
543089,2018,19.98877551020408,1
543101,2018,10.027463496609105,26
543135,2018,13.29693320227793,4
543148,2018,12.0535245323936,7
543169,2018,11.054687499999998,1
543194,2018,10.927114254803634,26
543208,2018,6.131818181818181,2
543228,2018,10.168751125836978,196
543257,2018,11.37261642615221,183
543281,2018,11.248856989650672,167
543294,2018,10.483692726316614,39
543302,2018,10.37481331928783,38
543305,2018,11.456659787215331,253
543308,2018,11.26663317863535,155
543309,2018,9.711708056876954,26
543333,2018,11.20452173852556,355
543339,2018,10.728,1
543376,2018,11.797577906147028,125
543377,2018,11.0569043247654,6
543391,2018,12.31969353667393,6
543401,2018,10.200869984443681,282
543432,2018,12.884479166666665,2
543475,2018,10.57323925973969,13
543483,2018,14.276842105263157,1
543484,2018,11.820028504961664,109
543510,2018,11.552570286753006,204
543543,2018,10.85856363234617,130
543548,2018,11.559546194546192,7
543557,2018,10.656153011373922,21
543606,2018,11.56976071093718,6
543685,2018,10.675927380493668,301
543699,2018,11.143679199703957,45
543734,2018,10.868424707602339,3
543760,2018,11.63515071205109,331
543768,2018,11.21114780037837,281
543776,2018,12.027123132427674,62
543807,2018,11.279830113958425,285
543829,2018,11.610254238266963,253
543877,2018,11.269896855542811,107
543901,2018,9.094999999999999,1
543939,2018,10.825328473511085,185
544369,2018,11.776391552552703,254
544725,2018,11.003270157310828,128
544925,2018,13.766995810955958,10
544931,2018,10.862075758653246,38
545121,2018,14.039769287860684,5
545333,2018,9.419945182374024,3
545338,2018,18.8505376344086,2
545341,2018,11.089125692847194,199
545350,2018,11.915714050593923,89
545358,2018,11.28759179177546,111
545361,2018,11.449215217669787,284
546318,2018,11.333656191223431,276
546990,2018,14.191545730022249,15
546991,2018,10.960163257624252,221
547004,2018,13.216872549019605,4
547170,2018,11.223587311533656,158
547172,2018,11.797167756215588,75
547179,2018,12.402770664414627,16
547180,2018,10.853052925555623,362
547379,2018,10.186745560631717,85
547888,2018,14.00783281733746,4
547912,2018,11.228292929429463,11
547943,2018,11.910881292877566,15
547982,2018,11.247626248471757,171
547989,2018,11.376972855344835,274
548389,2018,9.512353689030485,28
553869,2018,11.06722871711516,116
553882,2018,11.805198950137315,146
553902,2018,10.244215477289137,36
553988,2018,10.93737469823445,113
553993,2018,11.160613992570772,299
554054,2018,10.771428571428572,4
554430,2018,10.172906081270424,39
570240,2018,8.994444444444444,2
570256,2018,11.400304181228167,236
570267,2018,12.06417396066868,110
570481,2018,10.11747629375022,41
570482,2018,10.641206042324495,21
570560,2018,11.54576380722505,306
570632,2018,11.1699191004025,43
570663,2018,10.406249999999998,1
570666,2018,6.131818181818181,1
570731,2018,11.825951305429417,252
570799,2018,11.341581877043343,195
571431,2018,10.978229728564665,162
571437,2018,11.638913805580207,111
571448,2018,11.7472046036165,282
571466,2018,11.255587951817708,233
571467,2018,6.131818181818181,2
571476,2018,10.728,1
571506,2018,12.07357208469219,243
571510,2018,8.380069444444443,2
571578,2018,11.454593478299563,40
571595,2018,11.72265548644746,66
571602,2018,11.478976901392677,243
571657,2018,9.571262446611843,15
571670,2018,10.960357142857141,2
571679,2018,10.217301736196116,50
571697,2018,11.181806268003522,299
571718,2018,10.595566253113455,76
571740,2018,11.364808532635726,247
571745,2018,11.287849445875471,308
571760,2018,10.847963532003709,8
571771,2018,10.874530511931587,184
571788,2018,11.432427714781904,148
571800,2018,11.37877819548872,2
571841,2018,6.131818181818181,1
571851,2018,10.850859715510468,72
571863,2018,11.845388502191286,17
571875,2018,9.970717772793462,102
571912,2018,11.588818484263982,97
571918,2018,11.89783489417667,44
571927,2018,10.594822970264973,39
571945,2018,10.40435354205494,43
571946,2018,11.159999999999998,2
571951,2018,9.731549158594243,16
571970,2018,11.231329357836122,208
571974,2018,11.036528799471302,80
571976,2018,11.633909463466654,181
571980,2018,10.361521188366575,78
572008,2018,12.071161023934225,133
572033,2018,11.572155968912304,41
572039,2018,11.50356332166365,281
572041,2018,11.813341761640864,225
572073,2018,12.530329938954853,98
572114,2018,8.088709677419352,2
572122,2018,11.193502092898083,274
572180,2018,12.791313355574813,11
572182,2018,10.565384615384612,2
572191,2018,10.644002883112133,178
572204,2018,11.532852981724766,63
572227,2018,15.185365853658533,3
572228,2018,11.020345498797814,58
572233,2018,13.49277986479767,23
572287,2018,11.534702388080582,155
572362,2018,11.057053762010511,16
572365,2018,11.46582927409747,39
572403,2018,8.031249999999998,1
572669,2018,12.289051514681553,8
572750,2018,9.678947368421053,1
572761,2018,11.049907859960882,365
572816,2018,10.98396451465499,243
572821,2018,11.384854487843041,284
572971,2018,17.23734939759036,2
573135,2018,12.260800833304657,64
573185,2018,12.800421277842254,23
573186,2018,11.759999999999998,3
575929,2018,10.713295353901376,237
576397,2018,11.122644503957119,190
576788,2018,11.364285714285714,3
578428,2018,11.187384783929126,226
581527,2018,11.595620385626656,164
582473,2018,8.413953488372092,1
584171,2018,8.804615384615383,1
588751,2018,11.657629979787572,155
591720,2018,11.110744956595193,42
591741,2018,10.721092138498038,43
591971,2018,10.069205377044563,34
592122,2018,11.648953555856234,113
592178,2018,10.389492613918678,201
592192,2018,12.281215231248828,191
592200,2018,10.792225780235349,53
592206,2018,11.2715595526432,307
592229,2018,8.031249999999998,1
592230,2018,10.283775476821551,47
592261,2018,11.736563859629447,187
592273,2018,11.95614918679439,37
592314,2018,11.355397378587892,32
592325,2018,11.132599067602673,106
592332,2018,13.04757484451027,12
592348,2018,11.448569868954404,221
592351,2018,11.257054522488003,36
592387,2018,11.407418111874316,224
592390,2018,11.018666666666665,1
592407,2018,11.87084834433612,73
592426,2018,11.364285714285714,1
592444,2018,11.072283767418503,211
592450,2018,11.954960693822642,225
592468,2018,11.817627604271372,20
592518,2018,11.491582992720032,354
592547,2018,21.48641975308642,2
592567,2018,11.263270609473084,197
592626,2018,11.472943044153961,173
592644,2018,14.276842105263157,2
592647,2018,12.557142857142855,2
592662,2018,11.194925148047886,28
592663,2018,12.02423831401502,262
592669,2018,11.187146367791673,219
592680,2018,11.758772912051356,65
592685,2018,11.383760269554418,42
592696,2018,11.539921780790623,267
592717,2018,11.159999999999998,1
592743,2018,11.34915016746726,272
592761,2018,10.627755262201934,14
592779,2018,9.556427125506072,2
592789,2018,10.602406290917525,31
592791,2018,11.17277836841722,32
592808,2018,11.168482824137406,12
592826,2018,10.8719032349301,30
592836,2018,10.89333333333333,4
592859,2018,13.620763433911575,23
592863,2018,11.647435429330232,56
592865,2018,12.653030303030302,1
592866,2018,11.458015456087269,30
592885,2018,11.440659350324683,315
593160,2018,11.063958614936567,347
593334,2018,10.479999999999997,2
593372,2018,11.188198604234985,28
593423,2018,9.751724137931031,2
593428,2018,11.198240381186013,250
593495,2018,10.775548600956487,20
593527,2018,12.095218625460559,9
593528,2018,11.257901443791802,127
593643,2018,11.40411745895222,6
593647,2018,10.390309125561812,15
593700,2018,10.651585547348501,142
593833,2018,9.489215686274509,2
593871,2018,11.130177451593651,140
593934,2018,11.788551772585638,142
593993,2018,9.705434241713125,39
594011,2018,10.98745294496516,134
594577,2018,15.97872340425532,1
594694,2018,10.864326353901225,202
594777,2018,11.22321877087295,236
594798,2018,11.895072507606418,41
594807,2018,10.395877047285309,188
594809,2018,11.02652755485048,185
594824,2018,10.854111843885272,91
594828,2018,11.326267226589323,177
594835,2018,8.1,2
594838,2018,9.99776730466219,14
594840,2018,11.109230769230766,1
594902,2018,10.376668074324321,4
594953,2018,11.888331318385546,207
594965,2018,11.376780102796213,9
594987,2018,6.051785714285713,2
594988,2018,10.679992864154586,207
594992,2018,13.448958333333332,1
595191,2018,8.804615384615383,1
595222,2018,9.010281989764566,22
595281,2018,11.976360242211037,189
595284,2018,10.7719622075816,75
595373,2018,8.655503246753245,8
595375,2018,11.975160547737785,150
595453,2018,11.975032967792927,25
595751,2018,11.734262042383106,159
595777,2018,11.53670974087371,254
595879,2018,10.595550206691764,305
595881,2018,8.994444444444444,1
595885,2018,11.317981911765177,111
595909,2018,11.185834603402734,125
595918,2018,10.857499999999996,3
595943,2018,11.129539141414138,10
595956,2018,10.722655220822208,27
595978,2018,11.724948443177324,160
596001,2018,10.760714285714286,1
596012,2018,10.492209177113468,10
596019,2018,10.185128051880417,359
596043,2018,12.653030303030302,2
596057,2018,8.309782608695652,1
596059,2018,11.229007909056577,215
596071,2018,10.958368619594252,9
596103,2018,11.075923494053791,127
596105,2018,9.133634937370756,24
596112,2018,16.018823529411765,1
596115,2018,11.637858336168161,267
596119,2018,10.230346778650956,75
596129,2018,9.195041182187166,37
596133,2018,9.938899338768213,31
596142,2018,11.801076040384341,169
596143,2018,11.556738839117871,13
596144,2018,11.257222764746029,56
596146,2018,11.48912238465532,245
596295,2018,8.73267172311247,18
596451,2018,11.806902249349008,70
596748,2018,12.16888204163776,183
596847,2018,11.379561333909349,109
598265,2018,11.406438242600693,218
598271,2018,11.018666666666665,2
598284,2018,13.323930623684802,34
599096,2018,12.020527534503717,38
600301,2018,12.889540498795899,15
600303,2018,10.716467144225557,84
600474,2018,10.614721400825202,100
600524,2018,11.62509446262209,118
600869,2018,11.243946304111414,271
600968,2018,9.577343749999999,2
601713,2018,11.095479727046554,31
602115,2018,10.810241148325357,5
602922,2018,12.058608353252508,53
605113,2018,11.244193259605503,256
605119,2018,12.011311227450886,333
605131,2018,10.848379288219355,108
605137,2018,11.233273187822016,259
605141,2018,11.423099942737169,273
605164,2018,9.538823529411763,4
605170,2018,11.335980930552314,77
605182,2018,4.4722222222222205,2
605200,2018,10.923543132535025,12
605204,2018,12.220146667804775,42
605232,2018,10.474518194070079,4
605233,2018,9.71722834774283,37
605242,2018,11.733045254556881,4
605244,2018,11.040976976175486,20
605253,2018,19.98877551020408,1
605276,2018,10.406249999999998,1
605280,2018,10.082581168831167,5
605347,2018,15.58,1
605357,2018,13.864877407621838,11
605361,2018,10.537643386782074,71
605397,2018,9.894757613072308,17
605400,2018,12.492666835065597,49
605412,2018,12.029353612740888,212
605421,2018,11.142120598689454,43
605439,2018,16.252483352038904,3
605446,2018,10.456927650743028,23
605452,2018,11.362750439243797,5
605474,2018,12.602909891893457,7
605480,2018,11.564611848857853,252
605483,2018,10.479999999999997,3
605486,2018,10.948240023180766,132
605498,2018,10.542131046102883,34
605508,2018,11.333855358073414,57
605509,2018,11.271401508999142,64
605512,2018,13.218659427298608,81
605513,2018,11.996842105263156,2
605520,2018,8.664,7
605538,2018,11.089791666666665,6
605540,2018,9.543084241340054,4
605548,2018,10.951013743261809,52
605612,2018,10.047540983606558,2
606115,2018,11.63407215645961,154
606131,2018,13.6111247482215,8
606132,2018,11.905716249888721,9
606149,2018,6.131818181818181,1
606162,2018,12.914999999999997,2
606167,2018,9.537254901960782,1
606192,2018,11.404773494766854,233
606299,2018,11.127034117934329,329
606424,2018,8.711100906996938,6
606466,2018,11.612948303253328,268
606988,2018,9.827628500093617,44
606992,2018,10.914285714285716,3
607043,2018,11.052965142540915,246
607054,2018,11.337871684018326,92
607192,2018,14.145815602836878,3
607200,2018,10.478096434459292,12
607208,2018,10.836405378053293,372
607215,2018,10.855438468992247,3
607219,2018,9.756284765338252,31
607229,2018,12.914999999999997,1
607231,2018,10.553638235936,23
607257,2018,10.805408799825022,44
607345,2018,12.201108261358602,90
607387,2018,12.202938197114815,68
607430,2018,11.157870335055792,22
607468,2018,11.12397392554081,56
607471,2018,10.402825653471186,8
607536,2018,12.814640318892076,46
607625,2018,12.710904230897812,7
607680,2018,11.434029566274006,251
607732,2018,11.115295164494778,13
607752,2018,10.26727027638622,9
607776,2018,11.401159524453181,55
607968,2018,9.751724137931031,1
608070,2018,10.2952192522613,331
608324,2018,11.306147795902113,315
608331,2018,12.702588846287513,6
608336,2018,11.695413369846317,239
608337,2018,13.211972827294304,6
608348,2018,9.801967233206243,21
608365,2018,10.985386960836365,203
608369,2018,11.597892594184557,38
608371,2018,8.1,1
608379,2018,12.627001329385392,22
608384,2018,11.768191907286548,197
608385,2018,10.879871628380004,172
608475,2018,12.33835613129994,29
608566,2018,11.741890376273565,38
608577,2018,11.615366040631493,239
608596,2018,10.739225196463186,37
608597,2018,11.86476977717933,158
608652,2018,10.327614379084967,2
608654,2018,11.819272889102129,113
608671,2018,11.437065446242551,166
608700,2018,11.691446349562854,130
608701,2018,11.58451645153261,59
608703,2018,12.674957420005036,5
608717,2018,10.733878950982147,36
608718,2018,13.131875215977075,25
608723,2018,7.317647058823528,1
609275,2018,10.901790399259738,131
609280,2018,11.424926241572079,244
612672,2018,12.286983468420502,34
614173,2018,10.378204932555798,75
614177,2018,11.19669104448382,143
620439,2018,10.287301217754646,26
620446,2018,10.503656391253205,34
621002,2018,11.910844879833274,171
621020,2018,11.86899413385869,236
621028,2018,10.358226945274096,44
621035,2018,10.809527268909125,253
621043,2018,11.460945166533053,216
621044,2018,10.083999094518797,33
621052,2018,10.802941176470586,1
621107,2018,12.406884782964646,30
621111,2018,10.313904031840794,24
621121,2018,11.81578947368421,2
621141,2018,13.341220930232556,4
621219,2018,10.186979166666667,3
621244,2018,9.846077260055754,4
621249,2018,11.81578947368421,1
621261,2018,10.65313465076549,9
621311,2018,11.457403692765864,97
621381,2018,11.625560450901007,4
621389,2018,12.872958069861646,21
621433,2018,9.988602534794014,59
621439,2018,11.240451571606073,44
621446,2018,11.665489102658595,197
621453,2018,11.056276904906474,84
621466,2018,11.721433815111812,19
621471,2018,10.35633345149474,6
621493,2018,10.511829113160394,57
621512,2018,10.667738322838117,33
621514,2018,11.94604610440501,21
621529,2018,8.031389813535823,6
621550,2018,11.686161188056639,14
621559,2018,11.71069307236883,18
621563,2018,11.64640533495848,258
621566,2018,11.497344536522448,301
621573,2018,12.275541788007606,59
622046,2018,9.627428851403021,20
622072,2018,11.961732246719698,26
622110,2018,11.909480726304015,282
622168,2018,11.023311123681532,145
622194,2018,11.63110736240689,26
622226,2018,9.26856693762401,17
622441,2018,9.976315789473682,2
622446,2018,9.960097115985254,12
622491,2018,11.192575335517926,52
622492,2018,19.98877551020408,2
622497,2018,10.680368096312597,6
622534,2018,11.313494461885433,256
622569,2018,11.381061530680554,22
622608,2018,11.941437274627464,15
622663,2018,15.97872340425532,2
622666,2018,11.80495973467637,216
622682,2018,11.431842823410113,84
622694,2018,12.509745235309222,8
622713,2018,10.247327044025155,4
623149,2018,10.004905782975957,2
623182,2018,10.684972348937402,6
623205,2018,15.323529411764705,3
623214,2018,13.705766247267999,5
623352,2018,13.767441860465116,1
623402,2018,11.389333333333331,2
623451,2018,9.698648648648646,1
623520,2018,11.011582802815068,88
623993,2018,12.898984578736556,54
624133,2018,11.187654320987653,1
624407,2018,10.091155898469118,24
624414,2018,11.799522466713515,35
624419,2018,11.038648601844255,15
624424,2018,11.014110650564524,298
624428,2018,10.913290009825973,142
624431,2018,8.279059829059829,5
624507,2018,8.526739357307473,4
624512,2018,7.395207626474907,14
624577,2018,11.469512451501899,180
624585,2018,11.192223688231415,122
624636,2018,11.987125432888286,61
624641,2018,11.414285714285715,1
625643,2018,10.728,1
627894,2018,15.97872340425532,1
628317,2018,10.05053547022305,22
628318,2018,11.49190608588199,2
628333,2018,10.35128205128205,1
628336,2018,10.108359401817602,49
628338,2018,11.235566597188697,154
628356,2018,8.031249999999998,1
630023,2018,11.759999999999998,1
640447,2018,11.284124340151159,96
640449,2018,11.875308041041917,9
640455,2018,8.293827160493825,3
640457,2018,11.878486434360306,85
640461,2018,11.872553318029038,153
640463,2018,8.187999999999999,1
641149,2018,11.996842105263156,1
641154,2018,11.74175145245011,11
641313,2018,11.726289613042319,287
641319,2018,11.27869894517234,104
641343,2018,11.888900720989499,176
641355,2018,11.28422519080757,242
641432,2018,12.12896909018167,37
641438,2018,9.988679245283016,1
641477,2018,13.083072710798497,12
641487,2018,11.083268079160103,72
641505,2018,11.299730451687344,12
641525,2018,10.831213529243941,49
641531,2018,11.307512297559747,171
641553,2018,11.551240269588565,214
641571,2018,14.617999999999997,2
641583,2018,11.58418217935097,104
641598,2018,11.601813383479236,138
641645,2018,10.652049654848625,34
641658,2018,14.510111848545371,27
641684,2018,10.841153257856886,25
641745,2018,8.187999999999999,3
641771,2018,10.01969140336942,22
641778,2018,10.665102163042345,25
641796,2018,11.487866666666665,5
641816,2018,10.204359659304732,23
641820,2018,11.544880966266247,308
641851,2018,11.611320754716981,2
641856,2018,10.576448129558969,56
641857,2018,12.031654894700619,55
641924,2018,9.060408653846153,8
641933,2018,10.613116930775718,83
642003,2018,10.856913754247277,4
642008,2018,11.018666666666665,1
642082,2018,11.009333674696665,88
642086,2018,11.543413176709736,60
642133,2018,9.493065062732791,26
642162,2018,10.984618164565582,48
642180,2018,12.058126605843826,25
642232,2018,11.018666666666665,2
642336,2018,10.094069484038537,21
642423,2018,12.432742893863209,74
642528,2018,9.976315789473682,2
642545,2018,10.54705882352941,2
642547,2018,10.843032822268194,20
642571,2018,8.990173697270471,3
642701,2018,9.841798642533934,2
642708,2018,10.880234799338183,270
642715,2018,11.717045778476288,150
642770,2018,14.876,2
642851,2018,11.811542182141494,47
643217,2018,11.275526657717572,295
643230,2018,11.273368256117273,10
643256,2018,8.288024691358023,3
643265,2018,13.446850930137263,21
643327,2018,11.391066273560726,42
643376,2018,10.534526952644615,30
643393,2018,11.500983914761598,115
643396,2018,11.440604585987954,177
643410,2018,6.982673301541225,3
643446,2018,10.85333823178835,108
643466,2018,6.051785714285713,1
643565,2018,9.504231181586443,9
643603,2018,11.210859953612205,91
643778,2018,11.81578947368421,1
644337,2018,10.661186395151034,10
644428,2018,16.067999999999998,1
645261,2018,12.868681228236783,9
645277,2018,11.630657848536456,311
645302,2018,10.86410651663118,27
646240,2018,11.335234209686076,214
647336,2018,15.975307189542482,5
649557,2018,11.015215525832945,195
649966,2018,11.261046499339688,28
650402,2018,11.283430555588895,194
650490,2018,9.964551481062832,48
650619,2018,11.966409940497602,15
650895,2018,9.678947368421053,1
656185,2018,9.813543315218723,110
656222,2018,9.678947368421053,1
656257,2018,13.16500850340136,3
656305,2018,11.619107254622351,288
656427,2018,12.014867076399677,33
656555,2018,11.441771861682083,322
656669,2018,11.443092934497864,49
656725,2018,13.117045454545455,1
656775,2018,11.6941254938197,89
656794,2018,11.392107165824246,35
656798,2018,10.795305699956877,11
656811,2018,10.495620526908716,70
656941,2018,11.064804183495689,241
657053,2018,13.517062481604905,5
657077,2018,12.95083825485617,31
657145,2018,11.759999999999998,1
657557,2018,11.20656126104347,240
657571,2018,12.501170006464124,2
657656,2018,11.075008382858197,62
657658,2018,15.981600785704352,8
658792,2018,8.629850746268655,1
