batter,year,age,age_residual_27,career_year
467793,2016,30,3,2
467793,2017,31,4,3
467793,2018,32,5,4
467793,2019,33,6,5
467793,2021,35,8,6
467793,2022,36,9,7
467793,2023,37,10,8
467793,2024,38,11,9
467793,2025,39,12,10
467793,2026,40,13,11
467798,2015,27,0,1
467827,2015,28,1,1
467827,2016,29,2,2
467827,2017,30,3,3
467827,2018,31,4,4
467827,2019,32,5,5
467827,2021,34,7,6
468406,2015,31,4,1
468504,2015,27,0,1
468504,2016,28,1,2
468504,2017,29,2,3
468504,2018,30,3,4
468504,2019,31,4,5
468504,2021,33,6,6
471083,2015,32,5,1
471083,2016,33,6,2
471083,2017,34,7,3
471083,2018,35,8,4
471822,2016,32,5,1
471865,2015,30,3,1
471865,2016,31,4,2
471865,2017,32,5,3
471865,2018,33,6,4
471865,2019,34,7,5
471911,2015,28,1,1
471911,2017,30,3,2
471911,2018,31,4,3
471911,2021,34,7,4
472528,2015,30,3,1
472528,2016,31,4,2
472528,2017,32,5,3
472528,2018,33,6,4
472551,2016,31,4,1
472610,2016,29,2,1
473724,2015,30,3,1
473724,2016,31,4,2
474233,2015,27,0,1
474233,2016,28,1,2
474249,2015,27,0,1
474284,2015,28,1,1
474319,2016,30,3,1
474319,2018,32,5,2
474443,2015,28,1,1
474443,2016,29,2,2
474463,2015,27,0,1
474463,2016,28,1,2
474463,2017,29,2,3
474463,2018,30,3,4
474463,2019,31,4,5
474463,2021,33,6,6
474494,2015,28,1,1
474521,2016,28,1,1
474568,2015,29,2,1
474568,2016,30,3,2
474568,2017,31,4,3
474568,2018,32,5,4
474568,2019,33,6,5
474568,2021,35,8,6
474668,2015,28,1,1
474699,2015,28,1,1
474699,2017,30,3,2
474832,2015,27,0,1
474832,2016,28,1,2
474832,2017,29,2,3
474832,2018,30,3,4
474832,2019,31,4,5
474832,2021,33,6,6
474832,2022,34,7,7
474832,2023,35,8,8
474865,2016,30,3,1
474892,2015,29,2,1
474892,2016,30,3,2
474892,2017,31,4,3
475100,2015,29,2,1
475100,2016,30,3,2
475100,2017,31,4,3
475115,2015,28,1,1
475115,2016,29,2,2
475115,2018,31,4,3
475174,2015,28,1,1
475174,2016,29,2,2
475174,2017,30,3,3
475174,2018,31,4,4
475174,2019,32,5,5
475243,2015,28,1,1
475243,2016,29,2,2
475243,2017,30,3,3
475247,2015,29,2,1
475247,2016,30,3,2
475247,2017,31,4,3
475247,2018,32,5,4
475247,2019,33,6,5
475253,2015,29,2,1
475253,2016,30,3,2
475253,2017,31,4,3
475253,2018,32,5,4
475253,2019,33,6,5
475416,2015,30,3,1
475479,2015,29,2,1
475479,2016,30,3,2
475479,2017,31,4,3
475582,2015,31,4,1
475582,2016,32,5,2
475582,2017,33,6,3
475582,2018,34,7,4
475582,2019,35,8,5
475582,2021,37,10,6
476192,2015,29,2,1
476270,2015,32,5,1
476451,2015,28,1,1
476451,2016,29,2,2
476451,2017,30,3,3
476451,2018,31,4,4
476451,2019,32,5,5
476454,2018,30,3,1
476570,2016,30,3,1
476589,2015,28,1,1
476589,2016,29,2,2
476594,2021,32,5,1
476633,2015,27,0,1
476633,2016,28,1,2
476704,2015,31,4,1
476704,2016,32,5,2
476704,2017,33,6,3
476704,2018,34,7,4
476704,2019,35,8,5
476704,2021,37,10,6
476704,2022,38,11,7
476883,2015,28,1,1
476883,2016,29,2,2
476883,2017,30,3,3
476883,2018,31,4,4
477003,2015,29,2,1
477003,2016,30,3,2
477132,2015,27,0,1
477132,2016,28,1,2
477132,2017,29,2,3
477132,2018,30,3,4
477132,2019,31,4,5
477132,2021,33,6,6
477165,2015,29,2,1
477165,2016,30,3,2
477195,2015,28,1,1
477195,2016,29,2,2
477569,2017,32,5,1
477569,2018,33,6,2
485567,2015,28,1,1
485567,2016,29,2,2
485567,2017,30,3,3
488671,2015,28,1,1
488671,2016,29,2,2
488671,2017,30,3,3
488671,2018,31,4,4
488671,2019,32,5,5
488671,2021,34,7,6
488674,2015,32,5,1
488681,2015,29,2,1
488681,2016,30,3,2
488681,2018,32,5,3
488689,2015,31,4,1
488703,2015,29,2,1
488721,2015,28,1,1
488721,2016,29,2,2
488721,2017,30,3,3
488721,2018,31,4,4
488721,2019,32,5,5
488726,2015,28,1,1
488726,2016,29,2,2
488726,2017,30,3,3
488726,2018,31,4,4
488726,2019,32,5,5
488726,2021,34,7,6
488726,2022,35,8,7
488726,2023,36,9,8
488768,2015,29,2,1
488768,2016,30,3,2
488768,2017,31,4,3
488768,2018,32,5,4
488768,2019,33,6,5
488771,2015,28,1,1
488771,2016,29,2,2
488771,2017,30,3,3
488771,2018,31,4,4
488771,2019,32,5,5
488771,2021,34,7,6
488771,2022,35,8,7
488810,2015,29,2,1
488810,2016,30,3,2
488810,2018,32,5,3
488818,2015,28,1,1
488818,2016,29,2,2
488818,2017,30,3,3
488818,2018,31,4,4
488846,2015,32,5,1
488846,2017,34,7,2
488846,2018,35,8,3
488852,2015,28,1,1
488862,2015,33,6,1
488862,2016,34,7,2
488862,2017,35,8,3
488912,2015,32,5,1
488912,2016,33,6,2
488912,2017,34,7,3
488984,2018,32,5,1
488984,2021,35,8,2
489067,2015,29,2,1
489119,2015,29,2,1
489119,2016,30,3,2
489119,2017,31,4,3
489119,2018,32,5,4
489119,2019,33,6,5
489119,2021,35,8,6
489138,2015,28,1,1
489138,2017,30,3,2
489149,2015,28,1,1
489149,2016,29,2,2
489149,2017,30,3,3
489149,2018,31,4,4
489149,2019,32,5,5
489232,2015,32,5,1
489232,2016,33,6,2
489232,2017,34,7,3
489265,2015,32,5,1
489265,2018,35,8,2
489267,2015,32,5,1
489267,2016,33,6,2
489267,2017,34,7,3
489267,2018,35,8,4
489305,2015,28,1,1
489305,2016,29,2,2
489334,2017,33,6,1
489334,2019,35,8,2
489334,2021,37,10,3
489365,2015,29,2,1
489365,2016,30,3,2
489446,2018,31,4,1
490063,2015,32,5,1
490063,2016,33,6,2
490063,2017,34,7,3
491646,2015,27,0,1
491676,2015,28,1,1
491676,2016,29,2,2
491676,2017,30,3,3
491676,2018,31,4,4
491676,2019,32,5,5
491696,2015,27,0,1
491696,2016,28,1,2
491696,2017,29,2,3
491696,2018,30,3,4
491696,2019,31,4,5
491708,2016,29,2,1
492802,2016,27,0,1
492802,2017,28,1,2
492802,2018,29,2,3
492802,2019,30,3,4
492841,2015,33,6,1
492841,2016,34,7,2
492841,2017,35,8,3
493114,2015,33,6,1
493114,2016,34,7,2
493114,2017,35,8,3
493128,2015,34,7,1
493128,2016,35,8,2
493159,2015,34,7,1
493193,2016,34,7,1
493200,2016,34,7,1
493316,2015,30,3,1
493316,2016,31,4,2
493316,2017,32,5,3
493316,2018,33,6,4
493329,2016,32,5,1
493329,2017,33,6,2
493329,2018,34,7,3
493329,2019,35,8,4
493329,2021,37,10,5
493329,2022,38,11,6
493329,2023,39,12,7
493329,2024,40,13,8
493329,2025,41,14,9
493343,2015,30,3,1
493343,2016,31,4,2
493351,2015,34,7,1
493351,2016,35,8,2
493472,2015,28,1,1
493472,2016,29,2,2
493472,2021,34,7,3
493596,2015,29,2,1
493596,2016,30,3,2
493596,2017,31,4,3
493596,2018,32,5,4
493596,2019,33,6,5
497807,2016,32,5,1
499624,2015,32,5,1
499624,2016,33,6,2
499864,2015,27,0,1
500135,2018,26,1,1
500135,2019,27,0,2
500207,2015,30,3,1
500208,2015,28,1,1
500208,2016,29,2,2
500208,2017,30,3,3
500208,2018,31,4,4
500208,2019,32,5,5
500610,2015,26,1,1
500724,2017,29,2,1
500743,2015,26,1,1
500743,2016,27,0,2
500743,2017,28,1,3
500743,2018,29,2,4
500743,2019,30,3,5
500743,2021,32,5,6
500743,2022,33,6,7
500743,2023,34,7,8
500743,2024,35,8,9
500743,2025,36,9,10
500743,2026,37,10,11
500779,2015,26,1,1
500779,2016,27,0,2
500779,2017,28,1,3
500779,2018,29,2,4
500779,2019,30,3,5
500779,2021,32,5,6
500871,2015,26,1,1
500871,2016,27,0,2
500871,2017,28,1,3
500871,2018,29,2,4
500871,2019,30,3,5
500871,2021,32,5,6
500871,2022,33,6,7
500871,2023,34,7,8
500874,2016,28,1,1
500874,2017,29,2,2
500874,2018,30,3,3
500874,2019,31,4,4
500887,2016,27,0,1
501213,2018,30,3,1
501245,2015,26,1,1
501255,2015,28,1,1
501255,2016,29,2,2
501303,2015,26,1,1
501303,2016,27,0,2
501303,2017,28,1,3
501303,2018,29,2,4
501303,2019,30,3,5
501303,2021,32,5,6
501303,2022,33,6,7
501303,2023,34,7,8
501303,2024,35,8,9
501381,2015,26,1,1
501381,2016,27,0,2
501381,2017,28,1,3
501381,2019,30,3,4
501381,2021,32,5,5
501571,2015,26,1,1
501571,2016,27,0,2
501571,2017,28,1,3
501571,2018,29,2,4
501571,2019,30,3,5
501571,2021,32,5,6
501571,2022,33,6,7
501593,2015,26,1,1
501593,2017,28,1,2
501593,2018,29,2,3
501625,2016,27,0,1
501625,2021,32,5,2
501647,2015,26,1,1
501659,2015,26,1,1
501659,2016,27,0,2
501659,2017,28,1,3
501659,2018,29,2,4
501659,2019,30,3,5
501659,2021,32,5,6
501659,2022,33,6,7
501659,2023,34,7,8
501697,2016,28,1,1
501697,2017,29,2,2
501789,2015,31,4,1
501800,2015,31,4,1
501822,2015,30,3,1
501822,2016,31,4,2
501888,2016,28,1,1
501896,2015,32,5,1
501896,2016,33,6,2
501896,2017,34,7,3
501896,2018,35,8,4
501896,2019,36,9,5
501936,2016,32,5,1
501957,2015,27,0,1
501957,2016,28,1,2
501981,2015,28,1,1
501981,2016,29,2,2
501981,2017,30,3,3
501981,2018,31,4,4
501981,2019,32,5,5
501981,2021,34,7,6
501983,2015,27,0,1
501985,2018,31,4,1
501985,2019,32,5,2
501985,2021,34,7,3
501986,2016,28,1,1
501992,2015,28,1,1
501992,2016,29,2,2
502004,2015,30,3,1
502004,2017,32,5,2
502009,2015,28,1,1
502009,2016,29,2,2
502009,2017,30,3,3
502010,2015,27,0,1
502023,2015,28,1,1
502026,2017,30,3,1
502026,2019,32,5,2
502028,2016,31,4,1
502028,2017,32,5,2
502029,2017,29,2,1
502032,2015,30,3,1
502032,2016,31,4,2
502034,2015,30,3,1
502034,2016,31,4,2
502042,2015,27,0,1
502042,2016,28,1,2
502042,2017,29,2,3
502042,2018,30,3,4
502042,2019,31,4,5
502043,2015,28,1,1
502043,2016,29,2,2
502043,2018,31,4,3
502043,2019,32,5,4
502043,2021,34,7,5
502046,2015,28,1,1
502046,2016,29,2,2
502046,2017,30,3,3
502051,2017,29,2,1
502054,2015,27,0,1
502054,2016,28,1,2
502054,2017,29,2,3
502054,2018,30,3,4
502054,2019,31,4,5
502054,2021,33,6,6
502054,2022,34,7,7
502054,2023,35,8,8
502054,2024,36,9,9
502054,2025,37,10,10
502054,2026,38,11,11
502082,2015,27,0,1
502082,2016,28,1,2
502082,2017,29,2,3
502082,2018,30,3,4
502085,2022,37,10,1
502100,2015,30,3,1
502100,2016,31,4,2
502100,2017,32,5,3
502110,2015,28,1,1
502110,2016,29,2,2
502110,2017,30,3,3
502110,2018,31,4,4
502110,2019,32,5,5
502110,2021,34,7,6
502110,2022,35,8,7
502110,2023,36,9,8
502110,2024,37,10,9
502117,2015,29,2,1
502117,2017,31,4,2
502117,2018,32,5,3
502117,2019,33,6,4
502126,2015,28,1,1
502143,2015,31,4,1
502143,2016,32,5,2
502143,2017,33,6,3
502143,2018,34,7,4
502151,2017,32,5,1
502171,2017,30,3,1
502171,2018,31,4,2
502171,2021,34,7,3
502179,2017,30,3,1
502179,2021,34,7,2
502182,2015,29,2,1
502182,2016,30,3,2
502188,2015,30,3,1
502188,2016,31,4,2
502188,2017,32,5,3
502188,2018,33,6,4
502188,2019,34,7,5
502190,2015,28,1,1
502190,2016,29,2,2
502190,2017,30,3,3
502190,2018,31,4,4
502190,2019,32,5,5
502205,2015,28,1,1
502205,2016,29,2,2
502205,2017,30,3,3
502210,2015,28,1,1
502210,2016,29,2,2
502210,2017,30,3,3
502210,2018,31,4,4
502210,2019,32,5,5
502210,2021,34,7,6
502211,2015,27,0,1
502211,2016,28,1,2
502212,2017,32,5,1
502213,2015,31,4,1
502226,2015,32,5,1
502226,2016,33,6,2
502226,2017,34,7,3
502226,2018,35,8,4
502239,2015,27,0,1
502239,2016,28,1,2
502239,2017,29,2,3
502239,2019,31,4,4
502239,2021,33,6,5
502261,2015,31,4,1
502261,2016,32,5,2
502273,2016,29,2,1
502273,2017,30,3,2
502273,2018,31,4,3
502273,2019,32,5,4
502273,2021,34,7,5
502285,2015,27,0,1
502285,2016,28,1,2
502285,2021,33,6,3
502317,2015,31,4,1
502317,2016,32,5,2
502317,2017,33,6,3
502327,2015,28,1,1
502327,2016,29,2,2
502327,2018,31,4,3
502374,2015,30,3,1
502374,2016,31,4,2
502409,2015,30,3,1
502457,2016,29,2,1
502481,2015,31,4,1
502481,2016,32,5,2
502481,2017,33,6,3
502481,2018,34,7,4
502481,2019,35,8,5
502481,2021,37,10,6
502517,2015,30,3,1
502517,2016,31,4,2
502517,2017,32,5,3
502517,2018,33,6,4
502517,2019,34,7,5
502522,2015,28,1,1
502522,2016,29,2,2
502522,2018,31,4,3
502523,2015,28,1,1
502523,2016,29,2,2
502544,2016,30,3,1
502570,2015,27,0,1
502570,2017,29,2,2
502570,2018,30,3,3
502570,2019,31,4,4
502582,2015,29,2,1
502582,2016,30,3,2
502593,2018,30,3,1
502624,2015,28,1,1
502624,2016,29,2,2
502624,2017,30,3,3
502624,2018,31,4,4
502624,2019,32,5,5
502624,2021,34,7,6
502671,2015,28,1,1
502671,2016,29,2,2
502671,2017,30,3,3
502671,2018,31,4,4
502671,2019,32,5,5
502671,2021,34,7,6
502671,2022,35,8,7
502671,2023,36,9,8
502671,2024,37,10,9
502671,2025,38,11,10
502671,2026,39,12,11
502676,2015,28,1,1
502676,2016,29,2,2
502706,2016,30,3,1
502706,2017,31,4,2
502706,2018,32,5,3
502706,2019,33,6,4
502748,2017,29,2,1
502748,2018,30,3,2
503351,2016,33,6,1
503437,2016,27,0,1
503444,2016,27,0,1
503449,2015,26,1,1
503449,2016,27,0,2
503449,2017,28,1,3
503449,2021,32,5,4
503556,2015,26,1,1
503556,2016,27,0,2
503556,2017,28,1,3
503556,2018,29,2,4
503556,2019,30,3,5
503556,2021,32,5,6
503556,2022,33,6,7
504379,2015,29,2,1
504379,2016,30,3,2
504379,2017,31,4,3
504379,2019,33,6,4
506433,2016,30,3,1
506433,2017,31,4,2
506433,2018,32,5,3
506433,2019,33,6,4
506433,2021,35,8,5
506560,2015,26,1,1
506560,2016,27,0,2
506560,2017,28,1,3
506693,2015,25,2,1
506693,2017,27,0,2
506702,2015,26,1,1
506702,2016,27,0,2
506702,2017,28,1,3
506702,2018,29,2,4
506702,2019,30,3,5
506702,2021,32,5,6
506702,2022,33,6,7
506702,2023,34,7,8
506702,2025,36,9,9
506703,2017,27,0,1
506703,2018,28,1,2
506703,2019,29,2,3
506703,2021,31,4,4
506747,2015,26,1,1
506747,2016,27,0,2
506747,2017,28,1,3
506747,2018,29,2,4
506924,2016,29,2,1
506924,2017,30,3,2
506997,2015,27,0,1
506997,2017,29,2,2
514888,2015,25,2,1
514888,2016,26,1,2
514888,2017,27,0,3
514888,2018,28,1,4
514888,2019,29,2,5
514888,2021,31,4,6
514888,2022,32,5,7
514888,2023,33,6,8
514888,2024,34,7,9
514888,2025,35,8,10
514888,2026,36,9,11
514913,2015,26,1,1
514913,2016,27,0,2
514913,2017,28,1,3
514913,2019,30,3,4
514917,2015,25,2,1
514917,2016,26,1,2
514917,2017,27,0,3
514917,2018,28,1,4
514917,2019,29,2,5
514917,2021,31,4,6
514917,2022,32,5,7
516414,2015,26,1,1
516416,2015,25,2,1
516416,2016,26,1,2
516416,2017,27,0,3
516416,2018,28,1,4
516416,2019,29,2,5
516416,2021,31,4,6
516416,2022,32,5,7
516416,2023,33,6,8
516472,2018,29,2,1
516589,2015,27,0,1
516770,2015,25,2,1
516770,2016,26,1,2
516770,2017,27,0,3
516770,2018,28,1,4
516770,2019,29,2,5
516770,2021,31,4,6
516782,2015,27,0,1
516782,2016,28,1,2
516782,2017,29,2,3
516782,2018,30,3,4
516782,2019,31,4,5
516782,2021,33,6,6
516782,2022,34,7,7
516782,2023,35,8,8
516782,2024,36,9,9
516782,2025,37,10,10
516782,2026,38,11,11
516809,2015,25,2,1
516809,2016,26,1,2
516811,2015,25,2,1
516910,2015,26,1,1
516910,2016,27,0,2
516949,2015,26,1,1
516949,2016,27,0,2
516949,2017,28,1,3
516970,2015,27,0,1
517369,2015,26,1,1
517369,2016,27,0,2
517369,2017,28,1,3
517369,2018,29,2,4
517369,2019,30,3,5
517370,2015,27,0,1
517370,2016,28,1,2
517414,2015,25,2,1
517414,2016,26,1,2
517414,2017,27,0,3
517448,2016,27,0,1
517593,2015,25,2,1
517593,2016,26,1,2
518170,2015,28,1,1
518397,2017,28,1,1
518397,2018,29,2,2
518418,2015,26,1,1
518420,2015,30,3,1
518452,2015,26,1,1
518452,2016,27,0,2
518452,2017,28,1,3
518452,2018,29,2,4
518452,2019,30,3,5
518466,2016,27,0,1
518466,2017,28,1,2
518466,2018,29,2,3
518468,2015,26,1,1
518468,2017,28,1,2
518490,2016,28,1,1
518516,2015,26,1,1
518516,2016,27,0,2
518516,2017,28,1,3
518516,2018,29,2,4
518516,2019,30,3,5
518516,2021,32,5,6
518542,2015,26,1,1
518542,2016,27,0,2
518542,2017,28,1,3
518542,2018,29,2,4
518542,2019,30,3,5
518553,2018,32,5,1
518553,2019,33,6,2
518560,2016,28,1,1
518567,2015,29,2,1
518567,2016,30,3,2
518568,2015,26,1,1
518568,2016,27,0,2
518568,2017,28,1,3
518568,2019,30,3,4
518577,2015,29,2,1
518577,2016,30,3,2
518586,2016,27,0,1
518586,2017,28,1,2
518586,2018,29,2,3
518586,2019,30,3,4
518586,2021,32,5,5
518586,2022,33,6,6
518586,2023,34,7,7
518595,2015,26,1,1
518595,2016,27,0,2
518595,2017,28,1,3
518595,2018,29,2,4
518595,2019,30,3,5
518595,2021,32,5,6
518595,2022,33,6,7
518595,2023,34,7,8
518595,2024,35,8,9
518595,2025,36,9,10
518595,2026,37,10,11
518603,2015,28,1,1
518614,2015,29,2,1
518614,2016,30,3,2
518614,2017,31,4,3
518614,2018,32,5,4
518614,2019,33,6,5
518617,2021,34,7,1
518618,2015,26,1,1
518618,2016,27,0,2
518618,2017,28,1,3
518618,2018,29,2,4
518618,2019,30,3,5
518625,2016,27,0,1
518626,2015,30,3,1
518626,2016,31,4,2
518626,2017,32,5,3
518626,2018,33,6,4
518626,2019,34,7,5
518626,2021,36,9,6
518626,2022,37,10,7
518626,2023,38,11,8
518633,2016,28,1,1
518633,2017,29,2,2
518633,2018,30,3,3
518633,2019,31,4,4
518649,2016,28,1,1
518649,2017,29,2,2
518653,2015,28,1,1
518653,2016,29,2,2
518653,2019,32,5,3
518692,2015,26,1,1
518692,2016,27,0,2
518692,2017,28,1,3
518692,2018,29,2,4
518692,2019,30,3,5
518692,2021,32,5,6
518692,2022,33,6,7
518692,2023,34,7,8
518692,2024,35,8,9
518692,2025,36,9,10
518692,2026,37,10,11
518693,2017,30,3,1
518693,2018,31,4,2
518700,2015,30,3,1
518700,2016,31,4,2
518700,2017,32,5,3
518715,2016,30,3,1
518715,2017,31,4,2
518716,2015,29,2,1
518716,2016,30,3,2
518735,2015,27,0,1
518735,2016,28,1,2
518735,2017,29,2,3
518735,2018,30,3,4
518735,2019,31,4,5
518735,2021,33,6,6
518735,2022,34,7,7
518735,2023,35,8,8
518735,2024,36,9,9
518748,2015,27,0,1
518748,2017,29,2,2
518755,2015,30,3,1
518764,2015,29,2,1
518771,2015,30,3,1
518774,2015,26,1,1
518774,2016,27,0,2
518774,2017,28,1,3
518774,2018,29,2,4
518774,2021,32,5,5
518790,2015,27,0,1
518792,2015,26,1,1
518792,2016,27,0,2
518792,2017,28,1,3
518792,2018,29,2,4
518792,2019,30,3,5
518792,2021,32,5,6
518792,2022,33,6,7
518792,2023,34,7,8
518792,2024,35,8,9
518792,2025,36,9,10
518858,2021,35,8,1
518863,2015,26,1,1
518875,2016,32,5,1
518875,2018,34,7,2
518876,2019,31,4,1
518876,2021,33,6,2
518883,2016,27,0,1
518886,2015,27,0,1
518886,2021,33,6,2
518902,2015,27,0,1
518902,2017,29,2,2
518902,2018,30,3,3
518902,2021,33,6,4
518911,2015,27,0,1
518911,2016,28,1,2
518934,2015,27,0,1
518934,2016,28,1,2
518934,2017,29,2,3
518934,2018,30,3,4
518934,2019,31,4,5
518934,2021,33,6,6
518934,2022,34,7,7
518934,2023,35,8,8
518934,2024,36,9,9
518934,2025,37,10,10
518953,2015,29,2,1
518953,2016,30,3,2
518960,2015,29,2,1
518960,2016,30,3,2
518960,2017,31,4,3
518960,2018,32,5,4
518960,2019,33,6,5
518960,2021,35,8,6
518991,2016,31,4,1
519008,2017,28,1,1
519008,2018,29,2,2
519008,2019,30,3,3
519023,2015,27,0,1
519023,2016,28,1,2
519023,2017,29,2,3
519023,2018,30,3,4
519025,2015,27,0,1
519025,2016,28,1,2
519025,2017,29,2,3
519037,2017,29,2,1
519043,2015,26,1,1
519043,2016,27,0,2
519043,2017,28,1,3
519043,2021,32,5,4
519048,2015,30,3,1
519048,2016,31,4,2
519048,2017,32,5,3
519048,2018,33,6,4
519048,2019,34,7,5
519048,2021,36,9,6
519058,2015,27,0,1
519058,2016,28,1,2
519058,2017,29,2,3
519058,2018,30,3,4
519058,2019,31,4,5
519058,2021,33,6,6
519058,2022,34,7,7
519058,2023,35,8,8
519068,2015,29,2,1
519068,2017,31,4,2
519068,2018,32,5,3
519071,2015,26,1,1
519076,2015,26,1,1
519076,2016,27,0,2
519076,2017,28,1,3
519076,2019,30,3,4
519076,2021,32,5,5
519082,2015,26,1,1
519082,2016,27,0,2
519083,2015,26,1,1
519083,2016,27,0,2
519083,2017,28,1,3
519085,2015,26,1,1
519085,2016,27,0,2
519107,2015,30,3,1
519141,2016,28,1,1
519141,2017,29,2,2
519141,2019,31,4,3
519144,2015,27,0,1
519144,2016,28,1,2
519144,2017,29,2,3
519144,2018,30,3,4
519144,2019,31,4,5
519166,2017,28,1,1
519166,2018,29,2,2
519168,2015,26,1,1
519168,2016,27,0,2
519184,2015,27,0,1
519184,2016,28,1,2
519184,2017,29,2,3
519203,2015,26,1,1
519203,2016,27,0,2
519203,2017,28,1,3
519203,2018,29,2,4
519203,2019,30,3,5
519203,2021,32,5,6
519203,2022,33,6,7
519203,2023,34,7,8
519203,2024,35,8,9
519208,2015,30,3,1
519208,2016,31,4,2
519222,2015,27,0,1
519222,2016,28,1,2
519222,2017,29,2,3
519222,2018,30,3,4
519222,2019,31,4,5
519222,2021,33,6,6
519222,2022,34,7,7
519237,2015,27,0,1
519237,2016,28,1,2
519237,2017,29,2,3
519242,2015,26,1,1
519242,2016,27,0,2
519242,2017,28,1,3
519242,2018,29,2,4
519242,2021,32,5,5
519263,2016,27,0,1
519263,2017,28,1,2
519293,2019,30,3,1
519294,2016,28,1,1
519294,2017,29,2,2
519295,2015,26,1,1
519295,2016,27,0,2
519295,2017,28,1,3
519295,2018,29,2,4
519299,2015,29,2,1
519299,2017,31,4,2
519299,2018,32,5,3
519299,2019,33,6,4
519299,2021,35,8,5
519301,2015,27,0,1
519301,2016,28,1,2
519306,2015,26,1,1
519306,2016,27,0,2
519306,2017,28,1,3
519306,2018,29,2,4
519306,2021,32,5,5
519306,2022,33,6,6
519317,2015,26,1,1
519317,2016,27,0,2
519317,2017,28,1,3
519317,2018,29,2,4
519317,2019,30,3,5
519317,2021,32,5,6
519317,2022,33,6,7
519317,2023,34,7,8
519317,2024,35,8,9
519317,2025,36,9,10
519317,2026,37,10,11
519322,2017,30,3,1
519326,2015,27,0,1
519326,2021,33,6,2
519333,2015,26,1,1
519333,2016,27,0,2
519333,2017,28,1,3
519333,2018,29,2,4
519344,2016,28,1,1
519344,2017,29,2,2
519345,2015,27,0,1
519346,2017,31,4,1
519346,2018,32,5,2
519346,2019,33,6,3
519381,2015,30,3,1
519390,2015,31,4,1
519390,2016,32,5,2
519390,2017,33,6,3
519390,2019,35,8,4
519390,2021,37,10,5
519390,2022,38,11,6
519393,2019,31,4,1
519421,2016,28,1,1
519425,2015,29,2,1
519445,2016,31,4,1
519455,2015,29,2,1
519455,2016,30,3,2
519455,2017,31,4,3
519455,2018,32,5,4
519455,2019,33,6,5
519455,2021,35,8,6
520471,2015,26,1,1
520471,2016,27,0,2
520471,2017,28,1,3
520471,2018,29,2,4
520471,2019,30,3,5
520471,2021,32,5,6
520980,2016,28,1,1
520980,2017,29,2,2
520980,2018,30,3,3
521230,2015,26,1,1
521655,2018,28,1,1
521655,2019,29,2,2
521692,2015,25,2,1
521692,2016,26,1,2
521692,2017,27,0,3
521692,2018,28,1,4
521692,2021,31,4,5
521692,2022,32,5,6
521692,2023,33,6,7
521692,2024,34,7,8
521692,2025,35,8,9
521692,2026,36,9,10
523253,2015,28,1,1
523253,2016,29,2,2
523253,2017,30,3,3
523253,2018,31,4,4
523253,2019,32,5,5
523260,2015,27,0,1
523260,2019,31,4,2
523260,2021,33,6,3
523989,2015,26,1,1
523989,2016,27,0,2
524968,2015,26,1,1
527038,2015,24,3,1
527038,2016,25,2,2
527038,2017,26,1,3
527038,2018,27,0,4
527038,2019,28,1,5
527038,2021,30,3,6
527038,2022,31,4,7
527038,2023,32,5,8
527038,2024,33,6,9
527038,2025,34,7,10
527043,2015,24,3,1
527043,2016,25,2,2
527043,2017,26,1,3
527043,2018,27,0,4
527048,2015,24,3,1
527048,2016,25,2,2
527048,2017,26,1,3
527048,2018,27,0,4
527048,2019,28,1,5
527048,2021,30,3,6
527049,2017,26,1,1
527049,2019,28,1,2
527054,2015,24,3,1
527054,2016,25,2,2
527054,2017,26,1,3
527054,2018,27,0,4
527054,2019,28,1,5
528748,2021,23,4,1
533167,2015,29,2,1
533167,2016,30,3,2
533167,2017,31,4,3
534606,2015,27,0,1
534606,2016,28,1,2
534606,2017,29,2,3
534606,2018,30,3,4
534606,2019,31,4,5
534606,2021,33,6,6
534627,2015,26,1,1
534627,2016,27,0,2
534812,2017,29,2,1
534910,2015,26,1,1
534910,2016,27,0,2
534947,2016,29,2,1
534947,2017,30,3,2
537953,2015,32,5,1
537953,2016,33,6,2
537953,2017,34,7,3
541600,2019,28,1,1
541600,2021,30,3,2
541608,2015,26,1,1
541608,2016,27,0,2
541640,2015,25,2,1
541640,2017,27,0,2
541640,2018,28,1,3
541645,2015,24,3,1
541645,2016,25,2,2
541645,2017,26,1,3
541645,2018,27,0,4
541645,2019,28,1,5
541645,2021,30,3,6
541645,2022,31,4,7
541645,2023,32,5,8
541645,2024,33,6,9
541650,2015,24,3,1
541650,2016,25,2,2
541650,2017,26,1,3
541650,2018,27,0,4
541650,2019,28,1,5
541650,2021,30,3,6
542194,2015,24,3,1
542194,2016,25,2,2
542194,2017,26,1,3
542194,2022,31,4,4
542194,2023,32,5,5
542194,2024,33,6,6
542208,2015,25,2,1
542208,2016,26,1,2
542208,2017,27,0,3
542208,2018,28,1,4
542208,2023,33,6,5
542255,2015,25,2,1
542255,2016,26,1,2
542255,2017,27,0,3
542255,2018,28,1,4
542255,2019,29,2,5
542255,2021,31,4,6
542255,2022,32,5,7
542289,2018,28,1,1
542303,2015,25,2,1
542303,2016,26,1,2
542303,2017,27,0,3
542303,2018,28,1,4
542303,2019,29,2,5
542303,2021,31,4,6
542303,2022,32,5,7
542303,2023,33,6,8
542303,2024,34,7,9
542303,2025,35,8,10
542303,2026,36,9,11
542340,2015,24,3,1
542340,2016,25,2,2
542340,2017,26,1,3
542340,2018,27,0,4
