batter,year,age,age_residual_27,career_year
572761,2022,37,10,7
572761,2023,38,11,8
572761,2024,39,12,9
572788,2015,26,1,1
572788,2016,27,0,2
572804,2015,28,1,1
572816,2015,26,1,1
572816,2016,27,0,2
572816,2017,28,1,3
572816,2018,29,2,4
572816,2019,30,3,5
572816,2021,32,5,6
572816,2022,33,6,7
572816,2023,34,7,8
572821,2015,28,1,1
572821,2016,29,2,2
572821,2017,30,3,3
572821,2018,31,4,4
572821,2019,32,5,5
572863,2015,28,1,1
572863,2016,29,2,2
572863,2017,30,3,3
572863,2018,31,4,4
572863,2019,32,5,5
572863,2021,34,7,6
572863,2022,35,8,7
572888,2015,27,0,1
572888,2016,28,1,2
572955,2018,27,0,1
572971,2015,27,0,1
572971,2016,28,1,2
572971,2017,29,2,3
572971,2018,30,3,4
572971,2019,31,4,5
572971,2021,33,6,6
573064,2015,28,1,1
573064,2017,30,3,2
573064,2018,31,4,3
573088,2017,27,0,1
573113,2016,25,2,1
573131,2015,29,2,1
573131,2016,30,3,2
573131,2021,35,8,3
573131,2022,36,9,4
573131,2023,37,10,5
573135,2015,26,1,1
573135,2016,27,0,2
573135,2017,28,1,3
573135,2018,29,2,4
573135,2019,30,3,5
573185,2016,28,1,1
573185,2017,29,2,2
573185,2018,30,3,3
573186,2016,25,2,1
573186,2017,26,1,2
573186,2018,27,0,3
573186,2019,28,1,4
573186,2021,30,3,5
573244,2017,30,3,1
573262,2019,29,2,1
573262,2021,31,4,2
573262,2022,32,5,3
573262,2023,33,6,4
573262,2024,34,7,5
573262,2025,35,8,6
573262,2026,36,9,7
573627,2015,25,2,1
573627,2016,26,1,2
573627,2017,27,0,3
574831,2015,26,1,1
574847,2016,28,1,1
574847,2017,29,2,2
575929,2016,24,3,1
575929,2017,25,2,2
575929,2018,26,1,3
575929,2019,27,0,4
575929,2021,29,2,5
575929,2022,30,3,6
575929,2023,31,4,7
575929,2024,32,5,8
575929,2025,33,6,9
575929,2026,34,7,10
576397,2015,27,0,1
576397,2016,28,1,2
576397,2017,29,2,3
576397,2018,30,3,4
576397,2019,31,4,5
576788,2018,32,5,1
578428,2015,25,2,1
578428,2016,26,1,2
578428,2017,27,0,3
578428,2018,28,1,4
578428,2019,29,2,5
578428,2021,31,4,6
578428,2022,32,5,7
578428,2024,34,7,8
578428,2025,35,8,9
578570,2016,24,3,1
578570,2023,31,4,2
579328,2019,28,1,1
579328,2021,30,3,2
581527,2015,24,3,1
581527,2016,25,2,2
581527,2017,26,1,3
581527,2018,27,0,4
582473,2018,28,1,1
584171,2017,29,2,1
584171,2018,30,3,2
584171,2019,31,4,3
588751,2015,26,1,1
588751,2016,27,0,2
588751,2017,28,1,3
588751,2018,29,2,4
588751,2019,30,3,5
591693,2016,24,3,1
591693,2017,25,2,2
591712,2015,22,5,1
591712,2016,23,4,2
591720,2015,23,4,1
591720,2016,24,3,2
591720,2017,25,2,3
591720,2018,26,1,4
591720,2019,27,0,5
591720,2021,29,2,6
591741,2017,25,2,1
591741,2018,26,1,2
591741,2019,27,0,3
591971,2017,25,2,1
591971,2018,26,1,2
591971,2019,27,0,3
591971,2021,29,2,4
591994,2017,25,2,1
592102,2019,31,4,1
592120,2017,26,1,1
592122,2016,25,2,1
592122,2017,26,1,2
592122,2018,27,0,3
592122,2019,28,1,4
592127,2017,25,2,1
592144,2022,32,5,1
592145,2018,27,0,1
592166,2015,24,3,1
592169,2017,25,2,1
592169,2018,26,1,2
592178,2015,23,4,1
592178,2016,24,3,2
592178,2017,25,2,3
592178,2018,26,1,4
592178,2019,27,0,5
592178,2021,29,2,6
592178,2022,30,3,7
592178,2023,31,4,8
592178,2024,32,5,9
592178,2025,33,6,10
592192,2015,26,1,1
592192,2016,27,0,2
592192,2017,28,1,3
592192,2018,29,2,4
592192,2019,30,3,5
592192,2021,32,5,6
592192,2022,33,6,7
592192,2023,34,7,8
592192,2024,35,8,9
592192,2025,36,9,10
592200,2015,27,0,1
592200,2016,28,1,2
592200,2017,29,2,3
592200,2018,30,3,4
592200,2019,31,4,5
592200,2021,33,6,6
592200,2022,34,7,7
592200,2023,35,8,8
592200,2024,36,9,9
592206,2015,23,4,1
592206,2016,24,3,2
592206,2017,25,2,3
592206,2018,26,1,4
592206,2019,27,0,5
592206,2021,29,2,6
592206,2022,30,3,7
592206,2023,31,4,8
592206,2024,32,5,9
592206,2025,33,6,10
592206,2026,34,7,11
592229,2017,26,1,1
592229,2018,27,0,2
592229,2019,28,1,3
592230,2015,23,4,1
592230,2016,24,3,2
592230,2017,25,2,3
592230,2018,26,1,4
592230,2019,27,0,5
592239,2015,26,1,1
592239,2016,27,0,2
592254,2016,24,3,1
592254,2021,29,2,2
592261,2015,23,4,1
592261,2016,24,3,2
592261,2017,25,2,3
592261,2018,26,1,4
592261,2019,27,0,5
592261,2021,29,2,6
592273,2015,23,4,1
592273,2016,24,3,2
592273,2017,25,2,3
592273,2018,26,1,4
592273,2019,27,0,5
592273,2021,29,2,6
592273,2022,30,3,7
592273,2023,31,4,8
592273,2024,32,5,9
592274,2015,26,1,1
592274,2016,27,0,2
592279,2017,24,3,1
592314,2015,24,3,1
592314,2016,25,2,2
592314,2017,26,1,3
592314,2018,27,0,4
592314,2019,28,1,5
592314,2021,30,3,6
592325,2016,24,3,1
592325,2017,25,2,2
592325,2018,26,1,3
592325,2019,27,0,4
592325,2021,29,2,5
592325,2022,30,3,6
592325,2023,31,4,7
592325,2024,32,5,8
592329,2015,23,4,1
592332,2016,25,2,1
592332,2017,26,1,2
592332,2018,27,0,3
592332,2019,28,1,4
592332,2021,30,3,5
592340,2015,27,0,1
592341,2015,27,0,1
592346,2019,27,0,1
592346,2021,29,2,2
592348,2017,25,2,1
592348,2018,26,1,2
592348,2019,27,0,3
592348,2021,29,2,4
592348,2022,30,3,5
592348,2024,32,5,6
592351,2015,24,3,1
592351,2016,25,2,2
592351,2017,26,1,3
592351,2018,27,0,4
592351,2019,28,1,5
592351,2021,30,3,6
592387,2016,24,3,1
592387,2017,25,2,2
592387,2018,26,1,3
592387,2019,27,0,4
592390,2018,29,2,1
592390,2021,32,5,2
592407,2015,28,1,1
592407,2016,29,2,2
592407,2017,30,3,3
592407,2018,31,4,4
592407,2019,32,5,5
592407,2021,34,7,6
592419,2016,27,0,1
592419,2017,28,1,2
592419,2021,32,5,3
592426,2017,26,1,1
592426,2018,27,0,2
592433,2016,24,3,1
592444,2016,24,3,1
592444,2017,25,2,2
592444,2018,26,1,3
592444,2019,27,0,4
592444,2021,29,2,5
592450,2016,24,3,1
592450,2017,25,2,2
592450,2018,26,1,3
592450,2019,27,0,4
592450,2021,29,2,5
592450,2022,30,3,6
592450,2023,31,4,7
592450,2024,32,5,8
592450,2025,33,6,9
592450,2026,34,7,10
592468,2018,27,0,1
592468,2019,28,1,2
592518,2015,23,4,1
592518,2016,24,3,2
592518,2017,25,2,3
592518,2018,26,1,4
592518,2019,27,0,5
592518,2021,29,2,6
592518,2022,30,3,7
592518,2023,31,4,8
592518,2024,32,5,9
592518,2025,33,6,10
592518,2026,34,7,11
592530,2021,28,1,1
592533,2015,26,1,1
592547,2017,28,1,1
592547,2018,29,2,2
592567,2016,24,3,1
592567,2017,25,2,2
592567,2018,26,1,3
592567,2019,27,0,4
592567,2021,29,2,5
592567,2022,30,3,6
592592,2016,28,1,1
592592,2017,29,2,2
592593,2015,24,3,1
592593,2016,25,2,2
592593,2017,26,1,3
592596,2015,26,1,1
592609,2015,27,0,1
592612,2015,27,0,1
592612,2019,31,4,2
592614,2017,26,1,1
592620,2015,26,1,1
592620,2016,27,0,2
592620,2017,28,1,3
592620,2019,30,3,4
592621,2015,26,1,1
592622,2021,30,3,1
592622,2022,31,4,2
592626,2015,23,4,1
592626,2016,24,3,2
592626,2017,25,2,3
592626,2018,26,1,4
592626,2019,27,0,5
592626,2021,29,2,6
592626,2022,30,3,7
592626,2023,31,4,8
592626,2024,32,5,9
592626,2025,33,6,10
592626,2026,34,7,11
592644,2018,27,0,1
592644,2019,28,1,2
592647,2015,23,4,1
592647,2016,24,3,2
592647,2018,26,1,3
592656,2021,29,2,1
592656,2023,31,4,2
592660,2019,27,0,1
592662,2015,24,3,1
592662,2016,25,2,2
592662,2017,26,1,3
592662,2018,27,0,4
592662,2019,28,1,5
592662,2021,30,3,6
592663,2015,24,3,1
592663,2016,25,2,2
592663,2017,26,1,3
592663,2018,27,0,4
592663,2019,28,1,5
592663,2021,30,3,6
592663,2022,31,4,7
592663,2023,32,5,8
592663,2024,33,6,9
592663,2025,34,7,10
592663,2026,35,8,11
592665,2015,27,0,1
592669,2016,24,3,1
592669,2017,25,2,2
592669,2018,26,1,3
592669,2019,27,0,4
592669,2021,29,2,5
592669,2022,30,3,6
592669,2023,31,4,7
592669,2024,32,5,8
592669,2025,33,6,9
592680,2015,23,4,1
592680,2016,24,3,2
592680,2017,25,2,3
592680,2018,26,1,4
592680,2019,27,0,5
592685,2017,25,2,1
592685,2018,26,1,2
592685,2019,27,0,3
592696,2015,24,3,1
592696,2016,25,2,2
592696,2017,26,1,3
592696,2018,27,0,4
592696,2019,28,1,5
592696,2021,30,3,6
592696,2022,31,4,7
592696,2023,32,5,8
592696,2024,33,6,9
592696,2025,34,7,10
592710,2015,26,1,1
592710,2016,27,0,2
592710,2017,28,1,3
592716,2019,28,1,1
592716,2021,30,3,2
592717,2016,24,3,1
592717,2018,26,1,2
592717,2019,27,0,3
592717,2021,29,2,4
592731,2016,27,0,1
592731,2017,28,1,2
592741,2017,27,0,1
592741,2018,28,1,2
592741,2019,29,2,3
592743,2015,26,1,1
592743,2016,27,0,2
592743,2017,28,1,3
592743,2018,29,2,4
592743,2019,30,3,5
592743,2021,32,5,6
592743,2022,33,6,7
592761,2018,27,0,1
592761,2019,28,1,2
592761,2021,30,3,3
592767,2016,27,0,1
592767,2019,30,3,2
592767,2021,32,5,3
592769,2018,26,1,1
592774,2015,27,0,1
592779,2016,25,2,1
592779,2017,26,1,2
592779,2018,27,0,3
592779,2019,28,1,4
592789,2015,23,4,1
592789,2016,24,3,2
592789,2017,25,2,3
592789,2018,26,1,4
592789,2019,27,0,5
592791,2016,25,2,1
592791,2017,26,1,2
592791,2018,27,0,3
592791,2019,28,1,4
592791,2021,30,3,5
592804,2015,27,0,1
592808,2016,24,3,1
592808,2017,25,2,2
592808,2018,26,1,3
592811,2016,27,0,1
592826,2016,24,3,1
592826,2017,25,2,2
592826,2018,26,1,3
592826,2019,27,0,4
592826,2021,29,2,5
592835,2015,24,3,1
592835,2016,25,2,2
592836,2015,23,4,1
592836,2017,25,2,2
592836,2018,26,1,3
592836,2021,29,2,4
592859,2018,26,1,1
592859,2019,27,0,2
592859,2021,29,2,3
592863,2015,24,3,1
592863,2016,25,2,2
592863,2017,26,1,3
592863,2018,27,0,4
592863,2019,28,1,5
592863,2021,30,3,6
592865,2018,27,0,1
592865,2019,28,1,2
592866,2016,24,3,1
592866,2017,25,2,2
592866,2018,26,1,3
592866,2019,27,0,4
592866,2021,29,2,5
592869,2015,26,1,1
592879,2017,29,2,1
592879,2019,31,4,2
592885,2015,24,3,1
592885,2016,25,2,2
592885,2017,26,1,3
592885,2018,27,0,4
592885,2019,28,1,5
592885,2021,30,3,6
592885,2022,31,4,7
592885,2023,32,5,8
592885,2024,33,6,9
592885,2025,34,7,10
592885,2026,35,8,11
593140,2017,24,3,1
593140,2018,25,2,2
593144,2018,28,1,1
593160,2016,27,0,1
593160,2017,28,1,2
593160,2018,29,2,3
593160,2019,30,3,4
593160,2021,32,5,5
593160,2022,33,6,6
593160,2023,34,7,7
593160,2024,35,8,8
593334,2018,26,1,1
593334,2019,27,0,2
593334,2021,29,2,3
593372,2015,24,3,1
593372,2016,25,2,2
593372,2017,26,1,3
593372,2018,27,0,4
593372,2019,28,1,5
593372,2021,30,3,6
593423,2018,25,2,1
593423,2019,26,1,2
593423,2021,28,1,3
593428,2015,23,4,1
593428,2016,24,3,2
593428,2017,25,2,3
593428,2018,26,1,4
593428,2019,27,0,5
593428,2021,29,2,6
593428,2022,30,3,7
593428,2023,31,4,8
593428,2024,32,5,9
593428,2025,33,6,10
593428,2026,34,7,11
593495,2015,23,4,1
593495,2016,24,3,2
593495,2018,26,1,3
593523,2016,24,3,1
593523,2017,25,2,2
593523,2019,27,0,3
593525,2015,23,4,1
593525,2017,25,2,2
593527,2017,24,3,1
593527,2018,25,2,2
593528,2017,24,3,1
593528,2018,25,2,2
593528,2019,26,1,3
593528,2021,28,1,4
593576,2015,26,1,1
593576,2018,29,2,2
593576,2019,30,3,3
593576,2021,32,5,4
593590,2021,31,4,1
593643,2015,23,4,1
593643,2016,24,3,2
593643,2018,26,1,3
593643,2019,27,0,4
593643,2021,29,2,5
593643,2022,30,3,6
593643,2023,31,4,7
593647,2015,23,4,1
593647,2016,24,3,2
593647,2018,26,1,3
593647,2019,27,0,4
593679,2016,23,4,1
593679,2017,24,3,2
593700,2016,24,3,1
593700,2017,25,2,2
593700,2018,26,1,3
593700,2019,27,0,4
593833,2018,27,0,1
593833,2019,28,1,2
593833,2021,30,3,3
593871,2015,22,5,1
593871,2016,23,4,2
593871,2017,24,3,3
593871,2018,25,2,4
593871,2019,26,1,5
593871,2021,28,1,6
593871,2022,29,2,7
593871,2023,30,3,8
593871,2024,31,4,9
593871,2025,32,5,10
593871,2026,33,6,11
593934,2015,22,5,1
593934,2016,23,4,2
593934,2017,24,3,3
593934,2018,25,2,4
593934,2019,26,1,5
593934,2021,28,1,6
593934,2022,29,2,7
593934,2024,31,4,8
593958,2015,22,5,1
593958,2016,23,4,2
593958,2017,24,3,3
593958,2018,25,2,4
593958,2019,26,1,5
593958,2021,28,1,6
593969,2017,25,2,1
593974,2018,27,0,1
593993,2018,26,1,1
594011,2018,26,1,1
594011,2019,27,0,2
594311,2019,27,0,1
594311,2021,29,2,2
594555,2015,24,3,1
594576,2017,25,2,1
594577,2018,27,0,1
594577,2019,28,1,2
594694,2015,23,4,1
594694,2016,24,3,2
594694,2017,25,2,3
594694,2018,26,1,4
594694,2019,27,0,5
594694,2021,29,2,6
594694,2022,30,3,7
594736,2015,25,2,1
594742,2015,24,3,1
594742,2016,25,2,2
594742,2017,26,1,3
594760,2016,24,3,1
594760,2017,25,2,2
594772,2016,27,0,1
594772,2017,28,1,2
594777,2015,28,1,1
594777,2016,29,2,2
594777,2017,30,3,3
594777,2018,31,4,4
594777,2019,32,5,5
594777,2021,34,7,6
594777,2022,35,8,7
594777,2023,36,9,8
594795,2016,29,2,1
594798,2015,27,0,1
594798,2016,28,1,2
594798,2017,29,2,3
594798,2018,30,3,4
594798,2019,31,4,5
594798,2021,33,6,6
594807,2015,27,0,1
594807,2016,28,1,2
594807,2017,29,2,3
594807,2018,30,3,4
594807,2019,31,4,5
594807,2021,33,6,6
594807,2022,34,7,7
594807,2023,35,8,8
594807,2024,36,9,9
594809,2015,27,0,1
594809,2016,28,1,2
594809,2017,29,2,3
594809,2018,30,3,4
594809,2019,31,4,5
594809,2021,33,6,6
594824,2015,26,1,1
594824,2016,27,0,2
594824,2017,28,1,3
594824,2018,29,2,4
594824,2019,30,3,5
594828,2015,29,2,1
594828,2016,30,3,2
594828,2017,31,4,3
594828,2018,32,5,4
594835,2017,25,2,1
594835,2018,26,1,2
594835,2019,27,0,3
594835,2021,29,2,4
594838,2015,27,0,1
594838,2016,28,1,2
594838,2017,29,2,3
594838,2018,30,3,4
594838,2019,31,4,5
594838,2021,33,6,6
594838,2022,34,7,7
594840,2017,29,2,1
594840,2018,30,3,2
594840,2019,31,4,3
594857,2015,26,1,1
594902,2017,25,2,1
594902,2018,26,1,2
594940,2015,26,1,1
594943,2016,28,1,1
594951,2016,28,1,1
594953,2018,27,0,1
594953,2019,28,1,2
594965,2018,26,1,1
594965,2019,27,0,2
594965,2021,29,2,3
594986,2019,28,1,1
594986,2021,30,3,2
594987,2015,25,2,1
594987,2018,28,1,2
594987,2019,29,2,3
594988,2015,25,2,1
594988,2016,26,1,2
594988,2017,27,0,3
594988,2018,28,1,4
594988,2019,29,2,5
594988,2021,31,4,6
594992,2017,28,1,1
594992,2018,29,2,2
595001,2015,28,1,1
595001,2016,29,2,2
595005,2015,27,0,1
595014,2015,27,0,1
595023,2016,27,0,1
595025,2015,26,1,1
595025,2016,27,0,2
595144,2017,25,2,1
595191,2015,25,2,1
595191,2016,26,1,2
595191,2017,27,0,3
595191,2018,28,1,4
595191,2019,29,2,5
595191,2021,31,4,6
595222,2018,26,1,1
595222,2019,27,0,2
595238,2017,26,1,1
595281,2015,25,2,1
595281,2016,26,1,2
595281,2017,27,0,3
595281,2018,28,1,4
595281,2019,29,2,5
595281,2021,31,4,6
595281,2022,32,5,7
595281,2023,33,6,8
595281,2024,34,7,9
595284,2017,26,1,1
595284,2018,27,0,2
595284,2019,28,1,3
595284,2021,30,3,4
595284,2022,31,4,5
595284,2024,33,6,6
595307,2015,27,0,1
595307,2016,28,1,2
595345,2016,25,2,1
595345,2017,26,1,2
595345,2021,30,3,3
595373,2017,25,2,1
595373,2018,26,1,2
595375,2017,26,1,1
595375,2018,27,0,2
595375,2019,28,1,3
595375,2021,30,3,4
595375,2022,31,4,5
595386,2015,27,0,1
595386,2016,28,1,2
595426,2017,28,1,1
595453,2017,26,1,1
595453,2018,27,0,2
595453,2019,28,1,3
595453,2021,30,3,4
595453,2022,31,4,5
595453,2023,32,5,6
595465,2018,28,1,1
595465,2019,29,2,2
595465,2021,31,4,3
595751,2016,23,4,1
595751,2017,24,3,2
595751,2018,25,2,3
595751,2019,26,1,4
595751,2021,28,1,5
595751,2022,29,2,6
595751,2023,30,3,7
595751,2025,32,5,8
595777,2016,23,4,1
595777,2017,24,3,2
595777,2018,25,2,3
595777,2019,26,1,4
595777,2021,28,1,5
595777,2022,29,2,6
595777,2023,30,3,7
595777,2024,31,4,8
595777,2025,32,5,9
595798,2019,28,1,1
595798,2021,30,3,2
595879,2015,23,4,1
595879,2016,24,3,2
595879,2017,25,2,3
595879,2018,26,1,4
595879,2019,27,0,5
595879,2021,29,2,6
595879,2022,30,3,7
595879,2023,31,4,8
595879,2024,32,5,9
595879,2025,33,6,10
595879,2026,34,7,11
595881,2018,25,2,1
595881,2019,26,1,2
595885,2015,23,4,1
595885,2017,25,2,2
595885,2018,26,1,3
595885,2019,27,0,4
595909,2018,26,1,1
595909,2019,27,0,2
595909,2021,29,2,3
595909,2022,30,3,4
595909,2023,31,4,5
595909,2024,32,5,6
595918,2015,23,4,1
595918,2016,24,3,2
595918,2017,25,2,3
595918,2018,26,1,4
595928,2021,28,1,1
595943,2017,25,2,1
595943,2018,26,1,2
595943,2021,29,2,3
595956,2017,25,2,1
595956,2018,26,1,2
595956,2019,27,0,3
595956,2021,29,2,4
595956,2022,30,3,5
595956,2023,31,4,6
595963,2016,24,3,1
595978,2015,23,4,1
595978,2016,24,3,2
595978,2017,25,2,3
595978,2018,26,1,4
595978,2019,27,0,5
595978,2021,29,2,6
595978,2022,30,3,7
595978,2023,31,4,8
595978,2024,32,5,9
595978,2025,33,6,10
595978,2026,34,7,11
595981,2019,27,0,1
595981,2021,29,2,2
596001,2017,25,2,1
596001,2018,26,1,2
596001,2019,27,0,3
596001,2021,29,2,4
596012,2018,25,2,1
596012,2019,26,1,2
596019,2015,22,5,1
596019,2016,23,4,2
596019,2017,24,3,3
596019,2018,25,2,4
596019,2019,26,1,5
596019,2021,28,1,6
596019,2022,29,2,7
596019,2023,30,3,8
596019,2024,31,4,9
596019,2025,32,5,10
596019,2026,33,6,11
596043,2016,23,4,1
596043,2017,24,3,2
596043,2018,25,2,3
596043,2019,26,1,4
596049,2021,29,2,1
596056,2021,28,1,1
596057,2015,22,5,1
596057,2016,23,4,2
596057,2018,25,2,3
596057,2019,26,1,4
596057,2021,28,1,5
596059,2015,21,6,1
596059,2016,22,5,2
596059,2017,23,4,3
596059,2018,24,3,4
596059,2019,25,2,5
596059,2021,27,0,6
596059,2022,28,1,7
596059,2023,29,2,8
596064,2015,23,4,1
596071,2017,25,2,1
596071,2018,26,1,2
596071,2021,29,2,3
596082,2021,29,2,1
596103,2017,25,2,1
596103,2018,26,1,2
596103,2019,27,0,3
596103,2021,29,2,4
596103,2022,30,3,5
596103,2023,31,4,6
596103,2024,32,5,7
596103,2025,33,6,8
596103,2026,34,7,9
596105,2017,25,2,1
596105,2018,26,1,2
596105,2019,27,0,3
596112,2016,23,4,1
596112,2017,24,3,2
596112,2018,25,2,3
596112,2019,26,1,4
596115,2016,24,3,1
596115,2017,25,2,2
596115,2018,26,1,3
596115,2019,27,0,4
596115,2021,29,2,5
596115,2022,30,3,6
596115,2023,31,4,7
596115,2024,32,5,8
596115,2025,33,6,9
596115,2026,34,7,10
596117,2019,26,1,1
596117,2021,28,1,2
596117,2022,29,2,3
596117,2023,30,3,4
596117,2024,31,4,5
596117,2025,32,5,6
596117,2026,33,6,7
596119,2015,23,4,1
596119,2016,24,3,2
596119,2017,25,2,3
596119,2018,26,1,4
596119,2019,27,0,5
596129,2016,24,3,1
596129,2017,25,2,2
596129,2018,26,1,3
596129,2019,27,0,4
596129,2021,29,2,5
596129,2022,30,3,6
596129,2023,31,4,7
596129,2024,32,5,8
596133,2016,23,4,1
596133,2017,24,3,2
596133,2018,25,2,3
596133,2019,26,1,4
596133,2021,28,1,5
596142,2015,23,4,1
596142,2016,24,3,2
596142,2017,25,2,3
596142,2018,26,1,4
596142,2019,27,0,5
596142,2021,29,2,6
596142,2022,30,3,7
596142,2023,31,4,8
596142,2024,32,5,9
596142,2025,33,6,10
596142,2026,34,7,11
596143,2015,22,5,1
596143,2016,23,4,2
596143,2017,24,3,3
596143,2018,25,2,4
596144,2015,23,4,1
596144,2016,24,3,2
596144,2017,25,2,3
596144,2018,26,1,4
596144,2019,27,0,5
596146,2015,22,5,1
596146,2016,23,4,2
596146,2017,24,3,3
596146,2018,25,2,4
596146,2019,26,1,5
596146,2021,28,1,6
596146,2022,29,2,7
596146,2023,30,3,8
596146,2024,31,4,9
596146,2025,32,5,10
596271,2017,30,3,1
596295,2018,25,2,1
596295,2021,28,1,2
596451,2016,23,4,1
596451,2018,25,2,2
596451,2019,26,1,3
596451,2021,28,1,4
596451,2022,29,2,5
596748,2015,23,4,1
596748,2016,24,3,2
596748,2017,25,2,3
596748,2018,26,1,4
596748,2019,27,0,5
596748,2021,29,2,6
596748,2022,30,3,7
596816,2018,29,2,1
596825,2019,26,1,1
596825,2021,28,1,2
596847,2016,25,2,1
596847,2017,26,1,2
596847,2018,27,0,3
596847,2019,28,1,4
596847,2021,30,3,5
596847,2022,31,4,6
596847,2023,32,5,7
598264,2019,29,2,1
598265,2015,25,2,1
598265,2016,26,1,2
598265,2017,27,0,3
598265,2018,28,1,4
598265,2019,29,2,5
598265,2021,31,4,6
598265,2022,32,5,7
598265,2023,33,6,8
598271,2017,27,0,1
598271,2018,28,1,2
598271,2019,29,2,3
598284,2015,25,2,1
598284,2016,26,1,2
598284,2018,28,1,3
598284,2019,29,2,4
598286,2019,30,3,1
598286,2021,32,5,2
599096,2015,21,6,1
599096,2018,24,3,2
599683,2018,28,1,1
600301,2016,27,0,1
600301,2017,28,1,2
600301,2018,29,2,3
600301,2021,32,5,4
600301,2022,33,6,5
600301,2023,34,7,6
600303,2015,26,1,1
600303,2016,27,0,2
600303,2017,28,1,3
600303,2018,29,2,4
600303,2019,30,3,5
600303,2021,32,5,6
600303,2022,33,6,7
600303,2023,34,7,8
600466,2017,24,3,1
600466,2019,26,1,2
600474,2015,22,5,1
600474,2016,23,4,2
600474,2017,24,3,3
600474,2018,25,2,4
600474,2019,26,1,5
600474,2021,28,1,6
600474,2022,29,2,7
600524,2016,22,5,1
600524,2017,23,4,2
600524,2018,24,3,3
600524,2019,25,2,4
600524,2021,27,0,5
600526,2017,24,3,1
600858,2019,25,2,1
600858,2021,27,0,2
600869,2016,23,4,1
600869,2017,24,3,2
600869,2018,25,2,3
600869,2019,26,1,4
600869,2021,28,1,5
600869,2022,29,2,6
600869,2023,30,3,7
600869,2024,31,4,8
600869,2025,32,5,9
600869,2026,33,6,10
600968,2018,24,3,1
600968,2019,25,2,2
601713,2017,24,3,1
601713,2018,25,2,2
601713,2019,26,1,3
601713,2021,28,1,4
602074,2019,25,2,1
602074,2021,27,0,2
602074,2022,28,1,3
602074,2023,29,2,4
602080,2021,28,1,1
602104,2021,27,0,1
602104,2022,28,1,2
602104,2023,29,2,3
602104,2024,30,3,4
602104,2025,31,4,5
602104,2026,32,5,6
602115,2018,25,2,1
602922,2016,22,5,1
602922,2018,24,3,2
602922,2019,25,2,3
602922,2021,27,0,4
605113,2015,25,2,1
605113,2016,26,1,2
605113,2017,27,0,3
605113,2018,28,1,4
605113,2019,29,2,5
605113,2021,31,4,6
605113,2022,32,5,7
605113,2023,33,6,8
605113,2024,34,7,9
605113,2025,35,8,10
605119,2017,24,3,1
605119,2018,25,2,2
605119,2019,26,1,3
605119,2021,28,1,4
605119,2022,29,2,5
605119,2023,30,3,6
605119,2024,31,4,7
605125,2015,25,2,1
605125,2016,26,1,2
605125,2017,27,0,3
605131,2015,26,1,1
605131,2016,27,0,2
605131,2017,28,1,3
605131,2018,29,2,4
605131,2019,30,3,5
605131,2021,32,5,6
605131,2022,33,6,7
605131,2023,34,7,8
605131,2024,35,8,9
605131,2025,36,9,10
605135,2015,26,1,1
605135,2019,30,3,2
605135,2021,32,5,3
605137,2016,24,3,1
605137,2017,25,2,2
605137,2018,26,1,3
605137,2019,27,0,4
605137,2021,29,2,5
605137,2022,30,3,6
605137,2023,31,4,7
605137,2024,32,5,8
605137,2025,33,6,9
605137,2026,34,7,10
605141,2015,23,4,1
605141,2016,24,3,2
605141,2017,25,2,3
605141,2018,26,1,4
605141,2019,27,0,5
605141,2021,29,2,6
605141,2022,30,3,7
605141,2023,31,4,8
605141,2024,32,5,9
605141,2025,33,6,10
605141,2026,34,7,11
605151,2015,23,4,1
605151,2016,24,3,2
605151,2017,25,2,3
605151,2019,27,0,4
605151,2021,29,2,5
605154,2017,27,0,1
605154,2018,28,1,2
605154,2019,29,2,3
605154,2021,31,4,4
605156,2015,25,2,1
605156,2019,29,2,2
605164,2016,24,3,1
605164,2018,26,1,2
605164,2019,27,0,3
605164,2021,29,2,4
605169,2015,25,2,1
605170,2017,24,3,1
605170,2018,25,2,2
605170,2019,26,1,3
605170,2021,28,1,4
605170,2022,29,2,5
605170,2023,30,3,6
605170,2024,31,4,7
605170,2025,32,5,8
605170,2026,33,6,9
605177,2015,25,2,1
605182,2016,26,1,1
605182,2017,27,0,2
605182,2018,28,1,3
605182,2019,29,2,4
605183,2016,26,1,1
605194,2017,25,2,1
605196,2019,26,1,1
605200,2015,22,5,1
605200,2016,23,4,2
605200,2017,24,3,3
605200,2018,25,2,4
605200,2019,26,1,5
605200,2021,28,1,6
605204,2017,24,3,1
605204,2018,25,2,2
605204,2019,26,1,3
605204,2021,28,1,4
605204,2022,29,2,5
605204,2023,30,3,6
605204,2024,31,4,7
605204,2025,32,5,8
605218,2015,24,3,1
605218,2016,25,2,2
605218,2017,26,1,3
605222,2016,26,1,1
605227,2015,26,1,1
605227,2016,27,0,2
605227,2017,28,1,3
605228,2015,23,4,1
605228,2016,24,3,2
605232,2015,22,5,1
605232,2016,23,4,2
605232,2017,24,3,3
605232,2018,25,2,4
605233,2017,24,3,1
605233,2018,25,2,2
605233,2019,26,1,3
605233,2021,28,1,4
605242,2016,23,4,1
605242,2017,24,3,2
605242,2018,25,2,3
605242,2023,30,3,4
605244,2018,25,2,1
605244,2019,26,1,2
605244,2021,28,1,3
605244,2022,29,2,4
605244,2024,31,4,5
605244,2025,32,5,6
605244,2026,33,6,7
605253,2015,24,3,1
605253,2016,25,2,2
