pitcher,ptg,pitches,total,mix_pct,player_name
682243,SP,289,1543,18.7,
682243,SI,255,1543,16.5,
682243,SL,184,1543,11.9,
682243,CB,166,1543,10.8,
682243,CT,17,1543,1.1,
682243,OTHER,1,1543,0.1,
682254,FB,724,1093,66.2,Mason Montgomery
682254,SL,322,1093,29.5,Mason Montgomery
682254,CB,43,1093,3.9,Mason Montgomery
682254,CH,2,1093,0.2,Mason Montgomery
682254,SI,2,1093,0.2,Mason Montgomery
682274,FB,132,361,36.6,
682274,SP,127,361,35.2,
682274,SL,100,361,27.7,
682274,SI,2,361,0.6,
682610,SL,116,341,34.0,
682610,CT,83,341,24.3,
682610,FB,67,341,19.6,
682610,SI,63,341,18.5,
682610,CH,12,341,3.5,
682790,FB,206,368,56.0,
682790,SL,105,368,28.5,
682790,CH,57,368,15.5,
682825,SI,336,473,71.0,
682825,SL,126,473,26.6,
682825,FB,11,473,2.3,
682842,SI,726,1367,53.1,
682842,SL,616,1367,45.1,
682842,FB,25,1367,1.8,
682847,FB,441,1501,29.4,
682847,SL,389,1501,25.9,
682847,SI,293,1501,19.5,
682847,CH,194,1501,12.9,
682847,CT,184,1501,12.3,
682989,SI,153,314,48.7,
682989,SL,144,314,45.9,
682989,CH,12,314,3.8,
682989,SP,5,314,1.6,
682990,SI,1029,2468,41.7,
682990,SL,664,2468,26.9,
682990,CT,508,2468,20.6,
682990,CB,230,2468,9.3,
682990,CH,37,2468,1.5,
682995,FB,105,278,37.8,
682995,SL,72,278,25.9,
682995,SI,60,278,21.6,
682995,SP,25,278,9.0,
682995,CH,16,278,5.8,
683004,FB,1269,3236,39.2,"Leiter, Jack"
683004,SL,716,3236,22.1,"Leiter, Jack"
683004,CH,561,3236,17.3,"Leiter, Jack"
683004,SI,341,3236,10.5,"Leiter, Jack"
683004,CB,292,3236,9.0,"Leiter, Jack"
683004,CT,56,3236,1.7,"Leiter, Jack"
683004,OTHER,1,3236,0.0,"Leiter, Jack"
683175,FB,349,719,48.5,
683175,SL,347,719,48.3,
683175,CB,23,719,3.2,
683232,FB,531,1047,50.7,
683232,SL,415,1047,39.6,
683232,CB,55,1047,5.3,
683232,CH,29,1047,2.8,
683232,SI,17,1047,1.6,
683409,FB,485,1082,44.8,
683409,CH,402,1082,37.2,
683409,SL,195,1082,18.0,
683618,FB,142,451,31.5,
683618,SI,126,451,27.9,
683618,SL,82,451,18.2,
683618,CT,71,451,15.7,
683618,CB,30,451,6.7,
683627,FB,281,634,44.3,
683627,CH,116,634,18.3,
683627,CB,100,634,15.8,
683627,SL,87,634,13.7,
683627,SI,29,634,4.6,
683627,CT,21,634,3.3,
683742,FB,94,200,47.0,
683742,SL,82,200,41.0,
683742,CH,24,200,12.0,
683769,SL,639,1170,54.6,
683769,FB,378,1170,32.3,
683769,CH,139,1170,11.9,
683769,SP,14,1170,1.2,
684007,FB,1299,2752,47.2,"Imanaga, Shota"
684007,SP,880,2752,32.0,"Imanaga, Shota"
684007,SL,460,2752,16.7,"Imanaga, Shota"
684007,SI,65,2752,2.4,"Imanaga, Shota"
684007,CB,48,2752,1.7,"Imanaga, Shota"
684320,SL,478,1159,41.2,
684320,FB,473,1159,40.8,
684320,SP,138,1159,11.9,
684320,SI,69,1159,6.0,
684320,OTHER,1,1159,0.1,
685005,SI,74,219,33.8,
685005,SL,74,219,33.8,
685005,FB,54,219,24.7,
685005,CH,17,219,7.8,
685107,SL,245,481,50.9,
685107,FB,146,481,30.4,
685107,SI,56,481,11.6,
685107,CH,34,481,7.1,
685126,SL,444,1265,35.1,
685126,FB,404,1265,31.9,
685126,CH,373,1265,29.5,
685126,SI,44,1265,3.5,
685299,FB,739,1479,50.0,
685299,SL,385,1479,26.0,
685299,CH,302,1479,20.4,
685299,CB,30,1479,2.0,
685299,SI,23,1479,1.6,
685314,SI,195,427,45.7,
685314,CB,191,427,44.7,
685314,FB,41,427,9.6,
685326,FB,286,502,57.0,
685326,SL,97,502,19.3,
685326,CB,90,502,17.9,
685326,CH,28,502,5.6,
685326,OTHER,1,502,0.2,
685801,FB,187,391,47.8,
685801,SL,172,391,44.0,
685801,CB,14,391,3.6,
685801,SI,9,391,2.3,
685801,SP,8,391,2.0,
685801,OTHER,1,391,0.3,
686218,FB,749,1679,44.6,"Sheehan, Emmet"
686218,SL,524,1679,31.2,"Sheehan, Emmet"
686218,CH,283,1679,16.9,"Sheehan, Emmet"
686218,CB,123,1679,7.3,"Sheehan, Emmet"
686228,CT,73,220,33.2,
686228,SI,72,220,32.7,
686228,SL,70,220,31.8,
686228,CH,5,220,2.3,
686563,CT,418,1807,23.1,
686563,SI,393,1807,21.7,
686563,CH,384,1807,21.3,
686563,FB,333,1807,18.4,
686563,SL,279,1807,15.4,
686580,CT,201,555,36.2,
686580,FB,192,555,34.6,
686580,CB,91,555,16.4,
686580,SL,71,555,12.8,
686613,FB,1170,3142,37.2,
686613,SI,727,3142,23.1,
686613,CB,570,3142,18.1,
686613,CH,368,3142,11.7,
686613,SL,265,3142,8.4,
686613,CT,42,3142,1.3,
686642,FB,168,329,51.1,
686642,SL,85,329,25.8,
686642,SI,49,329,14.9,
686642,CH,24,329,7.3,
686642,CT,3,329,0.9,
686701,SL,559,1312,42.6,
686701,FB,558,1312,42.5,
686701,CH,99,1312,7.5,
686701,SI,86,1312,6.6,
686701,CB,10,1312,0.8,
686730,SL,56,245,22.9,
686730,CH,55,245,22.4,
686730,SI,53,245,21.6,
686730,CT,46,245,18.8,
686730,FB,35,245,14.3,
686751,FB,150,304,49.3,
686751,SL,103,304,33.9,
686751,CB,25,304,8.2,
686751,SP,20,304,6.6,
686751,SI,6,304,2.0,
686752,FB,1213,2699,44.9,
686752,CH,676,2699,25.0,
686752,SL,479,2699,17.7,
686752,CT,171,2699,6.3,
686752,CB,89,2699,3.3,
686752,SI,70,2699,2.6,
686752,OTHER,1,2699,0.0,
686790,SL,107,212,50.5,
686790,SI,82,212,38.7,
686790,CH,12,212,5.7,
686790,CT,11,212,5.2,
686799,SI,1129,2519,44.8,"Kochanowicz, Jack"
686799,SL,503,2519,20.0,"Kochanowicz, Jack"
686799,FB,471,2519,18.7,"Kochanowicz, Jack"
686799,CH,415,2519,16.5,"Kochanowicz, Jack"
686799,OTHER,1,2519,0.0,"Kochanowicz, Jack"
686826,FB,158,409,38.6,
686826,CH,87,409,21.3,
686826,SL,86,409,21.0,
686826,SI,43,409,10.5,
686826,CB,19,409,4.6,
686826,CT,16,409,3.9,
686930,FB,246,474,51.9,
686930,SL,112,474,23.6,
686930,CB,71,474,15.0,
686930,CH,45,474,9.5,
686973,FB,617,1361,45.3,
686973,CB,488,1361,35.9,
686973,SL,102,1361,7.5,
686973,CH,83,1361,6.1,
686973,SI,71,1361,5.2,
686993,FB,693,1399,49.5,
686993,CT,449,1399,32.1,
686993,SL,256,1399,18.3,
686993,OTHER,1,1399,0.1,
687064,FB,493,1181,41.7,"Young, Brandon"
687064,SP,221,1181,18.7,"Young, Brandon"
687064,CB,158,1181,13.4,"Young, Brandon"
687064,SL,141,1181,11.9,"Young, Brandon"
687064,CT,86,1181,7.3,"Young, Brandon"
687064,CH,43,1181,3.6,"Young, Brandon"
687064,SI,38,1181,3.2,"Young, Brandon"
687064,OTHER,1,1181,0.1,"Young, Brandon"
687075,SI,221,744,29.7,"Sproat, Brandon"
687075,CT,126,744,16.9,"Sproat, Brandon"
687075,SL,120,744,16.1,"Sproat, Brandon"
687075,CB,111,744,14.9,"Sproat, Brandon"
687075,FB,93,744,12.5,"Sproat, Brandon"
687075,CH,73,744,9.8,"Sproat, Brandon"
687134,FB,479,1033,46.4,
687134,SL,160,1033,15.5,
687134,SP,157,1033,15.2,
687134,CB,135,1033,13.1,
687134,CT,102,1033,9.9,
687209,FB,118,207,57.0,
687209,SL,48,207,23.2,
687209,CT,41,207,19.8,
687223,FB,370,705,52.5,
687223,SL,222,705,31.5,
687223,CT,88,705,12.5,
687223,CH,25,705,3.5,
687330,SI,461,799,57.7,
687330,SL,151,799,18.9,
687330,CT,78,799,9.8,
687330,FB,62,799,7.8,
687330,CH,47,799,5.9,
687362,SL,139,471,29.5,
687362,FB,137,471,29.1,
687362,CT,117,471,24.8,
687362,CH,73,471,15.5,
687362,CB,5,471,1.1,
687377,FB,196,543,36.1,
687377,SL,134,543,24.7,
687377,CH,111,543,20.4,
687377,SI,102,543,18.8,
687396,FB,353,618,57.1,
687396,SL,177,618,28.6,
687396,SP,51,618,8.3,
687396,SI,37,618,6.0,
687473,FB,773,1772,43.6,
687473,CB,263,1772,14.8,
687473,CT,195,1772,11.0,
687473,SI,188,1772,10.6,
687473,SL,185,1772,10.4,
687473,CH,168,1772,9.5,
687570,SL,102,257,39.7,"Prielipp, Connor"
687570,FB,86,257,33.5,"Prielipp, Connor"
687570,CH,36,257,14.0,"Prielipp, Connor"
687570,CB,25,257,9.7,"Prielipp, Connor"
687570,SI,8,257,3.1,"Prielipp, Connor"
687606,FB,222,630,35.2,
687606,CT,214,630,34.0,
687606,CH,126,630,20.0,
687606,SL,68,630,10.8,
687765,CT,642,1438,44.6,
687765,SL,378,1438,26.3,
687765,CB,249,1438,17.3,
687765,SI,145,1438,10.1,
687765,CH,23,1438,1.6,
687765,OTHER,1,1438,0.1,
687830,FB,131,463,28.3,
687830,SL,99,463,21.4,
687830,CH,98,463,21.2,
687830,SI,85,463,18.4,
687830,CT,50,463,10.8,
687849,SL,155,389,39.8,
687849,FB,129,389,33.2,
687849,CB,87,389,22.4,
687849,SI,18,389,4.6,
687863,FB,307,609,50.4,
687863,SL,299,609,49.1,
687863,SP,3,609,0.5,
687888,CT,223,814,27.4,
687888,SL,183,814,22.5,
687888,FB,157,814,19.3,
687888,CH,149,814,18.3,
687888,SI,102,814,12.5,
687911,FB,779,1272,61.2,
687911,SL,388,1272,30.5,
687911,SI,84,1272,6.6,
687911,CH,19,1272,1.5,
687911,CB,2,1272,0.2,
687922,FB,218,438,49.8,
687922,SL,96,438,21.9,
687922,CH,92,438,21.0,
687922,CT,32,438,7.3,
687931,FB,195,408,47.8,
687931,CH,152,408,37.3,
687931,SL,57,408,14.0,
687931,CB,4,408,1.0,
688138,CT,356,1338,26.6,
688138,SL,315,1338,23.5,
688138,SI,226,1338,16.9,
688138,CH,163,1338,12.2,
688138,FB,147,1338,11.0,
688138,CB,131,1338,9.8,
688158,FB,349,1025,34.0,
688158,CB,260,1025,25.4,
688158,SI,255,1025,24.9,
688158,SL,160,1025,15.6,
688158,CH,1,1025,0.1,
688297,SI,226,491,46.0,
688297,FB,143,491,29.1,
688297,CT,122,491,24.8,
688497,FB,192,364,52.7,
688497,SP,86,364,23.6,
688497,SL,50,364,13.7,
688497,CB,36,364,9.9,
688642,CT,251,861,29.2,
688642,FB,241,861,28.0,
688642,SL,191,861,22.2,
688642,SP,140,861,16.3,
688642,SI,34,861,3.9,
688642,CB,4,861,0.5,
688883,FB,153,280,54.6,
688883,CB,63,280,22.5,
688883,SL,59,280,21.1,
688883,CH,5,280,1.8,
689017,FB,361,743,48.6,
689017,CH,194,743,26.1,
689017,CB,97,743,13.1,
689017,SL,91,743,12.2,
689147,SL,602,1289,46.7,
689147,FB,427,1289,33.1,
689147,SI,250,1289,19.4,
689147,SP,10,1289,0.8,
689225,FB,197,405,48.6,
689225,CH,100,405,24.7,
689225,SI,67,405,16.5,
689225,SL,41,405,10.1,
689254,CT,624,1089,57.3,
689254,SL,452,1089,41.5,
689254,CH,12,1089,1.1,
689254,SI,1,1089,0.1,
689266,CT,304,586,51.9,
689266,SI,221,586,37.7,
689266,SL,48,586,8.2,
689266,CH,13,586,2.2,
689296,SL,80,235,34.0,
689296,FB,54,235,23.0,
689296,CH,50,235,21.3,
689296,SI,48,235,20.4,
689296,CT,3,235,1.3,
689690,FB,266,620,42.9,
689690,CH,204,620,32.9,
689690,SI,86,620,13.9,
689690,SL,64,620,10.3,
690544,FB,73,224,32.6,
690544,SL,73,224,32.6,
690544,SI,44,224,19.6,
690544,CT,34,224,15.2,
690916,FB,285,735,38.8,
690916,SL,284,735,38.6,
690916,CB,81,735,11.0,
690916,SI,66,735,9.0,
690916,CH,19,735,2.6,
690925,FB,352,646,54.5,
690925,SL,294,646,45.5,
690928,FB,404,1010,40.0,
690928,SL,376,1010,37.2,
690928,CB,119,1010,11.8,
690928,SP,90,1010,8.9,
690928,SI,21,1010,2.1,
690953,FB,456,1077,42.3,"Abel, Mick"
690953,CB,197,1077,18.3,"Abel, Mick"
690953,SL,191,1077,17.7,"Abel, Mick"
690953,CH,126,1077,11.7,"Abel, Mick"
690953,SI,107,1077,9.9,"Abel, Mick"
690986,FB,648,1107,58.5,"Harrison, Kyle"
690986,SL,298,1107,26.9,"Harrison, Kyle"
690986,CH,117,1107,10.6,"Harrison, Kyle"
690986,CT,22,1107,2.0,"Harrison, Kyle"
690986,SI,21,1107,1.9,"Harrison, Kyle"
690986,OTHER,1,1107,0.1,"Harrison, Kyle"
690990,FB,945,1880,50.3,Cade Horton
690990,SL,400,1880,21.3,Cade Horton
690990,CH,247,1880,13.1,Cade Horton
690990,CB,183,1880,9.7,Cade Horton
690990,SI,105,1880,5.6,Cade Horton
690997,SI,440,1379,31.9,"McLean, Nolan"
690997,SL,284,1379,20.6,"McLean, Nolan"
690997,FB,211,1379,15.3,"McLean, Nolan"
690997,CB,196,1379,14.2,"McLean, Nolan"
690997,CH,129,1379,9.4,"McLean, Nolan"
690997,CT,118,1379,8.6,"McLean, Nolan"
690997,OTHER,1,1379,0.1,"McLean, Nolan"
691251,FB,116,255,45.5,
691251,SL,83,255,32.5,
691251,SI,41,255,16.1,
691251,SP,15,255,5.9,
691587,FB,1186,2295,51.7,"Pérez, Eury"
691587,SL,688,2295,30.0,"Pérez, Eury"
691587,CB,196,2295,8.5,"Pérez, Eury"
691587,CH,192,2295,8.4,"Pérez, Eury"
691587,CT,16,2295,0.7,"Pérez, Eury"
691587,SI,17,2295,0.7,"Pérez, Eury"
691725,FB,204,533,38.3,"Painter, Andrew"
691725,SL,138,533,25.9,"Painter, Andrew"
691725,SI,67,533,12.6,"Painter, Andrew"
691725,CB,64,533,12.0,"Painter, Andrew"
691725,SP,60,533,11.3,"Painter, Andrew"
691799,FB,510,917,55.6,"Taylor, Grant"
691799,CB,197,917,21.5,"Taylor, Grant"
691799,CT,106,917,11.6,"Taylor, Grant"
691799,SL,88,917,9.6,"Taylor, Grant"
691799,SI,16,917,1.7,"Taylor, Grant"
691951,FB,153,336,45.5,
691951,CH,81,336,24.1,
691951,SL,65,336,19.3,
691951,CB,37,336,11.0,
692230,CH,74,275,26.9,
692230,FB,68,275,24.7,
692230,CT,66,275,24.0,
692230,SL,41,275,14.9,
692230,CB,14,275,5.1,
692230,SI,12,275,4.4,
692285,SL,167,289,57.8,
692285,FB,107,289,37.0,
692285,CH,14,289,4.8,
692285,OTHER,1,289,0.3,
693312,FB,426,850,50.1,
693312,SL,240,850,28.2,
693312,CB,177,850,20.8,
693312,SI,6,850,0.7,
693312,CH,1,850,0.1,
693313,SI,263,621,42.4,
693313,FB,136,621,21.9,
693313,SL,131,621,21.1,
693313,CT,62,621,10.0,
693313,CB,29,621,4.7,
693433,FB,1562,3281,47.6,"Woo, Bryan"
693433,SI,813,3281,24.8,"Woo, Bryan"
693433,SL,683,3281,20.8,"Woo, Bryan"
693433,CH,223,3281,6.8,"Woo, Bryan"
693645,FB,959,1850,51.8,"Schlittler, Cam"
693645,CT,396,1850,21.4,"Schlittler, Cam"
693645,CB,235,1850,12.7,"Schlittler, Cam"
693645,SI,200,1850,10.8,"Schlittler, Cam"
693645,SL,60,1850,3.2,"Schlittler, Cam"
693686,SI,86,263,32.7,
693686,FB,64,263,24.3,
693686,SL,61,263,23.2,
693686,CB,52,263,19.8,
693821,SI,1197,3121,38.4,"Elder, Bryce"
693821,SL,1078,3121,34.5,"Elder, Bryce"
693821,FB,453,3121,14.5,"Elder, Bryce"
693821,CH,322,3121,10.3,"Elder, Bryce"
693821,CT,71,3121,2.3,"Elder, Bryce"
693855,CH,397,1250,31.8,
693855,FB,367,1250,29.4,
693855,CT,226,1250,18.1,
693855,SL,139,1250,11.1,
693855,SI,105,1250,8.4,
693855,CB,16,1250,1.3,
694037,FB,652,912,71.5,
694037,SL,203,912,22.3,
694037,SP,51,912,5.6,
694037,CB,3,912,0.3,
694037,SI,3,912,0.3,
694297,SI,781,3392,23.0,"Pfaadt, Brandon"
694297,FB,764,3392,22.5,"Pfaadt, Brandon"
694297,SL,617,3392,18.2,"Pfaadt, Brandon"
694297,CH,505,3392,14.9,"Pfaadt, Brandon"
694297,CB,390,3392,11.5,"Pfaadt, Brandon"
694297,CT,333,3392,9.8,"Pfaadt, Brandon"
694297,OTHER,2,3392,0.1,"Pfaadt, Brandon"
694335,SI,628,1297,48.4,
694335,SL,423,1297,32.6,
694335,CT,233,1297,18.0,
694335,FB,13,1297,1.0,
694350,FB,245,459,53.4,
694350,CB,112,459,24.4,
694350,CH,102,459,22.2,
694361,FB,291,544,53.5,
694361,CB,117,544,21.5,
694361,SL,87,544,16.0,
694361,CT,49,544,9.0,
694363,FB,122,361,33.8,
694363,CH,117,361,32.4,
694363,SL,91,361,25.2,
694363,SI,17,361,4.7,
694363,CT,14,361,3.9,
694462,SP,279,862,32.4,
694462,CT,188,862,21.8,
694462,SI,162,862,18.8,
694462,CB,113,862,13.1,
694462,SL,100,862,11.6,
694462,FB,20,862,2.3,
694477,CT,1008,2479,40.7,"Patrick, Chad"
694477,FB,565,2479,22.8,"Patrick, Chad"
694477,SI,557,2479,22.5,"Patrick, Chad"
694477,SL,211,2479,8.5,"Patrick, Chad"
694477,CH,138,2479,5.6,"Patrick, Chad"
694738,SI,994,2511,39.6,"Roupp, Landen"
694738,CB,850,2511,33.9,"Roupp, Landen"
694738,CH,436,2511,17.4,"Roupp, Landen"
694738,CT,206,2511,8.2,"Roupp, Landen"
694738,FB,25,2511,1.0,"Roupp, Landen"
694819,FB,1034,1802,57.4,"Misiorowski, Jacob"
694819,SL,425,1802,23.6,"Misiorowski, Jacob"
694819,CB,260,1802,14.4,"Misiorowski, Jacob"
694819,CH,83,1802,4.6,"Misiorowski, Jacob"
694851,FB,220,475,46.3,
694851,CH,181,475,38.1,
694851,SL,67,475,14.1,
694851,CB,6,475,1.3,
694851,OTHER,1,475,0.2,
694918,SL,206,491,42.0,
694918,FB,196,491,39.9,
694918,SI,72,491,14.7,
694918,CH,15,491,3.1,
694918,CB,2,491,0.4,
694973,FB,1359,3545,38.3,"Skenes, Paul"
694973,SL,730,3545,20.6,"Skenes, Paul"
694973,SP,476,3545,13.4,"Skenes, Paul"
694973,CH,428,3545,12.1,"Skenes, Paul"
694973,SI,398,3545,11.2,"Skenes, Paul"
694973,CB,154,3545,4.3,"Skenes, Paul"
695076,SI,181,592,30.6,"Lowder, Rhett"
695076,SL,147,592,24.8,"Lowder, Rhett"
695076,FB,141,592,23.8,"Lowder, Rhett"
695076,CH,123,592,20.8,"Lowder, Rhett"
695243,FB,602,1202,50.1,
695243,SL,562,1202,46.8,
695243,CH,28,1202,2.3,
695243,CT,7,1202,0.6,
695243,SI,3,1202,0.2,
695418,FB,1183,2536,46.6,
695418,SL,560,2536,22.1,
695418,SI,479,2536,18.9,
695418,CH,313,2536,12.3,
695418,OTHER,1,2536,0.0,
695445,SI,237,621,38.2,
695445,SL,218,621,35.1,
695445,FB,129,621,20.8,
695445,CH,37,621,6.0,
695505,FB,788,1397,56.4,"Burns, Chase"
695505,SL,498,1397,35.6,"Burns, Chase"
695505,CH,84,1397,6.0,"Burns, Chase"
695505,CB,13,1397,0.9,"Burns, Chase"
695505,SI,8,1397,0.6,"Burns, Chase"
695505,CT,5,1397,0.4,"Burns, Chase"
695505,OTHER,1,1397,0.1,"Burns, Chase"
695549,FB,272,877,31.0,
695549,SL,272,877,31.0,
695549,CH,148,877,16.9,
695549,SI,116,877,13.2,
695549,CB,69,877,7.9,
696136,FB,86,217,39.6,
696136,SL,54,217,24.9,
696136,CH,53,217,24.4,
696136,SI,22,217,10.1,
696136,CB,2,217,0.9,
696147,SL,338,602,56.1,
696147,SI,197,602,32.7,
696147,CH,60,602,10.0,
696147,FB,6,602,1.0,
696147,OTHER,1,602,0.2,
696149,FB,530,969,54.7,"Chandler, Bubba"
696149,CH,199,969,20.5,"Chandler, Bubba"
696149,SL,199,969,20.5,"Chandler, Bubba"
696149,CB,38,969,3.9,"Chandler, Bubba"
696149,SI,2,969,0.2,"Chandler, Bubba"
696149,OTHER,1,969,0.1,"Chandler, Bubba"
696270,CT,147,354,41.5,
696270,SL,89,354,25.1,
696270,SI,73,354,20.6,
696270,SP,43,354,12.1,
696270,FB,2,354,0.6,
699134,CH,131,371,35.3,
699134,FB,101,371,27.2,
699134,SI,97,371,26.1,
699134,CT,42,371,11.3,
700241,FB,530,2080,25.5,"McGreevy, Michael"
700241,SI,422,2080,20.3,"McGreevy, Michael"
700241,SL,382,2080,18.4,"McGreevy, Michael"
700241,CH,277,2080,13.3,"McGreevy, Michael"
700241,CB,248,2080,11.9,"McGreevy, Michael"
700241,CT,221,2080,10.6,"McGreevy, Michael"
700249,FB,833,2232,37.3,Cade Povich
700249,CB,492,2232,22.0,Cade Povich
700249,CH,319,2232,14.3,Cade Povich
700249,SL,286,2232,12.8,Cade Povich
700249,SI,269,2232,12.1,Cade Povich
700249,CT,33,2232,1.5,Cade Povich
700363,FB,332,711,46.7,
700363,SP,241,711,33.9,
700363,CB,108,711,15.2,
700363,SL,30,711,4.2,
700669,FB,434,1000,43.4,
700669,SL,258,1000,25.8,
700669,CB,236,1000,23.6,
700669,CH,47,1000,4.7,
700669,SI,25,1000,2.5,
700712,SI,91,303,30.0,"Ureña, Walbert"
700712,CH,88,303,29.0,"Ureña, Walbert"
700712,FB,81,303,26.7,"Ureña, Walbert"
700712,SL,42,303,13.9,"Ureña, Walbert"
700712,OTHER,1,303,0.3,"Ureña, Walbert"
701487,FB,238,544,43.8,
701487,CH,205,544,37.7,
701487,CT,64,544,11.8,
701487,CB,32,544,5.9,
701487,OTHER,5,544,0.9,
701519,FB,195,663,29.4,
701519,SL,133,663,20.1,
701519,CT,123,663,18.6,
701519,CH,111,663,16.7,
701519,SI,74,663,11.2,
701519,CB,27,663,4.1,
701542,FB,1417,3418,41.5,"Warren, Will"
701542,SI,742,3418,21.7,"Warren, Will"
701542,SL,723,3418,21.2,"Warren, Will"
701542,CH,318,3418,9.3,"Warren, Will"
701542,CB,218,3418,6.4,"Warren, Will"
701552,SL,334,526,63.5,
701552,FB,146,526,27.8,
701552,CH,25,526,4.8,
701552,SI,21,526,4.0,
701581,FB,278,882,31.5,
701581,CH,256,882,29.0,
701581,SL,236,882,26.8,
701581,SI,112,882,12.7,
701656,FB,253,521,48.6,Logan Henderson
701656,CH,194,521,37.2,Logan Henderson
701656,CT,51,521,9.8,Logan Henderson
701656,SL,23,521,4.4,Logan Henderson
702056,FB,193,395,48.9,Trey Yesavage
702056,SP,120,395,30.4,Trey Yesavage
702056,SL,82,395,20.8,Trey Yesavage
702070,FB,730,2669,27.4,"Cameron, Noah"
702070,CT,571,2669,21.4,"Cameron, Noah"
702070,CH,503,2669,18.8,"Cameron, Noah"
702070,CB,500,2669,18.7,"Cameron, Noah"
702070,SL,364,2669,13.6,"Cameron, Noah"
702070,SI,1,2669,0.0,"Cameron, Noah"
702193,FB,96,267,36.0,
702193,SL,61,267,22.8,
702193,CT,42,267,15.7,
702193,SI,35,267,13.1,
702193,CH,18,267,6.7,
702193,CB,15,267,5.6,
702273,FB,105,336,31.2,"Schultz, Noah"
702273,SL,78,336,23.2,"Schultz, Noah"
702273,SI,72,336,21.4,"Schultz, Noah"
702273,CT,57,336,17.0,"Schultz, Noah"
702273,CH,24,336,7.1,"Schultz, Noah"
702352,SI,486,1294,37.6,
702352,CT,352,1294,27.2,
702352,CH,198,1294,15.3,
702352,SL,177,1294,13.7,
702352,FB,81,1294,6.3,
702674,FB,253,562,45.0,
702674,SL,155,562,27.6,
702674,CH,109,562,19.4,
702674,CB,45,562,8.0,
702795,FB,107,231,46.3,
702795,SL,73,231,31.6,
702795,CH,39,231,16.9,
702795,SI,12,231,5.2,
800048,FB,423,1246,33.9,"Messick, Parker"
800048,CH,287,1246,23.0,"Messick, Parker"
800048,SL,161,1246,12.9,"Messick, Parker"
800048,SI,158,1246,12.7,"Messick, Parker"
800048,CB,146,1246,11.7,"Messick, Parker"
800048,CT,71,1246,5.7,"Messick, Parker"
800049,SL,200,489,40.9,
800049,FB,117,489,23.9,
800049,SI,78,489,16.0,
800049,CB,53,489,10.8,
800049,CH,41,489,8.4,
800311,FB,284,468,60.7,
800311,SL,119,468,25.4,
800311,CB,35,468,7.5,
800311,SP,30,468,6.4,
801139,FB,278,465,59.8,Payton Tolle
801139,CT,62,465,13.3,Payton Tolle
801139,CB,36,465,7.7,Payton Tolle
801139,SI,36,465,7.7,Payton Tolle
801139,SL,29,465,6.2,Payton Tolle
801139,CH,24,465,5.2,Payton Tolle
801403,FB,1098,2404,45.7,"Dollander, Chase"
801403,CB,428,2404,17.8,"Dollander, Chase"
801403,SL,344,2404,14.3,"Dollander, Chase"
801403,SI,322,2404,13.4,"Dollander, Chase"
801403,CH,212,2404,8.8,"Dollander, Chase"
802419,FB,81,200,40.5,
802419,SP,47,200,23.5,
802419,SL,39,200,19.5,
802419,CT,20,200,10.0,
802419,SI,13,200,6.5,
804636,FB,213,371,57.4,
804636,CH,102,371,27.5,
804636,CB,46,371,12.4,
804636,SL,10,371,2.7,
805123,FB,449,900,49.9,
805123,CH,201,900,22.3,
805123,SL,198,900,22.0,
805123,CB,26,900,2.9,
805123,CT,26,900,2.9,
805299,SI,155,297,52.2,
805299,SL,136,297,45.8,
805299,CH,6,297,2.0,
805673,FB,557,1353,41.2,
805673,SL,337,1353,24.9,
805673,CT,179,1353,13.2,
805673,CH,143,1353,10.6,
805673,CB,79,1353,5.8,
805673,SI,58,1353,4.3,
806185,FB,527,1194,44.1,
806185,SL,311,1194,26.0,
806185,CH,201,1194,16.8,
806185,CB,155,1194,13.0,
806188,CB,269,958,28.1,
806188,SL,238,958,24.8,
806188,SI,228,958,23.8,
806188,CH,137,958,14.3,
806188,FB,86,958,9.0,
806960,FB,509,1033,49.3,Luis Morales
806960,SL,347,1033,33.6,Luis Morales
806960,CH,133,1033,12.9,Luis Morales
806960,SI,44,1033,4.3,Luis Morales
808963,FB,502,1108,45.3,"Sasaki, Roki"
808963,SP,397,1108,35.8,"Sasaki, Roki"
808963,SL,207,1108,18.7,"Sasaki, Roki"
808963,SI,2,1108,0.2,"Sasaki, Roki"
808967,FB,1097,3288,33.4,"Yamamoto, Yoshinobu"
808967,SP,854,3288,26.0,"Yamamoto, Yoshinobu"
808967,CB,553,3288,16.8,"Yamamoto, Yoshinobu"
808967,CT,412,3288,12.5,"Yamamoto, Yoshinobu"
808967,SI,260,3288,7.9,"Yamamoto, Yoshinobu"
808967,SL,112,3288,3.4,"Yamamoto, Yoshinobu"
813349,FB,303,939,32.3,"Early, Connelly"
813349,CH,191,939,20.3,"Early, Connelly"
813349,SL,150,939,16.0,"Early, Connelly"
813349,SI,149,939,15.9,"Early, Connelly"
813349,CB,146,939,15.5,"Early, Connelly"
815083,FB,267,551,48.5,
815083,CH,152,551,27.6,
815083,SL,110,551,20.0,
815083,CT,22,551,4.0,
820862,SL,352,700,50.3,
820862,FB,320,700,45.7,
820862,SI,24,700,3.4,
820862,CH,4,700,0.6,
829272,FB,261,674,38.7,
829272,CH,150,674,22.3,
829272,CB,129,674,19.1,
829272,SL,128,674,19.0,
829272,SI,6,674,0.9,
837227,FB,98,205,47.8,
837227,SL,88,205,42.9,
837227,SP,7,205,3.4,
