mlbam,player_name,role,own,our_total,our_vol,our_rate,cons_mean,cons_std,n_sys,systems,cons_vol,cons_rate,diff,z,vol_ratio,rate_ratio,vol_share,decomp,flag,fg_team,team_games_remaining
662253,Andrés Muñoz,RP,opp:Boone's Bad Bu,104.3,,,115.642,28.578,4,ATC+FG-DC+ZiPS+Steamer,,,-11.342,-0.937,,,,n/a,,SEA,64.8
664126,Pete Fairbanks,RP,opp:Team Solomon,138.1,,,100.3,30.324,4,ATC+FG-DC+ZiPS+Steamer,,,37.8,1.579,,,,n/a,,MIA,64.8
682842,Abner Uribe,RP,opp:Boone's Bad Bu,93.4,,,89.901,11.833,4,ATC+FG-DC+ZiPS+Steamer,,,3.499,-0.177,,,,n/a,,MIL,64.8
642397,Gregory Soto,RP,opp:U Just Lost To,84.4,,,87.576,24.255,4,ATC+FG-DC+ZiPS+Steamer,,,-3.176,-0.519,,,,n/a,,PIT,64.8
670970,Adrian Morejon,RP,FA,85.5,,,84.423,7.688,4,ATC+FG-DC+ZiPS+Steamer,,,1.077,-0.302,,,,n/a,,SDP,64.8
687396,Brent Headrick,RP,FA,84.1,,,73.581,3.936,4,ATC+FG-DC+ZiPS+Steamer,,,10.519,0.182,,,,n/a,,NYY,64.8
670329,Rico Garcia,RP,opp:U Just Lost To,81.5,,,65.143,9.4,4,ATC+FG-DC+ZiPS+Steamer,,,16.357,0.481,,,,n/a,,BAL,64.8
676879,Aaron Ashby,RP,FA,81.0,,,82.285,2.704,4,ATC+FG-DC+ZiPS+Steamer,,,-1.285,-0.422,,,,n/a,,MIL,64.8
656848,Michael Petersen,RP,FA,79.8,,,67.152,12.569,4,ATC+FG-DC+ZiPS+Steamer,,,12.648,0.291,,,,n/a,,MIA,64.8
656794,Sean Newcomb,RP,FA,67.2,,,77.49,5.012,4,ATC+FG-DC+ZiPS+Steamer,,,-10.29,-0.884,,,,n/a,,CHW,64.8
656546,Jeff Hoffman,RP,FA,85.3,,,84.784,6.586,4,ATC+FG-DC+ZiPS+Steamer,,,0.516,-0.33,,,,n/a,,TOR,64.8
681911,Alex Vesia,RP,FA,85.1,,,78.101,9.948,4,ATC+FG-DC+ZiPS+Steamer,,,6.999,0.002,,,,n/a,,LAD,64.8
642207,Devin Williams,RP,opp:Late Night Bet,94.8,,,118.184,33.178,4,ATC+FG-DC+ZiPS+Steamer,,,-23.384,-1.554,,,,n/a,,NYM,64.8
676477,Garrett Whitlock,RP,opp:Boone's Bad Bu,92.7,,,83.819,5.454,4,ATC+FG-DC+ZiPS+Steamer,,,8.881,0.098,,,,n/a,,BOS,64.8
663158,Robert Suarez,RP,opp:Boone's Bad Bu,76.3,,,66.053,7.354,4,ATC+FG-DC+ZiPS+Steamer,,,10.247,0.168,,,,n/a,,ATL,64.8
660853,Enyel De Los Santos,RP,FA,90.8,,,55.698,1.946,4,ATC+FG-DC+ZiPS+Steamer,,,35.102,1.441,,,,n/a,,HOU,64.8
668873,Caleb Kilian,RP,FA,82.3,,,96.425,28.406,4,ATC+FG-DC+ZiPS+Steamer,,,-14.125,-1.08,,,,n/a,,SFG,64.8
687330,Kevin Kelly,RP,FA,49.1,,,68.674,7.53,4,ATC+FG-DC+ZiPS+Steamer,,,-19.574,-1.359,,,,n/a,,TBR,64.8
664854,Ryan Helsley,RP,FA,134.6,,,50.283,3.031,4,ATC+FG-DC+ZiPS+Steamer,,,84.317,3.96,,,,n/a,,BAL,64.8
672782,Yoendrys Gómez,RP,FA,59.1,,,95.451,23.818,4,ATC+FG-DC+ZiPS+Steamer,,,-36.351,-2.218,,,,n/a,,MIN,64.8
805123,AJ Blubaugh,RP,FA,69.6,,,63.927,13.068,4,ATC+FG-DC+ZiPS+Steamer,,,5.673,-0.066,,,,n/a,,HOU,64.8
687911,Bryan King,RP,FA,58.8,,,68.621,7.949,4,ATC+FG-DC+ZiPS+Steamer,,,-9.821,-0.859,,,,n/a,,HOU,64.8
666171,Ryan Zeferjahn,RP,FA,80.8,,,72.068,13.952,4,ATC+FG-DC+ZiPS+Steamer,,,8.732,0.09,,,,n/a,,LAA,64.8
663687,Hogan Harris,RP,FA,65.8,,,81.224,6.14,4,ATC+FG-DC+ZiPS+Steamer,,,-15.424,-1.146,,,,n/a,,ATH,64.8
678606,José A. Ferrer,RP,FA,82.7,,,79.728,7.935,4,ATC+FG-DC+ZiPS+Steamer,,,2.972,-0.204,,,,n/a,,SEA,64.8
669622,Anthony Bender,RP,FA,78.4,,,42.98,2.948,4,ATC+FG-DC+ZiPS+Steamer,,,35.42,1.457,,,,n/a,,MIA,64.8
643511,Tyler Rogers,RP,FA,61.8,,,68.33,9.599,4,ATC+FG-DC+ZiPS+Steamer,,,-6.53,-0.691,,,,n/a,,TOR,64.8
596001,Jakob Junis,RP,opp:2015 Draft Fir,71.3,,,67.587,6.649,4,ATC+FG-DC+ZiPS+Steamer,,,3.713,-0.167,,,,n/a,,TEX,64.8
445276,Kenley Jansen,RP,FA,92.8,,,89.462,35.328,4,ATC+FG-DC+ZiPS+Steamer,,,3.338,-0.186,,,,n/a,,DET,64.8
622554,Seranthony Domínguez,RP,opp:2015 Draft Fir,65.0,,,81.153,21.985,4,ATC+FG-DC+ZiPS+Steamer,,,-16.153,-1.184,,,,n/a,,CHW,64.8
683618,Edgardo Henriquez,RP,FA,76.7,,,63.469,14.798,4,ATC+FG-DC+ZiPS+Steamer,,,13.231,0.321,,,,n/a,,LAD,64.8
660825,Eduard Bazardo,RP,FA,59.2,,,70.046,1.781,4,ATC+FG-DC+ZiPS+Steamer,,,-10.846,-0.912,,,,n/a,,SEA,64.8
800311,Didier Fuentes,RP,FA,74.4,,,75.219,3.349,4,ATC+FG-DC+ZiPS+Steamer,,,-0.819,-0.399,,,,n/a,,ATL,64.8
657097,Jacob Webb,RP,FA,62.7,,,70.922,8.577,4,ATC+FG-DC+ZiPS+Steamer,,,-8.222,-0.778,,,,n/a,,CHC,64.8
668941,JoJo Romero,RP,FA,63.0,,,74.607,11.016,4,ATC+FG-DC+ZiPS+Steamer,,,-11.607,-0.951,,,,n/a,,STL,64.8
666661,Juan Morillo,RP,FA,72.5,,,59.332,9.181,4,ATC+FG-DC+ZiPS+Steamer,,,13.168,0.318,,,,n/a,,ARI,64.8
670990,Yohan Ramírez,RP,FA,64.8,,,69.57,11.668,4,ATC+FG-DC+ZiPS+Steamer,,,-4.77,-0.601,,,,n/a,,PIT,64.8
518585,Fernando Cruz,RP,FA,51.6,,,80.119,15.52,4,ATC+FG-DC+ZiPS+Steamer,,,-28.519,-1.817,,,,n/a,,NYY,64.8
689147,Orion Kerkering,RP,FA,71.5,,,69.074,7.068,4,ATC+FG-DC+ZiPS+Steamer,,,2.426,-0.232,,,,n/a,,PHI,64.8
670059,Colin Holderman,RP,FA,67.5,,,64.004,11.346,4,ATC+FG-DC+ZiPS+Steamer,,,3.496,-0.178,,,,n/a,,CLE,64.8
592094,Jason Adam,RP,FA,69.8,,,33.352,8.198,4,ATC+FG-DC+ZiPS+Steamer,,,36.448,1.509,,,,n/a,,SDP,64.8
686993,Justin Sterner,RP,FA,62.0,,,62.222,4.232,4,ATC+FG-DC+ZiPS+Steamer,,,-0.222,-0.368,,,,n/a,,ATH,64.8
621242,Edwin Díaz,RP,opp:Treasure Islan,161.9,,,79.388,17.194,4,ATC+FG-DC+ZiPS+Steamer,,,82.512,3.868,,,,n/a,,LAD,64.8
641745,Brad Keller,RP,FA,77.6,,,65.245,5.843,4,ATC+FG-DC+ZiPS+Steamer,,,12.355,0.276,,,,n/a,,PHI,64.8
683769,Hunter Gaddis,RP,FA,80.9,,,72.786,4.105,4,ATC+FG-DC+ZiPS+Steamer,,,8.114,0.059,,,,n/a,,CLE,64.8
681870,Erik Sabrowski,RP,FA,60.2,,,69.247,15.115,4,ATC+FG-DC+ZiPS+Steamer,,,-9.047,-0.82,,,,n/a,,CLE,64.8
805299,Brandyn Garcia,RP,FA,90.7,,,56.612,7.481,4,ATC+FG-DC+ZiPS+Steamer,,,34.088,1.389,,,,n/a,,ARI,64.8
663738,Daniel Lynch IV,RP,FA,56.8,,,66.565,1.275,4,ATC+FG-DC+ZiPS+Steamer,,,-9.765,-0.857,,,,n/a,,KCR,64.8
681982,Grant Anderson,RP,FA,78.0,,,59.264,2.874,4,ATC+FG-DC+ZiPS+Steamer,,,18.736,0.603,,,,n/a,,MIL,64.8
676263,Jack Dreyer,RP,FA,64.3,,,44.969,8.828,4,ATC+FG-DC+ZiPS+Steamer,,,19.331,0.633,,,,n/a,,LAD,64.8
666277,George Soriano,RP,FA,54.5,,,63.167,5.659,4,ATC+FG-DC+ZiPS+Steamer,,,-8.667,-0.8,,,,n/a,,STL,64.8
667463,John King,RP,FA,55.6,,,41.677,1.721,4,ATC+FG-DC+ZiPS+Steamer,,,13.923,0.356,,,,n/a,,MIA,64.8
668674,Lucas Erceg,RP,FA,65.3,,,70.131,19.362,4,ATC+FG-DC+ZiPS+Steamer,,,-4.831,-0.604,,,,n/a,,KCR,64.8
640448,Kyle Finnegan,RP,FA,57.4,,,64.657,12.802,4,ATC+FG-DC+ZiPS+Steamer,,,-7.257,-0.728,,,,n/a,,DET,64.8
689266,Dylan Dodd,RP,FA,80.6,,,59.18,2.29,4,ATC+FG-DC+ZiPS+Steamer,,,21.42,0.74,,,,n/a,,ATL,64.8
664076,Garrett Cleavinger,RP,FA,67.1,,,81.179,12.688,4,ATC+FG-DC+ZiPS+Steamer,,,-14.079,-1.077,,,,n/a,,TBR,64.8
641755,Tyler Kinley,RP,FA,76.0,,,64.894,7.661,4,ATC+FG-DC+ZiPS+Steamer,,,11.106,0.212,,,,n/a,,ATL,64.8
676775,Keaton Winn,RP,FA,66.2,,,54.735,3.082,4,ATC+FG-DC+ZiPS+Steamer,,,11.465,0.23,,,,n/a,,SFG,64.8
696147,Sam Bachman,RP,FA,56.1,,,60.714,14.626,4,ATC+FG-DC+ZiPS+Steamer,,,-4.614,-0.593,,,,n/a,,LAA,64.8
650556,Bryan Abreu,RP,FA,83.9,,,71.577,4.73,4,ATC+FG-DC+ZiPS+Steamer,,,12.323,0.274,,,,n/a,,HOU,64.8
675848,Juan Mejia,RP,FA,77.1,,,56.839,3.819,4,ATC+FG-DC+ZiPS+Steamer,,,20.261,0.681,,,,n/a,,COL,64.8
656464,Kevin Ginkel,RP,FA,57.2,,,66.914,12.33,4,ATC+FG-DC+ZiPS+Steamer,,,-9.714,-0.854,,,,n/a,,ARI,64.8
663574,Tony Santillan,RP,FA,65.6,,,36.768,6.926,4,ATC+FG-DC+ZiPS+Steamer,,,28.832,1.119,,,,n/a,,CIN,64.8
669165,Kyle Hurt,RP,FA,78.9,,,49.786,1.858,4,ATC+FG-DC+ZiPS+Steamer,,,29.114,1.134,,,,n/a,,LAD,64.8
690925,Clayton Beeter,RP,FA,53.9,,,105.615,32.548,4,ATC+FG-DC+ZiPS+Steamer,,,-51.715,-3.004,,,,n/a,,WSN,64.8
642528,Jonathan Loáisiga,RP,FA,57.6,,,61.037,15.03,4,ATC+FG-DC+ZiPS+Steamer,,,-3.437,-0.533,,,,n/a,,ARI,64.8
592773,Ryne Stanek,RP,FA,61.7,,,62.716,12.546,4,ATC+FG-DC+ZiPS+Steamer,,,-1.016,-0.409,,,,n/a,,STL,64.8
689296,Anthony Nunez,RP,FA,61.6,,,62.258,7.693,4,ATC+FG-DC+ZiPS+Steamer,,,-0.658,-0.39,,,,n/a,,BAL,64.8
681895,Evan Sisk,RP,FA,51.3,,,39.967,6.835,4,ATC+FG-DC+ZiPS+Steamer,,,11.333,0.224,,,,n/a,,PIT,64.8
682608,Peyton Gray,RP,FA,63.2,,,62.443,4.629,4,ATC+FG-DC+ZiPS+Steamer,,,0.757,-0.318,,,,n/a,,TEX,64.8
664141,JT Brubaker,RP,FA,51.4,,,58.388,7.276,4,ATC+FG-DC+ZiPS+Steamer,,,-6.988,-0.714,,,,n/a,,SFG,64.8
621237,José Alvarado,RP,FA,95.3,,,68.496,9.311,4,ATC+FG-DC+ZiPS+Steamer,,,26.804,1.016,,,,n/a,,PHI,64.8
643410,Mark Leiter Jr.,RP,FA,62.4,,,63.585,10.116,4,ATC+FG-DC+ZiPS+Steamer,,,-1.185,-0.417,,,,n/a,,ATH,64.8
641941,Emilio Pagán,RP,FA,103.2,,,102.074,38.599,4,ATC+FG-DC+ZiPS+Steamer,,,1.126,-0.299,,,,n/a,,CIN,64.8
594027,Tyron Guerrero,RP,FA,84.9,,,64.948,3.42,3,ATC+FG-DC+Steamer,,,19.952,0.665,,,,n/a,,BOS,64.8
670950,Trevor Richards,RP,FA,62.6,,,40.602,1.934,4,ATC+FG-DC+ZiPS+Steamer,,,21.998,0.77,,,,n/a,,CHW,64.8
548384,Brooks Raley,RP,FA,42.4,,,64.819,16.096,4,ATC+FG-DC+ZiPS+Steamer,,,-22.419,-1.504,,,,n/a,,NYM,64.8
656638,Alex Lange,RP,FA,61.9,,,84.599,30.41,4,ATC+FG-DC+ZiPS+Steamer,,,-22.699,-1.519,,,,n/a,,KCR,64.8
656271,Brock Burke,RP,FA,40.2,,,59.516,6.904,4,ATC+FG-DC+ZiPS+Steamer,,,-19.316,-1.346,,,,n/a,,CIN,64.8
680742,Jonathan Bowlan,RP,FA,65.8,,,61.733,2.621,4,ATC+FG-DC+ZiPS+Steamer,,,4.067,-0.148,,,,n/a,,PHI,64.8
665622,Luis Medina,RP,FA,53.0,,,67.171,13.926,4,ATC+FG-DC+ZiPS+Steamer,,,-14.171,-1.082,,,,n/a,,ATH,64.8
700669,Gordon Graceffo,RP,FA,45.4,,,54.021,5.917,4,ATC+FG-DC+ZiPS+Steamer,,,-8.621,-0.798,,,,n/a,,STL,64.8
669093,Jeremiah Estrada,RP,FA,79.8,,,55.546,8.12,4,ATC+FG-DC+ZiPS+Steamer,,,24.254,0.885,,,,n/a,,SDP,64.8
664199,Taylor Clarke,RP,FA,34.2,,,50.67,5.648,4,ATC+FG-DC+ZiPS+Steamer,,,-16.47,-1.2,,,,n/a,,ARI,64.8
642100,Gabe Speier,RP,FA,64.2,,,67.855,15.331,4,ATC+FG-DC+ZiPS+Steamer,,,-3.655,-0.544,,,,n/a,,SEA,64.8
573204,Caleb Thielbar,RP,FA,65.0,,,64.636,17.323,4,ATC+FG-DC+ZiPS+Steamer,,,0.364,-0.338,,,,n/a,,CHC,64.8
670245,Ryan Watson,RP,FA,58.8,,,40.556,6.31,4,ATC+FG-DC+ZiPS+Steamer,,,18.244,0.577,,,,n/a,,BOS,64.8
669270,Joel Kuhnel,RP,FA,62.6,,,33.926,7.759,4,ATC+FG-DC+ZiPS+Steamer,,,28.674,1.111,,,,n/a,,MIL,64.8
666974,Yennier Cano,RP,FA,48.3,,,66.614,9.622,4,ATC+FG-DC+ZiPS+Steamer,,,-18.314,-1.294,,,,n/a,,BAL,64.8
542888,Shawn Armstrong,RP,FA,85.7,,,60.228,8.362,4,ATC+FG-DC+ZiPS+Steamer,,,25.472,0.947,,,,n/a,,CLE,64.8
605447,Jordan Romano,RP,FA,101.8,,,72.379,32.165,4,ATC+FG-DC+ZiPS+Steamer,,,29.421,1.15,,,,n/a,,COL,64.8
642701,Dennis Santana,RP,FA,73.8,,,65.654,7.226,4,ATC+FG-DC+ZiPS+Steamer,,,8.146,0.06,,,,n/a,,PIT,64.8
676534,Calvin Faucher,RP,FA,52.8,,,62.832,9.79,4,ATC+FG-DC+ZiPS+Steamer,,,-10.032,-0.87,,,,n/a,,MIA,64.8
696519,Samy Natera Jr.,RP,FA,95.4,,,51.74,14.297,4,ATC+FG-DC+ZiPS+Steamer,,,43.66,1.879,,,,n/a,,LAA,64.8
594580,Sam Moll,RP,FA,48.1,,,53.102,10.568,4,ATC+FG-DC+ZiPS+Steamer,,,-5.002,-0.613,,,,n/a,,CIN,64.8
687377,Orlando Ribalta,RP,FA,55.7,,,51.997,16.843,4,ATC+FG-DC+ZiPS+Steamer,,,3.703,-0.167,,,,n/a,,WSN,64.8
670036,Matt Festa,RP,FA,45.7,,,49.877,1.856,4,ATC+FG-DC+ZiPS+Steamer,,,-4.177,-0.571,,,,n/a,,CLE,64.8
669711,Greg Weissert,RP,FA,53.3,,,57.544,4.375,4,ATC+FG-DC+ZiPS+Steamer,,,-4.244,-0.574,,,,n/a,,BOS,64.8
694037,Daniel Palencia,RP,FA,83.0,,,91.326,29.355,4,ATC+FG-DC+ZiPS+Steamer,,,-8.326,-0.783,,,,n/a,,CHC,64.8
607455,Anthony Banda,RP,FA,50.6,,,21.568,27.763,2,ZiPS+Steamer,,,29.032,1.13,,,,n/a,,MIN,64.8
489446,Kirby Yates,RP,FA,70.8,,,76.848,23.844,4,ATC+FG-DC+ZiPS+Steamer,,,-6.048,-0.666,,,,n/a,,LAA,64.8
666808,Camilo Doval,RP,FA,58.8,,,57.356,4.064,4,ATC+FG-DC+ZiPS+Steamer,,,1.444,-0.283,,,,n/a,,NYY,64.8
668390,Cole Winn,RP,FA,72.0,,,50.351,0.48,4,ATC+FG-DC+ZiPS+Steamer,,,21.649,0.752,,,,n/a,,TEX,64.8
670167,John Schreiber,RP,FA,51.2,,,54.683,7.056,4,ATC+FG-DC+ZiPS+Steamer,,,-3.483,-0.535,,,,n/a,,KCR,64.8
665660,Elvis Alvarado,RP,FA,65.1,,,87.447,22.636,4,ATC+FG-DC+ZiPS+Steamer,,,-22.347,-1.501,,,,n/a,,ATH,64.8
622088,Tejay Antone,RP,FA,53.0,,,52.204,22.421,4,ATC+FG-DC+ZiPS+Steamer,,,0.796,-0.316,,,,n/a,,CIN,64.8
646241,Enmanuel De Jesus,RP,FA,63.1,,,43.008,1.543,3,ATC+FG-DC+Steamer,,,20.092,0.672,,,,n/a,,DET,64.8
657612,Tim Hill,RP,FA,58.3,,,46.737,9.283,4,ATC+FG-DC+ZiPS+Steamer,,,11.563,0.235,,,,n/a,,NYY,64.8
681217,Chase Silseth,RP,FA,43.4,,,62.546,5.785,4,ATC+FG-DC+ZiPS+Steamer,,,-19.146,-1.337,,,,n/a,,LAA,64.8
669062,Erik Miller,RP,FA,45.8,,,72.189,18.822,4,ATC+FG-DC+ZiPS+Steamer,,,-26.389,-1.708,,,,n/a,,SFG,64.8
681402,Gus Varland,RP,FA,56.6,,,25.575,7.485,4,ATC+FG-DC+ZiPS+Steamer,,,31.025,1.232,,,,n/a,,WSN,64.8
686580,Justin Slaten,RP,FA,71.0,,,66.917,16.382,4,ATC+FG-DC+ZiPS+Steamer,,,4.083,-0.148,,,,n/a,,BOS,64.8
642232,Ryan Yarbrough,RP,FA,55.2,,,42.972,3.259,4,ATC+FG-DC+ZiPS+Steamer,,,12.228,0.269,,,,n/a,,NYY,64.8
682120,Tim Herrin,RP,FA,37.2,,,43.408,0.636,4,ATC+FG-DC+ZiPS+Steamer,,,-6.208,-0.675,,,,n/a,,CLE,64.8
680767,Victor Vodnik,RP,FA,74.0,,,46.787,7.27,4,ATC+FG-DC+ZiPS+Steamer,,,27.213,1.037,,,,n/a,,COL,64.8
679358,Eric Orze,RP,FA,55.4,,,55.068,1.632,4,ATC+FG-DC+ZiPS+Steamer,,,0.332,-0.34,,,,n/a,,MIN,64.8
694918,Blade Tidwell,RP,FA,95.0,,,31.782,19.636,4,ATC+FG-DC+ZiPS+Steamer,,,63.218,2.88,,,,n/a,,SFG,64.8
664991,Grant Wolfram,RP,FA,62.2,,,59.02,9.096,4,ATC+FG-DC+ZiPS+Steamer,,,3.18,-0.194,,,,n/a,,BAL,64.8
663485,Cole Sands,RP,FA,96.2,,,52.886,3.361,4,ATC+FG-DC+ZiPS+Steamer,,,43.314,1.861,,,,n/a,,MIN,64.8
552640,Andrew Kittredge,RP,FA,66.1,,,68.287,15.534,4,ATC+FG-DC+ZiPS+Steamer,,,-2.187,-0.469,,,,n/a,,BAL,64.8
673513,Yuki Matsui,RP,FA,39.3,,,59.619,7.059,4,ATC+FG-DC+ZiPS+Steamer,,,-20.319,-1.397,,,,n/a,,SDP,64.8
677053,Andrew Nardi,RP,FA,66.5,,,17.093,16.243,4,ATC+FG-DC+ZiPS+Steamer,,,49.407,2.173,,,,n/a,,MIA,64.8
592155,Cam Booser,RP,FA,69.4,,,59.166,15.517,4,ATC+FG-DC+ZiPS+Steamer,,,10.234,0.167,,,,n/a,,TBR,64.8
815083,Mitch Farris,RP,FA,43.0,,,49.798,12.353,4,ATC+FG-DC+ZiPS+Steamer,,,-6.798,-0.705,,,,n/a,,LAA,64.8
669084,DL Hall,RP,FA,37.2,,,32.772,9.26,4,ATC+FG-DC+ZiPS+Steamer,,,4.428,-0.13,,,,n/a,,MIL,64.8
573124,Taylor Rogers,RP,FA,55.8,,,61.159,15.261,4,ATC+FG-DC+ZiPS+Steamer,,,-5.359,-0.631,,,,n/a,,MIN,64.8
701121,Logan VanWey,RP,FA,105.8,,,19.421,4.0,4,ATC+FG-DC+ZiPS+Steamer,,,86.379,4.066,,,,n/a,,HOU,64.8
621345,A.J. Minter,RP,FA,64.5,,,62.546,9.91,4,ATC+FG-DC+ZiPS+Steamer,,,1.954,-0.257,,,,n/a,,NYM,64.8
667297,Tommy Nance,RP,FA,48.4,,,53.811,7.067,4,ATC+FG-DC+ZiPS+Steamer,,,-5.411,-0.634,,,,n/a,,TOR,64.8
686930,Mason Barnett,RP,FA,65.7,,,60.476,5.154,4,ATC+FG-DC+ZiPS+Steamer,,,5.224,-0.089,,,,n/a,,ATH,64.8
606996,Kyle Hart,RP,FA,52.7,,,62.057,6.487,4,ATC+FG-DC+ZiPS+Steamer,,,-9.357,-0.836,,,,n/a,,SDP,64.8
657514,Brennan Bernardino,RP,FA,32.9,,,43.052,3.079,4,ATC+FG-DC+ZiPS+Steamer,,,-10.152,-0.876,,,,n/a,,COL,64.8
701519,Travis Adams,RP,FA,71.9,,,61.244,4.107,4,ATC+FG-DC+ZiPS+Steamer,,,10.656,0.189,,,,n/a,,MIN,64.8
621381,Matt Strahm,RP,FA,55.8,,,60.637,8.18,4,ATC+FG-DC+ZiPS+Steamer,,,-4.837,-0.604,,,,n/a,,KCR,64.8
676760,Ron Marinaccio,RP,FA,56.2,,,46.286,2.521,4,ATC+FG-DC+ZiPS+Steamer,,,9.914,0.151,,,,n/a,,SDP,64.8
677955,Jaden Hill,RP,FA,49.2,,,33.186,2.757,4,ATC+FG-DC+ZiPS+Steamer,,,16.014,0.463,,,,n/a,,COL,64.8
820862,José Fermin,RP,FA,50.1,,,49.255,2.55,4,ATC+FG-DC+ZiPS+Steamer,,,0.845,-0.313,,,,n/a,,LAA,64.8
676684,Will Vest,RP,FA,56.9,,,40.457,12.915,4,ATC+FG-DC+ZiPS+Steamer,,,16.443,0.485,,,,n/a,,DET,64.8
572955,Pierce Johnson,RP,FA,48.9,,,55.768,10.736,4,ATC+FG-DC+ZiPS+Steamer,,,-6.868,-0.708,,,,n/a,,CIN,64.8
656234,Jake Bird,RP,FA,51.7,,,56.068,2.346,4,ATC+FG-DC+ZiPS+Steamer,,,-4.368,-0.58,,,,n/a,,NYY,64.8
571948,Hoby Milner,RP,FA,36.8,,,22.706,13.234,4,ATC+FG-DC+ZiPS+Steamer,,,14.094,0.365,,,,n/a,,CHC,64.8
680744,Ty Madden,RP,FA,62.2,,,35.249,11.187,4,ATC+FG-DC+ZiPS+Steamer,,,26.951,1.023,,,,n/a,,DET,64.8
657571,Caleb Ferguson,RP,FA,60.7,,,61.419,16.087,4,ATC+FG-DC+ZiPS+Steamer,,,-0.719,-0.393,,,,n/a,,CIN,64.8
696062,Wilber Dotel,RP,FA,77.6,,,53.241,3.251,4,ATC+FG-DC+ZiPS+Steamer,,,24.359,0.891,,,,n/a,,PIT,64.8
663767,Chase Shugart,RP,FA,56.3,,,39.43,1.035,4,ATC+FG-DC+ZiPS+Steamer,,,16.87,0.507,,,,n/a,,PHI,64.8
595014,Blake Treinen,RP,FA,43.4,,,32.853,3.995,4,ATC+FG-DC+ZiPS+Steamer,,,10.547,0.183,,,,n/a,,LAD,64.8
694335,Matt Svanson,RP,FA,61.4,,,52.631,7.332,4,ATC+FG-DC+ZiPS+Steamer,,,8.769,0.092,,,,n/a,,STL,64.8
677865,Justin Bruihl,RP,FA,27.7,,,42.594,2.323,4,ATC+FG-DC+ZiPS+Steamer,,,-14.894,-1.119,,,,n/a,,STL,64.8
676604,Tyler Zuber,RP,FA,75.7,,,43.707,13.188,4,ATC+FG-DC+ZiPS+Steamer,,,31.993,1.281,,,,n/a,,MIA,64.8
663423,Trent Thornton,RP,FA,37.4,,,53.4,15.31,4,ATC+FG-DC+ZiPS+Steamer,,,-16.0,-1.176,,,,n/a,,CHC,64.8
656222,Jalen Beeks,RP,FA,47.4,,,21.081,27.039,2,ZiPS+Steamer,,,26.319,0.991,,,,n/a,,TEX,64.8
657044,Ryan Thompson,RP,FA,30.0,,,45.232,2.361,4,ATC+FG-DC+ZiPS+Steamer,,,-15.232,-1.137,,,,n/a,,ARI,64.8
605130,Scott Barlow,RP,FA,37.6,,,24.495,13.339,4,ATC+FG-DC+ZiPS+Steamer,,,13.105,0.314,,,,n/a,,KCR,64.8
687606,Paxton Schultz,RP,FA,59.2,,,30.144,15.237,4,ATC+FG-DC+ZiPS+Steamer,,,29.056,1.131,,,,n/a,,WSN,64.8
676428,Brant Hurter,RP,FA,43.4,,,33.441,44.49,2,ZiPS+Steamer,,,9.959,0.153,,,,n/a,,DET,64.8
676755,Isaac Mattson,RP,FA,39.8,,,50.263,3.138,4,ATC+FG-DC+ZiPS+Steamer,,,-10.463,-0.892,,,,n/a,,PIT,64.8
518886,Craig Kimbrel,RP,FA,52.1,,,55.434,11.818,4,ATC+FG-DC+ZiPS+Steamer,,,-3.334,-0.527,,,,n/a,,TBR,64.8
666374,Matt Brash,RP,FA,38.7,,,50.001,1.689,4,ATC+FG-DC+ZiPS+Steamer,,,-11.301,-0.935,,,,n/a,,SEA,64.8
699823,Tyler Davis,RP,FA,48.6,,,29.112,2.174,4,ATC+FG-DC+ZiPS+Steamer,,,19.488,0.641,,,,n/a,,CHW,64.8
695380,Alex Hoppe,RP,FA,59.9,,,33.185,6.531,4,ATC+FG-DC+ZiPS+Steamer,,,26.715,1.011,,,,n/a,,SEA,64.8
519141,Drew Pomeranz,RP,FA,51.1,,,52.59,8.263,4,ATC+FG-DC+ZiPS+Steamer,,,-1.49,-0.433,,,,n/a,,CHC,64.8
592779,Brock Stewart,RP,FA,66.1,,,52.584,19.573,4,ATC+FG-DC+ZiPS+Steamer,,,13.516,0.335,,,,n/a,,LAD,64.8
676254,Ryan Walker,RP,FA,61.1,,,44.038,7.195,4,ATC+FG-DC+ZiPS+Steamer,,,17.062,0.517,,,,n/a,,SFG,64.8
572143,Burch Smith,RP,FA,54.4,,,13.273,5.095,4,ATC+FG-DC+ZiPS+Steamer,,,41.127,1.749,,,,n/a,,DET,64.8
681916,Dylan Smith,RP,FA,57.9,,,52.103,11.526,4,ATC+FG-DC+ZiPS+Steamer,,,5.797,-0.06,,,,n/a,,SFG,64.8
621097,Jacob Waguespack,RP,FA,57.3,,,47.113,13.333,4,ATC+FG-DC+ZiPS+Steamer,,,10.187,0.165,,,,n/a,,DET,64.8
669684,Chris Murphy,RP,FA,50.2,,,46.238,2.008,4,ATC+FG-DC+ZiPS+Steamer,,,3.962,-0.154,,,,n/a,,CHW,64.8
686560,Gavin Collyer,RP,FA,56.1,,,30.903,0.467,4,ATC+FG-DC+ZiPS+Steamer,,,25.197,0.933,,,,n/a,,TEX,64.8
805427,Drew Sommers,RP,FA,66.5,,,52.434,12.497,4,ATC+FG-DC+ZiPS+Steamer,,,14.066,0.364,,,,n/a,,DET,64.8
