batter,bb_pct_AVG,bb_pct_STRONG,bb_pct_WEAK,iso_AVG,iso_STRONG,iso_WEAK,k_pct_AVG,k_pct_STRONG,k_pct_WEAK,pa_AVG,pa_STRONG,pa_WEAK,bb_protect_lift,iso_protect_lift,player_name
571740,9.15,7.4,7.85,0.091,0.101,0.05,24.74,25.77,26.59,667.0,811.0,331.0,-0.45,0.051,
571745,7.0,9.54,10.66,0.204,0.2,0.191,26.02,25.65,23.76,1672.0,1688.0,1351.0,-1.12,0.009,
571771,8.63,8.16,8.6,0.148,0.151,0.175,17.99,19.08,19.2,1112.0,1923.0,1604.0,-0.44,-0.024,
571788,7.52,7.23,10.73,0.092,0.133,0.09,18.38,21.99,18.21,359.0,332.0,736.0,-3.5,0.043,
571875,10.31,14.19,13.41,0.14,0.139,0.222,27.05,31.29,26.53,621.0,310.0,343.0,0.78,-0.083,
571912,8.98,6.96,9.73,0.136,0.073,0.136,26.43,28.21,27.03,401.0,546.0,555.0,-2.77,-0.063,
571945,,1.96,,,0.094,,,38.56,,,153.0,,,,
571970,15.11,14.96,15.09,0.245,0.28,0.241,24.22,22.93,26.08,2296.0,2420.0,1365.0,-0.13,0.039,Max Muncy
571976,10.21,8.57,8.63,0.168,0.183,0.154,29.22,28.89,33.96,1126.0,630.0,1066.0,-0.06,0.029,
571980,5.46,5.9,6.27,0.207,0.226,0.152,24.02,24.04,22.53,458.0,678.0,750.0,-0.37,0.074,
572008,9.85,7.32,7.91,0.103,0.08,0.1,29.54,30.49,34.53,325.0,164.0,417.0,-0.59,-0.02,
572033,4.15,5.39,4.59,0.199,0.141,0.139,19.17,17.65,18.35,193.0,408.0,109.0,0.8,0.002,
572039,6.71,7.43,6.56,0.209,0.168,0.167,20.3,20.95,24.29,596.0,525.0,1021.0,0.87,0.001,
572041,6.21,6.74,6.74,0.18,0.176,0.224,21.31,21.12,18.99,854.0,1127.0,1127.0,0.0,-0.048,
572073,9.8,6.09,7.1,0.139,0.106,0.145,20.92,26.96,26.14,153.0,115.0,352.0,-1.01,-0.039,
572122,8.5,7.88,7.54,0.203,0.209,0.207,22.64,22.23,22.17,941.0,1003.0,1087.0,0.34,0.002,
572138,12.36,13.7,9.54,0.119,0.127,0.139,25.29,32.19,25.54,348.0,146.0,325.0,4.16,-0.012,
572191,7.08,7.06,6.87,0.154,0.162,0.119,31.36,30.83,29.67,1371.0,652.0,1412.0,0.19,0.043,
572204,9.68,13.74,9.57,0.281,0.214,0.153,33.64,38.17,40.77,217.0,131.0,439.0,4.17,0.061,
572228,12.1,9.47,10.19,0.224,0.182,0.212,28.35,32.49,27.93,917.0,834.0,913.0,-0.72,-0.03,
572233,9.11,9.3,10.08,0.203,0.216,0.212,23.67,24.89,20.89,2679.0,2021.0,1647.0,-0.78,0.004,Christian Walker
572287,6.37,8.54,6.6,0.196,0.231,0.193,37.08,39.7,37.6,534.0,398.0,1181.0,1.94,0.038,
572365,10.0,8.18,7.18,0.074,0.051,0.107,24.17,19.09,27.69,120.0,110.0,195.0,1.0,-0.056,
572761,13.65,13.27,15.41,0.217,0.214,0.206,26.38,23.5,26.33,1289.0,1153.0,714.0,-2.14,0.008,
572816,4.58,5.34,4.33,0.159,0.166,0.158,17.52,16.94,17.57,765.0,1198.0,831.0,1.01,0.008,
572821,9.36,12.2,13.38,0.15,0.192,0.194,21.35,21.09,22.74,534.0,754.0,598.0,-1.18,-0.002,
572863,,,11.3,,,0.213,,,20.0,,,115.0,,,
573131,13.68,12.78,13.39,0.199,0.154,0.146,24.32,27.77,26.78,329.0,587.0,239.0,-0.61,0.008,
573135,,,7.04,,,0.031,,,31.69,,,142.0,,,
573262,10.69,10.7,10.49,0.204,0.236,0.169,23.68,23.35,24.57,1824.0,1636.0,1392.0,0.21,0.067,Mike Yastrzemski
575929,9.91,8.3,10.61,0.207,0.198,0.204,23.05,25.21,25.36,2130.0,2047.0,1885.0,-2.31,-0.006,Willson Contreras
576397,13.79,8.78,8.39,0.206,0.054,0.139,17.93,25.0,19.68,290.0,148.0,310.0,0.39,-0.085,
578428,3.84,4.06,4.63,0.087,0.116,0.114,14.02,12.99,12.71,1120.0,739.0,2007.0,-0.57,0.002,
581527,4.23,3.55,3.33,0.101,0.22,0.175,16.93,15.98,20.0,378.0,169.0,120.0,0.22,0.045,
588751,5.63,9.35,3.06,0.117,0.129,0.097,19.05,20.86,20.07,231.0,139.0,294.0,6.29,0.032,
591720,1.67,,4.8,0.142,,0.042,14.44,,12.8,180.0,,125.0,,,
591741,5.34,7.79,6.86,0.083,0.229,0.117,22.14,16.23,16.18,131.0,154.0,204.0,0.93,0.112,
591971,,10.29,,,0.103,,,10.29,,,136.0,,,,
592122,12.72,8.0,9.05,0.162,0.294,0.221,40.79,36.67,32.92,228.0,150.0,243.0,-1.05,0.073,
592178,9.99,10.43,9.79,0.179,0.216,0.138,21.75,22.49,24.08,1301.0,2445.0,868.0,0.64,0.078,
592192,10.55,10.64,9.67,0.154,0.148,0.178,19.69,19.65,18.59,1915.0,1730.0,1603.0,0.97,-0.03,
592200,10.6,9.24,11.03,0.107,0.057,0.112,20.96,27.73,24.65,415.0,238.0,426.0,-1.79,-0.055,
592206,6.66,5.82,5.97,0.197,0.208,0.186,21.8,23.85,22.73,3271.0,2906.0,2059.0,-0.15,0.022,Nick Castellanos
592261,9.66,11.3,12.34,0.086,0.082,0.094,22.22,19.21,22.47,756.0,354.0,316.0,-1.04,-0.012,
592273,4.04,7.11,6.49,0.162,0.216,0.183,25.17,23.09,24.26,866.0,745.0,1665.0,0.62,0.033,
592325,12.75,11.63,11.58,0.129,0.189,0.12,26.11,25.99,22.89,651.0,404.0,1149.0,0.05,0.069,
592348,8.38,8.56,9.09,0.176,0.156,0.161,29.04,29.73,29.12,513.0,444.0,1298.0,-0.53,-0.005,
592351,,4.26,,,0.013,,,46.28,,,188.0,,,,
592387,4.81,7.37,6.41,0.181,0.201,0.173,18.08,25.26,23.22,437.0,190.0,577.0,0.96,0.028,
592444,7.35,6.44,5.92,0.153,0.173,0.167,32.35,31.03,30.35,340.0,435.0,659.0,0.52,0.006,
592450,17.15,16.07,14.45,0.353,0.312,0.315,26.28,26.12,26.53,2648.0,3852.0,1391.0,1.62,-0.003,Aaron Judge
592518,8.64,8.65,10.23,0.218,0.205,0.209,17.89,18.81,17.03,3566.0,3492.0,1750.0,-1.58,-0.004,Manny Machado
592530,,,12.96,,,0.194,,,37.96,,,108.0,,,
592567,8.75,7.13,8.05,0.106,0.131,0.16,22.52,20.62,21.38,937.0,519.0,795.0,-0.92,-0.029,
592626,10.74,8.49,10.8,0.212,0.253,0.228,21.75,22.04,21.13,1425.0,2378.0,1259.0,-2.31,0.025,Joc Pederson
592663,6.59,7.5,6.72,0.184,0.198,0.186,21.85,21.74,23.59,2760.0,2001.0,1874.0,0.78,0.012,J.T. Realmuto
592669,7.67,7.55,7.71,0.234,0.207,0.221,23.19,22.39,25.15,1669.0,1112.0,2322.0,-0.16,-0.014,
592696,4.94,5.93,4.85,0.177,0.205,0.175,18.64,20.19,17.95,1963.0,1382.0,1443.0,1.08,0.03,
592743,5.6,5.56,7.51,0.121,0.094,0.076,11.33,9.12,7.39,750.0,954.0,839.0,-1.95,0.018,
592789,,5.0,,,0.085,,,64.0,,,100.0,,,,
592859,5.71,4.95,5.18,0.163,0.053,0.13,27.86,35.64,30.63,140.0,101.0,444.0,-0.23,-0.077,
592866,,2.21,,,0.0,,,34.56,,,136.0,,,,
592885,13.18,11.83,10.72,0.194,0.226,0.172,22.43,22.04,24.77,2996.0,3626.0,961.0,1.11,0.054,Christian Yelich
593160,6.41,6.89,7.62,0.113,0.118,0.152,16.09,16.03,16.04,2480.0,2264.0,1995.0,-0.73,-0.034,
593428,9.63,9.07,8.85,0.177,0.182,0.171,17.54,17.73,17.92,2731.0,3186.0,1875.0,0.22,0.011,Xander Bogaerts
593528,14.81,10.48,6.7,0.098,0.242,0.117,27.78,30.48,25.45,108.0,105.0,224.0,3.78,0.125,
593643,2.83,2.61,3.31,0.111,0.125,0.156,10.87,10.19,11.04,460.0,422.0,634.0,-0.7,-0.031,
593700,3.01,1.77,2.86,0.121,0.083,0.174,24.81,20.35,21.71,133.0,113.0,175.0,-1.09,-0.091,
593871,9.49,8.38,9.35,0.189,0.205,0.185,18.94,20.56,20.88,2138.0,2529.0,1700.0,-0.97,0.02,Jorge Polanco
593934,11.1,12.92,11.09,0.243,0.219,0.247,36.89,36.99,35.62,694.0,565.0,1109.0,1.83,-0.028,
594011,6.5,6.88,8.88,0.116,0.088,0.045,11.38,21.16,20.12,123.0,189.0,169.0,-2.0,0.043,
594694,5.36,10.24,6.49,0.09,0.115,0.121,20.54,16.1,20.52,224.0,205.0,385.0,3.75,-0.006,
594777,9.41,8.79,8.64,0.174,0.203,0.186,27.51,24.4,25.91,1127.0,1172.0,938.0,0.15,0.017,
594798,,6.36,1.75,,0.03,0.065,,30.0,28.95,,110.0,114.0,4.61,-0.035,
594807,6.94,6.73,6.43,0.21,0.26,0.213,28.64,31.79,30.87,1023.0,906.0,1354.0,0.3,0.047,
594809,9.69,9.66,6.34,0.095,0.155,0.134,18.77,16.77,20.24,826.0,1294.0,331.0,3.32,0.021,
594824,10.5,16.43,11.49,0.102,0.065,0.127,21.0,20.29,20.43,200.0,207.0,235.0,4.94,-0.062,
594828,8.23,8.57,5.59,0.221,0.255,0.254,20.89,26.67,22.03,316.0,105.0,286.0,2.98,0.001,
594838,4.09,5.6,8.09,0.109,0.154,0.053,21.38,21.6,23.95,318.0,125.0,309.0,-2.49,0.101,
594953,5.61,,7.5,0.137,,0.212,36.22,,32.68,196.0,,560.0,,,
594988,10.9,9.48,10.31,0.156,0.192,0.16,25.23,23.85,28.25,321.0,327.0,223.0,-0.83,0.032,
595281,6.79,6.1,6.16,0.143,0.142,0.141,24.44,24.81,23.06,1518.0,770.0,1314.0,-0.06,0.001,
595284,9.95,10.92,10.34,0.085,0.117,0.118,24.08,36.97,28.45,191.0,119.0,116.0,0.58,-0.001,
595375,5.86,,4.23,0.143,,0.102,23.44,,23.46,256.0,,260.0,,,
595453,,,9.36,,,0.144,,,34.98,,,203.0,,,
595751,2.93,3.8,4.9,0.138,0.123,0.146,31.64,35.02,33.21,512.0,237.0,1081.0,-1.1,-0.023,
595777,9.9,10.43,10.72,0.154,0.161,0.193,16.03,16.42,13.6,2314.0,2473.0,1735.0,-0.29,-0.032,
595879,4.07,3.97,4.65,0.187,0.219,0.159,26.25,27.11,26.44,2160.0,2014.0,2084.0,-0.68,0.06,Javier Báez
595885,9.36,14.94,9.35,0.159,0.118,0.225,29.56,29.22,24.39,203.0,154.0,246.0,5.59,-0.107,
595909,6.93,4.07,6.57,0.143,0.154,0.182,30.19,29.77,31.43,722.0,393.0,929.0,-2.5,-0.028,
595943,8.33,10.56,14.29,0.065,0.136,0.023,29.17,26.06,19.05,120.0,142.0,105.0,-3.73,0.113,
595956,5.65,3.29,7.54,0.097,0.073,0.08,19.94,26.97,22.11,336.0,304.0,199.0,-4.25,-0.007,
595978,5.38,6.12,5.78,0.121,0.059,0.118,25.24,25.87,27.26,725.0,572.0,1159.0,0.34,-0.059,
595981,,,8.57,,,0.135,,,27.62,,,105.0,,,
596019,8.61,8.8,9.66,0.217,0.207,0.21,17.18,18.25,16.23,2730.0,4954.0,1522.0,-0.86,-0.003,Francisco Lindor
596056,8.33,,,0.065,,,14.17,,,120.0,,,,,
596059,7.92,7.59,7.96,0.22,0.18,0.168,24.94,26.58,26.83,1263.0,474.0,1532.0,-0.37,0.012,
596103,9.56,7.63,8.82,0.128,0.139,0.11,29.2,28.47,27.6,774.0,878.0,442.0,-1.19,0.029,
596105,8.14,4.92,7.25,0.165,0.181,0.238,19.19,21.72,20.21,344.0,244.0,193.0,-2.33,-0.057,
596115,7.25,8.13,7.45,0.222,0.207,0.226,27.09,26.11,28.23,2344.0,2030.0,1410.0,0.68,-0.019,Trevor Story
596117,8.43,6.86,10.36,0.095,0.065,0.135,24.5,25.63,26.42,249.0,277.0,193.0,-3.5,-0.07,
596119,7.0,,8.21,0.129,,0.111,33.0,,29.47,100.0,,207.0,,,
596129,13.75,14.35,16.59,0.214,0.173,0.172,26.03,25.44,23.13,822.0,857.0,1085.0,-2.24,0.001,
596142,11.23,9.68,8.34,0.248,0.232,0.23,26.74,26.16,26.08,1077.0,1074.0,1691.0,1.34,0.002,Gary Sánchez
596144,8.77,,5.72,0.174,,0.123,15.79,,23.71,171.0,,367.0,,,
596146,9.56,8.83,11.18,0.188,0.203,0.181,18.6,17.33,17.61,1946.0,1847.0,2255.0,-2.35,0.022,
596451,9.13,8.05,8.16,0.134,0.111,0.134,27.39,34.9,32.65,241.0,149.0,147.0,-0.11,-0.023,
596748,5.38,5.23,4.99,0.163,0.136,0.162,15.23,14.53,16.41,650.0,172.0,1182.0,0.24,-0.026,
596825,9.01,,5.93,0.14,,0.206,43.24,,34.75,111.0,,118.0,,,
596847,12.48,13.16,11.22,0.169,0.198,0.205,26.58,24.6,27.97,1106.0,813.0,740.0,1.94,-0.007,
598265,9.14,6.61,6.72,0.121,0.169,0.163,25.38,26.76,24.18,733.0,968.0,1042.0,-0.11,0.006,
600301,,,11.32,,,0.011,,,32.08,,,106.0,,,
600303,4.49,7.68,7.14,0.099,0.183,0.156,13.46,10.24,13.04,379.0,703.0,322.0,0.54,0.027,
600474,7.43,5.99,9.59,0.16,0.119,0.15,23.08,27.65,24.89,377.0,217.0,699.0,-3.6,-0.031,
600524,8.51,4.29,6.74,0.245,0.184,0.197,23.21,27.9,25.9,517.0,233.0,668.0,-2.45,-0.013,
600858,,,4.11,,,0.037,,,21.92,,,146.0,,,
600869,8.11,9.61,8.86,0.182,0.174,0.154,24.11,24.96,23.99,1937.0,1394.0,2055.0,0.75,0.02,
602074,5.79,7.42,5.12,0.082,0.087,0.075,16.07,15.72,17.21,535.0,458.0,430.0,2.3,0.012,
602104,6.54,6.96,7.99,0.156,0.11,0.173,23.59,24.36,22.32,657.0,661.0,1501.0,-1.03,-0.063,Ramón Urías
602922,,,6.23,,,0.197,,,22.96,,,257.0,,,
605113,7.05,7.79,7.23,0.112,0.171,0.16,19.51,18.06,21.23,738.0,886.0,1507.0,0.56,0.011,
605119,9.5,8.78,9.51,0.165,0.158,0.133,22.97,21.91,23.54,1506.0,1036.0,1419.0,-0.73,0.025,
605131,11.34,9.36,11.65,0.122,0.1,0.075,20.3,23.26,21.69,335.0,748.0,249.0,-2.29,0.025,
605137,10.34,10.76,11.35,0.194,0.17,0.189,18.77,19.59,17.23,2823.0,2267.0,2449.0,-0.59,-0.019,Josh Bell
605141,13.25,11.46,12.09,0.232,0.233,0.253,14.65,14.07,11.48,1781.0,5907.0,819.0,-0.63,-0.02,
605170,8.73,6.25,7.52,0.122,0.117,0.142,20.09,16.37,19.06,871.0,336.0,1144.0,-1.27,-0.025,Victor Caratini
605200,1.89,,,0.022,,,28.3,,,106.0,,,,,
605204,9.62,9.09,10.04,0.167,0.182,0.147,27.25,25.06,28.73,1123.0,770.0,1006.0,-0.95,0.035,
605233,10.08,12.98,10.69,0.217,0.096,0.221,42.64,34.35,32.7,129.0,131.0,159.0,2.29,-0.125,
605244,2.97,,3.68,0.119,,0.094,36.86,,36.76,236.0,,136.0,,,
605353,10.83,12.78,9.79,0.058,0.053,0.048,24.17,20.56,16.08,120.0,180.0,143.0,2.99,0.005,
605361,8.08,9.18,11.0,0.119,0.156,0.113,19.53,22.12,16.83,297.0,425.0,309.0,-1.82,0.043,
605397,,1.97,,,0.07,,,30.26,,,152.0,,,,
605400,5.7,4.13,,0.036,0.031,,47.67,50.41,,193.0,121.0,,,,
605412,8.52,6.4,5.5,0.08,0.077,0.124,8.68,9.6,8.37,634.0,500.0,418.0,0.9,-0.047,
605421,8.45,6.8,8.21,0.12,0.084,0.183,24.88,31.07,25.13,213.0,103.0,195.0,-1.41,-0.099,
605480,8.69,7.18,7.45,0.11,0.119,0.109,19.96,23.38,22.96,541.0,432.0,967.0,-0.27,0.01,
605486,5.36,,5.57,0.057,,0.162,33.93,,29.62,168.0,,287.0,,,
605490,,,4.7,,,0.099,,,34.9,,,149.0,,,
605508,,,8.9,,,0.056,,,21.71,,,281.0,,,
605512,,,4.8,,,0.157,,,24.0,,,125.0,,,
605540,,4.85,,,0.022,,,42.72,,,103.0,,,,
605548,7.44,5.63,6.67,0.12,0.093,0.16,37.86,37.42,33.0,309.0,302.0,300.0,-1.04,-0.067,
605612,2.94,3.81,3.4,0.085,0.115,0.095,20.55,19.54,20.99,579.0,394.0,1296.0,0.41,0.02,
606115,6.93,6.39,5.79,0.119,0.145,0.158,22.0,19.28,19.82,909.0,939.0,1105.0,0.6,-0.013,
606132,6.63,5.67,5.14,0.104,0.101,0.111,14.7,19.89,18.24,830.0,935.0,817.0,0.53,-0.01,
606157,11.38,6.48,6.61,0.264,0.13,0.271,31.44,36.11,31.2,334.0,108.0,484.0,-0.13,-0.141,
606192,6.56,6.38,6.74,0.227,0.223,0.204,28.26,28.03,29.53,3001.0,1834.0,2062.0,-0.36,0.019,Teoscar Hernández
606213,7.19,5.76,11.02,0.202,0.112,0.135,15.11,19.9,18.5,139.0,191.0,254.0,-5.26,-0.023,
606299,3.81,3.11,2.11,0.1,0.137,0.17,14.17,12.03,13.46,367.0,931.0,379.0,1.0,-0.033,
606466,8.92,10.53,10.82,0.212,0.219,0.247,16.23,15.82,15.81,1873.0,4095.0,1322.0,-0.29,-0.028,Ketel Marte
606988,10.27,,9.19,0.055,,0.12,28.65,,33.24,185.0,,370.0,,,
606992,6.56,5.35,6.98,0.192,0.27,0.152,32.63,28.43,28.61,518.0,299.0,1017.0,-1.63,0.118,
607043,11.31,11.34,12.36,0.17,0.175,0.18,21.62,22.18,22.38,2105.0,3458.0,1586.0,-1.02,-0.005,Brandon Nimmo
607054,8.78,10.09,10.92,0.101,0.138,0.091,25.13,24.54,23.93,581.0,436.0,907.0,-0.83,0.047,
607208,7.55,6.5,7.36,0.18,0.176,0.179,18.83,18.64,18.05,1933.0,5981.0,870.0,-0.86,-0.003,Trea Turner
607345,8.85,,6.29,0.122,,0.102,11.5,,13.45,113.0,,461.0,,,
607387,,,3.45,,,0.164,,,32.76,,,116.0,,,
607461,4.93,8.67,5.19,0.116,0.076,0.14,17.61,16.76,11.24,142.0,173.0,347.0,3.48,-0.064,
607536,,6.29,,,0.016,,,49.65,,,143.0,,,,
607680,4.3,3.47,2.72,0.186,0.163,0.164,16.26,20.49,18.44,953.0,576.0,1508.0,0.75,-0.001,
607732,8.63,8.64,8.97,0.091,0.141,0.101,23.39,21.23,22.74,684.0,405.0,1170.0,-0.33,0.04,
607752,8.65,,3.97,0.213,,0.208,22.12,,23.02,104.0,,126.0,,,
607776,6.67,,10.69,0.113,,0.156,30.48,,28.24,105.0,,262.0,,,
608070,11.27,10.07,10.82,0.25,0.245,0.23,12.46,11.74,11.51,3451.0,3536.0,1729.0,-0.75,0.015,José Ramírez
608324,13.38,12.42,11.26,0.204,0.218,0.191,12.01,13.05,11.19,2048.0,4943.0,1305.0,1.16,0.027,Alex Bregman
608331,6.72,6.54,,0.068,0.045,,28.57,28.04,,119.0,107.0,,,,
608336,15.1,14.84,14.12,0.277,0.218,0.248,38.95,37.51,37.88,1556.0,869.0,1848.0,0.72,-0.03,
608348,9.62,11.04,8.66,0.136,0.178,0.147,20.99,19.6,19.63,1029.0,607.0,1131.0,2.38,0.031,Carson Kelly
608365,8.4,9.67,8.83,0.097,0.066,0.12,24.4,23.05,21.94,250.0,269.0,351.0,0.84,-0.054,
608369,10.69,9.28,10.02,0.239,0.21,0.231,16.36,17.26,17.79,2788.0,2393.0,888.0,-0.74,-0.021,Corey Seager
608384,5.5,6.14,7.43,0.109,0.152,0.186,26.15,27.19,24.67,218.0,228.0,377.0,-1.29,-0.034,
608385,11.86,12.26,13.91,0.163,0.171,0.147,16.51,17.83,20.06,1551.0,1957.0,1057.0,-1.65,0.024,
608475,4.0,3.31,3.26,0.155,0.07,0.13,20.8,23.14,19.58,125.0,121.0,337.0,0.05,-0.06,
608566,,0.0,,,0.1,,,20.4,,,201.0,,,,
608577,7.32,7.87,5.35,0.168,0.168,0.185,21.5,22.89,23.27,1079.0,712.0,692.0,2.52,-0.017,
608596,8.26,6.01,9.18,0.152,0.219,0.225,33.88,32.79,31.04,363.0,183.0,741.0,-3.17,-0.006,
608597,7.93,,9.79,0.286,,0.169,25.99,,28.19,227.0,,674.0,,,
608654,5.3,,0.83,0.105,,0.2,31.06,,29.75,132.0,,121.0,,,
608671,11.09,9.74,10.03,0.071,0.07,0.073,14.96,18.79,17.39,595.0,431.0,598.0,-0.29,-0.003,
608686,2.8,5.8,7.63,0.196,0.164,0.15,26.4,23.91,21.29,250.0,138.0,249.0,-1.83,0.014,
608700,7.72,4.13,7.37,0.096,0.059,0.129,20.08,18.35,18.07,259.0,218.0,570.0,-3.24,-0.07,
608701,12.26,10.34,10.59,0.193,0.141,0.167,24.73,22.02,24.21,465.0,754.0,661.0,-0.25,-0.026,
608703,,,7.73,,,0.097,,,28.87,,,194.0,,,
608841,7.07,5.91,5.75,0.135,0.125,0.129,22.07,19.34,20.81,580.0,1117.0,591.0,0.16,-0.004,
609275,4.86,3.8,4.31,0.17,0.153,0.198,28.53,30.99,29.8,638.0,526.0,557.0,-0.51,-0.045,
609280,3.58,4.97,4.07,0.155,0.096,0.193,14.99,15.22,15.57,894.0,644.0,1278.0,0.9,-0.097,Miguel Andujar
613564,,,5.68,,,0.182,,,26.14,,,176.0,,,
614173,9.2,5.62,7.73,0.243,0.128,0.179,32.34,39.38,35.19,337.0,160.0,466.0,-2.11,-0.051,
614177,7.76,7.04,7.89,0.242,0.222,0.204,31.43,31.61,29.79,1276.0,753.0,1128.0,-0.85,0.018,
620443,6.6,7.28,7.69,0.151,0.165,0.137,22.98,21.52,25.81,409.0,302.0,767.0,-0.41,0.028,
621002,13.65,10.0,12.78,0.133,0.095,0.137,22.28,22.22,23.89,359.0,270.0,360.0,-2.78,-0.042,
621005,,,10.77,,,0.062,,,21.54,,,130.0,,,
621006,6.0,3.62,3.7,0.122,0.096,0.073,26.4,24.55,29.63,250.0,387.0,108.0,-0.08,0.023,
621020,9.01,7.4,8.83,0.163,0.173,0.175,24.21,25.2,24.39,1921.0,3040.0,1722.0,-1.43,-0.002,Dansby Swanson
621028,3.97,4.01,5.38,0.104,0.137,0.069,13.44,12.83,10.55,655.0,1348.0,967.0,-1.37,0.068,
621035,11.01,9.48,9.31,0.156,0.204,0.184,30.73,28.65,31.65,1253.0,1529.0,1482.0,0.17,0.02,
621043,9.78,10.98,9.48,0.181,0.179,0.196,21.44,20.11,20.77,2649.0,2795.0,1266.0,1.5,-0.017,Carlos Correa
621111,,6.91,,,0.037,,,52.07,,,217.0,,,,
621311,6.74,6.15,3.8,0.181,0.273,0.137,26.03,23.66,29.35,534.0,748.0,368.0,2.35,0.136,
621433,8.11,11.19,10.14,0.187,0.135,0.149,42.34,41.26,40.55,444.0,286.0,434.0,1.05,-0.014,
621438,5.27,4.59,4.93,0.177,0.156,0.182,23.51,23.37,22.12,987.0,676.0,791.0,-0.34,-0.026,Tyrone Taylor
621439,7.41,7.23,7.09,0.269,0.262,0.274,28.19,26.31,29.01,1646.0,1813.0,748.0,0.14,-0.012,Byron Buxton
621446,5.52,5.47,3.74,0.09,0.202,0.114,27.59,25.78,26.2,290.0,128.0,561.0,1.73,0.088,
621450,,,5.83,,,0.105,,,24.27,,,103.0,,,
621453,7.62,8.38,7.85,0.121,0.117,0.078,32.38,30.73,35.44,315.0,179.0,395.0,0.53,0.039,
621458,12.75,,10.32,0.315,,0.18,31.37,,30.95,102.0,,126.0,,,
621466,12.06,15.02,10.65,0.135,0.147,0.176,29.15,22.75,26.39,398.0,233.0,648.0,4.37,-0.029,
621493,11.26,9.42,9.73,0.199,0.177,0.198,24.63,23.97,24.27,1563.0,1581.0,1582.0,-0.31,-0.021,Taylor Ward
621512,4.64,3.85,2.79,0.083,0.086,0.093,24.46,25.63,26.29,323.0,597.0,251.0,1.06,-0.007,
621514,6.67,10.7,7.73,0.128,0.148,0.142,24.76,22.19,24.74,105.0,374.0,388.0,2.97,0.006,
621545,8.21,,8.18,0.051,,0.081,27.61,,34.55,134.0,,110.0,,,
621550,9.72,7.49,9.21,0.243,0.243,0.208,36.73,38.12,36.6,844.0,467.0,858.0,-1.72,0.035,
621563,4.83,5.75,4.74,0.129,0.131,0.112,19.83,18.95,18.39,1200.0,818.0,1370.0,1.01,0.019,
621566,11.81,12.07,11.48,0.242,0.246,0.248,23.0,24.47,20.94,2735.0,4058.0,2178.0,0.59,-0.002,Matt Olson
621573,,,3.59,,,0.17,,,19.73,,,223.0,,,
622110,7.2,11.18,6.42,0.052,0.083,0.093,16.71,15.99,19.37,694.0,644.0,1074.0,4.76,-0.01,
622168,5.88,,7.73,0.116,,0.186,25.0,,18.04,204.0,,194.0,,,
622268,2.96,,6.19,0.168,,0.154,20.74,,23.01,135.0,,113.0,,,
622491,,1.54,0.76,,0.028,0.008,,46.92,40.46,,130.0,131.0,0.78,0.02,
622534,5.96,7.34,6.88,0.116,0.133,0.115,16.22,16.62,16.91,1091.0,1035.0,1396.0,0.46,0.018,
622569,7.6,3.64,4.0,0.123,0.111,0.101,18.71,17.27,15.6,171.0,220.0,250.0,-0.36,0.01,
622608,,0.81,,,0.019,,,47.97,,,123.0,,,,
622666,7.37,6.21,10.68,0.152,0.196,0.124,21.47,22.67,19.1,475.0,322.0,487.0,-4.47,0.072,
622682,3.9,3.46,3.8,0.093,0.105,0.114,21.95,22.08,22.35,410.0,462.0,841.0,-0.34,-0.009,
622761,4.81,4.42,5.63,0.168,0.131,0.13,26.0,23.98,25.82,873.0,588.0,639.0,-1.21,0.001,
623168,10.33,5.7,6.97,0.105,0.101,0.058,13.15,16.58,10.95,213.0,193.0,201.0,-1.27,0.043,Tyler Heineman
623205,3.66,4.09,6.6,0.131,0.102,0.117,36.13,36.21,34.01,191.0,464.0,197.0,-2.51,-0.015,
623520,8.6,6.09,9.19,0.149,0.183,0.092,25.0,30.11,28.65,372.0,279.0,555.0,-3.1,0.091,
623912,3.7,3.88,4.0,0.131,0.096,0.132,16.74,20.55,17.63,1081.0,798.0,1299.0,-0.12,-0.036,
623993,6.86,8.25,7.72,0.214,0.227,0.198,21.94,20.77,21.24,2757.0,1613.0,1502.0,0.53,0.029,
624413,9.65,8.66,10.96,0.267,0.277,0.236,22.32,24.7,20.76,3213.0,2551.0,1879.0,-2.3,0.041,Pete Alonso
624414,3.31,3.62,5.53,0.156,0.098,0.15,24.5,25.0,17.38,302.0,276.0,633.0,-1.91,-0.052,
624415,14.1,13.79,12.16,0.157,0.148,0.138,28.6,26.81,28.49,1007.0,914.0,839.0,1.63,0.01,
624424,11.61,11.84,10.83,0.187,0.161,0.197,23.72,22.56,24.71,1834.0,1875.0,1736.0,1.01,-0.036,
624428,6.95,6.51,6.21,0.095,0.121,0.115,14.99,12.3,15.34,1554.0,2212.0,1754.0,0.3,0.006,Adam Frazier
624431,4.69,4.44,5.03,0.115,0.108,0.118,17.43,16.16,15.72,746.0,495.0,1094.0,-0.59,-0.01,
624503,4.88,2.63,3.65,0.147,0.133,0.139,20.49,26.64,22.14,410.0,304.0,768.0,-1.02,-0.006,
624512,4.6,4.38,7.2,0.103,0.176,0.086,20.79,22.24,20.1,457.0,571.0,597.0,-2.82,0.09,
624577,7.09,7.23,7.38,0.215,0.193,0.166,20.57,22.89,22.78,705.0,498.0,474.0,-0.15,0.027,
624585,11.98,10.33,10.25,0.236,0.233,0.236,24.24,24.63,26.93,2079.0,1916.0,2068.0,0.08,-0.003,Jorge Soler
