batter,bb_pct_AVG,bb_pct_STRONG,bb_pct_WEAK,iso_AVG,iso_STRONG,iso_WEAK,k_pct_AVG,k_pct_STRONG,k_pct_WEAK,pa_AVG,pa_STRONG,pa_WEAK,bb_protect_lift,iso_protect_lift,player_name
687401,7.99,7.78,8.42,0.1,0.124,0.154,19.04,16.98,16.58,751.0,630.0,392.0,-0.64,-0.03,Joey Ortiz
687462,11.82,10.56,10.85,0.184,0.156,0.142,15.91,17.59,20.64,440.0,540.0,562.0,-0.29,0.014,Spencer Horwitz
687529,4.81,,,0.258,,,41.35,,,104.0,,,,,
687597,6.19,4.82,7.12,0.128,0.143,0.168,27.43,30.59,32.03,226.0,353.0,590.0,-2.3,-0.025,Jordan Beck
687799,,,15.18,,,0.2,,,28.57,,,112.0,,,
687952,3.76,4.0,4.45,0.203,0.106,0.169,25.06,32.0,29.97,399.0,100.0,337.0,-0.45,-0.063,
688363,8.4,,12.5,0.198,,0.092,25.21,,21.43,119.0,,112.0,,,Graham Pauley
689172,6.46,5.16,6.67,0.088,0.111,0.101,25.23,27.7,24.1,325.0,213.0,195.0,-1.51,0.01,
689414,13.24,,8.94,0.091,,0.093,10.29,,18.72,272.0,,235.0,,,Liam Hicks
690022,,5.04,,,0.112,,,28.42,,,278.0,,,,
690291,,,17.99,,,0.009,,,28.78,,,139.0,,,
690924,,,5.31,,,0.147,,,23.01,,,113.0,,,
690987,0.75,,7.63,0.06,,0.064,26.12,,33.05,134.0,,118.0,,,
690993,7.89,7.18,6.27,0.119,0.173,0.144,20.97,22.77,18.32,596.0,571.0,606.0,0.91,0.029,Colt Keith
691016,8.66,8.69,7.35,0.161,0.186,0.169,24.75,27.05,23.42,404.0,610.0,585.0,1.34,0.017,Tyler Soderstrom
691019,13.01,15.65,10.93,0.195,0.062,0.135,25.61,27.83,24.59,246.0,115.0,183.0,4.72,-0.073,
691023,6.74,6.55,8.18,0.146,0.156,0.144,26.51,20.83,26.29,430.0,168.0,856.0,-1.63,0.012,Jordan Walker
691026,6.14,6.4,6.18,0.098,0.14,0.128,19.71,16.35,17.91,619.0,1297.0,469.0,0.22,0.012,Masyn Winn
691176,13.16,9.22,9.56,0.104,0.247,0.164,26.32,25.73,28.68,190.0,206.0,408.0,-0.34,0.083,
691182,,7.26,,,0.115,,,16.13,,,124.0,,,,
691406,6.74,6.84,5.93,0.301,0.238,0.213,19.85,19.73,19.55,519.0,512.0,573.0,0.91,0.025,Junior Caminero
691594,6.12,3.09,5.26,0.079,0.158,0.143,10.79,11.73,12.28,278.0,162.0,114.0,-2.17,0.015,Javier Sanoja
691718,5.37,4.83,4.3,0.196,0.22,0.214,22.65,25.48,23.06,596.0,518.0,581.0,0.53,0.006,Pete Crow-Armstrong
691720,,,7.63,,,0.059,,,30.53,,,131.0,,,Kyle Karros
691723,,,7.77,,,0.152,,,28.98,,,283.0,,,Coby Mayo
691777,,5.88,4.83,,0.183,0.11,,26.47,33.1,,102.0,145.0,1.05,0.073,Max Muncy
691781,,3.25,3.74,,0.11,0.059,,22.73,28.97,,154.0,214.0,-0.49,0.051,Brady House
692216,,,8.51,,,0.201,,,28.72,,,188.0,,,
692225,9.22,,15.74,0.094,,0.148,25.81,,25.93,217.0,,108.0,,,
692585,,,6.62,,,0.079,,,32.35,,,136.0,,,
693049,7.63,,5.62,0.06,,0.086,24.43,,27.53,131.0,,178.0,,,
693304,4.79,4.05,5.31,0.131,0.121,0.108,17.16,21.17,20.56,606.0,222.0,715.0,-1.26,0.013,Nick Gonzales
693307,3.96,,5.82,0.128,,0.178,26.4,,22.09,303.0,,498.0,,,Dillon Dingler
694192,4.67,6.72,7.08,0.195,0.203,0.182,22.08,20.15,18.72,942.0,804.0,438.0,-0.36,0.021,
694212,,,2.88,,,0.141,,,24.04,,,104.0,,,Samuel Basallo
694374,,6.48,10.29,,0.22,0.093,,25.93,23.53,,108.0,136.0,-3.81,0.127,Tim Tawa
694377,,,2.0,,,0.102,,,20.0,,,100.0,,,Nick Yorke
694384,13.95,9.99,9.78,0.092,0.129,0.114,14.5,14.76,14.81,731.0,881.0,736.0,0.21,0.015,Nolan Schanuel
694388,5.52,2.74,4.97,0.153,0.102,0.158,28.83,38.81,32.6,163.0,219.0,181.0,-2.23,-0.056,Joey Loperfido
694497,8.56,9.45,10.98,0.175,0.272,0.152,21.79,26.87,20.43,257.0,201.0,328.0,-1.53,0.12,Evan Carter
694671,13.27,10.93,10.15,0.173,0.175,0.18,21.58,27.08,22.87,505.0,613.0,975.0,0.78,-0.005,Wyatt Langford
695238,,5.93,11.48,,0.056,0.083,,17.04,23.77,,135.0,122.0,-5.55,-0.027,
695336,6.73,,7.46,0.072,,0.088,26.92,,31.49,104.0,,362.0,,,Thomas Saggese
695391,,,12.08,,,0.039,,,23.49,,,149.0,,,
695506,,,7.57,,,0.155,,,24.32,,,185.0,,,Jac Caglianone
695578,13.34,11.98,10.25,0.232,0.195,0.172,31.85,31.63,29.61,697.0,743.0,439.0,1.73,0.023,James Wood
695657,6.32,10.61,10.19,0.301,0.263,0.287,25.79,34.09,30.1,190.0,132.0,206.0,0.42,-0.024,Colson Montgomery
695681,,,8.13,,,0.099,,,39.02,,,123.0,,,
695734,6.78,,4.3,0.243,,0.162,15.68,,14.45,236.0,,256.0,,,Daylen Lile
696030,13.82,,10.29,0.029,,0.108,18.7,,22.06,123.0,,136.0,,,
696100,5.43,4.9,6.15,0.212,0.188,0.231,26.86,27.45,27.61,350.0,306.0,699.0,-1.25,-0.043,Hunter Goodman
696285,6.11,8.12,4.61,0.069,0.057,0.092,17.91,16.42,20.92,966.0,542.0,282.0,3.51,-0.035,Jacob Young
700242,8.39,,7.02,0.078,,0.114,27.97,,27.42,143.0,,299.0,,,
700250,9.67,9.62,9.12,0.23,0.211,0.244,20.72,21.07,21.53,362.0,655.0,274.0,0.5,-0.033,Ben Rice
700337,7.98,7.53,7.36,0.071,0.09,0.111,16.87,17.81,16.45,326.0,146.0,231.0,0.17,-0.021,Edgar Quero
700932,10.18,6.47,8.86,0.235,0.204,0.221,25.96,21.98,24.19,285.0,232.0,587.0,-2.39,-0.017,Kyle Manzardo
701305,,,3.79,,,0.126,,,38.64,,,132.0,,,
701350,14.74,12.35,10.61,0.146,0.192,0.121,24.74,29.63,30.3,190.0,243.0,132.0,1.74,0.071,Roman Anthony
701358,13.82,8.81,5.39,0.205,0.128,0.09,24.34,26.44,31.86,152.0,329.0,204.0,3.42,0.038,Cam Smith
701538,5.21,5.68,6.52,0.199,0.184,0.232,19.4,19.87,20.55,1036.0,458.0,399.0,-0.84,-0.048,Jackson Merrill
701762,12.39,13.81,10.67,0.326,0.345,0.278,27.52,30.71,37.64,218.0,420.0,178.0,3.14,0.067,Nick Kurtz
702176,,5.71,,,0.13,,,18.1,,,105.0,,,,
702284,12.13,,,0.115,,,17.05,,,305.0,,,,,Cole Young
702332,2.58,4.84,5.91,0.169,0.179,0.118,8.49,8.87,11.33,271.0,124.0,406.0,-1.07,0.061,Caleb Durbin
702358,,,6.45,,,0.024,,,17.74,,,186.0,,,
702616,8.03,8.33,6.27,0.095,0.135,0.125,22.51,25.95,26.7,573.0,528.0,367.0,2.06,0.01,
802415,6.49,3.22,6.2,0.058,0.065,0.025,6.87,11.14,9.3,262.0,404.0,129.0,-2.98,0.04,Chandler Simpson
805249,6.25,,,0.226,,,30.11,,,176.0,,,,,
805300,10.04,10.74,,0.171,0.16,,20.92,20.66,,239.0,121.0,,,,Jakob Marsee
805367,10.0,8.35,7.47,0.023,0.076,0.062,9.2,15.82,20.11,250.0,455.0,174.0,0.88,0.014,Chase Meidroth
805373,1.98,,6.13,0.054,,0.058,22.77,,27.83,101.0,,212.0,,,
805779,6.41,6.21,5.31,0.17,0.121,0.127,9.62,9.47,6.12,156.0,676.0,245.0,0.9,-0.006,Jacob Wilson
807712,9.67,,,0.118,,,13.0,,,300.0,,,,,Luke Keaschall
807713,7.73,10.0,6.15,0.169,0.214,0.119,15.45,20.3,26.92,220.0,330.0,130.0,3.85,0.095,Matt Shaw
807799,6.56,5.09,6.98,0.126,0.146,0.152,12.51,9.22,14.85,839.0,629.0,559.0,-1.89,-0.006,Masataka Yoshida
808975,,4.49,,,0.137,,,25.64,,,156.0,,,,Hyeseong Kim
808982,8.08,7.89,6.74,0.133,0.145,0.108,10.82,10.53,10.85,693.0,304.0,341.0,1.15,0.037,Jung Hoo Lee
810938,1.9,,8.28,0.059,,0.084,22.38,,17.16,210.0,,169.0,,,Ben Williamson
