batter,player_name,rank,xfp_rh3_per_pa,bat_speed,n_sw,xwobacon,bat_speed_base,xwobacon_base,d_bat_speed,d_xwobacon,name,z,bs_pctl,ev90,hard_hit_pct,barrel_pct,xwoba_on_contact,k_pct,hard_hit_pct_l21d,barrel_pct_l21d,xwoba_on_contact_l21d,k_pct_l21d,proj_ros_pa_per_teamgame,key,is_fa,tag,attention
701358,Cam Smith,270,0.4478892483062515,75.66523867809057,817.0,0.3985487364620939,72.3532241555783,0.3766945934061043,3.3120145225122712,0.0218541430559895,Cam Smith,2.8344492511328583,98.0,106.4,0.4324324324324324,0.09009009009009,0.3657297297297298,0.1842105263157894,0.425,0.075,0.3397249999999999,0.2698412698412698,3.0006,cam smith,True,LEVEL+STEP,113.0
669003,Garrett Mitchell,190,0.4817659564179714,75.63333333333333,669.0,0.473009433962264,73.68921052631579,0.409289230250105,1.944122807017536,0.0637202037121589,Garrett Mitchell,1.6637962777654902,98.0,109.2,0.5280898876404494,0.1348314606741573,0.4820898876404494,0.2649006622516556,0.4883720930232558,0.0930232558139534,0.3763953488372092,0.275,2.8572,garrett mitchell,True,LEVEL+STEP,107.72061403508768
673357,Luis Robert Jr.,317,0.4275489891884204,74.29119718309859,284.0,0.3363958333333333,73.38980099502487,0.4007637240567809,0.9013961880737184,-0.0643678907234476,Luis Robert Jr.,0.7714222666878714,95.0,106.64,0.3917525773195876,0.0412371134020618,0.3343402061855668,0.2466666666666666,0.3214285714285714,0.0714285714285714,0.3464285714285715,0.392156862745098,2.7144,luis robert,True,LEVEL+STEP,99.50698094036859
695506,Jac Caglianone,349,0.4137980968321272,75.73611111111111,792.0,0.4545636363636363,75.87744186046511,0.3749454106518978,-0.1413307493539974,0.0796182257117385,Jac Caglianone,-0.1209520169508857,99.0,109.74,0.5221238938053098,0.1238938053097345,0.4191415929203538,0.2185430463576159,0.5087719298245614,0.1052631578947368,0.373877192982456,0.144927536231884,3.0037,jac caglianone,True,LEVEL,99.0
666176,Jo Adell,294,0.4363165906311944,75.44217616580312,965.0,0.3960438871473354,75.30811518324607,0.4743706494665009,0.1340609825570453,-0.0783267623191655,Jo Adell,0.1147304907729445,98.0,105.98,0.431578947368421,0.0947368421052631,0.3995473684210526,0.2649006622516556,0.5128205128205128,0.1282051282051282,0.4946923076923076,0.36,3.3276,jo adell,True,LEVEL,98.0
691723,Coby Mayo,371,0.4008408010331274,73.66007751937984,516.0,0.4229176470588236,72.7141129032258,0.3537997807569093,0.9459646161540434,0.0691178663019143,Coby Mayo,0.8095642937646798,92.0,109.87,0.5476190476190477,0.1547619047619047,0.4719047619047618,0.3666666666666666,0.5,0.1538461538461538,0.5330769230769231,0.4042553191489361,2.1834,coby mayo,True,LEVEL+STEP,96.72982308077022
695657,Colson Montgomery,142,0.5027374145481299,74.46556064073226,874.0,0.4158527131782946,75.43724770642203,0.4516318866599816,-0.971687065689764,-0.035779173481687,Colson Montgomery,-0.8315777775004101,96.0,104.26,0.3103448275862069,0.0804597701149425,0.3796436781609196,0.34,0.2619047619047619,0.0476190476190476,0.2945714285714286,0.3625,3.4464,colson montgomery,True,LEVEL,96.0
686527,Dominic Canzone,131,0.5107728026239489,72.98894389438945,606.0,0.4265151515151514,71.20234375,0.455941506116233,1.7866001443894532,-0.0294263546010815,Dominic Canzone,1.5289870883468566,87.0,105.91,0.42,0.11,0.4007900000000001,0.2317880794701986,0.3818181818181818,0.0909090909090909,0.3951272727272726,0.2073170731707317,2.7622,dominic canzone,True,LEVEL+STEP,95.93300072194727
663993,Nathaniel Lowe,115,0.5200928709211688,72.9086642599278,554.0,0.439010989010989,71.04951965065501,0.3663522979331272,1.8591446092727888,0.0726586910778618,Nathaniel Lowe,1.591071237665874,86.0,105.95,0.4148936170212766,0.0531914893617021,0.4034042553191491,0.2666666666666666,0.5306122448979592,0.0612244897959183,0.420265306122449,0.2,2.6977,nathaniel lowe,True,LEVEL+STEP,95.29572304636395
624585,Jorge Soler,358,0.4066937154641139,73.27017804154302,674.0,0.3862060301507538,72.41190893169878,0.3733558640315794,0.8582691098442439,0.0128501661191743,Jorge Soler,0.7345137586604494,89.0,107.98000000000002,0.4146341463414634,0.0975609756097561,0.3455121951219512,0.3486842105263157,0.5217391304347826,0.0434782608695652,0.3417826086956522,0.4313725490196078,2.6645,jorge soler,True,LEVEL+STEP,93.29134554922122
