mlbam_id,player_name,player_type,live_blend_xfp,ci_lower,ci_upper,fitted_split_day,live_split_day,n_features_used,confidence_tier
543135,"Eovaldi, Nathan",SP,9.6949,2.828,15.2639,58,65,19,MED
571927,"Matz, Steven",SP,7.6397,-0.1139,13.6349,58,65,19,MED
592332,"Gausman, Kevin",SP,12.5205,4.4462,16.8205,58,65,19,HIGH
592662,"Ray, Robbie",SP,9.2517,1.6941,14.2601,58,65,19,MED
592791,"Taillon, Jameson",SP,9.2378,2.7719,14.7934,58,65,19,MED
593958,"Rodriguez, Eduardo",SP,6.1848,-0.8202,11.2352,58,65,19,MED
594798,"deGrom, Jacob",SP,15.3603,8.0011,20.0717,58,65,19,MED
605400,"Nola, Aaron",SP,8.9766,2.1625,13.9028,58,65,19,MED
608372,"Sugano, Tomoyuki",SP,8.2541,1.8584,14.5471,58,65,19,MED
608379,"Wacha, Michael",SP,9.97,3.8347,14.6883,58,65,19,MED
624133,"Suarez, Ranger",SP,8.6709,1.8109,14.2297,58,65,19,MED
645261,"Alcantara, Sandy",SP,11.6679,3.217,16.4166,58,65,19,HIGH
647336,"Soroka, Michael",SP,9.5359,2.722,14.5442,58,65,19,MED
656427,"Flaherty, Jack",SP,4.689,-3.4335,10.76,58,65,19,HIGH
657746,"Ryan, Joe",SP,12.0172,4.1813,16.7089,58,65,19,MED
663436,"Martin, Davis",SP,10.2218,2.4487,15.2425,58,65,19,MED
663556,"McClanahan, Shane",SP,10.8294,4.0307,17.148,58,65,19,MED
667755,"Soriano, José",SP,15.0024,8.7602,19.4845,58,65,19,HIGH
669160,"May, Dustin",SP,8.3653,0.7449,12.8922,58,65,19,MED
669302,"Gilbert, Logan",SP,14.042,5.1737,21.4716,58,65,19,HIGH
669358,"Baz, Shane",SP,11.5928,5.114,16.3467,58,65,19,MED
669461,"Liberatore, Matthew",SP,4.7522,-1.7353,10.4433,58,65,19,MED
671096,"Abbott, Andrew",SP,6.5675,-0.2519,12.2525,58,65,19,HIGH
672456,"Montero, Keider",SP,10.5765,3.0133,16.8944,58,65,19,MED
676106,"Hancock, Emerson",SP,11.4263,5.2015,16.6345,58,65,19,MED
676282,"Cantillo, Joey",SP,7.8927,-2.9428,12.6035,58,65,19,HIGH
676440,"Bibee, Tanner",SP,9.298,2.2945,13.1403,58,65,19,HIGH
676917,"Cavalli, Cade",SP,13.4904,6.9499,18.7985,58,65,19,HIGH
677952,"Ashcraft, Braxton",SP,14.7294,7.0196,22.4484,58,65,19,MED
680694,"Bradish, Kyle",SP,6.4224,-0.5943,12.0462,58,65,19,MED
681190,"Vásquez, Randy",SP,10.8065,2.7068,15.7166,58,65,19,MED
681347,"Burrows, Mike",SP,10.696,1.8445,15.4674,58,65,19,MED
682052,"Lopez, Jacob",SP,4.4428,-2.1267,8.2677,58,65,19,MED
683004,"Leiter, Jack",SP,11.0689,3.0519,16.7623,58,65,19,MED
686218,"Sheehan, Emmet",SP,11.6524,4.8395,17.3422,58,65,19,MED
686799,"Kochanowicz, Jack",SP,8.491,-1.3368,12.966,58,65,19,MED
690986,"Harrison, Kyle",SP,14.4459,6.5734,20.3678,58,65,19,MED
690997,"McLean, Nolan",SP,16.2434,4.7312,21.9509,58,65,19,MED
693645,"Schlittler, Cam",SP,17.8712,10.0272,25.0147,58,65,19,HIGH
693821,"Elder, Bryce",SP,9.3171,2.4639,14.0193,58,65,19,HIGH
694738,"Roupp, Landen",SP,12.3607,5.363,18.6894,58,65,19,MED
694819,"Misiorowski, Jacob",SP,17.0606,9.5007,21.8269,58,65,19,MED
696149,"Chandler, Bubba",SP,6.7454,-2.4786,12.4358,58,65,19,MED
700241,"McGreevy, Michael",SP,6.1801,-1.3831,10.8801,58,65,19,MED
701542,"Warren, Will",SP,12.9294,6.7577,18.6143,58,65,19,MED
702070,"Cameron, Noah",SP,6.8721,-0.7507,12.7898,58,65,19,MED
808967,"Yamamoto, Yoshinobu",SP,11.3507,3.3246,16.0507,58,65,19,MED
813349,"Early, Connelly",SP,7.394,-4.555,13.3159,58,65,19,MED
500743,Miguel Rojas,H,0.4431,0.2857,0.6511,58,65,19,LOW
502671,Paul Goldschmidt,H,0.6651,0.4749,0.8977,58,65,19,MED
518692,Freddie Freeman,H,0.5932,0.4221,0.7915,58,65,19,HIGH
521692,Salvador Perez,H,0.4582,0.3229,0.6425,58,65,19,HIGH
543309,Kyle Higashioka,H,0.322,0.1918,0.5499,58,65,19,LOW
543760,Marcus Semien,H,0.4196,0.2447,0.6181,58,65,19,HIGH
543807,George Springer,H,0.3897,0.2407,0.6359,58,65,19,MED
543877,Christian Vázquez,H,0.4243,0.2744,0.6457,58,65,19,MED
545121,Ildemaro Vargas,H,0.5789,0.4402,0.8198,58,65,19,HIGH
545361,Mike Trout,H,0.6901,0.5253,0.9152,58,65,19,HIGH
547180,Bryce Harper,H,0.7114,0.5719,0.9044,58,65,19,HIGH
553993,Eugenio Suárez,H,0.2893,0.1512,0.5056,58,65,19,MED
571448,Nolan Arenado,H,0.5401,0.3945,0.7694,58,65,19,MED
571970,Max Muncy,H,0.5633,0.4053,0.7689,58,65,19,MED
572233,Christian Walker,H,0.569,0.4192,0.7551,58,65,19,HIGH
573262,Mike Yastrzemski,H,0.3387,0.1712,0.5112,58,65,19,MED
575929,Willson Contreras,H,0.5835,0.4077,0.7713,58,65,19,HIGH
592206,Nick Castellanos,H,0.3083,0.1657,0.507,58,65,19,MED
592450,Aaron Judge,H,0.6713,0.3998,0.8131,58,65,19,HIGH
592518,Manny Machado,H,0.4515,0.2604,0.6645,58,65,19,HIGH
592626,Joc Pederson,H,0.5211,0.3933,0.777,58,65,19,MED
592663,J.T. Realmuto,H,0.4161,0.2631,0.5388,58,65,19,MED
592885,Christian Yelich,H,0.3026,0.1969,0.529,58,65,19,MED
593428,Xander Bogaerts,H,0.4486,0.2399,0.6294,58,65,19,HIGH
596142,Gary Sánchez,H,0.4716,0.3412,0.6249,58,65,19,MED
605137,Josh Bell,H,0.3768,0.2164,0.6063,58,65,19,HIGH
605141,Mookie Betts,H,0.6086,0.4327,0.7885,58,65,19,MED
605170,Victor Caratini,H,0.4163,0.2208,0.5775,58,65,19,MED
606466,Ketel Marte,H,0.608,0.4545,0.8089,58,65,19,HIGH
607043,Brandon Nimmo,H,0.5257,0.3997,0.6797,58,65,19,HIGH
607208,Trea Turner,H,0.3849,0.2294,0.502,58,65,19,HIGH
608070,José Ramírez,H,0.6368,0.4665,0.8486,58,65,19,HIGH
608324,Alex Bregman,H,0.4328,0.2681,0.5966,58,65,19,HIGH
608348,Carson Kelly,H,0.4125,0.2363,0.6419,58,65,19,MED
609280,Miguel Andujar,H,0.479,0.2995,0.6835,58,65,19,MED
620443,Luis Torrens,H,0.2666,0.1341,0.5197,58,65,19,LOW
621020,Dansby Swanson,H,0.354,0.2004,0.5936,58,65,19,HIGH
621439,Byron Buxton,H,0.5416,0.3716,0.7535,58,65,19,HIGH
621493,Taylor Ward,H,0.4,0.2163,0.5926,58,65,19,HIGH
621566,Matt Olson,H,0.6411,0.4969,0.763,58,65,19,HIGH
624413,Pete Alonso,H,0.5689,0.3753,0.73,58,65,19,HIGH
624585,Jorge Soler,H,0.3559,0.1981,0.5856,58,65,19,HIGH
641343,Jake Bauers,H,0.5414,0.362,0.6913,58,65,19,MED
641355,Cody Bellinger,H,0.6757,0.5544,0.8571,58,65,19,HIGH
641487,J.P. Crawford,H,0.5491,0.3986,0.6812,58,65,19,HIGH
641857,Ryan McMahon,H,0.2943,0.1066,0.5335,58,65,19,MED
641933,Tyler O'Neill,H,0.2755,0.1106,0.4289,58,65,19,MED
642086,Dominic Smith,H,0.6081,0.4785,0.7955,58,65,19,MED
642708,Amed Rosario,H,0.549,0.4086,0.7074,58,65,19,LOW
642715,Willy Adames,H,0.4159,0.2552,0.6017,58,65,19,HIGH
643217,Andrew Benintendi,H,0.3474,0.1827,0.5356,58,65,19,MED
643289,Mauricio Dubón,H,0.4611,0.2795,0.7015,58,65,19,HIGH
643376,Danny Jansen,H,0.2028,-0.0057,0.3469,58,65,19,MED
643446,Jeff McNeil,H,0.4951,0.3234,0.6841,58,65,19,MED
