pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_pct,whiff_pct,cs_pct,xwoba_model,contact_pct,plv_pctile,primary_position,sample_warning
518886,Craig Kimbrel,230,5.346,1.314,-0.043,0.446,0.415,0.421,0.337,0.585,93.0,P,False
694037,Daniel Palencia,940,5.342,1.407,-0.043,0.519,0.341,0.505,0.339,0.659,92.9,P,False
592773,Ryne Stanek,1087,5.34,1.44,-0.043,0.529,0.376,0.487,0.331,0.624,92.7,P,False
664849,Danny Young,198,5.339,1.408,-0.043,0.366,0.394,0.441,0.292,0.606,92.6,P,True
656641,Jacob Latz,1388,5.338,1.384,-0.043,0.499,0.352,0.484,0.338,0.648,92.4,P,False
656546,Jeff Hoffman,1341,5.334,1.389,-0.044,0.475,0.379,0.467,0.322,0.621,92.3,P,False
445276,Kenley Jansen,916,5.331,1.231,-0.044,0.496,0.286,0.563,0.34,0.714,92.2,P,False
663432,Tanner Rainey,209,5.331,1.381,-0.044,0.457,0.411,0.443,0.327,0.589,92.0,P,False
656629,Michael Kopech,231,5.327,1.566,-0.044,0.476,0.371,0.461,0.339,0.629,91.9,P,False
621242,Edwin Díaz,1067,5.326,1.383,-0.044,0.486,0.384,0.471,0.329,0.616,91.8,P,False
668933,Graham Ashcraft,1095,5.322,1.431,-0.044,0.504,0.409,0.468,0.3,0.591,91.6,P,False
806960,Luis Morales,821,5.32,1.389,-0.044,0.457,0.367,0.502,0.338,0.633,91.5,P,False
686218,Emmet Sheehan,1299,5.315,1.385,-0.044,0.498,0.387,0.461,0.329,0.613,91.3,P,False
641941,Emilio Pagán,1092,5.314,1.444,-0.044,0.518,0.352,0.477,0.337,0.648,91.2,P,False
683618,Edgardo Henriquez,342,5.313,1.438,-0.044,0.485,0.369,0.49,0.315,0.631,91.1,P,False
670280,David Bednar,1126,5.311,1.37,-0.044,0.497,0.358,0.506,0.336,0.642,90.9,P,False
669199,Lake Bachar,1177,5.31,1.31,-0.044,0.482,0.39,0.476,0.331,0.61,90.8,P,False
670950,Trevor Richards,116,5.308,1.162,-0.044,0.519,0.372,0.444,0.33,0.628,90.7,P,True
605483,Blake Snell,1564,5.305,1.336,-0.045,0.495,0.409,0.437,0.325,0.591,90.5,P,False
595345,Steven Okert,1066,5.304,1.291,-0.045,0.5,0.343,0.528,0.346,0.657,90.4,P,False
672578,Carlos Hernández,759,5.304,1.402,-0.045,0.512,0.352,0.511,0.34,0.648,90.2,P,False
664875,Justin Lawrence,285,5.303,1.33,-0.045,0.412,0.354,0.459,0.304,0.646,90.1,P,False
643377,Griffin Jax,1124,5.302,1.481,-0.045,0.52,0.388,0.472,0.316,0.612,90.0,P,False
669194,Ryne Nelson,2518,5.299,1.34,-0.045,0.524,0.316,0.509,0.333,0.684,89.8,P,False
689147,Orion Kerkering,1139,5.299,1.416,-0.045,0.497,0.325,0.529,0.329,0.675,89.7,P,False
663158,Robert Suarez,1140,5.299,1.317,-0.045,0.549,0.313,0.535,0.341,0.687,89.6,P,False
685801,Hunter Bigge,242,5.294,1.398,-0.045,0.519,0.402,0.48,0.329,0.598,89.4,P,False
680755,Braydon Fisher,964,5.294,1.417,-0.045,0.447,0.363,0.483,0.325,0.637,89.3,P,False
573204,Caleb Thielbar,879,5.294,1.254,-0.045,0.499,0.324,0.52,0.332,0.676,89.1,P,False
676684,Will Vest,1268,5.293,1.379,-0.045,0.513,0.346,0.495,0.331,0.654,89.0,P,False
673513,Yuki Matsui,1083,5.289,1.316,-0.045,0.474,0.381,0.449,0.323,0.619,88.9,P,False
621051,Steven Wilson,997,5.287,1.287,-0.045,0.477,0.378,0.497,0.331,0.622,88.7,P,False
669947,Jesse Scholtens,154,5.287,1.329,-0.045,0.479,0.368,0.457,0.326,0.632,88.6,P,True
660271,Shohei Ohtani,1086,5.286,1.443,-0.045,0.513,0.365,0.513,0.331,0.635,88.5,P,False
605463,Tayler Scott,550,5.286,1.438,-0.045,0.466,0.365,0.43,0.329,0.635,88.3,P,False
674384,Eduarniel Núñez,249,5.285,1.4,-0.045,0.439,0.405,0.442,0.325,0.595,88.2,P,False
674444,Steven Cruz,642,5.282,1.465,-0.045,0.499,0.353,0.553,0.341,0.647,88.0,P,False
690997,Nolan Mclean,738,5.28,1.496,-0.045,0.457,0.318,0.524,0.322,0.682,87.9,P,False
666142,Cole Ragans,1079,5.278,1.451,-0.046,0.49,0.338,0.499,0.34,0.662,87.8,P,False
657746,Joe Ryan,2794,5.277,1.366,-0.046,0.494,0.323,0.529,0.342,0.677,87.6,P,False
668820,Max Kranick,539,5.276,1.262,-0.046,0.54,0.329,0.554,0.341,0.671,87.5,P,False
813349,Connelly Early,401,5.275,1.35,-0.046,0.489,0.324,0.477,0.328,0.676,87.4,P,False
676604,Tyler Zuber,245,5.275,1.518,-0.046,0.497,0.33,0.53,0.333,0.67,87.2,P,False
608371,Lucas Sims,279,5.271,1.533,-0.046,0.412,0.422,0.431,0.324,0.578,87.1,P,False
676263,Jack Dreyer,1213,5.27,1.418,-0.046,0.493,0.37,0.517,0.345,0.63,87.0,P,False
681751,Lazaro Estrada,119,5.266,1.245,-0.046,0.465,0.345,0.517,0.336,0.655,86.8,P,True
664854,Ryan Helsley,995,5.266,1.517,-0.046,0.527,0.398,0.504,0.33,0.602,86.7,P,False
606160,Rafael Montero,1098,5.264,1.388,-0.046,0.515,0.37,0.43,0.323,0.63,86.5,P,False
686580,Justin Slaten,540,5.264,1.399,-0.046,0.501,0.357,0.514,0.332,0.643,86.4,P,False
657277,Logan Webb,3282,5.262,1.491,-0.046,0.455,0.33,0.48,0.321,0.67,86.3,P,False
622554,Seranthony Domínguez,1300,5.26,1.379,-0.046,0.438,0.394,0.438,0.319,0.606,86.1,P,False
677865,Justin Bruihl,231,5.259,1.469,-0.046,0.446,0.251,0.573,0.309,0.749,86.0,P,False
596133,Luke Weaver,1091,5.258,1.363,-0.046,0.476,0.349,0.482,0.337,0.651,85.9,P,False
592426,Luke Jackson,827,5.257,1.455,-0.046,0.482,0.348,0.497,0.335,0.652,85.7,P,False
669022,Mackenzie Gore,2892,5.257,1.466,-0.046,0.485,0.368,0.458,0.34,0.632,85.6,P,False
678606,Jose Ferrer,1208,5.252,1.388,-0.046,0.469,0.301,0.537,0.299,0.699,85.4,P,False
693312,Kyle Nicolas,652,5.251,1.389,-0.046,0.464,0.4,0.468,0.328,0.6,85.3,P,False
669684,Chris Murphy,569,5.25,1.426,-0.047,0.44,0.352,0.448,0.327,0.648,85.2,P,False
690925,Clayton Beeter,465,5.249,1.482,-0.047,0.454,0.369,0.458,0.331,0.631,85.0,P,False
691441,Cristian Mena,100,5.248,1.482,-0.047,0.46,0.417,0.434,0.314,0.583,84.9,P,True
670329,Rico Garcia,586,5.248,1.412,-0.047,0.503,0.373,0.516,0.337,0.627,84.8,P,False
663893,Brendon Little,1370,5.248,1.586,-0.047,0.423,0.474,0.367,0.288,0.526,84.6,P,False
693433,Bryan Woo,2858,5.248,1.369,-0.047,0.503,0.311,0.521,0.336,0.689,84.5,P,False
666171,Ryan Zeferjahn,1073,5.247,1.415,-0.047,0.469,0.369,0.5,0.326,0.631,84.3,P,False
663474,Triston Mckenzie,144,5.247,1.619,-0.047,0.347,0.416,0.418,0.321,0.584,84.2,P,True
808967,Yoshinobu Yamamoto,3243,5.247,1.442,-0.047,0.515,0.343,0.493,0.33,0.657,84.1,P,False
683004,Jack Leiter,2667,5.246,1.453,-0.047,0.476,0.37,0.498,0.332,0.63,83.9,P,False
681982,Grant Anderson,1190,5.245,1.334,-0.047,0.445,0.344,0.489,0.327,0.656,83.8,P,False
605400,Aaron Nola,1670,5.245,1.373,-0.047,0.474,0.305,0.481,0.329,0.695,83.7,P,False
676272,Bobby Miller,116,5.243,1.192,-0.047,0.474,0.34,0.495,0.33,0.66,83.5,P,True
701656,Logan Henderson,410,5.243,1.194,-0.047,0.534,0.293,0.498,0.335,0.707,83.4,P,False
686993,Justin Sterner,1104,5.243,1.343,-0.047,0.499,0.382,0.455,0.333,0.618,83.2,P,False
601713,Nick Pivetta,3011,5.241,1.273,-0.047,0.493,0.295,0.518,0.332,0.705,83.1,P,False
668970,Gavin Hollowell,172,5.239,1.333,-0.047,0.466,0.306,0.502,0.326,0.694,83.0,P,True
690916,Richard Fitts,735,5.237,1.472,-0.047,0.512,0.36,0.492,0.33,0.64,82.8,P,False
606303,Joel Payamps,449,5.237,1.418,-0.047,0.462,0.348,0.502,0.335,0.652,82.7,P,False
607455,Anthony Banda,1148,5.233,1.458,-0.047,0.461,0.399,0.464,0.321,0.601,82.6,P,False
669923,George Kirby,2385,5.233,1.52,-0.047,0.466,0.33,0.467,0.326,0.67,82.4,P,False
642100,Gabe Speier,1034,5.232,1.42,-0.047,0.521,0.299,0.521,0.335,0.701,82.3,P,False
656686,Corbin Martin,332,5.231,1.512,-0.047,0.464,0.4,0.477,0.329,0.6,82.1,P,False
554431,Tyler Matzek,127,5.231,1.454,-0.047,0.499,0.301,0.498,0.35,0.699,82.0,P,True
676617,Riley O'Brien,758,5.231,1.49,-0.047,0.444,0.373,0.466,0.306,0.627,81.9,P,False
685126,Brandon Eisert,1255,5.231,1.3,-0.047,0.449,0.418,0.434,0.324,0.582,81.7,P,False
676879,Aaron Ashby,1188,5.23,1.548,-0.047,0.447,0.368,0.49,0.307,0.632,81.6,P,False
664076,Garrett Cleavinger,895,5.23,1.494,-0.047,0.486,0.334,0.523,0.327,0.666,81.5,P,False
668984,Casey Legumina,882,5.229,1.454,-0.047,0.509,0.297,0.516,0.335,0.703,81.3,P,False
663941,Tristan Beck,817,5.228,1.386,-0.047,0.454,0.309,0.519,0.338,0.691,81.2,P,False
519141,Drew Pomeranz,903,5.228,1.403,-0.047,0.526,0.288,0.525,0.345,0.712,81.0,P,False
678226,Daysbel Hernández,717,5.227,1.405,-0.047,0.485,0.407,0.445,0.321,0.593,80.9,P,False
661403,Emmanuel Clase,760,5.226,1.354,-0.047,0.551,0.371,0.521,0.309,0.629,80.8,P,False
458677,Justin Wilson,838,5.225,1.419,-0.047,0.507,0.353,0.485,0.333,0.647,80.6,P,False
676508,Ben Casparius,1279,5.221,1.408,-0.048,0.487,0.353,0.494,0.326,0.647,80.5,P,False
669622,Anthony Bender,783,5.22,1.509,-0.048,0.463,0.317,0.551,0.319,0.683,80.4,P,False
680704,Nick Sandlin,323,5.22,1.308,-0.048,0.45,0.365,0.442,0.313,0.635,80.2,P,False
640448,Kyle Finnegan,967,5.219,1.375,-0.048,0.527,0.344,0.528,0.346,0.656,80.1,P,False
605447,Jordan Romano,722,5.216,1.431,-0.048,0.506,0.348,0.527,0.336,0.652,79.9,P,False
656731,Tylor Megill,1322,5.211,1.511,-0.048,0.483,0.359,0.469,0.33,0.641,79.8,P,False
548384,Brooks Raley,388,5.208,1.365,-0.048,0.467,0.3,0.528,0.318,0.7,79.7,P,False
687396,Brent Headrick,403,5.207,1.243,-0.048,0.535,0.324,0.494,0.344,0.676,79.5,P,False
592332,Kevin Gausman,3466,5.205,1.325,-0.048,0.511,0.349,0.508,0.34,0.651,79.4,P,False
672582,Angel Zerpa,1120,5.205,1.496,-0.048,0.476,0.285,0.52,0.314,0.715,79.3,P,False
694973,Paul Skenes,3048,5.202,1.335,-0.048,0.514,0.341,0.49,0.322,0.659,79.1,P,False
676534,Calvin Faucher,1054,5.202,1.429,-0.048,0.452,0.394,0.473,0.314,0.606,79.0,P,False
686752,Ryan Pepiot,2733,5.202,1.402,-0.048,0.513,0.328,0.498,0.334,0.672,78.8,P,False
621381,Matt Strahm,1024,5.201,1.436,-0.048,0.499,0.309,0.519,0.346,0.691,78.7,P,False
579328,Yusei Kikuchi,3182,5.198,1.454,-0.048,0.485,0.344,0.516,0.35,0.656,78.6,P,False
664747,Alexis Díaz,381,5.198,1.41,-0.048,0.467,0.369,0.466,0.339,0.631,78.4,P,False
592779,Brock Stewart,610,5.198,1.396,-0.048,0.512,0.364,0.504,0.331,0.636,78.3,P,False
643338,Chad Green,719,5.197,1.308,-0.048,0.509,0.374,0.491,0.332,0.626,78.2,P,False
592662,Robbie Ray,3142,5.197,1.39,-0.048,0.506,0.362,0.473,0.345,0.638,78.0,P,False
676477,Garrett Whitlock,1227,5.197,1.558,-0.048,0.498,0.349,0.499,0.326,0.651,77.9,P,False
669302,Logan Gilbert,2487,5.196,1.567,-0.049,0.521,0.384,0.506,0.34,0.616,77.7,P,False
518585,Fernando Cruz,868,5.195,1.504,-0.049,0.461,0.453,0.415,0.322,0.547,77.6,P,False
650633,Mike King,1238,5.195,1.357,-0.049,0.45,0.323,0.481,0.324,0.677,77.5,P,False
607074,Carlos Rodón,3446,5.194,1.506,-0.049,0.462,0.355,0.461,0.339,0.645,77.3,P,False
571948,Hoby Milner,1183,5.193,1.375,-0.049,0.446,0.282,0.537,0.32,0.718,77.2,P,False
642397,Gregory Soto,1054,5.193,1.428,-0.049,0.454,0.354,0.488,0.308,0.646,77.1,P,False
657097,Jacob Webb,994,5.193,1.245,-0.049,0.499,0.346,0.512,0.337,0.654,76.9,P,False
666808,Camilo Doval,1167,5.192,1.507,-0.049,0.491,0.379,0.491,0.309,0.621,76.8,P,False
805673,Zebby Matthews,1353,5.188,1.414,-0.049,0.526,0.34,0.513,0.339,0.66,76.6,P,False
657585,Reed Garrett,979,5.188,1.547,-0.049,0.475,0.381,0.446,0.306,0.619,76.5,P,False
666661,Juan Morillo,640,5.188,1.4,-0.049,0.504,0.331,0.481,0.323,0.669,76.4,P,False
696147,Sam Bachman,334,5.188,1.507,-0.049,0.436,0.36,0.5,0.319,0.64,76.2,P,False
669456,Shane Bieber,955,5.187,1.452,-0.049,0.474,0.369,0.472,0.33,0.631,76.1,P,False
676742,Cam Sanders,147,5.185,1.446,-0.049,0.448,0.332,0.463,0.329,0.668,76.0,P,True
670912,Johan Oviedo,665,5.185,1.422,-0.049,0.439,0.36,0.489,0.334,0.64,75.8,P,False
804636,Jonah Tong,371,5.185,1.563,-0.049,0.473,0.363,0.515,0.34,0.637,75.7,P,False
678022,Jack Perkins,637,5.184,1.38,-0.049,0.476,0.367,0.461,0.327,0.633,75.5,P,False
677960,Ryan Weathers,642,5.184,1.529,-0.049,0.513,0.345,0.524,0.347,0.655,75.4,P,False
694738,Landen Roupp,1851,5.18,1.468,-0.049,0.434,0.324,0.482,0.313,0.676,75.3,P,False
670990,Yohan Ramírez,604,5.18,1.491,-0.049,0.458,0.335,0.527,0.335,0.665,75.1,P,False
683232,Nick Mears,882,5.18,1.476,-0.049,0.546,0.341,0.534,0.344,0.659,75.0,P,False
688158,David Morgan,786,5.179,1.543,-0.049,0.476,0.367,0.485,0.319,0.633,74.9,P,False
690986,Kyle Harrison,587,5.178,1.34,-0.049,0.476,0.297,0.515,0.347,0.703,74.7,P,False
656986,Bennett Sousa,728,5.177,1.487,-0.049,0.49,0.355,0.5,0.345,0.645,74.6,P,False
661563,Luis Gil,1018,5.177,1.465,-0.049,0.48,0.362,0.495,0.333,0.638,74.5,P,False
670955,Edwin Uceta,1216,5.176,1.319,-0.049,0.493,0.337,0.479,0.328,0.663,74.3,P,False
519242,Chris Sale,2031,5.174,1.464,-0.049,0.485,0.318,0.506,0.34,0.682,74.2,P,False
677161,Zack Kelly,587,5.174,1.382,-0.049,0.503,0.325,0.503,0.324,0.675,74.0,P,False
665660,Elvis Alvarado,765,5.174,1.406,-0.049,0.458,0.356,0.462,0.321,0.644,73.9,P,False
662253,Andrés Muñoz,1164,5.173,1.501,-0.049,0.462,0.367,0.464,0.322,0.633,73.8,P,False
661395,Jhoan Durán,1177,5.172,1.502,-0.049,0.502,0.355,0.495,0.317,0.645,73.6,P,False
668909,Gavin Williams,3085,5.17,1.488,-0.049,0.472,0.353,0.481,0.335,0.647,73.5,P,False
681517,Kyle Leahy,1368,5.17,1.474,-0.049,0.496,0.362,0.515,0.334,0.638,73.4,P,False
502085,David Robertson,319,5.168,1.577,-0.05,0.462,0.346,0.477,0.331,0.654,73.2,P,False
572955,Pierce Johnson,968,5.168,1.481,-0.05,0.47,0.337,0.514,0.337,0.663,73.1,P,False
656427,Jack Flaherty,3103,5.167,1.454,-0.05,0.461,0.365,0.473,0.338,0.635,72.9,P,False
664208,Phil Maton,1027,5.167,1.451,-0.05,0.497,0.344,0.51,0.324,0.656,72.8,P,False
660730,Elvin Rodríguez,335,5.166,1.248,-0.05,0.476,0.354,0.489,0.337,0.646,72.7,P,False
647315,Zach Pop,127,5.164,1.367,-0.05,0.46,0.308,0.532,0.306,0.692,72.5,P,True
695549,Jackson Jobe,945,5.163,1.482,-0.05,0.491,0.35,0.471,0.325,0.65,72.4,P,False
686701,Ryan Bergert,1312,5.163,1.387,-0.05,0.493,0.337,0.508,0.341,0.663,72.3,P,False
680885,Spencer Schwellenbach,1573,5.163,1.468,-0.05,0.539,0.334,0.535,0.338,0.666,72.1,P,False
684007,Shota Imanaga,2220,5.163,1.354,-0.05,0.519,0.309,0.518,0.346,0.691,72.0,P,False
676092,Collin Snider,511,5.161,1.472,-0.05,0.51,0.327,0.527,0.332,0.673,71.8,P,False
676083,Janson Junk,1677,5.161,1.415,-0.05,0.521,0.34,0.544,0.34,0.66,71.7,P,False
683769,Hunter Gaddis,1105,5.159,1.385,-0.05,0.511,0.381,0.466,0.326,0.619,71.6,P,False
680767,Victor Vodnik,944,5.158,1.424,-0.05,0.483,0.38,0.456,0.321,0.62,71.4,P,False
669276,Dylan Lee,1102,5.158,1.391,-0.05,0.528,0.383,0.51,0.335,0.617,71.3,P,False
670970,Adrián Morejón,1090,5.158,1.482,-0.05,0.512,0.28,0.539,0.315,0.72,71.2,P,False
666157,Nick Lodolo,2562,5.157,1.402,-0.05,0.477,0.321,0.5,0.325,0.679,71.0,P,False
675911,Spencer Strider,2110,5.157,1.402,-0.05,0.47,0.398,0.445,0.337,0.602,70.9,P,False
663574,Tony Santillan,1268,5.156,1.446,-0.05,0.498,0.352,0.499,0.346,0.648,70.7,P,False
688107,Robert Gasser,162,5.154,1.353,-0.05,0.429,0.327,0.492,0.325,0.673,70.6,P,True
678906,Kai-Wei Teng,573,5.152,1.54,-0.05,0.427,0.368,0.47,0.321,0.632,70.5,P,False
693645,Cam Schlittler,1505,5.152,1.397,-0.05,0.515,0.3,0.516,0.337,0.7,70.3,P,False
573124,Taylor Rogers,923,5.152,1.63,-0.05,0.43,0.259,0.543,0.315,0.741,70.2,P,False
666200,Jesús Luzardo,3205,5.151,1.445,-0.05,0.505,0.339,0.492,0.332,0.661,70.1,P,False
665795,Edward Cabrera,2252,5.151,1.501,-0.05,0.489,0.361,0.483,0.318,0.639,69.9,P,False
667297,Tommy Nance,509,5.15,1.488,-0.05,0.456,0.344,0.524,0.321,0.656,69.8,P,False
670167,John Schreiber,1067,5.149,1.367,-0.05,0.482,0.32,0.516,0.333,0.68,69.6,P,False
663671,Nic Enright,532,5.149,1.328,-0.05,0.476,0.339,0.47,0.334,0.661,69.5,P,False
676760,Ron Marinaccio,222,5.148,1.457,-0.05,0.474,0.315,0.49,0.331,0.685,69.4,P,False
670102,Bowden Francis,1224,5.148,1.365,-0.05,0.481,0.324,0.49,0.34,0.676,69.2,P,False
669373,Tarik Skubal,3152,5.147,1.408,-0.05,0.523,0.319,0.525,0.334,0.681,69.1,P,False
661527,Seth Martinez,136,5.147,1.403,-0.05,0.461,0.324,0.506,0.323,0.676,69.0,P,True
676979,Garrett Crochet,3266,5.146,1.474,-0.05,0.528,0.319,0.505,0.338,0.681,68.8,P,False
686751,Seth Johnson,214,5.145,1.435,-0.05,0.516,0.323,0.516,0.34,0.677,68.7,P,False
676962,Ben Brown,1737,5.145,1.569,-0.05,0.501,0.341,0.505,0.343,0.659,68.5,P,False
690829,Ben Joyce,110,5.144,1.293,-0.05,0.517,0.307,0.5,0.332,0.693,68.4,P,True
694350,Zach Brzykcy,459,5.143,1.339,-0.05,0.471,0.352,0.416,0.329,0.648,68.3,P,False
686790,Trevor Mcdonald,212,5.142,1.476,-0.05,0.452,0.335,0.508,0.315,0.665,68.1,P,False
669211,Keegan Akin,1058,5.142,1.422,-0.05,0.513,0.332,0.504,0.342,0.668,68.0,P,False
669160,Dustin May,2237,5.142,1.488,-0.05,0.441,0.297,0.52,0.326,0.703,67.9,P,False
680736,Justin Wrobleski,1171,5.14,1.571,-0.051,0.536,0.306,0.551,0.345,0.694,67.7,P,False
668678,Zac Gallen,3207,5.14,1.383,-0.051,0.483,0.335,0.469,0.334,0.665,67.6,P,False
700669,Gordon Graceffo,756,5.139,1.476,-0.051,0.511,0.372,0.49,0.339,0.628,67.4,P,False
669358,Shane Baz,2718,5.137,1.459,-0.051,0.489,0.326,0.503,0.336,0.674,67.3,P,False
607192,Tyler Glasnow,1895,5.137,1.524,-0.051,0.458,0.385,0.492,0.33,0.615,67.2,P,False
671305,Michel Otañez,121,5.135,1.484,-0.051,0.391,0.464,0.355,0.31,0.536,67.0,P,True
621121,Lance Mccullers,1147,5.134,1.573,-0.051,0.433,0.355,0.487,0.316,0.645,66.9,P,False
669212,Eli Morgan,111,5.133,1.301,-0.051,0.48,0.394,0.44,0.318,0.606,66.8,P,True
700363,Aj Smith-Shawver,711,5.133,1.316,-0.051,0.46,0.34,0.482,0.338,0.66,66.6,P,False
681293,Spencer Arrighetti,618,5.132,1.447,-0.051,0.465,0.348,0.493,0.334,0.652,66.5,P,False
692285,Luis Guerrero,288,5.131,1.463,-0.051,0.445,0.408,0.438,0.329,0.592,66.3,P,False
682171,Penn Murfee,251,5.131,1.419,-0.051,0.439,0.37,0.441,0.321,0.63,66.2,P,False
701542,Will Warren,2963,5.131,1.477,-0.051,0.438,0.325,0.481,0.331,0.675,66.1,P,False
681867,Cooper Criswell,299,5.131,1.375,-0.051,0.495,0.325,0.476,0.317,0.675,65.9,P,False
805299,Brandyn Garcia,285,5.131,1.573,-0.051,0.466,0.329,0.5,0.299,0.671,65.8,P,False
700187,Troy Taylor,136,5.129,1.573,-0.051,0.469,0.293,0.552,0.336,0.707,65.7,P,True
