mlbam_id,player_name,player_type,live_blend_xfp,ci_lower,ci_upper,fitted_split_day,live_split_day,n_features_used,confidence_tier
519242,"Sale, Chris",SP,13.1169,5.2674,17.7209,93,86,19,HIGH
543135,"Eovaldi, Nathan",SP,9.3957,3.7977,14.2297,93,86,19,HIGH
547179,"Lorenzen, Michael",SP,6.4914,0.2913,12.455,93,86,19,HIGH
571927,"Matz, Steven",SP,7.9997,0.7544,13.2105,93,86,19,MED
579328,"Kikuchi, Yusei",SP,10.4267,4.8336,15.1795,93,86,19,MED
592332,"Gausman, Kevin",SP,10.8579,4.2026,15.9219,93,86,19,HIGH
592662,"Ray, Robbie",SP,10.4772,4.5657,16.467,93,86,19,HIGH
592791,"Taillon, Jameson",SP,8.6872,2.4868,13.4786,93,86,19,HIGH
593958,"Rodriguez, Eduardo",SP,6.263,-2.3706,11.3415,93,86,19,HIGH
594798,"deGrom, Jacob",SP,14.8818,9.1714,19.4761,93,86,19,HIGH
605135,"Bassitt, Chris",SP,4.8697,-1.1003,9.432,93,86,19,MED
605280,"Holmes, Clay",SP,10.2382,4.0661,14.9891,93,86,19,MED
605288,"Houser, Adrian",SP,3.3717,-6.1465,8.4167,93,86,19,HIGH
605400,"Nola, Aaron",SP,7.9827,2.5983,12.9181,93,86,19,HIGH
605488,"Springs, Jeffrey",SP,13.1035,7.7876,17.91,93,86,19,HIGH
605540,"Woodruff, Brandon",SP,10.6242,5.5016,15.8336,93,86,19,MED
607192,"Glasnow, Tyler",SP,14.9137,9.0022,19.7224,93,86,19,MED
607259,"Martinez, Nick",SP,11.5526,2.6052,16.4866,93,86,19,HIGH
607625,"Lugo, Seth",SP,12.5709,6.4175,17.3778,93,86,19,HIGH
608331,"Fried, Max",SP,11.7225,5.4981,17.2791,93,86,19,MED
608372,"Sugano, Tomoyuki",SP,7.7392,1.5487,12.8108,93,86,19,HIGH
608379,"Wacha, Michael",SP,9.2038,1.874,14.1462,93,86,19,HIGH
608566,"Márquez, Germán",SP,4.1875,-3.386,9.2184,93,86,19,MED
621111,"Buehler, Walker",SP,9.1013,2.4247,13.9303,93,86,19,HIGH
621121,"McCullers Jr., Lance",SP,8.7347,0.1049,13.2726,93,86,19,MED
622491,"Castillo, Luis",SP,4.6321,-1.0705,9.2854,93,86,19,HIGH
622663,"Severino, Luis",SP,6.9848,-0.5828,11.7992,93,86,19,HIGH
624133,"Suarez, Ranger",SP,7.2394,-1.4502,12.0487,93,86,19,HIGH
641816,"Mahle, Tyler",SP,6.1564,1.2028,10.9653,93,86,19,MED
641927,"Ober, Bailey",SP,9.003,0.7969,14.472,93,86,19,HIGH
642547,"Peralta, Freddy",SP,12.8679,4.8783,18.8605,93,86,19,HIGH
645261,"Alcantara, Sandy",SP,12.7997,7.8972,18.7331,93,86,19,HIGH
647336,"Soroka, Michael",SP,8.5274,2.3298,14.5494,93,86,19,HIGH
650633,"King, Michael",SP,12.1241,4.5405,17.1667,93,86,19,HIGH
650644,"Civale, Aaron",SP,8.9283,0.1364,13.6348,93,86,19,HIGH
650911,"Sánchez, Cristopher",SP,11.9878,1.2697,16.9503,93,86,19,HIGH
656302,"Cease, Dylan",SP,15.7439,3.1233,20.6004,93,86,19,HIGH
656427,"Flaherty, Jack",SP,3.069,-6.759,8.2732,93,86,19,HIGH
656492,"Griffin, Foster",SP,7.6442,1.8238,12.3154,93,86,19,HIGH
656550,"Holmes, Grant",SP,8.6263,0.3876,13.6569,93,86,19,HIGH
656605,"Keller, Mitch",SP,13.5535,5.7025,19.5135,93,86,19,HIGH
656876,"Rasmussen, Drew",SP,13.0709,2.3528,18.9809,93,86,19,HIGH
657277,"Webb, Logan",SP,7.7905,0.5779,13.3458,93,86,19,MED
657746,"Ryan, Joe",SP,11.7031,3.8776,16.4938,93,86,19,HIGH
663436,"Martin, Davis",SP,9.8817,0.1492,14.7405,93,86,19,HIGH
663460,"Bubic, Kris",SP,12.5282,4.5386,17.3427,93,86,19,MED
663554,"Mize, Casey",SP,12.7962,4.9851,17.1263,93,86,19,MED
663556,"McClanahan, Shane",SP,10.6462,4.7335,16.9605,93,86,19,HIGH
663623,"Irvin, Jake",SP,9.5683,0.7763,14.1075,93,86,19,MED
663903,"Singer, Brady",SP,4.4409,-1.153,9.3815,93,86,19,HIGH
663978,"Paddack, Chris",SP,5.3824,-2.2156,10.1887,93,86,19,MED
664285,"Valdez, Framber",SP,11.3306,5.6625,17.3635,93,86,19,HIGH
665795,"Cabrera, Edward",SP,10.6204,2.338,15.2678,93,86,19,HIGH
666142,"Ragans, Cole",SP,6.8106,0.9042,12.846,93,86,19,MED
666200,"Luzardo, Jesús",SP,17.0701,10.8946,22.0069,93,86,19,HIGH
667755,"Soriano, José",SP,16.6905,8.0607,22.1645,93,86,19,HIGH
668678,"Gallen, Zac",SP,5.5822,-1.9913,10.5118,93,86,19,HIGH
668909,"Williams, Gavin",SP,13.7827,7.4716,19.3325,93,86,19,HIGH
669022,"Gore, MacKenzie",SP,9.6006,1.3219,14.6542,93,86,19,HIGH
669160,"May, Dustin",SP,5.9316,-1.2659,10.2309,93,86,19,HIGH
669194,"Nelson, Ryne",SP,6.6441,-1.1814,12.5753,93,86,19,HIGH
669302,"Gilbert, Logan",SP,15.1531,9.3316,21.0637,93,86,19,HIGH
669358,"Baz, Shane",SP,11.3713,3.3518,15.809,93,86,19,HIGH
669373,"Skubal, Tarik",SP,17.0993,7.5565,22.0412,93,86,19,MED
669387,"Mlodzinski, Carmen",SP,12.068,3.2685,17.3439,93,86,19,MED
669432,"Rogers, Trevor",SP,12.7009,6.4384,17.7315,93,86,19,HIGH
669461,"Liberatore, Matthew",SP,3.219,-2.8918,7.8526,93,86,19,HIGH
669467,"Pallante, Andre",SP,7.9597,-4.5901,13.9785,93,86,19,HIGH
