rank,pitcher,player_name,gs_to,fp_per_start_to,xfp_rp1_per_start,k_pct_to,bb_pct_to,swstr_pct_to,c_plus_swstr_to,zone_pct_to,z_swing_pct_to,o_swing_pct_to,avg_velo_to,xwoba_per_pa_to,xwoba_x_swstr_to,fp_per_start_to,gs_to,split_day
77,677958,"Rocker, Kumar",4,10.8,9.960393240679233,0.2111111111111111,0.0888888888888888,0.1232091690544412,0.2435530085959885,0.4613180515759312,0.7329192546583851,0.2925531914893617,90.0405172413793,0.3084,0.0379977077363896,10.8,4,30
78,808963,"Sasaki, Roki",5,4.359999999999999,9.914100985055104,0.2037037037037037,0.1203703703703703,0.1389521640091116,0.2824601366742597,0.4555808656036446,0.66,0.2887029288702928,90.9369020501139,0.3786728971962617,0.0526174185170204,4.359999999999999,5,30
79,676917,"Cavalli, Cade",6,4.816666666666666,9.91164328204028,0.2413793103448276,0.1034482758620689,0.1002087682672233,0.2985386221294363,0.4572025052192067,0.5981735159817352,0.2769230769230769,91.17594142259414,0.3110603448275862,0.0311709740119501,4.816666666666666,6,30
80,622663,"Severino, Luis",6,8.549999999999999,9.832416193352662,0.2335766423357664,0.1532846715328467,0.1047957371225577,0.261101243339254,0.4618117229129662,0.65,0.2739273927392739,92.06909413854352,0.3594338235294118,0.037667132483544,8.549999999999999,6,30
81,686799,"Kochanowicz, Jack",5,11.94,9.790753966351813,0.1557377049180328,0.1393442622950819,0.1019522776572668,0.2754880694143167,0.4902386117136659,0.6283185840707964,0.2723404255319149,92.94260869565215,0.3550338983050847,0.0361965145777418,11.94,5,30
82,592791,"Taillon, Jameson",5,9.62,9.781404750194543,0.2136752136752136,0.094017094017094,0.1220043572984749,0.2919389978213507,0.4488017429193899,0.6116504854368932,0.2924901185770751,85.9389010989011,0.3401391304347826,0.0414984560007577,9.62,5,30
83,622491,"Castillo, Luis",5,4.1,9.774178901773338,0.2,0.0818181818181818,0.1317494600431965,0.2613390928725702,0.4924406047516199,0.7324561403508771,0.3106382978723404,91.49157667386608,0.3583796296296296,0.0472163226941844,4.1,5,30
84,663978,"Paddack, Chris",4,4.949999999999998,9.725402588490992,0.2252252252252252,0.054054054054054,0.1258426966292135,0.2808988764044944,0.449438202247191,0.66,0.3551020408163265,86.92629213483146,0.3118636363636363,0.0392457609805924,4.949999999999998,4,30
85,656605,"Keller, Mitch",6,11.633333333333333,9.710329427143394,0.1751824817518248,0.0802919708029197,0.103515625,0.275390625,0.4765625,0.6516393442622951,0.291044776119403,88.8384765625,0.3101678832116789,0.0321072222855839,11.633333333333333,6,30
86,700712,"Ureña, Walbert",2,7.399999999999999,9.691320742725166,0.2166666666666666,0.15,0.1129707112970711,0.2426778242677824,0.3598326359832636,0.627906976744186,0.3333333333333333,94.32297872340426,0.3008474576271186,0.033986951280051,7.399999999999999,2,30
87,669358,"Baz, Shane",5,7.26,9.629547895301672,0.1825396825396825,0.0793650793650793,0.1120507399577167,0.2706131078224101,0.4820295983086681,0.6622807017543859,0.2979591836734694,91.25572033898304,0.3278333333333333,0.0367339675828048,7.26,5,30
88,669387,"Mlodzinski, Carmen",4,8.899999999999999,9.574247236734026,0.2407407407407407,0.0925925925925925,0.0872641509433962,0.2759433962264151,0.4622641509433962,0.5969387755102041,0.2982456140350877,89.48490566037735,0.3037777777777777,0.0265089098532494,8.899999999999999,4,30
89,813349,"Early, Connelly",5,11.299999999999995,9.569542179827243,0.2242990654205607,0.1214953271028037,0.0961968680089485,0.2863534675615212,0.4340044742729306,0.5721649484536082,0.300395256916996,88.02729306487696,0.3681226415094339,0.0354122451563885,11.299999999999995,5,30
90,607067,"Rea, Colin",3,8.5,9.55295747447927,0.2051282051282051,0.0769230769230769,0.1024498886414253,0.2739420935412027,0.4610244988864143,0.6280193236714976,0.3429752066115702,89.5097995545657,0.3269568965517241,0.0334966976422701,8.5,3,30
91,656492,"Griffin, Foster",5,11.4,9.434545382479861,0.1981981981981982,0.072072072072072,0.1073825503355704,0.2729306487695749,0.4630872483221476,0.6376811594202898,0.3166666666666666,85.7804932735426,0.3343153153153153,0.0358996311747989,11.4,5,30
92,657277,"Webb, Logan",5,11.719999999999995,9.390423483097486,0.1851851851851851,0.0888888888888888,0.0916496945010183,0.2627291242362525,0.4562118126272912,0.6294642857142857,0.3333333333333333,89.04582484725051,0.326731343283582,0.0299448277958476,11.719999999999995,5,30
93,675989,"Bolton, Cody",2,5.299999999999999,9.357302750035382,0.282051282051282,0.1794871794871795,0.0903225806451612,0.2774193548387096,0.4838709677419355,0.56,0.2375,91.0116129032258,0.3267894736842105,0.0295164685908319,5.299999999999999,2,30
94,641816,"Mahle, Tyler",5,7.5,9.350237717655832,0.2280701754385964,0.1228070175438596,0.0921348314606741,0.298876404494382,0.447191011235955,0.5778894472361809,0.2804878048780488,89.24449438202248,0.3710892857142857,0.0341902487961476,7.5,5,30
95,664285,"Valdez, Framber",6,11.216666666666663,9.331810550421777,0.1621621621621621,0.0945945945945946,0.0878504672897196,0.2822429906542056,0.4841121495327102,0.6216216216216216,0.3260869565217391,88.22205607476636,0.3200547945205479,0.0281169632569453,11.216666666666663,6,30
96,621111,"Buehler, Walker",5,5.999999999999998,9.268798848195683,0.217391304347826,0.0978260869565217,0.1024258760107816,0.2938005390835579,0.4393530997304582,0.5828220858895705,0.3125,87.88167115902965,0.3483043478260869,0.0356753779444509,5.999999999999998,5,30
97,691725,"Painter, Andrew",4,6.424999999999999,9.202229652930615,0.1944444444444444,0.0555555555555555,0.0990783410138248,0.2511520737327189,0.4447004608294931,0.6424870466321243,0.3692946058091286,90.77396313364056,0.3159906542056074,0.0313078297945647,6.424999999999999,4,30
98,695076,"Lowder, Rhett",5,12.139999999999995,9.175068830856748,0.1525423728813559,0.0762711864406779,0.087248322147651,0.2729306487695749,0.4899328859060403,0.5981735159817352,0.293859649122807,89.34237668161434,0.3198333333333333,0.0279049217002237,12.139999999999995,5,30
99,607259,"Martinez, Nick",5,14.579999999999998,9.174482962645895,0.1639344262295081,0.0655737704918032,0.0818181818181818,0.275,0.5386363636363637,0.6286919831223629,0.2807881773399014,87.07198177676537,0.3388770491803278,0.027726304023845,14.579999999999998,5,30
100,687075,"Sproat, Brandon",3,7.166666666666665,9.16876067330994,0.2105263157894736,0.1368421052631579,0.1045576407506702,0.2546916890080429,0.4772117962466488,0.6797752808988764,0.2512820512820513,92.23629032258064,0.3607204301075268,0.03771607714261,7.166666666666665,3,30
101,621121,"McCullers Jr., Lance",5,6.899999999999997,9.104871988005701,0.2181818181818181,0.1181818181818181,0.102974828375286,0.2791762013729977,0.459954233409611,0.5920398009950248,0.2838983050847458,87.61189931350114,0.3472110091743119,0.0357539940797346,6.899999999999997,5,30
102,669467,"Pallante, Andre",5,7.919999999999999,9.053657053056742,0.175438596491228,0.1228070175438596,0.1049107142857142,0.2857142857142857,0.4821428571428571,0.6064814814814815,0.2456896551724137,89.03727678571428,0.353798245614035,0.037117226660401,7.919999999999999,5,30
