batter,xfp_rh1_per_pa,iso_to,k_pct_to,hr_per_pa_to,hard_hit_pct_to,contact_pct_to,whiff_pct_to,swstr_pct_to,bb_pct_to,chase_pct_to,in_play_pct_to,sb_per_pa_to,xwoba_per_pa_to,barrel_pct_to,pa_to,split_day,player_name,team,rank
693307,0.6139165151438726,0.2209302325581395,0.1666666666666666,0.0520833333333333,0.5285714285714286,0.7771428571428571,0.2228571428571428,0.1098591549295774,0.0625,0.3387096774193548,0.1971830985915492,0.0,0.4406631578947368,0.1857142857142857,96,30,Dillon Dingler,DET,12
571970,0.613552696710943,0.3333333333333333,0.2596153846153846,0.0865384615384615,0.5396825396825397,0.6994818652849741,0.3005181347150259,0.1345707656612529,0.1346153846153846,0.2626728110599078,0.1461716937354988,0.0,0.4280485436893204,0.1904761904761904,104,30,Max Muncy,LAD,13
805808,0.6095072032523664,0.203883495145631,0.1260504201680672,0.0168067226890756,0.3977272727272727,0.8774509803921569,0.1225490196078431,0.0516528925619834,0.1260504201680672,0.2131782945736434,0.1818181818181818,0.0,0.4231949152542372,0.1363636363636363,119,30,Kevin McGonigle,DET,14
592450,0.6083014274582287,0.3260869565217391,0.2631578947368421,0.0789473684210526,0.5161290322580645,0.6604651162790698,0.3395348837209302,0.1420233463035019,0.1842105263157894,0.2466216216216216,0.1206225680933852,0.0,0.4468230088495575,0.2419354838709677,114,30,Aaron Judge,NYY,15
518692,0.6077009618122766,0.18,0.109090909090909,0.0272727272727272,0.4886363636363636,0.817351598173516,0.182648401826484,0.0950118764845605,0.0818181818181818,0.3101851851851852,0.2090261282660332,0.0,0.4109090909090909,0.1477272727272727,110,30,Freddie Freeman,LAD,16
694208,0.6057614318999048,0.288135593220339,0.1846153846153846,0.0615384615384615,0.574468085106383,0.75,0.25,0.1244813278008298,0.0923076923076923,0.3404255319148936,0.1950207468879668,0.0,0.3717692307692307,0.1276595744680851,65,30,Moisés Ballesteros,CHC,17
678246,0.6056783882966127,0.2210526315789473,0.146551724137931,0.043103448275862,0.4358974358974359,0.8350515463917526,0.1649484536082474,0.0686695278969957,0.1637931034482758,0.1707317073170731,0.167381974248927,0.0,0.3743189655172413,0.1282051282051282,116,30,Miguel Vargas,CWS,18
691406,0.6016015779243953,0.2571428571428571,0.1525423728813559,0.0677966101694915,0.4482758620689655,0.7575757575757576,0.2424242424242424,0.106430155210643,0.1101694915254237,0.3053435114503817,0.1929046563192904,0.0,0.3736440677966102,0.1149425287356321,118,30,Junior Caminero,TB,19
671056,0.6012838556114295,0.1702127659574468,0.1416666666666666,0.0333333333333333,0.4805194805194805,0.8163265306122449,0.1836734693877551,0.075,0.15,0.2527881040892193,0.1604166666666666,0.0,0.4146896551724138,0.1038961038961039,120,30,Iván Herrera,STL,20
800050,0.599158907179849,0.2444444444444444,0.116504854368932,0.0485436893203883,0.3846153846153846,0.8303030303030303,0.1696969696969697,0.0671462829736211,0.1262135922330097,0.2,0.1870503597122302,0.0,0.3616699029126214,0.1025641025641025,103,30,Chase DeLauter,CLE,21
668930,0.5945947595439476,0.2043010752688172,0.2280701754385964,0.0350877192982456,0.5223880597014925,0.8258426966292135,0.1741573033707865,0.0658174097664543,0.1842105263157894,0.176,0.1422505307855626,0.0,0.4207614678899082,0.1044776119402985,114,30,Brice Turang,MIL,22
666160,0.5911007959230734,0.3918918918918919,0.2337662337662337,0.1038961038961039,0.3928571428571428,0.7716049382716049,0.228395061728395,0.1289198606271777,0.0389610389610389,0.4097222222222222,0.1951219512195122,0.0,0.3090519480519481,0.125,77,30,Mickey Moniak,COL,23
808959,0.5906832063743364,0.34375,0.3305084745762712,0.0932203389830508,0.6491228070175439,0.5870646766169154,0.4129353233830846,0.1627450980392157,0.1864406779661017,0.1888888888888888,0.1117647058823529,0.0,0.4269035087719298,0.2456140350877192,118,30,Munetaka Murakami,CWS,24
663757,0.5906497118119611,0.1780821917808219,0.1847826086956521,0.0434782608695652,0.5357142857142857,0.8290598290598291,0.1709401709401709,0.0543478260869565,0.2065217391304347,0.1451612903225806,0.1521739130434782,0.0,0.3534565217391304,0.0892857142857142,92,30,Trent Grisham,NYY,25
686948,0.5905785758785314,0.2155172413793103,0.2,0.0538461538461538,0.4777777777777778,0.784,0.216,0.1067193675889328,0.0923076923076923,0.3490909090909091,0.1778656126482213,0.0,0.3915769230769231,0.1555555555555555,130,30,Drake Baldwin,ATL,26
621566,0.5899007096142578,0.2946428571428571,0.2362204724409448,0.0551181102362204,0.4878048780487805,0.7573221757322176,0.2426778242677824,0.104129263913824,0.1181102362204724,0.2619047619047619,0.1472172351885098,0.0,0.3894365079365079,0.1707317073170731,127,30,Matt Olson,ATL,27
642086,0.5891558559893841,0.2153846153846154,0.1176470588235294,0.0588235294117647,0.3859649122807017,0.803030303030303,0.1969696969696969,0.1120689655172413,0.0294117647058823,0.4358974358974359,0.2456896551724137,0.0,0.4029850746268656,0.087719298245614,68,30,Dominic Smith,ATL,28
547180,0.5864797010822211,0.2475247524752475,0.1565217391304348,0.0521739130434782,0.4096385542168674,0.7155963302752294,0.2844036697247706,0.1515892420537897,0.1217391304347826,0.375,0.2029339853300733,0.0,0.4116260869565217,0.144578313253012,115,30,Bryce Harper,PHI,29
596142,0.5831241235057485,0.3454545454545454,0.2318840579710145,0.072463768115942,0.4102564102564102,0.6936936936936937,0.3063063063063063,0.1114754098360655,0.1884057971014492,0.216867469879518,0.1278688524590163,0.0,0.4129710144927536,0.1794871794871795,69,30,Gary Sánchez,MIL,30
682928,0.5812038194590297,0.2526315789473684,0.175438596491228,0.0614035087719298,0.4666666666666667,0.6995073891625616,0.3004926108374384,0.1455847255369928,0.1140350877192982,0.345679012345679,0.1789976133651551,0.0,0.3963928571428571,0.1333333333333333,114,30,CJ Abrams,WSH,31
682829,0.58078284864421,0.2909090909090909,0.2682926829268293,0.073170731707317,0.5584415584415584,0.6954314720812182,0.3045685279187817,0.1202404809619238,0.1056910569105691,0.2364341085271318,0.1543086172344689,0.0,0.4072436974789916,0.1688311688311688,123,30,Elly De La Cruz,CIN,32
676475,0.5800386613893651,0.1515151515151515,0.1339285714285714,0.0267857142857142,0.4880952380952381,0.7939698492462312,0.2060301507537688,0.1027568922305764,0.1160714285714285,0.3349514563106796,0.2105263157894736,0.0,0.3813513513513513,0.1071428571428571,112,30,Alec Burleson,STL,33
656811,0.5780851645543191,0.1777777777777777,0.1714285714285714,0.0380952380952381,0.4722222222222222,0.8072916666666666,0.1927083333333333,0.0822222222222222,0.1238095238095238,0.2933884297520661,0.16,0.0,0.4011826923076923,0.0833333333333333,105,30,Ryan O'Hearn,PIT,34
673962,0.5756692533905293,0.2386363636363636,0.1770833333333333,0.0416666666666666,0.5070422535211268,0.8154761904761905,0.1845238095238095,0.0875706214689265,0.0729166666666666,0.3333333333333333,0.2005649717514124,0.0,0.33984375,0.0422535211267605,96,30,Josh Jung,TEX,35
663538,0.575380704847744,0.1696428571428571,0.0952380952380952,0.0317460317460317,0.27,0.8963730569948186,0.1036269430051813,0.0441501103752759,0.0873015873015873,0.3279352226720647,0.2207505518763796,0.0,0.3601774193548387,0.03,126,30,Nico Hoerner,CHC,36
682657,0.5739909980143929,0.240506329113924,0.1904761904761904,0.0595238095238095,0.4126984126984127,0.8461538461538461,0.1538461538461538,0.0804597701149425,0.0357142857142857,0.4064171122994652,0.1810344827586207,0.0,0.3377349397590361,0.1111111111111111,84,30,Angel Martínez,CLE,37
678554,0.5713753846630647,0.2264150943396226,0.1833333333333333,0.05,0.4285714285714285,0.839622641509434,0.160377358490566,0.0677290836653386,0.1166666666666666,0.2748091603053435,0.1673306772908366,0.0,0.3477166666666667,0.0952380952380952,60,30,Curtis Mead,WSH,38
641355,0.5712087058889821,0.1555555555555555,0.1111111111111111,0.0277777777777777,0.3717948717948718,0.8170731707317073,0.1829268292682926,0.0748129675810473,0.1666666666666666,0.205607476635514,0.1945137157107231,0.0,0.3834999999999999,0.0769230769230769,108,30,Cody Bellinger,NYY,39
666018,0.5694199033125744,0.2291666666666666,0.2327586206896551,0.0517241379310344,0.4492753623188406,0.7874396135265701,0.2125603864734299,0.0905349794238683,0.1637931034482758,0.2740740740740741,0.1419753086419753,0.0,0.3631391304347826,0.1159420289855072,116,30,Jonathan Aranda,TB,40
665489,0.5675323936608064,0.1145833333333333,0.1171171171171171,0.018018018018018,0.4698795180722891,0.7853403141361257,0.2146596858638743,0.1012345679012345,0.1261261261261261,0.2837837837837837,0.2049382716049382,0.0,0.3981574074074074,0.1204819277108433,111,30,Vladimir Guerrero Jr.,TOR,41
572233,0.5665033895627738,0.25,0.1842105263157894,0.0526315789473684,0.4810126582278481,0.7268292682926829,0.2731707317073171,0.128735632183908,0.1140350877192982,0.2738589211618257,0.1816091954022988,0.0,0.3516902654867256,0.1265822784810126,114,30,Christian Walker,HOU,42
650490,0.5647937760817043,0.1386138613861386,0.1206896551724138,0.0258620689655172,0.4137931034482758,0.8601036269430051,0.1398963730569948,0.0629370629370629,0.0862068965517241,0.2409090909090909,0.2027972027972027,0.0,0.3692631578947368,0.0459770114942528,116,30,Yandy Díaz,TB,43
680777,0.5638308475068897,0.2,0.189873417721519,0.0379746835443038,0.42,0.7984496124031008,0.2015503875968992,0.075801749271137,0.1645569620253164,0.217391304347826,0.1457725947521866,0.0,0.3809873417721519,0.16,79,30,Ryan Jeffers,MIN,44
642708,0.5623046224633722,0.2542372881355932,0.1746031746031746,0.0634920634920634,0.3958333333333333,0.744,0.256,0.1428571428571428,0.0634920634920634,0.391304347826087,0.2142857142857142,0.0,0.3805714285714285,0.125,63,30,Amed Rosario,NYY,45
669127,0.5613211279020779,0.2616822429906542,0.2649572649572649,0.0683760683760683,0.4868421052631579,0.7352941176470589,0.2647058823529412,0.1387665198237885,0.0854700854700854,0.3531746031746032,0.1674008810572687,0.0,0.381551724137931,0.1184210526315789,117,30,Shea Langeliers,ATH,46
681624,0.5582712884858556,0.21,0.2222222222222222,0.0462962962962962,0.5657894736842105,0.7767857142857143,0.2232142857142857,0.1106194690265486,0.0648148148148148,0.3221757322175732,0.168141592920354,0.0,0.3590654205607477,0.0657894736842105,108,30,Andy Pages,LAD,47
672640,0.5562345118443623,0.1764705882352941,0.1727272727272727,0.0272727272727272,0.5180722891566265,0.7883597883597884,0.2116402116402116,0.0992555831265508,0.0545454545454545,0.3201970443349753,0.205955334987593,0.0,0.3636605504587156,0.108433734939759,110,30,Otto Lopez,MIA,48
593428,0.555815407530577,0.1505376344086021,0.1238095238095238,0.0380952380952381,0.425,0.7810650887573964,0.2189349112426035,0.0931989924433249,0.1142857142857142,0.240566037735849,0.2015113350125944,0.0,0.3693714285714286,0.075,105,30,Xander Bogaerts,SD,49
677800,0.5551747057548407,0.1862745098039215,0.1818181818181818,0.0363636363636363,0.4756097560975609,0.7990196078431373,0.2009803921568627,0.0976190476190476,0.0727272727272727,0.2885572139303483,0.1952380952380952,0.0,0.3544074074074074,0.1097560975609756,110,30,Wilyer Abreu,BOS,50
660271,0.554887855900243,0.1844660194174757,0.248,0.04,0.5,0.7251184834123223,0.2748815165876777,0.117408906882591,0.152,0.2909090909090909,0.145748987854251,0.0,0.40265,0.2083333333333333,125,30,Shohei Ohtani,LAD,51
608348,0.5526580269059517,0.1515151515151515,0.1772151898734177,0.0253164556962025,0.5,0.7674418604651163,0.2325581395348837,0.0980392156862745,0.1518987341772152,0.2426035502958579,0.1699346405228758,0.0,0.3888860759493671,0.1346153846153846,79,30,Carson Kelly,CHC,52
686527,0.550134849905293,0.2542372881355932,0.2,0.0461538461538461,0.5,0.6869565217391305,0.3130434782608696,0.1481481481481481,0.0769230769230769,0.3307692307692307,0.1893004115226337,0.0,0.395876923076923,0.1739130434782608,65,30,Dominic Canzone,SEA,53
673548,0.5485726551410522,0.2363636363636363,0.2121212121212121,0.0606060606060606,0.4390243902439024,0.7264150943396226,0.2735849056603773,0.1111111111111111,0.1363636363636363,0.2148148148148148,0.1570881226053639,0.0,0.4055538461538461,0.0975609756097561,66,30,Seiya Suzuki,CHC,54
701762,0.5480405180427378,0.1978021978021978,0.3166666666666666,0.0416666666666666,0.6415094339622641,0.6244131455399061,0.3755868544600939,0.1418439716312056,0.2416666666666666,0.2,0.0939716312056737,0.0,0.4344745762711864,0.2264150943396226,120,30,Nick Kurtz,ATH,55
669364,0.5466749891096161,0.1262135922330097,0.1282051282051282,0.0085470085470085,0.4318181818181818,0.8342245989304813,0.1657754010695187,0.0679824561403508,0.1196581196581196,0.2166666666666666,0.1929824561403508,0.0,0.3610603448275862,0.0568181818181818,117,30,Xavier Edwards,MIA,56
641343,0.5453837198932258,0.2023809523809523,0.2087912087912088,0.0549450549450549,0.5538461538461539,0.7467532467532467,0.2532467532467532,0.115727002967359,0.0769230769230769,0.2,0.1928783382789317,0.0,0.3486179775280899,0.0923076923076923,91,30,Jake Bauers,MIL,57
661388,0.5452171838561412,0.1263157894736842,0.1226415094339622,0.0188679245283018,0.4390243902439024,0.8228571428571428,0.1771428571428571,0.0784810126582278,0.1037735849056603,0.2590909090909091,0.2075949367088607,0.0,0.3339714285714286,0.073170731707317,106,30,William Contreras,MIL,58
691016,0.5442556161880177,0.1904761904761904,0.188034188034188,0.0256410256410256,0.4819277108433735,0.7673267326732673,0.2326732673267326,0.1119047619047619,0.1025641025641025,0.2964601769911504,0.1976190476190476,0.0,0.3362241379310345,0.1325301204819277,117,30,Tyler Soderstrom,ATH,59
656941,0.5442105532162335,0.3,0.3278688524590163,0.0655737704918032,0.5166666666666667,0.6857142857142857,0.3142857142857143,0.1309523809523809,0.1475409836065573,0.2304832713754646,0.119047619047619,0.0,0.3676776859504132,0.2,122,30,Kyle Schwarber,PHI,60
621493,0.5433573095984827,0.1495327102803738,0.1484375,0.0078125,0.3977272727272727,0.8314606741573034,0.1685393258426966,0.0543478260869565,0.15625,0.109090909090909,0.1594202898550724,0.0,0.3821328125,0.0568181818181818,128,30,Taylor Ward,BAL,61
669016,0.5423359481089266,0.1758241758241758,0.2,0.0421052631578947,0.5138888888888888,0.7931034482758621,0.2068965517241379,0.1065088757396449,0.0421052631578947,0.3742690058479532,0.2130177514792899,0.0,0.3400106382978723,0.0555555555555555,95,30,Brandon Marsh,PHI,62
607043,0.542149066158265,0.1909090909090909,0.2032520325203252,0.032520325203252,0.4705882352941176,0.7579908675799086,0.2420091324200913,0.1177777777777777,0.089430894308943,0.2901785714285714,0.1888888888888888,0.0,0.3698934426229508,0.1176470588235294,123,30,Brandon Nimmo,TEX,63
691023,0.5421216390357595,0.2886597938144329,0.3271028037383177,0.0747663551401869,0.5806451612903226,0.6386138613861386,0.3613861386138614,0.1798029556650246,0.0841121495327102,0.3243243243243243,0.1527093596059113,0.0,0.3899252336448598,0.2096774193548387,107,30,Jordan Walker,STL,64
606466,0.5414898906080883,0.15,0.1834862385321101,0.036697247706422,0.4875,0.7587939698492462,0.2412060301507537,0.1185185185185185,0.0825688073394495,0.3225806451612903,0.1975308641975308,0.0,0.3723119266055046,0.1,109,30,Ketel Marte,AZ,65
682626,0.5401638719849128,0.1917808219178082,0.1904761904761904,0.0476190476190476,0.3859649122807017,0.7483870967741936,0.2516129032258064,0.1153846153846153,0.1071428571428571,0.3105263157894737,0.1686390532544378,0.0,0.3875238095238095,0.1578947368421052,84,30,Francisco Alvarez,NYM,66
660821,0.5394862733849863,0.1538461538461538,0.188235294117647,0.0352941176470588,0.5,0.7582417582417582,0.2417582417582417,0.1317365269461078,0.0588235294117647,0.3828571428571428,0.18562874251497,0.0,0.3909047619047618,0.0967741935483871,85,30,Jesús Sánchez,TOR,67
621020,0.5394506708245365,0.2234042553191489,0.2280701754385964,0.0526315789473684,0.4852941176470588,0.6979166666666666,0.3020833333333333,0.1188524590163934,0.1666666666666666,0.2086330935251798,0.1393442622950819,0.0,0.3536371681415929,0.1323529411764706,114,30,Dansby Swanson,CHC,68
695734,0.539107164233907,0.1441441441441441,0.1463414634146341,0.024390243902439,0.3978494623655914,0.7818181818181819,0.2181818181818181,0.1173594132029339,0.0975609756097561,0.3364928909952606,0.2273838630806846,0.0,0.3695371900826446,0.053763440860215,123,30,Daylen Lile,WSH,69
668885,0.5371405142388066,0.125,0.1710526315789473,0.0131578947368421,0.3953488372093023,0.8349514563106796,0.1650485436893204,0.0515151515151515,0.2368421052631578,0.1147540983606557,0.1303030303030303,0.0,0.3821052631578947,0.0465116279069767,76,30,Austin Martin,MIN,70
808982,0.5363201130055394,0.1521739130434782,0.14,0.02,0.3974358974358974,0.8579881656804734,0.1420118343195266,0.0612244897959183,0.08,0.2561576354679803,0.1989795918367347,0.0,0.33018,0.0256410256410256,100,30,Jung Hoo Lee,SF,71
608324,0.5354461398014556,0.1238938053097345,0.1587301587301587,0.0238095238095238,0.4408602150537634,0.84,0.16,0.0620155038759689,0.1031746031746031,0.1814345991561181,0.1802325581395348,0.0,0.3246048387096774,0.075268817204301,126,30,Alex Bregman,CHC,72
682985,0.5334812055205128,0.173469387755102,0.2260869565217391,0.0260869565217391,0.4861111111111111,0.7247706422018348,0.2752293577981651,0.1192842942345924,0.1478260869565217,0.2433460076045627,0.1431411530815109,0.0,0.4058173913043478,0.1388888888888889,115,30,Riley Greene,DET,73
694377,0.5295357210698378,0.0967741935483871,0.1690140845070422,0.0140845070422535,0.52,0.8360655737704918,0.1639344262295081,0.0746268656716417,0.0985915492957746,0.2571428571428571,0.1865671641791045,0.0,0.343774647887324,0.06,71,30,Nick Yorke,PIT,74
621043,0.5293976881354056,0.1368421052631579,0.1666666666666666,0.0185185185185185,0.4025974025974026,0.7892156862745098,0.2107843137254902,0.094298245614035,0.1203703703703703,0.298804780876494,0.168859649122807,0.0,0.3676635514018691,0.1038961038961039,108,30,Carlos Correa,HOU,75
663743,0.5285928312732343,0.1176470588235294,0.1232876712328767,0.0136986301369863,0.4576271186440678,0.8548387096774194,0.1451612903225806,0.074074074074074,0.0273972602739726,0.3615384615384615,0.242798353909465,0.0,0.3169041095890411,0.0169491525423728,73,30,Nick Fortes,TB,76
671277,0.5280223957779558,0.1136363636363636,0.1413043478260869,0.0108695652173913,0.4266666666666667,0.8520710059171598,0.1479289940828402,0.0788643533123028,0.0434782608695652,0.4088050314465409,0.2365930599369085,0.0,0.3195666666666666,0.0533333333333333,92,30,Luis García Jr.,WSH,77
669477,0.5265677816767389,0.2236842105263158,0.2222222222222222,0.037037037037037,0.4827586206896552,0.75,0.25,0.1317567567567567,0.037037037037037,0.3475177304964539,0.1959459459459459,0.0,0.34975,0.1379310344827586,81,30,Casey Schmitt,SF,78
680700,0.5262238215363757,0.1,0.1372549019607843,0.0196078431372549,0.3333333333333333,0.8470588235294118,0.1529411764705882,0.0631067961165048,0.1568627450980392,0.2110091743119266,0.1601941747572815,0.0,0.388,0.0606060606060606,51,30,Richie Palacios,TB,79
641487,0.5256483612833076,0.0909090909090909,0.180722891566265,0.0120481927710843,0.4117647058823529,0.8347107438016529,0.1652892561983471,0.059171597633136,0.180722891566265,0.1845238095238095,0.150887573964497,0.0,0.3723414634146341,0.0980392156862745,83,30,J.P. Crawford,SEA,80
681198,0.5247605095392976,0.15625,0.160377358490566,0.0283018867924528,0.379746835443038,0.7902439024390244,0.2097560975609756,0.1075,0.0849056603773584,0.3183856502242152,0.1975,0.0,0.3415047619047618,0.0886075949367088,106,30,TJ Rumfield,COL,81
657757,0.5239282615198587,0.2278481012658227,0.2289156626506024,0.036144578313253,0.4666666666666667,0.7924528301886793,0.2075471698113207,0.0967741935483871,0.0481927710843373,0.3651685393258427,0.1759530791788856,0.0,0.3092530120481928,0.1,83,30,Gavin Sheets,SD,82
669257,0.5222834319783887,0.125,0.1685393258426966,0.0337078651685393,0.3538461538461538,0.8490566037735849,0.1509433962264151,0.0601503759398496,0.1011235955056179,0.1902439024390244,0.162907268170426,0.0,0.3405056179775281,0.1076923076923077,89,30,Will Smith,LAD,83
672580,0.5220026268301973,0.1212121212121212,0.1818181818181818,0.0181818181818181,0.4430379746835443,0.8301886792452831,0.1698113207547169,0.062645011600928,0.1,0.1963470319634703,0.1832946635730858,0.0,0.3374454545454545,0.0886075949367088,110,30,Maikel Garcia,KC,84
672695,0.5186895576876023,0.1363636363636363,0.1274509803921568,0.0098039215686274,0.2666666666666666,0.8901734104046243,0.1098265895953757,0.0446009389671361,0.1372549019607843,0.2057416267942583,0.176056338028169,0.0,0.3145858585858586,0.0266666666666666,102,30,Geraldo Perdomo,AZ,85
677951,0.5168933048394178,0.0849056603773584,0.175,0.0,0.5176470588235295,0.7399103139013453,0.2600896860986547,0.1247311827956989,0.1166666666666666,0.3219696969696969,0.1827956989247312,0.0,0.3867692307692308,0.1058823529411764,120,30,Bobby Witt Jr.,KC,86
683002,0.5161356004311796,0.2586206896551724,0.3125,0.0625,0.5,0.7241379310344828,0.2758620689655172,0.1309090909090909,0.0859375,0.3184931506849315,0.1381818181818181,0.0,0.309,0.1184210526315789,128,30,Gunnar Henderson,BAL,87
807799,0.5159690448455682,0.0652173913043478,0.1071428571428571,0.0,0.425,0.868421052631579,0.131578947368421,0.0469483568075117,0.1607142857142857,0.2260869565217391,0.1877934272300469,0.0,0.2998392857142857,0.0,56,30,Masataka Yoshida,BOS,88
645277,0.5156942607814625,0.1785714285714285,0.125,0.0416666666666666,0.2989690721649484,0.7792207792207793,0.2207792207792207,0.1208530805687203,0.0583333333333333,0.369047619047619,0.2298578199052132,0.0,0.2982166666666667,0.0309278350515463,120,30,Ozzie Albies,ATL,89
660670,0.5146000304982429,0.1203703703703703,0.1875,0.015625,0.4285714285714285,0.7383966244725738,0.2616033755274262,0.1194605009633911,0.1328125,0.2557377049180327,0.1618497109826589,0.0,0.3861259842519685,0.1309523809523809,128,30,Ronald Acuña Jr.,ATL,90
665833,0.5131494956064593,0.2589285714285714,0.3524590163934426,0.0655737704918032,0.6376811594202898,0.5938864628820961,0.4061135371179039,0.187122736418511,0.0737704918032786,0.3406593406593406,0.1388329979879275,0.0,0.3708833333333333,0.2318840579710145,122,30,Oneil Cruz,PIT,91
662139,0.5130522985232583,0.1529411764705882,0.1505376344086021,0.032258064516129,0.323943661971831,0.8235294117647058,0.1764705882352941,0.0993975903614457,0.075268817204301,0.3292682926829268,0.2138554216867469,0.0,0.3032747252747252,0.056338028169014,93,30,Daulton Varsho,TOR,92
807713,0.5126601342825047,0.1774193548387097,0.1818181818181818,0.0303030303030303,0.34,0.8134328358208955,0.1865671641791045,0.0954198473282442,0.0606060606060606,0.3897058823529412,0.1908396946564885,0.0,0.3392769230769231,0.08,66,30,Matt Shaw,CHC,93
805779,0.5124881223046078,0.1071428571428571,0.1150442477876106,0.0176991150442477,0.3434343434343434,0.8609865470852018,0.1390134529147982,0.0835579514824797,0.0088495575221238,0.4689265536723164,0.2668463611859838,0.0,0.2723125,0.0202020202020202,113,30,Jacob Wilson,ATH,94
663837,0.5120583004182278,0.1538461538461538,0.1607142857142857,0.0178571428571428,0.4186046511627907,0.8571428571428571,0.1428571428571428,0.0622406639004149,0.0714285714285714,0.2913385826771653,0.1784232365145228,0.0,0.2984909090909091,0.0232558139534883,56,30,Matt Vierling,DET,95
694212,0.5104653861180757,0.1884057971014492,0.2278481012658227,0.050632911392405,0.4509803921568627,0.6808510638297872,0.3191489361702128,0.1612903225806451,0.1265822784810126,0.33125,0.1827956989247312,0.0,0.3581168831168831,0.1176470588235294,79,30,Samuel Basallo,BAL,96
608369,0.5096962352889984,0.2268041237113402,0.2410714285714285,0.0535714285714285,0.4142857142857143,0.6666666666666666,0.3333333333333333,0.1694117647058823,0.125,0.2976190476190476,0.1647058823529411,0.0,0.3526636363636363,0.1428571428571428,112,30,Corey Seager,TEX,97
514888,0.5090777326713976,0.1523809523809524,0.1818181818181818,0.024793388429752,0.3734939759036144,0.7575757575757576,0.2424242424242424,0.1098398169336384,0.1322314049586777,0.3008130081300813,0.1899313501144164,0.0,0.3325378151260504,0.072289156626506,121,30,Jose Altuve,HOU,98
677950,0.5082762522873633,0.1944444444444444,0.1973684210526315,0.0263157894736842,0.4736842105263157,0.7412587412587412,0.2587412587412587,0.1439688715953307,0.0394736842105263,0.4316546762589928,0.2217898832684824,0.0,0.3157534246575342,0.087719298245614,76,30,Alek Thomas,AZ,99
664040,0.5070318060077786,0.2795698924731182,0.2452830188679245,0.0660377358490566,0.417910447761194,0.6255924170616114,0.3744075829383886,0.1811926605504587,0.1132075471698113,0.314410480349345,0.1536697247706422,0.0,0.3433584905660377,0.1194029850746268,106,30,Brandon Lowe,PIT,100
