pitcher,pitches_std,tbf_std,bip_std,avg_velo_std,swstr_pct_std,c_plus_swstr_std,o_swing_pct_std,k_pct_std,bb_pct_std,hard_hit_pct_std,barrel_pct_std,xwoba_contact_std,pitches_last30,tbf_last30,bip_last30,avg_velo_last30,swstr_pct_last30,c_plus_swstr_last30,o_swing_pct_last30,k_pct_last30,bb_pct_last30,hard_hit_pct_last30,barrel_pct_last30,xwoba_contact_last30,pitches_prioryr,tbf_prioryr,bip_prioryr,avg_velo_prioryr,swstr_pct_prioryr,c_plus_swstr_prioryr,o_swing_pct_prioryr,k_pct_prioryr,bb_pct_prioryr,hard_hit_pct_prioryr,barrel_pct_prioryr,xwoba_contact_prioryr,z_trend_avg_velo,z_base_avg_velo,z_trend_swstr_pct,z_base_swstr_pct,z_trend_c_plus_swstr,z_base_c_plus_swstr,z_trend_o_swing_pct,z_base_o_swing_pct,z_trend_k_pct,z_base_k_pct,z_trend_bb_pct,z_base_bb_pct,z_trend_hard_hit_pct,z_base_hard_hit_pct,z_trend_barrel_pct,z_base_barrel_pct,z_trend_xwoba_contact,z_base_xwoba_contact,TREND_z,BASE_z,composite,pct_last30_avg_velo,pct_last30_swstr_pct,pct_last30_c_plus_swstr,pct_last30_o_swing_pct,pct_last30_k_pct,pct_last30_bb_pct,pct_last30_hard_hit_pct,pct_last30_barrel_pct,pct_last30_xwoba_contact,level_pct,player_name,name,xfp_rp3_per_start,xfp_rp3_per_start_sched,data_quality_tag,rp3_rank,as_of
656234,307.0,77.0,50.0,88.4823529411765,0.1270358306188925,0.36482084690553745,0.2357142857142857,0.24675324675324675,0.06493506493506493,0.38,0.08,0.37004,127.0,30.0,18.0,89.15590551181099,0.14173228346456693,0.36220472440944884,0.27419354838709675,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.05555555555555555,0.40399999999999997,975.0,251.0,161.0,86.99561128526632,0.12102564102564102,0.3466666666666667,0.28735632183908044,0.26294820717131473,0.08366533864541832,0.40993788819875776,0.08074534161490683,0.3750211788447548,0.09162402383033785,0.20224294115951524,0.3543724062252831,0.1449224088557913,-0.05379452448843454,0.3732988401298122,0.5242104413216873,-0.7035294511206265,0.22564262453996403,-0.18350807590769627,-0.023607653818851344,0.25535768971386935,0.4003339728507915,0.2568247226008181,0.35006528251148394,0.010673927304133303,-0.3591402765467391,0.05267791365824513,1.5097062964255226,0.4089609163938619,1.0694081444128583,0.4007352941176471,0.765625,0.9641544117647058,0.34375,0.7601102941176471,0.6268382352941176,0.6599264705882353,0.5891544117647058,0.28308823529411764,0.5992647058823529,"Bird, Jake",Jake Bird,,,,,2026-06-06
656271,471.0,124.0,80.0,91.52987012987012,0.1316348195329087,0.29936305732484075,0.2693877551020408,0.22580645161290322,0.12096774193548387,0.3125,0.1,0.38892957746478884,167.0,47.0,34.0,92.39281437125749,0.10179640718562874,0.2874251497005988,0.25882352941176473,0.14893617021276595,0.1276595744680851,0.23529411764705882,0.08823529411764706,0.35537931034482756,1028.0,258.0,189.0,92.01686390532544,0.12062256809338522,0.2529182879377432,0.2713347921225383,0.20155038759689922,0.05426356589147287,0.3968253968253968,0.06878306878306878,0.3540863403748033,0.11738716053395604,-0.06624624599904952,-0.719487218615477,0.2655360501993768,-0.24547553296648125,0.9550295476948825,-0.14391849080919455,-0.02652486209164889,-0.8710313004831175,0.2748499237889349,-0.09123256402454988,-0.9094060531240631,0.6623172344957945,0.7233925954999416,0.1684806172515163,-0.4470530664107696,0.354807191156651,-0.36848085407187897,-0.7681529034609023,0.4010970354857259,-0.300452927882251,0.8400735294117647,0.3713235294117647,0.5974264705882353,0.26838235294117646,0.24540441176470587,0.21875,0.8915441176470589,0.3529411764705882,0.5091911764705883,0.47722630718954245,"Burke, Brock",Brock Burke,,,,,2026-06-06
656288,466.0,120.0,78.0,90.66223175965665,0.11158798283261803,0.2532188841201717,0.24521072796934865,0.225,0.125,0.48717948717948717,0.11538461538461539,0.39935897435897444,393.0,101.0,69.0,90.62519083969467,0.0916030534351145,0.23155216284987276,0.22790697674418606,0.19801980198019803,0.1188118811881188,0.4782608695652174,0.10144927536231885,0.3941884057971015,1343.0,328.0,225.0,90.00446760982867,0.1169024571854058,0.2866716306775875,0.26756352765321373,0.21036585365853658,0.10365853658536585,0.4533333333333333,0.09333333333333334,0.38347490848801946,-0.005038713058577209,0.08947630929803997,-0.48189230375547304,-0.1281467769125164,-0.4455261440172645,-0.6878785670697218,-0.23573235130288722,-0.3045165154719473,-0.30571758734888904,0.16582220446044033,0.0843652232697192,-0.2909571358619094,0.07650912046837845,-0.2903521121774971,0.19956594852813386,-0.3157931569509191,0.05468078395803644,-0.16798020640699035,-1.0587860232588233,-1.9303259570930213,-1.4074019967925024,0.6378676470588235,0.2619485294117647,0.15257352941176472,0.15625,0.45036764705882354,0.24448529411764708,0.18290441176470584,0.27665441176470584,0.3161764705882353,0.29769199346405223,"Canning, Griffin",Griffin Canning,8.51180611297693,8.7,data_driven_thin,179.0,2026-06-06
656302,1081.0,259.0,139.0,91.57460611677485,0.16466234967622573,0.32192414431082333,0.3161290322580645,0.35135135135135137,0.10038610038610038,0.3597122302158273,0.050359712230215826,0.3681259259259261,373.0,93.0,48.0,91.51832884097034,0.1554959785522788,0.32439678284182305,0.3175355450236967,0.3870967741935484,0.08602150537634409,0.375,0.08333333333333333,0.399195652173913,3052.0,722.0,434.0,91.86803547963184,0.16415465268676277,0.30373525557011793,0.30943627450980393,0.296398891966759,0.09556786703601108,0.3709677419354839,0.08525345622119816,0.36550952054395364,-0.007655453611528982,-0.03991548708604087,-0.2210267352031882,0.01224198830007299,0.05084410772270105,0.3740125404074907,0.019161195573469573,0.0911767338866867,0.40503796236268486,0.6226764269711872,0.19583855805263264,-0.06568899930709585,-0.1311474345798457,0.09655636549711606,-0.4722103631000232,0.4997081596944528,-0.3285745016764873,-0.027669509789162532,-0.4897326644595852,1.563098218574707,0.3313996887541318,0.7463235294117647,0.8529411764705882,0.8713235294117647,0.6139705882352942,0.9724264705882353,0.4963235294117647,0.5275735294117647,0.3851102941176471,0.30147058823529416,0.6408292483660131,"Cease, Dylan",Dylan Cease,14.268265777284922,14.27,data_driven_full,5.0,2026-06-06
656427,1143.0,271.0,166.0,87.4271290605795,0.11286089238845144,0.28433945756780404,0.2647527910685805,0.25461254612546125,0.11439114391143912,0.4759036144578313,0.08433734939759036,0.39046913580246934,454.0,109.0,76.0,87.5508888888889,0.12555066079295155,0.29295154185022027,0.30327868852459017,0.25688073394495414,0.045871559633027525,0.5131578947368421,0.07894736842105263,0.4111866666666666,2835.0,681.0,430.0,86.9883786647826,0.12451499118165785,0.30405643738977073,0.2911392405063291,0.27606461086637296,0.08516886930983847,0.4372093023255814,0.10232558139534884,0.38937095285147943,0.016835172119642583,0.05968365124372866,0.30598565593791155,-0.28101277737581865,0.17708764766159074,-0.40543420862615054,0.524845755997266,-0.3594677066005251,0.02570125346450644,-0.24307729214701423,0.9341562762010392,-0.3983995453480339,-0.31958901492414205,-0.33194245077068935,0.07718912236158561,0.2576068165708951,-0.21909598833726168,-0.011613714037615642,1.5231158804821385,-1.7136572270912236,0.22840663745279355,0.2261029411764706,0.625,0.6544117647058824,0.5275735294117647,0.7233455882352942,0.8005514705882353,0.09926470588235292,0.4283088235294118,0.2628676470588235,0.48304738562091504,"Flaherty, Jack",Jack Flaherty,9.894353978207436,9.6,data_driven_full,98.0,2026-06-06
656457,57.0,15.0,10.0,85.77192982456138,0.05263157894736842,0.24561403508771928,0.18518518518518517,0.13333333333333333,0.2,0.5,0.3,0.6054999999999999,,,,,,,,,,,,,853.0,215.0,143.0,86.34660309892732,0.12075029308323564,0.2731535756154748,0.26128266033254155,0.22790697674418606,0.09767441860465116,0.3986013986013986,0.0979020979020979,0.36014824575602594,,-0.07817337514659461,,-1.6425319014584108,,-0.5662871251386541,,-1.0366906291748763,,-1.0716313523399508,,-1.3950476361325834,,-0.869856534416055,,-2.89421423970874,,-2.5946907205656187,,-12.149123514081484,,,,,,,,,,,,"Gilbert, Tyler",Tyler Gilbert,,,,,2026-06-06
656464,390.0,96.0,61.0,89.64922680412377,0.14358974358974358,0.2948717948717949,0.352112676056338,0.3020833333333333,0.0625,0.4098360655737705,0.08196721311475409,0.314344262295082,132.0,32.0,19.0,90.13560606060602,0.15151515151515152,0.30303030303030304,0.3684210526315789,0.34375,0.0625,0.3684210526315789,0.10526315789473684,0.2851578947368421,491.0,121.0,77.0,90.59511201629323,0.13238289205702647,0.27494908350305497,0.2952029520295203,0.2396694214876033,0.10743801652892562,0.45454545454545453,0.1038961038961039,0.38358964215993313,0.06616265237401242,-0.12866970300319638,0.19110365653099587,0.2702284003876051,0.16776090094333806,0.40966460332191973,0.22217216983702606,0.7752921827338685,0.4721326654776424,0.7072235175026662,-0.0,0.6126588569182,0.35528221428888196,0.3835432995164062,-0.3336177882590422,0.3140404096310467,0.3086572472397247,0.732296963317039,1.449653718432579,4.076278530325555,2.5003036431897696,0.5735294117647058,0.8354779411764706,0.7306985294117647,0.8566176470588235,0.9411764705882353,0.6691176470588236,0.5441176470588236,0.2555147058823529,0.8180147058823529,0.6915849673202614,"Ginkel, Kevin",Kevin Ginkel,,,,,2026-06-06
656492,1111.0,280.0,188.0,85.72513513513519,0.1116111611161116,0.2988298829882988,0.29338103756708406,0.23214285714285715,0.075,0.3776595744680851,0.1276595744680851,0.3906737967914438,472.0,117.0,74.0,85.68283898305084,0.1228813559322034,0.3241525423728814,0.29017857142857145,0.27350427350427353,0.05982905982905983,0.40540540540540543,0.14864864864864866,0.41574324324324324,,,,,,,,,,,,,-0.005753587493337399,,0.2717557833543256,,0.5207020781377326,,-0.043627815898188906,,0.4686738181115058,,0.2068318003648395,,-0.23801997276822498,,-0.30058143474573307,,-0.26511919704278314,,0.614861472020136,,,0.11029411764705882,0.6047794117647058,0.8658088235294118,0.43014705882352944,0.7849264705882353,0.7022058823529411,0.3970588235294118,0.1029411764705882,0.2408088235294118,0.47099673202614384,"Griffin, Foster",Foster Griffin,9.204745021104044,9.2,data_driven_full,137.0,2026-06-06
656529,172.0,41.0,21.0,89.20643274853799,0.09883720930232558,0.27325581395348836,0.22,0.24390243902439024,0.24390243902439024,0.2857142857142857,0.047619047619047616,0.30524999999999997,172.0,41.0,21.0,89.20643274853799,0.09883720930232558,0.27325581395348836,0.22,0.24390243902439024,0.24390243902439024,0.2857142857142857,0.047619047619047616,0.30524999999999997,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,-0.0,,-0.0,,-0.0,,-0.0,,0.0,,,0.41360294117647056,0.3492647058823529,0.4632352941176471,0.13970588235294118,0.6452205882352942,0.045955882352941124,0.7867647058823529,0.6461397058823529,0.75,0.4710988562091504,"Hentges, Sam",Sam Hentges,,,,,2026-06-06
656546,512.0,126.0,70.0,91.65972222222216,0.208984375,0.361328125,0.3856655290102389,0.36507936507936506,0.05555555555555555,0.2857142857142857,0.05714285714285714,0.40945454545454546,210.0,49.0,29.0,90.63509615384613,0.20476190476190476,0.37142857142857144,0.336,0.3469387755102041,0.04081632653061224,0.2413793103448276,0.034482758620689655,0.4068571428571429,1132.0,288.0,174.0,92.04122340425523,0.1598939929328622,0.3136042402826855,0.34991423670668953,0.2916666666666667,0.09027777777777778,0.39080459770114945,0.12643678160919541,0.3804544168809544,-0.13938089972343964,-0.051895983948177175,-0.10181551658765517,1.1837058233252749,0.20769238197304324,0.9813316039089026,-0.67660311223501,0.48704677310531125,-0.20555435775897327,0.8318527915558452,0.20094610095807927,0.47338264168009064,0.3803313605549387,0.9015261879820778,0.32451192780957083,0.9923480690988329,0.02746854791326172,-0.30668769716756455,0.01759643290381554,5.492610209540593,2.2076019435585263,0.6397058823529411,0.9724264705882353,0.9724264705882353,0.7058823529411765,0.9448529411764706,0.8235294117647058,0.8832720588235294,0.7316176470588236,0.2720588235294118,0.7717524509803922,"Hoffman, Jeff",Jeff Hoffman,,,,,2026-06-06
656550,999.0,269.0,184.0,89.4593781344032,0.13713713713713713,0.28128128128128127,0.3345388788426763,0.21189591078066913,0.10037174721189591,0.46195652173913043,0.10326086956521739,0.3806393442622949,421.0,109.0,70.0,89.29311163895483,0.1377672209026128,0.28741092636579574,0.3463203463203463,0.25688073394495414,0.09174311926605505,0.5142857142857142,0.14285714285714285,0.4209855072463769,1970.0,493.0,311.0,89.13480916030538,0.1431472081218274,0.2893401015228426,0.28923988153998026,0.24746450304259635,0.1075050709939148,0.41479099678456594,0.09967845659163987,0.3882019494944145,-0.022617396184529022,0.04415143926971152,0.015193074304377116,-0.14491954887306788,0.12604201183137448,-0.1657110488827354,0.16050121122124203,0.6171170058374061,0.5097313071982623,-0.40303426252586716,0.11763770950301189,0.0972515996896757,-0.44891043317674095,-0.4046134711425845,-0.5670523880320831,-0.05130320766824531,-0.4266764467521503,0.07997750690451268,-0.5361513500872356,-0.3310839873911942,-0.454124405008819,0.42830882352941174,0.7279411764705882,0.5955882352941176,0.7647058823529411,0.7233455882352942,0.43566176470588236,0.09742647058823528,0.1185661764705882,0.21507352941176472,0.4562908496732026,"Holmes, Grant",Grant Holmes,9.974479974844249,9.97,data_driven_full,90.0,2026-06-06
656605,1042.0,280.0,207.0,88.92055715658012,0.1017274472168906,0.2619961612284069,0.3050847457627119,0.17857142857142858,0.07142857142857142,0.3864734299516908,0.057971014492753624,0.3660582524271844,426.0,117.0,87.0,88.75764705882352,0.09154929577464789,0.23708920187793428,0.3014354066985646,0.17094017094017094,0.06837606837606838,0.3793103448275862,0.10344827586206896,0.4002093023255815,2871.0,750.0,540.0,89.07721254355396,0.09996516893068617,0.26854754440961337,0.25823353293413176,0.19866666666666666,0.068,0.4351851851851852,0.07777777777777778,0.3742244105941903,-0.02216082207954777,-0.021309987571899433,-0.2454235763818672,0.042493437244936275,-0.5121541658369119,-0.13471408296111823,-0.049715652236258456,0.6382631383080007,-0.08647118415341433,-0.22770283980750272,0.04161605641143639,-0.0467431545613254,0.06144913554859735,0.4178779392248597,-0.6512731506449169,0.28364973484132094,-0.3611607039125975,0.08636031514790658,-1.8252940632854804,1.0381744998651785,-0.6799066380252168,0.33639705882352944,0.25919117647058826,0.18933823529411764,0.5147058823529411,0.33639705882352944,0.6139705882352942,0.5045955882352942,0.265625,0.2977941176470589,0.3686683006535948,"Keller, Mitch",Mitch Keller,9.325648241471477,9.33,data_driven_full,131.0,2026-06-06
656638,494.0,120.0,75.0,91.42995951417004,0.145748987854251,0.2874493927125506,0.3161764705882353,0.23333333333333334,0.125,0.41333333333333333,0.13333333333333333,0.3750270270270269,185.0,48.0,34.0,91.88216216216219,0.13513513513513514,0.2864864864864865,0.3557692307692308,0.1875,0.08333333333333333,0.35294117647058826,0.08823529411764706,0.35163636363636375,20.0,6.0,4.0,90.69999999999999,0.25,0.3,0.4166666666666667,0.16666666666666666,0.16666666666666666,0.5,0.0,0.28550000000000003,0.06151357444415277,0.09929711627185364,-0.25592954755071357,-2.5137822312262146,-0.019799945390751552,-0.2580742882180974,0.539379833343027,-1.3689973865325396,-0.5193459320254065,0.7554122647642276,0.5680591700161087,0.5680591700161086,0.5180792589833767,0.7434773781514695,0.6458423661308125,-1.9094469955171849,0.24736540985672706,-0.946783311098169,1.785164187807333,-4.830838283388546,-0.8612368006710189,0.7738970588235294,0.7022058823529411,0.5873161764705882,0.8014705882352942,0.40349264705882354,0.5110294117647058,0.5863970588235294,0.3529411764705882,0.5238970588235294,0.582516339869281,"Lange, Alex",Alex Lange,,,,,2026-06-06
656641,418.0,98.0,67.0,89.5564593301436,0.14832535885167464,0.3133971291866029,0.3116279069767442,0.2653061224489796,0.05102040816326531,0.4626865671641791,0.07462686567164178,0.3127910447761194,128.0,32.0,21.0,90.64687500000002,0.2265625,0.34375,0.4057971014492754,0.3125,0.03125,0.42857142857142855,0.09523809523809523,0.4448571428571428,1397.0,348.0,238.0,88.93804034582139,0.14387974230493916,0.28131710808876165,0.2878120411160059,0.21551724137931033,0.10057471264367816,0.42016806722689076,0.06302521008403361,0.35897714825337773,0.1483303244255838,0.08412414743409785,1.8865153555117518,0.10719619552858772,0.6241367729174842,0.6596516344771587,1.2828851585099026,0.3244481491101216,0.5347625088573292,0.5641669711337346,0.2695382796505006,0.6755946497728528,0.29265962072552537,-0.36474857141894496,-0.2951703777718463,-0.1661455980358769,-1.3966506179996325,0.48843610057240483,3.3470070248265986,2.372723678574136,2.957293686325613,0.6415441176470589,0.9944852941176471,0.9301470588235294,0.9595588235294118,0.8924632352941176,0.8556985294117647,0.31985294117647056,0.31433823529411764,0.15073529411764708,0.6732026143790849,"Latz, Jacob",Jacob Latz,,,,,2026-06-06
656686,111.0,25.0,16.0,91.29369369369367,0.16216216216216217,0.27927927927927926,0.3181818181818182,0.16,0.2,0.5625,0.125,0.4003125,,,,,,,,,,,,,332.0,89.0,55.0,92.54698795180725,0.13855421686746988,0.3042168674698795,0.2529411764705882,0.25842696629213485,0.10112359550561797,0.509090909090909,0.10909090909090909,0.412260540732469,,-0.17048686023669002,,0.5692533067649252,,-0.5127839772821948,,0.888785886422899,,-1.1152940628092078,,-1.3480235585101368,,-0.4581744332139743,,-0.22783174378330054,,0.12635520179183185,,-2.248200240855848,,,,,,,,,,,,"Martin, Corbin",Corbin Martin,,,,,2026-06-06
656730,347.0,90.0,55.0,93.62910662824208,0.17579250720461095,0.3314121037463977,0.3532608695652174,0.3111111111111111,0.06666666666666667,0.43636363636363634,0.05454545454545454,0.33156603773584914,121.0,32.0,18.0,94.53719008264461,0.2066115702479339,0.36363636363636365,0.38333333333333336,0.40625,0.03125,0.4444444444444444,0.0,0.25583333333333336,765.0,192.0,118.0,94.58260292164674,0.15163398692810456,0.33202614379084966,0.3371104815864023,0.3125,0.07291666666666667,0.3813559322033898,0.07627118644067797,0.37757652350445453,0.12352749242384539,-0.12970504592796828,0.7431334379088306,0.5825292028714016,0.6626175725197145,-0.0126263171000356,0.40968299308534745,0.22001986061633302,1.0780362528406162,-0.01573775551592135,0.4828502945136924,0.08520887550241639,-0.06932190006074306,-0.471888273082982,0.7811374072570302,0.3111310011955969,0.8009029565003525,0.48657887464625293,5.012566506988686,1.0555104232050936,3.4297440734752493,0.9632352941176471,0.9761029411764706,0.9669117647058824,0.9264705882352942,0.9761029411764706,0.8556985294117647,0.26746323529411764,0.8988970588235294,0.9007352941176471,0.8590686274509803,"Megill, Trevor",Trevor Megill,,,,,2026-06-06
656794,547.0,143.0,99.0,89.13234750462114,0.10786106032906764,0.31444241316270566,0.28735632183908044,0.22377622377622378,0.04895104895104895,0.3333333333333333,0.04040404040404041,0.33325000000000005,206.0,57.0,40.0,89.85242718446602,0.11165048543689321,0.3446601941747573,0.2604166666666667,0.19298245614035087,0.017543859649122806,0.35,0.05,0.3219250000000001,1554.0,393.0,268.0,88.73865546218494,0.09845559845559845,0.28378378378378377,0.2684563758389262,0.23155216284987276,0.0737913486005089,0.41044776119402987,0.055970149253731345,0.36236713378523566,0.09795315261539297,0.0535543187727862,0.09137359251051475,0.22679187901742173,0.6213589627662082,0.6304239925202602,-0.36700413537194804,0.2574776215942795,-0.34892984625657186,-0.08811059619440743,0.4281874052973834,0.3386582400437677,-0.14297641887528256,0.6615326843483228,-0.1374223216470701,0.22291994831201867,0.1197663024703119,0.307925073023496,0.36230669350893857,2.6111731614379456,1.2618532806805414,0.5110294117647058,0.484375,0.9319852941176471,0.2757352941176471,0.43014705882352944,0.9053308823529411,0.6020220588235294,0.6268382352941176,0.6875,0.6061070261437909,"Newcomb, Sean",Sean Newcomb,,,,,2026-06-06
656848,371.0,96.0,62.0,92.72288828337868,0.12398921832884097,0.29649595687331537,0.2983425414364641,0.2604166666666667,0.09375,0.4032258064516129,0.12903225806451613,0.3473050847457629,159.0,42.0,28.0,93.1690322580645,0.12578616352201258,0.27044025157232704,0.32,0.23809523809523808,0.09523809523809523,0.42857142857142855,0.10714285714285714,0.31772,336.0,79.0,57.0,94.04128440366979,0.125,0.24107142857142858,0.3151515151515151,0.21518987341772153,0.06329113924050633,0.5087719298245614,0.10526315789473684,0.4670517639259748,0.060689407108741586,-0.1793427310797547,0.04332935291570067,-0.02437276101508167,-0.5357754764821125,1.13967757605139,0.29504374883771467,-0.22899190154071195,-0.25292821364873724,0.5124731147431371,-0.02028782750057524,-0.4152584439041807,-0.21742957709144362,0.9054364047619768,0.3134748811764964,-0.34039377678999055,0.31287383737491153,1.2663679468885445,-0.001009867309303747,2.6355954281153284,1.0536322508605493,0.8933823529411765,0.6268382352941176,0.43933823529411764,0.6286764705882353,0.6240808823529411,0.4117647058823529,0.31985294117647056,0.25183823529411764,0.7003676470588236,0.5440155228758169,"Petersen, Michael",Michael Petersen,,,,,2026-06-06
656849,942.0,268.0,185.0,88.545058448459,0.10828025477707007,0.2823779193205945,0.3220675944333996,0.208955223880597,0.08955223880597014,0.42162162162162165,0.05405405405405406,0.3750666666666665,382.0,108.0,76.0,88.95104712041889,0.09947643979057591,0.2905759162303665,0.3065326633165829,0.19444444444444445,0.09259259259259259,0.34210526315789475,0.05263157894736842,0.33986666666666654,2703.0,724.0,503.0,87.46343090033346,0.1120976692563818,0.2867184609692934,0.28205128205128205,0.20718232044198895,0.08839779005524862,0.4572564612326044,0.0636182902584493,0.37894530490199196,0.055227041475707554,0.1471348675154628,-0.21228449704748972,-0.09204849420457936,0.16857289602386566,-0.089253226621883,-0.21163537269134416,0.5451499669383844,-0.16442431136037278,0.020089095026508005,-0.041450420366017884,-0.01573908477986413,0.6821378505088165,0.30569650528640285,0.020371056139941602,0.13696801563674382,0.3722537613205301,0.0410181156790208,0.6687680040036369,0.9990157604761962,0.8008671065926607,0.35661764705882354,0.35294117647058826,0.6323529411764706,0.5441176470588235,0.4338235294117647,0.4310661764705882,0.6259191176470589,0.6112132352941176,0.5845588235294117,0.5080678104575163,"Peterson, David",David Peterson,8.735610453548103,8.74,data_driven_thin,160.0,2026-06-06
656876,931.0,236.0,168.0,92.35102040816317,0.11385606874328678,0.27926960257787325,0.31262939958592134,0.2330508474576271,0.05084745762711865,0.3333333333333333,0.07738095238095238,0.3504464285714287,355.0,89.0,64.0,92.59323943661974,0.11549295774647887,0.2591549295774648,0.2872340425531915,0.20224719101123595,0.06741573033707865,0.3125,0.03125,0.33096875,2317.0,589.0,421.0,92.69296200345447,0.10789814415192059,0.2766508416055244,0.28650646950092423,0.21561969439728354,0.06112054329371817,0.42755344418052255,0.06175771971496437,0.34005942504357106,0.03294929453622401,-0.04651465415096143,0.039469952435197034,0.14366215410765923,-0.4136118514768031,0.05384877866651929,-0.34596586298561194,0.3558777314656775,-0.3490418981878131,0.19751560216149044,-0.22588222186129017,0.14005729241454976,0.1787205235941031,0.8082752420977971,0.6606345631811689,-0.22373801005752567,0.2059840656251888,-0.10984662307087023,-0.21674343513963665,1.319137513634336,0.3976089443699525,0.8602941176470589,0.5422794117647058,0.32169117647058826,0.4071691176470588,0.4742647058823529,0.6213235294117647,0.7325367647058824,0.7518382352941176,0.6397058823529411,0.5945669934640523,"Rasmussen, Drew",Drew Rasmussen,11.068197523495472,11.07,data_driven_full,55.0,2026-06-06
656945,373.0,96.0,63.0,93.05147453083109,0.1876675603217158,0.3485254691689008,0.4245810055865922,0.3125,0.03125,0.2857142857142857,0.09523809523809523,0.39653225806451603,169.0,41.0,25.0,92.99230769230766,0.1893491124260355,0.33136094674556216,0.39759036144578314,0.36585365853658536,0.024390243902439025,0.24,0.12,0.39116666666666666,909.0,235.0,157.0,92.90410654827966,0.1628162816281628,0.30143014301430143,0.3581730769230769,0.251063829787234,0.06382978723404255,0.4140127388535032,0.08917197452229299,0.3927690893140284,-0.008048523692410998,0.020046612742345756,0.040546904185546205,0.5992335375676396,-0.3529488100098885,0.9684067469708401,-0.36769876795501766,0.9046880624497512,0.604560120428688,0.6961445471829918,0.09352193652704227,0.44417392549131895,0.3921638917722037,1.1006192026250148,-0.3546115848817629,-0.08687201981424864,0.05674322669200314,-0.039796980734457706,0.10422839306640318,4.606643634481196,1.90519448963232,0.8841911764705882,0.9595588235294118,0.8860294117647058,0.9448529411764706,0.9632352941176471,0.8887867647058824,0.8869485294117647,0.19117647058823528,0.3345588235294118,0.7710375816993466,"Scott, Tanner",Tanner Scott,,,,,2026-06-06
656986,73.0,17.0,8.0,86.61780821917812,0.0821917808219178,0.2876712328767123,0.21052631578947367,0.23529411764705882,0.29411764705882354,0.125,0.0,0.36324999999999996,,,,,,,,,,,,,728.0,199.0,125.0,89.59478021978023,0.19505494505494506,0.33653846153846156,0.3659217877094972,0.2964824120603015,0.07537688442211055,0.368,0.08,0.3413658684882426,,-0.40496045211211334,,-2.721445202012063,,-1.0048418347599264,,-2.11698258376832,,-0.6933358208965199,,-2.982184705730444,,2.0845961872016203,,1.1456681973103109,,-0.2314332462637738,,-6.924919461031229,,,,,,,,,,,,"Sousa, Bennett",Bennett Sousa,,,,,2026-06-06
657044,324.0,89.0,68.0,86.12110726643596,0.08950617283950617,0.25308641975308643,0.3620689655172414,0.15730337078651685,0.06741573033707865,0.29411764705882354,0.04411764705882353,0.32793442622950814,147.0,35.0,27.0,85.36293103448278,0.09523809523809523,0.2585034013605442,0.379746835443038,0.2,0.02857142857142857,0.25925925925925924,0.0,0.36090476190476195,656.0,176.0,127.0,85.00046082949311,0.12195121951219512,0.29115853658536583,0.35988200589970504,0.20454545454545456,0.0625,0.3937007874015748,0.07874015748031496,0.3392418580427544,-0.10313546436120842,0.15244264563805657,0.13821261184684122,-0.7823404314107317,0.11138773133577204,-0.7828652612110801,0.2408290427554663,0.02979337405733312,0.48380336057933687,-0.5353087422678069,0.5295806837004109,-0.0670182166872937,0.2990356473208527,0.8542824471936757,0.6318023146931863,0.49582386376184423,-0.34867418940663947,0.11958051202716923,1.9828417384640182,-0.5156098088988336,0.9834611195188774,0.09375,0.3023897058823529,0.31433823529411764,0.9080882352941176,0.46231617647058826,0.8713235294117647,0.84375,0.8988970588235294,0.4724264705882353,0.5741421568627452,"Thompson, Ryan",Ryan Thompson,,,,,2026-06-06
657097,465.0,110.0,69.0,89.38129032258064,0.16989247311827957,0.3161290322580645,0.350210970464135,0.2909090909090909,0.08181818181818182,0.463768115942029,0.10144927536231885,0.4288970588235294,185.0,42.0,25.0,90.02378378378377,0.1837837837837838,0.31891891891891894,0.41304347826086957,0.35714285714285715,0.047619047619047616,0.4,0.08,0.37972,986.0,267.0,191.0,88.04539877300603,0.13995943204868155,0.29107505070993916,0.3031578947368421,0.21348314606741572,0.06367041198501873,0.3403141361256545,0.05759162303664921,0.32498152944188224,0.08739902238760455,0.18172265166722026,0.3349581860228647,0.7217689806418657,0.05736758371279563,0.5151773381936331,0.8559794121197588,0.6410131556386464,0.7505069903177067,0.8773276251654,0.4662511629223126,-0.24741616965767999,0.5470402113489072,-1.0590604758027988,0.3071719079745037,-0.6280789684776537,0.5200666226630628,-1.0989473486344394,3.926741099469517,-0.09649321126580679,2.3174473751753872,0.5404411764705882,0.9485294117647058,0.8492647058823529,0.9613970588235294,0.9549632352941176,0.7867647058823529,0.421875,0.4191176470588235,0.38235294117647056,0.6960784313725489,"Webb, Jacob",Jacob Webb,,,,,2026-06-06
