Pitcher,MLBAMID,Num_Pitches,PLV,PLA,FF,SI,SL,CH,CU,FC,FS
Julian Merryweather,657240,417,5.057577937649881,3.037931325,2.9977833736046504,8.161797571428572,2.982250261101399,3.0710979432692307,3.80296650375,8.161797571428572,8.161797571428572
Frankie Montas,593423,2218,5.01987826871055,3.038262981978229,3.0648016053550804,3.17140067012387,2.6347100303342508,8.161797571428572,8.161797571428572,2.693618718600107,3.2404218306389523
Ralph Garza Jr.,621248,505,4.971465346534654,3.043308386647808,2.7938677435714285,3.2771067369795914,2.230873480519481,3.6773502304147465,8.161797571428572,3.553843728571429,8.161797571428572
Mark Melancon,453343,876,5.063242009132421,3.0449737206457925,4.417951982142857,8.161797571428572,8.161797571428572,8.161797571428572,2.8570975525902678,3.043410924083438,8.161797571428572
Jeff Brigham,656257,415,5.134409638554216,3.04653865120482,3.721257953389831,8.161797571428572,2.544751607142857,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Jordan Romano,605447,980,5.018683673469387,3.046790711336097,3.2756248377708768,8.161797571428572,2.833302463202663,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Sergio Romo,489265,324,5.180370370370371,3.0470943703703703,8.161797571428572,4.862010918918919,1.6310860529411766,3.960249651162791,8.161797571428572,8.161797571428572,8.161797571428572
Beau Brieske,689225,1287,5.052587412587413,3.0495741795918367,3.3384135456345447,5.550283592583374,3.25816270745242,1.50104582216971,3.174478179008746,8.161797571428572,8.161797571428572
Dylan Cease,656302,3112,5.109688303341902,3.0507679220688497,3.2598043216840957,8.161797571428572,2.529706409631507,3.594370520594966,3.9531745972750953,8.161797571428572,8.161797571428572
Lance Lynn,458681,2021,5.100732310737259,3.0543447452054795,2.832805525203133,3.66223687020145,2.2918766929739287,5.10769447717488,4.639432079307858,2.430427851055994,8.161797571428572
Johnny Cueto,456501,2362,4.997696867061813,3.054616901806676,2.846026315214468,2.8728296722745674,2.5814065075080825,3.5644746855848566,8.161797571428572,3.380593370751879,8.161797571428572
Daniel Castano,641447,577,5.063310225303293,3.05487538317757,4.647264839369158,4.404427176869159,3.158935456051832,3.524458081267777,8.161797571428572,2.02938104411215,8.161797571428572
Hunter Greene,668881,2199,5.143283310595725,3.0592738885941646,2.722011056018801,8.161797571428572,3.180665330928381,5.581594720493598,8.161797571428572,8.161797571428572,8.161797571428572
Tim Mayza,641835,730,4.970739726027396,3.060237035156689,8.161797571428572,2.8588750142097727,4.016310252723547,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Carlos Carrasco,471911,2411,5.058195769390294,3.066547085526316,3.7116556606307687,3.470066447779605,2.798878818282189,1.965664853459792,4.38153293917464,8.161797571428572,8.161797571428572
Framber Valdez,664285,3018,4.987693836978131,3.0672396059602645,4.921054533897727,3.326097306426544,8.161797571428572,2.8644002806038844,2.3935530677334964,3.2826213472060592,8.161797571428572
Dylan Bundy,605164,2180,5.035100917431192,3.0704067,3.0347965218045108,3.6578977682926817,3.411041504233816,2.672743969111969,2.714540448979592,8.161797571428572,8.161797571428572
Trevor Williams,592866,1401,5.0415988579586015,3.0783142972544835,2.2687096176873403,4.446837516895701,3.3714195741866955,4.65526652344472,3.1650730642591607,8.161797571428572,8.161797571428572
Luis Castillo,622491,2505,5.091253493013972,3.078770906873614,2.852298859902889,3.3552904965317305,2.5884506527791777,3.585010835061869,8.161797571428572,8.161797571428572,8.161797571428572
Jordan Montgomery,656756,2713,5.005635827497236,3.0839482157324887,4.323315794121987,3.25080266233865,8.161797571428572,2.116837525326947,2.71309652036888,3.797798046728973,8.161797571428572
Luis Severino,622663,1628,5.060995085995087,3.0867812264416825,2.8142804216550603,8.161797571428572,2.76457573770916,4.105769408775049,8.161797571428572,2.7404712441860464,8.161797571428572
Pablo López,641154,2910,5.058360824742268,3.08983575,3.266199069642857,3.377961151898735,8.161797571428572,2.568428397660819,4.168945870212767,3.143124883561644,8.161797571428572
Elieser Hernández,622694,1095,5.1336073059360725,3.0907041497326206,2.6018600234582587,3.9633289604278072,2.7831501964394505,5.112724812834225,8.161797571428572,8.161797571428572,8.161797571428572
Tanner Houck,656557,916,4.998089519650655,3.0914846606986903,3.9322636592417055,3.112794811956521,2.5259750590909094,8.161797571428572,8.161797571428572,8.161797571428572,3.6044777618181834
Joe Ryan,657746,2390,5.060945606694561,3.093711857142857,2.659874491496599,8.161797571428572,3.0426758326530616,4.572127442935362,4.479837904094152,8.161797571428572,8.161797571428572
Jalen Beeks,656222,998,5.05936873747495,3.0992611175794207,3.100784350656417,8.161797571428572,8.161797571428572,3.043659011995202,8.161797571428572,4.208512684426229,8.161797571428572
Alex Wood,622072,2239,5.116230460026798,3.100219760204082,8.161797571428572,3.144268061056759,2.841421461696667,3.4940689450946643,8.161797571428572,8.161797571428572,8.161797571428572
Brady Singer,663903,2370,5.010763713080168,3.1045846101265826,8.161797571428572,3.342833441670321,2.448169155279502,4.7093060251099175,8.161797571428572,8.161797571428572,8.161797571428572
Dauri Moreta,664294,610,5.055540983606558,3.1064405564219526,2.866336705488239,2.365562378040726,4.14975452261495,3.229341445685618,8.161797571428572,8.161797571428572,8.161797571428572
Matt Foster,641582,763,5.102581913499344,3.107812755963302,2.64944832481203,8.161797571428572,3.1154669786561264,4.948707327999999,4.299029333333334,8.161797571428572,8.161797571428572
Dean Kremer,665152,1943,4.991564590838908,3.110224498373868,2.7818403821808517,3.2751953224468084,8.161797571428572,4.51433259927888,4.040713364361702,2.359985518309633,8.161797571428572
Zack Greinke,425844,2271,5.094306472919419,3.1105873576642336,3.444859750419215,4.696768273258129,2.4505956231003947,3.152435520531637,2.7134204657313488,2.8880229998822697,8.161797571428572
Peter Strzelecki,657265,602,5.110249169435216,3.116609720218319,3.584955848571429,3.747934928571429,2.029515714285715,3.858702648083623,8.161797571428572,8.161797571428572,8.161797571428572
Nick Martinez,607259,1720,5.054174418604651,3.123432789968652,2.925877374608151,4.183688639498433,8.161797571428572,3.290885766600172,3.178785924420408,2.173544739606352,8.161797571428572
Zack Littell,641793,758,5.105474934036939,3.124923563909774,2.782369771029135,8.161797571428572,3.2708125127660144,8.161797571428572,8.161797571428572,8.161797571428572,4.116726684127902
Domingo Acevedo,642758,1005,4.9521791044776124,3.1303052512315266,3.970738095341238,3.901041905871388,2.7449566042260822,2.1161811683303084,8.161797571428572,8.161797571428572,8.161797571428572
Colin Poche,621363,973,5.062055498458376,3.130648303197701,2.8479732073676,8.161797571428572,8.161797571428572,8.161797571428572,4.121319819602272,8.161797571428572,8.161797571428572
Freddy Peralta,642547,1352,5.100917159763314,3.130674576923077,2.7032889707112973,3.907822285714286,3.698944303797469,4.701279041095891,2.8108789090909085,8.161797571428572,8.161797571428572
Cole Irvin,608344,2606,4.935245587106677,3.1321344270128857,3.7337591475596112,3.311857516574586,3.879231777564257,2.0840534073329984,2.7188979573207126,8.161797571428572,8.161797571428572
Erik Swanson,657024,877,5.055701254275941,3.138286304347826,3.0959739823865915,8.161797571428572,3.4631045257320325,8.161797571428572,8.161797571428572,8.161797571428572,2.988210715184701
Matt Manning,666159,990,5.023010101010101,3.138907857142857,3.202710612244897,3.702005663265306,2.0332456765261173,4.740151428571428,3.684917309292649,8.161797571428572,8.161797571428572
Tyler Danish,641501,654,5.067018348623853,3.1400787559329744,5.224696151121606,3.191561043187445,8.161797571428572,2.7743934650958324,2.885632544884582,8.161797571428572,8.161797571428572
Reiver Sanmartin,665665,1031,5.153191076624636,3.142179,3.783349251821861,2.89137443223102,2.7562045619138758,3.255004682639435,8.161797571428572,8.161797571428572,8.161797571428572
Kyle Finnegan,640448,1053,5.021348528015195,3.1474376550000005,8.161797571428572,3.004624429357744,3.3956597655,8.161797571428572,8.161797571428572,8.161797571428572,4.1107103505
John Schreiber,670167,1020,4.988382352941176,3.151899,3.237395910875332,2.758376613146853,3.3821405656738803,3.363569902491875,2.581466843076924,8.161797571428572,8.161797571428572
Adam Wainwright,425794,3133,5.048212575805937,3.154769686956522,4.601980914360074,4.834468638447851,8.161797571428572,3.3685999404987856,1.9099570683224816,2.3119873813636365,8.161797571428572
Jaime Barria,642545,1123,4.894790739091719,3.155025781512605,4.2207726110466,3.964866153489445,2.4722454725110388,2.741052872713791,8.161797571428572,8.161797571428572,8.161797571428572
Joe Barlow,669618,549,5.016375227686703,3.1664471770491804,2.823325531914894,3.3672604500000003,3.213707616216216,8.161797571428572,3.7413334340425535,8.161797571428572,8.161797571428572
Clarke Schmidt,657376,927,5.036030204962243,3.1671752254335264,4.001885245133892,3.661720157413631,2.390437603996979,5.097432707829742,2.9272390138865134,8.161797571428572,8.161797571428572
Sam Moll,594580,736,5.065013586956522,3.168536607692308,8.161797571428572,4.105304302642039,2.411296873936874,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Humberto Castellanos,528748,746,5.058391420911528,3.1685472406015025,4.389836114364858,3.5500528449015087,2.978405778215171,1.7191839664545978,2.943547517662079,8.161797571428572,8.161797571428572
A.J. Puk,640462,1069,5.03088868101029,3.171236890396792,3.3235138460029234,4.614610703517589,2.421385253140704,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Daulton Jefferies,641726,611,4.992438625204583,3.171617466101695,3.045422094188862,3.5156727468027738,8.161797571428572,2.0487659779945875,4.524799989789667,2.78881655768409,8.161797571428572
David Bednar,670280,842,5.02355106888361,3.1765068000000003,2.693598044875821,8.161797571428572,8.161797571428572,8.161797571428572,4.351042754110301,8.161797571428572,2.662350748568832
David Price,456034,596,4.947181208053691,3.181014371900826,3.839202981272272,3.062972178701298,8.161797571428572,2.860627174991016,3.58990975338843,2.163185005079991,8.161797571428572
Kyle Wright,657140,2695,4.944842300556586,3.191553066543438,4.758587268022181,2.9505528971475563,2.464868971947374,3.372205222615125,2.591922476894639,8.161797571428572,8.161797571428572
Sean Manaea,640455,2482,4.9965108783239325,3.1925064303797464,8.161797571428572,3.177335774731701,2.701219669695232,3.39998764152602,3.5776088384810127,8.161797571428572,8.161797571428572
Luis Garcia,677651,2467,4.985127685447912,3.199795454233165,2.8334874349031827,8.161797571428572,3.264377051050199,2.9759742095827897,3.708307346325396,3.5979908637866886,8.161797571428572
Seth Martinez,661527,592,4.957364864864865,3.199838663793104,3.167642840125392,3.696043614471453,2.006449473103449,4.673874200720536,8.161797571428572,5.063855213793105,8.161797571428572
Matt Strahm,621381,762,5.070682414698163,3.1998469701492542,2.9570754670042647,3.5956451152377644,3.142602684991193,4.247621234127868,2.847315085253732,8.161797571428572,8.161797571428572
Seranthony Domínguez,622554,823,5.024349939246658,3.201569294117647,3.0995654765795195,3.136701381255488,3.419723306470588,3.421022037950664,8.161797571428572,8.161797571428572,8.161797571428572
Tarik Skubal,669373,1818,4.981045104510451,3.2016007223796032,3.642999552407932,3.0418078968987623,2.6363641435698213,3.5886476169100017,3.543322801553189,8.161797571428572,8.161797571428572
Will Vest,676684,1078,5.093432282003711,3.20578404161145,2.9189000411503394,8.161797571428572,3.185268232595573,4.835866510204082,8.161797571428572,8.161797571428572,8.161797571428572
Jacob Barnes,606930,360,5.023666666666666,3.206782801119403,2.34887143145544,8.161797571428572,3.080737823027719,8.161797571428572,8.161797571428572,4.116816605286819,8.161797571428572
Clay Holmes,605280,976,4.954877049180328,3.216924572590336,8.161797571428572,3.362495013828384,2.61472264199504,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Jake Woodford,663765,696,4.880977011494253,3.218149924137931,3.7703118926174497,3.63595000754717,2.2736091673469385,2.734967999999999,3.306060854237289,8.161797571428572,8.161797571428572
Nick Lodolo,666157,1681,5.017620464009519,3.220417770967742,4.451739529919895,3.087264276202503,3.097200802224694,3.2677840636818685,3.0642717034050184,8.161797571428572,8.161797571428572
Tanner Banks,621383,897,5.0602452619843925,3.22232162264151,3.688598644025157,8.161797571428572,2.6205534829799646,3.439081776487664,1.6485675283018868,8.161797571428572,8.161797571428572
Michael Grove,675627,472,5.023411016949152,3.2237619545454543,2.688740633345907,8.161797571428572,3.723372,8.161797571428572,3.8235958363636366,8.161797571428572,8.161797571428572
Rowan Wick,592858,1133,5.105119152691969,3.224093203124999,2.9730901598647383,8.161797571428572,2.9121084241071427,8.161797571428572,3.764170703060962,3.528095457077206,8.161797571428572
Ty Blach,621389,673,4.956953937592868,3.2307144360902256,8.161797571428572,3.302209441902052,8.161797571428572,3.600535205819893,3.4797268168726903,2.437870157761661,8.161797571428572
Paul Blackburn,621112,1762,4.981101021566403,3.231962488023952,4.421594404735982,4.087800499100321,4.417600754230669,2.65288305032662,2.667374358744937,1.807627620746845,8.161797571428572
Chris Bassitt,605135,2883,4.9896323274366985,3.236526462385321,4.240046586390619,3.166708539970809,2.641443302335465,4.461418297905286,3.3212377544313245,2.6619634958413454,8.161797571428572
Logan Gilbert,669302,3014,5.009817518248175,3.240058362657092,2.891773053915965,4.604174670064285,3.291641300519754,4.8643465041978,3.4968713786838297,8.161797571428572,8.161797571428572
Hoby Milner,571948,1088,5.041268382352942,3.243192402061856,4.034191403647898,3.479385676975945,8.161797571428572,3.3423156573570765,2.801723239661763,8.161797571428572,8.161797571428572
Caleb Ferguson,657571,580,5.038120689655172,3.243441201923077,3.173858832275972,8.161797571428572,8.161797571428572,8.161797571428572,3.384055573918269,8.161797571428572,8.161797571428572
T.J. McFarland,519008,486,4.926522633744856,3.2442450612244897,8.161797571428572,3.180580513750418,4.4017597007722,2.6251946280755294,8.161797571428572,8.161797571428572,8.161797571428572
Jonathan Loáisiga,642528,752,4.988377659574469,3.2477828594581126,8.161797571428572,3.160795003472223,2.096446903409091,4.352770577986726,2.8761709625,8.161797571428572,8.161797571428572
Seth Lugo,607625,1079,5.032715477293791,3.2481480461538457,3.101412913548387,3.1215480374999998,3.2124111641379307,6.172768588235295,3.333530040326976,8.161797571428572,8.161797571428572
Tony Gonsolin,664062,2014,4.959875868917576,3.251943460358056,3.43474266766542,8.161797571428572,2.980671710358056,8.161797571428572,2.978378066859998,8.161797571428572,3.321563152615504
Luis Cessa,570666,1235,4.948485829959514,3.2534656363636363,4.206698275537189,3.863911421472242,2.912886647308466,2.237722733163355,8.161797571428572,8.161797571428572,8.161797571428572
Sonny Gray,543243,1871,4.965611972207376,3.257731027855153,2.6834037203807752,4.310223438590495,2.730101776402706,4.5569429749303625,2.7142515769378543,4.043656071268428,8.161797571428572
Brock Burke,656271,1326,4.998823529411764,3.258125744939272,3.4200283435100207,4.385801368421053,2.83754910707804,2.8205054558429974,8.161797571428572,8.161797571428572,8.161797571428572
Kirby Snead,669912,748,5.033088235294118,3.2598445970149257,4.88659271641791,3.001606346727899,2.64508911133379,4.997449074626866,8.161797571428572,8.161797571428572,8.161797571428572
Hunter Brown,686613,302,4.912019867549669,3.262157835359897,3.334790671031588,8.161797571428572,3.5660837500999603,8.161797571428572,3.0108923966537096,8.161797571428572,8.161797571428572
Trevor Stephan,663986,1032,4.996792635658914,3.2660918952879583,3.0707879210828755,8.161797571428572,2.3566307671081,8.161797571428572,8.161797571428572,8.161797571428572,4.41697660755029
Matt Moore,519043,1235,5.033902834008098,3.268459643812233,3.1891276987151085,8.161797571428572,8.161797571428572,3.1815863711366865,3.3978301927587964,8.161797571428572,8.161797571428572
Chasen Shreve,592741,473,5.103974630021142,3.2704854545454545,2.375085857142857,8.161797571428572,3.1293300681818184,8.161797571428572,8.161797571428572,8.161797571428572,4.415945965714285
Joe Musgrove,605397,2833,4.972287327920932,3.277624127071823,3.962134029311104,3.039957891998766,3.0680085445351915,3.5626276877689933,3.39605838902367,2.564927378589893,8.161797571428572
Spenser Watkins,657093,1630,4.97320245398773,3.2786880560417804,4.119497650167185,8.161797571428572,2.394898878485439,3.9017349493670888,3.25988952520068,2.5672948889055967,8.161797571428572
Taijuan Walker,592836,2500,4.980876,3.2872929025423727,3.4758093004150807,3.3396005049918736,3.381826855320254,8.161797571428572,3.5934484105287825,4.2332943164308725,2.7298632490250485
Jorge López,605347,1160,5.003698275862069,3.290028971830986,3.50495317045128,3.075666423677199,3.627027336191059,3.7900913439961808,3.2420355401129246,8.161797571428572,8.161797571428572
Matt Wisler,605538,749,5.04437917222964,3.290660181818182,5.48499801669034,8.161797571428572,3.0856417563702725,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Josh Rogers,642028,416,4.968846153846154,3.293037568798686,3.309859570789764,3.6373069466153,2.7526430411392404,4.695065479204341,8.161797571428572,8.161797571428572,8.161797571428572
Martín Pérez,527048,2964,4.908090418353576,3.2992968132427847,4.267237828137707,3.2805102303083,5.091784896774194,2.992885880184332,2.625310256438059,3.4151465949820787,8.161797571428572
Jason Alexander,669920,1160,4.988387931034483,3.299399623255814,6.369125337209302,3.158443984097385,2.7130278701839634,3.8620907327487606,8.161797571428572,8.161797571428572,8.161797571428572
Jose Quintana,500779,2723,5.002603745868528,3.2999613501006038,3.1223969470542765,3.709129380503245,8.161797571428572,4.058345889134428,2.7659197526097765,8.161797571428572,8.161797571428572
Ken Waldichuk,686610,586,5.012389078498293,3.300737278846154,3.0255966973623054,8.161797571428572,3.776691115384615,3.28945286402715,3.9990622257692303,8.161797571428572,8.161797571428572
Kyle Bradish,680694,1992,5.047906626506024,3.3008316883852693,3.596042134859523,4.90867795739671,2.616747611626633,3.1082485253206857,3.519082668621896,8.161797571428572,8.161797571428572
Sean Poppen,664092,439,4.928382687927107,3.301836593023255,8.161797571428572,3.306855737541528,3.068370757508085,5.560710906976745,8.161797571428572,8.161797571428572,8.161797571428572
Eric Lauer,641778,2669,5.035361558636193,3.308521235294118,3.292955179372612,8.161797571428572,3.055433300291545,4.525705239242685,2.9377286294642864,3.863835480958231,8.161797571428572
Drey Jameson,686753,369,4.923414634146342,3.308793780821918,2.9326350025887185,3.622959683468547,2.709336677188803,4.988279946973045,4.464984983732877,8.161797571428572,8.161797571428572
Jake Odorizzi,543606,1782,5.035712682379349,3.310073592286502,3.366601784746266,8.161797571428572,3.0675216623376627,8.161797571428572,4.28440781027668,2.8885887173810647,3.5727552765957453
Jake McGee,459429,629,5.046422893481717,3.3104415405405407,3.1949460000000003,8.161797571428572,3.873887074766356,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Corbin Burnes,669203,3263,4.97406374501992,3.311822570080683,8.161797571428572,6.099807980730809,2.712204666089109,3.5087379234292597,3.288990397000148,3.0412953655460804,8.161797571428572
José Quijada,650671,691,5.022272069464544,3.314027803278689,3.111417526447344,8.161797571428572,4.233061312605992,4.544431279672131,8.161797571428572,8.161797571428572,8.161797571428572
Miles Mikolas,571945,3151,4.942910187242146,3.3211397594728167,3.727076842662243,3.754050375617792,2.579612041891326,2.6983834678114307,3.3561607696023863,8.161797571428572,8.161797571428572
Bryse Wilson,669060,1823,4.948518924849149,3.322365818309434,3.888164569826311,2.9562185338839537,3.29887246762597,3.696807924054924,2.748738115075027,8.161797571428572,8.161797571428572
Brent Suter,608718,1070,4.973112149532711,3.32491743,2.8535821863701574,5.521080731896551,8.161797571428572,3.860205130384616,4.451615451818181,8.161797571428572,8.161797571428572
Anthony Misiewicz,664948,465,4.955784946236559,3.325971724137931,2.5795431379310347,8.161797571428572,8.161797571428572,8.161797571428572,4.076200891346779,3.2176759437386573,8.161797571428572
Graham Ashcraft,668933,1741,5.015973578403217,3.33045674617215,3.619622275324676,4.816312918720682,3.309794059335973,8.161797571428572,8.161797571428572,2.790093184074941,8.161797571428572
Joey Krehbiel,607216,977,5.028464687819856,3.34449749132948,3.404378914675943,8.161797571428572,3.623891364884393,3.228358609344894,8.161797571428572,3.3592279022991005,8.161797571428572
Robbie Ray,592662,3047,4.964840827042994,3.3466058095238096,2.363598737091464,4.291634684729064,3.803803867444644,4.970447769047619,3.182050021394065,8.161797571428572,8.161797571428572
Steven Okert,595345,966,5.12064182194617,3.347084938775509,4.306450246626338,8.161797571428572,2.9001575495339256,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Kyle Nelson,669459,593,4.954097807757167,3.3485638378378386,3.6300819024676856,8.161797571428572,3.172522948857698,8.161797571428572,8.161797571428572,3.5757539391891893,8.161797571428572
Cody Poteet,547001,435,4.945241379310344,3.353162151724138,3.741311612903226,3.07458,3.295181999999999,3.175929263157895,8.161797571428572,8.161797571428572,8.161797571428572
Camilo Doval,666808,1121,4.9848706512042815,3.3555525517241374,3.5442023331280788,4.428974656282807,2.537614160597177,8.161797571428572,8.161797571428572,3.722391246765549,8.161797571428572
Nick Pivetta,601713,3077,5.023129671758206,3.356306171952659,3.0624594216637213,8.161797571428572,3.3012681412516054,4.085642490445268,3.896304163838396,8.161797571428572,8.161797571428572
Trevor Megill,656730,769,5.04072821846554,3.360747052275684,3.499005370754717,8.161797571428572,2.101999647272728,8.161797571428572,3.7004946587234047,8.161797571428572,8.161797571428572
Elvis Peguero,665625,308,5.05025974025974,3.366739557692308,8.161797571428572,3.7559354622015912,3.131600365384616,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Ian Gibaut,664139,688,5.14672965116279,3.366944530523256,3.7689226479099673,8.161797571428572,2.209088211180124,3.2763559740259742,8.161797571428572,3.858850946043165,8.161797571428572
Alexis Díaz,664747,1054,4.976916508538899,3.3679081584390547,3.288548453301807,8.161797571428572,3.513400951190677,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Tucker Davidson,656353,912,5.06327850877193,3.368431038461538,3.770332336067391,5.098615482815057,2.471011202869669,5.50976975147929,3.821263593052109,8.161797571428572,8.161797571428572
Robert Stephenson,596112,909,4.931540154015402,3.374176572208945,3.2432979876114576,8.161797571428572,3.3910618813600197,8.161797571428572,4.53580782437851,8.161797571428572,8.161797571428572
Joe Smith,501925,450,4.962022222222222,3.3756358170731704,4.432145819442007,2.5823321224701608,3.3942228435455086,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Joel Payamps,606303,950,5.024747368421052,3.377537679369682,3.2397585891031624,3.2858134403625185,3.306735397474845,4.028684936836005,8.161797571428572,8.161797571428572,8.161797571428572
Giovanny Gallegos,606149,988,4.989119433198381,3.379552932203389,3.945228445479628,8.161797571428572,2.758437856986979,3.825983692839848,8.161797571428572,8.161797571428572,8.161797571428572
Bryan Abreu,650556,1012,4.991581027667984,3.3846690783525863,3.7234185824424193,8.161797571428572,3.1115508713665454,8.161797571428572,3.035800786460761,8.161797571428572,8.161797571428572
Dominic Leone,608678,825,4.991733333333333,3.389954595036856,3.384635749385749,8.161797571428572,3.389897699406724,8.161797571428572,8.161797571428572,3.397148218977672,8.161797571428572
Mike Clevinger,605182,1926,4.997196261682244,3.389961935860059,3.1078271490404648,3.8089345845304,3.444076288338193,4.7340986134632965,5.022848369012912,2.289349707603105,8.161797571428572
Anthony DeSclafani,543101,329,5.015410334346505,3.391395631578948,2.323758089712918,3.204596602339181,3.678829515789474,2.00604083126935,3.314672526315789,6.967510805491991,8.161797571428572
Mychal Givens,571710,1026,4.996949317738792,3.392817945652174,3.0764533037278894,8.161797571428572,3.427316386157501,4.1806425548418975,8.161797571428572,8.161797571428572,8.161797571428572
Tylor Megill,656731,780,5.000641025641026,3.395394516549295,3.189836459604634,8.161797571428572,3.7357431322847257,3.38475015442294,5.0192219595835885,8.161797571428572,8.161797571428572
Reid Detmers,672282,2181,4.9904034846400736,3.402167372093024,3.3903567792083447,3.5179080056264063,3.350433892335766,4.016474854251013,3.1037665161514822,8.161797571428572,8.161797571428572
Taylor Rogers,573124,1075,4.987311627906977,3.4051153913724552,8.161797571428572,4.020799448418953,2.9498279899642843,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Luis García,472610,954,4.933867924528302,3.40731610485617,8.161797571428572,3.1187307563682216,3.842508006980433,8.161797571428572,8.161797571428572,8.161797571428572,3.529532972236911
Rony García,665621,875,5.036742857142857,3.409332310588236,2.234935726574047,3.4199143664757945,8.161797571428572,5.092918952685422,4.553906196799309,8.161797571428572,8.161797571428572
JT Brubaker,664141,2376,4.982546296296297,3.409921625,4.856829496478873,3.68920743919598,2.444389791044776,4.6602405000000005,3.611911322834645,8.161797571428572,8.161797571428572
Ian Kennedy,453178,866,5.005900692840647,3.410877099337748,3.023106672960405,8.161797571428572,8.161797571428572,5.428248456735317,5.6966048449552,3.7465052582781455,8.161797571428572
Bryan Baker,641329,1181,5.001854360711262,3.411721421052631,3.437518794128472,8.161797571428572,8.161797571428572,4.569431392599991,8.161797571428572,2.59251657333456,8.161797571428572
Jon Gray,592351,2059,4.9505633802816895,3.411881363874346,3.642229353355408,8.161797571428572,2.821463030900594,4.329425635109168,3.7373662452318617,8.161797571428572,8.161797571428572
Diego Castillo,650895,839,4.88600715137068,3.4186384601226987,5.3327984270882505,3.79875794135832,3.04792865696163,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Dillon Peters,596071,633,4.949036334913113,3.420303025423728,2.5208377642684194,3.1633791021409454,3.101437144067796,5.176423135094715,2.6619240287042105,8.161797571428572,8.161797571428572
Jesús Luzardo,666200,1644,4.952220194647202,3.420598873754152,2.7094265303213985,3.230893762906461,4.235664956810632,3.440689089199523,4.073028486072068,8.161797571428572,8.161797571428572
Shane Baz,669358,444,4.971396396396397,3.4230313333333324,2.877637168539325,8.161797571428572,3.042736,4.165216,4.918618125,5.198648,8.161797571428572
Alek Manoah,666201,2948,4.842245590230665,3.4309681169491526,3.106678582999729,4.141814768754607,2.9490088080795207,4.004126042033898,8.161797571428572,8.161797571428572,8.161797571428572
Aaron Civale,650644,1586,4.947232030264818,3.432799662380884,4.221168785298072,4.935437675918583,2.6535276530191454,8.161797571428572,2.750891886763076,2.7064616205258885,5.293270577319587
Kyle Gibson,502043,2739,4.955304855786784,3.4347471888667997,4.098986353701964,3.661102002173488,3.398453377622765,2.523397050027481,3.1925823501701647,3.2812452978301927,8.161797571428572
Cristopher Sánchez,650911,662,4.956767371601209,3.439767825,8.161797571428572,3.68088418585608,2.8266646644,3.2865439567164185,8.161797571428572,8.161797571428572,8.161797571428572
Jesse Chavez,445926,1192,5.016476510067115,3.4406693155814407,2.8447928169230767,3.6012737128846157,8.161797571428572,3.264828630869131,3.041314269230769,3.440361843398722,8.161797571428572
Darren O'Day,503285,385,5.038077922077922,3.448637723076923,4.099868913461538,1.2413471538461538,3.2499080969899663,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Shawn Armstrong,542888,1044,5.002739463601532,3.44954455750233,3.5062673573201866,3.5237832610184308,2.364378563937071,8.161797571428572,8.161797571428572,3.542352795028473,8.161797571428572
Michael Pineda,501381,719,4.922461752433936,3.4524436472282938,3.682374984901829,8.161797571428572,3.249455759752748,2.9888626965045595,8.161797571428572,8.161797571428572,8.161797571428572
Patrick Sandoval,663776,2455,4.96159266802444,3.4538069461883407,3.6772270683756223,3.845074657585733,2.5104091049814508,4.393948029181282,2.778424987102663,8.161797571428572,8.161797571428572
Justin Lawrence,664875,762,5.04754593175853,3.4556380066129435,8.161797571428572,4.11490062768439,2.637376753400736,8.161797571428572,8.161797571428572,8.161797571428572,8.161797571428572
Sam Long,669674,732,5.01905737704918,3.459619706015232,2.6016417091304027,8.161797571428572,8.161797571428572,4.493824924153085,3.718916974230493,8.161797571428572,8.161797571428572
Ranger Suarez,624133,2564,4.958985959438378,3.463154536480687,3.6023562116360663,3.609833069362306,3.5583403035578187,3.700106090902694,2.713141366941671,2.4878580592156005,8.161797571428572
Ryan Tepera,572193,879,4.874038680318543,3.4632891720771486,3.4671163390847712,3.5147760195348834,3.2560822970601144,4.325098588754783,8.161797571428572,8.161797571428572,8.161797571428572
Sam Hentges,656529,943,4.859766702014847,3.465174774193548,3.443048002503611,3.758346954393771,3.3309403195292067,8.161797571428572,3.217743763008591,8.161797571428572,8.161797571428572
