Pitcher,MLBAMID,Num_Pitches,PLV,PLA,FF,SI,SL,ST,CH,CU,FC,FS
Max Kranick,668820,522,5.20072796934866,2.304650126281454,2.6003567230690408,9.5786542,1.8742506764478768,2.1556358705547654,9.5786542,2.8388141621621616,9.5786542,9.5786542
Brandon Walter,687888,814,5.23576167076167,2.332211198757764,3.812993886774538,1.5577198586043113,9.5786542,2.4318627534874246,2.947567802576181,9.5786542,1.1510043206974347,9.5786542
Spencer Schwellenbach,680885,1573,5.167787666878576,2.340239394578313,2.1398238163138164,2.479946581229376,1.9428682577045024,9.5786542,9.5786542,2.807823478012049,2.450362191239534,2.7947849780313923
Tim Hill,657612,889,5.130146231721034,2.345339030942028,4.01882819280646,1.998535170059416,3.716115268656716,9.5786542,9.5786542,9.5786542,9.5786542,9.5786542
Shota Imanaga,684007,2166,5.208938134810711,2.3508163609469346,1.9942900707026667,2.3454227266293617,9.5786542,1.9378653934630024,9.5786542,2.902718502699144,9.5786542,3.1007953604378904
Gabe Speier,642100,910,5.196472527472528,2.360100193548387,2.2256910465949824,2.2634062626384206,2.699128370763577,9.5786542,9.5786542,9.5786542,9.5786542,9.5786542
Jacob deGrom,594798,2612,5.208556661562022,2.3671738667953672,2.1180687855265314,9.5786542,2.20594243366701,9.5786542,4.035782397565605,2.1078038934713934,9.5786542,9.5786542
Josh Hader,623352,846,5.259432624113475,2.368936765822785,9.5786542,1.6034598523851642,3.0203773378773127,9.5786542,5.664417456722546,9.5786542,9.5786542,9.5786542
Caleb Thielbar,573204,839,5.194910607866508,2.3710788620689653,2.052375372179349,9.5786542,2.615772796373365,2.415843933350489,9.5786542,2.702092912916424,9.5786542,9.5786542
Bryan King,687911,1022,5.22573385518591,2.37326856682399,2.3726013559322032,3.4469890402476784,2.4911729065743944,2.1435600750938675,9.5786542,9.5786542,9.5786542,9.5786542
Tommy Nance,667297,461,5.196312364425163,2.382162821052632,9.5786542,2.781494035608553,2.057855694258373,9.5786542,9.5786542,2.479188122105263,9.5786542,9.5786542
Andrew Kittredge,552640,761,5.181800262812089,2.386445589269333,2.29184241509434,3.3395859655694804,1.7620672493726184,9.5786542,9.5786542,9.5786542,9.5786542,9.5786542
Bubba Chandler,696149,461,5.227049891540131,2.40036979787234,2.238607786849526,9.5786542,1.82444509929078,9.5786542,3.0830859951923077,2.990227457446809,9.5786542,9.5786542
Zack Wheeler,554430,2394,5.237401837928154,2.4076549443207127,2.0425706514317854,2.510147967035673,9.5786542,2.09473829704428,9.5786542,3.524574190166182,2.807463345776523,2.805064296592008
Robert Suarez,663158,1074,5.230214152700186,2.410015256903049,2.2957543509942493,2.4501947002084123,9.5786542,9.5786542,2.6752969036173737,9.5786542,9.5786542,9.5786542
Justin Slaten,686580,499,5.190460921843688,2.410142823529412,2.3674379882352943,9.5786542,9.5786542,2.643542103715171,9.5786542,2.8641734088235298,2.139912350889193,9.5786542
Tarik Skubal,669373,2846,5.164732958538299,2.4126451578234467,2.3068517249458877,2.277483577115889,2.444988130258465,9.5786542,2.504957373950845,3.501802680088132,9.5786542,9.5786542
Hunter Greene,668881,1746,5.236111111111111,2.415029457853244,1.7716986891111246,9.5786542,2.795612981226532,9.5786542,9.5786542,9.5786542,9.5786542,4.418740655819774
Steven Matz,571927,1141,5.201411042944785,2.4195221021910607,9.5786542,2.1998754245863794,9.5786542,9.5786542,2.239682770621118,3.1574142249011854,9.5786542,9.5786542
Dylan Lee,669276,1102,5.234101633393829,2.4328450097560976,1.9230889487237663,9.5786542,2.83227605035868,9.5786542,1.959586709388574,9.5786542,9.5786542,9.5786542
Jeremiah Estrada,669093,1236,5.274279935275081,2.45299302739726,1.7196840927291883,9.5786542,2.4273041807997338,9.5786542,9.5786542,9.5786542,9.5786542,4.268770090974177
Alex Vesia,681911,1020,5.2810098039215685,2.459872407821229,2.1034727172192884,9.5786542,2.7692146172958485,9.5786542,3.953273343974461,9.5786542,9.5786542,9.5786542
Kyle Harrison,690986,584,5.23111301369863,2.471396859044937,2.2727886880184816,9.5786542,9.5786542,9.5786542,4.175017065420561,1.9531912433455576,5.689907143585387,9.5786542
Jacob Webb,657097,978,5.153721881390593,2.473282090909091,2.237778355485893,9.5786542,9.5786542,2.8717106831550803,2.535714810941271,9.5786542,9.5786542,9.5786542
Tyler Holton,663947,1158,5.154024179620034,2.473689775423729,3.2571875241199475,1.4115027007436192,9.5786542,2.7789718689791094,2.903963408935914,3.644615191401405,2.418029164939467,9.5786542
Bryan Woo,693433,2714,5.157074428887251,2.477169867857143,2.351385235647478,2.11365567895739,2.42616991243296,3.0498776966704613,3.953096562823834,9.5786542,9.5786542,9.5786542
Yoshinobu Yamamoto,808967,2787,5.2190922138500175,2.4951177397610373,2.312596717429759,4.010901138749446,2.420966800651134,9.5786542,9.5786542,2.486014242999714,1.6300494058406847,2.6962905683933904
Logan Webb,657277,3280,5.191051829268293,2.507616869565217,4.694721591973245,2.4392561287777164,9.5786542,2.0158993301053263,2.201059161176987,9.5786542,3.2047384006820128,9.5786542
Chris Martin,455119,626,5.165846645367412,2.5138142611255065,3.344943803149606,2.4563563493027223,9.5786542,9.5786542,9.5786542,9.5786542,2.0759783274905854,1.9999674967476888
Grant Taylor,691799,600,5.236233333333334,2.525672045454545,3.026798773274918,9.5786542,2.732885741626794,9.5786542,9.5786542,1.5406687132867134,2.0636944363636367,9.5786542
Paul Skenes,694973,2997,5.181291291291291,2.53310595026643,2.642266238535443,2.7053664554271544,3.394619568848362,2.017785015648537,3.1968811444605483,2.947014058501191,9.5786542,1.5416552869188742
Trent Thornton,663423,604,5.185314569536423,2.539964076471815,2.4928241102362203,9.5786542,9.5786542,2.436737899315864,9.5786542,3.4083311704724406,1.975145013779527,9.5786542
Bennett Sousa,656986,717,5.109539748953975,2.548424295089188,2.984434220663266,9.5786542,2.2453819354703253,9.5786542,9.5786542,9.5786542,9.5786542,9.5786542
Tyler Phillips,663969,1110,5.098504504504505,2.5489087861037003,3.6400582838626607,2.364091736216573,9.5786542,2.308075696274678,9.5786542,2.492587960633417,9.5786542,2.756096912046166
Cade Smith,671922,1182,5.207783417935702,2.55166028959276,2.5454711366230978,9.5786542,9.5786542,2.690862501874596,9.5786542,9.5786542,9.5786542,2.5137957798849846
Garrett Crochet,676979,3148,5.152709656925032,2.566360563311688,3.064154474778513,2.455240879518072,9.5786542,2.340926267205848,3.940638170817988,9.5786542,1.9009949472291403,9.5786542
Ryne Nelson,669194,2464,5.2019561688311695,2.5673104285714285,2.037147792786885,9.5786542,2.8703173244147155,9.5786542,4.5658368,4.082674617100372,3.133320877076412,9.5786542
Sonny Gray,543243,2716,5.140765832106038,2.580337942804428,2.4297432202540663,3.6497751847189055,2.680139071190712,1.494409648501229,3.924122240996471,2.463661067256284,2.2892091455681904,9.5786542
Drew Rasmussen,656876,2314,5.144969749351772,2.5885069055315477,1.9757124128205128,3.6669381239089183,9.5786542,3.185556375675676,4.741683867857143,3.272388159,2.2299278465020573,9.5786542
Jameson Taillon,592791,1979,5.14245073269328,2.593995570694088,2.611149108895837,3.542146684184193,9.5786542,2.4288422633714783,2.639633956274937,2.8425226820845304,1.9627598106759407,9.5786542
Ranger Suarez,624133,2430,5.147711934156379,2.59606681779661,3.439727379321552,2.6935387531916444,1.0991337599700897,9.5786542,3.347647734375,2.280331972279725,1.560832135964736,9.5786542
Aaron Nola,605400,1567,5.1987172941927255,2.6041224275618373,2.630006306873457,2.9893682447729977,9.5786542,9.5786542,3.107373666121908,1.9909084855216457,2.955191023905362,9.5786542
Chase Burns,695505,751,5.265126498002664,2.605055651848817,2.2367017677514798,9.5786542,2.951539543541364,9.5786542,4.218559867132869,9.5786542,9.5786542,9.5786542
Nathan Eovaldi,543135,1914,5.123160919540229,2.608358815384616,2.753655332959523,2.1603086401037164,2.7774073204013376,9.5786542,9.5786542,3.2514323890109886,1.9076756332932687,2.605336702009471
AJ Blubaugh,805123,483,5.181511387163561,2.6139152678571427,2.7369385870938627,9.5786542,9.5786542,2.345153192708333,2.562372866709183,9.5786542,9.5786542,9.5786542
Kevin Kelly,687330,588,5.114880952380952,2.615631806722689,4.14755887359199,2.1810012628357702,9.5786542,2.3643911501014205,9.5786542,9.5786542,3.976714239761728,9.5786542
Shelby Miller,571946,692,5.141777456647399,2.617694810567981,2.029899394587603,9.5786542,9.5786542,2.843708572324415,9.5786542,9.5786542,9.5786542,3.8251523532876406
Jhoan Duran,661395,1073,5.131006523765144,2.619554785714286,2.575640411056231,3.0927771180803574,9.5786542,4.904076038018434,9.5786542,3.690370983495146,9.5786542,1.5894099123287673
Nick Pivetta,601713,2845,5.163683655536028,2.6245066434917206,2.556523605001885,4.196190403014417,4.134918648648648,2.4572585904920765,9.5786542,2.563979709671853,2.539445829556759,9.5786542
Framber Valdez,664285,2888,5.113597645429363,2.62647478125,3.6751384622093024,2.6981556129127355,3.4905952829670324,9.5786542,2.427049840779468,2.511403648274059,9.5786542,9.5786542
Pierson Ohl,701487,527,5.274174573055028,2.630357264516129,3.323461847787609,9.5786542,9.5786542,9.5786542,1.0700331395121951,4.4010909,4.2953781,9.5786542
Jacob Latz,656641,1388,5.172528818443804,2.633734015564202,1.9215156153029052,9.5786542,2.468712015295853,9.5786542,3.968411717250324,3.794300407817076,9.5786542,9.5786542
Devin Williams,642207,1108,5.2601895306859205,2.635182722138116,4.059138641474655,9.5786542,9.5786542,9.5786542,1.3528896558402037,9.5786542,9.5786542,9.5786542
Anthony Bender,669622,769,5.134551365409624,2.6410861034590387,9.5786542,3.1741589786538467,3.100651042909092,1.9294438585365852,5.45177556,9.5786542,9.5786542,9.5786542
Joe Ryan,657746,2795,5.192497316636851,2.6434625263157896,1.7436475434910803,3.260846988674217,3.51931150462033,2.954280032355479,9.5786542,3.6673451072124754,9.5786542,4.662609659983292
Caleb Ferguson,657571,1042,5.173973128598848,2.6463600918367347,3.374069553322549,2.5472942290249434,9.5786542,9.5786542,9.5786542,1.9600852578890595,2.405248159877886,9.5786542
Richard Fitts,690916,715,5.200685314685314,2.6622929398601403,2.465321083508772,4.58289136969697,1.9481197834146344,3.175695402469136,9.5786542,3.1007208923076925,9.5786542,9.5786542
Collin Snider,676092,477,5.258469601677149,2.6689168481012664,3.0309067966933614,4.619574289988494,9.5786542,2.6161604104882468,9.5786542,1.9060567512829287,2.158005128529698,9.5786542
Chris Sale,519242,2030,5.171305418719212,2.6768635066313,2.970142277792878,1.5889350812567713,2.3621715216346155,9.5786542,3.5458871538461545,9.5786542,9.5786542,9.5786542
Nick Mears,683232,845,5.099810650887574,2.6778604764705887,2.8486980023425303,9.5786542,2.35621856268485,9.5786542,9.5786542,3.7615531462184872,9.5786542,9.5786542
Carlos Vargas,672841,1095,5.064027397260274,2.6797935974025973,3.6040256793206793,2.6910026273291923,2.4040953202556605,9.5786542,4.038407608695652,9.5786542,2.532628905502392,9.5786542
Emmanuel Clase,661403,739,5.138538565629228,2.6808022906382813,9.5786542,9.5786542,2.76649622112676,9.5786542,9.5786542,9.5786542,2.643290356085932,9.5786542
Ben Casparius,676508,1247,5.168813151563753,2.6820998492588224,3.219522669729077,9.5786542,1.765633208067677,2.258618711267476,9.5786542,3.449881212705749,2.35887535060476,9.5786542
Max Meyer,676974,1039,5.157305101058711,2.684272221649484,3.593878881778015,3.337472986387396,1.7394447402666586,2.3106817319990336,3.146462076804124,9.5786542,9.5786542,9.5786542
Parker Messick,800048,624,5.159887820512821,2.6882259579831933,2.359684001344538,2.631694343337335,2.336713774789916,9.5786542,3.0913452045585355,3.3395080131900867,9.5786542,9.5786542
Shane Bieber,669456,645,5.176325581395349,2.6934813966942146,2.252136209665828,9.5786542,2.138485608709472,9.5786542,4.164069905406751,2.439259800619835,3.694781284015319,9.5786542
Jesús Luzardo,666200,3013,5.154015930965815,2.699295843920145,3.4538398323144524,1.8511994437867332,3.5091806352318806,2.131982033871286,2.3512624165206524,9.5786542,9.5786542,9.5786542
Jakob Junis,596001,1030,5.114776699029125,2.700146163451456,3.290130949090909,3.538250525956678,2.087821091764706,9.5786542,2.68550363118932,9.5786542,9.5786542,9.5786542
Jose A. Ferrer,678606,1192,5.132609060402684,2.7063744878520564,9.5786542,2.1555974175016006,3.889553808733625,9.5786542,4.058525906653162,9.5786542,9.5786542,9.5786542
Steven Wilson,621051,964,5.225663900414938,2.714176474991252,3.012991838257646,9.5786542,9.5786542,2.161267582534363,5.769630810962158,9.5786542,9.5786542,9.5786542
Casey Mize,663554,2351,5.141777966822628,2.7153866420629225,3.2024929085128924,2.3689111208750377,2.1200381237313244,9.5786542,9.5786542,1.982172625446237,9.5786542,3.01669111863125
Chris Paddack,663978,2564,5.1641926677067085,2.7176756012658227,2.7133164013284423,2.359329864171712,2.9064918287901085,9.5786542,2.00494524159973,3.831185309210526,3.208010348617929,9.5786542
Kyle Finnegan,640448,843,5.079620403321471,2.7252426315789475,2.3481619966770286,9.5786542,4.3356582145749,9.5786542,9.5786542,9.5786542,9.5786542,3.116106478224314
Shohei Ohtani,660271,753,5.129030544488711,2.725370425531915,2.708626263917225,4.831815999598555,2.1078543765240263,1.3211261979483284,9.5786542,3.4995645870406187,3.793251278297873,5.000478455927051
Emilio Pagán,641941,1068,5.117200374531835,2.72701795631068,2.486392468869689,9.5786542,9.5786542,9.5786542,9.5786542,9.5786542,3.3009313559057416,2.9277635482501685
Tanner Banks,621383,1075,5.13186976744186,2.7311114428735896,3.470416247266465,3.360797469336485,2.2540637038225344,1.91322177854112,4.624052177102217,9.5786542,9.5786542,9.5786542
Hoby Milner,571948,1156,5.1604671280276815,2.733234350764198,4.448557063357446,2.4100644936662965,9.5786542,2.30429838135861,2.7475640004951547,9.5786542,9.5786542,9.5786542
Logan Gilbert,669302,2154,5.156290622098421,2.7335113969465654,3.1889736039561223,4.084414501040944,2.1297059262354363,9.5786542,9.5786542,4.032463731870228,9.5786542,2.3839378382329057
Ronny Henriquez,678692,1157,5.125401901469317,2.7360584383561646,1.7498098581952852,4.490457662671234,2.9177099443815018,2.50718734925299,4.426688438784247,9.5786542,9.5786542,9.5786542
Mitch Spence,687765,1338,5.130269058295965,2.738212889657851,9.5786542,5.161895318335207,1.9240880619509335,9.5786542,9.5786542,3.269832550184391,2.516234894395554,9.5786542
Raisel Iglesias,628452,964,5.016410788381743,2.738264212871287,2.7643507539267014,2.9934741237623768,2.7020292068785827,9.5786542,2.5107805454678305,9.5786542,9.5786542,9.5786542
Max Scherzer,453286,1390,5.15453237410072,2.739500047058824,2.8009693473555592,9.5786542,2.23855594026589,9.5786542,3.3235020760181,2.750734479144386,2.8801231122994646,9.5786542
José Castillo,620454,528,5.189507575757577,2.7432447517755683,3.611760027777778,3.335912488392857,1.9212617895569624,9.5786542,9.5786542,9.5786542,9.5786542,9.5786542
Will Vest,676684,1137,5.170914687774846,2.750831563106796,2.5800519675913853,3.2859922532192125,2.301199811521513,9.5786542,4.275260469174757,9.5786542,9.5786542,9.5786542
John Schreiber,670167,1047,5.154431709646609,2.7524673281250003,3.16326293471488,2.3881016714131773,9.5786542,2.4637757614548144,3.82662140625,9.5786542,2.7569997292729598,9.5786542
Garrett Cleavinger,664076,859,5.016088474970896,2.755136821012806,3.3632004322429903,3.0535677794117646,2.5892516487915413,1.6679121887755106,9.5786542,9.5786542,9.5786542,9.5786542
Michael Wacha,608379,2663,5.096684190762298,2.7614885386100383,3.701556103432674,3.5478751554424006,2.7340850380364388,9.5786542,1.0704060804822548,4.440315293651835,2.421529702393448,9.5786542
Bailey Ober,641927,2356,5.127402376910017,2.7675655626423685,3.178639084147032,3.324944177220956,2.421776020568136,3.5259410529058783,2.064137789449389,3.1598220228814213,9.5786542,9.5786542
Hayden Wesneski,669713,508,5.098877952755905,2.7755285625,3.5594089610655737,2.4779525625,9.5786542,1.520457462,2.204052880813953,4.131333981382979,2.598947980603448,9.5786542
Trevor Williams,592866,1447,5.1928196268140985,2.779325564516129,2.0197213743388662,4.751966670967741,2.9291471402696985,2.543845588879772,4.434268824271592,9.5786542,9.5786542,9.5786542
Ryan Pepiot,686752,2699,5.13208225268618,2.7804692326043745,2.6587471678339805,3.970287257313264,2.7452275938268698,9.5786542,2.369534300007647,5.56332865668908,3.45250254354321,9.5786542
Manuel Rodríguez,655889,431,5.001624129930394,2.782954384615385,4.102530267503924,2.922092717425432,2.2557410821608297,9.5786542,9.5786542,9.5786542,9.5786542,9.5786542
Rico Garcia,670329,586,5.173805460750853,2.787460077669903,2.01551652149792,9.5786542,2.8709414001386966,9.5786542,3.841696391962068,3.076693137455289,9.5786542,9.5786542
Matt Festa,670036,816,5.053517156862745,2.7906487134146345,2.5207953942073176,3.391400116490717,9.5786542,2.613386820484668,9.5786542,9.5786542,3.648539957833816,9.5786542
Blake Snell,605483,1028,5.100817120622568,2.791100788043478,3.2124212962441776,9.5786542,3.3927780017162474,9.5786542,1.995372210144928,2.504191614934685,9.5786542,9.5786542
Dylan Dodd,689266,512,5.08576171875,2.797908606361607,2.343130445650439,9.5786542,4.784750137142856,9.5786542,9.5786542,9.5786542,2.7701218767857143,9.5786542
Kris Bubic,663460,1795,5.091075208913649,2.798772653295129,2.7499177350701247,3.796713418558518,1.7945334647665898,2.440687928476968,3.5481609967253376,9.5786542,9.5786542,9.5786542
Hunter Dobbins,690928,918,5.0663398692810455,2.8001083391192543,2.772739242553377,9.5786542,2.5883739558589016,2.4006853883984864,9.5786542,3.207632542008197,9.5786542,3.4845362859745
Dietrich Enns,608650,741,5.15148448043185,2.8081400503597123,2.556466139528743,1.2752423417266183,9.5786542,9.5786542,3.1087398578890317,4.559592901079135,2.87804269977189,9.5786542
Nabil Crismatt,622503,529,5.104971644612477,2.8121312582008224,4.440082135640137,3.0384466254595583,2.503454823529412,9.5786542,1.8965929915966384,3.1467140240963856,9.5786542,9.5786542
Andrew Abbott,671096,2676,5.113082959641256,2.81248897995992,3.0812601560174984,9.5786542,9.5786542,2.1005103112819645,2.8876171326531392,2.5586710749498995,2.683071756103512,9.5786542
George Kirby,669923,2086,5.148298178331736,2.8149447857142857,4.066223545454546,2.7843729333333327,1.40965207504363,9.5786542,2.755327434782608,2.9536643984063744,9.5786542,3.406020267857143
Noah Cameron,702070,2163,5.096527970411466,2.815422007228916,3.614158201544532,9.5786542,2.1718509180722885,9.5786542,3.166468445927711,2.6371776680521126,2.1205244973183053,9.5786542
Tyler Alexander,641302,1582,5.12441213653603,2.8154660068259383,3.4343486989066925,2.578263487627986,9.5786542,1.88021348678556,2.9777004854747253,9.5786542,3.1960647595362373,9.5786542
Zack Kelly,677161,573,5.140750436300174,2.817588656722316,4.368645313497822,2.583863060248714,9.5786542,1.3696216981132077,4.390367847415914,9.5786542,2.268053456976985,9.5786542
Kenley Jansen,445276,864,5.026666666666666,2.819083473163841,9.5786542,4.926270625814863,2.411251376792699,9.5786542,9.5786542,9.5786542,2.631866390692329,9.5786542
Kyle Leahy,681517,1350,5.073548148148148,2.820625363636364,2.965190418704156,3.694653460227274,2.1518419921875,1.688176440858865,3.246537367864694,3.627663636363637,9.5786542,9.5786542
Tristan Beck,663941,815,4.987386503067484,2.820835482352942,3.534658867373716,9.5786542,2.5392788283212164,1.958342241873065,9.5786542,3.2118858586134458,9.5786542,9.5786542
John Curtiss,595928,543,5.030589318600368,2.8236494454545453,2.901028486550435,9.5786542,2.104759272356215,9.5786542,4.7327188909090925,9.5786542,2.48572437584885,9.5786542
Nick Lodolo,666157,2477,5.103342753330642,2.824595923404256,3.4187886185338163,2.2941624501679727,9.5786542,9.5786542,2.4494694272878275,2.892889524767756,9.5786542,9.5786542
Emmet Sheehan,686218,1145,5.079545851528384,2.824599968181819,2.308477214170625,9.5786542,2.999613076998433,9.5786542,3.2507240215373634,4.743850540909091,9.5786542,9.5786542
JoJo Romero,668941,985,5.116081218274112,2.825110736939336,4.95702848235621,2.3966293615266387,2.3265653453643758,1.425139735362998,3.8590961939025297,9.5786542,9.5786542,9.5786542
Chase Lee,695445,593,5.0948735244519385,2.825405763671404,3.684643895089285,2.845265192307692,9.5786542,2.095663048090523,2.993665178571429,9.5786542,9.5786542,9.5786542
Sawyer Gipson-Long,687830,463,5.0378401727861775,2.8330936276595744,2.911578733555303,3.0604763579474343,1.8749444709864604,9.5786542,4.503266767477204,9.5786542,0.864507984893617,9.5786542
Angel Zerpa,672582,1099,5.159026387625114,2.834740159793814,3.782622351645248,2.254495835842135,2.938741687549564,9.5786542,3.8259586136597927,9.5786542,9.5786542,9.5786542
Eduard Bazardo,660825,1214,5.068072487644152,2.834909093258733,3.54800843195846,3.222599932177553,2.194328205842997,2.6313048227257005,9.5786542,9.5786542,9.5786542,2.8406071906779653
Daniel Palencia,694037,826,5.116585956416465,2.8372969287783127,2.8056144508399687,9.5786542,2.7613143803340727,9.5786542,9.5786542,9.5786542,9.5786542,3.696997539435249
Michael McGreevy,700241,1465,5.06681228668942,2.839187257839721,3.78460581757093,2.198967003043267,3.256756691886511,2.4558581677621154,3.0299511521332816,3.4239949199787394,1.4448055237369342,9.5786542
Kevin Gausman,592332,3026,5.077376074025116,2.8443166871706014,2.5324541342561617,9.5786542,3.8731793170114313,9.5786542,9.5786542,9.5786542,9.5786542,3.053039448172869
David Bednar,670280,1019,5.123925417075564,2.845589457446809,2.752392693115977,9.5786542,9.5786542,9.5786542,9.5786542,3.3215587393041988,9.5786542,2.177149239202922
Max Fried,608331,3109,5.089086522997748,2.8479594470989764,2.973316365362098,2.9241115553309096,2.5375691296339875,3.0677594944073188,3.078255586199994,2.988561743236029,2.486812844419816,9.5786542
Jacob Misiorowski,694819,1164,5.220567010309278,2.848942090909091,2.779113293118097,9.5786542,2.443735925473819,9.5786542,3.772604513833992,3.4122993016042784,9.5786542,9.5786542
Brandon Waddell,663399,512,5.12080078125,2.8538482978723407,4.195334245047689,2.5936826221966656,1.8934383565663977,2.136899620134925,3.453933262978723,9.5786542,9.5786542,9.5786542
Aaron Ashby,676879,1032,5.054108527131783,2.85638616,4.417284141818182,2.667439100650096,4.350548957142856,9.5786542,2.880973694117647,2.559221643956044,9.5786542,9.5786542
Mason Fluharty,689254,858,5.095571095571096,2.8611469843099937,9.5786542,9.5786542,9.5786542,1.8968908654974896,9.5786542,9.5786542,3.551554365379747,9.5786542
Phil Maton,664208,1005,5.1073034825870645,2.8627838094743674,9.5786542,5.0370623050605845,9.5786542,1.713621913043478,9.5786542,2.5112461375494077,2.932251807402084,9.5786542
Justin Wrobleski,680736,1090,5.111532110091744,2.86687215,2.7539938945161286,2.7503296379999997,2.6110290570110704,9.5786542,5.8402649625,3.039463086702128,2.9141586000000004,9.5786542
Luke Jackson,592426,775,5.046309677419354,2.868241323870968,4.090983123595506,9.5786542,2.059163612403101,9.5786542,9.5786542,2.757836479338844,9.5786542,9.5786542
Zebby Matthews,805673,1353,5.16030303030303,2.8702654033613446,2.220471578162235,2.467554521654816,2.84745240467128,9.5786542,3.9996357236586944,4.099307942792501,3.601119812104617,9.5786542
Kyle Freeland,607536,2473,5.059534977759806,2.8774873139355863,3.0248062211065565,2.8047649075819674,9.5786542,2.766528183172848,3.194224520449984,2.922460183657787,2.484729603059548,9.5786542
Orion Kerkering,689147,1073,5.167996272134204,2.878695,3.5533459204918034,3.8697200117187496,9.5786542,2.029764826893204,9.5786542,9.5786542,9.5786542,9.5786542
Matt Strahm,621381,987,5.068774062816616,2.879636116671813,2.7344314280213906,2.7765692643340296,2.7196337738153478,9.5786542,9.5786542,9.5786542,3.718077753008021,9.5786542
Freddy Peralta,642547,3073,5.139775463716239,2.8810894043310884,2.406526755437393,9.5786542,3.664416104138985,9.5786542,3.783237785323347,2.818396012552628,9.5786542,9.5786542
Colton Gordon,676467,1451,5.132694693314955,2.8843653139534884,3.362008177930003,3.386885685084202,3.899332892821032,1.7938955811425683,3.5615035610717896,2.8027591468416087,9.5786542,9.5786542
Stephen Kolek,663568,1588,4.9658186397984885,2.8877599409029258,3.416445903770569,3.280318521706472,2.6161319444935094,2.249357647391071,3.184289042986425,9.5786542,1.751105887573964,9.5786542
Pablo López,641154,1259,5.1054487688641785,2.888147061674009,2.879104353212293,3.796183889061997,9.5786542,2.3885482153640543,2.933006046379251,3.3046768108213715,9.5786542,9.5786542
Trevor Rogers,669432,1615,5.0132941176470585,2.89233369277198,3.213858411394962,3.0681877708503222,2.9874489606518395,2.73813714893617,2.251798487826972,9.5786542,9.5786542,9.5786542
Justin Topa,623437,980,5.092224489795918,2.89271505,9.5786542,2.60326962,9.5786542,2.861658219512196,3.971037,9.5786542,2.6463165,9.5786542
Tobias Myers,668964,802,5.083054862842893,2.893411542722142,2.5025632143361083,9.5786542,3.71742470752709,9.5786542,9.5786542,9.5786542,3.0832765503851087,2.9134330529375765
Cole Ragans,666142,1079,5.143762743280815,2.9023038486486485,2.85892164388096,9.5786542,2.6146109185924185,9.5786542,2.5795116669800238,4.044572161339601,2.4163685227344995,9.5786542
Drew Pomeranz,519141,800,5.0916500000000005,2.903008288590604,2.794407625210414,9.5786542,9.5786542,9.5786542,9.5786542,3.2615072526520894,9.5786542,9.5786542
Pierce Johnson,572955,968,5.092179752066115,2.909809372881356,3.877208141165544,9.5786542,9.5786542,9.5786542,9.5786542,2.504177263076101,4.307277655034895,9.5786542
Zach Eflin,621107,1121,5.063300624442462,2.9147209419952147,5.24426376781542,2.841659329681714,9.5786542,2.862574698768336,2.316956599823188,2.627081563668225,2.308276152336449,9.5786542
