Pitcher,MLBAMID,Num_Pitches,PLV,PLA,FF,SI,SL,ST,CH,CU,FC,FS
Dylan Lee,669276,211,5.403270142180094,1.691737159090909,1.045526705741627,10.535428654545454,1.5899712785499625,10.535428654545454,3.18106041322314,10.535428654545454,10.535428654545454,10.535428654545454
Tobias Myers,668964,261,5.270689655172414,1.9413935689655173,1.0175408771186443,10.535428654545454,2.5863567452830187,10.535428654545454,10.535428654545454,10.535428654545454,2.2540209677419356,3.0454633983050847
Will Warren,701542,522,5.360862068965518,2.052786734042553,1.7234703502012652,2.7696578607494438,10.535428654545454,1.6237450005319152,2.6506199835277964,2.7194323021276596,10.535428654545454,10.535428654545454
Jacob Latz,656641,248,5.302217741935484,2.0538084599999995,1.526062688503937,10.535428654545454,1.7622060141176468,10.535428654545454,3.74715693,3.609309805714285,10.535428654545454,10.535428654545454
Louis Varland,686973,268,5.370597014925374,2.0545014375,1.3891190911016946,3.7051460625000003,1.84704327,10.535428654545454,1.6625801637931035,2.9504484910714286,10.535428654545454,10.535428654545454
Hoby Milner,571948,214,5.249719626168224,2.0937114,5.801665107692308,1.37531808,10.535428654545454,1.4807632067796608,2.2068536,10.535428654545454,10.535428654545454,10.535428654545454
Janson Junk,676083,489,5.258507157464212,2.129341909090909,2.410029591523341,2.8172401363636363,1.5608801550802138,1.1021135345454547,3.173420015311005,2.0598394675324676,10.535428654545454,10.535428654545454
Tarik Skubal,669373,626,5.239776357827476,2.1399176076923077,1.8577521528414442,2.5061474124668437,1.4462488078711986,10.535428654545454,2.669082600573339,2.2014638307692307,10.535428654545454,10.535428654545454
Jacob deGrom,594798,513,5.345107212475633,2.16740804031355,1.84500066403569,10.535428654545454,1.3638810511483728,10.535428654545454,4.455468360450564,2.4020451944240646,10.535428654545454,10.535428654545454
Chris Sale,519242,542,5.279464944649446,2.204652342857143,2.5986171387362633,1.5025256250000003,1.715816872364317,10.535428654545454,3.3222089684210525,10.535428654545454,10.535428654545454,10.535428654545454
Cooper Criswell,681867,209,5.237655502392345,2.2121897441860465,4.554843488372093,2.3321867884615384,10.535428654545454,1.7176965519001703,1.7883962921511625,10.535428654545454,2.5875059472490074,10.535428654545454
Bryan Woo,693433,483,5.179813664596273,2.2442816571428565,1.7458201111111107,2.795037447272727,2.6048523767441862,2.195957618181818,4.540846628571429,10.535428654545454,10.535428654545454,10.535428654545454
Kai-Wei Teng,678906,299,5.222642140468228,2.325384152542373,4.2185053606522205,1.4230564924174842,10.535428654545454,1.173953229570218,2.9576449830508476,2.907325776029056,10.535428654545454,10.535428654545454
Joe Ryan,657746,624,5.270352564102564,2.3367805043478262,2.1181885130113907,1.850276660869565,2.0912607747035565,2.042697492053973,10.535428654545454,2.3942577689440996,10.535428654545454,4.232958739641944
Adrian Morejon,670970,278,5.322158273381294,2.340253125,3.005623342741935,2.453075630597015,2.023391186619718,10.535428654545454,2.024836580357143,10.535428654545454,10.535428654545454,10.535428654545454
Cam Schlittler,693645,597,5.1522613065326635,2.3670990720000002,2.227081697235522,2.5600840560000004,2.3087050272,10.535428654545454,10.535428654545454,2.170614804244898,2.5193524176000004,10.535428654545454
Paul Skenes,694973,445,5.2074606741573035,2.382141103448276,2.4848551692789966,1.9822593316013224,10.535428654545454,1.812630775862069,3.730873986486487,3.2070520862068963,10.535428654545454,1.307493042596349
George Kirby,669923,642,5.157866043613707,2.3886192,2.8371292660714285,2.1748435525423733,1.68503814,0.32287097142857146,2.9682405103448284,2.83897101971831,2.451094591304348,10.535428654545454
