Pitcher,MLBAMID,Num_Pitches,PLV,PLA,FF,SI,SL,CH,CU,FC,FS
Drew Anderson,623454,352,5.083607954545455,3.3331696363636367,3.0005177751479293,11.857106575,2.872294,4.19265,4.083538909090909,11.857106575,11.857106575
Tarik Skubal,669373,2475,5.11599595959596,3.33945707814935,3.183144398874223,3.216081955054945,2.356713059693878,4.760834246901652,4.669528157204788,11.857106575,4.930457101354001
Joakim Soria,465657,600,5.095149999999999,3.3409314321428565,2.8361623380137666,11.857106575,3.969962785918757,3.9637755942118216,5.179130859374999,11.857106575,11.857106575
Randy Dobnak,677976,764,5.021400523560209,3.342670519736843,3.4062908585526315,2.611085762745638,4.213931523829259,4.330234201435407,11.857106575,11.857106575,11.857106575
Tyler Matzek,554431,1053,5.112507122507123,3.343806491927825,2.976043276522405,11.857106575,4.181328455683004,11.857106575,4.703513783549783,11.857106575,11.857106575
Madison Bumgarner,518516,2193,4.996520747834017,3.344672234624145,3.964409765732343,5.489650370805885,11.857106575,3.7558754190205006,3.0268018660156057,2.717991663560801,11.857106575
Zack Greinke,425844,2577,5.004404346138921,3.3472026842105262,3.8520032150056,4.674283349780702,3.3274446699421185,2.520238301742224,2.817783815484186,11.857106575,11.857106575
Sonny Gray,543243,2060,5.013611650485437,3.3486388226600985,3.504106034781915,3.708052286453202,3.005913754930068,3.1839911561866123,3.013587252402088,3.2651710344827585,11.857106575
Joe Mantiply,573009,621,5.0414814814814815,3.349300764705882,8.067885882352941,3.1045787481830573,11.857106575,3.2639520898395724,3.1590978340999563,11.857106575,11.857106575
Kolby Allard,663465,1959,5.056763654925983,3.3551413776154475,3.3965383475935824,11.857106575,11.857106575,4.186831723093377,4.415582580719756,2.228484867306606,11.857106575
Bailey Ober,641927,1476,5.0715311653116535,3.3552925342960296,3.625046294259633,11.857106575,2.722698273495458,2.5694728967433424,3.9463300290206127,11.857106575,11.857106575
Dylan Floro,571670,1060,5.10777358490566,3.355350890625,4.246611568216464,2.9288529831231456,2.873435223214286,3.037172404411765,11.857106575,11.857106575,11.857106575
Hoby Milner,571948,393,5.178346055979644,3.3581490923076927,11.857106575,4.157678620118343,2.226322238009049,3.811982002481389,1.9748927266749376,11.857106575,11.857106575
Mark Melancon,453343,1005,5.029850746268656,3.3592800154639173,5.912626749355669,11.857106575,11.857106575,11.857106575,2.86440316652762,3.5324250046269987,11.857106575
Alex Claudio,592222,556,5.111906474820144,3.360122448979592,6.382103978194018,2.0506777328003367,4.056073897959184,2.8666955614415977,11.857106575,11.857106575,11.857106575
Johnny Cueto,456501,1864,5.0812446351931335,3.3620256753668025,2.9099554494327413,3.372474177652857,3.6269775192911182,3.720517544811565,3.941230266449234,11.857106575,11.857106575
Brooks Raley,548384,865,5.144774566473989,3.3710295306122453,5.510850716211012,4.068889128151261,2.087972780826616,5.924031369321923,3.737623037805287,3.276926419978518,11.857106575
Cole Sulser,642121,1070,5.113785046728972,3.3799758157894737,3.335398399363794,11.857106575,2.639514507823613,3.710903581467755,4.163222774436091,11.857106575,11.857106575
Pete Fairbanks,664126,760,5.168605263157895,3.3801696723478623,4.074798644770409,11.857106575,2.4198832245787623,11.857106575,11.857106575,11.857106575,11.857106575
Antonio Senzatela,622608,2338,4.994264328485886,3.3839652063829786,3.522957322924783,5.5803146981226535,2.753520375749808,4.365024696299723,3.9743784774105935,11.857106575,11.857106575
Rafael Montero,606160,845,5.134852071005917,3.393694581081081,3.2026532734768667,2.9040092763157888,3.4348578442237967,4.414293695475539,11.857106575,11.857106575,11.857106575
Jeurys Familia,544727,963,5.073042575285566,3.3957434325842693,6.521256794964323,2.4876667716106176,3.687987761525672,11.857106575,11.857106575,11.857106575,4.356784377373112
Nick Wittgren,621295,975,5.03185641025641,3.398802304812833,3.54263221059516,11.857106575,3.6711409090909086,3.003433495437374,11.857106575,3.032731874472277,11.857106575
Nick Ramirez,598286,308,5.034383116883117,3.399384239195231,11.857106575,3.5325672501322054,2.0567538653395787,3.477215160761502,11.857106575,3.6463143372365354,11.857106575
Domingo Germán,593334,1479,4.983569979716024,3.4033562237288137,3.254787879602301,3.9369637373611233,11.857106575,2.409429186228813,3.975742665360805,11.857106575,11.857106575
John Brebbia,605154,325,5.173784615384616,3.4043371381258747,4.129266350027886,11.857106575,2.6749330545454555,11.857106575,11.857106575,11.857106575,11.857106575
Diego Castillo,650895,931,5.041933404940924,3.40551216,6.9275501894117655,4.09758584516129,2.8993020448543687,11.857106575,11.857106575,11.857106575,11.857106575
Tyler Mahle,641816,3196,5.161517521902378,3.40737895,2.8600899598587404,11.857106575,3.8365962826130646,11.857106575,11.857106575,11.857106575,4.4089182892430285
Framber Valdez,664285,2004,4.949241516966068,3.42359472029703,3.670695353230287,3.603208363834077,11.857106575,2.9576918075119254,3.265231159707276,11.857106575,11.857106575
Ryan Burr,621114,566,5.02118374558304,3.423646145454546,3.821823750290136,11.857106575,5.277821363636363,11.857106575,11.857106575,2.5001176830830043,11.857106575
Heath Hembree,592390,1085,5.190829493087557,3.426334787223899,3.9569640925589833,11.857106575,2.83903633277536,11.857106575,11.857106575,11.857106575,11.857106575
Trevor Rogers,669432,2078,5.032083734359961,3.432634076085305,3.849548875110016,11.857106575,3.511936741700406,2.491155681186809,11.857106575,11.857106575,11.857106575
Andrew Chafin,605177,945,4.863058201058201,3.436586294313453,3.4669343606796112,3.653426638012564,3.035181798349514,11.857106575,11.857106575,11.857106575,11.857106575
Joe Ross,605452,1633,4.979185548071035,3.4378309166666665,4.012127841571608,3.67286582258422,2.7451743901515147,3.640490398065476,11.857106575,11.857106575,11.857106575
Scott Barlow,605130,1164,5.0142182130584185,3.445499152847765,3.584725184584624,11.857106575,2.8986949753363227,11.857106575,4.467764218704874,11.857106575,11.857106575
Luis Garcia,677651,2502,5.031790567545964,3.448899753218884,3.183502542599829,11.857106575,3.203354161975899,3.8542052930584063,4.188345532499314,3.605210303688233,11.857106575
Mitch White,669952,749,5.0343391188251,3.4523712545870686,3.256147728239203,4.892358525,3.1879379198473283,11.857106575,3.849833699094567,11.857106575,11.857106575
Matt Peacock,676840,1323,4.986500377928949,3.455895127413127,11.857106575,3.515342520708422,3.593109507193347,2.6420385548489667,11.857106575,11.857106575,11.857106575
Max Kranick,668820,604,5.007317880794703,3.455994646551724,3.634003030865686,11.857106575,2.8403262582688247,4.739963937931034,3.611604881325571,11.857106575,11.857106575
Cole Irvin,608344,2681,4.978631107795598,3.456042342056075,3.989788181445613,4.098950998555498,2.787004697929907,2.402418342697203,3.0624032244924275,11.857106575,11.857106575
Zach Plesac,668676,2204,4.990530852994556,3.456424240654206,3.734946078614624,11.857106575,3.3633706879842435,2.6609749102665794,4.37865007806259,11.857106575,11.857106575
Luis Patiño,672715,1365,5.124432234432234,3.459393620689655,2.916181469894935,5.015452742456897,3.9808090297510113,6.023852165948277,3.890633714392804,11.857106575,11.857106575
Phil Maton,664208,1159,5.113830888697153,3.46207932,3.93420978842246,11.857106575,2.20578227443299,11.857106575,3.6353998176578064,2.750302273980582,11.857106575
Kyle Freeland,607536,1886,5.0098568398727465,3.466722058011049,3.2905961313318137,4.105201421152327,3.564219534501809,2.860754644087743,3.6428779120800354,11.857106575,11.857106575
Luis Castillo,622491,3164,5.082730720606826,3.473052921847247,4.071468185201081,3.2155016993052583,3.591944105407215,3.077808133547957,11.857106575,11.857106575,11.857106575
Edgar Santana,650828,581,4.846953528399311,3.4747810312500005,11.857106575,3.446242945680628,3.5295626829459805,11.857106575,11.857106575,11.857106575,11.857106575
Nabil Crismatt,622503,1314,5.044794520547945,3.4752151475409843,4.489925594701405,4.836406449941452,11.857106575,2.3055562040726314,4.71583113218208,11.857106575,11.857106575
Blake Parker,453284,684,5.014780701754386,3.4756764829248707,4.006699363747234,11.857106575,11.857106575,11.857106575,4.6420902284623775,3.729668702290077,2.3329027063077543
Corey Kluber,446372,1338,5.053707025411062,3.4833281625,4.826372904435484,5.088379548502994,11.857106575,3.778170097131148,2.0691059255725186,3.162227966188525,11.857106575
Luis García,472610,491,4.967617107942973,3.4845061611812627,11.857106575,3.182843803561644,3.860051924189189,11.857106575,11.857106575,11.857106575,4.121851955294118
Will Smith,519293,1036,4.972548262548263,3.4880805,3.819934107147118,11.857106575,3.3769974,11.857106575,2.5372762209469157,11.857106575,11.857106575
Ross Stripling,548389,1575,4.998025396825397,3.489991490131579,3.9934195298742914,11.857106575,2.585908289416773,2.800734868421053,3.547378169766023,11.857106575,11.857106575
Chris Mazza,607391,402,4.942238805970149,3.4928650353112487,4.7046820932568165,3.1497076941838653,3.264695422010228,11.857106575,11.857106575,3.82509802820122,11.857106575
César Valdez,491624,742,5.042318059299191,3.493744043478261,2.7713518532608696,3.2808474782608696,5.530935068649885,3.46982885048483,11.857106575,11.857106575,11.857106575
Noé Ramirez,598287,574,5.031498257839721,3.4942090165505237,3.802227142180095,11.857106575,11.857106575,4.249289367052024,2.464626252631579,11.857106575,11.857106575
Mike Mayers,594577,1236,5.057985436893204,3.4996828800000004,3.4958266621276604,11.857106575,2.5012665784615384,11.857106575,11.857106575,4.540094528936171,11.857106575
Michael King,650633,1008,5.024166666666666,3.499779931578947,2.25493993016688,3.411165107368421,1.945122745263158,4.844230317115623,3.7921661289473687,3.3270398577524896,11.857106575
Josh Rogers,642028,532,4.9663721804511285,3.5025452579755467,3.8326221135310856,4.0870873855893874,2.7301967877169564,4.135903528037384,11.857106575,11.857106575,11.857106575
Brad Boxberger,502202,1022,5.003131115459883,3.5044948273548937,3.747256590065769,11.857106575,2.894491710168697,3.5494678670542825,11.857106575,11.857106575,11.857106575
Josh Taylor,657031,791,5.056194690265487,3.506432223776224,3.8639552939926967,4.343569605233477,2.943282533174143,11.857106575,4.206271106643357,11.857106575,11.857106575
Anthony Banda,607455,596,5.130889261744967,3.507293097049638,3.100090927007299,0.4375218066394875,11.857106575,3.2996039764003804,6.184945305956825,5.343558665346535,11.857106575
Zack Littell,641793,969,5.002053663570691,3.514560849217639,3.480987402300173,11.857106575,3.4406048692245377,11.857106575,11.857106575,11.857106575,4.727120552347084
Frankie Montas,593423,3026,5.036903502974224,3.5165050267379674,3.263220308384195,3.4593869722801784,3.478025289556724,11.857106575,11.857106575,11.857106575,3.958791155666252
Joe Kelly,523260,712,5.018426966292135,3.5211634772727267,5.307245870813398,4.223877063600432,11.857106575,5.400591481422924,2.012039657754011,11.857106575,11.857106575
Austin Voth,608723,1003,5.128624127617149,3.5212627639987018,3.2257433464961496,11.857106575,11.857106575,11.857106575,3.988491115037888,3.9127975802325583,11.857106575
Taylor Clarke,664199,754,5.109588859416445,3.5259073615384606,3.4026156534653467,11.857106575,3.842889669124424,3.176167835593221,5.01217092,11.857106575,11.857106575
Blake Snell,605483,2347,5.153941201533873,3.52851696373057,3.3008221252595966,11.857106575,3.0919334157758387,4.534974658800703,4.446201980789287,11.857106575,11.857106575
Trevor Williams,592866,1466,5.01993860845839,3.528771131868132,3.181582567291531,4.366127811138013,3.6566400268941583,4.342933593884378,3.141644443956044,3.182259591346154,11.857106575
Charlie Morton,450203,2986,5.013312123241795,3.5314562214066605,4.338342211914752,3.5270793843810493,11.857106575,3.8013007273527535,2.910343860281881,2.674669934011106,11.857106575
Joe Barlow,669618,442,4.984230769230769,3.533269381338743,3.1649004310344826,11.857106575,3.700411448275862,11.857106575,4.377262676950999,11.857106575,11.857106575
Merrill Kelly,518876,2425,4.963958762886597,3.535254056962025,3.916754325696685,4.106475623022152,11.857106575,3.23940330199575,3.217603071354257,2.661551456256301,11.857106575
Lucas Luetge,476595,1192,5.030956375838926,3.537538880184332,2.991806987801572,11.857106575,3.3817688184331804,11.857106575,4.848677897587725,3.386691641972248,11.857106575
Jack Flaherty,656427,1334,5.074827586206897,3.537598136170213,3.1087383707189056,6.598511010957447,3.086423899696048,7.4967653544072945,4.3110568723404254,11.857106575,11.857106575
Martín Pérez,527048,1785,4.992582633053221,3.5422637368421053,3.7484441394025607,3.329454849705082,11.857106575,3.326990519949066,3.728926256223328,3.772000289117377,11.857106575
Pierce Johnson,572955,1042,5.114500959692898,3.545861877099328,11.857106575,4.675222455489615,11.857106575,11.857106575,3.006011501329787,11.857106575,11.857106575
Anthony Misiewicz,664948,894,5.0397427293064885,3.5460435182926826,3.4777245548203437,11.857106575,11.857106575,11.857106575,3.805841878442171,3.3754843536585373,11.857106575
Aaron Bummer,607481,927,5.021154261057173,3.548645786982248,11.857106575,3.6829093297782096,3.30602750842552,11.857106575,11.857106575,3.424138171822335,11.857106575
Art Warren,605521,338,5.012751479289941,3.5498584285714294,4.515294419186652,11.857106575,2.8918249424307043,11.857106575,11.857106575,11.857106575,11.857106575
Eric Lauer,641778,1956,5.0485736196319015,3.550335876404494,3.419303963113628,11.857106575,3.068026202289591,3.985136998614746,2.8949165946576216,3.973652395651885,11.857106575
Yusei Kikuchi,579328,2560,5.0309296875000005,3.5510941719745226,3.826185900035194,11.857106575,3.023044519523678,4.493842536405181,11.857106575,3.2658275133326136,11.857106575
Clay Holmes,605280,1096,4.970091240875913,3.555426901720542,11.857106575,3.5880361895089288,2.792535940344346,11.857106575,4.987222747075742,11.857106575,11.857106575
JT Chargois,608638,876,5.011575342465754,3.560511801242237,6.724024975658889,3.470379635950389,3.391013542514458,11.857106575,11.857106575,11.857106575,11.857106575
Michael Rucker,621074,454,5.025462555066079,3.566017827753304,4.398640200000001,11.857106575,2.998419882352942,4.1502790125,2.60195300425532,3.1971294,11.857106575
Sam Coonrod,656322,701,5.043637660485022,3.5725890928370045,3.5788980012768667,3.642235918210489,2.971563823992589,4.350333573145462,11.857106575,11.857106575,11.857106575
Burch Smith,572143,673,4.962719167904903,3.5761575509886843,3.313108289145116,11.857106575,11.857106575,5.459629807023411,3.133741390688259,11.857106575,11.857106575
Vladimir Gutierrez,661269,1826,5.005958378970426,3.5764458152706515,3.7309620808684514,11.857106575,3.169792439054881,3.9454466764567657,3.435556951340616,11.857106575,11.857106575
Victor González,624647,555,4.975693693693694,3.5773706180010203,2.7994460593403425,4.207019169705321,3.5360318984123333,11.857106575,11.857106575,11.857106575,11.857106575
Kenley Jansen,445276,1069,4.955397567820394,3.5774907391304342,11.857106575,4.330145216933637,3.392826002371541,11.857106575,11.857106575,3.28017758144272,11.857106575
Luke Weaver,596133,1106,5.060949367088607,3.5797395273313084,3.496602629235934,11.857106575,11.857106575,3.7895059837251073,5.174351601885425,2.938966261973074,11.857106575
Mychal Givens,571710,826,5.010217917675545,3.580698,3.18452839790576,11.857106575,3.101434525791855,4.26108347658299,11.857106575,11.857106575,11.857106575
Ranger Suarez,624133,1589,4.901233480176212,3.5865873679245284,3.847690740911183,3.4226406779803944,3.51700836033134,3.664269528821869,11.857106575,11.857106575,11.857106575
Garrett Richards,572070,2256,5.021795212765958,3.591358160300986,3.477709386415765,11.857106575,3.4107255814273976,3.3102958934634144,4.653107816727274,11.857106575,11.857106575
David Price,456034,1177,4.996482582837723,3.593234280542985,3.74442833918552,3.37105338707406,11.857106575,3.650734888731024,6.166382655321659,3.499161150322676,11.857106575
Chris Archer,502042,327,5.056360856269113,3.5956030344827585,4.270937313353391,11.857106575,3.090466925664217,3.12837471528425,11.857106575,2.452931746823957,11.857106575
Keegan Akin,669211,1768,5.146736425339367,3.597892105263158,3.1258467523348425,11.857106575,2.763152323506714,5.282698553409611,6.141918764121571,11.857106575,11.857106575
Génesis Cabrera,650893,1176,5.034625850340136,3.6007741285714285,2.8055564658227845,4.023965141232227,11.857106575,4.560422017021278,4.35991815,11.857106575,11.857106575
Ryan Tepera,572193,948,4.937605485232068,3.603239657608696,3.658321473869854,5.059230356270212,2.944498640359168,4.566821567761331,11.857106575,2.94792506507714,11.857106575
Jordan Sheffield,642068,417,4.84546762589928,3.608620568181818,3.520862712952011,11.857106575,3.24099183390411,4.281204043636364,11.857106575,11.857106575,11.857106575
JT Brubaker,664141,1851,4.904073473797947,3.610430372654156,4.334961957051527,4.098565276359357,2.5184167516895224,3.842264435440629,4.149109298123325,11.857106575,11.857106575
Jacob Webb,657097,554,5.000722021660649,3.6112405631067954,3.568968025367992,11.857106575,11.857106575,3.3331451927987152,5.171236974981329,11.857106575,11.857106575
Dillon Tate,622253,1016,4.925590551181102,3.615435242184167,11.857106575,3.5289996593181483,3.217352605053748,4.540014227386744,11.857106575,11.857106575,11.857106575
Patrick Corbin,571578,2571,4.915958770906262,3.6196303790939273,4.096024160097534,4.432199338834952,2.765052139718008,2.6436226893203885,3.8218728514141,11.857106575,11.857106575
Kyle Hendricks,543294,2808,4.941908831908832,3.626087572620059,4.348093258199008,3.956920686512032,11.857106575,2.6735805841747635,3.611942562430939,11.857106575,11.857106575
Miles Mikolas,571945,709,4.959576868829338,3.628092559701493,4.33356841485753,3.4026332178914345,2.9174636767164177,2.5053323609669045,4.297431163113006,2.6786405254197763,11.857106575
Tanner Houck,656557,1073,4.93937558247903,3.6299683370476927,4.114362796606574,3.7919950978842127,3.1336199507173363,11.857106575,11.857106575,11.857106575,3.226798421574023
Nick Pivetta,601713,2669,5.056740352191833,3.6381934451612894,3.3641871142770072,11.857106575,3.7865845751963896,4.836908046575344,3.9558347573348094,11.857106575,11.857106575
Riley Smith,642092,1071,4.975527544351074,3.6435816980198026,11.857106575,4.173009545690111,2.648989806480648,2.4700041565462403,3.721693746221992,3.479008564603961,11.857106575
Kyle McGowin,641851,451,4.899356984478936,3.660653927494456,4.656546936734695,3.729561142268041,3.4787432478688523,11.857106575,11.857106575,11.857106575,11.857106575
Anthony Bass,542914,941,4.929596174282678,3.663157276070785,3.1385130262527627,4.420852042409772,3.0648248654486583,11.857106575,11.857106575,11.857106575,11.857106575
Hansel Robles,570663,1140,5.00180701754386,3.66527752173913,3.013861412293853,3.548792119565217,3.681115724208901,4.775294975282038,11.857106575,11.857106575,11.857106575
Tylor Megill,656731,1454,5.010199449793672,3.6688725751292415,3.723180717405971,11.857106575,3.660380066285388,3.4221680218674826,4.378158834200743,11.857106575,11.857106575
Joel Payamps,606303,772,4.915712435233161,3.679966877946677,3.3924692286025646,4.3903785167149145,3.4536521547316945,3.955191735099338,11.857106575,11.857106575,11.857106575
Dylan Cease,656302,2866,5.054148639218423,3.6809242877263584,3.663603758208444,11.857106575,3.41417844192719,4.107465237433907,4.061778119725248,11.857106575,11.857106575
Sean Manaea,640455,2871,4.961138975966562,3.685112063197025,11.857106575,3.737874683357512,11.857106575,3.523290423791821,3.731790054844942,11.857106575,11.857106575
Anthony Bender,669622,952,4.9167016806722685,3.687765713520734,7.983641060461958,3.293781042733169,3.9756802388833994,11.857106575,11.857106575,11.857106575,11.857106575
Jake Odorizzi,543606,1847,5.068251218191662,3.6923010764331208,3.493977056251866,11.857106575,2.9257385094514072,11.857106575,4.188457688970835,3.5701479995256804,4.479715390091649
Ryan Borucki,621366,360,4.899277777777778,3.6952146760563376,11.857106575,3.712639028102263,3.803795012141816,3.202128092189501,11.857106575,11.857106575,11.857106575
J.P. Feyereisen,656420,984,5.047560975609756,3.703260917574041,3.678553287619988,11.857106575,4.001637918693009,3.337749419825073,11.857106575,11.857106575,11.857106575
Héctor Neris,593576,1209,4.959305210918114,3.7057983094170406,3.612163654473536,3.614462812472625,3.4453595611787318,11.857106575,11.857106575,11.857106575,3.854503230941704
Tucker Davidson,656353,301,4.861461794019934,3.717339947342193,4.706861596688742,11.857106575,2.4649674475609755,11.857106575,3.888601,11.857106575,11.857106575
Tyler Duffey,608648,1007,4.954280039721946,3.7192429251336896,4.134920397203353,3.720874113122171,11.857106575,11.857106575,3.366906257327428,11.857106575,11.857106575
Justin Dunn,643290,861,5.027828106852497,3.724750892539862,4.097930858729415,11.857106575,3.809284629139072,11.857106575,3.080784116641744,11.857106575,11.857106575
Kwang Hyun Kim,547942,1711,4.957498538866161,3.728593779518556,4.280067839401984,11.857106575,2.9347000355870323,3.867482696723301,4.315561308232758,11.857106575,11.857106575
Jharel Cotton,605194,541,5.052902033271719,3.731999576086957,3.631746031043478,11.857106575,4.128762163466968,3.4592150632953342,4.516986118695652,11.857106575,11.857106575
Jakob Junis,596001,625,4.936704,3.744443217844068,3.9713012595234094,4.402928751864406,2.26312036779661,4.840211516949153,11.857106575,3.5933586304184786,11.857106575
Erick Fedde,607200,2362,5.062476714648603,3.744574468704488,4.099642689661017,4.86375792407254,11.857106575,4.13802243,2.8594509070938625,2.448563224136029,11.857106575
Brett Anderson,474463,1457,4.884804392587508,3.744854663349348,11.857106575,4.545077278452201,3.260747724770642,2.894068995967741,3.097622841494845,3.4804334817073173,11.857106575
Miguel Castro,612434,1139,4.946979806848112,3.746712966824645,11.857106575,4.255624678366095,3.208189313188184,3.613863850033853,11.857106575,11.857106575,11.857106575
Mike Foltynewicz,592314,2192,4.9272034671532845,3.748284582733813,4.344636019564696,3.726860938316284,3.08434050869188,4.107225271688531,3.315304039185673,11.857106575,11.857106575
Justin Steele,657006,878,4.900637813211845,3.7510460526315783,3.443176925831202,5.055319149213238,3.2311490024767804,4.318120885448917,3.2424618470705067,11.857106575,11.857106575
Thomas Eshelman,664045,441,4.9635374149659865,3.7531977831325305,6.018629855421687,4.5883239639777385,2.8208922622798887,2.946846215060241,2.6389922714688536,11.857106575,11.857106575
Brandon Kintzler,445213,464,4.920323275862068,3.754025801239829,11.857106575,3.721269567766854,4.75372732752809,2.8222585436473637,11.857106575,11.857106575,11.857106575
Alex Cobb,502171,1522,4.9634691195795,3.755990539285714,4.771296806896552,4.1449729740458015,11.857106575,11.857106575,3.402603402371314,11.857106575,3.353170903215557
Shaun Anderson,641312,418,5.1363397129186605,3.759725945454545,4.888829078134111,11.857106575,3.1472604085398004,11.857106575,11.857106575,11.857106575,11.857106575
Yohan Ramírez,670990,419,4.8707637231503575,3.7598674337349394,3.7111043577386464,3.4448584771084336,3.835723832493237,11.857106575,11.857106575,11.857106575,11.857106575
Michael Lorenzen,547179,478,4.973221757322175,3.760030367335161,3.7783819530723353,4.083149763546798,3.660244137931034,5.547793309561127,11.857106575,2.567575971471099,11.857106575
Chris Ellis,595939,480,4.967395833333333,3.763510772727273,4.598045370561842,11.857106575,2.388977589508095,5.094516801136364,3.122265640909091,11.857106575,11.857106575
Jordan Lyles,543475,2959,4.9596890841500505,3.767331447516053,3.908673080887372,5.136617592452831,2.710728124675325,4.7786307448598135,3.894939786245353,11.857106575,11.857106575
Trent Thornton,663423,871,5.062468427095292,3.768117612244898,3.933392720496895,5.019641037297678,3.3761378866618075,5.3346122779591845,4.002674436391379,2.6388344444828777,11.857106575
Bruce Zimmermann,669145,1105,5.022434389140272,3.77094492746114,4.966900864817985,11.857106575,3.1981244063978376,2.336180031360785,3.567995107327905,11.857106575,11.857106575
Aroldis Chapman,547973,989,5.031233569261881,3.771119236686391,4.255707240968262,3.089953992535276,3.231755841040527,11.857106575,11.857106575,11.857106575,3.0434461941262683
Tyler Clippard,461325,405,4.945111111111111,3.7711947456140353,3.541136697874494,5.285984050497867,11.857106575,2.112988301519644,4.803870197368421,11.857106575,5.719555275303643
Michael Pineda,501381,1707,4.9015875805506735,3.7734953871951222,4.236542663515601,11.857106575,3.4185993511158297,2.899664793780066,11.857106575,11.857106575,11.857106575
Kodi Whitley,676831,383,4.856579634464752,3.786150908513124,4.119847345805921,11.857106575,3.15469443256579,3.3858077453769564,11.857106575,11.857106575,11.857106575
Wander Suero,593833,693,4.94989898989899,3.788965403814935,11.857106575,11.857106575,11.857106575,5.101562878832548,5.971131336069916,3.281611005415483,11.857106575
Keynan Middleton,641871,509,4.951119842829076,3.789255193548387,3.991681559616867,11.857106575,3.4622121359447005,3.6449601227887616,11.857106575,11.857106575,11.857106575
Chi Chi González,592346,1635,4.940134556574924,3.790556645901639,4.4695243515482685,4.484399896492565,2.8347312581644517,3.617567980991653,3.752099067972811,2.970361643484874,11.857106575
Carlos Carrasco,471911,881,4.980340522133938,3.7905802064353753,4.377013970193374,4.151341997711671,3.226127439130434,2.9670374607459307,4.602140413043478,11.857106575,11.857106575
Huascar Ynoa,660623,1482,4.945114709851552,3.791461648351648,4.585402628853847,6.2508366,2.817274027972028,4.462056411428571,11.857106575,11.857106575,11.857106575
Deolis Guerra,500610,1085,4.960138248847926,3.79229678680203,4.181100857600855,4.898433117777298,4.617797538738979,2.297462992746224,4.975317068527918,11.857106575,11.857106575
Drew Smyly,592767,2066,4.954651500484028,3.7928775078947368,3.43070897089397,11.857106575,11.857106575,11.857106575,3.950237225496267,4.687287876815457,11.857106575
Joe Musgrove,605397,2938,4.920258679373723,3.79374890625,4.537731685248677,4.730951455593192,3.3784250427115423,3.841849574428693,3.9775799663698574,3.171754041645317,11.857106575
David Peterson,656849,930,4.743655913978495,3.802503358451613,3.7739183031147534,4.189663624736841,3.91120056,2.889426744966442,11.857106575,11.857106575,11.857106575
Spencer Patton,607359,685,4.941080291970803,3.802530868256796,4.041537743472856,11.857106575,2.7325874303903497,11.857106575,11.857106575,11.857106575,6.097017944206972
Matt Andriese,542882,851,5.039800235017626,3.8037071172413786,3.4311666029556647,5.72295365830721,11.857106575,3.8472250068720086,4.600801038930068,3.418468692970822,11.857106575
Danny Coulombe,543056,528,4.871117424242425,3.805313817630186,4.689868715433545,2.157484501409333,3.245106211464291,11.857106575,4.147477083582744,11.857106575,11.857106575
Taylor Hearn,621368,1713,4.947215411558669,3.8167002460063895,3.449087529210686,3.967714583375532,3.58898936824559,5.398072294301932,11.857106575,11.857106575,11.857106575
José Suarez,660761,1609,4.95602858918583,3.817770071186441,3.685827521466224,5.403493246101696,8.86628923322034,4.334426853985642,2.5469195570897063,11.857106575,11.857106575
Dominic Leone,608678,831,4.862924187725631,3.817951434782609,3.672597516806723,4.058178880858272,3.8336604686200384,11.857106575,11.857106575,4.03868226890568,11.857106575
Taijuan Walker,592836,2478,4.891307506053269,3.822927452830189,3.862122465043996,4.298887272156587,3.378416608336653,11.857106575,4.745333802799757,11.857106575,3.212226824538392
Matt Harvey,518774,2143,4.987694820345311,3.8290058459530014,4.576536243686843,3.112335933025685,3.2796840334522064,3.0275274029320025,4.22832685805134,11.857106575,11.857106575
Kyle Gibson,502043,2881,4.882450538007636,3.829016027472527,5.115730675973889,3.9822186094868433,3.89299391537754,2.5250254321005365,3.190304182173858,3.855357099016908,11.857106575
Hunter Strickland,519326,929,4.914660925726588,3.83132525057491,4.02438657528409,5.744344768465909,3.329659880516036,11.857106575,11.857106575,11.857106575,11.857106575
Chase Anderson,502624,852,5.016924882629108,3.8334166875,5.046043354591838,4.824069057692308,11.857106575,2.173228776,4.683892821428572,3.595982484375001,11.857106575
Jon Gray,592351,2366,4.90010989010989,3.8431999105221055,4.234588245947065,11.857106575,3.1207797038349807,3.984141994508846,4.882544081099805,3.9414422416107375,11.857106575
Dean Kremer,665152,864,4.9015625,3.863583614130435,3.516930336089624,11.857106575,11.857106575,5.925125695934501,4.851255216282165,3.2433330298798198,11.857106575
Ralph Garza Jr.,621248,473,4.903488372093023,3.864665715911995,4.815283246079763,3.705406000537923,11.857106575,5.366282295012679,2.997043137576709,4.140082582417582,11.857106575
Adam Morgan,605388,402,4.891069651741294,3.867665092105263,4.627735476166833,3.692819058076225,3.63727848189161,6.636549236842106,2.2526983636363638,11.857106575,11.857106575
Alek Manoah,666201,1757,4.876664769493456,3.86888319402985,3.4427062632026777,4.876050951468254,3.2330833616169663,4.581073444311376,11.857106575,11.857106575,11.857106575
Germán Márquez,608566,2750,4.848367272727272,3.869584299999999,4.253079163052905,4.415865529010238,2.8659919831223637,4.69530875,3.985495544090056,11.857106575,11.857106575
Zach Thompson,605507,1174,4.880502555366269,3.86962512,5.134697964639499,3.014697051789474,11.857106575,3.608917248648649,4.827644533333333,2.726042632463768,11.857106575
