pitcher,player_name,pitch_type,pitch_group,pitches,plv,plv_std,avg_velo,swing_rate,whiff_rate,e_xwoba_ip,plv_pctile
696136,"Wicks, Jordan",CU,Breaking,52,5.2817,1.442,78.4019,0.3158,0.3623,0.3115,73.9
519326,"Strickland, Hunter",ST,Breaking,98,5.2817,1.4348,81.5398,0.3796,0.293,0.3254,73.9
676962,"Brown, Ben",KC,Breaking,303,5.2815,1.7777,86.4927,0.4495,0.4545,0.3051,73.8
621112,"Blackburn, Paul",CU,Breaking,137,5.281,1.4666,79.5088,0.4152,0.3495,0.3275,73.8
547184,"Kelly, Michael",ST,Breaking,264,5.2809,1.4164,83.2496,0.4636,0.3772,0.327,73.7
650556,"Abreu, Bryan",SL,Breaking,706,5.2806,1.5584,86.2059,0.4869,0.4381,0.3194,73.7
472610,"García, Luis",SL,Breaking,118,5.2801,1.3537,82.7907,0.4141,0.539,0.2828,73.6
641729,"Jiménez, Joe",FF,Fastball,509,5.2798,1.3376,94.5248,0.5041,0.2923,0.3652,73.6
571927,"Matz, Steven",CU,Breaking,60,5.2795,1.3476,77.5567,0.3864,0.2699,0.3176,73.6
676130,"Buttó, José",FF,Fastball,435,5.2793,1.3497,94.3211,0.4292,0.3375,0.3549,73.5
518876,"Kelly, Merrill",CU,Breaking,95,5.2791,1.3601,82.1642,0.4183,0.3815,0.3282,73.5
592791,"Taillon, Jameson",CU,Breaking,364,5.2781,1.4798,79.5599,0.4655,0.346,0.334,73.4
664299,"Javier, Cristian",ST,Breaking,191,5.2776,1.0692,77.5649,0.3864,0.4519,0.3027,73.4
608032,"Estévez, Carlos",FF,Fastball,543,5.2772,1.2183,96.811,0.5514,0.275,0.3554,73.4
605280,"Holmes, Clay",SL,Breaking,289,5.2769,1.5335,87.0467,0.4825,0.4272,0.316,73.3
607067,"Rea, Colin",CU,Breaking,120,5.2769,1.4259,78.8942,0.4467,0.3466,0.3362,73.3
668909,"Williams, Gavin",CU,Breaking,283,5.2763,1.531,79.5629,0.4264,0.4231,0.3075,73.2
681857,"Olson, Reese",CU,Breaking,135,5.2758,1.1355,78.9785,0.3325,0.4534,0.3082,73.2
701542,"Warren, Will",CH,Offspeed,60,5.2757,1.2799,86.33,0.4783,0.5111,0.2807,73.2
666200,"Luzardo, Jesús",FF,Fastball,386,5.2755,1.3524,95.1671,0.4521,0.2386,0.3608,73.1
605135,"Bassitt, Chris",ST,Breaking,225,5.2755,1.2298,73.98,0.4985,0.4709,0.2973,73.1
622554,"Domínguez, Seranthony",FF,Fastball,460,5.2752,1.3482,97.695,0.4681,0.3286,0.3402,73.0
663436,"Martin, Davis",CU,Breaking,68,5.2748,1.4937,78.3853,0.3331,0.3638,0.3171,73.0
573186,"Stroman, Marcus",CU,Breaking,70,5.2746,1.3926,76.1543,0.3862,0.4571,0.2922,73.0
641793,"Littell, Zack",FS,Offspeed,586,5.2746,1.5751,83.0377,0.5881,0.4654,0.3091,72.9
621199,"Bowman, Matt",FS,Offspeed,79,5.2746,1.734,84.3443,0.5693,0.4784,0.3083,72.9
445276,"Jansen, Kenley",FC,Fastball,682,5.2742,1.2259,92.2274,0.4949,0.2914,0.3493,72.8
679885,"Martinez, Justin",FF,Fastball,139,5.2741,1.3017,100.5129,0.5136,0.2812,0.3344,72.8
605121,"Anderson, Justin",SL,Breaking,428,5.274,1.381,85.5921,0.4478,0.4684,0.3072,72.7
681982,"Anderson, Grant",SL,Breaking,193,5.2739,1.2548,82.0679,0.4707,0.4441,0.3219,72.7
571946,"Miller, Shelby",FF,Fastball,539,5.2733,1.2993,93.4911,0.4858,0.3008,0.3681,72.7
671922,"Smith, Cade",FF,Fastball,927,5.273,1.2803,95.9496,0.5777,0.2704,0.3708,72.6
663878,"Pearson, Nate",SL,Breaking,455,5.2721,1.4099,87.9532,0.4924,0.4458,0.315,72.6
670970,"Morejon, Adrian",SL,Breaking,332,5.2717,1.6664,86.0889,0.5604,0.4021,0.3234,72.5
669199,"Bachar, Lake",ST,Breaking,50,5.2715,1.3087,84.692,0.4462,0.396,0.3299,72.5
694738,"Roupp, Landen",CU,Breaking,400,5.271,1.4315,77.3927,0.4829,0.3731,0.3108,72.5
696131,"Black, Mason",SL,Breaking,61,5.2709,1.3682,87.377,0.4244,0.3971,0.3272,72.4
678020,"Halvorsen, Seth",FF,Fastball,113,5.2708,1.4281,99.6487,0.4971,0.2755,0.3521,72.4
668390,"Winn, Cole",FF,Fastball,120,5.2707,1.3482,95.4192,0.5196,0.3333,0.3522,72.3
601713,"Pivetta, Nick",FF,Fastball,1182,5.2702,1.3289,93.9303,0.5397,0.2378,0.3472,72.3
669796,"Hernandez, Jose E.",SL,Breaking,65,5.2692,1.4763,81.6554,0.4745,0.43,0.3239,72.3
592662,"Ray, Robbie",SL,Breaking,182,5.2689,1.3028,88.3753,0.4638,0.497,0.3162,72.2
663554,"Mize, Casey",KC,Breaking,147,5.2683,1.3747,79.7769,0.3851,0.3975,0.3105,72.2
686973,"Varland, Louis",FF,Fastball,456,5.2663,1.366,96.1107,0.5466,0.2865,0.3738,72.1
669308,"Reynolds, Sean",SL,Breaking,98,5.2659,1.5383,88.0837,0.4606,0.4266,0.3073,72.1
669276,"Lee, Dylan",FF,Fastball,292,5.2655,1.2195,92.4647,0.5007,0.2287,0.3698,72.0
605154,"Brebbia, John",SL,Breaking,533,5.2655,1.4447,83.0413,0.4492,0.4424,0.3165,72.0
682990,"Priester, Quinn",CU,Breaking,130,5.2655,1.2726,80.7223,0.3859,0.4057,0.3243,72.0
630023,"Chirinos, Yonny",SL,Breaking,217,5.2653,1.4893,85.2562,0.4393,0.33,0.3322,71.9
676282,"Cantillo, Joey",SL,Breaking,66,5.265,1.4442,82.7227,0.4655,0.4228,0.3179,71.9
672578,"Hernández, Carlos",FF,Fastball,303,5.2648,1.3627,97.8789,0.5354,0.2921,0.358,71.8
661395,"Duran, Jhoan",FF,Fastball,359,5.2646,1.4154,100.461,0.4874,0.2815,0.3438,71.8
656232,"Bielak, Brandon",ST,Breaking,75,5.2644,1.4435,82.7933,0.4148,0.4518,0.3073,71.8
676684,"Vest, Will",FF,Fastball,739,5.2642,1.3507,96.1993,0.5399,0.2649,0.3738,71.7
676714,"Hughes, Brandon",SL,Breaking,153,5.2641,1.2937,81.832,0.4749,0.4749,0.3114,71.7
669194,"Nelson, Ryne",FF,Fastball,1388,5.2634,1.2985,95.2013,0.533,0.2356,0.3613,71.6
671345,"Foley, Jason",SL,Breaking,300,5.2633,1.5164,88.547,0.5194,0.4568,0.3117,71.6
605452,"Ross, Joe",SL,Breaking,454,5.262,1.4843,86.5641,0.5206,0.4992,0.3089,71.6
657006,"Steele, Justin",SL,Breaking,608,5.2619,1.5988,83.2717,0.5385,0.383,0.3317,71.5
696131,"Black, Mason",ST,Breaking,168,5.2617,1.2619,81.2339,0.4651,0.382,0.3129,71.5
605400,"Nola, Aaron",FF,Fastball,919,5.2617,1.2561,92.5042,0.4368,0.2747,0.361,71.4
806185,"Birdsong, Hayden",CU,Breaking,259,5.2609,1.4413,80.4861,0.4022,0.3895,0.3099,71.4
669438,"Englert, Mason",CH,Offspeed,120,5.2607,1.3864,86.0442,0.5711,0.422,0.298,71.4
692285,"Guerrero, Luis",FF,Fastball,62,5.2606,1.0869,97.5258,0.5508,0.2552,0.363,71.3
650644,"Civale, Aaron",CU,Breaking,428,5.26,1.3712,77.1068,0.4576,0.3761,0.321,71.3
671106,"Allen, Logan",ST,Breaking,313,5.2596,1.343,78.6147,0.4265,0.4505,0.3143,71.2
681293,"Arrighetti, Spencer",ST,Breaking,270,5.2596,1.2184,80.797,0.4373,0.4928,0.2974,71.2
502624,"Anderson, Chase",ST,Breaking,165,5.2594,1.2955,80.52,0.429,0.4584,0.3005,71.1
543243,"Gray, Sonny",CU,Breaking,344,5.259,1.3182,79.9628,0.3914,0.3344,0.3341,71.1
657746,"Ryan, Joe",SL,Breaking,180,5.2585,1.3158,87.0556,0.5047,0.3595,0.3384,71.1
680891,"Neely, Jack",FF,Fastball,52,5.2584,1.3259,96.1365,0.3919,0.291,0.3681,71.0
675989,"Bolton, Cody",FC,Fastball,98,5.258,1.3053,89.101,0.4459,0.4831,0.3047,71.0
543339,"Hudson, Daniel",FF,Fastball,562,5.2577,1.4006,95.1683,0.4872,0.3064,0.3688,70.9
686613,"Brown, Hunter",SL,Breaking,223,5.2564,1.2715,89.735,0.5014,0.4405,0.306,70.9
666205,"Muller, Kyle",CU,Breaking,105,5.2562,1.5255,79.361,0.3491,0.4385,0.3192,70.9
681892,"Funderburk, Kody",ST,Breaking,221,5.2556,1.6475,82.576,0.4498,0.3977,0.2978,70.8
668881,"Greene, Hunter",SL,Breaking,886,5.2553,1.4274,86.8369,0.4835,0.4889,0.3079,70.8
668943,"Miller, Ryan",SL,Breaking,89,5.2551,1.5217,86.3326,0.4931,0.374,0.3279,70.7
663432,"Rainey, Tanner",SL,Breaking,275,5.2529,1.4526,86.4789,0.3866,0.6382,0.278,70.7
663554,"Mize, Casey",FF,Fastball,753,5.2527,1.342,95.4648,0.5022,0.2766,0.3663,70.7
640451,"Harvey, Hunter",FS,Offspeed,212,5.2523,1.4304,89.2099,0.5403,0.4916,0.2973,70.6
680736,"Wrobleski, Justin",CU,Breaking,63,5.2513,1.2837,82.2286,0.3333,0.3131,0.3405,70.6
605347,"López, Jorge",KC,Breaking,111,5.2511,1.6112,82.8712,0.4169,0.3354,0.3293,70.5
594902,"Lively, Ben",SL,Breaking,113,5.2511,1.1843,80.7257,0.4856,0.4365,0.313,70.5
686539,"Cronin, Declan",SL,Breaking,579,5.2503,1.4132,87.1036,0.4424,0.4539,0.3107,70.5
669467,"Pallante, Andre",SL,Breaking,339,5.2503,1.5277,87.4136,0.4952,0.4538,0.3053,70.4
688297,"Roycroft, Chris",FF,Fastball,194,5.2496,1.4437,95.0402,0.4586,0.3191,0.3225,70.4
622491,"Castillo, Luis",FF,Fastball,1295,5.2496,1.3433,95.5602,0.4971,0.301,0.3581,70.3
605155,"Brewer, Colten",CU,Breaking,110,5.2491,1.6441,80.6891,0.3804,0.4608,0.2926,70.3
606303,"Payamps, Joel",ST,Breaking,181,5.2491,1.3749,83.763,0.4952,0.3757,0.3295,70.2
622072,"Wood, Alex",SL,Breaking,238,5.2484,1.5128,81.3618,0.4447,0.4342,0.3206,70.2
641927,"Ober, Bailey",SL,Breaking,523,5.2484,1.1899,86.1998,0.5053,0.4359,0.3056,70.2
700249,"Povich, Cade",CU,Breaking,272,5.2483,1.4151,76.2934,0.4138,0.3008,0.3345,70.1
625643,"López, Reynaldo",CU,Breaking,244,5.2478,1.1741,76.9779,0.347,0.3048,0.324,70.1
607644,"Means, John",SL,Breaking,74,5.2476,1.1782,84.4797,0.4938,0.3708,0.3103,70.0
676272,"Miller, Bobby",CU,Breaking,208,5.2467,1.3316,79.7442,0.397,0.3548,0.335,70.0
667755,"Soriano, José",FS,Offspeed,138,5.2459,1.4626,92.7384,0.5181,0.4157,0.2905,70.0
668338,"Miller, Tyson",FF,Fastball,449,5.2456,1.2962,89.6192,0.5057,0.3289,0.3585,69.9
677020,"Walker, Josh",CU,Breaking,82,5.2455,1.4357,83.8939,0.4321,0.4403,0.3124,69.9
681870,"Sabrowski, Erik",CU,Breaking,72,5.2451,1.5824,79.0694,0.4488,0.4053,0.3274,69.8
664854,"Helsley, Ryan",SL,Breaking,463,5.2451,1.6569,89.1177,0.5356,0.4714,0.3152,69.8
688297,"Roycroft, Chris",ST,Breaking,125,5.2447,1.3829,83.772,0.4698,0.4077,0.324,69.8
676684,"Vest, Will",SL,Breaking,269,5.2445,1.4922,86.8896,0.4823,0.4706,0.3058,69.7
687330,"Kelly, Kevin",FC,Fastball,94,5.2441,1.3274,87.8053,0.5115,0.3122,0.3255,69.7
684320,"Rodríguez, Yariel",FS,Offspeed,143,5.2438,1.5846,88.865,0.5154,0.4914,0.2919,69.6
642547,"Peralta, Freddy",SL,Breaking,651,5.2437,1.2847,81.4716,0.4335,0.4983,0.3047,69.6
669467,"Pallante, Andre",KC,Breaking,252,5.2432,1.6695,79.5452,0.4241,0.4426,0.301,69.5
570632,"Ureña, José",SL,Breaking,609,5.243,1.2552,86.9818,0.4361,0.4628,0.3084,69.5
605513,"Turnbull, Spencer",CH,Offspeed,53,5.2425,1.3049,87.5623,0.4876,0.4449,0.2801,69.5
676440,"Bibee, Tanner",CU,Breaking,193,5.2421,1.6925,80.5565,0.4774,0.35,0.3185,69.4
628317,"Maeda, Kenta",ST,Breaking,274,5.242,1.3339,80.2394,0.4539,0.3058,0.3402,69.4
676106,"Hancock, Emerson",SL,Breaking,110,5.2412,1.3848,82.9991,0.4205,0.5158,0.2979,69.3
657508,"Baumann, Mike",KC,Breaking,357,5.2411,1.8214,87.8202,0.5092,0.4382,0.3091,69.3
670036,"Festa, Matt",FF,Fastball,148,5.2401,1.2231,91.8872,0.5666,0.2856,0.3572,69.3
663562,"Davis, Noah",ST,Breaking,77,5.24,1.3391,80.1143,0.4783,0.414,0.3081,69.2
601713,"Pivetta, Nick",SL,Breaking,87,5.2398,1.884,83.9805,0.5804,0.4739,0.3168,69.2
670124,"Oller, Adam",FF,Fastball,310,5.2398,1.3425,93.8568,0.439,0.2695,0.3618,69.1
681190,"Vásquez, Randy",CU,Breaking,283,5.2392,1.3554,82.2011,0.4158,0.414,0.3185,69.1
605121,"Anderson, Justin",FF,Fastball,313,5.2388,1.3397,96.0275,0.4584,0.2937,0.3555,69.1
668909,"Williams, Gavin",SL,Breaking,153,5.2387,1.2311,88.5895,0.4378,0.4276,0.3201,69.0
671212,"Boyle, Joe",SL,Breaking,331,5.2385,1.4687,87.9701,0.4645,0.4519,0.3149,69.0
547973,"Chapman, Aroldis",SL,Breaking,304,5.2378,1.2191,86.9349,0.4174,0.4213,0.3296,68.9
673540,"Senga, Kodai",FF,Fastball,59,5.2373,1.1991,95.2271,0.4529,0.2602,0.3601,68.9
663559,"Falter, Bailey",CU,Breaking,355,5.2367,1.3961,77.8183,0.4023,0.3481,0.3451,68.9
669212,"Morgan, Eli",SL,Breaking,250,5.2367,1.4979,86.9464,0.4824,0.5128,0.2977,68.8
622554,"Domínguez, Seranthony",SL,Breaking,249,5.2365,1.4019,89.5747,0.487,0.4454,0.3093,68.8
600917,"Leclerc, José",FF,Fastball,423,5.2359,1.3615,95.3156,0.4555,0.2963,0.3461,68.7
672710,"Contreras, Roansy",ST,Breaking,113,5.2345,1.3155,83.2354,0.5088,0.4567,0.3091,68.7
676092,"Snider, Collin",FC,Fastball,120,5.2345,1.4399,89.6433,0.4826,0.3325,0.3285,68.6
669022,"Gore, MacKenzie",CU,Breaking,581,5.2345,1.6054,82.7929,0.4564,0.4099,0.3342,68.6
592288,"Emanuel, Kent",ST,Breaking,93,5.2343,0.9803,75.829,0.3627,0.379,0.2969,68.6
664208,"Maton, Phil",CU,Breaking,356,5.2342,1.6459,74.7427,0.5234,0.4192,0.2996,68.5
623167,"Flexen, Chris",CU,Breaking,342,5.2336,1.3214,71.9678,0.3748,0.3371,0.3123,68.5
543056,"Coulombe, Danny",KC,Breaking,58,5.2335,1.5582,79.2086,0.5093,0.3466,0.3258,68.4
592773,"Stanek, Ryne",FF,Fastball,681,5.2335,1.344,97.7066,0.5316,0.2753,0.351,68.4
693312,"Nicolas, Kyle",SL,Breaking,210,5.2327,1.4308,90.9157,0.4855,0.5241,0.2886,68.4
656550,"Holmes, Grant",CU,Breaking,215,5.2322,1.4609,83.934,0.4729,0.4454,0.3223,68.3
519043,"Moore, Matt",KC,Breaking,154,5.2314,1.3924,82.0734,0.3952,0.4348,0.2934,68.3
641745,"Keller, Brad",SL,Breaking,270,5.2313,1.4002,85.9819,0.4949,0.4375,0.3168,68.2
663485,"Sands, Cole",FS,Offspeed,198,5.2307,1.5474,87.8177,0.5244,0.4161,0.2895,68.2
681810,"Warren, Austin",ST,Breaking,68,5.2305,1.3589,83.3426,0.5257,0.3368,0.3173,68.2
608718,"Suter, Brent",CH,Offspeed,202,5.2298,1.0252,75.5149,0.4684,0.4535,0.297,68.1
669373,"Skubal, Tarik",SL,Breaking,466,5.2292,1.4639,88.7794,0.4589,0.3988,0.3351,68.1
669060,"Wilson, Bryse",CU,Breaking,228,5.2292,1.4726,80.3693,0.4942,0.3779,0.3205,68.0
670124,"Oller, Adam",SV,Breaking,205,5.2286,1.7247,85.3605,0.4346,0.4186,0.3293,68.0
656234,"Bird, Jake",CU,Breaking,127,5.2278,1.6774,81.6764,0.4215,0.2903,0.3221,68.0
605135,"Bassitt, Chris",SL,Breaking,144,5.2277,1.3425,82.2715,0.4137,0.4785,0.3117,67.9
669302,"Gilbert, Logan",SL,Breaking,982,5.2268,1.6718,88.4225,0.5749,0.4459,0.327,67.9
592094,"Adam, Jason",ST,Breaking,211,5.2267,1.2971,78.8341,0.3778,0.4151,0.2961,67.8
664076,"Cleavinger, Garrett",FF,Fastball,278,5.2253,1.4001,96.2993,0.4727,0.3422,0.3565,67.8
472610,"García, Luis",FS,Offspeed,167,5.2253,1.6269,87.1114,0.5585,0.4467,0.3131,67.7
656288,"Canning, Griffin",SL,Breaking,706,5.2247,1.633,87.6844,0.5066,0.4748,0.3101,67.7
640455,"Manaea, Sean",SL,Breaking,191,5.2247,1.3062,85.0571,0.4092,0.4238,0.3329,67.7
694363,"Shuster, Jared",SL,Breaking,367,5.2246,1.3357,85.9548,0.4979,0.4645,0.3169,67.6
663436,"Martin, Davis",ST,Breaking,239,5.2245,1.3384,83.5506,0.5138,0.4557,0.3088,67.6
594902,"Lively, Ben",ST,Breaking,415,5.2235,1.2575,78.9511,0.4445,0.4192,0.3109,67.5
663903,"Singer, Brady",SL,Breaking,1197,5.2228,1.4571,82.9818,0.4622,0.4801,0.3073,67.5
500779,"Quintana, Jose",SV,Breaking,193,5.2227,1.2116,77.8653,0.3758,0.49,0.2756,67.5
666207,"Pint, Riley",SL,Breaking,90,5.2225,1.7836,87.7311,0.3945,0.4717,0.3011,67.4
667755,"Soriano, José",KC,Breaking,440,5.2224,1.6953,86.3791,0.4417,0.376,0.3197,67.4
592866,"Williams, Trevor",SL,Breaking,149,5.2215,1.0667,81.3128,0.4421,0.3871,0.3361,67.3
571945,"Mikolas, Miles",CU,Breaking,325,5.2213,1.4026,76.5468,0.4029,0.2978,0.3243,67.3
621242,"Díaz, Edwin",SL,Breaking,523,5.2211,1.5679,89.6344,0.5151,0.4745,0.3091,67.3
679885,"Martinez, Justin",SL,Breaking,255,5.2206,1.3031,89.7945,0.482,0.4192,0.3224,67.2
676092,"Snider, Collin",FF,Fastball,282,5.2206,1.5066,94.1688,0.5191,0.3527,0.3378,67.2
694973,"Skenes, Paul",CH,Offspeed,114,5.2203,1.3471,87.3491,0.4768,0.4541,0.2721,67.1
642121,"Sulser, Cole",CH,Offspeed,75,5.2201,1.2248,83.7413,0.4018,0.6153,0.2801,67.1
571510,"Boyd, Matthew",CU,Breaking,72,5.22,1.4299,73.4903,0.3837,0.2571,0.3337,67.0
641656,"Hamilton, Ian",SL,Breaking,352,5.22,1.4867,88.4795,0.5283,0.4746,0.3024,67.0
669111,"McMillon, John",SL,Breaking,109,5.2196,1.5388,85.2817,0.488,0.4499,0.3204,67.0
656731,"Megill, Tylor",SL,Breaking,179,5.2194,1.8119,85.6,0.5131,0.5177,0.2938,66.9
663969,"Phillips, Tyler",ST,Breaking,177,5.2193,1.4546,82.5701,0.4396,0.4466,0.3171,66.9
571760,"Heaney, Andrew",FF,Fastball,1393,5.2193,1.3289,91.559,0.4681,0.2362,0.3667,66.8
656271,"Burke, Brock",SL,Breaking,155,5.2191,1.5991,86.9671,0.4829,0.4543,0.3288,66.8
681869,"Dubin, Shawn",CU,Breaking,133,5.2191,1.5947,81.3586,0.4049,0.3541,0.3209,66.8
518489,"Brasier, Ryan",SL,Breaking,221,5.2178,1.5438,85.2729,0.5348,0.4983,0.3082,66.7
554430,"Wheeler, Zack",FS,Offspeed,251,5.2177,1.2212,86.1538,0.5058,0.4898,0.2926,66.7
673380,"Núñez, Dedniel",SL,Breaking,255,5.2174,1.7043,87.4612,0.5147,0.5,0.2985,66.6
683409,"Chivilli, Angel",SL,Breaking,93,5.217,1.5044,87.386,0.5025,0.5121,0.2923,66.6
656240,"Blewett, Scott",FS,Offspeed,74,5.2167,1.5599,85.4095,0.5858,0.4604,0.3194,66.6
669372,"Ginn, J.T.",SL,Breaking,161,5.2166,1.3314,85.3609,0.4792,0.4472,0.3131,66.5
657024,"Swanson, Erik",FS,Offspeed,206,5.2166,1.5468,84.9272,0.5316,0.4096,0.3037,66.5
669387,"Mlodzinski, Carmen",FF,Fastball,345,5.2162,1.428,96.1806,0.4908,0.2875,0.3585,66.4
670280,"Bednar, David",FS,Offspeed,251,5.2158,1.3831,92.0351,0.5613,0.4715,0.3084,66.4
641360,"Bickford, Phil",FF,Fastball,146,5.2156,1.4596,92.8486,0.4333,0.2949,0.3597,66.4
543135,"Eovaldi, Nathan",CU,Breaking,359,5.2154,1.2644,76.737,0.4191,0.3618,0.3183,66.3
641703,"Honeywell, Brent",SL,Breaking,185,5.215,1.3619,85.8605,0.5331,0.433,0.3178,66.3
608678,"Leone, Dominic",FC,Fastball,54,5.2148,1.1866,90.7222,0.3865,0.4502,0.3017,66.2
621107,"Eflin, Zach",ST,Breaking,240,5.2148,1.196,79.7746,0.4954,0.3847,0.3189,66.2
660761,"Suarez, José",ST,Breaking,121,5.2133,1.2101,78.5942,0.4596,0.4568,0.2936,66.1
663855,"Hicks, Jordan",FS,Offspeed,381,5.2123,1.7802,84.3441,0.5473,0.5379,0.2949,66.1
681035,"Scott, Christian",FF,Fastball,450,5.2118,1.3965,94.2978,0.5257,0.2872,0.3731,66.1
641755,"Kinley, Tyler",SL,Breaking,768,5.2115,1.4656,89.4608,0.5102,0.4666,0.3149,66.0
622250,"Sborz, Josh",SL,Breaking,93,5.2113,1.3449,87.3366,0.4787,0.4902,0.3008,66.0
663992,"Lovelady, Richard",SL,Breaking,197,5.211,1.5066,86.1924,0.528,0.419,0.3366,65.9
592779,"Stewart, Brock",FC,Fastball,57,5.2106,1.0979,93.4404,0.4788,0.392,0.3026,65.9
548389,"Stripling, Ross",KC,Breaking,125,5.2097,1.2723,76.2016,0.3425,0.2324,0.3435,65.9
548389,"Stripling, Ross",SL,Breaking,206,5.2094,1.5547,84.8864,0.5159,0.4402,0.3166,65.8
660761,"Suarez, José",FF,Fastball,405,5.2087,1.229,92.941,0.4291,0.2667,0.3562,65.8
621111,"Buehler, Walker",KC,Breaking,311,5.2087,1.6428,77.9119,0.4442,0.3687,0.329,65.7
608032,"Estévez, Carlos",SL,Breaking,247,5.2085,1.4881,89.4603,0.5221,0.3821,0.3285,65.7
663432,"Rainey, Tanner",FF,Fastball,695,5.2084,1.427,93.9883,0.4768,0.2455,0.3698,65.7
676710,"Crawford, Kutter",FF,Fastball,952,5.2084,1.2059,92.5653,0.5519,0.2385,0.3638,65.6
519242,"Sale, Chris",SL,Breaking,1135,5.2076,1.5289,78.6449,0.4864,0.3538,0.3364,65.6
658648,"Avila, Pedro",CU,Breaking,232,5.2075,1.4083,77.5996,0.3701,0.4174,0.312,65.5
656641,"Latz, Jacob",SL,Breaking,186,5.2072,1.3323,83.4457,0.4596,0.4241,0.2995,65.5
676395,"Garcia, Robert",FF,Fastball,530,5.2064,1.4698,94.4213,0.5116,0.25,0.3678,65.5
663568,"Kolek, Stephen",ST,Breaking,89,5.2044,1.6363,83.6225,0.4533,0.4558,0.3017,65.4
663567,"Lambert, Peter",SV,Breaking,115,5.2041,1.5053,81.3704,0.3801,0.4792,0.2873,65.4
657024,"Swanson, Erik",SL,Breaking,128,5.2036,1.3266,86.7523,0.4472,0.4698,0.3044,65.3
814005,"Bloss, Jake",FF,Fastball,103,5.2026,1.2425,93.3738,0.5302,0.2784,0.3601,65.3
621114,"Burr, Ryan",SL,Breaking,345,5.202,1.6223,85.3696,0.5036,0.4702,0.3127,65.2
623433,"Anderson, Nick",CU,Breaking,261,5.2019,1.5268,81.705,0.4378,0.3683,0.3313,65.2
689672,"Thorpe, Drew",SL,Breaking,105,5.2018,1.5325,81.5229,0.4061,0.5349,0.2922,65.2
598286,"Ramirez, Nick",ST,Breaking,57,5.2016,1.3546,78.9825,0.4232,0.4328,0.31,65.1
621199,"Bowman, Matt",FC,Fastball,102,5.2014,1.1726,90.5206,0.4277,0.3725,0.3198,65.1
664126,"Fairbanks, Pete",FF,Fastball,378,5.2011,1.1471,97.3373,0.4528,0.2708,0.3467,65.0
669194,"Nelson, Ryne",CU,Breaking,145,5.2011,1.4516,77.7724,0.3513,0.3115,0.3268,65.0
683769,"Gaddis, Hunter",FF,Fastball,467,5.2008,1.2874,95.4679,0.5253,0.2602,0.3625,65.0
685299,"Gordon, Tanner",SL,Breaking,162,5.2004,1.4851,85.1531,0.5005,0.4325,0.3141,64.9
606965,"Devenski, Chris",CH,Offspeed,258,5.2001,1.3805,82.8438,0.4462,0.4846,0.3144,64.9
677161,"Kelly, Zack",FF,Fastball,286,5.1999,1.4965,96.5374,0.473,0.2897,0.3562,64.8
660761,"Suarez, José",SL,Breaking,133,5.1995,1.4008,85.0752,0.4929,0.4738,0.3174,64.8
593576,"Neris, Héctor",FS,Offspeed,417,5.1992,1.6374,82.7225,0.5395,0.484,0.3031,64.8
683627,"Molina, Anthony",CU,Breaking,74,5.1982,1.6052,82.9541,0.4545,0.5542,0.295,64.7
458677,"Wilson, Justin",FF,Fastball,405,5.198,1.2507,95.4844,0.5222,0.2535,0.3548,64.7
656731,"Megill, Tylor",CU,Breaking,113,5.198,1.3048,78.0522,0.2998,0.3611,0.3154,64.6
679525,"Marsh, Alec",SL,Breaking,386,5.1979,1.426,86.6106,0.4926,0.4759,0.3066,64.6
605463,"Scott, Tayler",ST,Breaking,279,5.1979,1.5557,83.991,0.48,0.4327,0.3149,64.5
606149,"Gallegos, Giovanny",SL,Breaking,203,5.1975,1.3865,83.5754,0.4885,0.5224,0.3182,64.5
669952,"White, Mitch",CU,Breaking,76,5.1975,1.5668,80.8671,0.4794,0.4462,0.3161,64.5
608717,"Stratton, Chris",SL,Breaking,205,5.1969,1.3326,86.0834,0.4665,0.4733,0.312,64.4
678495,"Rodríguez, Randy",SI,Fastball,53,5.1963,1.0032,96.3208,0.3885,0.2988,0.2861,64.4
641726,"Jefferies, Daulton",SL,Breaking,69,5.1962,1.3033,82.2464,0.5064,0.4705,0.3008,64.3
687922,"Lucas, Easton",FF,Fastball,131,5.1959,1.4008,94.2649,0.4823,0.2969,0.3423,64.3
669923,"Kirby, George",FF,Fastball,1023,5.1948,1.32,96.013,0.5268,0.2836,0.3602,64.3
502043,"Gibson, Kyle",ST,Breaking,579,5.1942,1.4776,80.7092,0.48,0.4977,0.3054,64.2
680744,"Madden, Ty",FF,Fastball,179,5.1928,1.3294,94.4704,0.5264,0.2611,0.37,64.2
669461,"Liberatore, Matthew",SL,Breaking,386,5.1926,1.6783,87.3528,0.5286,0.4541,0.3124,64.1
543518,"McGough, Scott",SL,Breaking,90,5.1924,1.4109,87.0778,0.48,0.5011,0.3052,64.1
663559,"Falter, Bailey",SL,Breaking,491,5.1919,1.3799,86.0367,0.5163,0.4257,0.3203,64.1
680736,"Wrobleski, Justin",FF,Fastball,350,5.1915,1.3868,95.1054,0.5016,0.2715,0.3641,64.0
650893,"Cabrera, Génesis",CU,Breaking,124,5.1907,1.2634,78.8573,0.3643,0.3464,0.3353,64.0
518617,"Diekman, Jake",FF,Fastball,316,5.1896,1.4309,94.5649,0.4652,0.281,0.3479,63.9
571539,"Carasiti, Matt",FO,Offspeed,66,5.1895,1.5868,79.5121,0.4828,0.4609,0.3018,63.9
