pitcher,player_name,pitches,plv,plv_std,plv_raw,swing_rate,whiff_rate,contact_rate,cs_rate,e_xwoba_ip,plv_pctile
663992,"Lovelady, Richard",528,5.1259,1.4436,-0.051,0.489,0.3424,0.6576,0.4992,0.3245,68.3
657571,"Ferguson, Caleb",996,5.1252,1.3995,-0.0511,0.4876,0.3292,0.6708,0.4763,0.3384,68.1
672282,"Detmers, Reid",1643,5.1249,1.514,-0.0511,0.495,0.3311,0.6689,0.5033,0.345,68.0
668390,"Winn, Cole",286,5.1242,1.4638,-0.0511,0.5157,0.3409,0.6591,0.517,0.3294,67.9
670059,"Holderman, Colin",869,5.124,1.4287,-0.0511,0.4525,0.3745,0.6255,0.4743,0.309,67.7
663554,"Mize, Casey",1930,5.1223,1.4592,-0.0512,0.4968,0.3494,0.6506,0.4947,0.3367,67.6
700363,"Smith-Shawver, AJ",187,5.12,1.3319,-0.0513,0.4627,0.3382,0.6618,0.4994,0.3448,67.4
701542,"Warren, Will",529,5.1195,1.4352,-0.0513,0.4393,0.3533,0.6467,0.4562,0.3191,67.3
656464,"Ginkel, Kevin",1191,5.1188,1.4771,-0.0513,0.496,0.3495,0.6505,0.4567,0.3304,67.2
663704,"McArthur, James",903,5.1186,1.5266,-0.0513,0.4586,0.3516,0.6484,0.5011,0.3189,67.0
518585,"Cruz, Fernando",1138,5.1166,1.5442,-0.0514,0.4821,0.4007,0.5993,0.4421,0.3243,66.9
670990,"Ramírez, Yohan",831,5.1161,1.4158,-0.0514,0.4358,0.3272,0.6728,0.4991,0.3138,66.8
690916,"Fitts, Richard",368,5.1154,1.4222,-0.0514,0.5158,0.3589,0.6411,0.5005,0.3313,66.6
669796,"Hernandez, Jose E.",103,5.1137,1.4966,-0.0515,0.4791,0.3323,0.6677,0.5626,0.3486,66.5
608638,"Chargois, JT",529,5.113,1.5689,-0.0515,0.4365,0.3393,0.6607,0.4929,0.3112,66.3
669203,"Burnes, Corbin",3079,5.1121,1.4484,-0.0515,0.4795,0.3745,0.6255,0.4693,0.3147,66.2
676395,"Garcia, Robert",998,5.1121,1.4764,-0.0515,0.5101,0.3268,0.6732,0.5237,0.3385,66.1
622098,"Smith, Drew",359,5.1109,1.5121,-0.0516,0.5071,0.3261,0.6739,0.4921,0.3401,65.9
692285,"Guerrero, Luis",133,5.1107,1.2535,-0.0516,0.5483,0.3195,0.6805,0.5352,0.3365,65.8
694738,"Roupp, Landen",906,5.1107,1.5052,-0.0516,0.4188,0.3327,0.6673,0.4729,0.3122,65.7
672782,"Gómez, Yoendrys",214,5.11,1.4591,-0.0516,0.4591,0.3757,0.6243,0.4933,0.3307,65.5
595345,"Okert, Steven",676,5.109,1.4167,-0.0517,0.4769,0.3345,0.6655,0.5089,0.3327,65.4
681892,"Funderburk, Kody",684,5.1088,1.5444,-0.0517,0.4465,0.3476,0.6524,0.4769,0.3182,65.2
669276,"Lee, Dylan",877,5.1074,1.3334,-0.0517,0.5277,0.3751,0.6249,0.5129,0.3444,65.1
641656,"Hamilton, Ian",661,5.1068,1.4602,-0.0517,0.4808,0.3686,0.6314,0.4592,0.3143,65.0
687765,"Spence, Mitch",2508,5.1065,1.5336,-0.0517,0.4832,0.3764,0.6236,0.4803,0.3183,64.8
607481,"Bummer, Aaron",1002,5.106,1.4599,-0.0518,0.4634,0.322,0.678,0.4942,0.3159,64.7
650633,"King, Michael",3137,5.1057,1.4622,-0.0518,0.4548,0.3262,0.6738,0.4846,0.3236,64.6
623474,"Herget, Jimmy",189,5.1055,1.4426,-0.0518,0.4494,0.3334,0.6666,0.532,0.3186,64.4
621383,"Banks, Tanner",1194,5.1031,1.4813,-0.0519,0.4898,0.3423,0.6577,0.5006,0.3322,64.3
519008,"McFarland, T.J.",836,5.1016,1.4969,-0.0519,0.4457,0.2975,0.7025,0.5228,0.3061,64.1
622251,"Staumont, Josh",450,5.1014,1.4978,-0.0519,0.4561,0.3726,0.6274,0.4656,0.3238,64.0
595014,"Treinen, Blake",962,5.1002,1.5071,-0.052,0.4707,0.3478,0.6522,0.4756,0.312,63.9
689017,"Knack, Landon",1280,5.0994,1.3832,-0.052,0.4761,0.3331,0.6669,0.4899,0.3402,63.7
547184,"Kelly, Michael",496,5.0991,1.4474,-0.052,0.454,0.335,0.665,0.5128,0.3311,63.6
683618,"Henriquez, Edgardo",153,5.099,1.4333,-0.052,0.4192,0.3505,0.6495,0.4392,0.3226,63.4
666200,"Luzardo, Jesús",1083,5.0982,1.5067,-0.052,0.4685,0.3768,0.6232,0.4573,0.3365,63.3
675989,"Bolton, Cody",313,5.0963,1.4584,-0.0521,0.4581,0.3844,0.6156,0.4523,0.3061,63.2
686973,"Varland, Louis",1056,5.0954,1.5049,-0.0522,0.5154,0.3633,0.6367,0.5275,0.3413,63.0
608678,"Leone, Dominic",361,5.0948,1.4914,-0.0522,0.4454,0.4375,0.5625,0.3853,0.3074,62.9
656557,"Houck, Tanner",2735,5.0934,1.5049,-0.0522,0.4817,0.3151,0.6849,0.5084,0.3149,62.8
685107,"Veneziano, Anthony",242,5.0931,1.4994,-0.0522,0.5151,0.3212,0.6788,0.518,0.3359,62.6
690925,"Beeter, Clayton",122,5.0926,1.5852,-0.0523,0.494,0.347,0.653,0.4444,0.3388,62.5
606930,"Barnes, Jacob",1117,5.0926,1.3881,-0.0523,0.4703,0.3759,0.6241,0.4655,0.3289,62.3
681217,"Silseth, Chase",260,5.0921,1.5376,-0.0523,0.4642,0.3215,0.6785,0.4626,0.3338,62.2
661527,"Martinez, Seth",843,5.0903,1.4131,-0.0523,0.4639,0.3322,0.6678,0.4934,0.3258,62.1
600917,"Leclerc, José",1223,5.0885,1.3693,-0.0524,0.4603,0.3907,0.6093,0.4379,0.3207,61.9
676714,"Hughes, Brandon",370,5.087,1.4437,-0.0525,0.4518,0.3447,0.6553,0.4504,0.3341,61.8
682120,"Herrin, Tim",1161,5.0867,1.5194,-0.0525,0.48,0.3764,0.6236,0.4831,0.3259,61.7
681293,"Arrighetti, Spencer",2505,5.0834,1.429,-0.0526,0.4782,0.333,0.667,0.5067,0.3398,61.5
640448,"Finnegan, Kyle",1082,5.0821,1.4345,-0.0526,0.5403,0.3091,0.6909,0.5456,0.3484,61.4
663568,"Kolek, Stephen",811,5.0814,1.5457,-0.0527,0.4901,0.3017,0.6983,0.5156,0.3165,61.2
678821,"Peralta, Luis",181,5.0774,1.4733,-0.0528,0.4459,0.3097,0.6903,0.5168,0.3506,61.1
661395,"Duran, Jhoan",881,5.0767,1.5925,-0.0528,0.481,0.3445,0.6555,0.4987,0.3187,61.0
523260,"Kelly, Joe",558,5.0766,1.4704,-0.0528,0.4597,0.3387,0.6613,0.495,0.3124,60.8
671212,"Boyle, Joe",966,5.0763,1.4356,-0.0528,0.4448,0.3601,0.6399,0.4566,0.3285,60.7
669194,"Nelson, Ryne",2479,5.0758,1.3891,-0.0529,0.5191,0.2831,0.7169,0.5277,0.3408,60.6
669674,"Long, Sam",771,5.0752,1.4437,-0.0529,0.4573,0.3635,0.6365,0.4681,0.3318,60.4
680885,"Schwellenbach, Spencer",1887,5.0745,1.522,-0.0529,0.5373,0.3376,0.6624,0.5202,0.3332,60.3
681982,"Anderson, Grant",504,5.0742,1.4421,-0.0529,0.4762,0.3409,0.6591,0.5325,0.3257,60.1
676710,"Crawford, Kutter",2823,5.0739,1.3207,-0.0529,0.5147,0.3153,0.6847,0.5151,0.3356,60.0
518489,"Brasier, Ryan",533,5.0732,1.4642,-0.053,0.5184,0.3384,0.6616,0.523,0.3385,59.9
660813,"Graterol, Brusdar",161,5.0728,1.6008,-0.053,0.4801,0.3158,0.6842,0.4535,0.2993,59.7
664875,"Lawrence, Justin",1112,5.0697,1.4584,-0.0531,0.4201,0.3431,0.6569,0.4918,0.3067,59.6
676760,"Marinaccio, Ron",424,5.069,1.3157,-0.0531,0.4508,0.3209,0.6791,0.4579,0.3329,59.4
656550,"Holmes, Grant",1024,5.0677,1.4801,-0.0532,0.4866,0.3799,0.6201,0.4763,0.3321,59.3
676508,"Casparius, Ben",269,5.0671,1.3798,-0.0532,0.4944,0.2943,0.7057,0.5063,0.3339,59.2
573124,"Rogers, Taylor",1094,5.0645,1.5638,-0.0533,0.4299,0.2757,0.7243,0.5188,0.3149,59.0
621053,"Ferguson, Tyler",830,5.0644,1.4603,-0.0533,0.5099,0.2985,0.7015,0.5274,0.3308,58.9
696131,"Black, Mason",663,5.0642,1.4293,-0.0533,0.4494,0.3026,0.6974,0.493,0.3299,58.8
628452,"Iglesias, Raisel",928,5.0639,1.3241,-0.0533,0.5158,0.332,0.668,0.4894,0.3262,58.6
694350,"Brzykcy, Zach",104,5.0636,1.433,-0.0533,0.4615,0.3538,0.6462,0.4453,0.3363,58.5
656240,"Blewett, Scott",338,5.0625,1.5651,-0.0533,0.5175,0.3953,0.6047,0.4757,0.3322,58.3
678020,"Halvorsen, Seth",198,5.0622,1.5253,-0.0534,0.5241,0.3255,0.6745,0.5388,0.3393,58.2
681810,"Warren, Austin",173,5.0589,1.5852,-0.0535,0.4952,0.2854,0.7146,0.5187,0.3249,58.1
678394,"Bello, Brayan",2801,5.0578,1.5099,-0.0535,0.4588,0.341,0.659,0.4724,0.3103,57.9
668964,"Myers, Tobias",2218,5.0538,1.3897,-0.0537,0.4804,0.3303,0.6697,0.5005,0.3361,57.8
628317,"Maeda, Kenta",2122,5.0536,1.4873,-0.0537,0.4743,0.3572,0.6428,0.4665,0.3259,57.7
621114,"Burr, Ryan",570,5.0535,1.5972,-0.0537,0.4792,0.3837,0.6163,0.4491,0.3304,57.5
656887,"Reid-Foley, Sean",408,5.0527,1.534,-0.0537,0.4672,0.3605,0.6395,0.4644,0.3386,57.4
607179,"Weems, Jordan",780,5.0526,1.4518,-0.0537,0.4795,0.3444,0.6556,0.5003,0.344,57.2
606303,"Payamps, Joel",930,5.0492,1.4795,-0.0538,0.4857,0.3263,0.6737,0.5054,0.3364,57.1
672860,"Berroa, Prelander",348,5.0474,1.5411,-0.0539,0.4552,0.3865,0.6135,0.4358,0.327,57.0
671096,"Abbott, Andrew",2333,5.0456,1.3647,-0.054,0.4751,0.3244,0.6756,0.4924,0.3487,56.8
681432,"Little, Luke",438,5.0452,1.5298,-0.054,0.4361,0.3579,0.6421,0.4825,0.3237,56.7
554431,"Matzek, Tyler",179,5.0448,1.4297,-0.054,0.4799,0.3137,0.6863,0.5209,0.3576,56.6
668674,"Erceg, Lucas",1073,5.0443,1.4493,-0.054,0.5127,0.3431,0.6569,0.4721,0.316,56.4
676105,"Criswell, Jeff",354,5.0442,1.4186,-0.054,0.4501,0.4081,0.5919,0.4325,0.3231,56.3
689225,"Brieske, Beau",1314,5.0441,1.4651,-0.054,0.47,0.3262,0.6738,0.4756,0.3322,56.1
663978,"Paddack, Chris",1460,5.044,1.3929,-0.054,0.507,0.3282,0.6718,0.4955,0.3408,56.0
650644,"Civale, Aaron",2734,5.0436,1.4813,-0.054,0.4422,0.3044,0.6956,0.4769,0.3243,55.9
680686,"Gray, Josiah",176,5.0427,1.3096,-0.0541,0.4303,0.348,0.652,0.4598,0.3287,55.7
663941,"Beck, Tristan",242,5.0426,1.4362,-0.0541,0.4588,0.3102,0.6898,0.5211,0.3476,55.6
656793,"Nelson, Nick",110,5.0422,1.5635,-0.0541,0.473,0.328,0.672,0.3789,0.312,55.4
628708,"Marte, Yunior",518,5.0408,1.4336,-0.0541,0.4502,0.3184,0.6816,0.479,0.3158,55.3
640455,"Manaea, Sean",3475,5.0391,1.5239,-0.0542,0.4682,0.3112,0.6888,0.4934,0.3372,55.2
605513,"Turnbull, Spencer",1009,5.0387,1.5168,-0.0542,0.4733,0.3686,0.6314,0.4662,0.3198,55.0
805673,"Matthews, Zebby",717,5.0367,1.3992,-0.0543,0.5053,0.3394,0.6606,0.4949,0.3386,54.9
657024,"Swanson, Erik",666,5.0364,1.4444,-0.0543,0.5042,0.3412,0.6588,0.452,0.3331,54.8
624522,"Thompson, Keegan",538,5.0351,1.4868,-0.0543,0.4738,0.3671,0.6329,0.4734,0.3277,54.6
621111,"Buehler, Walker",1595,5.0346,1.5044,-0.0544,0.4923,0.327,0.673,0.4876,0.3268,54.5
692230,"Rodriguez, Carlos",233,5.0332,1.4803,-0.0544,0.4727,0.3188,0.6812,0.4443,0.324,54.3
600986,"Vieira, Thyago",737,5.0327,1.5509,-0.0544,0.4629,0.3472,0.6528,0.4953,0.3238,54.2
670167,"Schreiber, John",969,5.0326,1.4882,-0.0544,0.4599,0.3331,0.6669,0.4829,0.3187,54.1
666619,"Santos, Gregory",112,5.0303,1.4772,-0.0545,0.528,0.304,0.696,0.5,0.3146,53.9
668868,"Thompson, Zack",390,5.0291,1.5561,-0.0546,0.4645,0.3483,0.6517,0.4723,0.3397,53.8
641154,"López, Pablo",3059,5.0276,1.4521,-0.0546,0.5156,0.3357,0.6643,0.4946,0.3342,53.7
622786,"Tinoco, Jesus",664,5.0267,1.3655,-0.0546,0.4856,0.3524,0.6476,0.5048,0.3168,53.5
669456,"Bieber, Shane",166,5.0254,1.3979,-0.0547,0.4758,0.3352,0.6648,0.5052,0.3387,53.4
663687,"Harris, Hogan",1213,5.0247,1.4654,-0.0547,0.475,0.2802,0.7198,0.5215,0.3483,53.2
493603,"Ottavino, Adam",1019,5.0245,1.5723,-0.0547,0.4432,0.3128,0.6872,0.5083,0.3214,53.1
669084,"Hall, DL",782,5.0242,1.4632,-0.0547,0.4652,0.3412,0.6588,0.4761,0.339,53.0
663989,"Vespi, Nick",200,5.0241,1.4508,-0.0547,0.4747,0.3795,0.6205,0.4929,0.334,52.8
650893,"Cabrera, Génesis",1070,5.0231,1.4997,-0.0548,0.4731,0.3724,0.6276,0.4643,0.327,52.7
701643,"Hartwig, Grant",118,5.0221,1.4935,-0.0548,0.4018,0.364,0.636,0.4038,0.3079,52.6
664299,"Javier, Cristian",651,5.0214,1.3187,-0.0548,0.4495,0.3731,0.6269,0.4567,0.3321,52.4
676130,"Buttó, José",1356,5.0207,1.4383,-0.0549,0.4154,0.3782,0.6218,0.3918,0.3156,52.3
612434,"Castro, Miguel",259,5.0207,1.3091,-0.0549,0.4638,0.3051,0.6949,0.4928,0.3139,52.1
669062,"Miller, Erik",1290,5.0202,1.4592,-0.0549,0.465,0.3475,0.6525,0.4489,0.3316,52.0
663436,"Martin, Davis",892,5.0194,1.4115,-0.0549,0.4833,0.3648,0.6352,0.4709,0.3259,51.9
694297,"Pfaadt, Brandon",2863,5.019,1.4606,-0.0549,0.5003,0.3164,0.6836,0.5183,0.3298,51.7
676962,"Brown, Ben",849,5.0187,1.4865,-0.0549,0.48,0.3015,0.6985,0.5095,0.3439,51.6
641302,"Alexander, Tyler",1668,5.0185,1.4009,-0.0549,0.5087,0.2598,0.7402,0.5256,0.333,51.4
670102,"Francis, Bowden",1558,5.0184,1.3755,-0.0549,0.5118,0.3107,0.6893,0.531,0.3451,51.3
605280,"Holmes, Clay",1302,5.018,1.6156,-0.055,0.4629,0.3715,0.6285,0.4777,0.3054,51.2
689981,"Ryan, River",295,5.0176,1.4816,-0.055,0.4587,0.3514,0.6486,0.4847,0.3258,51.0
669854,"Blanco, Ronel",2865,5.0175,1.4194,-0.055,0.4783,0.3555,0.6445,0.4699,0.33,50.9
681867,"Criswell, Cooper",1756,5.016,1.516,-0.055,0.4871,0.3224,0.6776,0.4857,0.3162,50.8
669373,"Skubal, Tarik",3260,5.015,1.4414,-0.0551,0.5129,0.2993,0.7007,0.5384,0.3424,50.6
671345,"Foley, Jason",952,5.0129,1.5635,-0.0551,0.4827,0.326,0.674,0.5268,0.3099,50.5
656412,"Faedo, Alex",1101,5.0128,1.4988,-0.0551,0.4793,0.377,0.623,0.4491,0.3269,50.3
655889,"Rodríguez, Manuel",624,5.0124,1.5408,-0.0552,0.4788,0.3479,0.6521,0.4897,0.3133,50.2
678061,"Kerr, Ray",383,5.0122,1.428,-0.0552,0.4637,0.3517,0.6483,0.4689,0.339,50.1
605347,"López, Jorge",846,5.0113,1.4864,-0.0552,0.4585,0.2852,0.7148,0.5258,0.3217,49.9
642100,"Speier, Gabe",434,5.0097,1.4747,-0.0553,0.4688,0.327,0.673,0.4737,0.3272,49.8
656794,"Newcomb, Sean",184,5.0081,1.6699,-0.0553,0.4257,0.3108,0.6892,0.4647,0.3317,49.7
663321,"Hernandez, Nick",139,5.0073,1.4907,-0.0553,0.4713,0.324,0.676,0.4871,0.3305,49.5
676879,"Ashby, Aaron",584,5.0071,1.6182,-0.0554,0.4347,0.3163,0.6837,0.4957,0.3182,49.4
668941,"Romero, JoJo",955,5.0057,1.5343,-0.0554,0.464,0.3375,0.6625,0.4867,0.3139,49.2
605177,"Chafin, Andrew",979,5.004,1.4733,-0.0555,0.4415,0.4052,0.5948,0.3631,0.3187,49.1
677944,"Cecconi, Slade",1290,5.0039,1.4131,-0.0555,0.4932,0.2923,0.7077,0.5461,0.3457,49.0
607237,"Garrett, Amir",104,5.0022,1.5622,-0.0555,0.4528,0.4108,0.5892,0.4618,0.3365,48.8
680694,"Bradish, Kyle",674,5.0017,1.6667,-0.0556,0.4749,0.3424,0.6576,0.4947,0.3295,48.7
614179,"Ruiz, José",886,5.0016,1.4715,-0.0556,0.5057,0.3445,0.6555,0.4822,0.3266,48.6
506433,"Darvish, Yu",1419,4.9994,1.505,-0.0556,0.4859,0.3238,0.6762,0.5263,0.3368,48.4
696136,"Wicks, Jordan",852,4.9986,1.382,-0.0557,0.5062,0.3358,0.6642,0.4495,0.3293,48.3
642546,"Hernández, Jonathan",761,4.9953,1.4708,-0.0558,0.4543,0.4184,0.5816,0.4341,0.298,48.1
670950,"Richards, Trevor",1246,4.995,1.5408,-0.0558,0.48,0.3501,0.6499,0.4599,0.3395,48.0
621097,"Waguespack, Jacob",261,4.9938,1.364,-0.0558,0.4754,0.3351,0.6649,0.4656,0.327,47.9
664285,"Valdez, Framber",2758,4.9926,1.626,-0.0559,0.4565,0.3381,0.6619,0.4924,0.3268,47.7
677020,"Walker, Josh",215,4.9919,1.5607,-0.0559,0.4465,0.3387,0.6613,0.4716,0.3303,47.6
445926,"Chavez, Jesse",1072,4.9913,1.5096,-0.0559,0.4382,0.3118,0.6882,0.5073,0.325,47.4
679156,"Pennington, Walter",330,4.9905,1.6896,-0.056,0.4525,0.3765,0.6235,0.4649,0.3196,47.3
528748,"Castellanos, Humberto",186,4.9896,1.403,-0.056,0.4245,0.2993,0.7007,0.4544,0.3194,47.2
670810,"Gillaspie, Logan",151,4.9885,1.316,-0.056,0.543,0.2605,0.7395,0.5709,0.3508,47.0
663855,"Hicks, Jordan",2029,4.9884,1.6681,-0.056,0.4337,0.349,0.651,0.4738,0.3125,46.9
657240,"Merryweather, Julian",272,4.988,1.5585,-0.056,0.4898,0.35,0.65,0.5,0.3412,46.8
687424,"Maldonado, Anthony",311,4.9874,1.386,-0.0561,0.4528,0.3884,0.6116,0.4503,0.3223,46.6
676272,"Miller, Bobby",1099,4.9872,1.4296,-0.0561,0.4491,0.3494,0.6506,0.4724,0.331,46.5
806185,"Birdsong, Hayden",1387,4.985,1.5393,-0.0562,0.4488,0.3524,0.6476,0.4332,0.3304,46.3
674285,"Salazar, Eduardo",494,4.9843,1.6383,-0.0562,0.4489,0.365,0.635,0.4706,0.3068,46.2
605182,"Clevinger, Mike",303,4.9834,1.4716,-0.0562,0.4568,0.3215,0.6785,0.4961,0.3368,46.1
641927,"Ober, Bailey",2696,4.9828,1.4164,-0.0562,0.5299,0.3523,0.6477,0.4879,0.3338,45.9
687792,"Herz, DJ",1586,4.9826,1.5119,-0.0562,0.4758,0.3241,0.6759,0.4876,0.3499,45.8
650911,"Sánchez, Cristopher",2957,4.9821,1.5807,-0.0563,0.4999,0.3259,0.6741,0.4943,0.3237,45.7
676969,"de Geus, Brett",202,4.9812,1.5688,-0.0563,0.4599,0.3246,0.6754,0.502,0.3107,45.5
676755,"Mattson, Isaac",134,4.9802,1.6107,-0.0563,0.5114,0.3011,0.6989,0.4857,0.3431,45.4
660761,"Suarez, José",1016,4.9798,1.4374,-0.0563,0.4552,0.3553,0.6447,0.4509,0.3313,45.2
622663,"Severino, Luis",3253,4.9791,1.4879,-0.0564,0.513,0.3063,0.6937,0.4948,0.3274,45.1
656638,"Lange, Alex",418,4.979,1.7361,-0.0564,0.4698,0.4229,0.5771,0.4228,0.3084,45.0
665795,"Cabrera, Edward",1734,4.9789,1.5305,-0.0564,0.4909,0.3614,0.6386,0.454,0.3226,44.8
686642,"Ellard, Fraser",432,4.9781,1.564,-0.0564,0.4281,0.3515,0.6485,0.4797,0.3378,44.7
669330,"Wells, Tyler",259,4.9763,1.3143,-0.0565,0.4835,0.3265,0.6735,0.4804,0.3325,44.6
672582,"Zerpa, Angel",1030,4.976,1.5796,-0.0565,0.4801,0.2903,0.7097,0.5346,0.3136,44.4
679525,"Marsh, Alec",2161,4.9754,1.5004,-0.0565,0.4549,0.3251,0.6749,0.4919,0.3347,44.3
594580,"Moll, Sam",624,4.9743,1.5138,-0.0565,0.4646,0.2812,0.7188,0.4921,0.3237,44.1
502179,"Espino, Paolo",292,4.974,1.3589,-0.0566,0.4591,0.2796,0.7204,0.4926,0.3381,44.0
641329,"Baker, Bryan",379,4.9734,1.359,-0.0566,0.4948,0.2979,0.7021,0.5261,0.3358,43.9
518876,"Kelly, Merrill",1206,4.9732,1.5167,-0.0566,0.4702,0.3197,0.6803,0.477,0.3206,43.7
543135,"Eovaldi, Nathan",2622,4.973,1.467,-0.0566,0.5135,0.3208,0.6792,0.5103,0.3299,43.6
552640,"Kittredge, Andrew",1063,4.9721,1.5801,-0.0566,0.5216,0.3354,0.6646,0.5001,0.3168,43.4
502624,"Anderson, Chase",1092,4.9698,1.3621,-0.0567,0.4834,0.3356,0.6644,0.4816,0.3196,43.3
450203,"Morton, Charlie",2839,4.9674,1.5817,-0.0568,0.4557,0.329,0.671,0.4849,0.3271,43.2
676614,"Sammons, Bryan",374,4.9654,1.5025,-0.0569,0.4555,0.3286,0.6714,0.4815,0.3418,43.0
680730,"Parker, Mitchell",2404,4.9654,1.4388,-0.0569,0.4842,0.3172,0.6828,0.4994,0.3455,42.9
656605,"Keller, Mitch",2901,4.9647,1.511,-0.0569,0.4824,0.2944,0.7056,0.5174,0.331,42.8
607200,"Fedde, Erick",2972,4.9645,1.5077,-0.0569,0.4709,0.3422,0.6578,0.4772,0.3202,42.6
621244,"Berríos, José",2992,4.9639,1.5434,-0.0569,0.4634,0.2905,0.7095,0.492,0.3323,42.5
700249,"Povich, Cade",1389,4.9637,1.4714,-0.0569,0.4804,0.2997,0.7003,0.5093,0.3446,42.3
680744,"Madden, Ty",436,4.9636,1.4991,-0.0569,0.4906,0.3429,0.6571,0.4883,0.3348,42.2
667725,"Tyler, Kyle",580,4.9632,1.4829,-0.057,0.4315,0.3607,0.6393,0.4313,0.3268,42.1
680897,"Nastrini, Nick",734,4.9628,1.5279,-0.057,0.3944,0.4125,0.5875,0.4169,0.3274,41.9
656731,"Megill, Tylor",1560,4.9628,1.5573,-0.057,0.4936,0.3328,0.6672,0.4803,0.3337,41.8
800049,"Mazur, Adam",584,4.9618,1.4423,-0.057,0.471,0.3443,0.6557,0.4629,0.3313,41.7
677958,"Rocker, Kumar",218,4.961,1.4869,-0.057,0.5149,0.3465,0.6535,0.4801,0.3342,41.5
657649,"Koenig, Jared",1024,4.96,1.5779,-0.0571,0.4824,0.262,0.738,0.5353,0.3331,41.4
676664,"Sears, JP",2926,4.9593,1.4073,-0.0571,0.4785,0.2835,0.7165,0.5177,0.3405,41.2
642520,"Garabito, Gerson",492,4.9591,1.5042,-0.0571,0.4679,0.3271,0.6729,0.467,0.3298,41.1
687798,"Robertson, Nick",249,4.9587,1.4388,-0.0571,0.4962,0.3508,0.6492,0.5003,0.3429,41.0
686613,"Brown, Hunter",3061,4.9584,1.4581,-0.0571,0.5071,0.3183,0.6817,0.4739,0.3284,40.8
656288,"Canning, Griffin",2919,4.9572,1.4894,-0.0572,0.4677,0.343,0.657,0.4633,0.3296,40.7
669721,"Daniel, Davis",508,4.9565,1.3822,-0.0572,0.5032,0.3149,0.6851,0.5045,0.3355,40.6
663773,"Hoeing, Bryan",862,4.9564,1.6776,-0.0572,0.4614,0.3242,0.6758,0.5083,0.3143,40.4
641771,"Kuhl, Chad",980,4.9553,1.5165,-0.0572,0.4262,0.3634,0.6366,0.4497,0.3159,40.3
571882,"Law, Derek",1366,4.9544,1.5392,-0.0573,0.4899,0.3717,0.6283,0.4689,0.319,40.1
663767,"Shugart, Chase",167,4.9522,1.5832,-0.0573,0.5027,0.3069,0.6931,0.4625,0.3131,40.0
663485,"Sands, Cole",1175,4.952,1.4718,-0.0574,0.5077,0.3086,0.6914,0.4992,0.3294,39.9
665152,"Kremer, Dean",2171,4.95,1.4856,-0.0574,0.4684,0.3135,0.6865,0.4867,0.3339,39.7
669438,"Englert, Mason",407,4.9482,1.489,-0.0575,0.5021,0.3667,0.6333,0.4574,0.3218,39.6
681882,"Selby, Colin",112,4.948,1.4178,-0.0575,0.4192,0.3447,0.6553,0.4474,0.3231,39.4
571927,"Matz, Steven",807,4.9477,1.4877,-0.0575,0.4905,0.2705,0.7295,0.5246,0.334,39.3
676477,"Whitlock, Garrett",388,4.947,1.6959,-0.0575,0.4988,0.3452,0.6548,0.5115,0.3283,39.2
543518,"McGough, Scott",614,4.9463,1.4246,-0.0576,0.4887,0.3297,0.6703,0.4779,0.3379,39.0
657514,"Bernardino, Brennan",860,4.946,1.592,-0.0576,0.4637,0.2993,0.7007,0.5393,0.3175,38.9
641401,"Brogdon, Connor",151,4.9448,1.4578,-0.0576,0.4402,0.3713,0.6287,0.4409,0.3263,38.8
605452,"Ross, Joe",1210,4.9443,1.5978,-0.0576,0.4847,0.3369,0.6631,0.507,0.3248,38.6
684320,"Rodríguez, Yariel",1537,4.9442,1.4886,-0.0576,0.4493,0.3333,0.6667,0.46,0.3274,38.5
680880,"Holman, Grant",292,4.9437,1.625,-0.0577,0.4476,0.37,0.63,0.4246,0.3335,38.3
674944,"Guenther, Sean",294,4.9436,1.462,-0.0577,0.4717,0.2704,0.7296,0.5279,0.3193,38.2
519326,"Strickland, Hunter",1172,4.9432,1.4526,-0.0577,0.4938,0.3132,0.6868,0.5062,0.3329,38.1
669212,"Morgan, Eli",724,4.9413,1.4779,-0.0577,0.5121,0.3593,0.6407,0.4969,0.3333,37.9
543243,"Gray, Sonny",2483,4.9397,1.6391,-0.0578,0.4815,0.3469,0.6531,0.5052,0.3267,37.8
621363,"Poche, Colin",587,4.9384,1.4734,-0.0578,0.4612,0.3376,0.6624,0.4717,0.3328,37.7
641793,"Littell, Zack",2564,4.9379,1.5621,-0.0579,0.5285,0.3236,0.6764,0.5183,0.3359,37.5
605488,"Springs, Jeffrey",565,4.9367,1.4856,-0.0579,0.4726,0.3482,0.6518,0.4289,0.3393,37.4
657044,"Thompson, Ryan",1027,4.9355,1.4982,-0.058,0.4866,0.3023,0.6977,0.5171,0.3097,37.2
592767,"Smyly, Drew",1053,4.9351,1.5554,-0.058,0.4978,0.3186,0.6814,0.4881,0.3399,37.1
675540,"Curry, Xzavion",639,4.9342,1.4528,-0.058,0.4887,0.3055,0.6945,0.5154,0.3437,37.0
642048,"Saucedo, Tayler",626,4.9337,1.4273,-0.058,0.4316,0.3361,0.6639,0.4463,0.301,36.8
676974,"Meyer, Max",968,4.9332,1.5392,-0.058,0.4799,0.3708,0.6292,0.4745,0.3335,36.7
572971,"Keuchel, Dallas",308,4.9316,1.5266,-0.0581,0.3641,0.3437,0.6563,0.4223,0.3104,36.6
669713,"Wesneski, Hayden",1075,4.9309,1.608,-0.0581,0.4707,0.3308,0.6692,0.4778,0.33,36.4
