batter,pa_to,prior_fp_per_pa,xfp_rh3_per_pa,replacement_xfp_per_pa,replacement_delta,signal,ros_full_fp_per_pa,ros_pa
453568,174,0.5643672957794523,0.5146299447389339,0.4267901790131036,0.08783976572583024,add,0.5007,327.0
455117,92,0.2693879261078932,0.25329288789321347,0.4267901790131036,-0.17349729111989015,drop,0.2789,56.0
457705,184,0.5164476528125522,0.4697059702038296,0.4267901790131036,0.04291579119072597,hold,0.4632,332.0
457759,175,0.6210431520346162,0.5340521262246538,0.4267901790131036,0.10726194721155019,add,0.511,364.0
467793,189,0.5352216289145388,0.49181412823625537,0.4267901790131036,0.06502394922315174,add,0.5794,407.0
500743,78,0.459911508109349,0.49429282080262865,0.4267901790131036,0.06750264178952503,add,0.576,259.0
502054,124,0.4944381730361861,0.45844817450920716,0.4267901790131036,0.03165799549610354,hold,0.3447,355.0
502110,105,0.5700655849632214,0.4640149106151537,0.4267901790131036,0.03722473160205009,hold,0.4266,386.0
502671,221,0.6422837677088027,0.4946599146175156,0.4267901790131036,0.06786973560441195,add,0.4386,435.0
514888,239,0.7238747585564393,0.6332499039989574,0.4267901790131036,0.2064597249858538,add,0.5259,444.0
516782,200,0.5779182937732066,0.5096993360282409,0.4267901790131036,0.08290915701513729,add,0.4567,165.0
518595,139,0.5016654860376406,0.4797803608460978,0.4267901790131036,0.0529901818329942,hold,0.4205,197.0
518692,231,0.75523879744865,0.6092104732522561,0.4267901790131036,0.18242029423915246,add,0.6685,398.0
518735,56,0.41767829707869086,0.44185963038308745,0.4267901790131036,0.015069451369983833,hold,0.5122,187.0
519203,225,0.5558368465633582,0.5100707028679036,0.4267901790131036,0.08328052385479995,add,0.3801,151.0
519317,192,0.49695415829699585,0.5228685358564968,0.4267901790131036,0.09607835684339322,add,0.4718,269.0
521692,216,0.5215298315333612,0.5834668222455968,0.4267901790131036,0.15667664323249314,add,0.4956,437.0
527038,149,0.5946942142459368,0.48991900063717864,0.4267901790131036,0.06312882162407502,hold,0.4519,94.0
542194,70,0.40179465847007634,0.3870396248882318,0.4267901790131036,-0.03975055412487183,drop,0.4929,77.0
542303,216,0.5617260633855119,0.6207773486149242,0.4267901790131036,0.19398716960182055,add,0.6054,464.0
542932,60,0.4741292780009645,0.4200493365327808,0.4267901790131036,-0.006740842480322806,drop,0.5734,14.0
543228,74,0.4839852074694017,0.36336485669185037,0.4267901790131036,-0.06342532232125325,drop,0.1004,22.0
543257,111,0.4501126794664625,0.4171311419669348,0.4267901790131036,-0.009659037046168828,drop,0.3077,134.0
543510,81,0.344960060124991,0.39641710362071825,0.4267901790131036,-0.030373075392385374,drop,0.4711,153.0
543685,83,0.5101026738657836,0.4899453764062823,0.4267901790131036,0.06315519739317865,hold,0.36,155.0
543760,248,0.6561811622179181,0.6102412319109382,0.4267901790131036,0.18345105289783453,add,0.5288,470.0
